hostname,pl_name,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,st_mass,st_masserr1,st_masserr2,pl_refname
"TOI-4914","TOI-4914 b",2024,10.60057000000,0.00001000000,-0.00001000000,0.0980000000,0.0030000000,-0.0030000000,1.030000,0.060000,-0.060000,"<a refstr=MANTOVAN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...691A..67M/abstract target=ref>Mantovan et al. 2024</a>"
"TOI-237","TOI-237 c",2026,1.74486147000,0.00000130000,-0.00000100000,0.0160000000,0.0005000000,-0.0006000000,0.169800,0.038500,-0.035000,"<a refstr=TIMMERMANS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.549ag710T/abstract target=ref>Timmermans et al. 2026</a>"
"TOI-1898","TOI-1898 b",2024,45.52234000000,0.00006100000,-0.00006100000,0.2690000000,0.0050000000,-0.0050000000,1.248400,0.026100,-0.037500,"<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>"
"HD 330075","HD 330075 b",2004,3.38773000000,0.00008000000,-0.00008000000,0.0400000000,0.0000000000,0.0000000000,0.470000,0.040000,-0.040000,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>"
"KOI-351","KOI-351 f",2013,124.91440000000,0.00190000000,-0.00190000000,0.4800000000,0.0900000000,-0.0900000000,1.200000,0.100000,-0.100000,"<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>"
"TOI-1749","TOI-1749 b",2021,2.38839000000,0.00031000000,-0.00066000000,0.0291000000,0.0005000000,-0.0005000000,0.580000,0.030000,-0.030000,"<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>"
"OGLE-2016-BLG-1190L","OGLE-2016-BLG-1190L b",2017,1220.00000000000,1900.00000000000,-300.00000000000,2.1700000000,1.8700000000,-0.3800000000,0.880000,0.060000,-0.050000,"<a refstr=RYU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...40R/abstract target=ref>Ryu et al. 2018</a>"
"Kepler-46","Kepler-46 b",2012,33.60134000000,0.00021000000,-0.00020000000,0.1968000000,0.0029000000,-0.0028000000,0.902000,0.040000,-0.038000,"<a refstr=NESVORNY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...336.1133N/abstract target=ref> Nesvorn&yacute; et al. 2012 </a>"
"Kepler-434","Kepler-434 b",2015,12.87470990000,0.00000500000,-0.00000500000,0.1143000000,0.0030000000,-0.0030000000,1.198000,0.093000,-0.093000,"<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>"
"Kepler-1998","Kepler-1998 b",2023,3.03267135000,0.00001374000,-0.00001374000,0.0405000000,,,0.962000,0.054000,-0.068000,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"HD 3765","HD 3765 b",2021,1211.00000000000,15.00000000000,-16.00000000000,2.1080000000,0.0320000000,-0.0330000000,0.851785,0.033389,-0.033389,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"Kepler-444","Kepler-444 e",2015,7.74349300000,0.00001700000,-0.00001600000,0.0696000000,0.0013000000,-0.0013000000,0.758000,0.043000,-0.043000,"<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>"
"WASP-89","WASP-89 b",2015,3.35642270000,0.00000250000,-0.00000250000,0.0427000000,0.0012000000,-0.0012000000,0.920000,0.080000,-0.080000,"<a refstr=HELLIER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...18H/abstract target=ref>Hellier et al. 2015</a>"
"K2-415","K2-415 b",2023,4.01796940000,0.00000270000,-0.00000270000,0.0270000000,0.0002300000,-0.0002300000,0.163500,0.004100,-0.004100,"<a refstr=HIRANO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..131H/abstract target=ref>Hirano et al. 2023</a>"
"HATS-13","HATS-13 b",2015,3.04404990000,0.00000270000,-0.00000270000,0.0405700000,0.0004100000,-0.0004100000,0.962000,0.029000,-0.029000,"<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>"
"HIP 94235","HIP 94235 b",2022,7.71305700000,0.00002100000,-0.00002100000,0.0787000000,0.0005600000,-0.0001700000,1.094000,0.024000,-0.007000,"<a refstr=ZHOU_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..289Z/abstract target=ref>Zhou et al. 2022</a>"
"Kepler-763","Kepler-763 d",2023,6.50327035000,0.00003134000,-0.00003134000,0.0634000000,,,0.800000,0.048000,-0.028000,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"HD 136352","HD 136352 c",2019,27.59221000000,0.00011000000,-0.00011000000,0.1721000000,0.0050000000,-0.0050000000,0.870000,0.040000,-0.040000,"<a refstr=DELREZ_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs...5..775D/abstract target=ref>Delrez et al. 2021</a>"
"HD 212301","HD 212301 b",2005,2.24571000000,0.00028000000,-0.00028000000,0.0300000000,0.0000000000,0.0000000000,1.550000,0.160000,-0.160000,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>"
"HD 159243","HD 159243 c",2013,248.40000000000,4.90000000000,-4.90000000000,0.8000000000,0.0200000000,-0.0200000000,1.125000,0.030000,-0.030000,"<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>"
"K2-162","K2-162 b",2018,9.45889000000,0.00104000000,-0.00107000000,0.0795000000,0.0006000000,-0.0006000000,0.750000,0.020000,-0.020000,"<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>"
"K2-80","K2-80 b",2016,19.09180000000,0.00640000000,-0.00640000000,0.1350000000,0.0040000000,-0.0040000000,0.900000,0.080000,-0.080000,"<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>"
"WASP-195","WASP-195 b",2025,5.05192800000,0.00000400000,-0.00000400000,0.0630000000,0.0030000000,-0.0030000000,1.300000,0.080000,-0.080000,"<a refstr=SCHANCHE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..334S/abstract target=ref>Schanche et al. 2025</a>"
"HD 117207","HD 117207 b",2004,2621.75000000000,8.37000000000,-8.53000000000,3.7870000000,0.0340000000,-0.0350000000,1.053000,0.028000,-0.028000,"<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>"
"TOI-1728","TOI-1728 b",2020,3.49151000000,0.00006200000,-0.00005700000,0.0391000000,0.0009000000,-0.0009000000,0.646000,0.023000,-0.022000,"<a refstr=KANODIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...899...29K/abstract target=ref>Kanodia et al. 2020</a>"
"HD 188641","HD 188641 b",2022,14583.81038000000,3328.20988000000,-2616.26788000000,12.0270000000,1.8970000000,-1.5670000000,1.070000,0.133000,-0.133000,"<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>"
"HD 221287","HD 221287 b",2007,456.10000000000,7.70000000000,-5.80000000000,1.2500000000,0.0400000000,-0.0400000000,1.250000,0.100000,-0.100000,"<a refstr=NAEF_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...470..721N/abstract target=ref> Naef et al. 2007 </a>"
"K2-147","K2-147 b",2018,0.96193900000,0.00002900000,-0.00002900000,0.0157500000,0.0002600000,-0.0002700000,0.563000,0.028000,-0.028000,"<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>"
"TOI-251","TOI-251 b",2021,4.93777000000,0.00002800000,-0.00002900000,0.0574100000,0.0002300000,-0.0001700000,1.036000,0.013000,-0.009000,"<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>"
"HD 30562","HD 30562 b",2009,1157.00000000000,27.00000000000,-27.00000000000,2.3400000000,0.0600000000,-0.0600000000,1.120000,0.070000,-0.070000,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>"
"TOI-1452","TOI-1452 b",2022,11.06201000000,0.00002000000,-0.00002000000,0.0610000000,0.0030000000,-0.0030000000,0.249000,0.008000,-0.008000,"<a refstr=CADIEUX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...96C/abstract target=ref>Cadieux et al. 2022</a>"
"TOI-1836","TOI-1836 b",2024,20.38079900000,0.00001600000,-0.00001600000,0.1597000000,0.0031000000,-0.0032000000,1.307000,0.077000,-0.076000,"<a refstr=HEIDARI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A..36H/abstract target=ref>Heidari et al. 2025</a>"
"Kepler-30","Kepler-30 c",2012,60.32310500000,0.00024400000,-0.00024400000,0.3000000000,,,0.990000,0.080000,-0.080000,"<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>"
"TOI-1246","TOI-1246 e",2022,37.92548000000,0.00016000000,-0.00016000000,0.2120000000,0.0040000000,-0.0040000000,0.888900,0.030300,-0.030200,"<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>"
"HIP 107772","HIP 107772 b",2020,55.19900000000,0.08300000000,-0.08300000000,0.2430000000,0.0110000000,-0.0110000000,0.630000,0.080000,-0.080000,"<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>"
"TIC 172900988 Aa","TIC 172900988 b",2021,200.45200000000,0.01100000000,-0.01100000000,0.9028100000,0.0001600000,-0.0001600000,1.238400,0.000700,-0.000700,"<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>"
"TOI-7149","TOI-7149 b",2025,2.65206166000,0.00000080000,-0.00000080000,0.0260300000,0.0007100000,-0.0007600000,0.344000,0.030000,-0.030000,"<a refstr=KANODIA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..203K/abstract target=ref>Kanodia et al. 2025</a>"
"HD 97037","HD 97037 b",2022,6449.08337000000,141.95600000000,-153.98638000000,6.9250000000,0.2830000000,-0.3180000000,1.060000,0.129000,-0.129000,"<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>"
"HAT-P-35","HAT-P-35 b",2011,3.64670600000,0.00002100000,-0.00002100000,0.0497800000,0.0006400000,-0.0006600000,1.236000,0.048000,-0.048000,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>"
"TOI-2015","TOI-2015 c",2025,5.58279600000,0.00004200000,-0.00004100000,0.0412320000,0.0000040000,-0.0000040000,0.304100,0.035300,-0.031200,"<a refstr=BARKAOUI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...695A.281B/abstract target=ref>Barkaoui et al. 2025</a>"
"GJ 463","GJ 463 b",2022,3459.00000000000,22.00000000000,-22.00000000000,3.5300000000,0.0370000000,-0.0380000000,0.486000,0.014000,-0.014000,"<a refstr=MORALES_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A.242M/abstract target=ref>Morales et al. 2025</a>"
