hostname,pl_name,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,st_mass,st_masserr1,st_masserr2,pl_refname
"TOI-1117","TOI-1117 b",2025,2.22816000000,0.00001000000,-0.00001000000,0.0330000000,0.0002000000,-0.0002000000,0.970000,0.020000,-0.020000,"<a refstr=LOCKLEY_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.541..919L/abstract target=ref>Lockley et al. 2025</a>"
"HD 11506","HD 11506 b",2007,1617.70000000000,1.90000000000,-1.90000000000,2.8850000000,0.0160000000,-0.0160000000,1.220000,0.020000,-0.020000,"<a refstr=RUGGIERI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...689A.235R/abstract target=ref>Ruggieri et al. 2024</a>"
"TOI-3486","TOI-3486 b",2025,2.21778105000,0.00000088000,-0.00000088000,0.0313800000,0.0004600000,-0.0004300000,0.837000,0.037000,-0.034000,"<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>"
"K2-216","K2-216 b",2018,2.17480000000,0.00005000000,-0.00005000000,0.0280000000,0.0030000000,-0.0070000000,0.700000,0.030000,-0.030000,"<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>"
"HD 98649","HD 98649 b",2012,5384.00000000000,321.00000000000,-274.00000000000,5.9700000000,0.2400000000,-0.2100000000,0.970000,0.020000,-0.020000,"<a refstr=LI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..266L/abstract target=ref>Li et al. 2021</a>"
"WASP-93","WASP-93 b",2016,2.73253210000,0.00000200000,-0.00000200000,0.0421100000,0.0003500000,-0.0003500000,1.334000,0.033000,-0.033000,"<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>"
"TOI-2096","TOI-2096 b",2023,3.11906330000,0.00001000000,-0.00000930000,0.0250000000,0.0010000000,-0.0010000000,0.231000,0.012000,-0.012000,"<a refstr=POZUELOS_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...672A..70P/abstract target=ref>Pozuelos et al. 2023</a>"
"CoRoT-28","CoRoT-28 b",2015,5.20851000000,0.00038000000,-0.00038000000,0.0603000000,0.0050000000,-0.0050000000,1.010000,0.140000,-0.140000,"<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>"
"K2-275","K2-275 c",2018,8.43883850000,0.00000750000,-0.00000670000,0.0881000000,0.0049000000,-0.0104000000,0.770000,0.010000,-0.010000,"<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>"
"TOI-5789","TOI-5789 c",2026,12.92774800000,0.00001600000,-0.00001600000,0.1009000000,0.0013000000,-0.0013000000,0.821000,0.032000,-0.027000,"<a refstr=BONOMO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.197B/abstract target=ref>Bonomo et al. 2026</a>"
"HD 96700","HD 96700 b",2021,8.12450000000,0.00060000000,-0.00060000000,0.0777000000,0.0013000000,-0.0013000000,0.890000,0.010000,-0.010000,"<a refstr=UNGER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.104U/abstract target=ref>Unger et al. 2021</a>"
"Kepler-454","Kepler-454 b",2015,10.57375340000,0.00000780000,-0.00000780000,0.0952800000,0.0013000000,-0.0009100000,1.030000,0.040000,-0.030000,"<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>"
"TOI-5027","TOI-5027 b",2025,10.24368000000,0.00001000000,-0.00001000000,0.0930000000,0.0050000000,-0.0040000000,1.020000,0.050000,-0.050000,"<a refstr=TALA_PINTO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A.268T/abstract target=ref>Tala Pinto et al. 2025</a>"
"16 Cyg B","16 Cyg B b",1996,798.50000000000,1.00000000000,-1.00000000000,1.6600000000,0.0300000000,-0.0300000000,1.080000,0.040000,-0.040000,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>"
"HD 109749","HD 109749 b",2005,5.23989100000,0.00009900000,-0.00009900000,0.0615000000,0.0040000000,-0.0040000000,1.130000,0.220000,-0.220000,"<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>"
"HD 27894","HD 27894 c",2017,36.07000000000,0.26000000000,-0.09000000000,0.1980000000,0.0010000000,-0.0010000000,0.800000,,,"<a refstr=TRIFONOV_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602L...8T/abstract target=ref>Trifonov et al. 2017</a>"
"NGTS-6","NGTS-6 b",2019,0.88205900000,0.00000080000,-0.00000080000,0.0167700000,0.0003200000,-0.0003200000,0.767000,0.025000,-0.025000,"<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>"
"HATS-26","HATS-26 b",2016,3.30238810000,0.00000760000,-0.00000760000,0.0473500000,0.0013300000,-0.0006800000,1.299000,0.113000,-0.056000,"<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>"
"K2-16","K2-16 c",2015,19.07863000000,0.00327000000,-0.00327000000,0.1229000000,0.0021000000,-0.0021000000,0.680000,0.030000,-0.030000,"<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>"
"TOI-7510","TOI-7510 c",2025,22.56874230000,,,0.1595000000,0.0032000000,-0.0032000000,1.063000,0.065000,-0.065000,"<a refstr=ALMENARA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...704L..16A/abstract target=ref>Almenara et al. 2025</a>"
"YZ Cet","YZ Cet d",2017,4.65626000000,0.00028000000,-0.00029000000,0.0285100000,0.0006100000,-0.0007100000,0.142000,0.010000,-0.010000,"<a refstr=STOCK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A.119S/abstract target=ref>Stock et al. 2020</a>"
"K2-237","K2-237 b",2018,2.18053332000,0.00000054000,-0.00000054000,0.0355200000,0.0005100000,-0.0006000000,1.256000,0.055000,-0.062000,"<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>"
"K2-11","K2-11 b",2015,39.93767000000,0.23229000000,-0.23229000000,0.2257000000,0.0143000000,-0.0143000000,1.350000,0.040000,-0.560000,"<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>"
"WASP-160 B","WASP-160 B b",2018,3.76849520000,0.00000350000,-0.00000350000,0.0452000000,0.0012000000,-0.0012000000,0.870000,0.071000,-0.068000,"<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>"
"TOI-6034","TOI-6034 b",2024,2.57618400000,0.00000200000,-0.00000200000,0.0294900000,0.0004300000,-0.0004400000,0.514000,0.025000,-0.022000,"<a refstr=KANODIA_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..235K/abstract target=ref>Kanodia et al. 2024</a>"
"HIP 75092","HIP 75092 b",2021,926.40000000000,12.80000000000,-12.80000000000,2.0200000000,0.0200000000,-0.0200000000,1.280000,0.110000,-0.100000,"<a refstr=JONES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.131J/abstract target=ref>Jones et al. 2021</a>"
"TOI-269","TOI-269 b",2021,3.69771040000,0.00000370000,-0.00000370000,0.0345000000,0.0015000000,-0.0015000000,0.391700,0.009500,-0.009500,"<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>"
"Kepler-31","Kepler-31 d",2014,87.64510000000,0.00140000000,-0.00140000000,0.4000000000,,,1.210000,0.170000,-0.170000,"<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>"
"Kepler-109","Kepler-109 c",2014,21.22265000000,0.00002700000,-0.00002700000,0.1546000000,0.0042000000,-0.0042000000,1.094000,0.086000,-0.078000,"<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>"
"WTS-2","WTS-2 b",2014,1.01870680000,0.00000065000,-0.00000065000,0.0185500000,0.0006200000,-0.0006200000,0.820000,0.082000,-0.082000,"<a refstr=BIRKBY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1470B/abstract target=ref> Birkby et al. 2014 </a>"
"HAT-P-44","HAT-P-44 b",2014,4.30121900000,0.00001900000,-0.00001900000,0.0507000000,0.0007000000,-0.0007000000,0.942000,0.041000,-0.041000,"<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>"
"K2-75","K2-75 b",2016,7.81420000000,0.00210000000,-0.00210000000,0.0810000000,0.0014000000,-0.0014000000,1.160000,0.060000,-0.060000,"<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>"
"TOI-1789","TOI-1789 b",2021,3.20866400000,0.00001500000,-0.00001500000,0.0488200000,0.0006300000,-0.0016000000,1.507000,0.059000,-0.140000,"<a refstr=KHANDELWAL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.3339K/abstract target=ref>Khandelwal et al. 2022</a>"
"HD 154088","HD 154088 b",2021,18.56000000000,0.01000000000,-0.01000000000,0.1340000000,0.0020000000,-0.0020000000,0.910000,0.020000,-0.020000,"<a refstr=UNGER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.104U/abstract target=ref>Unger et al. 2021</a>"
"Kepler-15","Kepler-15 b",2011,4.94278200000,0.00000130000,-0.00000130000,0.0571400000,0.0008600000,-0.0009300000,1.018000,0.044000,-0.052000,"<a refstr=ENDL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...13E/abstract target=ref> Endl et al. 2011 </a>"
"TOI-3464","TOI-3464 b",2025,3.65155680000,0.00000600000,-0.00000610000,0.0515000000,0.0012000000,-0.0013000000,1.363000,0.095000,-0.099000,"<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>"
"HD 33844","HD 33844 c",2015,916.00000000000,29.50000000000,-29.50000000000,2.2400000000,0.0500000000,-0.0500000000,1.780000,0.180000,-0.180000,"<a refstr=WITTENMYER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...35W/abstract target=ref>Wittenmyer et al. 2016</a>"
"K2-254","K2-254 c",2018,12.11839000000,0.00303000000,-0.00321000000,0.0923000000,0.0010000000,-0.0010000000,0.710000,0.020000,-0.030000,"<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>"
"TOI-4137","TOI-4137 b",2022,3.80161220000,0.00000650000,-0.00000650000,0.0522200000,0.0008900000,-0.0009600000,1.313000,0.068000,-0.071000,"<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>"
"bet Pic","bet Pic d",2026,33200.00000000000,6600.00000000000,-9900.00000000000,26.0000000000,2.2000000000,-6.1000000000,1.789000,0.024000,-0.027000,"<a refstr=SUTLIEFF_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026ApJ..1006L..10S/abstract target=ref>Sutlieff et al. 2026</a>"
"HD 134606","HD 134606 e",2024,4.32030000000,0.00051000000,-0.00047000000,0.0527000000,0.0011000000,-0.0012000000,1.046000,0.070000,-0.059000,"<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>"
"Kepler-433","Kepler-433 b",2015,5.33408384000,0.00000110000,-0.00000110000,0.0679000000,0.0027000000,-0.0027000000,1.460000,0.170000,-0.170000,"<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>"
"Kepler-1976","Kepler-1976 b",2023,4.95931924400,0.00000051500,-0.00000051500,0.0565000000,,,0.976000,0.073000,-0.055000,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"CoRoT-8","CoRoT-8 b",2010,6.21229000000,0.00003000000,-0.00003000000,0.0630000000,0.0010000000,-0.0010000000,0.880000,0.040000,-0.040000,"<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>"
"HATS-7","HATS-7 b",2015,3.18531500000,0.00000540000,-0.00000540000,0.0401200000,0.0004300000,-0.0004300000,0.849000,0.027000,-0.027000,"<a refstr=BAKOS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...813..111B/abstract target=ref>Bakos et al. 2015</a>"
