ra,dec,dnf_z,mcal_w_noshear
129.052158,-0.363909,0.8261260718799885,9.326475843194519
129.054364,-0.364099,0.4406836056246541,19.8407406895392
129.05735,-0.36403,0.6338392284257992,16.95528014011973
129.069348,-0.372152,0.4241994539099006,19.63859274316966
129.07297,-0.374624,1.12417196625398,10.7752795228534
129.082464,-0.385146,0.4427097387792578,14.60455800060078
129.084193,-0.383552,0.8649150413536368,9.718986129772876
129.086355,-0.386703,1.130717730073783,5.29188203021033
129.091414,-0.387174,0.6387334521062126,22.2319092657631
129.091781,-0.385217,1.034550357154728,12.81038732175257
129.093482,-0.380431,1.247506271993502,5.094492601730801
129.090561,-0.374015,0.5804711733018229,13.2473837817719
129.09281,-0.369311,1.032031877630736,9.131834478523373
129.067138,-0.36657,0.6747874414293613,20.72018884622182
129.065577,-0.363895,0.8042888685874496,10.32516295187668
129.06728,-0.363378,1.168365958388046,9.594488421379957
129.077258,-0.367349,1.261625956904497,4.909095696934489
129.080273,-0.368696,0.9264151783831593,8.922742472000815
129.080487,-0.367465,0.912007003723224,10.7752795228534
129.08189,-0.36565,0.1906090486974055,12.21238612142466
128.803379,-0.143058,0.9470853297310744,4.502828419443441
128.805878,-0.130937,0.8405219484085138,16.1149800242971
128.809089,-0.137134,0.7283461271319671,13.02700145913329
128.818,-0.140298,0.913510250982835,9.326475843194519
128.819974,-0.140503,1.407413682421792,5.094866843375436
128.780699,-0.107578,1.022940657098676,8.992332014266086
128.780478,-0.10677,1.003696664263535,10.01050682594707
128.783326,-0.10695,1.027951753579494,5.62956185026734
128.787741,-0.098954,0.9958640308744089,12.40935792835299
128.775928,-0.090784,1.005526986581939,4.909095696934489
128.77948,-0.089686,1.057765132820488,5.555322560086697
128.785769,-0.097871,1.019108091480916,17.61185651340981
128.785638,-0.0955,0.4486132001588389,10.79997931134698
128.786339,-0.096655,1.122970734585944,9.19463528906185
128.783911,-0.088156,1.153967432486926,11.05588156784826
128.790738,-0.125585,0.5661362316787901,12.60158201370674
128.791778,-0.125433,0.4223805932247962,21.87843565564368
128.795059,-0.126071,0.745100002817848,14.06085705686959
128.792025,-0.119966,1.243132093368089,5.336765111614018
128.798853,-0.129222,0.8624853741887883,5.336765111614018
128.800082,-0.126776,0.660556526102198,16.63849287954118
128.804679,-0.129322,0.5093903108323312,18.08299488565316
128.805138,-0.120398,1.184369191382765,9.45520010551467
128.791227,-0.116221,0.7543052275807989,12.81038732175257
128.796611,-0.117907,1.092566180548797,8.338912341887951
128.804968,-0.11845,1.440495691170206,9.19463528906185
128.814136,-0.129837,1.245644285363522,5.671616647312038
128.813961,-0.12671,0.6165105309578962,12.41057504562148
128.818982,-0.120731,0.4732865111705822,21.91274090654412
128.809736,-0.11232,0.4588077190759214,19.35152079017409
128.791581,-0.10703,0.6637610597870571,23.78729853280655
128.797909,-0.09947,0.9502694768564481,12.09063514606466
128.803732,-0.101749,1.186057165821886,8.802201650954991
128.804836,-0.100978,1.273574966604537,7.422119264399092
128.80495,-0.098899,0.6823594993269397,11.3425051472647
128.7918,-0.096467,0.9881361260679853,5.555322560086697
128.79238,-0.096541,1.327540965986973,11.05588156784826
128.796967,-0.091718,0.7827597113847521,10.87802079124254
128.799041,-0.096084,0.6440103499376075,14.85491868153714
128.802959,-0.088095,0.986360634002275,12.73571498191967
128.811016,-0.102995,0.9941907555374154,10.7752795228534
128.811792,-0.10141,0.4481223773146468,21.87843565564368
128.819492,-0.09979,0.9657540376785647,11.05432203305365
128.808426,-0.091044,0.9394027641430824,6.75849148251131
128.81988,-0.098084,1.096524476176047,9.131834478523373
128.753401,-0.067476,0.6792908054087299,18.35492872848105
128.754242,-0.067827,0.6891543907621767,23.78729853280655
128.747597,-0.058471,1.241136649439299,10.76389621457657
128.741402,-0.04856,1.340166140164075,6.279791445146961
128.738955,-0.045452,0.6885664102683013,15.36726695468559
128.751978,-0.052657,1.000386815028342,9.326475843194519
128.746939,-0.044331,1.027974862368517,10.90487371279402
128.717652,-0.009653,0.4087539327958338,14.9864849692946
128.733855,-0.037034,0.965524487925812,7.441356374389618
128.730423,-0.023896,0.4753495967562937,17.65788359675354
128.739696,-0.042735,0.5535826806479531,5.184912862367493
128.741749,-0.041224,0.4475241100479479,23.03406643292375
128.738427,-0.040312,1.056246263988864,8.14445707068031
128.74067,-0.039611,1.148302737717053,12.9133475574652
128.742024,-0.040656,0.5148012272163598,23.8729484534643
128.739647,-0.03574,0.5232417738314128,14.66127851900935
128.743199,-0.033353,0.4514657695903033,16.08069011967216
128.745369,-0.025286,0.4046618803493578,14.72314516716728
128.751146,-0.027357,0.5888345645369104,18.84510840302686
128.753681,-0.028656,0.7619209966303231,12.65153205148084
128.728524,-0.017743,0.5341978750638452,15.19788941919417
128.733944,-0.012508,1.041083563270455,15.81209090152557
128.732101,-0.008822,0.7353923392987216,20.39692804851898
128.749788,-0.016783,0.8145342832947692,7.236537537257798
128.754909,-0.014643,0.6646398914642528,27.04142603016605
128.743262,-0.005621,0.3733174726324755,16.42937326282621
128.749425,-0.010529,0.5384149029704729,12.99987614699939
128.748356,-0.006408,0.7630418385628648,23.03406643292375
128.75034,-0.004664,1.26854659249326,7.26152269775469
128.750569,-0.004131,1.254557820468058,7.422119264399092
128.75681,-0.077758,0.9984696621981186,12.9133475574652
128.759924,-0.076423,0.9630474417115993,9.19463528906185
128.755916,-0.073705,0.6674110138269902,12.9133475574652
128.759989,-0.073126,0.7171659248341591,19.15894540040554
128.760666,-0.067752,1.103943618821878,9.168281306514984
128.771907,-0.066998,0.9556537011431736,19.15894540040554
128.772653,-0.06709,1.176590089733564,4.502828419443441
128.783064,-0.073934,1.251845871245067,8.38804631012845
128.786634,-0.075454,0.6445007241773952,19.85485810000194
128.762346,-0.058244,0.4305299826514348,8.027069790371279
128.771443,-0.065394,1.333612168614581,11.10853822740009
128.77021,-0.04677,0.4147316457919095,13.2473837817719
128.777757,-0.052094,0.9943094350813428,10.70455197682351
128.788596,-0.05042,1.033256178512641,12.81038732175257
128.79089,-0.082959,1.090927645213053,8.649984512510324
128.792366,-0.084235,1.023606345013403,8.992332014266086
128.797249,-0.066306,0.9948979106334463,10.32516295187668
128.804571,-0.074859,1.057876686984734,10.7752795228534
128.80614,-0.074234,0.8745028393437053,15.00330346420199
128.798575,-0.067911,1.1715701654992,7.147187060513251
128.807314,-0.086441,0.6388378674292685,12.73571498191967
128.809412,-0.085765,1.212133657152966,10.01050682594707
128.811725,-0.077681,1.124629010292442,10.50739559390097
128.816683,-0.084306,1.146651010114955,9.926827134789978
128.815823,-0.083274,0.7092342026412117,16.95528014011973
128.820176,-0.08376,1.093650283941322,6.529023908180247
128.813889,-0.067255,1.291409901052861,8.649984512510324
128.794829,-0.062856,1.060330974087624,9.152758745493754
128.809788,-0.065028,1.282519941371199,9.131834478523373
128.807907,-0.060226,0.8176442271230062,12.73571498191967
128.811942,-0.046996,1.408281692501067,8.14445707068031
128.815926,-0.050071,0.6069484791706464,7.03550286632858
128.758454,-0.037753,1.289714396257835,7.147187060513251
128.755558,-0.034713,0.8648174057934721,27.708187542739
128.775838,-0.042623,0.4387178832254151,28.60890538528638
128.777018,-0.042859,1.022911343811696,7.441356374389618
128.779287,-0.039511,0.7790200737943214,4.609445261670746
128.781659,-0.037686,1.116825930130574,6.955177717522989
128.756671,-0.013563,0.7038436724394401,12.81038732175257
128.766807,-0.011861,0.8360462201702292,5.184912862367493
128.764453,-0.009343,1.271296737709452,7.03550286632858
128.768824,-0.009292,0.9930957037109396,6.955177717522989
128.77665,-0.002798,0.6355836294134365,16.95528014011973
128.805278,-0.033976,1.286982159296986,9.19463528906185
128.79609,-0.028823,1.403192490170953,5.62956185026734
128.802878,-0.029016,0.5430039684936645,12.34062364028523
128.80125,-0.023248,0.487658646080483,14.60455800060078
128.813912,-0.033593,1.011968117070009,5.62956185026734
128.818699,-0.036472,1.19815419201603,9.152758745493754
128.819184,-0.033852,0.8481575553692728,6.529023908180247
128.808171,-0.030816,0.8940726336464122,14.65292382502527
128.811795,-0.025159,0.7498548952935558,9.906528471285611
128.8118,-0.022805,0.5993590673868154,13.87021992010328
128.81439,-0.022247,0.7502993656966659,16.63849287954118
128.818264,-0.02699,0.6487911509454509,9.45520010551467
128.800764,-0.015018,0.8845856666701906,9.358021410816574
128.803464,-0.010691,0.7297129848914246,14.72314516716728
128.803712,-0.004321,0.7125570782512031,7.39432023496548
128.804538,-0.00484,0.8541041933332095,5.094492601730801
128.810485,-0.020234,1.165116751633535,7.147187060513251
128.813801,-0.018579,0.464263344043307,20.5917295764596
128.809623,-0.011383,1.023735760476836,7.374867050536023
128.814218,-0.012671,0.7145725513326188,23.78729853280655
128.822991,-0.017741,0.917522126323058,6.529023908180247
128.812291,-0.01005,0.09853755077140447,18.07848316580134
128.816116,-0.006685,0.7717260432281945,16.47803879372779
128.818656,-0.006196,0.4273650572377599,24.39445256004348
128.918527,-0.267568,0.8669846196229662,8.80574508813955
128.957024,-0.294414,1.144758815979459,11.00841537441801
128.958022,-0.29397,1.009484892177528,10.36328427681954
128.948549,-0.288834,0.4491268031381876,26.33077857885727
128.943621,-0.285116,0.4843066321272823,12.97696071068491
