ra,dec,mcal_g_1_noshear,mcal_g_2_noshear,mcal_w_noshear,dnf_z,mcal_g_1_1p,mcal_g_1_1m,mcal_g_2_2p,mcal_g_2_2m
128.269806,2.448427,0.2321997500549659,0.09640838726960554,14.9864849692946,0.9034505765471934,0.2379116735830419,0.2294236301039101,0.1011317020351313,0.0937168479056215
128.267155,2.451869,-0.1032757242446887,-0.2575164632839419,19.35152079017409,0.4132562524464669,-0.09664804061073527,-0.1099846122367874,-0.2503987482634916,-0.2644334590468255
128.267797,2.452876,-0.3865660826860934,-0.006752305482055063,14.479961395946,0.458274116650875,-0.3779295610344018,-0.3951533759430265,0.002990745086180505,-0.0166304293527602
128.267182,2.454724,0.1578901273346155,0.2498326315759959,9.326475843194519,0.5291660142298555,0.167391764915851,0.1537204810042465,0.2554230239146109,0.2443055054072839
128.270767,2.45732,-0.1550285924737899,0.1381112001149529,17.20655009852669,0.4043242772927589,-0.1460762925301051,-0.1641789410033422,0.147785517626287,0.1283406471300598
128.350006,2.366193,0.01292578213200316,0.1321893745136705,6.955177717522989,1.169554472532122,0.03427560039031767,0.03156481155353041,0.1323242239335554,0.1223224285154495
128.360047,2.35764,0.1354621827344165,0.03429207746582423,9.152758745493754,0.7330288824555247,0.1445760001829364,0.1334071461190091,0.0549625684224013,0.02567036594791573
128.362554,2.348517,-0.1146790033264357,-0.06578918368634969,4.909095696934489,0.9614231326127882,-0.108331767992327,-0.1134611972626977,-0.07167196808501351,-0.06977139677861505
128.365965,2.350665,-0.09219093254044386,0.1265635535224969,5.094492601730801,0.7028698107683011,-0.1053081908696625,-0.08419057966526988,0.1454179278098456,0.1188055747492438
128.373926,2.353349,0.08935489298023096,0.1987887015493409,6.752087667450111,0.9498383408470832,0.09822409046551035,0.06600443457061957,0.2047638906858018,0.199310601037484
128.365618,2.364826,0.001837557239178892,-0.08492649331155273,12.89734178493261,1.188356677462458,0.008417908348662833,-0.009876919253643788,-0.08067038840455266,-0.09207251079884604
128.367439,2.365606,-0.2145580557264116,0.05316621711415867,12.80659824606321,1.122644162366686,-0.2049775567494326,-0.2164664078676692,0.05118583748702717,0.05927077112328066
