Name	Rin	Rout	nelec	neerr	Kitpl	Kflat	Kerr	Pitpl	Pflat	Perr	Mgrav	Merr	Tx	Txerr	Lambda	tcool5/2	t52err	tcool3/2	t32err
ABELL_2744	1.0784e+00	1.1009e+00	1.5576e-04	8.6159e-05	2.6790e+03	2.6790e+03	1.1312e+03	4.6968e-12	4.6968e-12	6.6525e-12	1.1916e+15	1.7977e+14	8.2088e+00	2.0488e+00	2.1978e-23	7.0001e+02	4.2479e+02	4.2001e+02	2.5488e+02
ABELL_2744	1.0560e+00	1.0784e+00	4.9364e-04	5.9780e-05	1.2277e+03	1.2277e+03	2.6102e+02	1.4717e-11	1.4717e-11	8.1584e-12	2.9510e+14	4.2563e+13	8.0940e+00	1.9341e+00	2.2113e-23	2.1647e+02	5.7987e+01	1.2988e+02	3.4792e+01
ABELL_2744	1.0335e+00	1.0560e+00	4.3131e-04	7.5244e-05	1.3280e+03	1.3280e+03	2.9293e+02	1.2713e-11	1.2713e-11	7.8124e-12	3.8164e+15	5.2456e+14	7.9793e+00	1.8193e+00	2.2248e-23	2.4275e+02	6.9690e+01	1.4565e+02	4.1814e+01
ABELL_2744	1.0110e+00	1.0335e+00	4.2241e-04	8.0075e-05	1.3311e+03	1.3311e+03	2.9053e+02	1.2307e-11	1.2307e-11	7.6798e-12	-7.3033e+13	-9.5312e+12	7.8646e+00	1.7046e+00	2.2383e-23	2.4283e+02	6.9922e+01	1.4570e+02	4.1953e+01
ABELL_2744	9.8856e-01	1.0110e+00	4.5153e-04	8.0049e-05	1.2584e+03	1.2584e+03	2.5876e+02	1.3002e-11	1.3002e-11	7.6273e-12	1.0778e+15	1.3300e+14	7.7498e+00	1.5898e+00	2.2518e-23	2.2251e+02	6.0331e+01	1.3351e+02	3.6199e+01
ABELL_2744	9.6609e-01	9.8856e-01	6.0245e-04	6.5337e-05	1.0260e+03	1.0260e+03	1.7860e+02	1.7143e-11	1.7143e-11	7.8965e-12	6.9582e+13	8.0798e+12	7.6351e+00	1.4751e+00	2.2653e-23	1.6332e+02	3.6185e+01	9.7993e+01	2.1711e+01
ABELL_2744	9.4363e-01	9.6609e-01	4.8138e-04	8.6642e-05	1.1774e+03	1.1774e+03	2.2449e+02	1.3535e-11	1.3535e-11	7.5730e-12	1.1188e+15	1.2158e+14	7.5204e+00	1.3604e+00	2.2788e-23	2.0013e+02	5.1069e+01	1.2008e+02	3.0642e+01
ABELL_2744	9.2116e-01	9.4363e-01	6.7418e-04	6.8257e-05	9.2919e+02	9.2919e+02	1.4255e+02	1.8727e-11	1.8727e-11	7.6841e-12	2.1095e+14	2.1312e+13	7.4056e+00	1.2456e+00	2.2923e-23	1.3989e+02	2.7463e+01	8.3934e+01	1.6478e+01
ABELL_2744	8.9869e-01	9.2116e-01	4.2526e-04	1.0683e-04	1.2589e+03	1.2589e+03	2.7185e+02	1.1771e-11	1.1771e-11	8.0745e-12	1.0077e+15	1.0074e+14	7.2909e+00	1.1309e+00	2.3058e-23	2.1706e+02	6.4085e+01	1.3023e+02	3.8451e+01
ABELL_2744	8.7622e-01	8.9869e-01	7.5740e-04	6.8768e-05	8.5414e+02	8.5414e+02	1.2663e+02	2.0899e-11	2.0899e-11	8.1743e-12	1.0501e+14	1.0422e+13	7.1761e+00	1.0161e+00	2.3194e-23	1.1926e+02	2.0060e+01	7.1553e+01	1.2036e+01
ABELL_2744	8.5376e-01	8.7622e-01	6.7446e-04	8.3824e-05	9.1994e+02	9.1994e+02	1.4520e+02	1.8553e-11	1.8553e-11	8.1491e-12	1.1010e+15	1.0846e+14	7.1241e+00	9.7275e-01	2.3254e-23	1.3261e+02	2.4484e+01	7.9564e+01	1.4690e+01
ABELL_2744	8.3129e-01	8.5376e-01	8.0430e-04	7.6158e-05	8.1552e+02	8.1552e+02	1.2031e+02	2.2056e-11	2.2056e-11	8.6570e-12	-4.0439e+14	-3.9543e+13	7.1008e+00	9.6217e-01	2.3280e-23	1.1071e+02	1.8302e+01	6.6428e+01	1.0981e+01
ABELL_2744	8.0882e-01	8.3129e-01	7.1860e-04	9.0873e-05	8.7639e+02	8.7639e+02	1.3752e+02	1.9644e-11	1.9644e-11	8.6299e-12	-5.9602e+13	-5.7843e+12	7.0775e+00	9.5158e-01	2.3305e-23	1.2337e+02	2.2772e+01	7.4024e+01	1.3663e+01
ABELL_2744	7.8635e-01	8.0882e-01	7.7276e-04	8.9318e-05	8.8163e+02	8.8163e+02	1.4113e+02	2.2306e-11	2.2306e-11	9.7321e-12	-1.5906e+14	-1.6367e+13	7.0542e+00	9.4100e-01	2.3331e-23	1.1422e+02	2.0160e+01	6.8533e+01	1.2096e+01
ABELL_2744	7.6389e-01	7.8635e-01	5.8800e-04	1.1954e-04	1.1168e+03	1.1168e+03	2.2403e+02	1.7920e-11	1.7920e-11	1.0812e-11	7.1370e+12	7.7398e+11	7.0309e+00	9.3041e-01	2.3357e-23	1.4945e+02	3.6253e+01	8.9670e+01	2.1752e+01
ABELL_2744	7.4142e-01	7.6389e-01	6.4358e-04	1.1626e-04	1.1072e+03	1.1072e+03	2.1705e+02	2.0651e-11	2.0651e-11	1.1787e-11	-1.0326e+13	-1.1714e+12	7.4421e+00	1.0468e+00	2.3407e-23	1.4422e+02	3.3020e+01	8.6534e+01	1.9812e+01
ABELL_2744	7.1895e-01	7.4142e-01	7.3780e-04	1.0615e-04	1.0615e+03	1.0615e+03	1.9879e+02	2.4863e-11	2.4863e-11	1.2877e-11	3.7221e+14	4.3902e+13	7.8710e+00	1.1684e+00	2.3457e-23	1.3277e+02	2.7446e+01	7.9662e+01	1.6468e+01
ABELL_2744	6.9649e-01	7.1895e-01	7.2679e-04	1.1197e-04	1.1074e+03	1.1074e+03	2.1592e+02	2.5295e-11	2.5295e-11	1.3737e-11	5.8344e+13	7.0915e+12	8.2998e+00	1.2899e+00	2.3507e-23	1.4182e+02	3.1035e+01	8.5092e+01	1.8621e+01
ABELL_2744	6.7402e-01	6.9649e-01	7.8121e-04	1.1157e-04	1.0691e+03	1.0691e+03	2.0789e+02	2.7545e-11	2.7545e-11	1.4655e-11	3.4037e+13	4.2319e+12	8.7286e+00	1.4114e+00	2.3558e-23	1.3846e+02	2.9871e+01	8.3076e+01	1.7923e+01
ABELL_2744	6.5155e-01	6.7402e-01	7.4004e-04	1.2531e-04	1.1227e+03	1.1227e+03	2.3216e+02	2.6430e-11	2.6430e-11	1.5367e-11	-1.0020e+14	-1.2731e+13	8.9718e+00	1.4930e+00	2.3968e-23	1.4767e+02	3.5058e+01	8.8600e+01	2.1035e+01
ABELL_2744	6.2908e-01	6.5155e-01	6.5755e-04	1.4438e-04	1.2303e+03	1.2303e+03	2.8244e+02	2.3783e-11	2.3783e-11	1.6093e-11	1.9538e+14	2.5340e+13	9.0915e+00	1.5481e+00	2.4617e-23	1.6397e+02	4.5560e+01	9.8380e+01	2.7336e+01
ABELL_2744	6.0662e-01	6.2908e-01	7.5876e-04	1.3328e-04	1.1333e+03	1.1333e+03	2.4253e+02	2.7812e-11	2.7812e-11	1.6746e-11	4.4143e+14	5.7987e+13	9.2111e+00	1.6031e+00	2.5266e-23	1.4027e+02	3.4685e+01	8.4161e+01	2.0811e+01
ABELL_2744	5.8415e-01	6.0662e-01	6.7041e-04	1.5170e-04	1.2519e+03	1.2519e+03	2.8957e+02	2.4995e-11	2.4995e-11	1.7172e-11	5.1430e+14	6.6136e+13	9.3308e+00	1.6582e+00	2.5915e-23	1.5679e+02	4.5111e+01	9.4074e+01	2.7066e+01
ABELL_2744	5.6168e-01	5.8415e-01	9.3511e-04	1.1734e-04	1.0197e+03	1.0197e+03	1.9476e+02	3.5451e-11	3.5451e-11	1.8095e-11	6.3844e+14	8.0393e+13	9.4764e+00	1.6866e+00	2.6307e-23	1.1246e+02	2.4490e+01	6.7475e+01	1.4694e+01
ABELL_2744	5.3921e-01	5.6168e-01	1.0961e-03	1.0981e-04	9.3239e+02	9.3239e+02	1.6872e+02	4.2245e-11	4.2245e-11	1.9847e-11	3.0834e+14	3.8028e+13	9.6578e+00	1.6785e+00	2.6348e-23	9.7621e+01	1.9582e+01	5.8573e+01	1.1749e+01
ABELL_2744	5.1675e-01	5.3921e-01	1.0270e-03	1.2538e-04	9.8949e+02	9.8949e+02	1.8191e+02	4.0217e-11	4.0217e-11	1.9800e-11	4.9918e+14	6.0345e+13	9.8392e+00	1.6703e+00	2.6389e-23	1.0599e+02	2.2163e+01	6.3592e+01	1.3298e+01
ABELL_2744	4.9428e-01	5.1675e-01	1.3999e-03	1.0537e-04	8.1190e+02	8.1190e+02	1.3995e+02	5.5301e-11	5.5301e-11	2.4060e-11	1.6015e+14	1.9368e+13	1.0021e+01	1.6622e+00	2.6430e-23	7.9063e+01	1.4402e+01	4.7438e+01	8.6413e+00
ABELL_2744	4.7181e-01	4.9428e-01	8.5595e-04	1.8070e-04	1.1368e+03	1.1368e+03	2.4652e+02	3.4106e-11	3.4106e-11	2.1931e-11	2.7208e+14	3.2918e+13	1.0141e+01	1.6723e+00	2.6675e-23	1.2966e+02	3.4734e+01	7.7798e+01	2.0841e+01
ABELL_2744	4.4935e-01	4.7181e-01	1.6230e-03	1.0771e-04	7.4843e+02	7.4843e+02	1.2788e+02	6.5226e-11	6.5226e-11	2.7847e-11	1.0080e+14	1.2200e+13	1.0239e+01	1.6891e+00	2.6996e-23	6.8218e+01	1.2130e+01	4.0931e+01	7.2783e+00
ABELL_2744	4.2688e-01	4.4935e-01	1.3193e-03	1.4750e-04	8.3746e+02	8.3746e+02	1.4803e+02	5.1671e-11	5.1671e-11	2.4234e-11	4.0021e+14	4.7039e+13	1.0337e+01	1.7059e+00	2.7318e-23	8.3730e+01	1.6691e+01	5.0238e+01	1.0015e+01
ABELL_2744	4.0441e-01	4.2688e-01	1.4277e-03	1.4919e-04	7.6363e+02	7.6363e+02	1.2857e+02	5.3745e-11	5.3745e-11	2.3929e-11	1.1702e+14	1.3153e+13	1.0067e+01	1.6125e+00	2.7025e-23	7.6174e+01	1.4567e+01	4.5704e+01	8.7404e+00
ABELL_2744	3.8194e-01	4.0441e-01	1.6623e-03	1.3900e-04	6.6544e+02	6.6544e+02	1.0441e+02	6.0350e-11	6.0350e-11	2.4454e-11	6.7420e+12	7.2515e+11	9.6821e+00	1.4840e+00	2.6537e-23	6.4076e+01	1.1188e+01	3.8446e+01	6.7127e+00
ABELL_2744	3.5948e-01	3.8194e-01	1.4901e-03	1.7615e-04	7.5947e+02	7.5947e+02	1.3410e+02	5.7405e-11	5.7405e-11	2.7187e-11	2.1311e+14	2.4695e+13	9.3314e+00	1.3674e+00	2.6095e-23	7.0055e+01	1.3189e+01	4.2033e+01	7.9135e+00
ABELL_2744	3.3701e-01	3.5948e-01	2.0966e-03	1.4172e-04	6.3968e+02	6.3968e+02	1.1134e+02	8.5418e-11	8.5418e-11	3.7148e-11	9.0345e+13	1.1139e+13	9.9604e+00	1.5836e+00	2.6959e-23	5.1444e+01	8.8875e+00	3.0867e+01	5.3325e+00
ABELL_2744	3.1454e-01	3.3701e-01	1.2647e-03	2.5410e-04	9.3549e+02	9.3549e+02	2.0556e+02	5.3798e-11	5.3798e-11	3.4333e-11	1.7976e+14	2.2963e+13	1.0589e+01	1.7998e+00	2.7823e-23	8.7853e+01	2.3119e+01	5.2712e+01	1.3872e+01
ABELL_2744	2.9207e-01	3.1454e-01	2.3385e-03	1.5294e-04	6.2810e+02	6.2810e+02	1.1064e+02	1.0061e-10	1.0061e-10	4.4131e-11	6.4622e+13	8.0878e+12	1.0970e+01	1.9017e+00	2.8379e-23	4.8258e+01	8.9412e+00	2.8955e+01	5.3647e+00
ABELL_2744	2.6961e-01	2.9207e-01	2.0839e-03	1.8730e-04	6.8593e+02	6.8593e+02	1.2184e+02	9.0670e-11	9.0670e-11	4.1310e-11	2.5810e+14	3.1650e+13	1.1093e+01	1.8848e+00	2.8616e-23	5.4305e+01	1.0438e+01	3.2583e+01	6.2629e+00
ABELL_2744	2.4714e-01	2.6961e-01	2.3375e-03	1.9509e-04	6.3007e+02	6.3007e+02	1.1017e+02	1.0086e-10	1.0086e-10	4.4923e-11	5.5942e+13	6.8005e+12	1.1186e+01	1.8658e+00	2.8760e-23	4.8575e+01	9.0600e+00	2.9145e+01	5.4360e+00
ABELL_2744	2.2467e-01	2.4714e-01	2.6756e-03	2.0421e-04	5.7006e+02	5.7006e+02	9.8132e+01	1.1429e-10	1.1429e-10	4.9731e-11	5.7395e+13	6.9218e+12	1.1074e+01	1.8327e+00	2.8264e-23	4.2750e+01	7.7911e+00	2.5650e+01	4.6747e+00
ABELL_2744	2.0221e-01	2.2467e-01	2.7612e-03	2.3550e-04	5.7952e+02	5.7952e+02	1.0403e+02	1.2245e-10	1.2245e-10	5.5962e-11	7.4415e+13	9.2913e+12	1.0963e+01	1.7997e+00	2.7769e-23	4.1740e+01	7.7219e+00	2.5044e+01	4.6331e+00
ABELL_2744	1.7974e-01	2.0221e-01	2.9927e-03	2.5409e-04	5.9622e+02	5.9622e+02	1.1364e+02	1.4407e-10	1.4407e-10	6.9443e-11	3.7745e+13	5.0379e+12	1.1590e+01	2.0008e+00	2.8396e-23	3.9817e+01	7.6599e+00	2.3890e+01	4.5960e+00
ABELL_2744	1.5727e-01	1.7974e-01	2.5905e-03	3.5151e-04	7.0365e+02	7.0365e+02	1.4876e+02	1.3368e-10	1.3368e-10	7.5186e-11	3.9442e+13	5.5266e+12	1.2526e+01	2.2996e+00	2.9491e-23	4.7866e+01	1.0928e+01	2.8720e+01	6.5565e+00
ABELL_2744	1.3480e-01	1.5727e-01	3.6182e-03	2.9960e-04	5.3024e+02	5.3024e+02	9.9812e+01	1.7580e-10	1.7580e-10	8.3584e-11	2.0325e+13	2.6824e+12	1.3226e+01	2.5188e+00	3.0305e-23	3.5212e+01	7.3125e+00	2.1127e+01	4.3875e+00
ABELL_2744	1.1234e-01	1.3480e-01	3.4366e-03	3.7720e-04	5.1472e+02	5.1472e+02	9.4028e+01	1.5662e-10	1.5662e-10	7.5237e-11	3.6655e+13	4.4993e+12	1.2705e+01	2.3262e+00	2.9667e-23	3.6381e+01	7.7660e+00	2.1828e+01	4.6596e+00
ABELL_2744	8.9870e-02	1.1234e-01	3.7833e-03	4.2854e-04	4.5084e+02	4.6252e+02	8.0830e+01	1.6102e-10	1.6519e-10	7.6582e-11	4.6258e+12	5.5162e+11	1.2185e+01	2.1335e+00	2.9029e-23	3.2389e+01	6.7545e+00	1.9434e+01	4.0527e+00
ABELL_2744	6.7400e-02	8.9870e-02	3.7225e-03	5.6428e-04	4.2346e+02	4.6754e+02	8.5575e+01	1.4721e-10	1.6253e-10	8.1799e-11	4.1433e+12	5.3174e+11	1.1665e+01	1.9409e+00	2.8391e-23	3.2221e+01	7.2525e+00	1.9332e+01	4.3515e+00
ABELL_2744	4.4930e-02	6.7400e-02	4.3132e-03	6.6287e-04	3.5460e+02	4.2382e+02	7.6371e+01	1.5757e-10	1.8833e-10	9.2250e-11	-6.7800e+11	-9.4193e+10	1.1230e+01	1.7800e+00	2.7753e-23	2.7388e+01	6.0465e+00	1.6433e+01	3.6279e+00
ABELL_2744	2.2470e-02	4.4930e-02	4.1016e-03	1.0885e-03	3.3643e+02	4.3827e+02	9.1480e+01	1.3747e-10	1.7908e-10	1.1094e-10	-3.2960e+12	-4.9909e+11	1.1230e+01	1.7800e+00	2.7115e-23	2.9478e+01	9.1121e+00	1.7687e+01	5.4673e+00
ABELL_2744	0.0000e+00	2.2470e-02	3.4972e-03	1.8224e-03	3.4051e+02	4.8741e+02	1.4129e+02	1.0667e-10	1.5270e-10	1.4551e-10	-1.4998e+12	-2.4954e+11	1.1230e+01	1.7800e+00	2.6477e-23	3.5406e+01	1.9284e+01	2.1243e+01	1.1571e+01
