Name	Rin	Rout	nelec	neerr	Kitpl	Kflat	Kerr	Pitpl	Pflat	Perr	Mgrav	Merr	Tx	Txerr	Lambda	tcool5/2	t52err	tcool3/2	t32err
ABELL_0370	5.1188e-01	5.3747e-01	9.9650e-04	1.6308e-04	8.9385e+02	8.9385e+02	2.0798e+02	3.4550e-11	3.4550e-11	2.1784e-11	1.9058e+14	2.8723e+13	7.4925e+00	1.0793e+00	2.5697e-23	8.5418e+01	1.8623e+01	5.1251e+01	1.1174e+01
ABELL_0370	4.8629e-01	5.1188e-01	1.0789e-03	1.6879e-04	8.6995e+02	8.6995e+02	2.0693e+02	3.8390e-11	3.8390e-11	2.4407e-11	3.4305e+14	5.3780e+13	7.8479e+00	1.2671e+00	2.5763e-23	8.2421e+01	1.8530e+01	4.9453e+01	1.1118e+01
ABELL_0370	4.6069e-01	4.8629e-01	1.2265e-03	1.6563e-04	8.1911e+02	8.1911e+02	1.9594e+02	4.4757e-11	4.4757e-11	2.7878e-11	2.8835e+14	4.6864e+13	8.2033e+00	1.4550e+00	2.5828e-23	7.5596e+01	1.6852e+01	4.5358e+01	1.0111e+01
ABELL_0370	4.3510e-01	4.6069e-01	1.2815e-03	1.7402e-04	8.1536e+02	8.1536e+02	2.0085e+02	4.7928e-11	4.7928e-11	3.0634e-11	2.5056e+14	4.2094e+13	8.5586e+00	1.6429e+00	2.5894e-23	7.5298e+01	1.7705e+01	4.5179e+01	1.0623e+01
ABELL_0370	4.0950e-01	4.3510e-01	1.4888e-03	1.6986e-04	7.5574e+02	7.5574e+02	1.8754e+02	5.7035e-11	5.7035e-11	3.5908e-11	2.3383e+14	4.0504e+13	8.9140e+00	1.8308e+00	2.5959e-23	6.7334e+01	1.5820e+01	4.0401e+01	9.4920e+00
ABELL_0370	3.8391e-01	4.0950e-01	1.5794e-03	1.8628e-04	7.4379e+02	7.4379e+02	1.8996e+02	6.1946e-11	6.1946e-11	4.0156e-11	2.4937e+14	4.4436e+13	9.2694e+00	2.0187e+00	2.6025e-23	6.5834e+01	1.6305e+01	3.9500e+01	9.7828e+00
ABELL_0370	3.5832e-01	3.8391e-01	1.6558e-03	1.9945e-04	7.3744e+02	7.3744e+02	1.9327e+02	6.6449e-11	6.6449e-11	4.4180e-11	2.1122e+14	3.8641e+13	9.6247e+00	2.2066e+00	2.6090e-23	6.5039e+01	1.6843e+01	3.9023e+01	1.0106e+01
ABELL_0370	3.3272e-01	3.5832e-01	1.9312e-03	1.8861e-04	7.4133e+02	7.4133e+02	2.2730e+02	8.6319e-11	8.6319e-11	6.5286e-11	1.8666e+14	4.1012e+13	9.9801e+00	2.3944e+00	2.6156e-23	5.7681e+01	1.4941e+01	3.4608e+01	8.9649e+00
ABELL_0370	3.0713e-01	3.3272e-01	2.1739e-03	1.9822e-04	7.6286e+02	7.6286e+02	2.6731e+02	1.0820e-10	1.0820e-10	9.2690e-11	2.1141e+14	5.3500e+13	1.0335e+01	2.5823e+00	2.6221e-23	5.2932e+01	1.4078e+01	3.1759e+01	8.4470e+00
ABELL_0370	2.8153e-01	3.0713e-01	2.4846e-03	2.0873e-04	7.6903e+02	7.6903e+02	2.9701e+02	1.3628e-10	1.3628e-10	1.2797e-10	1.6917e+14	4.7407e+13	1.1923e+01	3.7626e+00	2.8323e-23	4.9462e+01	1.6153e+01	2.9677e+01	9.6916e+00
ABELL_0370	2.5594e-01	2.8153e-01	2.4621e-03	2.4931e-04	8.4532e+02	8.4532e+02	3.5367e+02	1.4754e-10	1.4754e-10	1.5054e-10	1.3805e+14	4.1802e+13	1.3563e+01	4.9851e+00	3.0511e-23	5.2708e+01	2.0095e+01	3.1625e+01	1.2057e+01
ABELL_0370	2.3035e-01	2.5594e-01	2.7910e-03	2.5155e-04	7.9814e+02	7.9814e+02	3.4002e+02	1.7169e-10	1.7169e-10	1.7771e-10	8.8693e+13	2.7432e+13	1.5203e+01	6.2073e+00	3.2699e-23	4.8629e+01	2.0334e+01	2.9178e+01	1.2200e+01
ABELL_0370	2.0475e-01	2.3035e-01	3.0360e-03	2.6257e-04	6.4153e+02	6.4153e+02	2.3767e+02	1.5877e-10	1.5877e-10	1.4329e-10	7.7479e+13	2.0793e+13	1.5741e+01	6.6133e+00	3.3694e-23	4.4921e+01	1.9269e+01	2.6953e+01	1.1561e+01
ABELL_0370	1.7916e-01	2.0475e-01	3.2663e-03	2.8381e-04	5.0331e+02	5.0331e+02	1.4701e+02	1.4071e-10	1.4071e-10	1.0103e-10	5.0613e+13	1.0626e+13	1.3297e+01	4.8092e+00	3.1460e-23	3.7778e+01	1.4052e+01	2.2667e+01	8.4310e+00
ABELL_0370	1.5356e-01	1.7916e-01	3.4132e-03	3.2649e-04	4.3226e+02	4.3226e+02	1.0011e+02	1.3004e-10	1.3004e-10	7.5631e-11	3.0051e+13	4.9068e+12	1.0854e+01	3.0051e+00	2.9226e-23	3.1765e+01	9.3047e+00	1.9059e+01	5.5828e+00
ABELL_0370	1.2797e-01	1.5356e-01	3.5828e-03	3.8407e-04	4.2328e+02	4.2328e+02	9.7213e+01	1.3806e-10	1.3806e-10	8.0571e-11	2.3204e+13	3.7140e+12	9.7946e+00	2.1826e+00	2.8426e-23	2.8075e+01	6.9424e+00	1.6845e+01	4.1654e+00
ABELL_0370	1.0238e-01	1.2797e-01	4.2615e-03	4.1246e-04	3.8131e+02	3.8131e+02	8.5217e+01	1.6606e-10	1.6606e-10	9.3596e-11	1.4290e+13	2.2422e+12	9.8759e+00	2.1690e+00	2.8810e-23	2.3483e+01	5.6362e+00	1.4090e+01	3.3817e+00
ABELL_0370	7.6780e-02	1.0238e-01	4.3546e-03	5.5876e-04	3.8005e+02	3.8005e+02	8.6095e+01	1.7159e-10	1.7159e-10	1.0126e-10	1.0325e+13	1.5883e+12	9.9572e+00	2.1555e+00	2.9193e-23	2.2866e+01	5.7540e+00	1.3719e+01	3.4524e+00
ABELL_0370	5.1190e-02	7.6780e-02	4.8407e-03	7.1731e-04	3.5807e+02	3.5807e+02	8.1695e+01	1.9284e-10	1.9284e-10	1.1732e-10	3.1858e+12	4.8047e+11	1.0039e+01	2.1419e+00	2.9577e-23	2.0469e+01	5.3174e+00	1.2281e+01	3.1904e+00
ABELL_0370	2.5590e-02	5.1190e-02	4.4181e-03	1.2161e-03	3.8470e+02	3.8470e+02	1.0489e+02	1.7793e-10	1.7793e-10	1.4571e-10	3.0188e+12	4.4638e+11	1.0120e+01	2.1284e+00	2.9960e-23	2.2319e+01	7.7315e+00	1.3391e+01	4.6389e+00
ABELL_0370	0.0000e+00	2.5590e-02	4.9154e-03	2.1049e-03	3.6216e+02	3.6216e+02	1.2577e+02	2.0009e-10	2.0009e-10	2.2651e-10	1.5257e+12	2.2120e+11	1.0201e+01	2.1148e+00	3.0344e-23	1.9966e+01	9.4994e+00	1.1980e+01	5.6997e+00
