case,level,component,model,r,theta,z,phi,gx,gy,gz
f1-stars-h0p4,2,total,log_extra,6.0,0.0,0.0,-1367.847850036486,-183.52185673129554,-1.5836316795353864,0.0
f1-stars-h0p4,2,total,log_extra,6.0,0.5235987755982988,0.0,-1361.6562146284928,-154.74711424421727,-91.45567362870426,0.0
f1-stars-h0p4,2,total,log_extra,6.0,1.0471975511965976,0.0,-1357.491102777303,-87.86152206950668,-155.07202907385943,0.0
f1-stars-h0p4,2,total,log_extra,6.0,1.5707963267948966,0.0,-1358.0298674532958,-1.7424347937596936,-176.86066946164564,0.0
f1-stars-h0p4,2,total,log_extra,6.0,2.0943951023931953,0.0,-1368.2443963449984,87.78332819151373,-157.59368829051743,0.0
f1-stars-h0p4,2,total,log_extra,6.0,2.6179938779914944,0.0,-1382.4462211723173,156.4459779862758,-97.36218301189118,0.0
f1-stars-h0p4,2,total,log_extra,6.0,3.141592653589793,0.0,-1401.0194343917174,198.07639143145954,5.120952171454656,0.0
f1-stars-h0p4,2,total,log_extra,6.0,3.665191429188092,0.0,-1373.7931233472902,154.21708483679305,97.82814987273223,0.0
f1-stars-h0p4,2,total,log_extra,6.0,4.1887902047863905,0.0,-1353.3504409759234,84.13972004561043,154.15874912344748,0.0
f1-stars-h0p4,2,total,log_extra,6.0,4.71238898038469,0.0,-1347.145142393023,1.5062872340264832,174.74334317400294,0.0
f1-stars-h0p4,2,total,log_extra,6.0,5.235987755982989,0.0,-1347.8209560165753,-85.09464015053894,152.19626053079938,0.0
f1-stars-h0p4,2,total,log_extra,6.0,5.759586531581287,0.0,-1362.025617818813,-154.72739560147357,95.2777067204563,0.0
f1-stars-h0p4,2,total,log_extra,6.0,0.0,0.4,-1364.9344807905134,-181.98155896730896,-1.482251280083556,-14.46879794006618
f1-stars-h0p4,2,total,log_extra,6.0,0.5235987755982988,0.4,-1358.8763459982524,-153.53523205756036,-90.74178572433699,-13.824637535245904
f1-stars-h0p4,2,total,log_extra,6.0,1.0471975511965976,0.4,-1354.6851219681369,-87.12640172049292,-153.72063157246185,-13.912422871429909
f1-stars-h0p4,2,total,log_extra,6.0,1.5707963267948966,0.4,-1355.2562928932953,-1.8055896695283482,-175.417534406906,-13.75533462607099
f1-stars-h0p4,2,total,log_extra,6.0,2.0943951023931953,0.4,-1365.313656417245,86.87986275833633,-156.18901111807568,-14.483417571410477
f1-stars-h0p4,2,total,log_extra,6.0,2.6179938779914944,0.4,-1379.4809848304242,155.17866963983226,-96.5417504697014,-14.736933537577604
f1-stars-h0p4,2,total,log_extra,6.0,3.141592653589793,0.4,-1397.0148077537037,194.7700426569545,4.665030936139461,-19.50252977429278
f1-stars-h0p4,2,total,log_extra,6.0,3.665191429188092,0.4,-1370.8637764009636,152.92896052442694,96.99207775134069,-14.551439091978683
f1-stars-h0p4,2,total,log_extra,6.0,4.1887902047863905,0.4,-1350.5693604139337,83.33357926879218,152.91449825435637,-13.793695960789425
f1-stars-h0p4,2,total,log_extra,6.0,4.71238898038469,0.4,-1344.2004150054577,1.1590142390899065,173.0077330882189,-14.523594342330538
f1-stars-h0p4,2,total,log_extra,6.0,5.235987755982989,0.4,-1345.0658069184506,-84.3357248645234,150.95741664937037,-13.665661885114465
f1-stars-h0p4,2,total,log_extra,6.0,5.759586531581287,0.4,-1359.100511672416,-153.37340130702603,94.3856795505391,-14.512345578365554
f1-stars-h0p4,2,total,newton,1.0,0.0,0.0,-9051.34453085451,-2540.207139887505,-3087.241496895784,0.0
f1-stars-h0p4,2,total,newton,1.0,0.5235987755982988,0.0,-8169.241463921793,-1748.8393106601713,-2327.116889246156,0.0
f1-stars-h0p4,2,total,newton,1.0,1.0471975511965976,0.0,-7505.411274620311,-1005.08715816146,-3961.0337549696724,0.0
f1-stars-h0p4,2,total,newton,1.0,1.5707963267948966,0.0,-7378.339214587377,-495.55783877660633,-3180.724315631244,0.0
f1-stars-h0p4,2,total,newton,1.0,2.0943951023931953,0.0,-8043.1171368822,283.3976107928563,-4902.648690349415,0.0
f1-stars-h0p4,2,total,newton,1.0,2.6179938779914944,0.0,-9217.530997520393,1796.74470859615,-3145.4183440696756,0.0
f1-stars-h0p4,2,total,newton,1.0,3.141592653589793,0.0,-9039.315943542475,2772.05791102947,448.6308303544747,0.0
f1-stars-h0p4,2,total,newton,1.0,3.665191429188092,0.0,-8520.083731457014,2250.342541458571,4022.608936288782,0.0
f1-stars-h0p4,2,total,newton,1.0,4.1887902047863905,0.0,-7389.495704401119,661.6793696631701,3213.1189862066467,0.0
f1-stars-h0p4,2,total,newton,1.0,4.71238898038469,0.0,-7235.340528113846,-190.17492821955145,3329.825659782333,0.0
f1-stars-h0p4,2,total,newton,1.0,5.235987755982989,0.0,-7653.647861469939,-588.5990585335093,3864.941859663099,0.0
f1-stars-h0p4,2,total,newton,1.0,5.759586531581287,0.0,-8837.3056611488,-1067.5477243353705,4334.263471745426,0.0
f1-stars-h0p4,2,total,newton,1.0,0.0,0.4,-8238.818778747114,-2184.7572365797746,-1777.5249442707095,-3108.4575403063286
f1-stars-h0p4,2,total,newton,1.0,0.5235987755982988,0.4,-7596.920821639699,-1667.4268597299474,-2075.5341848482267,-2270.6890480534244
f1-stars-h0p4,2,total,newton,1.0,1.0471975511965976,0.4,-7093.653392768805,-934.7259355869987,-3107.300355548155,-1735.0088910792817
f1-stars-h0p4,2,total,newton,1.0,1.5707963267948966,0.4,-7022.801474343318,-386.7459673971069,-2763.444213677378,-1586.6395114015984
f1-stars-h0p4,2,total,newton,1.0,2.0943951023931953,0.4,-7496.614790218408,449.9450209260209,-3791.083538262282,-2217.588624721555
f1-stars-h0p4,2,total,newton,1.0,2.6179938779914944,0.4,-8298.50760269105,1566.1408229348108,-2204.0122629989487,-3055.097586739117
f1-stars-h0p4,2,total,newton,1.0,3.141592653589793,0.4,-8199.72513124049,2362.156892271159,429.60155796315354,-2688.775829913443
f1-stars-h0p4,2,total,newton,1.0,3.665191429188092,0.4,-7782.392288510596,1738.1137621935507,2922.4513652903897,-2324.166810839231
f1-stars-h0p4,2,total,newton,1.0,4.1887902047863905,0.4,-6995.305939095394,724.2080859922362,2889.3463928268106,-1675.2383719574775
f1-stars-h0p4,2,total,newton,1.0,4.71238898038469,0.4,-6835.4374839340235,-11.496699494036971,3004.241632350791,-1552.8229931606909
f1-stars-h0p4,2,total,newton,1.0,5.235987755982989,0.4,-7162.557305215803,-583.2666976571115,3279.188780843547,-1946.9033691285567
f1-stars-h0p4,2,total,newton,1.0,5.759586531581287,0.4,-8034.322285085878,-1196.3971114554233,3222.690028757023,-3016.6600719721287
f1-stars-h0p4,2,total,newton,3.0,0.0,0.0,-3828.1479993197836,-1289.5459189843323,-98.74975334815623,0.0
f1-stars-h0p4,2,total,newton,3.0,0.5235987755982988,0.0,-3661.8434565082825,-855.9369213445615,-713.9053518310171,0.0
f1-stars-h0p4,2,total,newton,3.0,1.0471975511965976,0.0,-3543.6967404970887,-417.63915267959817,-875.1662351811908,0.0
f1-stars-h0p4,2,total,newton,3.0,1.5707963267948966,0.0,-3547.808976591765,-61.31674568008914,-1034.1117513552276,0.0
f1-stars-h0p4,2,total,newton,3.0,2.0943951023931953,0.0,-3592.352518846613,454.418692228092,-939.1719335367437,0.0
f1-stars-h0p4,2,total,newton,3.0,2.6179938779914944,0.0,-3789.9976227821603,1010.5320657194894,-807.6631056912346,0.0
f1-stars-h0p4,2,total,newton,3.0,3.141592653589793,0.0,-3976.151916985204,1361.1774587349116,80.83299489769465,0.0
f1-stars-h0p4,2,total,newton,3.0,3.665191429188092,0.0,-3717.869714505045,931.5634594257684,724.4927995435514,0.0
f1-stars-h0p4,2,total,newton,3.0,4.1887902047863905,0.0,-3479.8193454603856,446.9113535143485,891.8048925420363,0.0
f1-stars-h0p4,2,total,newton,3.0,4.71238898038469,0.0,-3450.717237776593,0.734149573458577,904.4568472905951,0.0
f1-stars-h0p4,2,total,newton,3.0,5.235987755982989,0.0,-3439.7765736083206,-412.9853747176093,856.4554494837084,0.0
f1-stars-h0p4,2,total,newton,3.0,5.759586531581287,0.0,-3712.4761783843423,-838.859789682886,678.8340896036206,0.0
f1-stars-h0p4,2,total,newton,3.0,0.0,0.4,-3749.333860303143,-1216.7031985486085,-60.873172984366256,-342.3872798159228
f1-stars-h0p4,2,total,newton,3.0,0.5235987755982988,0.4,-3599.860856183371,-855.3964115793702,-663.8389615794267,-278.0330989985615
f1-stars-h0p4,2,total,newton,3.0,1.0471975511965976,0.4,-3488.747602344106,-438.0368196912254,-859.2400926385648,-235.6878455555631
f1-stars-h0p4,2,total,newton,3.0,1.5707963267948966,0.4,-3495.3000060190125,-47.304791594054564,-993.8385697640815,-242.2084692016378
f1-stars-h0p4,2,total,newton,3.0,2.0943951023931953,0.4,-3541.2651056517825,443.7300179253634,-904.189304007506,-236.9435158540487
f1-stars-h0p4,2,total,newton,3.0,2.6179938779914944,0.4,-3723.5298252172347,959.0067585244187,-747.5805831995051,-303.2901742774191
f1-stars-h0p4,2,total,newton,3.0,3.141592653589793,0.4,-3880.310414066552,1273.9126676656153,51.2965680857064,-394.720115008402
f1-stars-h0p4,2,total,newton,3.0,3.665191429188092,0.4,-3646.9760291553466,865.5812775818372,699.04999146487,-296.2697022222429
f1-stars-h0p4,2,total,newton,3.0,4.1887902047863905,0.4,-3423.8446917516108,408.14244467334487,859.7583936754146,-234.53351500367236
f1-stars-h0p4,2,total,newton,3.0,4.71238898038469,0.4,-3385.756386012608,0.9558863611701156,867.285350796104,-269.45511126046017
f1-stars-h0p4,2,total,newton,3.0,5.235987755982989,0.4,-3390.574842336508,-395.32081479978353,843.7149630377851,-212.591213423928
f1-stars-h0p4,2,total,newton,3.0,5.759586531581287,0.4,-3641.254058666018,-806.209114772082,664.3870732321624,-313.1218417198336
f1-stars-h0p4,2,total,newton,6.0,0.0,0.0,-1819.398538728437,-328.58588721119145,-5.978749938060037,0.0
f1-stars-h0p4,2,total,newton,6.0,0.5235987755982988,0.0,-1804.1665663475922,-273.2376199772367,-161.8592714520535,0.0
f1-stars-h0p4,2,total,newton,6.0,1.0471975511965976,0.0,-1797.5126164813212,-155.59354548456676,-277.5274572459672,0.0
f1-stars-h0p4,2,total,newton,6.0,1.5707963267948966,0.0,-1796.8082350202171,-0.5211242576865949,-313.1784513933829,0.0
f1-stars-h0p4,2,total,newton,6.0,2.0943951023931953,0.0,-1818.2854088210986,162.43214357509456,-285.2625747524701,0.0
f1-stars-h0p4,2,total,newton,6.0,2.6179938779914944,0.0,-1842.357505892694,278.3043668217036,-175.6666506960123,0.0
f1-stars-h0p4,2,total,newton,6.0,3.141592653589793,0.0,-1909.5819322337898,415.71822897930883,23.757420705353216,0.0
f1-stars-h0p4,2,total,newton,6.0,3.665191429188092,0.0,-1827.932677314372,275.2329696911301,176.1135100756637,0.0
f1-stars-h0p4,2,total,newton,6.0,4.1887902047863905,0.0,-1790.0406336359108,151.51437599806428,271.86638886865774,0.0
f1-stars-h0p4,2,total,newton,6.0,4.71238898038469,0.0,-1786.7078870399127,14.336600083751371,318.3969271299588,0.0
f1-stars-h0p4,2,total,newton,6.0,5.235987755982989,0.0,-1781.659012729538,-152.0655178992412,268.87246277464465,0.0
f1-stars-h0p4,2,total,newton,6.0,5.759586531581287,0.0,-1810.3353539257603,-277.1130549997873,173.29214615139787,0.0
f1-stars-h0p4,2,total,newton,6.0,0.0,0.4,-1813.7296998246377,-324.2607457062839,-5.420393432466197,-27.88672759338074
f1-stars-h0p4,2,total,newton,6.0,0.5235987755982988,0.4,-1798.9471487448757,-270.2039230262813,-160.1041280471222,-25.872577460459848
f1-stars-h0p4,2,total,newton,6.0,1.0471975511965976,0.4,-1791.8762535413123,-153.01194637636772,-273.19437824445197,-27.48816663915346
f1-stars-h0p4,2,total,newton,6.0,1.5707963267948966,0.4,-1791.2556163199567,-1.4165872774877553,-308.6861331940254,-27.145195028818637
f1-stars-h0p4,2,total,newton,6.0,2.0943951023931953,0.4,-1811.8597208002027,158.28889991044713,-278.9673313582094,-30.290938910565608
f1-stars-h0p4,2,total,newton,6.0,2.6179938779914944,0.4,-1836.6454471963857,274.9145758469284,-173.64389123644654,-28.26120059859537
f1-stars-h0p4,2,total,newton,6.0,3.141592653589793,0.4,-1897.6221910861134,393.54620556912636,20.103187308736185,-54.783531792468594
f1-stars-h0p4,2,total,newton,6.0,3.665191429188092,0.4,-1822.2440571042769,271.6533550309836,173.8153923612916,-28.048712838853646
f1-stars-h0p4,2,total,newton,6.0,4.1887902047863905,0.4,-1784.5027194959719,148.57544687817625,268.36923354231175,-27.16680721613483
f1-stars-h0p4,2,total,newton,6.0,4.71238898038469,0.4,-1779.9565293420062,11.237501893502678,311.3186146162267,-32.438317865929726
f1-stars-h0p4,2,total,newton,6.0,5.235987755982989,0.4,-1776.1482275074795,-149.37763967214656,265.23205662186865,-27.01989145517643
f1-stars-h0p4,2,total,newton,6.0,5.759586531581287,0.4,-1804.4959517208567,-273.1050384509811,170.61147590273515,-28.70132862603344
f1-stars-h0p4,2,total,newton_plus_log,1.0,0.0,0.0,-12582.783946516402,-3100.1794724156202,-3279.8414067439235,0.0
f1-stars-h0p4,2,total,newton_plus_log,1.0,0.5235987755982988,0.0,-11599.31807513419,-2211.406589398975,-2810.422517215473,0.0
f1-stars-h0p4,2,total,newton_plus_log,1.0,1.0471975511965976,0.0,-10847.874180987257,-1278.6309611374413,-4662.900368729388,0.0
f1-stars-h0p4,2,total,newton_plus_log,1.0,1.5707963267948966,0.0,-10713.3614285023,-571.2576273558263,-3883.103664081159,0.0
f1-stars-h0p4,2,total,newton_plus_log,1.0,2.0943951023931953,0.0,-11461.64217557721,451.21403533436126,-5684.3636487366375,0.0
f1-stars-h0p4,2,total,newton_plus_log,1.0,2.6179938779914944,0.0,-12762.60022738074,2227.574361361605,-3589.94272727964,0.0
f1-stars-h0p4,2,total,newton_plus_log,1.0,3.141592653589793,0.0,-12581.432859760529,3338.2513695360285,555.1203671635795,0.0
f1-stars-h0p4,2,total,newton_plus_log,1.0,3.665191429188092,0.0,-11968.64282974077,2699.819129682979,4610.052718752521,0.0
f1-stars-h0p4,2,total,newton_plus_log,1.0,4.1887902047863905,0.0,-10701.834121340964,888.2174080306952,3941.3989110977354,0.0
f1-stars-h0p4,2,total,newton_plus_log,1.0,4.71238898038469,0.0,-10508.91369785849,-181.32717808729262,4106.424623091774,0.0
f1-stars-h0p4,2,total,newton_plus_log,1.0,5.235987755982989,0.0,-10989.862390439928,-786.4939962994973,4643.922898145615,0.0
f1-stars-h0p4,2,total,newton_plus_log,1.0,5.759586531581287,0.0,-12323.922325811942,-1467.7078579643787,4942.538277424367,0.0
f1-stars-h0p4,2,total,newton_plus_log,1.0,0.0,0.4,-11658.245654599812,-2699.291017427119,-1902.17105675406,-3603.8153202176363
f1-stars-h0p4,2,total,newton_plus_log,1.0,0.5235987755982988,0.4,-10936.431230025784,-2098.240998625257,-2509.246783834714,-2681.2212439406358
f1-stars-h0p4,2,total,newton_plus_log,1.0,1.0471975511965976,0.4,-10360.860066422456,-1191.7487061841007,-3730.580237933983,-2083.4695943521783
f1-stars-h0p4,2,total,newton_plus_log,1.0,1.5707963267948966,0.4,-10285.58443012946,-450.75406993746043,-3405.4358000354423,-1925.6124859344827
f1-stars-h0p4,2,total,newton_plus_log,1.0,2.0943951023931953,0.4,-10827.177488462723,617.2046508778993,-4470.304118574717,-2617.0442631700253
f1-stars-h0p4,2,total,newton_plus_log,1.0,2.6179938779914944,0.4,-11729.94042176956,1966.491344217984,-2591.9498927297595,-3548.763738544465
f1-stars-h0p4,2,total,newton_plus_log,1.0,3.141592653589793,0.4,-11632.501403599475,2878.2136663439223,518.2135173041672,-3170.427558774028
f1-stars-h0p4,2,total,newton_plus_log,1.0,3.665191429188092,0.4,-11134.135163999195,2151.3318139619123,3431.242733453554,-2752.110768027701
f1-stars-h0p4,2,total,newton_plus_log,1.0,4.1887902047863905,0.4,-10233.889352452643,937.5860775286899,3555.3645905320805,-2017.487664530137
f1-stars-h0p4,2,total,newton_plus_log,1.0,4.71238898038469,0.4,-10038.424853982486,-2.1084158356020453,3716.605491405392,-1878.4173226195373
f1-stars-h0p4,2,total,newton_plus_log,1.0,5.235987755982989,0.4,-10418.174893345129,-774.0757102299548,3976.313519389755,-2313.8826288442697
f1-stars-h0p4,2,total,newton_plus_log,1.0,5.759586531581287,0.4,-11412.942523060648,-1580.3921317642248,3737.438151996743,-3492.013502965549
f1-stars-h0p4,2,total,newton_plus_log,3.0,0.0,0.0,-6084.884816997473,-1753.7796100747398,-109.01204954061909,0.0
f1-stars-h0p4,2,total,newton_plus_log,3.0,0.5235987755982988,0.0,-5877.690232640597,-1217.3492914855822,-964.1704400424712,0.0
f1-stars-h0p4,2,total,newton_plus_log,3.0,1.0471975511965976,0.0,-5724.919233501078,-613.8070670492825,-1237.5942261960863,0.0
f1-stars-h0p4,2,total,newton_plus_log,3.0,1.5707963267948966,0.0,-5731.402909780332,-73.64911888716568,-1449.5160686429563,0.0
f1-stars-h0p4,2,total,newton_plus_log,3.0,2.0943951023931953,0.0,-5797.761921492121,644.9619357731051,-1315.782527597979,0.0
f1-stars-h0p4,2,total,newton_plus_log,3.0,2.6179938779914944,0.0,-6052.5934613141135,1388.5406346672376,-1078.1893209376376,0.0
f1-stars-h0p4,2,total,newton_plus_log,3.0,3.141592653589793,0.0,-6277.166465156007,1835.731370920441,93.64365907679874,0.0
f1-stars-h0p4,2,total,newton_plus_log,3.0,3.665191429188092,0.0,-5949.853738430642,1281.1741770400229,992.2398103931193,0.0
f1-stars-h0p4,2,total,newton_plus_log,3.0,4.1887902047863905,0.0,-5636.300186730226,618.2539486560038,1253.471661655203,0.0
f1-stars-h0p4,2,total,newton_plus_log,3.0,4.71238898038469,0.0,-5584.72259036677,-1.4354946655630028,1285.8903687692282,0.0
f1-stars-h0p4,2,total,newton_plus_log,3.0,5.235987755982989,0.0,-5585.2689717268,-587.9427405643204,1217.4132003868467,0.0
f1-stars-h0p4,2,total,newton_plus_log,3.0,5.759586531581287,0.0,-5933.5813278498845,-1182.0694404971985,938.470173641389,0.0
f1-stars-h0p4,2,total,newton_plus_log,3.0,0.0,0.4,-5985.959229850805,-1665.4999108567526,-69.5992465152879,-438.78926866718894
f1-stars-h0p4,2,total,newton_plus_log,3.0,0.5235987755982988,0.4,-5798.379289371154,-1208.78529648983,-905.5620890086187,-361.5927937341339
f1-stars-h0p4,2,total,newton_plus_log,3.0,1.0471975511965976,0.4,-5654.338621800889,-630.4307135232455,-1213.3053885694208,-311.15202708749194
f1-stars-h0p4,2,total,newton_plus_log,3.0,1.5707963267948966,0.4,-5663.129837731283,-58.585474288338645,-1399.1168196564856,-318.5804641519346
f1-stars-h0p4,2,total,newton_plus_log,3.0,2.0943951023931953,0.4,-5730.787424449337,630.051731776457,-1271.7223268014982,-314.1314665782403
f1-stars-h0p4,2,total,newton_plus_log,3.0,2.6179938779914944,0.4,-5967.382071807677,1325.7798093027482,-1007.7348474718603,-393.8383242149487
f1-stars-h0p4,2,total,newton_plus_log,3.0,3.141592653589793,0.4,-6159.057875440118,1731.145889811924,62.77416919298413,-500.5258902701368
f1-stars-h0p4,2,total,newton_plus_log,3.0,3.665191429188092,0.4,-5860.745730897643,1205.1554762538635,958.3295172687203,-383.56065673053126
f1-stars-h0p4,2,total,newton_plus_log,3.0,4.1887902047863905,0.4,-5565.275453752391,575.3209340072904,1212.9310070916147,-306.85528497746844
f1-stars-h0p4,2,total,newton_plus_log,3.0,4.71238898038469,0.4,-5504.339468514558,-1.3320494581866456,1241.1243001289008,-342.61583348681756
f1-stars-h0p4,2,total,newton_plus_log,3.0,5.235987755982989,0.4,-5521.67022149653,-566.3972230151627,1196.6835832423997,-282.17372526529505
f1-stars-h0p4,2,total,newton_plus_log,3.0,5.759586531581287,0.4,-5843.767665765064,-1141.8055180408223,916.228172252426,-402.26983548903473
f1-stars-h0p4,2,total,newton_plus_log,6.0,0.0,0.0,-3187.246388764923,-512.107743942487,-7.562381617595424,0.0
f1-stars-h0p4,2,total,newton_plus_log,6.0,0.5235987755982988,0.0,-3165.8227809760847,-427.984734221454,-253.31494508075775,0.0
f1-stars-h0p4,2,total,newton_plus_log,6.0,1.0471975511965976,0.0,-3155.003719258624,-243.45506755407342,-432.5994863198266,0.0
f1-stars-h0p4,2,total,newton_plus_log,6.0,1.5707963267948966,0.0,-3154.8381024735127,-2.2635590514462884,-490.0391208550285,0.0
f1-stars-h0p4,2,total,newton_plus_log,6.0,2.0943951023931953,0.0,-3186.529805166097,250.2154717666083,-442.8562630429875,0.0
f1-stars-h0p4,2,total,newton_plus_log,6.0,2.6179938779914944,0.0,-3224.803727065011,434.7503448079794,-273.02883370790346,0.0
f1-stars-h0p4,2,total,newton_plus_log,6.0,3.141592653589793,0.0,-3310.601366625507,613.7946204107684,28.878372876807873,0.0
f1-stars-h0p4,2,total,newton_plus_log,6.0,3.665191429188092,0.0,-3201.725800661662,429.45005452792316,273.9416599483959,0.0
f1-stars-h0p4,2,total,newton_plus_log,6.0,4.1887902047863905,0.0,-3143.3910746118345,235.6540960436747,426.0251379921052,0.0
f1-stars-h0p4,2,total,newton_plus_log,6.0,4.71238898038469,0.0,-3133.8530294329357,15.842887317777855,493.14027030396176,0.0
f1-stars-h0p4,2,total,newton_plus_log,6.0,5.235987755982989,0.0,-3129.4799687461136,-237.16015804978014,421.068723305444,0.0
f1-stars-h0p4,2,total,newton_plus_log,6.0,5.759586531581287,0.0,-3172.3609717445734,-431.8404506012609,268.56985287185415,0.0
f1-stars-h0p4,2,total,newton_plus_log,6.0,0.0,0.4,-3178.664180615151,-506.24230467359286,-6.902644712549753,-42.35552553344692
f1-stars-h0p4,2,total,newton_plus_log,6.0,0.5235987755982988,0.4,-3157.8234947431283,-423.73915508384164,-250.8459137714592,-39.69721499570575
f1-stars-h0p4,2,total,newton_plus_log,6.0,1.0471975511965976,0.4,-3146.561375509449,-240.13834809686062,-426.9150098169138,-41.400589510583366
f1-stars-h0p4,2,total,newton_plus_log,6.0,1.5707963267948966,0.4,-3146.511909213252,-3.2221769470161035,-484.1036676009314,-40.900529654889624
f1-stars-h0p4,2,total,newton_plus_log,6.0,2.0943951023931953,0.4,-3177.1733772174475,245.16876266878347,-435.1563424762851,-44.774356481976085
f1-stars-h0p4,2,total,newton_plus_log,6.0,2.6179938779914944,0.4,-3216.12643202681,430.0932454867607,-270.1856417061479,-42.99813413617297
f1-stars-h0p4,2,total,newton_plus_log,6.0,3.141592653589793,0.4,-3294.6369988398174,588.3162482260809,24.768218244875648,-74.28606156676138
f1-stars-h0p4,2,total,newton_plus_log,6.0,3.665191429188092,0.4,-3193.1078335052407,424.58231555541056,270.8074701126323,-42.600151930832325
f1-stars-h0p4,2,total,newton_plus_log,6.0,4.1887902047863905,0.4,-3135.0720799099054,231.90902614696842,421.2837317966681,-40.960503176924256
f1-stars-h0p4,2,total,newton_plus_log,6.0,4.71238898038469,0.4,-3124.1569443474637,12.396516132592584,484.3263477044456,-46.961912208260266
f1-stars-h0p4,2,total,newton_plus_log,6.0,5.235987755982989,0.4,-3121.21403442593,-233.71336453666996,416.189473271239,-40.685553340290895
f1-stars-h0p4,2,total,newton_plus_log,6.0,5.759586531581287,0.4,-3163.5964633932726,-426.47843975800714,264.9971554532742,-43.213674204399
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,0.0,0.0,-3067.322123871558,-522.6473928565435,-66.81277408368362,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,0.5235987755982988,0.0,-3024.7585646200914,-453.4640104040785,-352.8176451220411,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,1.0471975511965976,0.0,-2991.707182727373,-285.47722651260204,-552.9681824500169,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,1.5707963267948966,0.0,-3008.4985378007054,-71.20068288059962,-611.8213651237538,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,2.0943951023931953,0.0,-3051.9956705503273,210.58795461702712,-575.2135176230021,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,2.6179938779914944,0.0,-3099.7451029249673,431.786454172296,-320.8735561892853,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,3.141592653589793,0.0,-3090.146185689156,543.5242040594259,40.6728742289942,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,3.665191429188092,0.0,-3035.5188874468404,433.9597158742102,425.19300116620394,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,4.1887902047863905,0.0,-2961.7747087553103,225.2746602642681,589.8279740526741,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,4.71238898038469,0.0,-2936.8672883300383,-7.756629969288063,649.2391436970781,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,5.235987755982989,0.0,-2964.9753330544704,-214.47235043334544,603.256555626421,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,5.759586531581287,0.0,-3041.8567576710493,-398.90501683014486,397.37565510612205,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,0.0,0.4,-2922.861600973222,-455.6344094176785,-20.346370076919197,-560.5756526424019
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,0.5235987755982988,0.4,-2898.7753291608296,-395.4553894658421,-292.6715963736081,-504.2130085529984
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,1.0471975511965976,0.4,-2879.1158795640645,-250.80738036320594,-449.9769009650244,-462.21095164319246
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,1.5707963267948966,0.4,-2892.620423136088,-47.88038350874837,-495.9730964306157,-473.5943318684497
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,2.0943951023931953,0.4,-2922.6733982314145,187.5910983477257,-460.3033716082917,-514.2153520722624
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,2.6179938779914944,0.4,-2953.6124066036105,374.7384588163468,-256.5961200633357,-564.639547101596
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,3.141592653589793,0.4,-2947.044148067312,451.6529636650369,52.36213537548168,-556.607612314604
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,3.665191429188092,0.4,-2903.2174211717593,372.4791517068829,340.39654121753983,-516.5282763853862
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,4.1887902047863905,0.4,-2850.4021444999144,201.70497146860936,502.60893289390543,-455.51427198984965
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,4.71238898038469,0.4,-2829.383342831717,-2.3807694145515312,551.0138311218357,-438.6182136198073
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,5.235987755982989,0.4,-2850.5155808348545,-196.64634158455783,502.42031211695695,-465.15504302384517
f4-stars-h0p1,0,stellar_luminosity,log_extra,1.0,5.759586531581287,0.4,-2901.970697995644,-366.7472811111466,320.46922453858036,-543.3812969735321
f4-stars-h0p1,0,stellar_luminosity,log_extra,3.0,0.0,0.0,-1941.2592637351277,-400.67450969947686,-4.005070316627631,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,3.0,0.5235987755982988,0.0,-1928.7915852675637,-336.986601691211,-206.40300756259947,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,3.0,1.0471975511965976,0.0,-1923.22110854367,-195.02303010031798,-334.55840076330367,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,3.0,1.5707963267948966,0.0,-1940.373886102107,-15.86375543722255,-394.76727466270205,0.0
f4-stars-h0p1,0,stellar_luminosity,log_extra,3.0,2.0943951023931953,0.0,-1955.661124588902,190.81883221410482,-349.792511770296,0.0
