case,cache,aperture,positive_centroid_km_s,signed_centroid_km_s,stored_window_capture,parent_window_capture
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z24,3,-48.471104056080506,-48.47111014414091,0.9999999956272194,1.0000000000000013
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z24,4,-32.0557792288736,-32.05577922961927,0.9999999999972572,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z24,5,-41.965669604686866,-41.965669958454285,0.9999999996602481,1.0000000000000013
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z24,6,0.5636035524595316,0.5636035524595315,1.0000000000000013,1.0000000000000013
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z24,7,-21.005592637341824,-21.005592637338733,0.9999999999999981,1.0000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z24,8,26.4616255525521,26.46162555248144,0.9999999999993853,1.0000000000000009
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z24,9,11.428735303067354,11.428735303067354,1.0000000000000016,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z24,10,43.236657384973604,43.23665758088034,0.9999999998072553,1.0000000000000004
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z24,11,46.951278654855564,46.95128365206006,0.9999999948033599,1.000000000000001
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z24,12,41.43741633770412,41.4374164780922,0.9999999998346012,1.0
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z24,13,53.38076175132882,53.38079751178033,0.9999999690982964,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z24,14,53.697896785244176,53.69793567441548,0.9999999670255413,1.0000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,0,-53.078038183205486,-53.078038183205486,1.0000000000000004,1.0000000000000004
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,1,-48.10078150871646,-48.10078150871645,0.999999999999999,0.999999999999999
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,2,-54.98996499019938,-54.989964990199375,1.0000000000000022,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,3,-48.47152586368961,-48.471525863689585,0.9999999999999974,0.9999999999999977
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,4,-32.06116229805335,-32.06116229805335,0.9999999999999986,0.9999999999999986
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,5,-41.96559686017456,-41.96559686017454,0.9999999999999972,0.9999999999999973
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,6,0.562925135892123,0.5629251358921232,0.9999999999999989,0.9999999999999989
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,7,-21.005371768013553,-21.005371768013553,1.0000000000000016,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,8,26.466083511911858,26.466083511911858,1.000000000000003,1.000000000000003
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,9,11.426813105276684,11.426813105276684,1.0000000000000027,1.0000000000000027
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,10,43.23646638165309,43.236466381653095,1.0000000000000024,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,11,46.94979679441509,46.949796794415086,1.0000000000000022,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,12,41.441723885180984,41.44172388518099,1.0000000000000007,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,13,53.38119360775006,53.38119360775008,1.0000000000000013,1.0000000000000013
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p0625_z48,14,53.69790856189979,53.69790856189978,1.0,1.0
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,0,-53.07811749811454,-53.07817094099439,0.9999999639505169,1.0
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,1,-48.10068625754932,-48.10070979806178,0.9999999785134561,0.9999999999999991
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,2,-54.989763196700146,-54.98991903283145,0.9999998923674279,1.0000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,3,-48.471721706534936,-48.47172779525851,0.9999999956269018,0.999999999999998
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,4,-32.061186799364094,-32.06118680011477,0.9999999999972398,0.9999999999999984
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,5,-41.96554650397728,-41.96554685827419,0.9999999996596975,0.9999999999999986
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,6,0.5630301653589403,0.5630301653589398,1.0000000000000002,1.0000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,7,-21.005167968549728,-21.005167968546886,0.9999999999999997,1.000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,8,26.466032113069485,26.466032113000736,0.9999999999994061,1.000000000000003
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,9,11.426818993588594,11.426818993588586,1.000000000000002,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,10,43.236472164479125,43.23647236034901,0.9999999998072933,1.0000000000000024
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,11,46.94959798077265,46.94960297222169,0.9999999948110427,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,12,41.44151281683724,41.44151295705355,0.9999999998350128,1.0000000000000009
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,13,53.38120718383827,53.38124294256783,0.9999999691001373,1.0000000000000004
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p0625_z48,14,53.69815031751532,53.69818919667014,0.9999999670357155,0.9999999999999999
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,0,-53.07281275194972,-53.07281275194972,1.0000000000000056,1.0000000000000056
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,1,-48.11677974331678,-48.116779743316776,1.000000000000002,1.0000000000000018
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,2,-54.97595172093921,-54.97595172093919,1.0000000000000007,1.0000000000000009
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,3,-48.46798031447164,-48.467980314471625,1.000000000000002,1.0000000000000024
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,4,-32.058694581137175,-32.058694581137175,1.0000000000000053,1.0000000000000053
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,5,-41.95853407931714,-41.95853407931714,1.0000000000000016,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,6,0.5612851009336,0.5612851009336002,1.0,0.9999999999999999
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,7,-21.005473545576105,-21.005473545576105,1.0000000000000058,1.000000000000006
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,8,26.47301979869237,26.473019798692377,1.0000000000000018,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,9,11.41686117528787,11.416861175287869,1.000000000000001,1.0000000000000013
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,10,43.23181206674498,43.231812066744986,1.0000000000000033,1.000000000000003
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,11,46.95041134302493,46.95041134302494,1.0000000000000058,1.0000000000000056
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,12,41.432902466893175,41.432902466893196,1.0000000000000042,1.0000000000000042
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,13,53.37935170933849,53.379351709338515,1.0000000000000067,1.0000000000000069
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z24,14,53.69735814923351,53.6973581492335,1.0,1.0
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,0,-53.072894443849684,-53.07294769834046,0.9999999640838767,1.0000000000000042
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,1,-48.11668072637099,-48.11670455352681,0.9999999782455821,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,2,-54.975795370022496,-54.97594994144019,0.9999998932265249,0.9999999999999989
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,3,-48.4681708133282,-48.46817689345135,0.9999999956323999,1.0000000000000027
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,4,-32.05871080353535,-32.05871080428037,0.9999999999972663,1.000000000000005
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,5,-41.95848076961448,-41.95848112380615,0.9999999996596175,1.0000000000000018
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,6,0.5613658096007306,0.5613658096007308,1.0000000000000007,1.0000000000000009
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,7,-21.00529184659135,-21.00529184658825,1.0000000000000036,1.0000000000000058
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,8,26.47296961283835,26.47296961276839,0.9999999999993875,1.000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,9,11.416866603214489,11.416866603214487,1.0000000000000013,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,10,43.23182177372921,43.231821969605065,0.9999999998071892,1.0000000000000033
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,11,46.95022721737991,46.95023220391708,0.9999999948149996,1.0000000000000049
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,12,41.43270163179851,41.432701772063574,0.9999999998346871,1.0000000000000044
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,13,53.37934688522438,53.379382656525124,0.9999999690825504,1.0000000000000069
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z24,14,53.6975946063552,53.697633471773884,0.9999999670481876,0.9999999999999999
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,0,-53.07306412571995,-53.07306412571995,1.0000000000000036,1.0000000000000036
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,1,-48.11028399018343,-48.11028399018343,1.0000000000000007,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,2,-54.976576903598755,-54.97657690359877,1.000000000000006,1.000000000000006
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,3,-48.468566726458974,-48.46856672645899,1.000000000000001,1.0000000000000009
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,4,-32.06398164671207,-32.063981646712065,0.9999999999999973,0.9999999999999973
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,5,-41.95843449743239,-41.95843449743238,1.0000000000000007,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,6,0.5608047158062611,0.5608047158062607,1.0000000000000007,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,7,-21.00502641793066,-21.005026417930658,1.0000000000000056,1.0000000000000056
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,8,26.477041246290923,26.477041246290923,1.0000000000000027,1.0000000000000024
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,9,11.415076473735002,11.415076473734997,1.0000000000000009,1.0000000000000009
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,10,43.231669894882266,43.23166989488229,1.0000000000000029,1.0000000000000024
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,11,46.94870792572105,46.94870792572106,1.0000000000000044,1.0000000000000042
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,12,41.43684718609328,41.436847186093296,1.0000000000000022,1.000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,13,53.379809513418024,53.37980951341802,1.000000000000004,1.0000000000000042
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,p0p03125_z48,14,53.697601261889496,53.69760126188949,1.0000000000000087,1.0000000000000087
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,0,-53.07314618914088,-53.073199441808626,0.9999999640856607,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,1,-48.11018621032361,-48.11020987043291,0.9999999784047183,1.000000000000001
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,2,-54.976420400036226,-54.97657497321454,0.9999998932275598,1.000000000000004
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,3,-48.468757421060424,-48.468763501872715,0.9999999956320433,1.000000000000001
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,4,-32.06399702992984,-32.06399703068005,0.9999999999972428,0.9999999999999972
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,5,-41.95838083420316,-41.95838118893514,0.9999999996590533,1.0000000000000018
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,6,0.5608850977312505,0.56088509773125,1.000000000000002,1.0000000000000018
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,7,-21.0048450193349,-21.00484501933206,1.0000000000000038,1.0000000000000056
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,8,26.4769902846376,26.476990284569485,0.9999999999994059,1.0000000000000027
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,9,11.415081798177171,11.415081798177166,1.0000000000000004,1.0000000000000009
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,10,43.231679597421795,43.23167979326428,0.9999999998072211,1.0000000000000024
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,11,46.94852254778118,46.948527527886945,0.9999999948233594,1.000000000000004
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,12,41.43664739010184,41.43664753021563,0.9999999998350596,1.0000000000000024
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,13,53.37980467164965,53.37984044242608,0.9999999690833048,1.0000000000000033
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,p0p03125_z48,14,53.69783760012127,53.69787645593302,0.9999999670579741,1.0000000000000087
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,0,53.07760685579813,53.077606855798116,1.0000000000000004,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,1,48.107045224406505,48.107045224406505,0.9999999999999988,0.9999999999999988
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,2,54.98900903921241,54.98900903921242,1.0000000000000013,1.000000000000001
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,3,48.4708095309035,48.470809530903516,1.0000000000000027,1.0000000000000027
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,4,32.055681766770405,32.0556817667704,1.0000000000000013,1.0000000000000018
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,5,41.96588175922353,41.965881759223535,1.000000000000002,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,6,-0.5635271405060973,-0.5635271405060976,1.0,1.0000000000000002
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,7,21.00564281321984,21.00564281321984,1.0000000000000004,1.0000000000000002
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,8,-26.461354480104823,-26.46135448010483,1.0000000000000002,1.0
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,9,-11.428723468326327,-11.428723468326325,1.0000000000000016,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,10,-43.2367044027157,-43.2367044027157,0.9999999999999994,0.9999999999999993
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,11,-46.951209846193215,-46.951209846193215,1.0000000000000007,1.0000000000000004
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,12,-41.43756056592665,-41.43756056592666,0.999999999999999,0.999999999999999
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,13,-53.380618863054984,-53.38061886305499,1.0000000000000033,1.0000000000000033
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z24,14,-53.697030218931076,-53.69703021893109,1.0000000000000013,1.000000000000001
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,0,53.0777757663107,53.07780260497891,0.9999999774606416,1.0
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,1,48.107343250546364,48.107355502993826,0.9999999863137348,0.9999999999999983
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,2,54.98913318852031,54.989212302569605,0.9999999315607758,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,3,48.47110415993034,48.4711071934981,0.999999997334797,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,4,32.055779228965385,32.05577922952562,0.9999999999984436,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,5,41.965669613924284,41.96566979447796,0.9999999997973832,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,6,-0.563603552459517,-0.5636035524595169,1.000000000000001,1.0000000000000013
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,7,21.005592637341934,21.005592637340968,0.999999999999999,1.0000000000000002
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,8,-26.461625552513745,-26.461625552127085,0.9999999999989223,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,9,-11.428735303067334,-11.428735303067334,1.0000000000000016,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,10,-43.236657376187964,-43.23665776747525,0.9999999996743448,1.0000000000000004
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,11,-46.951278455369916,-46.9512882634921,0.9999999916018613,1.0000000000000009
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,12,-41.43741633014227,-41.437416603274016,0.9999999997232105,1.0
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,13,-53.38076073549833,-53.380831569913134,0.9999999509094727,1.0000000000000018
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z24,14,-53.697895703801215,-53.697972871797326,0.9999999475520632,0.9999999999999997
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,0,53.07794955653846,53.07794955653846,1.0,1.0
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,1,48.10038846511695,48.10038846511696,0.9999999999999996,0.9999999999999996
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,2,54.989641252968134,54.98964125296812,1.0000000000000002,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,3,48.47142733826663,48.47142733826665,0.9999999999999994,0.9999999999999991
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,4,32.06108862262434,32.061088622624354,0.9999999999999984,0.9999999999999982
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,5,41.96575869188818,41.96575869188817,0.9999999999999982,0.9999999999999986
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,6,-0.5629540387721329,-0.5629540387721331,0.999999999999999,0.999999999999999
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,7,21.005217933730936,21.00521793373093,1.0000000000000016,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,8,-26.465761872997636,-26.465761872997636,1.0000000000000022,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,9,-11.426807408476753,-11.426807408476751,1.0000000000000024,1.0000000000000024
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,10,-43.236519063680134,-43.236519063680134,1.0000000000000013,1.0000000000000013
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,11,-46.9495297723351,-46.949529772335104,1.0000000000000013,1.000000000000001
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,12,-41.441656015706336,-41.44165601570634,1.0,1.0
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,13,-53.381064642305404,-53.38106464230542,1.0000000000000018,1.0000000000000018
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p0625_z48,14,-53.69728387092022,-53.69728387092021,1.000000000000001,1.000000000000001
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,0,53.07811825694858,53.07814509505403,0.9999999774615164,1.0
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,1,48.10068674052792,48.10069890568105,0.9999999864153962,0.9999999999999996
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,2,54.98976532187313,54.98984443621985,0.9999999315619135,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,3,48.47172181039135,48.47172484427899,0.9999999973346047,0.9999999999999988
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,4,32.06118679945634,32.06118680001985,0.999999999998432,0.9999999999999984
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,5,41.965546513229455,41.96554669405708,0.99999999979705,0.999999999999999
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,6,-0.5630301653589246,-0.5630301653589245,1.0000000000000002,1.0
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,7,21.00516796854981,21.005167968548932,1.000000000000001,1.000000000000002
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,8,-26.46603211303217,-26.46603211265487,0.9999999999989561,1.0000000000000029
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,9,-11.426818993588576,-11.426818993588569,1.0000000000000016,1.000000000000002
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,10,-43.23647215569507,-43.236472546908814,0.9999999996744069,1.000000000000002
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,11,-46.949597781538095,-46.94960757885367,0.9999999916136663,1.0000000000000018
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,12,-41.441512809291474,-41.44151308213974,0.9999999997238516,1.0000000000000009
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,13,-53.38120616807978,-53.38127699913234,0.9999999509124576,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s1_sys0_sig10,p0p0625_z48,14,-53.69814923639073,-53.698226385061965,0.9999999475678877,1.0
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p03125_z24,0,53.07273372420945,53.07273372420944,1.0000000000000047,1.0000000000000049
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p03125_z24,1,48.116391356643895,48.11639135664391,1.0000000000000029,1.0000000000000027
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,p0p03125_z24,2,54.975630584261545,54.975630584261545,0.9999999999999992,0.9999999999999996
