case,comparison,aperture,positive_centroid_delta_km_s,positive_centroid_criterion_pass,old_signed_centroid_delta_km_s,signed_profile_L1,old_combined_gate_pass,new_diagnostic_combined_pass,coarse_capture,fine_capture
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,0,0.004883325239852354,True,0.004883325239852354,0.0028228459070674047,True,True,1.0000000000000016,1.0000000000000056
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,1,0.009340478207697345,True,0.00934047820769024,0.0022986146761540113,True,True,0.9999999999999979,1.000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,2,0.01338100955462096,True,0.01338100955463517,0.0035000638252379764,True,True,1.0000000000000029,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,3,0.0029281426523368737,True,0.00292814265235819,0.0009520002524465739,True,True,1.0000000000000007,1.000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,4,0.0029407131559793243,True,0.0029407131559793243,0.0017758168330577978,True,True,1.000000000000002,1.0000000000000053
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,5,0.0071855035784693655,True,0.0071855035784693655,0.002321517739081535,True,True,1.0000000000000002,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,6,0.0022130337213852602,True,0.002213033721384705,0.002759648349051013,True,True,1.000000000000001,1.0
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,7,0.00032329862148472444,True,0.00032329862148827715,0.0018799201608157164,True,True,0.9999999999999997,1.0000000000000058
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,8,0.011343717759885408,True,0.01134371775988896,0.0032411368188105553,True,True,1.0000000000000009,1.0000000000000018
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,9,0.011867964982950951,True,0.011867964982950951,0.003518089947654104,True,True,1.0000000000000022,1.000000000000001
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,10,0.004839526165746122,True,0.004839526165746122,0.001307846926506097,True,True,1.0000000000000004,1.0000000000000033
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,11,0.0010650799942695244,True,0.0010650799942837352,0.001251226890817665,True,True,1.000000000000002,1.0000000000000058
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,12,0.004726050903755663,True,0.004726050903727241,0.0018187521490112177,True,True,0.9999999999999998,1.0000000000000042
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,13,0.0013963799922009912,True,0.001396379992179675,0.0004190637453762699,True,True,1.0000000000000027,1.0000000000000067
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,planar,14,0.0002967514043916708,True,0.00029675140439877623,0.00029403268932255683,True,True,0.9999999999999999,1.0
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,0,0.00034210601591411205,True,0.00034210601591411205,0.0003747754453560896,True,True,1.0000000000000016,1.0000000000000004
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,1,0.006657756392627334,True,0.00665775639263444,0.001164630588365919,True,True,0.9999999999999979,0.999999999999999
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,2,0.0006322597055543611,True,0.0006322597055472556,0.0003670068511104775,True,True,1.0000000000000029,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,3,0.000617406565631029,True,0.0006174065656026073,0.00011734205852157954,True,True,1.0000000000000007,0.9999999999999974
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,4,0.0054084300721513046,True,0.0054084300721513046,0.0006699622996485962,True,True,1.000000000000002,0.9999999999999986
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,5,0.00012272272105207094,True,0.0001227227210662818,0.0002562452968194292,True,True,1.0000000000000002,0.9999999999999972
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,6,0.0005729987628622091,True,0.000572998762861654,0.0006372586422939273,True,True,1.000000000000001,0.9999999999999989
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,7,0.0004250761840367545,True,0.0004250761840403072,0.0010005772388096245,True,True,0.9999999999999997,1.0000000000000016
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,8,0.004407430979373572,True,0.0044074309793700195,0.0008713777949032682,True,True,1.0000000000000009,1.000000000000003
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,9,0.0019160349941369503,True,0.001916034994135174,0.0007344980117511643,True,True,1.0000000000000022,1.0000000000000027
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,10,0.00018521125763726332,True,0.00018521125763726332,0.00018865583224336537,True,True,1.0000000000000004,1.0000000000000024
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,11,0.0016796286041085295,True,0.0016796286041369513,0.000530260679278224,True,True,1.000000000000002,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,12,0.004095367384053361,True,0.004095367384067572,0.0006962945627139046,True,True,0.9999999999999998,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,13,0.00044551841936879555,True,0.0004455184193830064,0.00021884619915276657,True,True,1.0000000000000027,1.0000000000000013
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,14,0.00025366126188686167,True,0.00025366126187975624,0.00010817474656446013,True,True,0.9999999999999999,1.0
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,0,0.0046319514696193664,True,0.0046319514696193664,0.00253956542068139,True,True,1.0000000000000016,1.0000000000000036
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,1,0.0028447250743468544,True,0.0028447250743468544,0.0016322306709301668,True,True,0.9999999999999979,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,2,0.012755826895073596,True,0.012755826895059386,0.0037091369115672033,True,True,1.0000000000000029,1.000000000000006
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,3,0.002341730665001762,True,0.0023417306649946568,0.0009367906785003461,True,True,1.0000000000000007,1.000000000000001
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,4,0.008227778730876878,True,0.008227778730869773,0.00206135862184062,True,True,1.000000000000002,0.9999999999999973
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,5,0.00728508546321649,True,0.0072850854632307005,0.0024404810787884705,True,True,1.0000000000000002,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,6,0.002693418848724094,True,0.002693418848724205,0.0030602824072959293,True,True,1.000000000000001,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,7,0.0007704262669285811,True,0.0007704262669356865,0.002025024369614255,True,True,0.9999999999999997,1.0000000000000056
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,8,0.015365165358439015,True,0.015365165358435462,0.0037241314810627607,True,True,1.0000000000000009,1.0000000000000027
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,9,0.01365266653581898,True,0.013652666535822533,0.003908646133027983,True,True,1.0000000000000022,1.0000000000000009
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,10,0.004981698028458936,True,0.004981698028444725,0.001384679427352874,True,True,1.0000000000000004,1.0000000000000029
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,11,0.0027684972981489864,True,0.0027684972981631972,0.0015152082782391818,True,True,1.000000000000002,1.0000000000000044
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,12,0.0007813317036493572,True,0.0007813317036280409,0.0020013331068264462,True,True,0.9999999999999998,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,13,0.0009385759126701032,True,0.0009385759126772086,0.00037771410293347237,True,True,1.0000000000000027,1.000000000000004
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,14,5.363874840469407e-05,True,5.36387484117995e-05,0.00035853256277686027,True,True,0.9999999999999999,1.0000000000000087
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,0,0.0002513737702329877,True,0.0002513737702329877,0.00033219017309407586,True,True,1.0000000000000056,1.0000000000000036
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,1,0.00649575313335049,True,0.006495753133343385,0.00111682425420203,True,True,1.000000000000002,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,2,0.0006251826595473631,True,0.0006251826595757848,0.0003521015779252971,True,True,1.0000000000000007,1.000000000000006
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,3,0.0005864119873351115,True,0.0005864119873635332,0.00011670719948789706,True,True,1.000000000000002,1.000000000000001
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,4,0.005287065574897554,True,0.005287065574890448,0.000648447213568887,True,True,1.0000000000000053,0.9999999999999973
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,5,9.958188474712415e-05,True,9.9581884761335e-05,0.0002429794659957253,True,True,1.0000000000000016,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,6,0.00048038512733883376,True,0.0004803851273394999,0.0006019987592578612,True,True,1.0,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,7,0.00044712764544385664,True,0.00044712764544740935,0.0009620199221906304,True,True,1.0000000000000058,1.0000000000000056
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,8,0.004021447598553607,True,0.0040214475985465015,0.0008209061004328831,True,True,1.0000000000000018,1.0000000000000027
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,9,0.0017847015528680288,True,0.0017847015528715815,0.0007137285811204002,True,True,1.000000000000001,1.0000000000000009
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,10,0.00014217186271281435,True,0.0001421718626986035,0.0001803864203002318,True,True,1.0000000000000033,1.0000000000000029
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,11,0.001703417303879462,True,0.001703417303879462,0.000508928343964529,True,True,1.0000000000000058,1.0000000000000044
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,12,0.003944719200106306,True,0.0039447192000992,0.0006638496532863672,True,True,1.0000000000000042,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,13,0.000457804079530888,True,0.00045780407950246627,0.00021161056008432038,True,True,1.0000000000000067,1.000000000000004
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,14,0.00024311265598697673,True,0.00024311265598697673,0.00010660106415739892,True,True,1.0,1.0000000000000087
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,0,0.0049740574855334785,True,0.0049740574855334785,0.0028617855868027986,True,True,1.0000000000000004,1.0000000000000036
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,1,0.009502481466974189,True,0.009502481466981294,0.002340946619787295,True,True,0.999999999999999,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,2,0.013388086600627958,True,0.013388086600606641,0.003494544291388847,True,True,1.0000000000000022,1.000000000000006
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,3,0.002959137230632791,True,0.002959137230597264,0.0009499777630427539,True,True,0.9999999999999974,1.000000000000001
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,4,0.0028193486587255734,True,0.002819348658718468,0.0017786479942778432,True,True,0.9999999999999986,0.9999999999999973
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,5,0.007162362742164419,True,0.007162362742164419,0.0023157052786359532,True,True,0.9999999999999972,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,6,0.002120420085861885,True,0.002120420085862551,0.0027488538812149963,True,True,0.9999999999999989,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,7,0.00034535008289182656,True,0.0003453500828953793,0.0018899386822301537,True,True,1.0000000000000016,1.0000000000000056
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,8,0.010957734379065442,True,0.010957734379065442,0.003245544049678459,True,True,1.000000000000003,1.0000000000000027
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,9,0.01173663154168203,True,0.011736631541687359,0.0035002656444369953,True,True,1.0000000000000027,1.0000000000000009
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,10,0.004796486770821673,True,0.004796486770807462,0.001300369363545604,True,True,1.0000000000000024,1.0000000000000029
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,11,0.0010888686940404568,True,0.001088868694026246,0.001280921212484483,True,True,1.0000000000000022,1.0000000000000044
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,12,0.004876699087702718,True,0.004876699087695613,0.0018369300631481426,True,True,1.0000000000000007,1.0000000000000022
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,13,0.0013840943320388988,True,0.001384094332060215,0.00042217458240049706,True,True,1.0000000000000013,1.000000000000004
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,14,0.00030730001029155574,True,0.00030730001029155574,0.00029360158427676737,True,True,1.0,1.0000000000000087
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,0,0.004880563594390708,True,0.004880753013438266,0.0027560462842149335,True,True,0.9999999639491436,0.9999999640838767
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,1,0.009337962229672314,True,0.009338081664154174,0.0014687469301393839,True,True,0.9999999783548432,0.9999999782455821
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,2,0.013335693261581127,True,0.013336957190794863,0.0010668345448036753,True,True,0.999999892365581,0.9999998932265249
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,3,0.002933242752305887,True,0.0029332506895585198,0.00043106414262380474,True,True,0.9999999956272194,0.9999999956323999
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,4,0.0029315746617513128,True,0.002931574661104719,0.0003902173550706358,True,True,0.9999999999972572,0.9999999999972663
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,5,0.007188835072383881,True,0.0071888346481330245,0.0007650433233748356,True,True,0.9999999996602481,0.9999999996596175
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,6,0.002237742858801073,True,0.0022377428588007398,0.0003652204516761103,True,True,1.0000000000000013,1.0000000000000007
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,7,0.00030079075047240167,True,0.0003007907504830598,0.00023935137769969246,True,True,0.9999999999999981,1.0000000000000036
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,8,0.01134406028625179,True,0.011344060286951674,0.0009099926937334559,True,True,0.9999999999993853,0.9999999999993875
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,9,0.011868699852865205,True,0.011868699852866982,0.0019923662049341445,True,True,1.0000000000000016,1.0000000000000013
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,10,0.004835611244395466,True,0.004835611275275653,0.0006762975164862033,True,True,0.9999999998072553,0.9999999998071892
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,11,0.0010514374756525058,True,0.0010514481429808598,0.0007982599107269645,True,True,0.9999999948033599,0.9999999948149996
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,12,0.004714705905612959,True,0.004714706028629223,0.0004815648306007874,True,True,0.9999999998346012,0.9999999998346871
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,13,0.0014148661044401933,True,0.0014148552552057936,0.0004084951679305635,True,True,0.9999999690982964,0.9999999690825504
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,14,0.0003021788889725485,True,0.00030220264159908083,3.120247568059504e-05,True,True,0.9999999670255413,0.9999999670481876
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,0,0.0003424906704623254,True,0.0003424896404951028,0.00037477520184224625,True,True,0.9999999639491436,0.9999999639505169
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,1,0.006656506591994571,True,0.0066566738008759785,0.0011598754533406286,True,True,0.9999999783548432,0.9999999785134561
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,2,0.0006321334160688252,True,0.0006321342004653729,0.00024924216362185884,True,True,0.999999892365581,0.9999998923674279
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,3,0.0006176504544299632,True,0.0006176511176008148,0.00010909181286921849,True,True,0.9999999956272194,0.9999999956269018
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,4,0.005407570490497449,True,0.0054075704954996695,0.0005925372742241411,True,True,0.9999999999972572,0.9999999999972398
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,5,0.00012310070958676533,True,0.00012310018009742407,0.00021964126253335868,True,True,0.9999999996602481,0.9999999996596975
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,6,0.0005733871005912938,True,0.0005733871005917379,0.0002864418642290564,True,True,1.0000000000000013,1.0000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,7,0.00042466879209612785,True,0.0004246687918474379,0.0008047948965585015,True,True,0.9999999999999981,0.9999999999999997
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,8,0.004406560517384861,True,0.004406560519296221,0.0007050300648238936,True,True,0.9999999999993853,0.9999999999994061
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,9,0.0019163094787604251,True,0.0019163094787675305,0.0003347515658950992,True,True,1.0000000000000016,1.000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,10,0.00018522049447966538,True,0.00018522053132841165,7.483853341289714e-05,True,True,0.9999999998072553,0.9999999998072933
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,11,0.0016806740829125033,True,0.0016806798383726118,0.0002110028321694716,True,True,0.9999999948033599,0.9999999948110427
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,12,0.004096479133117725,True,0.004096478961344019,0.00042717116054296153,True,True,0.9999999998346012,0.9999999998350128
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,13,0.00044543250945139334,True,0.0004454307875008112,0.0002093894402210678,True,True,0.9999999690982964,0.9999999691001373
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,14,0.00025353227114521815,True,0.0002535222546597993,6.169556579943352e-05,True,True,0.9999999670255413,0.9999999670357155
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,0,0.004628818303196169,True,0.004629009545269014,0.0024293308680031094,True,True,0.9999999639491436,0.9999999640856607
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,1,0.002843446182296816,True,0.0028433985702562836,0.0004965187102270921,True,True,0.9999999783548432,0.9999999784047183
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,2,0.012710663247851528,True,0.012711925416446945,0.0010180033563224986,True,True,0.999999892365581,0.9999998932275598
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,3,0.002346635020082033,True,0.0023466422681934773,0.0005387769972274325,True,True,0.9999999956272194,0.9999999956320433
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,4,0.008217801056240148,True,0.008217801060780516,0.0005827796001596288,True,True,0.9999999999972572,0.9999999999972428
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,5,0.007288770483704354,True,0.0072887695191425905,0.0007209867073100121,True,True,0.9999999996602481,0.9999999996590533
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,6,0.002718454728281139,True,0.002718454728281583,0.0006372385065255531,True,True,1.0000000000000013,1.000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,7,0.0007476180069225791,True,0.0007476180066738891,0.000626199597177547,True,True,0.9999999999999981,1.0000000000000038
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,8,0.015364732085501487,True,0.01536473208804523,0.0012035851170172718,True,True,0.9999999999993853,0.9999999999994059
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,9,0.013653504890182688,True,0.013653504890188017,0.002319964234168537,True,True,1.0000000000000016,1.0000000000000004
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,10,0.004977787551808888,True,0.004977787616063267,0.0007299335318959727,True,True,0.9999999998072553,0.9999999998072211
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,11,0.0027561070743828964,True,0.002756124173117769,0.0009807120070527832,True,True,0.9999999948033599,0.9999999948233594
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,12,0.0007689476022818553,True,0.0007689478765726676,0.0006370114646008273,True,True,0.9999999998346012,0.9999999998350596
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,13,0.0009570796791678049,True,0.0009570693542499953,0.00021901655806119688,True,True,0.9999999690982964,0.9999999690833048
