case,comparison,aperture,positive_centroid_delta_km_s,positive_centroid_criterion_pass,old_signed_centroid_delta_km_s,signed_profile_L1,old_combined_gate_pass,new_diagnostic_combined_pass,coarse_capture,fine_capture
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,planar,13,0.0014739449676710592,True,0.0014739216524901622,0.0004148736557873773,True,True,0.9999999999998538,0.999999999999849
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,planar,14,0.0007630396158191388,True,0.0007630338482300658,0.00015910361893864465,True,True,0.9999999999999454,0.9999999999999443
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,0,0.00029797534253717117,True,0.00029797534253361846,0.0003747753648170073,True,True,1.0000000000000002,0.9999999999999997
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,1,0.006679553399614235,True,0.006679553399610683,0.0011600765789563814,True,True,0.999999999999999,1.0
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,2,0.0006565387898014308,True,0.0006565387898120889,0.0003626861867763056,True,True,1.0000000000000022,1.000000000000002
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,3,0.0006751867904881692,True,0.0006751867904917219,0.00011452544751422471,True,True,1.000000000000002,0.9999999999999994
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,4,0.005684230112936728,True,0.005684230112936062,0.0006670462094582159,True,True,1.0000000000000013,0.9999999999999981
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,5,0.00011151096327743915,True,0.00011151096327388643,0.0002545702608478112,True,True,1.0000000000000018,1.0000000000000002
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,6,0.0005353348995065232,True,0.0005353348995029705,0.0006148866634851077,True,True,1.0000000000000018,1.000000000000001
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,7,0.0006537337948913091,True,0.0006537337948930855,0.0009499997779627229,True,True,0.9999999999999992,1.0000000000000016
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,8,0.0044163077670731354,True,0.004416307767080241,0.00083434235205655,True,True,1.0000000000000002,1.0000000000000029
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,9,0.0018289062516743115,True,0.0018289062516743115,0.0007106675882163772,True,True,1.0000000000000016,1.000000000000002
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,10,0.00023549342495243764,True,0.00023549342492401593,0.00018154304860343158,True,True,1.0000000000000009,1.0000000000000029
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,11,0.0018693822270847704,True,0.0018693832980432035,0.00047962875078205985,True,True,0.9999999999999988,1.0
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,12,0.004347754892634725,True,0.004347754892179978,0.000684991525824257,True,True,0.9999999999999997,1.0000000000000004
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,13,0.0005682490468785772,True,0.0005682496772436707,0.00022559532507695246,True,True,0.9999999999998538,0.9999999999998527
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,vertical,14,0.0002156587542856414,True,0.00021565719740124223,0.0001348280319150911,True,True,0.9999999999999454,0.999999999999946
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,0,0.005615442868151632,True,0.005615442868155185,0.002727165766265809,True,True,1.0000000000000002,1.0000000000000033
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,1,0.002143471217031845,True,0.002143471217028292,0.001433279190338592,True,True,0.999999999999999,1.0000000000000018
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,2,0.013769570426795497,True,0.013769570426806155,0.00330231857312836,True,True,1.0000000000000022,1.0000000000000049
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,3,0.002226336939276763,True,0.002226336939276763,0.0009708712217024522,True,True,1.000000000000002,1.0000000000000024
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,4,0.009366083683134852,True,0.009366083683134852,0.0020120241714015746,True,True,1.0000000000000013,0.9999999999999973
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,5,0.0068398691846702775,True,0.00683986918467383,0.0020005665032077715,True,True,1.0000000000000018,1.0000000000000024
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,6,0.00271162678086867,True,0.002711626780854459,0.002625768644955456,True,True,1.0000000000000018,1.000000000000003
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,7,0.0010399555756173129,True,0.0010399555756173129,0.0019224462045519671,True,True,0.9999999999999992,1.0000000000000038
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,8,0.014992705712465693,True,0.014992705712451482,0.0030302565500461916,True,True,1.0000000000000002,1.0000000000000018
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,9,0.013635504832151923,True,0.013635504832159029,0.003798032887461026,True,True,1.0000000000000016,1.0000000000000009
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,10,0.004975045290450453,True,0.004975045290393609,0.0013049561074521601,True,True,1.0000000000000009,1.0000000000000027
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,11,0.004475213178494641,True,0.004475214227966262,0.0014273233505895037,True,True,0.9999999999999988,1.0000000000000016
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,12,3.831020394784446e-05,True,3.831020343625369e-05,0.001566073338371306,True,True,0.9999999999999997,1.0000000000000024
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,13,0.0008967465534936991,True,0.0008967226088429925,0.000375367222408646,True,True,0.9999999999998538,0.9999999999998477
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,joint,14,0.0005585028477952392,True,0.0005584986907081202,0.0002380866869472864,True,True,0.9999999999999454,0.9999999999999519
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,0,0.00021141834164950524,True,0.00021141834164595252,0.00033219010154079775,True,True,1.0000000000000042,1.0000000000000033
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,1,0.006520039838353142,True,0.006520039838356695,0.0011126036086270073,True,True,1.0000000000000018,1.0000000000000018
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,2,0.0006470961084765747,True,0.0006470961084694693,0.0003477618927533135,True,True,0.9999999999999988,1.0000000000000049
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,3,0.0006408969333122627,True,0.0006408969333051573,0.00011298008118486138,True,True,1.0000000000000033,1.0000000000000024
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,4,0.0055528219262712675,True,0.005552821926273488,0.0006456681616422788,True,True,1.0000000000000042,0.9999999999999973
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,5,9.367367097112833e-05,True,9.367367097468104e-05,0.00023234516534458233,True,True,1.0000000000000022,1.0000000000000024
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,6,0.0004454772470374735,True,0.00044547724703036806,0.0005815066668764924,True,True,1.0000000000000009,1.000000000000003
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,7,0.0006685694471730841,True,0.0006685694471748604,0.0009138916218945537,True,True,1.0000000000000027,1.0000000000000038
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,8,0.004021023391061362,True,0.0040210233910471516,0.0007863203444962824,True,True,1.0000000000000007,1.0000000000000018
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,9,0.0017002148022484675,True,0.0017002148022626784,0.000690507874364142,True,True,1.0000000000000004,1.0000000000000009
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,10,0.00018580103611043342,True,0.00018580103612464427,0.00017412343352862276,True,True,1.000000000000004,1.0000000000000027
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,11,0.0018937591438685786,True,0.0018937600214599115,0.0004525320483814379,True,True,1.0000000000000038,1.0000000000000016
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,12,0.0041848246361553265,True,0.004184824635757423,0.000652761569868017,True,True,1.0000000000000044,1.0000000000000024
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,13,0.0005771984141773601,True,0.0005771990436471697,0.00021849801202232389,True,True,0.999999999999849,0.9999999999998477
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_planar_vertical,14,0.00020453676802389964,True,0.00020453515752194562,0.00012798799108914788,True,True,0.9999999999999443,0.9999999999999519
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,0,0.005913418210688803,True,0.005913418210688803,0.002953699302993921,True,True,0.9999999999999997,1.0000000000000033
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,1,0.00882302461664608,True,0.008823024616638975,0.002226152513164249,True,True,1.0,1.0000000000000018
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,2,0.014426109216596927,True,0.014426109216618244,0.0030794019310225267,True,True,1.000000000000002,1.0000000000000049
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,3,0.002901523729764932,True,0.002901523729768485,0.0009409074893066925,True,True,0.9999999999999994,1.0000000000000024
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,4,0.0036818535701981236,True,0.0036818535701987898,0.0017175543594697006,True,True,0.9999999999999981,0.9999999999999973
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,5,0.006728358221392838,True,0.006728358221399944,0.0018564283583273483,True,True,1.0000000000000002,1.0000000000000024
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,6,0.002176291881362147,True,0.0021762918813514887,0.0023422595455452173,True,True,1.000000000000001,1.000000000000003
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,7,0.00038622178072600377,True,0.0003862217807242274,0.00182408214260828,True,True,1.0000000000000016,1.0000000000000038
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,8,0.010576397945392557,True,0.010576397945371241,0.0027769631118145406,True,True,1.0000000000000029,1.0000000000000018
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,9,0.011806598580477612,True,0.011806598580484717,0.0034148540662238577,True,True,1.000000000000002,1.0000000000000009
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,10,0.004739551865498015,True,0.004739551865469593,0.0012042239959816684,True,True,1.0000000000000029,1.0000000000000027
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,11,0.002605830951409871,True,0.0026058309299230586,0.0013907127022442475,True,True,1.0,1.0000000000000016
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,12,0.004309444688686881,True,0.004309444688743724,0.0013923203562675904,True,True,1.0000000000000004,1.0000000000000024
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,13,0.0014649956003722764,True,0.0014649722860866632,0.00041838558943794974,True,True,0.9999999999998527,0.9999999999998477
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig3,fine_vertical_planar,14,0.0007741616020808806,True,0.0007741558881093624,0.0001571633891364478,True,True,0.999999999999946,0.9999999999999519
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,0,0.00582577884177482,True,0.005825438816614792,0.002756148912999259,True,True,0.9999921726933425,0.9999921849631445
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,1,0.008662786679998646,True,0.008662288627782289,0.0014116091996072553,True,True,0.9999958322487373,0.9999958243911184
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,2,0.014412753758143992,True,0.01441248641843984,0.0006844674366563626,True,True,0.999987194785312,0.9999872404003414
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,3,0.0028669703599923935,True,0.0028667930502450645,0.0004310367953467625,True,True,0.9999961883947702,0.9999961912735423
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,4,0.0038132590586603676,True,0.0038132563180446333,0.0003017069851945192,True,True,0.9999998119094721,0.9999998118746263
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,5,0.006746227690625162,True,0.006746325824078525,0.0004708944443229833,True,True,0.9999989215802311,0.9999989213182428
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,6,0.002265994081536604,True,0.0022680286320735377,0.00036095752706124596,True,True,0.999923765709514,0.9999237699379155
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,7,0.0003712078299855648,True,0.0003707414781537466,0.00014844861949668545,True,True,0.999999127343783,0.9999991256075927
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,8,0.010715799147995142,True,0.012681731441510635,0.00045776829672759887,True,True,0.9927718515109873,0.9927662166492831
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,9,0.011823112134678126,True,0.012061659470639086,0.001848236988121435,True,True,0.9993898915059393,0.9993915346946649
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,10,0.0040782291726912945,True,0.017242237246406944,0.0006341523866840976,True,True,0.9553246442335505,0.9553440719362176
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,11,0.0014974342318510026,True,0.02347101654802941,0.0008420512024133496,True,True,0.9350195036445115,0.9350452666313482
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,12,0.0035370554880387317,True,0.011960100514357919,0.00036831683252649375,True,True,0.9645069337030001,0.964522323637052
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,13,0.001196875694702726,True,0.03936501047240881,0.0004046899517910675,True,True,0.8964216806918817,0.8964317166746794
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,planar,14,0.0004742759574583033,True,0.0254938705156178,5.835311165482589e-05,True,True,0.8974601455155105,0.8974682083819967
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,0,0.0002979891440269,True,0.0002980168834874064,0.00037477286859687893,True,True,0.9999921726933425,0.9999921728234752
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,1,0.006678502934683195,True,0.00667759249331823,0.0011597772050887872,True,True,0.9999958322487373,0.9999958433894622
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,2,0.0006565476757991462,True,0.0006566233201361626,0.00022142266909427405,True,True,0.999987194785312,0.9999871947906238
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,3,0.00067516403657919,True,0.0006751629840167084,0.0001088103949091392,True,True,0.9999961883947702,0.9999961881245516
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,4,0.005684166268687729,True,0.005683961174587582,0.0005292336221721009,True,True,0.9999998119094721,0.9999998120881763
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,5,0.00011155494721748482,True,0.00011162625301430751,0.00021914814518853533,True,True,0.9999989215802311,0.9999989211612393
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,6,0.0005265968940193488,True,0.0005273041649118682,0.0002854417906779985,True,True,0.999923765709514,0.9999238713933806
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,7,0.0006538989976476728,True,0.0006543287527112085,0.0008047626354570803,True,True,0.999999127343783,0.9999991290550995
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,8,0.003999490696820374,True,0.005747652951690441,0.0006724076752487758,True,True,0.9927718515109873,0.9927644410081341
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,9,0.0017753350876290597,True,0.0018546369788410288,0.00024939465745551993,True,True,0.9993898915059393,0.9993906381254245
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,10,0.00020206864989802398,True,0.0007698953932049335,6.968240044756956e-05,True,True,0.9553246442335505,0.955325545243287
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,11,0.001994629502988232,True,0.004623301225734622,0.00019119983314536064,True,True,0.9350195036445115,0.9350197879506803
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,12,0.0036117555524128875,True,0.012935001441675809,0.0003678115450160638,True,True,0.9645069337030001,0.964489005065659
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,13,0.0005718093208031405,True,0.008261566870231718,0.00019869285693077332,True,True,0.8964216806918817,0.8964201935258176
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,vertical,14,0.0002862112084471846,True,0.0003657746672729445,5.4079226836383385e-05,True,True,0.8974601455155105,0.8974610081073199
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,0,0.005614341975579862,True,0.005613976672790955,0.0024248808229645207,True,True,0.9999921726933425,0.9999921851519088
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,1,0.0021437814946274614,True,0.0021441802165362844,0.00031871318683868004,True,True,0.9999958322487373,0.9999958353629479
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,2,0.013765651134033163,True,0.013765310538396136,0.0005789954571993842,True,True,0.999987194785312,0.9999872403810509
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,3,0.002226095625488256,True,0.0022259199334087043,0.0005385614455203498,True,True,0.9999961883947702,0.9999961910107904
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,4,0.009366018665522002,True,0.00936581606405662,0.00038736071182063206,True,True,0.9999998119094721,0.9999998120438593
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,5,0.0068399447405465,True,0.006840112825003075,0.0003575288028761257,True,True,0.9999989215802311,0.9999989209037491
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,6,0.002703224946831284,True,0.002705872067529924,0.0006361997582735602,True,True,0.999923765709514,0.9999238696141522
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,7,0.00103993544729164,True,0.0010398808427325434,0.0006261935088122184,True,True,0.999999127343783,0.9999991272476678
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,8,0.014353766356123288,True,0.017926147684050875,0.0007561695461457366,True,True,0.9927718515109873,0.9927594076562335
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,9,0.013472136623846609,True,0.013785940400310892,0.0020907562239278134,True,True,0.9993898915059393,0.9993922475238572
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,10,0.004237113471333487,True,0.017843065093927635,0.0006994615108546004,True,True,0.9553246442335505,0.9553447897647966
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,11,0.0034660516820110843,True,0.0288465684840844,0.001011274389386502,True,True,0.9350195036445115,0.9350465990138599
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,12,6.038370315764041e-05,True,0.00047826385240057334,0.0006327479033863971,True,True,0.9645069337030001,0.964505076924296
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,13,0.0006310790592607418,True,0.030175728072890706,0.00021307814304812026,True,True,0.8964216806918817,0.8964298942476364
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,joint,14,0.00020313996621723618,True,0.025808613485224896,7.584984893068295e-05,True,True,0.8974601455155105,0.8974690185717962
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,0,0.00021143686619495838,True,0.00021146214382383732,0.00033218714690592195,True,True,0.9999921849631445,0.9999921851519088
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,1,0.006519005185371185,True,0.006518108411246004,0.0011124139574007577,True,True,0.9999958243911184,0.9999958353629479
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,2,0.0006471026241108291,True,0.0006471758800437044,0.00021044571781229766,True,True,0.9999872404003414,0.9999872403810509
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,3,0.0006408747345041377,True,0.0006408731168363602,0.00010747834770275234,True,True,0.9999961912735423,0.9999961910107904
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,4,0.005552759606861635,True,0.005552559746011987,0.0005054066866589706,True,True,0.9999998118746263,0.9999998120438593
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,5,9.3717049921338e-05,True,9.378700092455006e-05,0.00019836290424447278,True,True,0.9999989213182428,0.9999989209037491
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,6,0.0004372308652946799,True,0.0004378434354563865,0.0002751432077265757,True,True,0.9999237699379155,0.9999238696141522
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,7,0.0006687276173060752,True,0.0006691393645787969,0.0007747567877083599,True,True,0.9999991256075927,0.9999991272476678
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,8,0.0036379672081281456,True,0.00524441624254024,0.000622228686222616,True,True,0.9927662166492831,0.9927594076562335
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,9,0.0016490244891684824,True,0.0017242809296718065,0.00024806171161605135,True,True,0.9993915346946649,0.9993922475238572
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,10,0.00015888429864219233,True,0.0006008278475206907,6.873346922520525e-05,True,True,0.9553440719362176,0.9553447897647966
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,11,0.0019686174501600817,True,0.00537555193605499,0.00017639311344549438,True,True,0.9350452666313482,0.9350465990138599
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,12,0.0034766717848810913,True,0.012438364366758492,0.00035263645382024785,True,True,0.964522323637052,0.964505076924296
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,13,0.0005657966354419841,True,0.009189282399518106,0.0001916882910669473,True,True,0.8964317166746794,0.8964298942476364
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_planar_vertical,14,0.00027113599124106713,True,0.0003147429696070958,4.785626684786749e-05,True,True,0.8974682083819967,0.8974690185717962
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,0,0.005912331119606762,True,0.005911993556278361,0.002798601328346683,True,True,0.9999921728234752,0.9999921851519088
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,1,0.008822284429310656,True,0.008821772709854514,0.0014588187879541813,True,True,0.9999958433894622,0.9999958353629479
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,2,0.01442219880983231,True,0.014421933858532299,0.0006903056021840138,True,True,0.9999871947906238,0.9999872403810509
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,3,0.002901259662067446,True,0.0029010829174254127,0.00042970430985847524,True,True,0.9999961881245516,0.9999961910107904
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,4,0.003681852396834273,True,0.0036818548894690384,0.00032046386109556703,True,True,0.9999998120881763,0.9999998120438593
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,5,0.006728389793329015,True,0.006728486571988768,0.0004848028986180416,True,True,0.9999989211612393,0.9999989209037491
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,6,0.0021766280528119353,True,0.002178567902618056,0.0003506592763011393,True,True,0.9999238713933806,0.9999238696141522
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,7,0.0003860364496439672,True,0.00038555209002133495,0.00017842587579735845,True,True,0.9999991290550995,0.9999991272476678
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,8,0.010354275659302914,True,0.012178494732360434,0.0004423362353087767,True,True,0.9927644410081341,0.9927594076562335
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,9,0.01169680153621755,True,0.011931303421469863,0.0018482478001267918,True,True,0.9993906381254245,0.9993922475238572
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,10,0.004035044821435463,True,0.0170731697007227,0.0006325649841352896,True,True,0.955325545243287,0.9553447897647966
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,11,0.001471422179022852,True,0.02422326725834978,0.0008265423852648204,True,True,0.9350197879506803,0.9350465990138599
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,12,0.003672139255570528,True,0.012456737589275235,0.000362495423762955,True,True,0.964489005065659,0.964505076924296
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,13,0.0012028883800638823,True,0.038437294943122424,0.00041169052952148036,True,True,0.8964201935258176,0.8964298942476364
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys-30_sig20,fine_vertical_planar,14,0.0004893511746644208,True,0.02544283881795195,5.755677727909392e-05,True,True,0.8974610081073199,0.8974690185717962
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys30_sig3,planar,0,0.005826861209797585,True,0.0058268614454561884,0.0029451401182221644,True,True,0.9999999999999988,1.0000000000000024
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys30_sig3,planar,1,0.008663511055331696,True,0.00866352463518183,0.002068241020646559,True,True,0.9999999999999811,0.9999999999999795
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys30_sig3,planar,2,0.014416666536064326,True,0.014416584520589026,0.002811798745585431,True,True,0.9999999999998913,0.9999999999998679
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys30_sig3,planar,3,0.002867233872436259,True,0.00286723389073984,0.0011930474543317626,True,True,1.0000000000000007,1.000000000000002
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys30_sig3,planar,4,0.0038132617572230743,True,0.003813261757215969,0.001375692954681795,True,True,1.0000000000000009,1.000000000000004
h0p1_newton_p10_boxcar_hanning_decimated_s1_sys30_sig3,planar,5,0.006746195513727571,True,0.006746195513741782,0.0022093778921373577,True,True,1.0000000000000018,1.000000000000002
