direction,family,galaxy,mse_logspeed,signed_bias_dex
gas_rich_to_stellar_rich,mond_fixed,CamB,0.20584368941640976,0.43357609489520244
gas_rich_to_stellar_rich,mond_fixed,ESO079-G014,0.0024365175282382344,-0.004109625065750914
gas_rich_to_stellar_rich,mond_fixed,ESO116-G012,0.0017026467782766564,-0.026738668932613348
gas_rich_to_stellar_rich,mond_fixed,F583-4,0.0015836447258602293,0.03668866182785966
gas_rich_to_stellar_rich,mond_fixed,NGC0024,0.013932696484557229,-0.10653961771450948
gas_rich_to_stellar_rich,mond_fixed,NGC0055,0.010926438592539169,0.09986555682835936
gas_rich_to_stellar_rich,mond_fixed,NGC0247,0.0008286811380461112,0.008984138218354155
gas_rich_to_stellar_rich,mond_fixed,NGC0300,0.001059436229772366,-0.01711119482016665
gas_rich_to_stellar_rich,mond_fixed,NGC0801,0.004584267671734716,0.04567435386526703
gas_rich_to_stellar_rich,mond_fixed,NGC1090,0.007510378827226734,0.057332442061392874
gas_rich_to_stellar_rich,mond_fixed,NGC2403,0.0005878604840940162,-0.015259823195936315
gas_rich_to_stellar_rich,mond_fixed,NGC2683,0.0013505171412184326,0.021829932424713275
gas_rich_to_stellar_rich,mond_fixed,NGC2841,0.006916233967922601,-0.08238861144595257
gas_rich_to_stellar_rich,mond_fixed,NGC2955,0.0015362839008018095,0.02793504650350977
gas_rich_to_stellar_rich,mond_fixed,NGC2976,0.011627681121076724,0.07081161990044547
gas_rich_to_stellar_rich,mond_fixed,NGC2998,0.014252624484766515,-0.05081358120820626
gas_rich_to_stellar_rich,mond_fixed,NGC3198,0.005402308890426169,0.03663136939541268
gas_rich_to_stellar_rich,mond_fixed,NGC3521,0.00020628298958536893,-0.00046338578908257616
gas_rich_to_stellar_rich,mond_fixed,NGC3769,0.003496094324888738,0.0537884227849729
gas_rich_to_stellar_rich,mond_fixed,NGC3877,0.012952313716345238,0.055714299732460906
gas_rich_to_stellar_rich,mond_fixed,NGC3893,0.0003320219520341513,0.00035552745926210606
gas_rich_to_stellar_rich,mond_fixed,NGC3917,0.004018300877779904,0.012046052390533912
gas_rich_to_stellar_rich,mond_fixed,NGC3949,0.0009868815332918911,0.025426693945666594
gas_rich_to_stellar_rich,mond_fixed,NGC3972,0.001791454767827156,-0.008541099548922659
gas_rich_to_stellar_rich,mond_fixed,NGC3992,0.0011374357941199146,-0.023647904763324828
gas_rich_to_stellar_rich,mond_fixed,NGC4051,0.00449572377929275,0.0622267519979846
gas_rich_to_stellar_rich,mond_fixed,NGC4088,0.010244333080580254,0.09923703047495125
gas_rich_to_stellar_rich,mond_fixed,NGC4100,0.0007030289234199809,-0.010009476216957433
gas_rich_to_stellar_rich,mond_fixed,NGC5005,0.0005991034522490175,0.016019322107139758
gas_rich_to_stellar_rich,mond_fixed,NGC5033,0.0008882935945106409,0.005570261481701094
gas_rich_to_stellar_rich,mond_fixed,NGC5371,0.006406483242225186,0.05354562261220674
gas_rich_to_stellar_rich,mond_fixed,NGC5985,0.01605340518400957,-0.11902650536811772
gas_rich_to_stellar_rich,mond_fixed,NGC6015,0.0016826334271934772,-0.02172366540449592
gas_rich_to_stellar_rich,mond_fixed,NGC6195,0.0036454838906899716,0.057119990761228194
