seed,family,galaxy,mse_logspeed,signed_bias_dex
9062301,mond_fixed,CamB,0.20584368941640976,0.43357609489520244
9062301,mond_fixed,D564-8,0.02753833243096267,0.1537292590666379
9062301,mond_fixed,D631-7,0.02587942542106274,0.10319055884483602
9062301,mond_fixed,DDO064,0.005550146547520262,0.010566016460692511
9062301,mond_fixed,DDO161,0.02386809755068716,0.1490975477182779
9062301,mond_fixed,DDO168,0.011884732968400785,0.08258772100692649
9062301,mond_fixed,DDO170,0.010749989807634069,0.10110025790012023
9062301,mond_fixed,ESO079-G014,0.0024365175282382344,-0.004109625065750914
9062301,mond_fixed,ESO116-G012,0.0017026467782766564,-0.026738668932613348
9062301,mond_fixed,F565-V2,0.003213604655351657,-0.02090255868217345
9062301,mond_fixed,F568-3,0.00811897757616806,0.021771534894408702
9062301,mond_fixed,F568-V1,0.01760706805043226,-0.11560428445298121
9062301,mond_fixed,F571-V1,0.0027572916800771116,0.040396860866234806
9062301,mond_fixed,F583-1,0.012839186971722014,-0.013515924895155447
9062301,mond_fixed,F583-4,0.0015836447258602293,0.03668866182785966
9062301,mond_fixed,KK98-251,0.042737763398904095,0.1976954725035404
9062301,mond_fixed,NGC0024,0.013932696484557229,-0.10653961771450948
9062301,mond_fixed,NGC0055,0.010926438592539169,0.09986555682835936
9062301,mond_fixed,NGC0247,0.0008286811380461112,0.008984138218354155
9062301,mond_fixed,NGC0289,0.0032124699654962896,0.04253495365005246
9062301,mond_fixed,NGC0300,0.001059436229772366,-0.01711119482016665
9062301,mond_fixed,NGC0801,0.004584267671734716,0.04567435386526703
9062301,mond_fixed,NGC1003,0.0017174137131244613,0.02818251971048782
9062301,mond_fixed,NGC1090,0.007510378827226734,0.057332442061392874
9062301,mond_fixed,NGC2403,0.0005878604840940162,-0.015259823195936315
9062301,mond_fixed,NGC2683,0.0013505171412184326,0.021829932424713275
9062301,mond_fixed,NGC2841,0.006916233967922601,-0.08238861144595257
9062301,mond_fixed,NGC2915,0.025074319056583683,-0.07820819224828658
9062301,mond_fixed,NGC2955,0.0015362839008018095,0.02793504650350977
9062301,mond_fixed,NGC2976,0.011627681121076724,0.07081161990044547
9062301,mond_fixed,NGC2998,0.014252624484766515,-0.05081358120820626
9062301,mond_fixed,NGC3109,0.003557330467382226,-0.0020199735119852446
9062301,mond_fixed,NGC3198,0.005402308890426169,0.03663136939541268
9062301,mond_fixed,NGC3521,0.00020628298958536893,-0.00046338578908257616
9062301,mond_fixed,NGC3741,0.0019479007299001213,0.004603117677439007
9062301,mond_fixed,NGC3769,0.003496094324888738,0.0537884227849729
9062301,mond_fixed,NGC3877,0.012952313716345238,0.055714299732460906
9062301,mond_fixed,NGC3893,0.0003320219520341513,0.00035552745926210606
9062301,mond_fixed,NGC3917,0.004018300877779904,0.012046052390533912
9062301,mond_fixed,NGC3949,0.0009868815332918911,0.025426693945666594
9062301,mond_fixed,NGC3972,0.001791454767827156,-0.008541099548922659
9062301,mond_fixed,NGC3992,0.0011374357941199146,-0.023647904763324828
9062301,mond_fixed,NGC4051,0.00449572377929275,0.0622267519979846
9062301,mond_fixed,NGC4068,0.05792166096299924,0.21245795690179936
9062301,mond_fixed,NGC4088,0.010244333080580254,0.09923703047495125
9062301,mond_fixed,NGC4100,0.0007030289234199809,-0.010009476216957433
9062301,mond_fixed,NGC5005,0.0005991034522490175,0.016019322107139758
9062301,mond_fixed,NGC5033,0.0008882935945106409,0.005570261481701094
9062301,mond_fixed,NGC5371,0.006406483242225186,0.05354562261220674
9062301,mond_fixed,NGC5585,0.006286254486897485,0.05738556841700235
9062301,mond_fixed,NGC5985,0.01605340518400957,-0.11902650536811772
