seed,family,group,galaxies,signed_bias_dex,rmse_dex
9062301,mond_fixed,inner_r_over_Rd_lt1,96,0.06421671352327807,0.1643385759328922
9062301,mond_fixed,outer_r_over_Rd_ge3,90,0.019688193113946536,0.07053614995896243
9062301,mond_adjusted,inner_r_over_Rd_lt1,96,0.04447449608107501,0.15565675999246356
9062301,mond_adjusted,outer_r_over_Rd_ge3,90,-0.01830709131289994,0.06993470690679786
9062301,finite_mix,inner_r_over_Rd_lt1,96,0.017813549262591235,0.15256367348276637
9062301,finite_mix,outer_r_over_Rd_ge3,90,-0.006023552437348253,0.06983585775969008
9062301,truncated_point_kernel,inner_r_over_Rd_lt1,96,0.05075392230052053,0.16147409204245708
9062301,truncated_point_kernel,outer_r_over_Rd_ge3,90,-0.019161168604960702,0.07434958848304903
9062301,finite_flat_bridge,inner_r_over_Rd_lt1,96,0.01996632439098874,0.15213323775604234
9062301,finite_flat_bridge,outer_r_over_Rd_ge3,90,-0.007231753172322412,0.07071232590661086
9062302,mond_fixed,inner_r_over_Rd_lt1,96,0.06421671352327807,0.1643385759328922
9062302,mond_fixed,outer_r_over_Rd_ge3,90,0.019688193113946536,0.07053614995896243
9062302,mond_adjusted,inner_r_over_Rd_lt1,96,0.04424237025689896,0.1562885817404473
9062302,mond_adjusted,outer_r_over_Rd_ge3,90,-0.0184746131645145,0.07105068717582559
9062302,finite_mix,inner_r_over_Rd_lt1,96,0.017368693695740785,0.15347548437380623
9062302,finite_mix,outer_r_over_Rd_ge3,90,-0.005634544894019469,0.07368513758680265
9062302,truncated_point_kernel,inner_r_over_Rd_lt1,96,0.050784173129275544,0.16215987699645742
9062302,truncated_point_kernel,outer_r_over_Rd_ge3,90,-0.019187901185139914,0.07699561524763342
9062302,finite_flat_bridge,inner_r_over_Rd_lt1,96,0.019404317803682916,0.15207438460196404
9062302,finite_flat_bridge,outer_r_over_Rd_ge3,90,-0.006843086202904796,0.07279809989899277
9062303,mond_fixed,inner_r_over_Rd_lt1,96,0.06421671352327807,0.1643385759328922
9062303,mond_fixed,outer_r_over_Rd_ge3,90,0.019688193113946536,0.07053614995896243
9062303,mond_adjusted,inner_r_over_Rd_lt1,96,0.044514016616544555,0.1564381027698417
9062303,mond_adjusted,outer_r_over_Rd_ge3,90,-0.018499750839499784,0.07099390035732539
9062303,finite_mix,inner_r_over_Rd_lt1,96,0.019165221144717692,0.15886203980990557
9062303,finite_mix,outer_r_over_Rd_ge3,90,-0.006262686702329177,0.0705481189345738
9062303,truncated_point_kernel,inner_r_over_Rd_lt1,96,0.051428597539213916,0.1636539989427033
9062303,truncated_point_kernel,outer_r_over_Rd_ge3,90,-0.019640740912209482,0.07504952510075721
9062303,finite_flat_bridge,inner_r_over_Rd_lt1,96,0.019654219252414416,0.15593581791525013
9062303,finite_flat_bridge,outer_r_over_Rd_ge3,90,-0.007490058815188409,0.07168237358150877
