galaxy	team_release_kin	point_index	outer_fold	source_cell	radius_kpc	radius_over_screen	local_hi_surface_density	enclosed_baryonic_mass_msun	enclosed_fraction	enclosed_log_slope	gbar_m_s2	u	vbar_km_s	h_equipartition	h_quasilocal	h_wedge	h_flow	total_baryonic_mass_msun	gas_fraction	effective_to_screen_ratio	axis_ratio	distance_mpc	inclination_degrees
WALLABY J133314-160715	NGC5044 Kin TR3	1	3	mass3|screen_ratio1	9.564953421970e+00	1.579613356766e-01	4.160000000000e+00	4.407203047069e+10	2.406698703672e-01	1.369975012793e+00	6.714410421776e-11	5.595342018147e-01	1.407734144299e+02	8.121253805975e-01	2.074813347189e-01	5.869045951576e-01	1.869524209571e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	2	3	mass3|screen_ratio1	1.594158903662e+01	2.632688927944e-01	5.479999999999e+00	8.385527582592e+10	4.579194139025e-01	1.087041008070e+00	4.599151513755e-11	3.832626261462e-01	1.504111167454e+02	7.370767220043e-01	2.699024919020e-01	8.094507276693e-01	2.957391850457e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	3	3	mass3|screen_ratio1	2.231396788517e+01	3.685061511423e-01	5.540000000000e+00	1.163399737541e+11	6.353128299942e-01	8.405365061223e-01	3.256761067361e-11	2.713967556134e-01	1.497464802795e+02	6.477886384347e-01	2.657916256472e-01	8.540625201342e-01	4.081846832027e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	4	3	mass3|screen_ratio1	2.868634673371e+01	4.737434094903e-01	4.699999999999e+00	1.401459972637e+11	7.653134796311e-01	6.344231801830e-01	2.373781577131e-11	1.978151314276e-01	1.449550238823e+02	5.464841473722e-01	2.353161285011e-01	7.917233621940e-01	5.183589447925e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	5	3	mass3|screen_ratio1	3.505872558226e+01	5.789806678383e-01	3.439999999999e+00	1.564700938014e+11	8.544565972876e-01	4.602162155846e-01	1.774392268324e-11	1.478660223604e-01	1.385473276398e+02	4.364535620713e-01	1.921785739434e-01	6.797613625488e-01	6.258733580654e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	6	3	mass3|screen_ratio1	4.143536119691e+01	6.842882249560e-01	2.100000000000e+00	1.668972198434e+11	9.113973609878e-01	3.302279503593e-01	1.354931650844e-11	1.129109709037e-01	1.316192861571e+02	3.212029960073e-01	1.423269960149e-01	5.582649015799e-01	7.165702605972e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	7	3	mass3|screen_ratio1	4.780774004546e+01	7.895254833040e-01	1.520000000000e+00	1.737785915337e+11	9.489753626130e-01	2.374248940349e-01	1.059766990127e-11	8.831391584393e-02	1.250344170755e+02	2.070975768392e-01	9.171688336156e-02	4.370414338905e-01	7.877695071077e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133348-244525	NGC5044 Kin TR3	0	0	mass2|screen_ratio0	2.407191581906e+00	7.664009809932e-02	1.456000000000e+01	1.949162370383e+09	1.212001525137e-01	1.045085766227e+00	4.688535947267e-11	3.907113289389e-01	5.901320824756e+01	9.075544762889e-01	2.252325008500e-01	3.356711654077e-01	3.135919008799e-01	1.608217753821e+10	5.482059719522e-01	1.272109033313e-01	5.923075172678e-01	6.620252069886e+01	7.500000000000e+01
WALLABY J133348-244525	NGC5044 Kin TR3	1	0	mass2|screen_ratio0	7.240832278373e+00	2.305334150828e-01	1.327000000000e+01	7.789635714062e+09	4.843644895448e-01	7.574439723124e-01	2.070859887598e-11	1.725716572998e-01	6.802129166211e+01	8.022524562074e-01	3.550591949129e-01	7.799936714773e-01	4.506187759983e-01	1.608217753821e+10	5.482059719522e-01	1.272109033313e-01	5.923075172678e-01	6.620252069886e+01	7.500000000000e+01
WALLABY J133348-244525	NGC5044 Kin TR3	2	0	mass2|screen_ratio0	1.207447297484e+01	3.844267320662e-01	1.015000000000e+01	1.071689129400e+10	6.663830982179e-01	5.446390499430e-01	1.024573222934e-11	8.538110191117e-02	6.178468904240e+01	6.369690483320e-01	2.683229239256e-01	8.446617225839e-01	5.719321764276e-01	1.608217753821e+10	5.482059719522e-01	1.272109033313e-01	5.923075172678e-01	6.620252069886e+01	7.500000000000e+01
WALLABY J133348-244525	NGC5044 Kin TR3	3	0	mass2|screen_ratio0	1.690811367131e+01	5.383200490496e-01	6.860000000002e+00	1.264969319449e+10	7.865659463364e-01	4.724493505600e-01	6.167373041517e-12	5.139477534597e-02	5.672479840200e+01	4.615370747620e-01	1.873715158521e-01	7.816871899821e-01	6.178288946924e-01	1.608217753821e+10	5.482059719522e-01	1.272109033313e-01	5.923075172678e-01	6.620252069886e+01	7.500000000000e+01
WALLABY J133348-244525	NGC5044 Kin TR3	4	0	mass2|screen_ratio0	2.174175436777e+01	6.922133660331e-01	4.699999999999e+00	1.419185722935e+10	8.824586841947e-01	4.240262918875e-01	4.184664139010e-12	3.487220115841e-02	5.298499146261e+01	2.961912457786e-01	1.208158347219e-01	6.333843457022e-01	6.501471182001e-01	1.608217753821e+10	5.482059719522e-01	1.272109033313e-01	5.923075172678e-01	6.620252069886e+01	7.500000000000e+01
WALLABY J133348-244525	NGC5044 Kin TR3	5	0	mass2|screen_ratio0	2.657539506424e+01	8.461066830165e-01	3.000000000000e+00	1.537013346327e+10	9.557246477820e-01	3.283300789936e-01	3.033393301826e-12	2.527827751522e-02	4.987460842971e+01	1.434703828212e-01	6.083697341242e-02	4.099804663751e-01	7.179694735243e-01	1.608217753821e+10	5.482059719522e-01	1.272109033313e-01	5.923075172678e-01	6.620252069886e+01	7.500000000000e+01
