group,branch,center,amplitude,kind,n,true_flux_fraction_retained_mean,true_flux_fraction_retained_sd,true_flux_fraction_retained_min,true_flux_fraction_retained_max,true_flux_fraction_retained_conditional_mc_se,peak_selected_mean,peak_selected_sd,peak_selected_min,peak_selected_max,peak_selected_conditional_mc_se,paired_selected_flux_difference_over_reference_mean,paired_selected_flux_difference_over_reference_sd,paired_selected_flux_difference_over_reference_min,paired_selected_flux_difference_over_reference_max,paired_selected_flux_difference_over_reference_conditional_mc_se,selected_noisy_flux_over_reference_mean,selected_noisy_flux_over_reference_sd,selected_noisy_flux_over_reference_min,selected_noisy_flux_over_reference_max,selected_noisy_flux_over_reference_conditional_mc_se,adequate_recovery
empirical,boxcar_hanning_full,20,10,rotation,12,0.8898096463794496,0.04942330413291664,0.7902923364948179,0.958592719462434,,1.0,0.0,1.0,1.0,,0.9578578486079147,0.16119749500133235,0.7162014124987892,1.3193382155151765,,0.977235259403462,0.17377315490383294,0.72213966577355,1.3538259626705047,,False
empirical,boxcar_hanning_full,20,10,warp,12,0.8824642501092645,0.05365077126584905,0.7765128055509994,0.9615188290073713,,1.0,0.0,1.0,1.0,,0.9518621897412767,0.16622721794532633,0.6947338523309422,1.3165484740405304,,0.971239600536824,0.17877171244475798,0.7006721056057029,1.3510362211958586,,False
empirical,boxcar_hanning_full,20,10,streaming,12,0.8663707500269354,0.059565638844221294,0.7438872857038726,0.9645729200538481,,0.9166666666666666,0.28867513459481287,0.0,1.0,,0.9457663593078726,0.1773143033636743,0.6828318173041372,1.343362996750928,,0.9651437701034201,0.18969588222671424,0.688770070578898,1.377850743906256,,False
empirical,boxcar_hanning_full,30,5,rotation,12,0.7660534947487636,0.08476520682366863,0.6182993988928613,0.8722958860651719,,1.0,0.0,1.0,1.0,,0.9362302729972409,0.17608637513716685,0.6813754266500823,1.3013643064914913,,0.9749850945883357,0.18422573494714595,0.6813754266500823,1.3703398008021475,,False
empirical,boxcar_hanning_full,30,5,warp,12,0.755406821242393,0.08576283180225451,0.5995718737272563,0.8599386598055263,,1.0,0.0,1.0,1.0,,0.9197892378838296,0.18608693884830993,0.6238160573667658,1.2992014487874812,,0.9585440594749243,0.19167120416584355,0.6238160573667658,1.3681769430981372,,False
empirical,boxcar_hanning_full,30,5,streaming,12,0.7110703897736749,0.09018581309256209,0.5752585930760473,0.8196629958522385,,1.0,0.0,1.0,1.0,,0.8736376643134157,0.1952561389377505,0.5519524785095189,1.2521534772260121,,0.9123924859045106,0.19823593586890687,0.5519524785095189,1.3211289715366683,,False
empirical,boxcar_hanning_full,30,10,rotation,12,0.9407808843307235,0.02654609804666244,0.8694976905459058,0.962788681061903,,1.0,0.0,1.0,1.0,,1.0855232742242171,0.07169713337590236,0.9942358549298971,1.213424790826967,,1.1049006850197647,0.0756003618670069,0.9942358549298971,1.247912537982295,,True
empirical,boxcar_hanning_full,30,10,warp,12,0.936259126506652,0.026447780084337853,0.865365097408092,0.960609868770998,,1.0,0.0,1.0,1.0,,1.076893606917364,0.07101695977074518,0.9805845968796518,1.1986221382367348,,1.0962710177129116,0.07318266912737886,0.9833725702593648,1.2331098853920628,,True
empirical,boxcar_hanning_full,30,10,streaming,12,0.9292885858698064,0.022500865012495076,0.8733137330655152,0.9576879542210206,,1.0,0.0,1.0,1.0,,1.0740183754405797,0.07244675770609361,0.964236751950466,1.1998355901980355,,1.093395786236127,0.07499243384032563,0.964236751950466,1.2343233373533635,,True
empirical,boxcar_hanning_decimated,10,5,rotation,12,0.7666742703935919,0.10461333992245615,0.5966820467450035,0.9325218708727002,,1.0,0.0,1.0,1.0,,0.9345084118156545,0.28490861501020137,0.5879609070264074,1.546251612088596,,0.9745063583613937,0.3110858051538302,0.59869305310316,1.6174396093786545,,False
empirical,boxcar_hanning_decimated,10,5,warp,12,0.7528223153378845,0.10771560871287042,0.5819691826975398,0.9247243402566164,,1.0,0.0,1.0,1.0,,0.9190555875670033,0.2812589611738193,0.5925056865114401,1.5271753144894131,,0.9590535341127427,0.30714928293424393,0.5925056865114401,1.5983633117794716,,False
empirical,boxcar_hanning_decimated,10,5,streaming,12,0.692555864213069,0.13803648437919278,0.47415413088482,0.9090161272419417,,1.0,0.0,1.0,1.0,,0.8603292746165697,0.3109373722174139,0.4721932307710427,1.5260850934380465,,0.9003272211623092,0.33621373504124563,0.48347959983808825,1.5972730907281054,,False
empirical,boxcar_hanning_decimated,10,10,rotation,12,0.9334011482079726,0.028966432098991645,0.88042311688214,0.9688718474995911,,1.0,0.0,1.0,1.0,,1.0417214580309397,0.15556137961638106,0.851834937549666,1.3140807738331302,,1.0617204313038096,0.16851267035432044,0.851834937549666,1.3496747724781593,,True
empirical,boxcar_hanning_decimated,10,10,warp,12,0.9293711604001845,0.030024552952016496,0.8766620752086498,0.9665463168526944,,1.0,0.0,1.0,1.0,,1.0379129689610924,0.15736799274024216,0.8454884467936202,1.3085637640131376,,1.057911942233962,0.1704724986664539,0.8454884467936202,1.3441577626581667,,True
empirical,boxcar_hanning_decimated,10,10,streaming,12,0.9156602098024762,0.028438770482287243,0.8684858579444165,0.9511425136281171,,1.0,0.0,1.0,1.0,,1.0237381837280848,0.16128607408253745,0.8212023950774124,1.2954776600132485,,1.0437371570009544,0.17423981311480077,0.8453813134287337,1.3310716586582778,,True
empirical,boxcar_hanning_decimated,20,5,rotation,12,0.4489282346490211,0.26183423417496876,0.06978225745289872,0.853947542216465,,0.5,0.5222329678670935,0.0,1.0,,0.545107061938826,0.3515333244979841,0.06483896116060164,1.172666042090911,,0.5851050084845651,0.38139649136323656,0.06483896116060164,1.2438540393809692,,False
empirical,boxcar_hanning_decimated,20,5,warp,12,0.43372831208256796,0.2682915731998761,0.0448367356487353,0.8509186299694013,,0.5,0.5222329678670935,0.0,1.0,,0.527936047623491,0.3559943676653131,0.04135469707434278,1.169220149084975,,0.5679339941692302,0.3852784266054482,0.04135469707434278,1.2404081463750332,,False
empirical,boxcar_hanning_decimated,20,5,streaming,12,0.38629262671699993,0.2660005008526853,0.004898513451752319,0.8407984426065128,,0.4166666666666667,0.5149286505444373,0.0,1.0,,0.4793776876079519,0.35072987304027187,0.004238644305320387,1.1559358336042989,,0.519375634153691,0.38008284933328906,0.011123189551848753,1.2271238308943573,,False
empirical,boxcar_hanning_decimated,20,10,rotation,12,0.8996051276549272,0.05391284432822309,0.7924082292954967,0.9657074693702348,,1.0,0.0,1.0,1.0,,0.9649626327360542,0.15797981942798986,0.7156835796570378,1.3020939798693947,,0.9849616060089237,0.17148831280213714,0.7218123122200467,1.3376879785144238,,False
empirical,boxcar_hanning_decimated,20,10,warp,12,0.8919445763109378,0.05619754585169236,0.7813071250282542,0.9648236791802995,,1.0,0.0,1.0,1.0,,0.9583400143471411,0.16224014107491658,0.7014709477424219,1.3028834655960804,,0.9783389876200106,0.17549936672675215,0.7075996803054307,1.3384774642411095,,False
empirical,boxcar_hanning_decimated,20,10,streaming,12,0.8794971488797514,0.05904327101231172,0.7556762053098546,0.9706407943948473,,0.8333333333333334,0.38924947208076144,0.0,1.0,,0.9558042710803739,0.17601572312295305,0.6922148959388321,1.3555964345868983,,0.9758032443532435,0.18887285829741132,0.698343628501841,1.3911904332319274,,False
empirical,boxcar_hanning_decimated,30,5,rotation,12,0.7849081142336317,0.08769412381403768,0.6156836536890642,0.8903003687174014,,1.0,0.0,1.0,1.0,,0.9545885703748715,0.17481101255461404,0.6994688219192405,1.3131826505149977,,0.9945865169206108,0.18432064683509702,0.6994688219192405,1.3843706478050561,,False
empirical,boxcar_hanning_decimated,30,5,warp,12,0.7736842746652872,0.0868123653850822,0.6099028160084092,0.879184969513632,,1.0,0.0,1.0,1.0,,0.9353774012223032,0.18288022410375043,0.6403824002372065,1.3136925842888785,,0.9753753477680424,0.1898093203931255,0.6403824002372065,1.384880581578937,,False
empirical,boxcar_hanning_decimated,30,5,streaming,12,0.7306351474776939,0.08957393200409214,0.6006238721473934,0.8372730620624413,,1.0,0.0,1.0,1.0,,0.8947708644863258,0.19456554941361598,0.5773925088749783,1.2809113187264458,,0.934768811032065,0.19743160334142293,0.5773925088749783,1.352099316016504,,False
empirical,boxcar_hanning_decimated,30,10,rotation,12,0.9473907060840442,0.02567208636078617,0.8808253507743335,0.9673415299997147,,1.0,0.0,1.0,1.0,,1.0905526061769795,0.07379414603395304,0.9873005698715505,1.2266264546702912,,1.1105515794498493,0.07831352695978566,0.9873005698715505,1.2622204533153203,,True
empirical,boxcar_hanning_decimated,30,10,warp,12,0.9432134397615027,0.026323311482034498,0.8752509531263198,0.9631371199118198,,1.0,0.0,1.0,1.0,,1.0839294561069048,0.07139520611737833,0.9922070618466857,1.2095609922198494,,1.1039284293797749,0.07425710441786451,0.9922070618466857,1.2451549908648787,,True
empirical,boxcar_hanning_decimated,30,10,streaming,12,0.9387955108832028,0.020104715841028277,0.8922680203391383,0.9614097627076872,,1.0,0.0,1.0,1.0,,1.0828913980270254,0.0732992803238885,0.9673050650096807,1.2111271325477224,,1.102890371299895,0.07657142024526876,0.9673050650096807,1.2467211311927515,,True
gaussian,boxcar_independent,10,5,rotation,16,0.7469237120471368,0.08362067520994854,0.5813295877375829,0.8917044807765784,0.020905168802487134,1.0,0.0,1.0,1.0,0.0,0.831587834097226,0.18123785252614505,0.5669641446407065,1.3076661211522185,0.04530946313153626,0.8357113555762499,0.180834377886791,0.5669641446407065,1.3076661211522185,0.04520859447169775,False
gaussian,boxcar_independent,10,5,warp,16,0.7323051953054577,0.08303993688342999,0.565244249597516,0.8836125406366133,0.020759984220857498,1.0,0.0,1.0,1.0,0.0,0.8174945957057146,0.18052348088686845,0.5523871177210781,1.29530861523405,0.04513087022171711,0.8216181171847384,0.18043094532137657,0.5523871177210781,1.29530861523405,0.04510773633034414,False
gaussian,boxcar_independent,10,5,streaming,16,0.6664469430021722,0.10661383845620438,0.47737451854494267,0.8630883819401146,0.026653459614051096,1.0,0.0,1.0,1.0,0.0,0.7505456794429171,0.20570564860682022,0.4651832516398326,1.2798340193374915,0.051426412151705056,0.7546692009219409,0.20562766424868398,0.4651832516398326,1.2798340193374915,0.051406916062170994,False
gaussian,boxcar_independent,10,10,rotation,16,0.9354092693389592,0.027256930010532927,0.8676707174295597,0.9637879530020975,0.006814232502633232,1.0,0.0,1.0,1.0,0.0,1.0010082225927879,0.09807792005545085,0.8651471721277639,1.2378340443488296,0.024519480013862713,1.0030699833322998,0.09838538999133119,0.8651471721277639,1.2378340443488296,0.024596347497832797,True
gaussian,boxcar_independent,10,10,warp,16,0.9318931444135963,0.02912245238189433,0.8605784888123221,0.9624413847298399,0.007280613095473582,1.0,0.0,1.0,1.0,0.0,0.9993615070584354,0.09917094140434951,0.8594498625573043,1.2394021392825594,0.024792735351087378,1.0014232677979473,0.09959862623771094,0.8594498625573043,1.2394021392825594,0.024899656559427736,True
gaussian,boxcar_independent,10,10,streaming,16,0.9257442851644145,0.017340110200200872,0.8967098282088268,0.9502662168374183,0.004335027550050218,1.0,0.0,1.0,1.0,0.0,0.9955352401642834,0.09763441587265596,0.8578555108336073,1.2449246866754973,0.02440860396816399,0.9975970009037952,0.09828818052026207,0.8578555108336073,1.2449246866754973,0.024572045130065518,True
gaussian,boxcar_independent,20,5,rotation,16,0.7721351609116243,0.04771220384575268,0.6890062097470155,0.855090617075131,0.01192805096143817,1.0,0.0,1.0,1.0,0.0,0.9180883839348761,0.12142566395809953,0.6676709761306334,1.1076340607440953,0.030356415989524883,0.9222119054138997,0.12219043230091224,0.6676709761306334,1.1076340607440953,0.03054760807522806,False
gaussian,boxcar_independent,20,5,warp,16,0.7634029611070388,0.04653419198618655,0.6820342326416771,0.8483958164377382,0.011633547996546638,1.0,0.0,1.0,1.0,0.0,0.9093056196754135,0.11731338655551418,0.6776050595442914,1.0911978471578658,0.029328346638878545,0.9134291411544373,0.11797574207131385,0.6776050595442914,1.0911978471578658,0.029493935517828463,False
gaussian,boxcar_independent,20,5,streaming,16,0.7116087081995948,0.061121199540663335,0.591617782242287,0.7952448090877301,0.015280299885165834,1.0,0.0,1.0,1.0,0.0,0.8556260020566592,0.13220831123513316,0.6013481305075588,1.0490425996309871,0.03305207780878329,0.859749523535683,0.13257501722096696,0.6013481305075588,1.0490425996309871,0.03314375430524174,False
gaussian,boxcar_independent,20,10,rotation,16,0.9374300473835636,0.021321339086702022,0.882885997494718,0.9656006998460086,0.0053303347716755056,1.0,0.0,1.0,1.0,0.0,1.0486055225377187,0.06626228633665449,0.942376679440931,1.1473633116591695,0.01656557158416362,1.0506672832772306,0.06650038596890404,0.942376679440931,1.1473633116591695,0.01662509649222601,True
gaussian,boxcar_independent,20,10,warp,16,0.9347543319457454,0.021018036151270535,0.8788834950285446,0.9628771293695023,0.005254509037817634,1.0,0.0,1.0,1.0,0.0,1.0469682902173094,0.06523560300202048,0.9473919061338231,1.1466076382843657,0.01630890075050512,1.0490300509568211,0.06528104705188442,0.9473919061338231,1.1466076382843657,0.016320261762971106,True
gaussian,boxcar_independent,20,10,streaming,16,0.9277237241089773,0.019833046217888842,0.867605719236263,0.9492986476586981,0.004958261554472211,1.0,0.0,1.0,1.0,0.0,1.0427995205220173,0.06405443487458991,0.9535403743306483,1.1744310670453093,0.016013608718647477,1.0448612812615292,0.06359925294974575,0.9538767187825214,1.1744310670453093,0.015899813237436437,True
gaussian,boxcar_independent,30,5,rotation,16,0.7426273572741051,0.0607810249768686,0.6112210357744745,0.8288536628396405,0.01519525624421715,1.0,0.0,1.0,1.0,0.0,0.8619234578057215,0.12811381004066202,0.6836336508091292,1.093382207227195,0.032028452510165506,0.8660469792847452,0.12507609337824055,0.6836336508091292,1.093382207227195,0.03126902334456014,False
gaussian,boxcar_independent,30,5,warp,16,0.7276277737206924,0.05961538641527475,0.6018053959683205,0.8230932499315794,0.014903846603818688,1.0,0.0,1.0,1.0,0.0,0.8467379906234611,0.1264679412776705,0.6749364402367255,1.0964890878086344,0.031616985319417625,0.8508615121024848,0.12368474691861306,0.6858529368248368,1.0964890878086344,0.030921186729653265,False
gaussian,boxcar_independent,30,5,streaming,16,0.6670193842512944,0.07192770302482636,0.531066302113788,0.7824613464799692,0.01798192575620659,1.0,0.0,1.0,1.0,0.0,0.781415267327797,0.14142648643422787,0.5711859839500688,1.0334113730795123,0.035356621608556967,0.7855387888068208,0.13834053961178233,0.5919013947699296,1.0334113730795123,0.03458513490294558,False
gaussian,boxcar_independent,30,10,rotation,16,0.942047585718621,0.015327939088298924,0.8992725336429384,0.9628115114211332,0.003831984772074731,1.0,0.0,1.0,1.0,0.0,1.0289306666101579,0.07473587845784292,0.8843952241296303,1.171304945423204,0.01868396961446073,1.0309924273496698,0.07413123225701375,0.8843952241296303,1.171304945423204,0.018532808064253437,True
gaussian,boxcar_independent,30,10,warp,16,0.9373387352482278,0.015049839856528763,0.8980908284450417,0.9608283007804295,0.003762459964132191,1.0,0.0,1.0,1.0,0.0,1.02418348612727,0.07221458366800478,0.8792077931731491,1.1643296707847883,0.018053645917001194,1.026245246866782,0.07134137595684113,0.8792077931731491,1.1643296707847883,0.017835343989210283,True
gaussian,boxcar_independent,30,10,streaming,16,0.9293882282649648,0.010520557969982714,0.9137485072760437,0.9472343148840744,0.0026301394924956784,1.0,0.0,1.0,1.0,0.0,1.0210442813776126,0.07291185418329248,0.8892884617699942,1.1513670167596817,0.01822796354582312,1.0231060421171243,0.07200144930547073,0.8892884617699942,1.1513670167596817,0.018000362326367682,True
gaussian,boxcar_hanning_full,10,5,rotation,16,0.7584426908517812,0.08328354656797621,0.5661426705455767,0.8814562987089805,0.020820886641994052,1.0,0.0,1.0,1.0,0.0,0.951844379848561,0.1987279337056474,0.5671364504537578,1.2688048278575377,0.04968198342641185,1.2366250828584575,0.34819815489917927,0.5671364504537578,1.8927032137214215,0.08704953872479482,False
gaussian,boxcar_hanning_full,10,5,warp,16,0.7453001717596971,0.08579622032292678,0.5489694016539969,0.8624369101351848,0.021449055080731694,1.0,0.0,1.0,1.0,0.0,0.9331812968890321,0.19485620926739813,0.5633126332299546,1.2177201369164643,0.04871405231684953,1.2179619998989284,0.3488368678690243,0.5633126332299546,1.8366179081413945,0.08720921696725607,False
gaussian,boxcar_hanning_full,10,5,streaming,16,0.6989957521567668,0.10284309137661843,0.47432015430625146,0.8586005565043872,0.025710772844154607,1.0,0.0,1.0,1.0,0.0,0.8925261598948073,0.2109937589224993,0.4817602774348628,1.2350259017972525,0.052748439730624826,1.177306862905135,0.3672447840393882,0.4817602774348628,1.8589242876620815,0.09181119600984705,False
gaussian,boxcar_hanning_full,10,10,rotation,16,0.9286609294238204,0.028644261892859513,0.8768323637695544,0.974502593958476,0.007161065473214878,1.0,0.0,1.0,1.0,0.0,1.0379368278301957,0.13050686019027485,0.7803395437224151,1.2639278400558016,0.03262671504756871,1.180327179335144,0.19805872011000186,0.7803395437224151,1.5758770329877436,0.049514680027500466,True
gaussian,boxcar_hanning_full,10,10,warp,16,0.9246095760170354,0.028429861205989355,0.868448248773876,0.9683625428515217,0.007107465301497339,1.0,0.0,1.0,1.0,0.0,1.034029916493726,0.12782880499463262,0.7927601881655376,1.2559429294973103,0.031957201248658154,1.1764202679986742,0.19567451167076674,0.7927601881655376,1.5678921224292521,0.048918627917691686,True
gaussian,boxcar_hanning_full,10,10,streaming,16,0.9156997524198156,0.03003617298075254,0.855632380622893,0.9692447076080724,0.007509043245188135,1.0,0.0,1.0,1.0,0.0,1.0390762160634597,0.13305272233869317,0.7846907627036772,1.2770415721527617,0.03326318058467329,1.1814665675686233,0.20236415904439287,0.7846907627036772,1.5889907650851762,0.05059103976109822,True
gaussian,boxcar_hanning_full,20,5,rotation,16,0.7645154128503865,0.07658960572173085,0.6140132840363468,0.9091352389482454,0.01914740143043271,1.0,0.0,1.0,1.0,0.0,0.9613827322077046,0.20773885084656218,0.582508717812228,1.4005990702167377,0.051934712711640546,1.2461634352175874,0.4025888131749716,0.7452920616663226,2.0244974560805917,0.1006472032937429,False
gaussian,boxcar_hanning_full,20,5,warp,16,0.7562816903914695,0.08287092658827197,0.5904613075651174,0.90448841283671,0.020717731647067993,1.0,0.0,1.0,1.0,0.0,0.9588769457633548,0.21795271216916645,0.5495594191469023,1.411680236724143,0.05448817804229161,1.2436576487732376,0.4075683000734157,0.7130199118019593,2.035578622587997,0.10189207501835393,False
gaussian,boxcar_hanning_full,20,5,streaming,16,0.7163973047758685,0.10161423935065303,0.4874214102514843,0.8810335670502036,0.025403559837663257,1.0,0.0,1.0,1.0,0.0,0.9350695110014313,0.24250343031004984,0.4880386023704625,1.4230257767289027,0.06062585757751246,1.2198502140113139,0.4250598494547907,0.6514990950255194,2.0469241625927563,0.10626496236369767,False
