group,branch,center,amplitude,kind,n,true_flux_fraction_retained_mean,true_flux_fraction_retained_sd,true_flux_fraction_retained_min,true_flux_fraction_retained_max,true_flux_fraction_retained_conditional_mc_se,peak_selected_mean,peak_selected_sd,peak_selected_min,peak_selected_max,peak_selected_conditional_mc_se,paired_selected_flux_difference_over_reference_mean,paired_selected_flux_difference_over_reference_sd,paired_selected_flux_difference_over_reference_min,paired_selected_flux_difference_over_reference_max,paired_selected_flux_difference_over_reference_conditional_mc_se,selected_noisy_flux_over_reference_mean,selected_noisy_flux_over_reference_sd,selected_noisy_flux_over_reference_min,selected_noisy_flux_over_reference_max,selected_noisy_flux_over_reference_conditional_mc_se,adequate_recovery
empirical,boxcar_independent,10,5,rotation,12,0.7710862166537176,0.10404929162329817,0.6013501021063128,0.9345347916998864,,1.0,0.0,1.0,1.0,,0.9394687473559092,0.28535792857443537,0.5967262156987383,1.5495200038825154,,0.9796438297676716,0.31175715882580635,0.6039894254078306,1.6210232660458843,,False
empirical,boxcar_independent,10,5,warp,12,0.757104849927427,0.10703545179712635,0.5866517059874703,0.92657224208933,,1.0,0.0,1.0,1.0,,0.922800773682973,0.2810745697570991,0.5964493995143867,1.530637582478793,,0.9629758560947353,0.30701158427315983,0.5964493995143867,1.6021408446421619,,False
empirical,boxcar_independent,10,5,streaming,12,0.6962076455527093,0.13804289829609637,0.47729773785208013,0.9123702485250728,,1.0,0.0,1.0,1.0,,0.8642204865766141,0.3104812216913811,0.4757791421463348,1.5296040938577073,,0.9043955689883765,0.33591232806938126,0.4874598371656324,1.6011073560210765,,False
empirical,boxcar_independent,10,10,rotation,12,0.9358683781271688,0.028097753230213306,0.8850568914836003,0.9712356013366175,,1.0,0.0,1.0,1.0,,1.0441505681160042,0.15504430547895579,0.8554099629216431,1.3174928276629891,,1.0642381093218853,0.16800399848547742,0.8563179741281903,1.3532444587446735,,True
empirical,boxcar_independent,10,10,warp,12,0.9315797920137475,0.02949637280609376,0.8807522729580319,0.9689443210293738,,1.0,0.0,1.0,1.0,,1.0405372299524474,0.1567791667700317,0.8501453536795925,1.313187384043615,,1.0606247711583285,0.16986805886141823,0.8501453536795925,1.3489390151252993,,True
empirical,boxcar_independent,10,10,streaming,12,0.9179094754251693,0.02810491284707165,0.869863399537474,0.9501907572753028,,1.0,0.0,1.0,1.0,,1.025883753533402,0.16078991263368414,0.8233422797646234,1.298817092636465,,1.045971294739283,0.17389230079297677,0.8455726625069345,1.3345687237181496,,True
empirical,boxcar_independent,20,5,rotation,12,0.4529908263771736,0.2624041346323924,0.07064293821417064,0.8568343882647611,,0.5,0.5222329678670935,0.0,1.0,,0.5492795594134311,0.35190786833765647,0.0656777499212744,1.1732940783433323,,0.5894546418251934,0.38197432813504273,0.0656777499212744,1.2447973405067012,,False
empirical,boxcar_independent,20,5,warp,12,0.4371115986320939,0.2689540216763221,0.0431611245076003,0.8545797019426976,,0.5,0.5222329678670935,0.0,1.0,,0.5320937703784915,0.35730484570268745,0.04056677732130718,1.173444786852415,,0.5722688527902537,0.3867236435137888,0.04056677732130718,1.2449480490157838,,False
empirical,boxcar_independent,20,5,streaming,12,0.38897042585778413,0.26717798389264635,0.006763607810952393,0.844164067978315,,0.4166666666666667,0.5149286505444373,0.0,1.0,,0.4813266438649128,0.35174333788037015,0.0058297721307581695,1.1569767921665153,,0.521501726276675,0.3813148298262153,0.011313595726883773,1.2284800543298842,,False
empirical,boxcar_independent,20,10,rotation,12,0.9011300018818216,0.05489703203414629,0.7921544211700144,0.9679611210173005,,1.0,0.0,1.0,1.0,,0.9655662155839352,0.1582799384678942,0.7155323021502601,1.3005472167486614,,0.9856537567898163,0.1719056889942252,0.7216881765653871,1.336298847830346,,True
empirical,boxcar_independent,20,10,warp,12,0.8934348811048295,0.05712195604855993,0.7799157762897161,0.9666708130605446,,1.0,0.0,1.0,1.0,,0.9588234773048114,0.16265111882319983,0.6989910144954575,1.3014854869407317,,0.9789110185106926,0.17597552698272217,0.7051468889105845,1.3372371180224163,,False
empirical,boxcar_independent,20,10,streaming,12,0.8812465970106148,0.05930907387811488,0.7560471143938137,0.9710614729747422,,0.8333333333333334,0.38924947208076144,0.0,1.0,,0.9570402210994198,0.17539274717881115,0.6925134597926517,1.3567251995574776,,0.977127762305301,0.18827883869356654,0.6986693342077787,1.3924768306391622,,False
empirical,boxcar_independent,30,5,rotation,12,0.7883405772234001,0.08659786030580395,0.6182514693101768,0.8925040945383816,,1.0,0.0,1.0,1.0,,0.9575596824445065,0.17378417676908778,0.7005405340526648,1.312301120506849,,0.9977347648562688,0.18362336038814586,0.7005405340526648,1.383804382670218,,False
empirical,boxcar_independent,30,5,warp,12,0.7761932771119603,0.08700138707825925,0.609693810027254,0.8813164586069198,,1.0,0.0,1.0,1.0,,0.9376868344238768,0.18247402885435074,0.6468874401554746,1.3141666029482786,,0.9778619168356393,0.1893914848085688,0.6468874401554746,1.3856698651116475,,False
empirical,boxcar_independent,30,5,streaming,12,0.7337650520224094,0.08937777041509999,0.605934900254195,0.8395770088267915,,1.0,0.0,1.0,1.0,,0.8988343887119701,0.1948107009545649,0.5809183607478101,1.2853502146457627,,0.939009471123732,0.19752063186700794,0.5809183607478101,1.3568534768091314,,False
empirical,boxcar_independent,30,10,rotation,12,0.9485835011752854,0.02598735684802387,0.8811070914415027,0.9687464263709138,,1.0,0.0,1.0,1.0,,1.090999393125177,0.07439897977822035,0.9878814802603245,1.228855117375028,,1.1110869343310583,0.07893009969625207,0.9878814802603245,1.2646067484567123,,True
empirical,boxcar_independent,30,10,warp,12,0.9445892386454728,0.02684220099966865,0.8750904119966828,0.9646612471096336,,1.0,0.0,1.0,1.0,,1.0854113070676927,0.07157385503821266,0.9930305145805113,1.2116826269781285,,1.1054988482735741,0.07449289517785024,0.9930305145805113,1.247434258059813,,True
empirical,boxcar_independent,30,10,streaming,12,0.9403108853751562,0.0194757092023244,0.8964753959899042,0.9616783589248743,,1.0,0.0,1.0,1.0,,1.0837733463836057,0.07324765811741477,0.9677129085152633,1.2111972289131425,,1.1038608875894866,0.07667055001156244,0.9677129085152633,1.2469488599948269,,True
empirical,boxcar_hanning_full,10,5,rotation,12,0.7380529316399483,0.1094220092219524,0.560102480319405,0.9165394545567077,,1.0,0.0,1.0,1.0,,0.9039250936836917,0.2850739927543343,0.5467085705417447,1.5170193957825118,,0.9426799152747884,0.3101497406462631,0.5669547175067731,1.585994890093171,,False
empirical,boxcar_hanning_full,10,5,warp,12,0.7243523958799005,0.11285243784020545,0.5473167237968272,0.9090512808885622,,1.0,0.0,1.0,1.0,,0.8885007155749185,0.28295506315014446,0.5443325131431315,1.4981293386291636,,0.927255537166015,0.30795959149324403,0.560091963445056,1.567104832939823,,False
empirical,boxcar_hanning_full,10,5,streaming,12,0.6674019042697967,0.13935461027155,0.4527725694845092,0.8867777270837846,,1.0,0.0,1.0,1.0,,0.8317584059211427,0.3097771124827452,0.44013196149299444,1.487966225833144,,0.8705132275122981,0.33448759645064335,0.4606116190521858,1.556941720143908,,False
empirical,boxcar_hanning_full,10,10,rotation,12,0.916942758778919,0.03285721719988828,0.8538669936882934,0.9520649839003974,,1.0,0.0,1.0,1.0,,1.0216116966451185,0.15755037078721382,0.8294477372451697,1.2893782631967945,,1.0409891074406665,0.17032994781228727,0.8294477372451697,1.323866010352124,,True
empirical,boxcar_hanning_full,10,10,warp,12,0.9137126382356997,0.03349329845764832,0.8483286582927256,0.9496128876965053,,1.0,0.0,1.0,1.0,,1.020677447988554,0.15764336513944105,0.8218911554317133,1.28454253177582,,1.0400548587841025,0.17063836030883978,0.8218911554317133,1.3190302789311497,,True
empirical,boxcar_hanning_full,10,10,streaming,12,0.9006783459752312,0.029921322640627104,0.8532723163544481,0.9479030967686327,,1.0,0.0,1.0,1.0,,1.007833568916458,0.15909351928279572,0.8197565299706076,1.2644402437149513,,1.027210979712036,0.17163983861293342,0.8345162300383034,1.2989279908703333,,True
empirical,boxcar_hanning_full,20,5,rotation,12,0.42855331155479526,0.2590019506355348,0.039524390276859354,0.8489450020127324,,0.5,0.5222329678670935,0.0,1.0,,0.5238330078471647,0.3467872670865955,0.029801527758658502,1.1716633954940656,,0.5625878294382597,0.37548760124929287,0.03509148840955843,1.2406388898047218,,False
empirical,boxcar_hanning_full,20,5,warp,12,0.41597591041440185,0.26295305563856963,0.00241249629420341,0.8476482609874084,,0.5,0.5222329678670935,0.0,1.0,,0.5106635815891335,0.35001011593365416,0.0020713204485545748,1.1726382017304025,,0.5494184031802284,0.37836041420242134,0.007361281099454505,1.2416136960410586,,False
empirical,boxcar_hanning_full,20,5,streaming,12,0.3736705183911146,0.2541819193650239,0.002266599548380118,0.825301108350898,,0.4166666666666667,0.5149286505444373,0.0,1.0,,0.46838105078723863,0.34080659122671847,0.001822192950584502,1.1473547241185087,,0.5071358723783336,0.36896531693035656,0.013698699500106114,1.2163302184291647,,False
