group,branch,draw,center,kind,amplitude,peak_selected,true_flux_fraction_retained,reference_flux_jy_kms,post_continuum_flux_over_reference,selected_noisy_flux_over_reference,paired_selected_flux_difference_over_reference,selected_voxel_fraction
empirical,boxcar_independent,2,10,rotation,10,True,0.9272668855102756,0.5189665145020671,0.999999999999415,0.9529350738765147,0.9327750286946805,0.01880520536213266
empirical,boxcar_independent,2,10,warp,5,True,0.7122337452011926,0.2594832572510335,0.999999999999415,0.8112314393692669,0.7709113490055988,0.007374021091442216
empirical,boxcar_independent,2,10,warp,10,True,0.9161523760919587,0.518966514502067,0.999999999999415,0.948225463244425,0.9280654180625909,0.01852577641329356
empirical,boxcar_independent,2,10,streaming,5,True,0.6640312840466889,0.25948325725103305,0.9999999999810905,0.74892471215548,0.7086046217918117,0.006898628983676994
empirical,boxcar_independent,2,10,streaming,10,True,0.9066907070669179,0.5189665145020661,0.9999999999810905,0.9325352998510882,0.9123752546692541,0.019012055363221345
empirical,boxcar_independent,2,20,rotation,5,False,0.43811561380073805,0.2594832572510335,1.0000000000000002,0.6357006443185077,0.5953805539548395,0.005555918450294308
empirical,boxcar_independent,2,20,rotation,10,True,0.9124145862866251,0.518966514502067,1.0000000000000002,1.0082566350166093,0.9880965898347752,0.016689529035208046
empirical,boxcar_independent,2,20,warp,5,False,0.432721954055925,0.25948325725103355,1.0,0.6330623391691114,0.5927422488054431,0.005541402660744225
empirical,boxcar_independent,2,20,warp,10,True,0.9003990528382232,0.5189665145020671,1.0,1.0025312526084413,0.9823712074266071,0.016518968507994572
empirical,boxcar_independent,2,20,streaming,5,False,0.3694861479860007,0.25948325725103355,0.9999999999999997,0.5321854378172348,0.49186534745356664,0.004710373709001967
empirical,boxcar_independent,2,20,streaming,10,True,0.8931227048887119,0.5189665145020671,0.9999999999999997,0.9821000934106285,0.9619400482287944,0.016805655351608714
empirical,boxcar_independent,2,30,rotation,5,True,0.8210249091631269,0.2594832572510335,1.0,0.9806617633705104,0.9403416730068422,0.011725129009079627
empirical,boxcar_independent,2,30,rotation,10,True,0.9509499046119656,0.518966514502067,1.0,1.0950110909452868,1.0748510457634528,0.024020002758000016
empirical,boxcar_independent,2,30,warp,5,True,0.8111623726160005,0.2594832572510335,1.0,0.9628157324650011,0.9224956421013328,0.01169972637736698
empirical,boxcar_independent,2,30,warp,10,True,0.9471402074637849,0.518966514502067,1.0,1.0934317565346865,1.0732717113528525,0.02404903433710018
empirical,boxcar_independent,2,30,streaming,5,True,0.76480027258029,0.25948325725103355,0.9999999999999921,0.9264709143912032,0.886150824027535,0.010981194794637867
empirical,boxcar_independent,2,30,streaming,10,True,0.9400279788567735,0.5189665145020671,0.9999999999999921,1.0948593253295142,1.07469928014768,0.024350236970264404
empirical,boxcar_independent,3,10,rotation,5,True,0.6430979641672454,0.25948325725103355,0.999999999999415,0.6510215408071083,0.5967262156987383,0.006539363192312438
