branch,draw,rms_over_target,selected_fraction
boxcar_independent,0,0.9915334371987384,0.00015241579027587258
boxcar_independent,1,0.955271229191841,0.0
boxcar_independent,2,1.013531879018978,0.00013064210595074792
boxcar_independent,3,0.9090229503954906,0.0
boxcar_independent,4,0.9945284487530373,0.00018507631676355956
boxcar_independent,5,1.0163142574731567,0.0
boxcar_independent,6,0.9881301295784535,0.0
boxcar_independent,7,1.0379419203377187,0.0
boxcar_independent,8,1.0153239091586257,0.0
boxcar_independent,9,0.9898002298004304,0.0
boxcar_independent,10,0.9846460274506694,0.0
boxcar_independent,11,0.973712014511824,0.0
boxcar_independent,12,1.0003260247066135,0.0
boxcar_independent,13,0.9954907840110274,0.0
boxcar_independent,14,0.975695638606728,0.0
boxcar_independent,15,0.998680380097984,0.00026128421190149584
boxcar_hanning_full,0,0.9226918013560137,0.0062091289800480474
boxcar_hanning_full,1,0.9698332987804638,0.004481750023588158
boxcar_hanning_full,2,0.9382349943332933,0.0015132710605961636
boxcar_hanning_full,3,1.0254879309841856,0.009776384261980969
boxcar_hanning_full,4,0.991588136847109,0.0009471552681429225
boxcar_hanning_full,5,0.9712484429226322,0.002652760540277687
boxcar_hanning_full,6,1.0350249359007797,0.0025946973820773545
boxcar_hanning_full,7,0.9861988196894632,0.004028131600148061
boxcar_hanning_full,8,0.9223458806810375,0.0005770026346158033
boxcar_hanning_full,9,0.929597326347066,0.0
boxcar_hanning_full,10,1.0284399338891574,0.012196892169457327
boxcar_hanning_full,11,0.981481935938837,0.0014044026389705402
boxcar_hanning_full,12,1.0347777753952485,0.01043322373912223
boxcar_hanning_full,13,0.8988256447122696,0.0
boxcar_hanning_full,14,1.0121495650034469,0.00809618162155885
boxcar_hanning_full,15,0.974852879932519,0.002979365805154557
boxcar_hanning_decimated,0,1.0822559795342577,0.0
boxcar_hanning_decimated,1,1.0017189730241958,0.0
boxcar_hanning_decimated,2,1.0405971368271043,0.0010777973740936705
boxcar_hanning_decimated,3,0.9628570614119226,0.0
boxcar_hanning_decimated,4,1.0342991962988455,2.1773684325124653e-05
boxcar_hanning_decimated,5,0.9561598189360156,0.0
boxcar_hanning_decimated,6,0.9917243559998105,0.0
boxcar_hanning_decimated,7,0.9999176726652598,0.0
boxcar_hanning_decimated,8,0.9950270971229817,0.0
boxcar_hanning_decimated,9,1.0191339267282822,5.443421081281164e-05
boxcar_hanning_decimated,10,0.9438027867184481,0.0
boxcar_hanning_decimated,11,1.0369984008207793,0.0
boxcar_hanning_decimated,12,0.9473792848375341,0.0
boxcar_hanning_decimated,13,0.9571679320320239,0.0
boxcar_hanning_decimated,14,0.9992485224353943,0.00014152894811331025
boxcar_hanning_decimated,15,0.9976574192525652,2.1773684325124653e-05
