name,mode,train_loss,test_loss,improvement_percent,converged,iterations
DDO154,rotation,1.3813447952270508,88.1008529663086,0.0,True,34
DDO154,warp,1.2864736318588257,94.3722152709961,-7.118389996843488,True,78
DDO154,stream,1.2443712949752808,10.727734565734863,87.82334766970152,True,84
DDO154,asymmetric,1.3810824155807495,91.71528625488281,-4.102608734056701,True,36
DDO154,full,1.2253351211547852,23.08010482788086,73.80263181253521,True,103
IC2574,rotation,3.0808088779449463,24.640602111816406,0.0,True,72
IC2574,warp,3.0741360187530518,25.103778839111328,-1.8797297452110673,True,40
IC2574,stream,2.9110395908355713,6.676532745361328,72.90434415902688,True,78
IC2574,asymmetric,2.937471389770508,24.4986629486084,0.5760377224708346,True,27
IC2574,full,2.7198755741119385,11.137500762939453,54.80020856471497,True,96
NGC2841,rotation,1.4540190696716309,2.383737564086914,0.0,True,178
NGC2841,warp,1.3372198343276978,4.097794055938721,-71.90625837657481,True,121
NGC2841,stream,1.1841580867767334,2.6548657417297363,-11.374078326725435,True,137
NGC2841,asymmetric,1.4540235996246338,2.385342597961426,-0.0673326585397982,True,25
NGC2841,full,1.0877642631530762,2.7113823890686035,-13.74500406076342,True,119
NGC2903,rotation,2.289273262023926,3.4862289428710938,0.0,True,60
NGC2903,warp,2.057884454727173,3.4157822132110596,2.020714382630806,True,62
NGC2903,stream,2.2302958965301514,3.0274078845977783,13.160956029911564,True,67
NGC2903,asymmetric,2.115973949432373,2.990230083465576,14.227374837782058,True,69
NGC2903,full,1.8940765857696533,2.992220640182495,14.170277132796583,True,96
NGC2976,rotation,2.1526832580566406,2.0829975605010986,0.0,True,138
NGC2976,warp,2.1443610191345215,2.0904383659362793,-0.35721623377180656,True,79
NGC2976,stream,2.116509437561035,2.453749179840088,-17.798946401540626,True,96
NGC2976,asymmetric,1.7332041263580322,2.098445177078247,-0.7416051209120145,True,142
NGC2976,full,1.7179056406021118,2.2629663944244385,-8.639896528733605,False,250
NGC3198,rotation,1.3118761777877808,49.561676025390625,0.0,True,145
NGC3198,warp,1.294704556465149,50.61750793457031,-2.1303393949768434,True,99
NGC3198,stream,1.2994850873947144,50.04990005493164,-0.9850837758006659,True,24
NGC3198,asymmetric,1.2077873945236206,35.82832717895508,27.709613450925076,True,103
NGC3198,full,1.17355477809906,18.850238800048828,61.96609898666101,True,131
NGC3521,rotation,17.130260467529297,39.09409713745117,0.0,True,50
NGC3521,warp,16.88468360900879,38.14522933959961,2.427138282578656,True,47
NGC3521,stream,16.124235153198242,29.229331970214844,25.233387875803192,True,37
NGC3521,asymmetric,17.11647605895996,39.15024185180664,-0.1436143010492552,True,33
NGC3521,full,16.032106399536133,27.586238861083984,29.43630655008258,True,41
NGC4214,rotation,6.736214637756348,12.41152286529541,0.0,True,48
NGC4214,warp,6.491788864135742,12.225062370300293,1.50231762064017,True,103
NGC4214,stream,5.684700965881348,10.160304069519043,18.13813518461246,True,56
NGC4214,asymmetric,6.736231327056885,12.411581993103027,-0.0004763944623009664,True,16
NGC4214,full,5.374668121337891,9.88406753540039,20.363780958436507,True,56
NGC5055,rotation,0.7162449359893799,2.2040908336639404,0.0,True,69
NGC5055,warp,0.6996135115623474,3.112380027770996,-41.20924511070052,True,51
NGC5055,stream,0.7012942433357239,2.323639154434204,-5.423928948133883,True,55
NGC5055,asymmetric,0.7119014859199524,2.268070697784424,-2.902778013650531,True,31
NGC5055,full,0.6923816800117493,3.030388832092285,-37.48928972472334,True,60
NGC6946,rotation,1.0145920515060425,1.1936042308807373,0.0,True,55
NGC6946,warp,1.010350227355957,1.195556640625,-0.16357262262902683,True,58
NGC6946,stream,0.9782664775848389,1.9840742349624634,-66.22546934995812,True,58
NGC6946,asymmetric,1.0093179941177368,1.1888397932052612,0.3991639399569258,False,28
NGC6946,full,0.972314715385437,1.8176733255386353,-52.28442380749685,True,100
NGC7331,rotation,5.28580379486084,4.739666938781738,0.0,True,26
NGC7331,warp,5.162164211273193,4.768839359283447,-0.615495157750634,True,31
NGC7331,stream,5.054355144500732,4.768344402313232,-0.6050522937982139,True,23
NGC7331,asymmetric,5.285839557647705,4.739664077758789,6.036337544257364e-05,True,5
NGC7331,full,4.979947566986084,4.962170600891113,-4.694499950803843,True,40
UGC04305,rotation,2.039426565170288,3.535707473754883,0.0,True,52
UGC04305,warp,2.039426565170288,3.535707473754883,0.0,False,0
UGC04305,stream,2.022463083267212,3.1908490657806396,9.753589926035577,True,22
UGC04305,asymmetric,1.9454108476638794,3.6191494464874268,-2.359979533146439,True,56
UGC04305,full,1.910587191581726,3.271649122238159,7.468331401191863,True,125
