axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	dimensionless_potential	log_dimensionless_potential	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	gema_zcomp_1mpc_percent	gema_zcomp_5mpc_percent	gema_footprint_1mpc	gema_footprint_5mpc	gema_nneigh	gema_q_nn	gema_dnn_mpc	gema_q_lss	gema_eta_k	gema_dkn_mpc
9.539140000000e-01	2.015951000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.170638275146e+01	1.806719000000e+00	0.000000000000e+00	7.754000000000e-01	1.149714000000e+00	2.265222000000e+00	-1.959430000000e-01	-3.335912000000e+00	9.291398657394e-01	8.506655299254e-01	-1.223371170481e+01	1.056075763003e+01	-3.589214957408e-01	8.702477898550e+00	1-135202	-3.886669016405e+00	8600-3703	2.458658752441e+02	2.771090000000e-02	6.000000000000e+00	2.123469000000e-02	2.146598000000e-02	7.090315000000e+00	2.062765689060e+02	3.637120000012e+10	8.494540000000e+00	2.048975252942e-07	-6.688463286877e+00	7.025669371650e-11	1.416607130558e+07	7.151249423509e+00	2.666699981689e+01	4.106600189209e+01	1	1	155	-1.981142200000e+00	1.186856000000e-01	-1.966758000000e+00	-1.080920000000e-02	9.929489000000e-01
6.814400000000e-01	2.198659000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.072508239746e+01	1.971475000000e+00	0.000000000000e+00	8.033000000000e-01	4.495316000000e-01	2.136940000000e+00	-2.067530000000e+00	-5.312044000000e+00	7.150552133888e-01	1.336706431094e+00	-1.231253951501e+01	1.044763239401e+01	1.224060887859e-02	9.017521967233e+00	1-594520	-4.151233376922e+00	8601-3702	2.476121063232e+02	2.905010000000e-02	2.178310000000e+00	1.364875000000e-02	1.766190000000e-02	2.171233000000e+01	2.165330235590e+02	2.803059999995e+10	5.188660000000e+00	2.585211799372e-07	-6.587503870547e+00	1.451215060211e-10	4.790470218084e+07	7.680378144541e+00	8.771900177002e+01	6.306700134277e+01	1	1	348	-3.025308400000e+00	1.183008000000e-01	-1.792265800000e+00	1.983407100000e+00	2.148761000000e-01
5.587380000000e-01	2.249348000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.984756469727e+01	2.014256000000e+00	0.000000000000e+00	8.263000000000e-01	4.431718000000e-01	2.143147000000e+00	-1.984034000000e+00	-5.772935000000e+00	7.682894899871e-01	1.227951715430e+00	-1.237712078345e+01	1.045749433924e+01	-1.004436374670e-02	8.920915359261e+00	1-594528	-4.076312934637e+00	8601-6101	2.477248840332e+02	2.814950000000e-02	3.230060000000e+00	1.203299000000e-02	1.612108000000e-02	1.690253000000e+01	1.133966530608e+02	2.867440000031e+10	5.865290000000e+00	2.339504032402e-07	-6.630876201915e+00	1.161783405111e-10	3.392635951640e+07	7.530537259976e+00	7.121199798584e+01	5.867300033569e+01	1	1	267	-3.158599900000e+00	1.279953000000e-01	-1.406248100000e+00	2.107961500000e+00	1.952855000000e-01
3.979350000000e-01	2.017993000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.068695449829e+01	1.764563000000e+00	0.000000000000e+00	1.044700000000e+00	2.710361000000e+00	2.581561000000e+00	6.367816000000e-01	-2.590134000000e+00	8.227720088116e-01	8.986819144916e-01	-1.187139711329e+01	1.013627653566e+01	-4.340717026867e-01	8.490732518037e+00	1-633994	-3.833980254613e+00	8603-6104	2.474199523926e+02	3.051820000000e-02	4.201590000000e+00	1.840261000000e-02	4.132312000000e-02	7.919211000000e+00	1.443585402516e+02	1.368599999999e+10	6.649240000000e+00	9.849710719088e-08	-7.006576524320e+00	4.314617766973e-11	1.111403857771e+07	7.045871899923e+00	9.245300292969e+01	6.799199676514e+01	1	1	399	-1.512093200000e+00	7.266950000000e-02	-1.058190200000e+00	1.824574900000e+00	2.427349000000e-01
9.143840000000e-01	2.187988000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.989765167236e+01	1.944522000000e+00	0.000000000000e+00	7.565000000000e-01	2.289726000000e-01	2.188418000000e+00	-1.179649000000e+00	-4.697682000000e+00	6.622477082457e-01	1.219847171366e+00	-1.259181927675e+01	1.040319947663e+01	-8.033454235624e-02	9.078704060140e+00	1-135503	-4.208228175947e+00	8604-3703	2.478821105957e+02	2.964570000000e-02	2.555870000000e+00	6.477094000000e-03	7.660664000000e-03	1.659003000000e+01	3.892637111078e+02	2.530459999992e+10	4.594600000000e+00	2.635546707343e-07	-6.579129282784e+00	1.670759232195e-10	6.228274464494e+07	7.794367742590e+00	7.500000000000e+01	6.778900146484e+01	1	1	372	-2.808619500000e+00	1.024767000000e-01	-1.992028600000e+00	2.021491600000e+00	2.086860000000e-01
6.410810000000e-01	2.205831000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.538988399506e+01	1.984689000000e+00	0.000000000000e+00	7.239000000000e-01	3.592560000000e-01	2.461349000000e+00	-1.926092000000e+00	-5.243296000000e+00	3.533313949863e-01	1.105332343092e+00	-1.258831081846e+01	1.106190463372e+01	-3.755205049383e-01	1.035524184374e+01	1-446671	-5.000955224379e+00	8609-1901	2.472572784424e+02	1.368020000000e-01	4.166950000000e+00	2.975732000000e-02	4.778691000000e-02	1.274478000000e+01	1.432796314069e+03	1.153200000010e+11	2.255960000000e+00	2.446201271443e-06	-5.611507812434e+00	3.158287440113e-09	2.397849048075e+09	9.379821839459e+00	5.000000000000e+01	5.000000000000e+01	1	1	2	-4.642810800000e+00	1.543504800000e+00	-4.631414900000e+00	-2.450860300000e+00	4.069964400000e+00
9.284200000000e-01	1.994952000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.368342304230e+01	1.776067000000e+00	0.000000000000e+00	6.923000000000e-01	5.011210000000e-01	2.640928000000e+00	3.201401000000e-01	-3.092223000000e+00	3.457637341814e-01	1.622203761472e+00	-1.249924991718e+01	1.036394838079e+01	3.652780875758e-01	9.672420912431e+00	1-445333	-4.663328589125e+00	8609-1902	2.466560058594e+02	3.443130000000e-02	5.673290000000e+00	7.323159000000e-03	1.671156000000e-02	4.189901000000e+01	1.793935709688e+03	2.311789999980e+10	2.216990000000e+00	4.990035042218e-07	-6.301896404559e+00	6.555875868758e-10	5.064873103791e+08	8.704568568943e+00	5.000000000000e+01	4.712599945068e+01	1	1	44	-4.935413800000e+00	2.648486000000e-01	-4.823759600000e+00	-7.485554000000e-01	1.749211400000e+00
8.567790000000e-01	2.174376000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.352604866028e+01	1.975346000000e+00	0.000000000000e+00	7.876000000000e-01	2.080103000000e-01	2.209393000000e+00	-1.796708000000e+00	-5.303167000000e+00	4.873816254229e-01	9.291035134119e-01	-1.284697701490e+01	1.082424171713e+01	-4.135200445882e-01	9.849478466286e+00	1-500485	-4.681048420432e+00	8609-3701	2.465413665771e+02	8.853140000000e-02	6.000000000000e+00	9.489967000000e-03	1.907328000000e-02	8.493829000000e+00	1.209037253589e+03	6.671779999971e+10	3.071720000000e+00	1.039391211939e-06	-5.983220959461e+00	9.855718162186e-10	5.495512898797e+08	8.740008231559e+00	8.000000000000e+01	7.179499816895e+01	1	1	28	-2.176989800000e+00	2.096088000000e-01	-2.071258100000e+00	5.548856000000e-01	6.432236000000e-01
7.203790000000e-01	2.222812000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.462166500092e+01	1.981140000000e+00	0.000000000000e+00	8.076000000000e-01	9.912490000000e-01	2.133132000000e+00	-1.856633000000e+00	-5.447561000000e+00	4.842357583844e-01	1.052698557962e+00	-1.227949227073e+01	1.031210539135e+01	-3.333460429149e-01	9.343633874584e+00	1-446684	-4.429699058100e+00	8609-3703	2.459963073730e+02	5.132690000000e-02	6.000000000000e+00	1.077986000000e-02	2.727647000000e-02	1.129012000000e+01	8.898058534219e+02	2.051659999986e+10	3.049550000000e+00	3.219501129542e-07	-6.492211418202e+00	3.074989832036e-10	1.727068276285e+08	8.237309506894e+00	8.571399688721e+01	8.369599914551e+01	1	1	82	-3.889776700000e+00	4.347424000000e-01	-3.180527200000e+00	5.707830000000e-02	9.425355000000e-01
9.439300000000e-01	2.219802000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.351663970947e+01	2.042635000000e+00	0.000000000000e+00	8.167000000000e-01	2.325176000000e-01	2.227083000000e+00	-2.094229000000e+00	-5.886909000000e+00	8.105094100893e-01	7.674312773387e-01	-1.275196937649e+01	1.135547067694e+01	-5.143770815426e-01	9.734451856759e+00	1-177135	-4.461971223335e+00	8613-6102	2.556381072998e+02	8.637560000000e-02	6.000000000000e+00	4.013297000000e-02	5.406740000000e-02	5.853711000000e+00	5.053697307300e+02	2.267100000013e+11	6.464120000001e+00	1.678341045021e-06	-5.775119784317e+00	7.562435197844e-10	2.003797532016e+08	8.301853837370e+00	8.947399902344e+01	7.435900115967e+01	1	1	59	-5.084260000000e-01	7.099050000000e-02	-3.468247000000e-01	2.008307100000e+00	2.108085000000e-01
6.660000000000e-01	1.787925000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.390858078003e+01	1.581792000000e+00	0.000000000000e+00	7.155000000000e-01	5.508931000000e+00	2.717089000000e+00	1.029358000000e+00	-1.640664000000e+00	6.184372176316e-01	1.066847883311e+00	-1.151104732620e+01	1.030699085012e+01	-4.248459990195e-01	9.070116414860e+00	1-176402	-4.225839598614e+00	8613-9101	2.542256927490e+02	5.624540000000e-02	1.384340000000e+00	6.250914000000e-02	2.100718000000e-01	1.166401000000e+01	3.364964323459e+03	2.027639999987e+10	4.153720000000e+00	2.335998616994e-07	-6.631527418680e+00	1.638046493213e-10	6.754459281373e+07	7.829590587923e+00	1.000000000000e+02	4.038499832153e+01	1	1	22	-5.789023900000e+00	1.433795500000e+00	-4.441723300000e+00	-1.001328100000e+00	2.123732800000e+00
6.342660000000e-01	1.833266000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-1.278395950794e-01	1.586744000000e+00	0.000000000000e+00	7.536000000000e-01	4.488842000000e+00	2.801748000000e+00	1.052226000000e+00	-1.667384000000e+00	1.064847182254e+00	7.858102121965e-01	-1.159504759353e+01	1.079822304505e+01	-7.556501316859e-01	8.668528680543e+00	1-635647	-3.801840749145e+00	8616-12704	3.231740112305e+02	5.002680000000e-02	2.241470000000e+00	1.596524000000e-01	3.392263000000e-01	6.106751000000e+00	1.413337420691e+03	6.283809999993e+10	1.161040000001e+01	2.589970465246e-07	-6.586705188372e+00	6.497383332333e-11	9.585017033226e+06	6.981592888986e+00	5.000000000000e+01	6.000000000000e+01	1	1	103	-4.203829300000e+00	4.800707000000e-01	-3.616712600000e+00	-1.748490000000e-01	1.126177400000e+00
8.788490000000e-01	1.928450000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.029672241211e+01	1.725905000000e+00	0.000000000000e+00	7.765000000000e-01	3.786922000000e+00	2.379198000000e+00	1.545721000000e-01	-2.557228000000e+00	7.774420478054e-01	7.304511815763e-01	-1.169958424181e+01	1.069766690505e+01	-8.842530647455e-01	9.142782809438e+00	1-114098	-4.182670380817e+00	8619-6102	3.238193054199e+02	7.703240000000e-02	2.241840000000e+00	9.955949000000e-02	2.903843000000e-01	5.375900000000e+00	1.337833612439e+03	4.985020000008e+10	5.990210000000e+00	3.982390159078e-07	-6.399856193923e+00	1.936389053574e-10	5.536714787911e+07	7.743252152331e+00	5.000000000000e+01	4.336299896240e+01	1	1	49	-3.144473100000e+00	6.254514000000e-01	-2.976810200000e+00	-4.567588000000e-01	1.398224000000e+00
9.268550000000e-01	1.349873000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.434990310669e+01	1.206228000000e+00	0.000000000000e+00	4.123000000000e-01	3.555989000000e+01	4.224747000000e+00	5.900836000000e+00	3.675631000000e+00	5.937577736377e-01	9.324990301399e-01	-1.036820988137e+01	9.494034868141e+00	-6.243279745222e-01	8.306519320865e+00	1-117938	-3.856380773614e+00	8621-6104	3.512213745117e+02	4.085790000000e-02	6.142990000000e-01	1.336057000000e-01	2.080620000000e-01	8.560498000000e+00	4.359919591113e+02	3.119140000003e+09	3.924260000000e+00	3.803610550117e-08	-7.419803956665e+00	2.823118645301e-11	1.232176546044e+07	7.090672937925e+00	6.285699844360e+01	4.855300140381e+01	1	1	166	-1.863980100000e+00	8.523430000000e-02	-1.430032300000e+00	1.275369400000e+00	3.699991000000e-01
7.314120000000e-01	2.169461000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.489102649689e+01	1.953990000000e+00	0.000000000000e+00	1.119100000000e+00	4.013768000000e-01	2.110235000000e+00	-2.093416000000e+00	-5.740537000000e+00	2.002703221307e-01	1.399798109137e+00	-1.280578683671e+01	9.916038406364e+00	-9.968641031547e-02	9.515497762102e+00	1-118454	-4.657613719986e+00	8622-1902	3.512647399902e+02	4.190500000000e-02	3.777260000000e+00	1.288996000000e-03	4.178292000000e-03	2.510719000000e+01	3.738715931292e+02	8.242110000008e+09	1.585880000000e+00	2.487064411662e-07	-6.604312966935e+00	4.567805168334e-10	4.933314817448e+08	8.693138830669e+00	8.000000000000e+01	5.190599822998e+01	1	1	188	-4.065544600000e+00	2.837479000000e-01	-3.416843900000e+00	8.028315000000e-01	5.317571000000e-01
9.110460000000e-01	1.539486000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-1.637892574072e-01	1.379869000000e+00	0.000000000000e+00	7.203000000000e-01	1.339259000000e+01	3.387170000000e+00	3.451581000000e+00	1.425106000000e+00	7.942014432313e-01	9.397605434868e-01	-1.101658359150e+01	1.076892802734e+01	-4.259229889960e-01	9.180525140880e+00	1-31324	-4.193161848824e+00	8656-6103	7.293456077576e+00	6.080470000000e-02	4.567360000000e+00	5.653852000000e-01	8.855624000000e-01	8.704835000000e+00	2.761146828263e+03	5.873919999966e+10	6.225890000000e+00	4.514872942805e-07	-6.345354467059e+00	2.112199572288e-10	5.810788767424e+07	7.764235088344e+00	1.000000000000e+02	9.102600097656e+01	1	1	122	-1.404639600000e+00	8.984780000000e-02	-4.985730000000e-01	2.221306900000e+00	1.790145000000e-01
9.557530000000e-01	1.998245000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.594927597046e+01	1.781156000000e+00	0.000000000000e+00	7.809000000000e-01	1.425387000000e+00	2.219745000000e+00	-9.563621000000e-01	-4.849287000000e+00	6.868614006313e-01	9.537877581338e-01	-1.165567184668e+01	1.087156943316e+01	-2.389691012924e-01	9.497846631894e+00	1-604860	-4.405492615631e+00	8714-3704	1.181841506958e+02	5.169470000000e-02	5.424280000000e+00	1.643984000000e-01	1.756090000000e-01	8.990581000000e+00	1.409269214316e+03	7.439940000053e+10	4.862520000000e+00	7.321953751346e-07	-6.135373018639e+00	4.385876933847e-10	1.544886656006e+08	8.188896621964e+00	9.000000000000e+01	8.000000000000e+01	1	1	71	-1.757381000000e+00	1.060565000000e-01	-1.673099200000e+00	4.040242000000e-01	7.221860000000e-01
8.818120000000e-01	1.584264000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.083997344971e+01	1.494693000000e+00	0.000000000000e+00	5.640000000000e-02	1.020767000000e+02	3.207463000000e+00	6.250617000000e+00	-4.795186000000e-01	3.996062362189e-01	1.305821099355e+00	-9.870344007140e+00	1.015735702308e+01	1.303479230475e-01	9.358144550646e+00	1-604907	-4.479269157213e+00	8715-3702	1.199206695557e+02	5.436410000000e-02	6.000000000000e+00	1.936480000000e+00	2.351263000000e+00	2.022186000000e+01	1.307291569960e+03	1.436669999988e+10	2.509610000000e+00	2.739490102384e-07	-6.562330264307e+00	3.179467280760e-10	2.169949890941e+08	8.336449705121e+00	1.000000000000e+02	5.613999938965e+01	1	1	33	-5.004272000000e+00	8.443353000000e-01	-4.141312600000e+00	-6.654369000000e-01	1.641104100000e+00
8.123460000000e-01	2.121537000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.173487854004e+01	1.900211000000e+00	0.000000000000e+00	8.004000000000e-01	1.084886000000e+00	2.112944000000e+00	-1.663327000000e+00	-5.113500000000e+00	4.693093932880e-01	1.092245748271e+00	-1.222041030372e+01	1.036406108259e+01	-3.633787265174e-01	9.425442296012e+00	1-379124	-4.478066451362e+00	8715-3703	1.205473556519e+02	5.454030000000e-02	4.060680000000e+00	1.392037000000e-02	2.681789000000e-02	1.236647000000e+01	1.434804458661e+03	2.312390000013e+10	2.946520000000e+00	3.755524833720e-07	-6.425329361866e+00	3.712377274729e-10	2.157964487383e+08	8.334044293424e+00	6.666699981689e+01	4.000000000000e+01	1	1	20	-1.894906300000e+00	9.759230000000e-02	-1.672214700000e+00	-4.974200000000e-01	1.442548800000e+00
9.057240000000e-01	1.503159000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.765311813354e+01	1.338735000000e+00	0.000000000000e+00	6.718000000000e-01	1.692499000000e+01	3.667518000000e+00	3.768330000000e+00	2.060419000000e+00	7.891193818513e-01	1.011814797637e+00	-1.088492114571e+01	1.073631202578e+01	-3.940982360187e-01	9.158073262074e+00	1-351474	-4.184476940111e+00	8719-6103	1.196234817505e+02	5.996540000000e-02	1.966620000000e+00	7.102167000000e-01	1.298459000000e+00	1.027578000000e+01	9.206800333587e+02	5.448940000042e+10	6.153460000000e+00	4.237518358704e-07	-6.372888407239e+00	2.005778960728e-10	5.582969701005e+07	7.746865270924e+00	8.333300018311e+01	5.806499862671e+01	1	1	18	-1.759378600000e+00	8.091550000000e-02	-1.655297400000e+00	7.485850000000e-02	9.297603000000e-01
8.369270000000e-01	2.184388000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.072083663940e+01	2.006683000000e+00	0.000000000000e+00	8.235000000000e-01	1.357767000000e+00	2.141111000000e+00	-1.800651000000e+00	-5.627217000000e+00	7.024288130513e-01	8.233907531398e-01	-1.208660841295e+01	1.100168612814e+01	-4.674670275260e-01	9.596828502035e+00	1-351746	-4.447199844492e+00	8720-3703	1.225102920532e+02	7.212270000000e-02	4.901430000000e+00	8.223898000000e-02	1.129459000000e-01	6.658720000000e+00	2.204461313559e+03	1.003890000006e+11	5.039980000000e+00	9.531829469099e-07	-6.020823736079e+00	5.508562883229e-10	1.872022566499e+08	8.272311079684e+00	1.000000000000e+02	4.761899948120e+01	1	1	11	-2.150505500000e+00	2.151529000000e-01	-2.113328500000e+00	-1.457615000000e-01	1.101313600000e+00
8.194760000000e-01	2.176048000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.383060836792e+01	1.932055000000e+00	0.000000000000e+00	7.533000000000e-01	1.062191000000e-01	2.426270000000e+00	-1.581746000000e+00	-5.476705000000e+00	4.150585281499e-01	1.038225024596e+00	-1.302184178892e+01	1.002928229516e+01	-3.728539069403e-01	9.199165238856e+00	1-47272	-4.392053355353e+00	8724-3701	1.317931823730e+02	4.514220000000e-02	4.705650000000e+00	1.017280000000e-03	3.959968000000e-03	1.092006000000e+01	7.313131961335e+02	1.069750000010e+10	2.600510000000e+00	1.968533073655e-07	-6.705857284158e+00	2.204829689473e-10	1.452172142908e+08	8.162018101408e+00	6.400000000000e+01	4.102600097656e+01	1	1	50	-3.114873600000e+00	1.675230000000e-01	-2.272792100000e+00	1.506858800000e+00	3.097687000000e-01
5.742130000000e-01	2.093745000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.430992126465e+01	1.839480000000e+00	0.000000000000e+00	8.009000000000e-01	8.176941000000e-01	2.435420000000e+00	-2.239536000000e-01	-4.018291000000e+00	5.087235932271e-01	1.084388221671e+00	-1.231711101018e+01	1.006875341429e+01	-4.000353144213e-01	9.051306227834e+00	1-47499	-4.271291317304e+00	8724-6104	1.320375823975e+02	4.611850000000e-02	1.807810000000e+00	5.644720000000e-03	1.009354000000e-02	1.214474000000e+01	1.415208034046e+03	1.171530000005e+10	3.226440000000e+00	1.737595846941e-07	-6.760051230105e+00	1.568613821208e-10	8.327104701080e+07	7.920494025306e+00	5.000000000000e+01	4.000000000000e+01	1	1	42	-3.339151600000e+00	4.416285000000e-01	-3.280866400000e+00	-2.191862000000e-01	1.165160900000e+00
7.239150000000e-01	1.468405000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.589686584473e+01	1.308896000000e+00	0.000000000000e+00	6.438000000000e-01	2.512764000000e+01	3.751676000000e+00	4.544339000000e+00	2.468696000000e+00	7.051167334799e-01	8.952947253055e-01	-1.069620898778e+01	1.027131874508e+01	-5.342009013268e-01	8.861085278121e+00	1-73009	-4.077984272321e+00	8725-3703	1.258209609985e+02	5.372680000000e-02	1.228790000000e+00	3.759324000000e-01	5.147491000000e-01	7.857687000000e+00	1.706769621163e+03	1.867749999995e+10	5.071269999999e+00	1.762466863303e-07	-6.753879039568e+00	1.012267019924e-10	3.418849122519e+07	7.533879935338e+00	5.000000000000e+01	4.897999954224e+01	1	1	25	-2.251070500000e+00	1.905230000000e-01	-2.247417200000e+00	-8.590208000000e-01	1.903987500000e+00
8.633360000000e-01	2.181412000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.204629325867e+01	1.999655000000e+00	0.000000000000e+00	8.313000000000e-01	7.318304000000e-01	2.004882000000e+00	-1.592339000000e+00	-5.731383000000e+00	7.069770870757e-01	7.111915282359e-01	-1.217709819561e+01	1.093723746592e+01	-5.652689044932e-01	9.523283291766e+00	1-217617	-4.408153102345e+00	8726-3701	1.157402725220e+02	7.820820000000e-02	6.000000000000e+00	5.756245000000e-02	7.568495000000e-02	5.142704000000e+00	2.514231794430e+02	8.654410000060e+10	5.093040000000e+00	8.131662171965e-07	-6.089820672324e+00	4.650429889025e-10	1.563931025712e+08	8.194217595390e+00	1.000000000000e+02	4.500000000000e+01	1	1	18	-3.726782300000e+00	7.964643000000e-01	-3.523355200000e+00	-8.761475000000e-01	1.929181100000e+00
7.227810000000e-01	2.134034000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.777460289001e+01	1.939923000000e+00	0.000000000000e+00	7.470000000000e-01	1.621939000000e-01	2.120786000000e+00	-1.728750000000e+00	-4.907099000000e+00	7.887522248293e-01	9.602530524800e-01	-1.270323006433e+01	1.007144012718e+01	-2.937947998133e-01	8.493935677519e+00	1-591183	-3.852591726345e+00	8931-6103	1.948062286377e+02	2.276700000000e-02	6.000000000000e+00	2.334587000000e-03	5.039289000000e-03	9.125424000000e+00	2.140799499614e+02	1.178800000006e+10	6.148260000000e+00	9.175016441677e-08	-7.037393148817e+00	4.346558078152e-11	1.210862538864e+07	7.083094843390e+00	8.727300262451e+01	6.481500244141e+01	1	1	470	-2.279621000000e-01	3.694560000000e-02	-6.894740000000e-02	2.920187400000e+00	1.046955000000e-01
5.242820000000e-01	1.954357000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.818257904053e+01	1.750168000000e+00	0.000000000000e+00	7.305000000000e-01	2.590325000000e-01	2.287948000000e+00	-4.067265000000e-02	-3.605117000000e+00	9.660177650550e-01	7.415433118304e-01	-1.254818185085e+01	9.944592712378e+00	-5.708057188864e-01	8.012557182268e+00	1-456583	-3.523269708607e+00	8932-12703	1.945575256348e+02	2.395130000000e-02	3.720510000000e+00	2.491213000000e-03	4.670476000000e-03	5.514972000000e+00	7.046286080609e+02	8.802230000000e+09	9.247360000000e+00	4.555057841590e-08	-7.341506103845e+00	1.434719469180e-11	2.657362535785e+06	6.424450807911e+00	9.101100158691e+01	6.723799896240e+01	1	1	492	-1.201599200000e+00	1.017633000000e-01	-6.938169000000e-01	2.348576900000e+00	1.623547000000e-01
3.914450000000e-01	1.942867000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.785055160522e+01	1.758468000000e+00	0.000000000000e+00	6.639000000000e-01	1.723649000000e-01	2.455705000000e+00	-2.400479000000e-02	-2.786621000000e+00	6.102235202851e-01	1.008418326105e+00	-1.279441407722e+01	9.209021461455e+00	-4.654519114988e-01	7.988574420885e+00	1-457176	-3.689175450300e+00	8932-3703	1.960198516846e+02	2.128610000000e-02	1.915800000000e+00	2.597810000000e-04	8.812738000000e-04	1.019573000000e+01	9.568297216206e+02	1.618159999999e+09	4.075900000000e+00	1.899839399620e-08	-7.721283109998e+00	1.357638766078e-11	5.705087258760e+06	6.756262291297e+00	8.888899993896e+01	5.543700027466e+01	1	1	352	-2.936497000000e+00	1.830128000000e-01	-2.397286200000e+00	1.404993400000e+00	3.349598000000e-01
8.320000000000e-01	2.059011000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.767349052429e+01	1.911386000000e+00	0.000000000000e+00	8.834000000000e-01	6.514942000000e-02	1.934017000000e+00	-1.282989000000e+00	-4.924326000000e+00	3.075152919216e-01	1.329848823226e+00	-1.334372984882e+01	9.574969487764e+00	6.509473704435e-02	8.959938903921e+00	1-456567	-4.326211806000e+00	8933-6101	1.946316833496e+02	2.306960000000e-02	6.000000000000e+00	1.703098000000e-04	1.386731000000e-03	2.137218000000e+01	4.745147034542e+02	3.758110000001e+09	2.030090000000e+00	8.858764256292e-08	-7.052626855326e+00	1.271009256334e-10	1.072346164325e+08	8.030335002697e+00	8.558599853516e+01	6.496199798584e+01	1	1	468	-3.500883800000e+00	6.392690000000e-02	-2.819723800000e+00	2.218926200000e+00	1.793419000000e-01
8.579070000000e-01	2.161276000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.775104141235e+01	1.978952000000e+00	0.000000000000e+00	1.187200000000e+00	1.981252000000e-01	2.148754000000e+00	-1.909184000000e+00	-5.366640000000e+00	5.462057078135e-01	1.330316959537e+00	-1.273241531515e+01	1.010687733558e+01	1.280779529227e-01	9.014465919955e+00	1-456768	-4.234130106071e+00	8933-6103	1.940824737549e+02	2.297530000000e-02	6.000000000000e+00	2.368438000000e-03	4.747204000000e-03	2.139523000000e+01	3.196118211105e+02	1.279019999993e+10	3.517270000000e+00	1.740165589697e-07	-6.759409423401e+00	1.441038982693e-10	7.017325193120e+07	7.846171602837e+00	8.928600311279e+01	6.340100097656e+01	1	1	461	-1.591033800000e+00	3.771470000000e-02	-8.339756000000e-01	2.783068800000e+00	1.163146000000e-01
6.086270000000e-01	1.981301000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.798693084717e+01	1.791685000000e+00	0.000000000000e+00	6.046000000000e-01	1.149015000000e-01	1.974873000000e+00	3.295213000000e-01	-3.307502000000e+00	5.433030126366e-01	8.161261137996e-01	-1.321443550025e+01	9.086655192854e+00	-6.365493594517e-01	8.000049167581e+00	1-457177	-3.728373077472e+00	8935-1901	1.959428100586e+02	2.061090000000e-02	2.458700000000e+00	7.451088000000e-05	2.658312000000e-04	6.548263000000e+00	8.312357366420e+02	1.220830000000e+09	3.493840000000e+00	1.672134198070e-08	-7.776728870951e+00	1.393987813342e-11	6.833725747902e+06	6.834657545642e+00	7.948699951172e+01	5.178900146484e+01	1	1	324	4.169700000000e-03	2.573440000000e-02	9.697400000000e-03	2.216976300000e+00	1.796105000000e-01
