radius_kpc,thin_mond_force_speed_kms,mixed_mond_force_speed_kms,mixed_minus_thin_mond_speed_fraction,thin_mond_tangential_fraction,mixed_mond_tangential_fraction
2.0,147.69506503940033,143.33260079060662,-0.029536966909692985,0.2207667924330519,0.347556455820949
2.5,161.40710655873065,159.56288132158662,-0.01142592340860149,0.25185226312358117,0.3443042753191617
3.0,175.8253422370324,171.95010081176682,-0.022040289391510592,0.2331362214306741,0.3274080221512172
3.5,189.7619994935692,185.45731336452982,-0.022684658364306776,0.12882739502566598,0.1851614046597932
4.0,195.3730737793134,190.77421311227516,-0.02353886632419433,0.09042145595886801,0.12276480916523297
4.5,198.92840835469664,195.74091268459904,-0.01602333068695838,0.08874415637972273,0.1038021912376781
5.0,200.41022391988201,197.13739033656032,-0.0163306717556988,0.09061230081512824,0.10193891027243171
5.5,203.29858906783872,200.1646993461646,-0.015415206450982155,0.08915300909063066,0.09436469938268516
6.0,204.96169772920354,201.54733968775813,-0.01665851756339609,0.089402437709941,0.09427611142607764
6.5,208.00047525684212,205.8490595312261,-0.01034332120135506,0.0843726949665472,0.08284714370280548
7.0,207.7786261268859,205.3229613455106,-0.011818659248789554,0.07900665303672594,0.07484954710667764
7.5,207.34340943295308,205.14376038945642,-0.010608724191004226,0.0782441205918158,0.07394530981801335
8.0,205.85975403026873,203.4901673077038,-0.011510684707300767,0.0750047545425565,0.07052466672061869
8.5,204.72314428132418,202.60042412692505,-0.010368735600710388,0.06814507152708689,0.060564574586849024
9.0,203.54931805323378,201.38362091859372,-0.010639667847345269,0.06862429238791848,0.06265628085411254
9.5,203.62233107838142,202.04160405216672,-0.0077630337391935145,0.06333257834096737,0.05869064598427368
10.0,203.98006492912165,202.68683885695825,-0.006339963038117347,0.056412296184233095,0.0496009105658746
10.5,203.13445678201214,201.66249666980565,-0.007246235500981912,0.05139202764069099,0.046479587225021705
11.0,203.07315692592985,201.7630386757052,-0.006451459513689084,0.046910363962048826,0.044435209393770575
11.5,202.38969291767057,201.15420478363734,-0.006104501253113792,0.0418380129465885,0.040570993218399555
12.0,201.77503889277048,200.5660485753384,-0.005991773432761249,0.03920936301169043,0.039040831317644326
12.5,201.60513120608013,200.47642339285642,-0.005598606575494158,0.03397277863580297,0.033014813503295534
13.0,200.6255841370027,199.26385555946334,-0.006787412400052983,0.031120800264455864,0.030175523930760947
13.5,200.9544496798622,199.7795405031907,-0.005846644244719257,0.02865219871259059,0.02934718499603482
14.0,201.03193839616216,199.9454772162866,-0.005404420752957773,0.02611685915857861,0.027978212086286938
14.5,202.20388817729454,201.27029035840894,-0.004617111111468897,0.02737612359822601,0.02961446168329553
15.0,202.99991529574677,202.136726537312,-0.004252163145867405,0.025730246806543882,0.027215244583925036
