radius_kpc,newton_inward_mean,mond_inward_mean,newton_force_speed_kms,mond_force_speed_kms,newton_radial_azimuth_cv,mond_radial_azimuth_cv,newton_tangential_fraction,mond_tangential_fraction,full_minus_algebraic_fraction
2.0,9149.155608985157,10906.916118496347,135.27125052268244,147.69506503940033,0.15675914387159134,0.1503297578264341,0.22566544203025704,0.2207667924330519,-0.09171250973631141
2.5,8508.304048244176,10420.90161906457,145.8449866145917,161.40710655873065,0.14239227069328148,0.1349691056669936,0.2646078723025601,0.25185226312358117,-0.07701836441109525
3.0,8264.855763065578,10304.850324256524,157.46290766144494,175.8253422370324,0.2505089014432963,0.23344957926096457,0.24961753005991977,0.2331362214306741,-0.06442861735005685
3.5,8093.523574722303,10288.461843370671,168.30725626522482,189.7619994935692,0.23800327395428816,0.22009911543639796,0.13605962658044632,0.12882739502566598,-0.051569322943688774
4.0,7300.129205474706,9542.659489494257,170.88158713535765,195.3730737793134,0.1720708585002535,0.1599082366524939,0.0928724839478529,0.09042145595886801,-0.04621656786522075
4.5,6537.862897881311,8793.89147789621,171.52370984929723,198.92840835469664,0.09372536091740342,0.08833796615856401,0.09058304073199692,0.08874415637972273,-0.042174867700286375
5.0,5788.081347543597,8032.851570323449,170.1188018348295,200.41022391988201,0.07948531342296483,0.07463882715153632,0.09337509485007696,0.09061230081512824,-0.038634532952708675
5.5,5266.183427129614,7514.6029667225375,170.18815719436202,203.29858906783872,0.0824302871775514,0.07667769760316384,0.09207908626433117,0.08915300909063066,-0.033213456186698104
6.0,4763.421150233957,7001.549589339566,169.0577620264853,204.96169772920354,0.0873876154271943,0.07873592413829367,0.09329520488223832,0.089402437709941,-0.028213744312025446
6.5,4410.538685598278,6656.030416472645,169.31775292741398,208.00047525684212,0.06164333765012096,0.05277748885610745,0.08837418150067325,0.0843726949665472,-0.0217219571305512
7.0,3962.6773553148137,6167.422496453749,166.54951662254592,207.7786261268859,0.06882829655064142,0.05747350700863607,0.08323649197302585,0.07900665303672594,-0.019294714782701998
7.5,3569.8212719555386,5732.171924704162,163.62658567502575,207.34340943295308,0.06564924992257253,0.05380586534142051,0.08290657307293003,0.0782441205918158,-0.01671980356255401
8.0,3193.934654256991,5297.279791175343,159.84829443586793,205.85975403026873,0.07931582001545753,0.06487019350001659,0.08021543609611638,0.0750047545425565,-0.015902169240811125
8.5,2879.666732708394,4930.772447580221,156.4518048090892,204.72314428132418,0.08268507121230328,0.06701090374912987,0.07335566519088409,0.06814507152708689,-0.014513947269212697
9.0,2604.5082181326497,4603.59165332628,153.10314811653564,203.54931805323378,0.08828285724136598,0.07165130336653454,0.07456201479268537,0.06862429238791848,-0.012965910602457881
9.5,2401.0664556403517,4364.426706715155,151.03023316072628,203.62233107838142,0.0989538191162845,0.07940372572565935,0.06918215512675169,0.06333257834096737,-0.01011743803619741
10.0,2227.041884146869,4160.786688848869,149.23276731826925,203.98006492912165,0.10526371146029392,0.08454937435906366,0.06181486132064919,0.056412296184233095,-0.0064503329227006585
10.5,2042.991565388369,3929.8673840117294,146.46300364453091,203.13445678201214,0.11395606253262124,0.09145837968876834,0.05635575352438489,0.05139202764069099,-0.005034072124271553
11.0,1895.2827366608446,3748.973369442121,144.38874645646484,203.07315692592985,0.10906935501040475,0.08735905393905621,0.05160135628129582,0.046910363962048826,-0.0018937444177355791
11.5,1749.8766539231665,3561.8771999399123,141.85761001834345,202.38969291767057,0.10401833197205682,0.08293255668591876,0.045951256797035635,0.0418380129465885,-0.0001110122319812014
12.0,1620.899546501808,3392.76386001492,139.4661054092416,201.77503889277048,0.10473630334562192,0.0833624508875038,0.04325239304018888,0.03920936301169043,0.0017467029770949032
12.5,1512.1361459522109,3251.5703142896627,137.48346018486237,201.60513120608013,0.09443350534138148,0.0750789341700917,0.03764160589689175,0.03397277863580297,0.004473165959890046
13.0,1399.7744245078118,3096.201923870273,134.89650669532386,200.6255841370027,0.08584322331761295,0.06880050653438448,0.03469982731643027,0.031120800264455864,0.005521898377029362
13.5,1319.049016998786,2991.3104330471306,133.44347765808416,200.9544496798622,0.08302900982657778,0.06594415034648193,0.03207784084252144,0.02865219871259059,0.009261954266018835
14.0,1241.4627142882325,2886.702875379881,131.83504086560316,201.03193839616216,0.072776288626737,0.057740010564840384,0.029059844858651856,0.02611685915857861,0.012339739775285517
14.5,1187.3214795244842,2819.7525788976436,131.21037098150825,202.20388817729454,0.06561176035796318,0.051324891128028564,0.029560447728472182,0.02737612359822601,0.017159925966888912
15.0,1131.339994201549,2747.2643740053577,130.26933604276655,202.99991529574677,0.056257561214511344,0.04438896467991775,0.02786607425762995,0.025730246806543882,0.021561163103372583
