path,atlas_identity_id,object_group_id,original_role,effective_measurement_role,units,reason,original_asset_sha256
work/private/stellar-co-12gal-001/NGC2841__CO21_MOM0.fits.gz,NAME:NGC2841,NAME:NGC2841,CO21_MOM0,CO21_MOM0,K KM/S,unchanged,2bee49f249fef89d60ac9fd0d97ef7c21bacb19fe0f7c687520bd7cbe12f214c
work/private/stellar-co-12gal-001/NGC2903__STELLAR_COLOR_MAP.fits,NAME:NGC2903,NAME:NGC2903,STELLAR_COLOR_MAP,STELLAR_COLOR_MAP,MJy/sr,unchanged,01c23688546f477a7685a8405c34f0cbff9e1aafdf59c93c29e048c3da6a5205
work/private/stellar-co-12gal-001/NGC2841__CO21_EMOM0.fits.gz,NAME:NGC2841,NAME:NGC2841,CO21_EMOM0,CO21_EMOM0,K KM/S,unchanged,e6c009d26977b6811187fd2687d10e32065e28c99fa9fc069667b2cf6727ba9e
work/private/stellar-co-12gal-001/NGC2976__STELLAR_MASS_MAP.fits,NAME:NGC2976,NAME:NGC2976,STELLAR_MASS_MAP,STELLAR_ICA_3P6_FLUX,MJy/sr,"Publisher P5 stellar image is cleaned flux, requiring a separate light-to-mass conversion.",1f2f36ff4e80a85c3e6122057ed036174700c1bc6d1a946755642d00219ac260
work/private/stellar-co-12gal-001/NGC2976__STELLAR_ICA_MASK.fits,NAME:NGC2976,NAME:NGC2976,STELLAR_ICA_MASK,STELLAR_ICA_MASK,MJy/sr,unchanged,b014c66320b541a864ccd41654126ccd83da2102478ee1ddb4fb57dd2f96fdc0
work/private/stellar-co-12gal-001/NGC2976__STELLAR_COLOR_MAP.fits,NAME:NGC2976,NAME:NGC2976,STELLAR_COLOR_MAP,STELLAR_COLOR_MAP,MJy/sr,unchanged,7e2793699d16100ea7b7eeed1c2e280e7ec6f38c4b106d864be1529f353692af
work/private/stellar-co-12gal-001/NGC2903__CO21_MOM0.fits.gz,NAME:NGC2903,NAME:NGC2903,CO21_MOM0,CO21_MOM0,K KM/S,unchanged,c863297e845a999acc0a5d258f94dc45b22d4fd9d35629b55fc95d61cb9ac82a
work/private/stellar-co-12gal-001/NGC2903__CO21_EMOM0.fits.gz,NAME:NGC2903,NAME:NGC2903,CO21_EMOM0,CO21_EMOM0,K KM/S,unchanged,e60999c5e11779f9ef148f3d39b605e2d94afbe8c1e72babe6ce448e5aa54419
work/private/stellar-co-12gal-001/NGC3198__STELLAR_MASS_MAP.fits,NAME:NGC3198,NAME:NGC3198,STELLAR_MASS_MAP,STELLAR_ICA_3P6_FLUX,MJy/sr,"Publisher P5 stellar image is cleaned flux, requiring a separate light-to-mass conversion.",db2db49b15858e3bda491cb7657e5cadeeb7be2dbce29a1bbe48c66dbfc82478
work/private/stellar-co-12gal-001/NGC3198__STELLAR_ICA_MASK.fits,NAME:NGC3198,NAME:NGC3198,STELLAR_ICA_MASK,STELLAR_ICA_MASK,MJy/sr,unchanged,5f2c6804ed76ea44709aeb7e6a4245334dfac2d81f6b526963b6a620b6d6fc38
work/private/stellar-co-12gal-001/NGC2976__CO21_MOM0.fits.gz,NAME:NGC2976,NAME:NGC2976,CO21_MOM0,CO21_MOM0,K KM/S,unchanged,d6f3d6ece3d6f4842b2ac4164808bd75e80faf4df4f6229feac11c173120ae6b
work/private/stellar-co-12gal-001/NGC3198__STELLAR_COLOR_MAP.fits,NAME:NGC3198,NAME:NGC3198,STELLAR_COLOR_MAP,STELLAR_COLOR_MAP,MJy/sr,unchanged,e4ec3502b160113767b6023190259f9fe650c369adc204ac8a951ed2ccdf32cd
work/private/stellar-co-12gal-001/NGC2976__CO21_EMOM0.fits.gz,NAME:NGC2976,NAME:NGC2976,CO21_EMOM0,CO21_EMOM0,K KM/S,unchanged,1c2ff252145e05f3d869947e786d843f716a82593ed1cd2786b33fff1b01f01e
work/private/stellar-co-12gal-001/IC2574__STELLAR_IRAC1_FLUX.fits,NAME:IC2574,NAME:IC2574,STELLAR_IRAC1_FLUX,STELLAR_IRAC1_FLUX,MJy/sr,unchanged,2e7737755fcc26f39594b0fea8981ad619c3616c3ae9c5744a2d2c554ef845b8
work/private/stellar-co-12gal-001/NGC3198__CO21_MOM0.fits.gz,NAME:NGC3198,NAME:NGC3198,CO21_MOM0,CO21_MOM0,K KM/S,unchanged,b8934284edf8e7a99581576928dd0db2e006005f96cf61051e278aa184ac3c5f
work/private/stellar-co-12gal-001/NGC3198__CO21_EMOM0.fits.gz,NAME:NGC3198,NAME:NGC3198,CO21_EMOM0,CO21_EMOM0,K KM/S,unchanged,04a4a15570113038a0b84754a5afc756e8441245279e8230cfc2a143e7fb8197
work/private/stellar-co-12gal-001/IC2574__STELLAR_IRAC1_WEIGHT.fits,NAME:IC2574,NAME:IC2574,STELLAR_IRAC1_WEIGHT,STELLAR_IRAC1_WEIGHT,MJy/sr,unchanged,75375a84bb992c09b49f155cdd9b69e7e35a24baea9fc10f8c20bac82c83591d
work/private/stellar-co-12gal-001/NGC3521__STELLAR_MASS_MAP.fits,NAME:NGC3521,NAME:NGC3521,STELLAR_MASS_MAP,STELLAR_ICA_3P6_FLUX,MJy/sr,"Publisher P5 stellar image is cleaned flux, requiring a separate light-to-mass conversion.",c3478c84d3721af5bf4507fc710c3eb1d76f846041b507e5882cfa80b022eb85
work/private/stellar-co-12gal-001/NGC3521__STELLAR_ICA_MASK.fits,NAME:NGC3521,NAME:NGC3521,STELLAR_ICA_MASK,STELLAR_ICA_MASK,MJy/sr,unchanged,221b951bb170970fd9d2ffa240d0bf508bca201bf33dcad3ff0f8912591765fa
work/private/stellar-co-12gal-001/NGC3521__STELLAR_COLOR_MAP.fits,NAME:NGC3521,NAME:NGC3521,STELLAR_COLOR_MAP,STELLAR_COLOR_MAP,MJy/sr,unchanged,ee2ebb9b54ec2b261552f7e280ba09065678c0422f624c9af9098c22d28207d5
work/private/stellar-co-12gal-001/IC2574__CO21_EMOM0.fits.gz,NAME:IC2574,NAME:IC2574,CO21_EMOM0,CO21_EMOM0,K KM/S,unchanged,25d943c23760863ab3329d6581308258d5dc32f2fc54594371eb0c25f8ea0777
work/private/stellar-co-12gal-001/IC2574__CO21_MOM0.fits.gz,NAME:IC2574,NAME:IC2574,CO21_MOM0,CO21_MOM0,K KM/S,unchanged,bbdcb1ad6b1e8037560a04cc6764174a3e9612ed5677f695eb55549c8b66e55c
work/private/stellar-co-12gal-001/NGC4214__STELLAR_MASS_MAP.fits,NAME:NGC4214,NAME:NGC4214,STELLAR_MASS_MAP,STELLAR_ICA_3P6_FLUX,MJy/sr,"Publisher P5 stellar image is cleaned flux, requiring a separate light-to-mass conversion.",0889550c0fe78f738b75ff2ee1828316f71b4931a0f9177fcaaf1a5e87d6ebbe
work/private/stellar-co-12gal-001/NGC4214__STELLAR_ICA_MASK.fits,NAME:NGC4214,NAME:NGC4214,STELLAR_ICA_MASK,STELLAR_ICA_MASK,MJy/sr,unchanged,305eebb1edd053a70851302cd464dd9c8a5bcf70e49e041e00f79c137c8e905a
work/private/stellar-co-12gal-001/NGC3521__CO21_MOM0.fits.gz,NAME:NGC3521,NAME:NGC3521,CO21_MOM0,CO21_MOM0,K KM/S,unchanged,1f85d84f38023a31fb2b9d1748a5e8b371590ce358eac44f1e5c70962a22f7ce
work/private/stellar-co-12gal-001/NGC4214__STELLAR_COLOR_MAP.fits,NAME:NGC4214,NAME:NGC4214,STELLAR_COLOR_MAP,STELLAR_COLOR_MAP,MJy/sr,unchanged,8905d9f4b416bfc96f2dff0ecd6362f356375f9bb67fe49f9bfc22e774a8b8a0
work/private/stellar-co-12gal-001/NGC3521__CO21_EMOM0.fits.gz,NAME:NGC3521,NAME:NGC3521,CO21_EMOM0,CO21_EMOM0,K KM/S,unchanged,9f241c09fe6f91e29f23bfc37ae3be427abcbb8c21a16305ab7224e2097162d6
work/private/stellar-co-12gal-001/DDO154__STELLAR_IRAC1_FLUX.fits,NAME:DDO154,NAME:DDO154,STELLAR_IRAC1_FLUX,STELLAR_IRAC1_FLUX,MJy/sr,unchanged,591fae1ffb4b035d3e96882fb5d6c895a279d481ec3de0919c180b102463d68f
work/private/stellar-co-12gal-001/DDO154__STELLAR_IRAC1_WEIGHT.fits,NAME:DDO154,NAME:DDO154,STELLAR_IRAC1_WEIGHT,STELLAR_IRAC1_WEIGHT,MJy/sr,unchanged,3389f7203c6653d4fea2f31891693090b918a1fc77481f67f2707026bac580d5
work/private/stellar-co-12gal-001/NGC4214__CO21_MOM0.fits.gz,NAME:NGC4214,NAME:NGC4214,CO21_MOM0,CO21_MOM0,K KM/S,unchanged,58a3985129e8d1845a88af92d28040262107eea337b5baf47d47e7bee5c11272
work/private/stellar-co-12gal-001/NGC4214__CO21_EMOM0.fits.gz,NAME:NGC4214,NAME:NGC4214,CO21_EMOM0,CO21_EMOM0,K KM/S,unchanged,e338e65a491822253e84b7f0b6c944b16be3b46e2e6fdcdb0453cb9ee5d28ab0
work/private/stellar-co-12gal-001/NGC5055__STELLAR_IRAC1_FLUX.fits,NAME:NGC5055,NAME:NGC5055,STELLAR_IRAC1_FLUX,STELLAR_IRAC1_FLUX,MJy/sr,unchanged,865a781d30a9284c4b637ea06e8b626acee675b8d21bed6206817f1a3f298e69
work/private/stellar-co-12gal-001/DDO154__CO21_EMOM0.fits.gz,NAME:DDO154,NAME:DDO154,CO21_EMOM0,CO21_EMOM0,K KM/S,unchanged,e47dccab801f92a63caf3456fc3027934d0e7311119697db2f66a0d9e7f34881
work/private/stellar-co-12gal-001/DDO154__CO21_MOM0.fits.gz,NAME:DDO154,NAME:DDO154,CO21_MOM0,CO21_MOM0,K KM/S,unchanged,df2efc5ce9e25d8fa9634a51eb43776a8ea11c838044eb17fac9df0ef42bdb44
work/private/stellar-co-12gal-001/NGC5055__STELLAR_IRAC1_WEIGHT.fits,NAME:NGC5055,NAME:NGC5055,STELLAR_IRAC1_WEIGHT,STELLAR_IRAC1_WEIGHT,MJy/sr,unchanged,53819adfeb50ad11b7315b8948af386aa04a56b746790294c5b3ad38d0f4a225
work/private/stellar-co-12gal-001/NGC6946__STELLAR_IRAC1_FLUX.fits,NAME:NGC6946,NAME:NGC6946,STELLAR_IRAC1_FLUX,STELLAR_IRAC1_FLUX,MJy/sr,unchanged,f72a95796f27e6b47a408ece3f4bab41ce4b8e33e7a8f6459867c61d781bdf7d
work/private/stellar-co-12gal-001/NGC5055__CO21_EMOM0.fits.gz,NAME:NGC5055,NAME:NGC5055,CO21_EMOM0,CO21_EMOM0,K KM/S,unchanged,db86daa4843a556eca4765e8be52ad37d556c0485565ab9e02918e748deeb806
work/private/stellar-co-12gal-001/NGC5055__CO21_MOM0.fits.gz,NAME:NGC5055,NAME:NGC5055,CO21_MOM0,CO21_MOM0,K KM/S,unchanged,410c86d93296fab41e0a90916c7126a86738a7cb9e11f264b70b5c9d95837f98
work/private/stellar-co-12gal-001/NGC6946__STELLAR_IRAC1_WEIGHT.fits,NAME:NGC6946,NAME:NGC6946,STELLAR_IRAC1_WEIGHT,STELLAR_IRAC1_WEIGHT,MJy/sr,unchanged,c2cf44631e726a656b1c998ca71fd443bf3a84904b97c98de8bf89e9cf516102
work/private/stellar-co-12gal-001/NGC7331__STELLAR_IRAC1_FLUX.fits,NAME:NGC7331,NAME:NGC7331,STELLAR_IRAC1_FLUX,STELLAR_IRAC1_FLUX,MJy/sr,unchanged,ec2900c44a8d90f75330a796e1ae83feaef0ea7d4345f7947940bc07738bb17a
work/private/stellar-co-12gal-001/NGC7331__STELLAR_IRAC1_WEIGHT.fits,NAME:NGC7331,NAME:NGC7331,STELLAR_IRAC1_WEIGHT,STELLAR_IRAC1_WEIGHT,MJy/sr,unchanged,ea9de305ded0969005c4d5d0116959d56a249c5b639f20d259fe34a99b8c3ef3
work/private/stellar-co-12gal-001/NGC6946__CO21_EMOM0.fits.gz,NAME:NGC6946,NAME:NGC6946,CO21_EMOM0,CO21_EMOM0,K KM/S,unchanged,80fe57e3904da7d8b6394bda771bef9e095a9a97e4ced8aa91e15e31aaf7585c
work/private/stellar-co-12gal-001/NGC6946__CO21_MOM0.fits.gz,NAME:NGC6946,NAME:NGC6946,CO21_MOM0,CO21_MOM0,K KM/S,unchanged,c94e1907d231748a6cb5487f310f9f5431f9552f38d888a86f2728d20aa707fc
work/private/stellar-co-12gal-001/NGC7331__CO21_MOM0.fits.gz,NAME:NGC7331,NAME:NGC7331,CO21_MOM0,CO21_MOM0,K KM/S,unchanged,62fcd43b238758ec82dbf3e7fc7fc30f6a5a6b9daae2a8be2a6f99162dfd7cd0
work/private/stellar-co-12gal-001/NGC7331__CO21_EMOM0.fits.gz,NAME:NGC7331,NAME:NGC7331,CO21_EMOM0,CO21_EMOM0,K KM/S,unchanged,15a3f1ea2acfdf7374451a2ba1ba24c8228cf25b248fef2eafdcbdddefc67a3a
work/private/things-observable-12gal-003/HO_II_NA_MOM0_THINGS.FITS,NAME:UGC4305,NAME:UGC4305,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,246462ee6192a9b7e45959b3df0891882c5555a87e9a7c91a576c6f3887fbad5
work/private/things-observable-12gal-003/HO_II_NA_MOM1_THINGS.FITS,NAME:UGC4305,NAME:UGC4305,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,5475063648b62ea4c950d5afe0ee104e4a3ec2067510930ac04b4b5d72e87702
work/private/things-observable-12gal-003/HO_II_NA_MOM2_THINGS.FITS,NAME:UGC4305,NAME:UGC4305,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,9191f633b92fad9c0a1fefa4074a1ba5a3157287a78f602ea614d60dcf02874f
work/private/things-observable-12gal-003/HO_II_RO_MOM0_THINGS.FITS,NAME:UGC4305,NAME:UGC4305,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,178d78b198d43df6768ab0effe300d8744480ba2db4b4dac593dec1a66e8fa1e
work/private/things-observable-12gal-003/HO_II_RO_MOM2_THINGS.FITS,NAME:UGC4305,NAME:UGC4305,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,f2836f1026ce9f4720034654d0e7130e06a5c6b8968b7d2da858937507e84e1d
work/private/things-observable-12gal-003/HO_II_RO_MOM1_THINGS.FITS,NAME:UGC4305,NAME:UGC4305,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,c15745762d1fd7beb3608b3e0382e5716d45aa4c03e562739d7aab583a283bba
work/private/things-observable-12gal-003/NGC_2841_NA_MOM0_THINGS.FITS,NAME:NGC2841,NAME:NGC2841,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,28b434cd4ad11732a95f85b6fb86b050fc815750ad811510960b6801deee6625
work/private/things-observable-12gal-003/NGC_2841_NA_MOM1_THINGS.FITS,NAME:NGC2841,NAME:NGC2841,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,dcd022486ff3ac591c1c2804c30003a9f01b7605d260d02cc666998e2b13f1b8
work/private/things-observable-12gal-003/NGC_2841_NA_MOM2_THINGS.FITS,NAME:NGC2841,NAME:NGC2841,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,1075f5901755b9d3cabe8337713c620199293aa82a910e3f60672bd697baf5c8
work/private/things-observable-12gal-003/NGC_2841_RO_MOM0_THINGS.FITS,NAME:NGC2841,NAME:NGC2841,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,859420fd952942261ee491ff789b32660765cac9297a8a9708f7e91957791b95
work/private/things-observable-12gal-003/NGC_2841_RO_MOM2_THINGS.FITS,NAME:NGC2841,NAME:NGC2841,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,abf380edde4fbf5096b19cd1daf75fe1185c699d728d6291109fda8f12a46e4c
work/private/things-observable-12gal-003/NGC_2841_RO_MOM1_THINGS.FITS,NAME:NGC2841,NAME:NGC2841,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,3ad6159c33513ec27d9b1322a9e2f0ca6fdf2017deead6ec508bdbac149b3555
work/private/things-observable-12gal-003/NGC_2903_NA_MOM0_THINGS.FITS,NAME:NGC2903,NAME:NGC2903,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,dcbc9e3e7a6ed194d8065d636e62e99ae24b769b9bfe8dfe04e2365920f942de
work/private/things-observable-12gal-003/NGC_2903_NA_MOM1_THINGS.FITS,NAME:NGC2903,NAME:NGC2903,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,91e3edf22da6ec3160aad9006ea183a850dcc106e4519ae3ab9e83c3619029e3
work/private/things-observable-12gal-003/NGC_2903_NA_MOM2_THINGS.FITS,NAME:NGC2903,NAME:NGC2903,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,295f8bdfdb807add0ea0d4f627e9fafa93761b459da925c1f31560091eaa3ce4
work/private/things-observable-12gal-003/NGC_2903_RO_MOM0_THINGS.FITS,NAME:NGC2903,NAME:NGC2903,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,ed44a7fb449186d63133b738200af1b8eaca0072f10ccf1cf7b02af93e0b4f77
work/private/things-observable-12gal-003/NGC_2903_RO_MOM1_THINGS.FITS,NAME:NGC2903,NAME:NGC2903,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,ef5b7d61a67a7164d79cc57e55388999f30caed02916c7cbd0376ea63213bfca
work/private/things-observable-12gal-003/NGC_2903_RO_MOM2_THINGS.FITS,NAME:NGC2903,NAME:NGC2903,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,6560c6c8012cc99023aba971c92b94ddcbbd2566fb131194c2b201da32c2c716
work/private/things-observable-12gal-003/NGC_2976_NA_MOM0_THINGS.FITS,NAME:NGC2976,NAME:NGC2976,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,b4f8b1cdc68b1b5724c9930385c760cc9d2fa1dbac7c994e28508467ccf76878
work/private/things-observable-12gal-003/NGC_2976_NA_MOM1_THINGS.FITS,NAME:NGC2976,NAME:NGC2976,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,5651552667a1f78a0b2734ad8ccf3601471a16fe9a973911207984e8276c0253
work/private/things-observable-12gal-003/NGC_2976_NA_MOM2_THINGS.FITS,NAME:NGC2976,NAME:NGC2976,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,41823241344b18c0953b7ac04475c0a390fdbdb96d1424a78617d6c3d82cd665
work/private/things-observable-12gal-003/NGC_2976_RO_MOM0_THINGS.FITS,NAME:NGC2976,NAME:NGC2976,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,5880fec86eb573cf95a770509bcbf3bb939105a44568d843c250c674fe5dd370
work/private/things-observable-12gal-003/NGC_2976_RO_MOM1_THINGS.FITS,NAME:NGC2976,NAME:NGC2976,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,663261236adac8fd715b7f7ba31fdc3bdfa4e6473ed203c00cc9e2e7eed578f3
work/private/things-observable-12gal-003/NGC_2976_RO_MOM2_THINGS.FITS,NAME:NGC2976,NAME:NGC2976,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,a3c3497dc9dd07f6015f5b8365499ef3c47d292a1e30f55b0e439b63580be8b6
work/private/things-observable-12gal-003/NGC_3198_NA_MOM0_THINGS.FITS,NAME:NGC3198,NAME:NGC3198,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,6d98f314fa8b03bc2c048c84bdc629eccfa3f97b1f06ca4d52ce05162386448e
work/private/things-observable-12gal-003/NGC_3198_NA_MOM2_THINGS.FITS,NAME:NGC3198,NAME:NGC3198,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,2d1569c45e2fa6b565eed1f88b5bd7580a72b9ecd90b6feb41ed8088f76947f8
work/private/things-observable-12gal-003/NGC_3198_NA_MOM1_THINGS.FITS,NAME:NGC3198,NAME:NGC3198,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,a1b048bb7710731dcbe1f0ed4ed2cf6e0430c5f5d070bf267a0ac2d0460256e1
work/private/things-observable-12gal-003/NGC_3198_RO_MOM0_THINGS.FITS,NAME:NGC3198,NAME:NGC3198,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,d11d04a3d91c4c05e002cad2484fb2f322eefabca888f337641aa554b9c50f8d
work/private/things-observable-12gal-003/NGC_3198_RO_MOM1_THINGS.FITS,NAME:NGC3198,NAME:NGC3198,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,e8709d70f2884ad67b244ac0036ca45163da0cd55879736d033f09710720897a
work/private/things-observable-12gal-003/NGC_3198_RO_MOM2_THINGS.FITS,NAME:NGC3198,NAME:NGC3198,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,184c9e6f09fd17b571eab820446c370464a132c96b62e13b2efc6008cc858ba4
work/private/things-observable-12gal-003/IC_2574_NA_MOM0_THINGS.FITS,NAME:IC2574,NAME:IC2574,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,f46e0fcbae7845ef8cf9075ac92c46000b7db8ae4945c8fd7700139007126c14
work/private/things-observable-12gal-003/IC_2574_NA_MOM1_THINGS.FITS,NAME:IC2574,NAME:IC2574,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,e6e16cdcc16741c6b73fc083b364bb684f04e498bdf8f4e0eb2910fb4dc0f6ef
work/private/things-observable-12gal-003/IC_2574_NA_MOM2_THINGS.FITS,NAME:IC2574,NAME:IC2574,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,9833095937400758d9b98955db972f8b47aed945f7f00c911371c11f78d90b36
