alpha,tau,omega,stability,uniform_static_response_gain,relaxation_time,response_at_10_tau,fraction_equilibrium_at_10_tau,formal_frequency_amplitude,formal_frequency_phase_degrees,step_scaled_error,frequency_scaled_error
0,0.1,0.001,stable,1.0,0.1,0.9999546000702375,0.9999546000702375,0.9999999950000001,-0.005729577932209639,2.761734846454117e-11,7.824171075025997e-11
0,0.1,0.01,stable,1.0,0.1,0.9999546000702375,0.9999546000702375,0.9999995000003751,-0.057295760414500616,2.761734846454117e-11,4.5378102449038685e-12
0,0.1,0.1,stable,1.0,0.1,0.9999546000702375,0.9999546000702375,0.9999500037496876,-0.5729386976834862,2.761734846454117e-11,4.850366932638858e-13
0,0.1,1,stable,1.0,0.1,0.9999546000702375,0.9999546000702375,0.9950371902099892,-5.710593137499643,2.761734846454117e-11,6.760022495887583e-13
0,0.1,10,stable,1.0,0.1,0.9999546000702375,0.9999546000702375,0.7071067811865476,-45.0,2.761734846454117e-11,2.5311620167222683e-11
0,1,0.001,stable,1.0,1.0,0.9999546000702375,0.9999546000702375,0.9999995000003751,-0.057295760414500616,2.7563213079144298e-11,4.54473710401729e-12
0,1,0.01,stable,1.0,1.0,0.9999546000702375,0.9999546000702375,0.9999500037496876,-0.572938697683486,2.7563213079144298e-11,6.994441907212403e-13
0,1,0.1,stable,1.0,1.0,0.9999546000702375,0.9999546000702375,0.9950371902099892,-5.710593137499643,2.7563213079144298e-11,6.778126366461242e-13
0,1,1,stable,1.0,1.0,0.9999546000702375,0.9999546000702375,0.7071067811865476,-45.0,2.7563213079144298e-11,2.52573236789202e-11
0,1,10,stable,1.0,1.0,0.9999546000702375,0.9999546000702375,0.09950371902099893,-84.28940686250037,2.7563213079144298e-11,2.415653629959762e-12
0,10,0.001,stable,1.0,10.0,0.9999546000702375,0.9999546000702375,0.9999500037496876,-0.572938697683486,2.936403618697883e-11,6.161198616523359e-13
0,10,0.01,stable,1.0,10.0,0.9999546000702375,0.9999546000702375,0.9950371902099892,-5.710593137499643,2.936403618697883e-11,6.643151970459518e-13
0,10,0.1,stable,1.0,10.0,0.9999546000702375,0.9999546000702375,0.7071067811865476,-45.0,2.936403618697883e-11,2.5250717748992038e-11
0,10,1,stable,1.0,10.0,0.9999546000702375,0.9999546000702375,0.09950371902099893,-84.28940686250037,2.936403618697883e-11,2.2174088238708787e-12
0,10,10,stable,1.0,10.0,0.9999546000702375,0.9999546000702375,0.009999500037496873,-89.42706130231652,2.936403618697883e-11,2.830991792368789e-13
0.25,0.1,0.001,stable,1.3333333333333333,0.13333333333333333,1.3325958875064696,0.9994469156298522,1.3333333214814815,-0.007639437223140238,3.403348513939409e-11,5.13797621835752e-11
0.25,0.1,0.01,stable,1.3333333333333333,0.13333333333333333,1.3325958875064696,0.9994469156298522,1.3333321481497284,-0.07639432741341867,3.403348513939409e-11,3.788994667393007e-12
0.25,0.1,0.1,stable,1.3333333333333333,0.13333333333333333,1.3325958875064696,0.9994469156298522,1.3332148306149432,-0.7638984609299951,3.403348513939409e-11,6.391446886628814e-13
0.25,0.1,1,stable,1.3333333333333333,0.13333333333333333,1.3325958875064696,0.9994469156298522,1.3216372009101796,-7.594643368591445,3.403348513939409e-11,1.3216969693014893e-12
0.25,0.1,10,stable,1.3333333333333333,0.13333333333333333,1.3325958875064696,0.9994469156298522,0.8,-53.13010235415599,3.403348513939409e-11,6.679186176387678e-11
0.25,1,0.001,stable,1.3333333333333333,1.3333333333333333,1.3325958875064696,0.9994469156298522,1.3333321481497284,-0.07639432741341867,3.403511343842594e-11,4.014758517006998e-12
0.25,1,0.01,stable,1.3333333333333333,1.3333333333333333,1.3325958875064696,0.9994469156298522,1.3332148306149432,-0.7638984609299951,3.403511343842594e-11,6.390982880174942e-13
0.25,1,0.1,stable,1.3333333333333333,1.3333333333333333,1.3325958875064696,0.9994469156298522,1.3216372009101796,-7.594643368591445,3.403511343842594e-11,1.3240096377050086e-12
0.25,1,1,stable,1.3333333333333333,1.3333333333333333,1.3325958875064696,0.9994469156298522,0.8,-53.13010235415599,3.403511343842594e-11,6.571131557923161e-11
0.25,1,10,stable,1.3333333333333333,1.3333333333333333,1.3325958875064696,0.9994469156298522,0.09971993098884563,-85.71084667118099,3.403511343842594e-11,1.9716476251406553e-12
0.25,10,0.001,stable,1.3333333333333333,13.333333333333334,1.3325958875064696,0.9994469156298522,1.3332148306149432,-0.7638984609299951,3.383573252480728e-11,6.399741048700043e-13
0.25,10,0.01,stable,1.3333333333333333,13.333333333333334,1.3325958875064696,0.9994469156298522,1.3216372009101796,-7.594643368591445,3.383573252480728e-11,1.347982079741964e-12
0.25,10,0.1,stable,1.3333333333333333,13.333333333333334,1.3325958875064696,0.9994469156298522,0.8,-53.13010235415599,3.383573252480728e-11,6.551325054084109e-11
0.25,10,1,stable,1.3333333333333333,13.333333333333334,1.3325958875064696,0.9994469156298522,0.09971993098884563,-85.71084667118099,3.383573252480728e-11,1.835714244601556e-12
0.25,10,10,stable,1.3333333333333333,13.333333333333334,1.3325958875064696,0.9994469156298522,0.009999718761864678,-89.57028971059897,3.383573252480728e-11,2.838071185018291e-13
0.5,0.1,0.001,stable,2.0,0.2,1.986524106001829,0.9932620530009145,1.9999999600000011,-0.011459155749827725,3.963130886870027e-11,3.1470589742825864e-11
0.5,0.1,0.01,stable,2.0,0.2,1.986524106001829,0.9932620530009145,1.9999960000120003,-0.11459140623778595,3.963130886870027e-11,3.3097341168267352e-12
0.5,0.1,0.1,stable,2.0,0.2,1.986524106001829,0.9932620530009145,1.999600119960014,-1.1457628381751037,3.963130886870027e-11,5.436243208143125e-13
0.5,0.1,1,stable,2.0,0.2,1.986524106001829,0.9932620530009145,1.9611613513818402,-11.309932474020215,3.963130886870027e-11,3.284090125002166e-12
0.5,0.1,10,stable,2.0,0.2,1.986524106001829,0.9932620530009145,0.894427190999916,-63.43494882292201,3.963130886870027e-11,1.3036054068685393e-09
0.5,1,0.001,stable,2.0,2.0,1.986524106001829,0.9932620530009145,1.9999960000120003,-0.11459140623778595,4.005791696684026e-11,3.2886015675867424e-12
0.5,1,0.01,stable,2.0,2.0,1.986524106001829,0.9932620530009145,1.999600119960014,-1.1457628381751035,4.005791696684026e-11,5.404267758140292e-13
0.5,1,0.1,stable,2.0,2.0,1.986524106001829,0.9932620530009145,1.9611613513818402,-11.309932474020215,4.005791696684026e-11,3.2841560651425054e-12
0.5,1,1,stable,2.0,2.0,1.986524106001829,0.9932620530009145,0.894427190999916,-63.43494882292201,4.005791696684026e-11,1.2904475725521838e-09
0.5,1,10,stable,2.0,2.0,1.986524106001829,0.9932620530009145,0.09987523388778445,-87.13759477388825,4.005791696684026e-11,1.6598379005979643e-12
0.5,10,0.001,stable,2.0,20.0,1.986524106001829,0.9932620530009145,1.999600119960014,-1.1457628381751035,3.9636410030063175e-11,5.413569845312548e-13
0.5,10,0.01,stable,2.0,20.0,1.986524106001829,0.9932620530009145,1.9611613513818402,-11.309932474020215,3.9636410030063175e-11,3.295074706533374e-12
0.5,10,0.1,stable,2.0,20.0,1.986524106001829,0.9932620530009145,0.894427190999916,-63.43494882292201,3.9636410030063175e-11,1.2904947265446318e-09
0.5,10,1,stable,2.0,20.0,1.986524106001829,0.9932620530009145,0.09987523388778445,-87.13759477388825,3.9636410030063175e-11,1.5761550292698756e-12
0.5,10,10,stable,2.0,20.0,1.986524106001829,0.9932620530009145,0.009999875002343702,-89.71352348972293,3.9636410030063175e-11,2.848136592790406e-13
0.8,0.1,0.001,stable,5.000000000000001,0.5000000000000001,4.323323583816937,0.8646647167633872,4.999999375000118,-0.028647887369217383,4.938586852062609e-11,1.4370328209515475e-11
0.8,0.1,0.01,stable,5.000000000000001,0.5000000000000001,4.323323583816937,0.8646647167633872,4.999937501171852,-0.28647651027707455,4.938586852062609e-11,1.9705193535078104e-12
0.8,0.1,0.1,stable,5.000000000000001,0.5000000000000001,4.323323583816937,0.8646647167633872,4.9937616943892245,-2.862405226111749,4.938586852062609e-11,3.9887935241549037e-13
0.8,0.1,1,stable,5.000000000000001,0.5000000000000001,4.323323583816937,0.8646647167633872,4.4721359549995805,-26.565051177077994,4.938586852062609e-11,1.6475793848311425e-11
0.8,0.1,10,stable,5.000000000000001,0.5000000000000001,4.323323583816937,0.8646647167633872,0.9805806756909201,-78.69006752597979,4.938586852062609e-11,3.248520801310407e-11
0.8,1,0.001,stable,5.000000000000001,5.000000000000001,4.323323583816937,0.8646647167633872,4.999937501171852,-0.28647651027707455,4.904480073267765e-11,1.966797097745662e-12
0.8,1,0.01,stable,5.000000000000001,5.000000000000001,4.323323583816937,0.8646647167633872,4.9937616943892245,-2.8624052261117483,4.904480073267765e-11,3.9854303890787864e-13
0.8,1,0.1,stable,5.000000000000001,5.000000000000001,4.323323583816937,0.8646647167633872,4.4721359549995805,-26.565051177077994,4.904480073267765e-11,1.6470446308138654e-11
0.8,1,1,stable,5.000000000000001,5.000000000000001,4.323323583816937,0.8646647167633872,0.9805806756909201,-78.69006752597979,4.904480073267765e-11,3.201009108858551e-11
0.8,1,10,stable,5.000000000000001,5.000000000000001,4.323323583816937,0.8646647167633872,0.0999800059980007,-88.8542371618249,4.904480073267765e-11,1.459751798605172e-12
0.8,10,0.001,stable,5.000000000000001,50.000000000000014,4.323323583816937,0.8646647167633872,4.9937616943892245,-2.8624052261117483,5.085876215140155e-11,3.986936794855828e-13
0.8,10,0.01,stable,5.000000000000001,50.000000000000014,4.323323583816937,0.8646647167633872,4.4721359549995805,-26.565051177077994,5.085876215140155e-11,1.6713680581205217e-11
