alpha,tau,omega,stability,uniform_static_response_gain,relaxation_time,response_at_10_tau,fraction_equilibrium_at_10_tau,formal_frequency_amplitude,formal_frequency_phase_degrees,step_scaled_error,frequency_scaled_error
0.8,10,0.1,stable,5.000000000000001,50.000000000000014,4.323323583816937,0.8646647167633872,0.9805806756909201,-78.69006752597979,5.085876215140155e-11,3.136328131779278e-11
0.8,10,1,stable,5.000000000000001,50.000000000000014,4.323323583816937,0.8646647167633872,0.0999800059980007,-88.8542371618249,5.085876215140155e-11,1.4119240819150308e-12
0.8,10,10,stable,5.000000000000001,50.000000000000014,4.323323583816937,0.8646647167633872,0.00999998000006,-89.88540859376221,5.085876215140155e-11,2.8617287430228004e-13
0.9,0.1,0.001,stable,10.000000000000002,1.0000000000000002,6.321205588285578,0.6321205588285577,9.999995000003752,-0.05729576041450063,5.1697801467294455e-11,8.149025843293676e-12
0.9,0.1,0.01,stable,10.000000000000002,1.0000000000000002,6.321205588285578,0.6321205588285577,9.999500037496878,-0.572938697683486,5.1697801467294455e-11,1.2298014717170295e-12
0.9,0.1,0.1,stable,10.000000000000002,1.0000000000000002,6.321205588285578,0.6321205588285577,9.950371902099892,-5.710593137499646,5.1697801467294455e-11,1.2241904293036542e-12
0.9,0.1,1,stable,10.000000000000002,1.0000000000000002,6.321205588285578,0.6321205588285577,7.071067811865476,-45.00000000000001,5.1697801467294455e-11,5.274084837740959e-11
0.9,0.1,10,stable,10.000000000000002,1.0000000000000002,6.321205588285578,0.6321205588285577,0.9950371902099892,-84.28940686250037,5.1697801467294455e-11,1.2272215116944369e-11
0.9,1,0.001,stable,10.000000000000002,10.000000000000002,6.321205588285578,0.6321205588285577,9.999500037496878,-0.572938697683486,5.1548241504230294e-11,1.1900130542185852e-12
0.9,1,0.01,stable,10.000000000000002,10.000000000000002,6.321205588285578,0.6321205588285577,9.950371902099892,-5.710593137499644,5.1548241504230294e-11,1.186994545661047e-12
0.9,1,0.1,stable,10.000000000000002,10.000000000000002,6.321205588285578,0.6321205588285577,7.071067811865476,-45.00000000000001,5.1548241504230294e-11,5.273795347152755e-11
0.9,1,1,stable,10.000000000000002,10.000000000000002,6.321205588285578,0.6321205588285577,0.9950371902099892,-84.28940686250037,5.1548241504230294e-11,1.1455045676205862e-11
0.9,1,10,stable,10.000000000000002,10.000000000000002,6.321205588285578,0.6321205588285577,0.09999500037496875,-89.42706130231652,5.1548241504230294e-11,1.4374348154511088e-12
0.9,10,0.001,stable,10.000000000000002,100.00000000000003,6.321205588285578,0.6321205588285577,9.950371902099892,-5.710593137499644,5.054850134585381e-11,1.1983070427279536e-12
0.9,10,0.01,stable,10.000000000000002,100.00000000000003,6.321205588285578,0.6321205588285577,7.071067811865476,-45.00000000000001,5.054850134585381e-11,5.273694135543797e-11
0.9,10,0.1,stable,10.000000000000002,100.00000000000003,6.321205588285578,0.6321205588285577,0.9950371902099892,-84.28940686250037,5.054850134585381e-11,1.1391720245168388e-11
0.9,10,1,stable,10.000000000000002,100.00000000000003,6.321205588285578,0.6321205588285577,0.09999500037496875,-89.42706130231652,5.054850134585381e-11,1.4077696908417495e-12
0.9,10,10,stable,10.000000000000002,100.00000000000003,6.321205588285578,0.6321205588285577,0.00999999500000375,-89.94270423958551,5.054850134585381e-11,2.8666482751051353e-13
0.95,0.1,0.001,stable,19.999999999999982,1.9999999999999984,7.869386805747329,0.3934693402873668,19.99996000011998,-0.11459140623778587,4.376611078915543e-11,4.700375814583727e-12
0.95,0.1,0.01,stable,19.999999999999982,1.9999999999999984,7.869386805747329,0.3934693402873668,19.996001199600123,-1.1457628381751026,4.376611078915543e-11,7.69795128471268e-13
0.95,0.1,0.1,stable,19.999999999999982,1.9999999999999984,7.869386805747329,0.3934693402873668,19.611613513818384,-11.309932474020208,4.376611078915543e-11,4.696999076965973e-12
0.95,0.1,1,stable,19.999999999999982,1.9999999999999984,7.869386805747329,0.3934693402873668,8.944271909999156,-63.434948822921996,4.376611078915543e-11,2.4320461088061525e-09
0.95,0.1,10,stable,19.999999999999982,1.9999999999999984,7.869386805747329,0.3934693402873668,0.9987523388778446,-87.13759477388825,4.376611078915543e-11,8.421375940962237e-12
0.95,1,0.001,stable,19.999999999999982,19.999999999999982,7.869386805747329,0.3934693402873668,19.996001199600123,-1.1457628381751026,2.5268771554452468e-11,7.699802985599541e-13
0.95,1,0.01,stable,19.999999999999982,19.999999999999982,7.869386805747329,0.3934693402873668,19.611613513818384,-11.309932474020203,2.5268771554452468e-11,4.6972653979447425e-12
0.95,1,0.1,stable,19.999999999999982,19.999999999999982,7.869386805747329,0.3934693402873668,8.944271909999156,-63.434948822921996,2.5268771554452468e-11,2.4350978054548265e-09
0.95,1,1,stable,19.999999999999982,19.999999999999982,7.869386805747329,0.3934693402873668,0.9987523388778446,-87.13759477388825,2.5268771554452468e-11,8.100197580812639e-12
0.95,1,10,stable,19.999999999999982,19.999999999999982,7.869386805747329,0.3934693402873668,0.09999875002343701,-89.71352348972293,2.5268771554452468e-11,1.434842964940234e-12
0.95,10,0.001,stable,19.999999999999982,199.99999999999983,7.869386805747329,0.3934693402873668,19.611613513818384,-11.309932474020203,4.337474343002964e-11,4.695203217405498e-12
0.95,10,0.01,stable,19.999999999999982,199.99999999999983,7.869386805747329,0.3934693402873668,8.944271909999156,-63.434948822921996,4.337474343002964e-11,2.434719552228083e-09
0.95,10,0.1,stable,19.999999999999982,199.99999999999983,7.869386805747329,0.3934693402873668,0.9987523388778446,-87.13759477388825,4.337474343002964e-11,7.991745029277509e-12
0.95,10,1,stable,19.999999999999982,199.99999999999983,7.869386805747329,0.3934693402873668,0.09999875002343701,-89.71352348972293,4.337474343002964e-11,1.4247763658252029e-12
0.95,10,10,stable,19.999999999999982,199.99999999999983,7.869386805747329,0.3934693402873668,0.009999998750000235,-89.97135211263078,4.337474343002964e-11,2.8689572606375253e-13
0.99,0.1,0.001,stable,99.99999999999991,9.999999999999991,9.516258196404042,0.09516258196404048,99.99500037496868,-0.5729386976834854,5.124736954762435e-15,1.3680628120399466e-12
0.99,0.1,0.01,stable,99.99999999999991,9.999999999999991,9.516258196404042,0.09516258196404048,99.50371902099883,-5.710593137499637,5.124736954762435e-15,1.2924725761735331e-12
0.99,0.1,0.1,stable,99.99999999999991,9.999999999999991,9.516258196404042,0.09516258196404048,70.71067811865471,-44.99999999999998,5.124736954762435e-15,5.897921037201885e-11
0.99,0.1,1,stable,99.99999999999991,9.999999999999991,9.516258196404042,0.09516258196404048,9.95037190209989,-84.28940686250036,5.124736954762435e-15,2.0734947900291658e-11
0.99,0.1,10,stable,99.99999999999991,9.999999999999991,9.516258196404042,0.09516258196404048,0.9999500037496876,-89.42706130231652,5.124736954762435e-15,7.296269525458753e-12
0.99,1,0.001,stable,99.99999999999991,99.99999999999991,9.516258196404042,0.09516258196404048,99.50371902099883,-5.710593137499637,1.1341830159360104e-14,1.2980148441401352e-12
0.99,1,0.01,stable,99.99999999999991,99.99999999999991,9.516258196404042,0.09516258196404048,70.71067811865473,-44.99999999999997,1.1341830159360104e-14,5.925097678994934e-11
0.99,1,0.1,stable,99.99999999999991,99.99999999999991,9.516258196404042,0.09516258196404048,9.95037190209989,-84.28940686250036,1.1341830159360104e-14,2.0196830355966195e-11
0.99,1,1,stable,99.99999999999991,99.99999999999991,9.516258196404042,0.09516258196404048,0.9999500037496876,-89.42706130231652,1.1341830159360104e-14,7.142606796498658e-12
0.99,1,10,stable,99.99999999999991,99.99999999999991,9.516258196404042,0.09516258196404048,0.0999999500000375,-89.94270423958551,1.1341830159360104e-14,1.4369106433932591e-12
0.99,10,0.001,stable,99.99999999999991,999.9999999999991,9.516258196404042,0.09516258196404048,70.71067811865473,-44.99999999999997,4.925234601966351e-15,5.828099313900465e-11
0.99,10,0.01,stable,99.99999999999991,999.9999999999991,9.516258196404042,0.09516258196404048,9.95037190209989,-84.28940686250036,4.925234601966351e-15,2.0123062692049212e-11
0.99,10,0.1,stable,99.99999999999991,999.9999999999991,9.516258196404042,0.09516258196404048,0.9999500037496876,-89.42706130231652,4.925234601966351e-15,7.129597052301841e-12
0.99,10,1,stable,99.99999999999991,999.9999999999991,9.516258196404042,0.09516258196404048,0.0999999500000375,-89.94270423958551,4.925234601966351e-15,1.4269383757561071e-12
0.99,10,10,stable,99.99999999999991,999.9999999999991,9.516258196404042,0.09516258196404048,0.00999999995,-89.99427042206779,4.925234601966351e-15,2.8710719383541894e-13
1,0.1,0.001,marginal_forced_linear_growth,,,10.0,,10000.0,-90.0,1.797503944631206e-15,
1,0.1,0.01,marginal_forced_linear_growth,,,10.0,,1000.0,-90.0,1.797503944631206e-15,
1,0.1,0.1,marginal_forced_linear_growth,,,10.0,,99.99999999999999,-90.0,1.797503944631206e-15,
1,0.1,1,marginal_forced_linear_growth,,,10.0,,10.0,-90.0,1.797503944631206e-15,
1,0.1,10,marginal_forced_linear_growth,,,10.0,,1.0,-90.0,1.797503944631206e-15,
1,1,0.001,marginal_forced_linear_growth,,,10.0,,1000.0,-90.0,5.437827059388521e-16,
1,1,0.01,marginal_forced_linear_growth,,,10.0,,100.0,-90.0,5.437827059388521e-16,
1,1,0.1,marginal_forced_linear_growth,,,10.0,,10.0,-90.0,5.437827059388521e-16,
1,1,1,marginal_forced_linear_growth,,,10.0,,1.0,-90.0,5.437827059388521e-16,
1,1,10,marginal_forced_linear_growth,,,10.0,,0.1,-90.0,5.437827059388521e-16,
1,10,0.001,marginal_forced_linear_growth,,,10.0,,100.0,-90.0,1.6653345369377348e-15,
1,10,0.01,marginal_forced_linear_growth,,,10.0,,10.0,-90.0,1.6653345369377348e-15,
1,10,0.1,marginal_forced_linear_growth,,,10.0,,1.0,-90.0,1.6653345369377348e-15,
1,10,1,marginal_forced_linear_growth,,,10.0,,0.1,-90.0,1.6653345369377348e-15,
1,10,10,marginal_forced_linear_growth,,,10.0,,0.01,-90.0,1.6653345369377348e-15,
1.01,0.1,0.001,unstable,,,10.517091807564762,,99.99500037496868,-179.42706130231653,7.394394688024132e-15,
1.01,0.1,0.01,unstable,,,10.517091807564762,,99.50371902099883,-174.28940686250036,7.394394688024132e-15,
1.01,0.1,0.1,unstable,,,10.517091807564762,,70.71067811865471,-135.00000000000003,7.394394688024132e-15,
1.01,0.1,1,unstable,,,10.517091807564762,,9.95037190209989,-95.71059313749964,7.394394688024132e-15,
1.01,0.1,10,unstable,,,10.517091807564762,,0.9999500037496876,-90.57293869768348,7.394394688024132e-15,
1.01,1,0.001,unstable,,,10.517091807564762,,99.50371902099883,-174.28940686250036,1.2395576246066631e-15,
1.01,1,0.01,unstable,,,10.517091807564762,,70.71067811865473,-135.00000000000003,1.2395576246066631e-15,
1.01,1,0.1,unstable,,,10.517091807564762,,9.95037190209989,-95.71059313749964,1.2395576246066631e-15,
1.01,1,1,unstable,,,10.517091807564762,,0.9999500037496876,-90.57293869768348,1.2395576246066631e-15,
1.01,1,10,unstable,,,10.517091807564762,,0.0999999500000375,-90.0572957604145,1.2395576246066631e-15,
1.01,10,0.001,unstable,,,10.517091807564762,,70.71067811865473,-135.00000000000003,1.1795820097562305e-14,
1.01,10,0.01,unstable,,,10.517091807564762,,9.95037190209989,-95.71059313749964,1.1795820097562305e-14,
1.01,10,0.1,unstable,,,10.517091807564762,,0.9999500037496876,-90.57293869768348,1.1795820097562305e-14,
1.01,10,1,unstable,,,10.517091807564762,,0.0999999500000375,-90.0572957604145,1.1795820097562305e-14,
1.01,10,10,unstable,,,10.517091807564762,,0.00999999995,-90.00572957793221,1.1795820097562305e-14,
1.1,0.1,0.001,unstable,,,17.18281828459046,,9.999995000003741,-179.9427042395855,1.1439326648274733e-10,
1.1,0.1,0.01,unstable,,,17.18281828459046,,9.999500037496867,-179.42706130231653,1.1439326648274733e-10,
1.1,0.1,0.1,unstable,,,17.18281828459046,,9.950371902099882,-174.28940686250036,1.1439326648274733e-10,
1.1,0.1,1,unstable,,,17.18281828459046,,7.071067811865472,-135.00000000000003,1.1439326648274733e-10,
1.1,0.1,10,unstable,,,17.18281828459046,,0.9950371902099892,-95.71059313749964,1.1439326648274733e-10,
1.1,1,0.001,unstable,,,17.18281828459046,,9.999500037496867,-179.42706130231653,1.1645344408223726e-10,
1.1,1,0.01,unstable,,,17.18281828459046,,9.950371902099882,-174.28940686250036,1.1645344408223726e-10,
1.1,1,0.1,unstable,,,17.18281828459046,,7.071067811865472,-135.00000000000003,1.1645344408223726e-10,
1.1,1,1,unstable,,,17.18281828459046,,0.9950371902099892,-95.71059313749964,1.1645344408223726e-10,
1.1,1,10,unstable,,,17.18281828459046,,0.09999500037496875,-90.57293869768348,1.1645344408223726e-10,
1.1,10,0.001,unstable,,,17.18281828459046,,9.950371902099882,-174.28940686250036,1.173708992838218e-10,
1.1,10,0.01,unstable,,,17.18281828459046,,7.071067811865472,-135.00000000000003,1.173708992838218e-10,
1.1,10,0.1,unstable,,,17.18281828459046,,0.9950371902099892,-95.71059313749964,1.173708992838218e-10,
1.1,10,1,unstable,,,17.18281828459046,,0.09999500037496875,-90.57293869768348,1.173708992838218e-10,
1.1,10,10,unstable,,,17.18281828459046,,0.00999999500000375,-90.0572957604145,1.173708992838218e-10,
