case,model,material,pressure_reference_km_s,r_kpc,raw_sigma_HI,pressure,pressure_gradient,inward_force,pressure_support_km2_s2,rotation_squared,speed_km_s,whole_profile_feasible
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.375,1.5416197458259386,47.05169555965541,-58.948678744682525,2324.9507883157357,90.81559340277707,5430.942528847095,73.69492878649856,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.38125,1.542618486825008,46.685349935788715,-58.283315202953304,2314.1860352278222,89.96854731896931,5420.6869490672825,73.62531459401231,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.3875,1.541702223031979,46.32313666138019,-57.62633179791348,2302.1200043625577,89.24088265043943,5407.070627765167,73.53278607373154,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.3937500000000003,1.5404496816108666,45.9650032637506,-56.97776032680773,2289.405675461324,88.53941508798317,5391.725420547562,73.42836931695788,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.4000000000000004,1.5390939643445745,45.61089705745411,-56.337636884367456,2276.3639822190894,87.85060019390139,5375.422957131914,73.3172759800302,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.40625,1.5377634577797477,45.260765121009115,-55.70600071976369,2262.9216644318194,87.16721908938102,5357.988035949684,73.19827891384936,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.4125,1.535889677540207,44.914554280658834,-55.082893130988396,2247.61231612904,86.52150061411605,5335.843212047193,73.04685627764684,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.41875,1.5345245708670456,44.57221110091207,-54.46835640163498,2231.5960138107616,85.85417239165817,5311.818686013123,72.88222476031534,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.4250000000000003,1.5345159920200138,44.233681881584715,-53.862432784627615,2215.379946421089,85.11895619333397,5287.177413877806,72.71297967954419,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.4312500000000004,1.5372766817267354,43.89891266103512,-53.26516353701681,2199.2011691897324,84.24048213878527,5262.567360453752,72.54355492015642,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.4375,1.5433679217600615,43.567849225263046,-52.67658800951094,2182.7278608982087,83.19415057347834,5237.205010365905,72.36853605238885,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.44375,1.556331494212805,43.24043712251924,-52.096742793957574,2166.294380865567,81.8022482203434,5212.079645019886,72.19473419176697,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.45,1.5742849377403583,42.91662168305517,-51.525660931526495,2150.477322254849,80.18743383483984,5188.4820056895405,72.03111831486126,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.4562500000000003,1.5946788738947695,42.59634804362552,-50.96337118387808,2135.6790288156317,78.49779822107364,5167.263816307322,71.88368254553548,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.4625000000000004,1.6164006729954181,42.27956117634442,-50.409897369134946,2122.0611884665905,76.79678333804226,5148.778893260937,71.75499211386575,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.46875,1.6380338924308178,41.96620592148573,-49.865257764006834,2109.183648539167,75.15403415872312,5131.893098172345,71.63723262502778,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.475,1.659593047722323,41.656227023810594,-49.32946457295813,2097.5368409774483,73.56648365431036,5117.837197764875,71.53906064357342,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.48125,1.6818087163898805,41.34956917200237,-48.80252346485316,2086.7860303865295,72.00061467578651,5105.83722322079,71.4551413351117,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.4875000000000003,1.7021791252694336,41.04617704078618,-48.284433177067996,2077.333531878307,70.56103893234217,5096.806121614947,71.39191916186977,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.4937500000000004,1.7204599034273818,40.74599533531324,-47.77518518662656,2069.153100893989,69.24855837779698,5090.701986976589,71.34915547486592,True
f4-stars-h0p1,newton,stellar_ML_0.8,5.0,2.5,1.7359103029592078,40.448968837393096,-47.274763447500035,2062.123827207815,68.08353428012771,5087.22603373941,71.32479256008678,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.75,7.3214790457058525,792.7066415300059,324.2985571609837,3132.0015487623427,-33.22059878234466,2382.2217603541017,48.80800918244977,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.7562500000000001,7.2813460064799,794.7393225795488,326.15240004497474,3145.972698526506,-33.874609490403024,2413.0164627510735,49.1224639320044,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.7625000000000001,7.269575868534277,796.7834452855074,327.95764715861367,3166.6439537339047,-34.3992153711249,2448.965230093227,49.48702082458821,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.76875,7.280973685695268,798.8386639872233,329.70088948391003,3193.498487183332,-34.81094283979038,2489.812904861977,49.89802505973535,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.775,7.312533646447179,800.9045494403829,331.36879232864584,3225.5613238782457,-35.11926597144247,2534.929291977083,50.348081313760936,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.78125,7.358919769573635,802.9805893383752,332.9481134239288,3261.401161688983,-35.34699680895082,2583.3166543784687,50.82633819564881,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.7875000000000001,7.4445296398717815,805.0661889451993,334.4257205283651,3300.97563964036,-35.376345807741785,2634.8946620245256,51.331225019714125,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.7937500000000001,7.546014472982911,807.1606718369462,335.7886085747909,3342.1272450337065,-35.32092457687549,2688.13442532238,51.847221963403015,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.8,7.645386643452507,809.2632807491141,337.0239163940754,3382.896789609698,-35.26559815600191,2741.5830298437604,52.360128245104214,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.80625,7.732984286897132,811.3731785272066,338.11894304869463,3421.9716815998136,-35.25267706736728,2794.217345357217,52.86035703017164,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.8125,7.804544976465813,813.4894491782792,339.06116380664145,3458.4247212767577,-35.29830328656098,2845.2683893239264,53.34105725727534,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.8187500000000001,7.883739888205489,815.6110990212728,339.83824578381797,3488.017787114835,-35.29321967506402,2891.1077828753355,53.76902252110722,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.8250000000000001,7.9586540148087295,817.7370579341404,340.4380632803822,3513.380681528823,-35.29006307897219,2933.8291253402517,54.16483292081913,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.83125,8.019923134222356,819.8661806959334,340.8487128336537,3535.007799194779,-35.328330184856256,2973.803563265517,54.53259175268967,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.8375,8.064840558837364,821.9972484221316,341.0585280071569,3552.540151058003,-35.417503312324826,3010.6698798234024,54.869571529431525,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.84375,8.095370184063075,824.1289700916234,341.056093932224,3566.006094833962,-35.546994481095346,3044.3646369972507,55.17576131778564,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.8500000000000001,8.08462334068085,826.2599841638366,340.8302616153592,3579.728083852982,-35.834164458261284,3078.6030357332966,55.48516050020309,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.8562500000000001,8.059600278553836,828.3888602845817,340.37016202129524,3591.2660301327905,-36.16084435430941,3111.182382655512,55.77797399202943,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.8625,8.034025953830433,830.5141010792305,339.66521993840655,3599.316745188422,-36.465061711332744,3140.875754436347,56.04351661375602,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.86875,8.009584183621518,832.6341440318876,338.7051676299006,3603.685276212245,-36.73725222592411,3167.438835935312,56.28000387291486,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.875,7.985773071165299,834.7473634492104,337.4800582710439,3604.7921276363354,-36.97764115704747,3191.170752838841,56.49044833278314,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.8812500000000001,7.938120379562991,836.8520725075371,335.98027916959614,3606.626020027395,-37.29883232565774,3215.6380124748,56.70659584629287,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.8875000000000001,7.886850838432943,838.9465253819512,334.1965647636711,3606.7530086555876,-37.60682905050226,3238.6001242323364,56.90869989933294,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.89375,7.843454511328681,841.0289194558655,332.12000938843994,3604.6653645861074,-37.8445821241379,3259.5142517229715,57.092155781008756,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.9,7.8132626114018615,843.0973976096468,329.74207980045065,3601.0509706040884,-37.98257995159839,3278.928453495278,57.261928482153635,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.90625,7.797695205354017,845.1500505867242,327.054627445887,3596.569869036984,-38.01036695039412,3297.401810765161,57.42300767780421,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.9125000000000001,7.777900292506253,847.1849194355353,324.04990045684923,3595.676753139112,-38.017398404009846,3319.07243564345,57.611391544064006,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.9187500000000001,7.766657020755749,849.1999980255508,320.72055535770437,3595.476756441438,-37.939361741793284,3341.2836317223646,57.80383751726493,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.925,7.774106598535367,851.1932356355067,317.05966846175767,3595.6018398452793,-37.72526008099497,3363.6569619378783,57.99704269993323,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.93125,7.799727715353994,853.162539611845,313.0607469369236,3596.798443430888,-37.37794846493286,3386.8964989099472,58.197048884887174,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.9375,7.840623479848159,855.1057780952195,308.71773951775225,3599.584808861421,-36.91324823105747,3411.5240065386397,58.40825289750276,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.9437500000000001,7.910362256902866,857.0207828127864,304.0250468400711,3606.2699261337793,-36.27187082423909,3439.689113612994,58.64886285012689,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.9500000000000001,7.9881826613916385,858.9053519338418,298.9775313736553,3615.3106458794127,-35.55610416593695,3470.1012177513794,58.9075650298956,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.95625,8.07561585929869,860.7572529862185,293.5705269277225,3625.9892149159414,-34.76227959151759,3502.1144663548866,59.17866563513313,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.9625,8.177720805718169,862.5742258306902,287.7998477036598,3637.1713620160554,-33.87341778910802,3534.6508537295613,59.45292973209614,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.96875,8.296510462551307,864.353985690472,281.66179686923124,3648.071163461062,-32.88850980767148,3566.9574494105755,59.724010660793496,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.9750000000000001,8.459018746832431,866.094226232748,275.1531746285534,3657.1981418505347,-31.714594008116816,3597.4827823123887,59.97901951776461,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.9812500000000001,8.642063170363308,867.7926226989958,268.2712857623798,3666.3608108914746,-30.460457643619456,3628.077003330879,60.23352059551956,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.9875,8.830250213594343,869.4468350807142,261.01394661366595,3675.7642551604467,-29.18957742377243,3659.0067793947137,60.48972457694541,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,0.99375,9.0176724688018,871.0545113370156,253.37949149400208,3686.1794768624295,-27.922490037567453,3691.063345169607,60.754122042620345,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.0,9.201848054291524,872.6132906503864,245.3667784872608,3698.3726446403334,-26.66494567608379,3725.037590316417,61.03308602976272,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.00625,9.384840296398515,874.1208067167767,236.97519462772564,3709.503661003527,-25.408667815653494,3758.096726700453,61.30331742002592,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.0125,9.56514702500323,875.5746910660424,228.2046604310064,3721.569150928262,-24.156159657808917,3792.244924972674,61.58120593957766,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.01875,9.735198812203691,876.9725764086284,219.0556337571929,3735.56723921314,-22.92330451540356,3828.5324294637903,61.87513579349778,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.0250000000000001,9.892936349544751,878.3121000042595,209.5291129869589,3751.788191389923,-21.709160275908978,3867.292056450581,62.1875554789749,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.03125,10.037745942294968,879.5909070482884,199.6266394926432,3770.120830020973,-20.509083728584645,3908.446189687713,62.51756704869211,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.0375,10.167986661758952,880.8066540712396,189.35029938773508,3787.3249815938366,-19.320534354516084,3948.670202758122,62.83844526051008,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.04375,10.285629984167382,881.9570123469958,178.70272453963798,3804.478547991942,-18.13413169882233,3989.0586161654114,63.15899473681806,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.05,10.388310570289676,883.0396713049718,167.68709283204876,3822.134467354777,-16.948997267872546,4030.1901879903885,63.48377893596433,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.0562500000000001,10.475067934650845,884.0523419415543,156.30712766481236,3840.283005763632,-15.761177361897575,4072.060102199734,63.81269546257809,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.0625,10.544051774984329,884.9927602260047,144.56709668060458,3858.7714552565817,-14.567695939009239,4114.512367149127,64.14446482081776,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.06875,10.58432745155012,885.8586904959614,132.4718097093199,3875.907928268849,-13.376310141094581,4155.752908478427,64.46512939937705,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.075,10.60574664954105,886.6479288376311,120.02661592254465,3892.0272570457328,-12.16591498744872,4196.095216311611,64.77727391849406,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.08125,10.61052209682336,887.3583064457108,107.23740019196681,3907.9389395531252,-10.927873096110703,4236.386851487928,65.0875322276696,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.0875000000000001,10.599911599705154,887.9876929580488,94.1105786470591,3923.6199081488408,-9.65529318956996,4276.591943301435,65.39565691467159,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.09375,10.577458555304652,888.533999760031,80.653093428776,3938.870049593888,-8.33984084896119,4316.478957592276,65.6999159633578,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.1,10.517726043552798,888.9951832536592,66.87240663742233,3953.9469131885917,-6.993873675408715,4356.335478182859,66.00254145245363,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.10625,10.432001204131968,889.3692480862844,52.776493474205544,3969.0159877903097,-5.5966247284092345,4396.32056122144,66.30475519313407,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.1125,10.337933866610326,889.6542503339566,38.37383457729835,3983.6024234499755,-4.129538021628126,4435.887234109726,66.60245666722606,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.1187500000000001,10.2457694357327,889.8483006343637,23.67340755454332,3997.3896079450483,-2.584932724454907,4474.664556612978,66.89293353272062,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.125,10.160771204977573,889.9495672643466,8.684677716158424,4010.1907868660496,-0.9615670143120589,4512.426202238618,67.17459491681821,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.13125,10.065684862654283,889.9562791570064,-6.582411987966558,4022.2574993088765,0.7397761466797594,4549.439019946487,67.44952942716863,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.1375,9.962349011336025,889.8667288534483,-22.117451820606345,4033.7432528100385,2.5253684063178348,4585.8575816651,67.71896028192621,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.14375,9.858527500353345,889.6792753842485,-37.90957689225087,4044.311810601712,4.3981292915151755,4621.283504084193,67.9800228308596,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.1500000000000001,9.759242803979584,889.3923470757768,-53.9474795707825,4053.72874477618,6.357009734515636,4655.431046758092,68.23071923084272,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.15625,9.668788876058478,889.0044442765619,-70.21942265659895,4061.8918461180756,8.397246903149927,4688.165200170875,68.47017745099596,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.1625,9.582827588151845,888.514141998947,-86.71325331286103,4068.7026233347124,10.51924977767884,4719.347549848924,68.69750759561022,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.16875,9.498546161558622,887.9200924713491,-103.41641773943464,4074.810002101848,12.724888227856013,4749.709301728679,68.91813478126551,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.175,9.410152328842146,887.2210275965181,-120.31597657799176,4080.744191567806,15.02327141356011,4779.851153678612,69.13646761065112,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.1812500000000001,9.318850512882214,886.4157613112608,-137.3986210345719,4086.7275861129096,17.41653875365041,4810.0304223422245,69.35438286324971,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.1875,9.229346909283915,885.5031918431978,-154.6506897047885,4092.917120070151,19.89823286842787,4840.440847214877,69.57327681814964,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.19375,9.159744305724903,884.4823038602069,-172.05818608566642,4098.96446762531,22.423601880610505,4870.715231347104,69.7905096080198,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.2000000000000002,9.123188463830225,883.3521705083165,-189.60679675688837,4105.019456680392,24.939543560929796,4901.083804455542,70.00774103237114,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.20625,9.117490840268815,882.1119553339233,-207.28191021300498,4110.498063601711,27.423532260665855,4930.864756958898,70.22011646927751,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.2125000000000001,9.134724782899335,880.7609140863241,-225.0686363268541,4115.025566999229,29.874542258479984,4959.593957728086,70.42438468121739,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.21875,9.167747549392116,879.298396396683,-242.95182642311465,4118.493533662192,32.29774127809663,4987.1162528727,70.61951750665463,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.225,9.224011927829423,877.7238473296927,-260.9160939395509,4120.728144527166,34.651106002110595,5013.2408710436675,70.80424331241503,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.2312500000000002,9.291448894177545,876.0368088043249,-278.94583565205613,4122.240284886846,36.96431676676575,5038.544034000164,70.98270235768827,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.2375,9.367009026240323,874.2369208802304,-297.0252534381464,4123.021128251952,39.24078113942406,5062.997865072367,71.15474590687796,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.2437500000000001,9.450288760611688,872.3239229065039,-315.13837655201723,4122.741376080787,41.47527824442917,5086.18430825605,71.31748949771051,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.25,9.541200031586914,870.2976545297045,-333.26908438269163,4121.230374431503,43.66184065937426,5107.876127380005,71.46940693317669,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.25625,9.641291592665711,868.1580565582047,-351.40112966519627,4118.280155991558,45.78719198553432,5127.802253978861,71.60867443249359,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.2625000000000002,9.749131045615224,865.9051716801391,-369.51816211299916,4114.488700053937,47.85212933182208,5146.689854486274,71.74043388833297,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.26875,9.860955770971412,863.539145032418,-387.6037524382879,4110.463005940569,49.87064868029855,5165.279290106799,71.86987748776812,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.2750000000000001,9.96886355181308,861.0602246184934,-405.6414167249126,4106.811817920468,51.88081907593164,5184.304248772665,72.00211280769936,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.28125,10.066470502594065,858.4687615727893,-423.6146411170809,4103.594706568673,53.91723532010501,5203.813482471008,72.13746240665115,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.2875,10.148434580915978,855.7652102699415,-441.50690678515207,4101.174222496713,56.012593661965255,5224.249217802553,72.27896801838384,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.2937500000000002,10.220259096380708,852.9501282772362,-459.3017151280879,4099.8727863144095,58.14153910808338,5246.0688781861845,72.42975133317927,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.3,10.280620751465381,850.0241761489083,-476.98261317041084,4098.990184630822,60.31517085514018,5268.372069164929,72.58355233222558,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.3062500000000001,10.328634380101965,846.9881170612108,-494.53321910976956,4097.715783112769,62.54302298730022,5290.098218703754,72.7330613868532,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.3125,10.360631157086932,843.8428162874616,-511.9372479695277,4095.784010758079,64.85296385639562,5310.8635502635825,72.87567186835112,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.31875,10.380610630682241,840.5892405125544,-529.178537309179,4092.789119243108,67.22669994131309,5330.138951060536,73.00780061788285,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.3250000000000002,10.383167193044553,837.2284569867282,-546.2410729437795,4088.7636227826247,69.70603556642568,5347.905764620553,73.12937689205722,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.33125,10.367317497797053,833.7616325186895,-563.1090146221334,4083.3643930648896,72.30789216931049,5363.670956098324,73.23708729938899,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.3375000000000001,10.33361753122023,830.1900323085097,-579.7667216120382,4076.1350016633573,75.04032230855506,5376.790242416186,73.32659982854916,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.34375,10.284270515475438,826.5150186210457,-596.1987781396117,4067.0790302565556,77.89975058703196,5387.237696320214,73.397804438009,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.35,10.224674115599186,822.7380493009574,-612.3900186285626,4055.5224626363606,80.85602688180266,5394.099297677284,73.4445321155856,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.3562500000000002,10.148865433439926,818.8606761307509,-628.3255526842142,4041.9281349711623,83.96667946942385,5397.898353585216,73.4703909992673,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.3625,10.052094825838553,814.8845430336145,-643.9907897662276,4027.3419208501214,87.28901450482374,5399.964352653466,73.48444973362369,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.3687500000000001,9.936618114126667,810.8113841231692,-659.3714634932498,4012.523856479246,90.82714866271262,5401.314879893256,73.49363836342066,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.375,9.806610226474474,806.6430216026184,-674.4536555221608,3997.8856168237407,94.56619106155367,5402.52653207109,73.50188114647875,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.38125,9.66054572987182,802.3813635161259,-689.2238189442747,3983.5424165658546,98.54416370837995,5403.723799173207,73.51002516101602,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.3875000000000002,9.504823488141476,798.0284013556341,-703.6688011406737,3969.3845913499804,102.72052529968587,5404.800595198413,73.51734894022236,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.39375,9.346293591578943,793.5862075266716,-717.7758660389404,3955.6785813288548,107.0370948108391,5406.189927916253,73.5267973457042,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.4000000000000001,9.188461852243154,789.0569326770798,-731.5327157138316,3942.8148158452464,111.4599830165636,5408.480759166782,73.5423739021714,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.40625,9.03445988601264,784.4428028929337,-744.9275112749382,3931.2680557374756,115.95096175613439,5412.394741624691,73.56897947929339,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.4125,8.877556367016837,779.7461167662875,-757.9488929851503,3921.8922503483536,120.59656588824164,5419.076237728808,73.61437521115566,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.4187500000000002,8.722859589315096,774.9692423397298,-770.5859995546916,3914.586697255379,125.3337710728943,5428.486105658175,73.67826073991007,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.425,8.579853582921256,770.1146139330683,-782.8284865567463,3908.465009941467,130.01743940757893,5439.545199759012,73.75327246813535,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.4312500000000001,8.453944604879068,765.1847288577965,-794.6665439121447,3903.495111696933,134.5367806547778,5452.340597961458,73.83996612920038,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.4375,8.345500526508065,760.1821440253269,-806.0909123922856,3899.8362778813216,138.84795559994512,5467.166693854455,73.94029141039718,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.44375,8.249555544131645,755.1094724552735,-817.0928990914322,3898.604104645164,142.99896118675434,5485.610714894702,74.06490879556054,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.4500000000000002,8.161746014571438,749.9693796903782,-827.6643918216773,3899.5252128407656,147.04125391782958,5507.270304701281,74.21098506758472,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.45625,8.082860290169618,744.764580124948,-837.7978723863117,3901.175136836312,150.94200664910466,5530.144286368774,74.36493990025659,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.4625000000000001,8.00794940315788,739.4978332539512,-847.4864286899441,3903.119472780507,154.7773143359616,5553.53491460553,74.52204314567288,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.46875,7.934785278905519,734.1719398501599,-856.7237656465784,3905.1684390922464,158.5818628436757,5577.1342820730615,74.68021345760242,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.475,7.860427384028077,728.7897380769683,-865.504214849918,3909.039716771138,162.4108530660359,5603.422729171393,74.85601331336977,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.4812500000000002,7.779247713695582,723.3540995447256,-873.8227429733975,3914.9723699731767,166.38497521432643,5632.667847808442,75.05110157624898,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.4875,7.687211230298651,717.8679253186133,-881.6749588708822,3922.184242922024,170.60692909689766,5663.6421322496135,75.25717329430871,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.4937500000000001,7.584979672384596,712.3341418862718,-889.0571193525627,3930.415055606582,175.08670153302862,5695.9707877793035,75.47165552562964,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.5,7.47362481840771,706.7556970935267,-895.9661336143222,3939.5536801168882,179.8256178329029,5729.504902342429,75.69349313079975,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.50625,7.357810006795398,701.1355560566833,-902.399566302726,3951.365298661191,184.7342273703913,5767.009753738028,75.94083061000866,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.5125000000000002,7.230968170735906,695.4766970599702,-908.3556392017761,3966.311778464509,190.0005465178066,5809.046018409765,76.21709794009324,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.51875,7.094559284913959,689.7821074467711,-913.8332315316779,3982.989401703341,195.62655898019855,5853.538594856751,76.50842172504116,True
f4-stars-h0p1,newton,stellar_ML_0.8,10.0,1.5250000000000001,6.950297841438125,684.0547795133414,-918.831878854031,4000.7566563759474,201.60554946267789,5899.5483515106425,76.80851744117082,True
