model,galaxy,rar_chi_square,candidate_chi_square,absolute_gain,fractional_gain
Local brightness-gradient adjustment,UGC11455,244.5471645745,231.3620400613,13.18512451319998,0.05391648901814686
Local brightness-gradient adjustment,UGC11820,1329.099413624,593.8528974573,735.2465161667,0.5531915134639432
Local brightness-gradient adjustment,UGC11914,4537.985830629,4206.446585817,331.5392448120001,0.07305867783329906
Local brightness-gradient adjustment,UGC12506,245.0788853697,259.8470261051,-14.768140735399982,-0.06025872328055651
Local brightness-gradient adjustment,UGCA281,23.46130060609,18.12284843518,5.338452170909999,0.22754289118670015
Local brightness-gradient adjustment,UGCA442,35.49389501915,60.57537122313,-25.081476203979996,-0.7066419785838607
Local brightness-gradient adjustment,UGCA444,72.33090473908,56.89768526392,15.433219475159994,0.21336964511687503
Signed nonlocal profile correction,CamB,973.7369268584,849.6863284381,124.05059842030005,0.12739641991449235
Signed nonlocal profile correction,D564-8,109.7939620361,57.13448918011,52.659472855989996,0.4796208450759404
Signed nonlocal profile correction,D631-7,480.808503893,434.8660027636,45.9425011294,0.09555259683931074
Signed nonlocal profile correction,DDO064,5.584811063593,5.476191902919,0.10861916067400035,0.019449030493096032
Signed nonlocal profile correction,DDO161,4637.528979521,1588.193363802,3049.335615719,0.6575345683411684
Signed nonlocal profile correction,DDO168,300.5865260231,186.2652192471,114.32130677600003,0.3803274494320296
Signed nonlocal profile correction,DDO170,1219.383837196,238.7412954021,980.6425417939,0.8042115303487285
Signed nonlocal profile correction,ESO079-G014,119.8828027567,95.90083830754,23.981964449160003,0.20004507650551823
Signed nonlocal profile correction,ESO116-G012,193.2659643065,165.8891808886,27.376783417899986,0.1416534127782749
Signed nonlocal profile correction,ESO563-G021,1606.162756172,1438.530701114,167.63205505799988,0.10436803768101356
Signed nonlocal profile correction,F561-1,241.1836488739,226.9769211609,14.20672771300002,0.05890419097369175
Signed nonlocal profile correction,F563-1,47.21975974153,63.50213019031,-16.28237044878,-0.34482112018159167
Signed nonlocal profile correction,F563-V1,206.2056864229,156.9884353918,49.21725103109998,0.2386803772722448
Signed nonlocal profile correction,F565-V2,7.657242481903,22.98903506783,-15.331792585926998,-2.002260294376455
Signed nonlocal profile correction,F567-2,28.21807210951,19.19404590135,9.024026208159999,0.3197959865273269
Signed nonlocal profile correction,F568-1,82.85374704761,89.45164750435,-6.597900456740007,-0.0796330967741106
Signed nonlocal profile correction,F568-3,50.06045212275,48.87987299724,1.1805791255100004,0.023583069577861156
Signed nonlocal profile correction,F568-V1,141.000779343,128.1712102404,12.829569102600004,0.09098934887012686
Signed nonlocal profile correction,F571-8,527.4028458951,531.1135038584,-3.7106579633000365,-0.007035718506604501
Signed nonlocal profile correction,F571-V1,5.483267645783,1.632280875342,3.850986770441,0.7023160310992054
Signed nonlocal profile correction,F574-2,110.4533455871,94.797054129,15.6562914581,0.14174574228495365
Signed nonlocal profile correction,F579-V1,48.80719418056,48.03862309016,0.7685710904000018,0.015747086127440718
Signed nonlocal profile correction,F583-1,91.2206059779,69.04581367941,22.17479229848999,0.2430897280364732
Signed nonlocal profile correction,F583-4,15.72900775533,18.90230119636,-3.1732934410299993,-0.2017478464243673
Signed nonlocal profile correction,KK98-251,441.0991829173,263.5178894809,177.58129343640002,0.4025881260126797
Signed nonlocal profile correction,NGC0024,303.3718060333,369.1375780289,-65.7657719956,-0.21678274212594806
Signed nonlocal profile correction,NGC0055,1073.667501403,802.570024704,271.0974766989999,0.2524966773649636
Signed nonlocal profile correction,NGC0100,39.23855494788,50.37240262156,-11.133847673680002,-0.2837476479057124
Signed nonlocal profile correction,NGC0247,113.3398812574,121.9235109603,-8.583629702900012,-0.07573353357770157
Signed nonlocal profile correction,NGC0289,325.2227604244,225.1784764802,100.0442839442,0.30761771966281526
Signed nonlocal profile correction,NGC0300,60.15162372022,74.38393363298,-14.232309912760002,-0.23660724403646985
Signed nonlocal profile correction,NGC0801,1129.408274232,1434.632635147,-305.22436091500003,-0.270251571445723
Signed nonlocal profile correction,NGC0891,616.4199387508,776.0768732598,-159.65693450899994,-0.2590067654731467
Signed nonlocal profile correction,NGC1003,470.8041584632,528.9862492748,-58.182090811600006,-0.12358023982098654
Signed nonlocal profile correction,NGC1090,1061.504771615,1300.633123263,-239.12835164800003,-0.2252729879717678
Signed nonlocal profile correction,NGC1705,203.6323834224,230.4438675237,-26.811484101299982,-0.13166611150292443
Signed nonlocal profile correction,NGC2403,5521.535774968,5476.819139934,44.71663503399941,0.008098586490505636
Signed nonlocal profile correction,NGC2683,23.51396650001,22.94607155132,0.5678949486900002,0.02415138886456093
Signed nonlocal profile correction,NGC2841,4313.597529762,4211.984962306,101.61256745599985,0.023556339402300768
Signed nonlocal profile correction,NGC2915,228.1974285668,330.9352196236,-102.7377910568,-0.4502144993571901
Signed nonlocal profile correction,NGC2955,190.982927747,209.89366107,-18.910733323000017,-0.09901792556061112
Signed nonlocal profile correction,NGC2976,82.05935852738,90.43340886037,-8.374050332989995,-0.10204869357095818
Signed nonlocal profile correction,NGC2998,201.0386719591,254.398583486,-53.35991152690002,-0.26542113020800173
Signed nonlocal profile correction,NGC3109,134.2820946685,303.4360478982,-169.1539532297,-1.259691052982809
Signed nonlocal profile correction,NGC3198,576.5895799647,553.6700919961,22.919487968599924,0.03975009047163687
Signed nonlocal profile correction,NGC3521,31.28067637541,31.29886446255,-0.01818808714000042,-0.0005814480135186024
Signed nonlocal profile correction,NGC3741,28.4044824385,383.383001097,-354.9785186585,-12.497271141168728
Signed nonlocal profile correction,NGC3769,55.84765145288,59.65439196368,-3.8067405107999974,-0.06816294708492505
Signed nonlocal profile correction,NGC3877,170.4730589134,173.0833020348,-2.6102431214000035,-0.015311763266511234
Signed nonlocal profile correction,NGC3893,8.951497772099,5.6354895839,3.3160081881989996,0.37044171518812125
Signed nonlocal profile correction,NGC3917,48.58982454101,46.84239041267,1.7474341283400037,0.035962964362325746
Signed nonlocal profile correction,NGC3949,15.82016408348,16.92280781795,-1.1026437344700017,-0.06969862819699975
Signed nonlocal profile correction,NGC3972,18.98828760911,17.5474294898,1.4408581193100005,0.07588141432083222
Signed nonlocal profile correction,NGC3992,83.16918221687,53.77468113562,29.39450108125,0.3534302045269796
Signed nonlocal profile correction,NGC4010,47.82693776115,52.79525339543,-4.968315634280003,-0.10388111526378728
Signed nonlocal profile correction,NGC4051,79.95580747237,77.27174851251,2.684058959859996,0.03356928089041582
Signed nonlocal profile correction,NGC4068,146.9145231429,149.1329067538,-2.2183836108999913,-0.015099825146232997
Signed nonlocal profile correction,NGC4085,91.88965454237,94.62748684985,-2.737832307480005,-0.029794782896017964
Signed nonlocal profile correction,NGC4088,430.6106425553,484.9886784182,-54.37803586289999,-0.1262812166931444
Signed nonlocal profile correction,NGC4100,81.42553115145,40.08073265239,41.344798499060005,0.5077620976418248
Signed nonlocal profile correction,NGC4157,154.4899135147,206.8918473366,-52.4019338219,-0.33919323682522395
Signed nonlocal profile correction,NGC4183,84.82657827535,82.85702105679,1.9695572185599985,0.02321863334115338
Signed nonlocal profile correction,NGC5005,9.776308467486,9.932121503745,-0.15581303625899956,-0.01593781914484407
Signed nonlocal profile correction,NGC5033,304.986287347,175.2271822985,129.75910504849998,0.4254588171069664
Signed nonlocal profile correction,NGC5371,3242.984417357,4171.796621311,-928.8122039540003,-0.28640661946534207
Signed nonlocal profile correction,NGC5585,628.9688989496,800.6526086359,-171.68370968630006,-0.27296057082157454
Signed nonlocal profile correction,NGC5907,637.5882451346,885.1219139431,-247.5336688085,-0.38823436708160086
Signed nonlocal profile correction,NGC5985,5299.843164381,5013.715821226,286.12734315499983,0.05398788875074539
Signed nonlocal profile correction,NGC6015,1483.276700906,1339.567133464,143.70956744199998,0.09688655350294437
Signed nonlocal profile correction,NGC6195,610.9739104494,620.1170450041,-9.143134554699941,-0.014964852669363142
Signed nonlocal profile correction,NGC6503,87.03081318832,214.3693811321,-127.33856794377999,-1.463143492273717
Signed nonlocal profile correction,NGC6674,368.0823844552,472.8498965321,-104.7675120769,-0.2846306058138771
Signed nonlocal profile correction,NGC6789,24.45806872057,26.23405580091,-1.7759870803399984,-0.07261354527335749
Signed nonlocal profile correction,NGC6946,1487.42706367,2036.795598993,-549.3685353230001,-0.36934149494867785
Signed nonlocal profile correction,NGC7331,1289.867903435,1856.366635639,-566.4987322039999,-0.4391912774132745
Signed nonlocal profile correction,NGC7814,490.8688445382,365.7439001162,125.124944422,0.25490504401377345
Signed nonlocal profile correction,PGC51017,788.5606182798,663.973018022,124.58760025779998,0.1579936879546188
Signed nonlocal profile correction,UGC00128,2133.067436399,1042.380768763,1090.686667636,0.5113231063511402
Signed nonlocal profile correction,UGC00191,267.0224082104,113.2053311538,153.8170770566,0.5760455764274286
Signed nonlocal profile correction,UGC00731,196.2677599225,204.2203947475,-7.95263482499999,-0.04051931314720378
Signed nonlocal profile correction,UGC00891,237.2702856945,131.0121492336,106.25813646089998,0.4478358347733177
Signed nonlocal profile correction,UGC01230,40.58187367985,17.36481658673,23.217057093119998,0.5721041191020191
Signed nonlocal profile correction,UGC02259,364.933717209,310.459220787,54.474496422000016,0.14927230303250413
Signed nonlocal profile correction,UGC02487,4447.528998383,3652.807435923,794.7215624599999,0.17868833744511592
Signed nonlocal profile correction,UGC02916,3249.543879214,3482.614738185,-233.07085897100023,-0.07172417657193644
Signed nonlocal profile correction,UGC02953,23132.52625482,18331.51864606,4801.007608759999,0.20754359276949438
Signed nonlocal profile correction,UGC03205,590.3765469671,465.9117159699,124.46483099720001,0.21082279036422508
Signed nonlocal profile correction,UGC03580,4114.298538961,5005.60573459,-891.3071956289996,-0.21663649032480878
Signed nonlocal profile correction,UGC04278,80.04730531521,64.77725454046,15.27005077474999,0.19076283348477052
Signed nonlocal profile correction,UGC04305,1506.83226941,1455.000067099,51.832202310999946,0.034398123376595084
Signed nonlocal profile correction,UGC04325,234.7980581799,223.8336618763,10.964396303600012,0.04669713365005428
Signed nonlocal profile correction,UGC04483,90.00298054112,50.03241226039,39.97056828073,0.4441027179368632
Signed nonlocal profile correction,UGC04499,85.31245066937,59.40365077757,25.908799891799994,0.30369306811042196
Signed nonlocal profile correction,UGC05414,66.74932050347,55.41014356653,11.33917693694,0.16987703921795766
Signed nonlocal profile correction,UGC05716,450.0853735623,390.6633081222,59.42206544009997,0.1320239868489636
Signed nonlocal profile correction,UGC05750,35.31594192556,32.44433463701,2.8716072885499955,0.08131192690833096
Signed nonlocal profile correction,UGC05764,2196.976555054,3423.203495453,-1226.226940399,-0.5581429340145417
Signed nonlocal profile correction,UGC05829,31.4606814596,17.36608757737,14.09459388223,0.4480066301274964
Signed nonlocal profile correction,UGC05986,451.082658405,336.6001985525,114.48245985250003,0.2537948593663583
Signed nonlocal profile correction,UGC05999,28.99620930442,15.46914333602,13.527065968399999,0.4665115300549999
Signed nonlocal profile correction,UGC06399,6.910238138281,4.302541713326,2.607696424955,0.37736708529754
Signed nonlocal profile correction,UGC06614,119.2125978281,153.9696386665,-34.7570408384,-0.2915550996423912
Signed nonlocal profile correction,UGC06628,114.3254198365,102.8258044385,11.499615398000003,0.10058668854613372
Signed nonlocal profile correction,UGC06667,239.9616925205,365.983527567,-126.0218350465,-0.525174804873215
Signed nonlocal profile correction,UGC06786,7642.790595172,7087.579643729,555.2109514430003,0.0726450560864157
Signed nonlocal profile correction,UGC06787,14206.01571357,11925.27365626,2280.742057309999,0.16054762315456034
Signed nonlocal profile correction,UGC06818,66.93798109042,70.47614506296,-3.538163972540005,-0.052857345185846644
Signed nonlocal profile correction,UGC06917,15.82164406569,9.908560289727,5.913083775963001,0.37373383900007007
Signed nonlocal profile correction,UGC06923,13.23083275909,12.43417175133,0.7966610077599992,0.06021246147281757
Signed nonlocal profile correction,UGC06973,818.7728513374,850.2067529811,-31.433901643699983,-0.03839148011851543
Signed nonlocal profile correction,UGC06983,61.52635147393,31.28558648585,30.24076498808,0.4915091544294422
Signed nonlocal profile correction,UGC07089,120.1736610902,131.3644169924,-11.19075590220001,-0.0931215359562063
Signed nonlocal profile correction,UGC07125,1852.34323972,1562.128803193,290.21443652699986,0.15667422230604985
Signed nonlocal profile correction,UGC07151,42.38746007632,29.52143377116,12.866026305159995,0.3035337876342271
Signed nonlocal profile correction,UGC07232,6.462908973989,7.330669335229,-0.8677603612400002,-0.1342677677702779
Signed nonlocal profile correction,UGC07261,4.643228773483,4.460835820627,0.18239295285600043,0.03928149177090471
Signed nonlocal profile correction,UGC07323,57.12254637242,62.94827477373,-5.825728401310002,-0.10198649694865125
Signed nonlocal profile correction,UGC07399,764.0510156882,775.3185940855,-11.267578397299985,-0.014747154530186697
Signed nonlocal profile correction,UGC07524,164.0372340702,141.1688092157,22.868424854499978,0.13940996374465445
Signed nonlocal profile correction,UGC07577,154.005565846,141.1059465848,12.899619261200002,0.08376073416787518
Signed nonlocal profile correction,UGC07603,67.58823257809,99.81603705539,-32.2278044773,-0.47682567287234034
Signed nonlocal profile correction,UGC07608,10.51526931531,21.90192816091,-11.3866588456,-1.0828689693207643
Signed nonlocal profile correction,UGC07866,27.60495140331,18.13356834354,9.471383059770002,0.3431045003989511
Signed nonlocal profile correction,UGC08286,461.7759476979,425.9483178982,35.82762979969999,0.07758660878357161
Signed nonlocal profile correction,UGC08490,173.8998907964,260.0063475919,-86.10645679550001,-0.49514957370682
Signed nonlocal profile correction,UGC08550,28.2771403765,46.17077899231,-17.893638615809998,-0.6327951970235535
Signed nonlocal profile correction,UGC08699,264.1922716241,148.379041184,115.8132304401,0.43836721539259194
Signed nonlocal profile correction,UGC08837,294.3739745084,294.2691271103,0.10484739809999155,0.0003561707459875999
Signed nonlocal profile correction,UGC09037,1003.896427889,1152.692275316,-148.7958474269999,-0.14821832541021066
Signed nonlocal profile correction,UGC09133,4644.758934299,4831.46679633,-186.70786203099942,-0.04019753547428783
Signed nonlocal profile correction,UGC09992,36.57503246186,28.51091139422,8.064121067639999,0.220481583332815
Signed nonlocal profile correction,UGC10310,17.37662786557,11.47668085026,5.899947015310001,0.3395334849174125
Signed nonlocal profile correction,UGC11455,244.5471645745,307.0353071322,-62.4881425577,-0.25552593368410664
Signed nonlocal profile correction,UGC11820,1329.099413624,176.2019238569,1152.8974897670998,0.8674275813752279
Signed nonlocal profile correction,UGC11914,4537.985830629,4343.557209853,194.42862077599966,0.04284469542934874
Signed nonlocal profile correction,UGC12506,245.0788853697,211.9965932253,33.082292144400014,0.13498630081696175
Signed nonlocal profile correction,UGCA281,23.46130060609,20.32565059764,3.13565000845,0.13365201107546695
Signed nonlocal profile correction,UGCA442,35.49389501915,405.1677633057,-369.67386828655003,-10.415139507430787
Signed nonlocal profile correction,UGCA444,72.33090473908,20.83903663871,51.49186810037,0.7118930460792262
Interior matter / exterior vacancy focusing,CamB,973.7369268584,1009.314282486,-35.577355627600014,-0.036536927630324574
Interior matter / exterior vacancy focusing,D564-8,109.7939620361,110.7718001722,-0.9778381361000044,-0.008906119407354054
Interior matter / exterior vacancy focusing,D631-7,480.808503893,484.7891168232,-3.9806129301999817,-0.008278998599171687
Interior matter / exterior vacancy focusing,DDO064,5.584811063593,6.172488944916,-0.5876778813229997,-0.10522788947222073
Interior matter / exterior vacancy focusing,DDO161,4637.528979521,4647.830932322,-10.30195280099997,-0.0022214314663029956
Interior matter / exterior vacancy focusing,DDO168,300.5865260231,308.0591334559,-7.472607432799975,-0.024860087814534
Interior matter / exterior vacancy focusing,DDO170,1219.383837196,1224.329514156,-4.945676959999901,-0.004055882002973398
Interior matter / exterior vacancy focusing,ESO079-G014,119.8828027567,53.42943237757,66.45337037913,0.5543194590970311
Interior matter / exterior vacancy focusing,ESO116-G012,193.2659643065,158.3831010456,34.882863260899995,0.18049149722803418
Interior matter / exterior vacancy focusing,ESO563-G021,1606.162756172,1250.352002232,355.81075394000004,0.22152845505396412
Interior matter / exterior vacancy focusing,F561-1,241.1836488739,253.91720863,-12.733559756099993,-0.052796115389885254
Interior matter / exterior vacancy focusing,F563-1,47.21975974153,46.6346858781,0.5850738634299972,0.012390445581099009
Interior matter / exterior vacancy focusing,F563-V1,206.2056864229,209.8680575272,-3.662371104300007,-0.017760766775310837
Interior matter / exterior vacancy focusing,F565-V2,7.657242481903,7.545048072963,0.11219440894000066,0.014652064265322545
Interior matter / exterior vacancy focusing,F567-2,28.21807210951,29.26817140552,-1.05009929601,-0.037213715094876997
Interior matter / exterior vacancy focusing,F568-1,82.85374704761,76.42787239525,6.425874652359994,0.07755683817978097
Interior matter / exterior vacancy focusing,F568-3,50.06045212275,59.63102572823,-9.57057360548,-0.19118032697772314
Interior matter / exterior vacancy focusing,F568-V1,141.000779343,133.3140908697,7.686688473299995,0.05451521976769557
Interior matter / exterior vacancy focusing,F571-8,527.4028458951,527.6251482735,-0.22230237840005884,-0.0004215039416838388
Interior matter / exterior vacancy focusing,F571-V1,5.483267645783,5.683175768609,-0.1999081228259998,-0.03645784516459679
Interior matter / exterior vacancy focusing,F574-2,110.4533455871,112.8611531372,-2.407807550100003,-0.021799317506424304
Interior matter / exterior vacancy focusing,F579-V1,48.80719418056,40.26541433458,8.541779845980003,0.17501067187718422
Interior matter / exterior vacancy focusing,F583-1,91.2206059779,87.44994799457,3.770657983329997,0.04133559455024355
Interior matter / exterior vacancy focusing,F583-4,15.72900775533,18.36694649553,-2.637938740200001,-0.16771170700873345
Interior matter / exterior vacancy focusing,KK98-251,441.0991829173,448.4168875738,-7.317704656499984,-0.016589703495034476
Interior matter / exterior vacancy focusing,NGC0024,303.3718060333,214.3255726672,89.04623336610001,0.29352178282620545
Interior matter / exterior vacancy focusing,NGC0055,1073.667501403,1149.147576911,-75.48007550800003,-0.0703011643822389
Interior matter / exterior vacancy focusing,NGC0100,39.23855494788,47.19317256076,-7.95461761288,-0.2027245300813448
Interior matter / exterior vacancy focusing,NGC0247,113.3398812574,98.01462352232,15.325257735080001,0.13521505021057545
Interior matter / exterior vacancy focusing,NGC0289,325.2227604244,326.5264783899,-1.3037179654999704,-0.004008692269257789
Interior matter / exterior vacancy focusing,NGC0300,60.15162372022,56.73701511191,3.4146086083100045,0.05676669052513344
Interior matter / exterior vacancy focusing,NGC0801,1129.408274232,1470.49207173,-341.08379749799997,-0.3020022123796974
Interior matter / exterior vacancy focusing,NGC0891,616.4199387508,851.1590576717,-234.73911892089995,-0.3808103926628465
Interior matter / exterior vacancy focusing,NGC1003,470.8041584632,477.5159551768,-6.711796713599995,-0.014256026827606317
Interior matter / exterior vacancy focusing,NGC1090,1061.504771615,1174.673078455,-113.16830684000001,-0.10661120879166931
Interior matter / exterior vacancy focusing,NGC1705,203.6323834224,202.5515153297,1.0808680927000012,0.005307938131126856
Interior matter / exterior vacancy focusing,NGC2403,5521.535774968,2567.698140975,2953.8376339929996,0.5349666749211851
Interior matter / exterior vacancy focusing,NGC2683,23.51396650001,23.20773315288,0.30623334713000006,0.013023466165517835
Interior matter / exterior vacancy focusing,NGC2841,4313.597529762,3907.281079985,406.3164497769999,0.09419433476896909
Interior matter / exterior vacancy focusing,NGC2915,228.1974285668,227.9941449354,0.20328363140001215,0.000890823497340616
Interior matter / exterior vacancy focusing,NGC2955,190.982927747,340.9342425863,-149.9513148393,-0.7851555979806969
Interior matter / exterior vacancy focusing,NGC2976,82.05935852738,298.3699482971,-216.31058976972,-2.6360258433844033
Interior matter / exterior vacancy focusing,NGC2998,201.0386719591,334.1552111501,-133.11653919100002,-0.6621439442162735
Interior matter / exterior vacancy focusing,NGC3109,134.2820946685,137.1277204022,-2.8456257336999897,-0.021191401137470627
Interior matter / exterior vacancy focusing,NGC3198,576.5895799647,1132.002956639,-555.4133766743001,-0.9632733507051996
Interior matter / exterior vacancy focusing,NGC3521,31.28067637541,44.17126173591,-12.890585360500001,-0.4120942017300303
Interior matter / exterior vacancy focusing,NGC3741,28.4044824385,28.64351098473,-0.23902854622999925,-0.008415169920716992
Interior matter / exterior vacancy focusing,NGC3769,55.84765145288,57.53297253961,-1.6853210867299993,-0.030177116546287446
Interior matter / exterior vacancy focusing,NGC3877,170.4730589134,463.8108655918,-293.3378066784,-1.7207282402752864
Interior matter / exterior vacancy focusing,NGC3893,8.951497772099,6.330639766699,2.6208580053999997,0.29278429958045393
Interior matter / exterior vacancy focusing,NGC3917,48.58982454101,59.66408494173,-11.07426040072,-0.22791315888315836
Interior matter / exterior vacancy focusing,NGC3949,15.82016408348,31.16374592124,-15.34358183776,-0.9698750124710992
Interior matter / exterior vacancy focusing,NGC3972,18.98828760911,14.97852147844,4.00976613067,0.21117049695130155
Interior matter / exterior vacancy focusing,NGC3992,83.16918221687,75.85440502035,7.314777196519998,0.08795057257442014
Interior matter / exterior vacancy focusing,NGC4010,47.82693776115,80.88924683747,-33.06230907632,-0.6912905283929057
Interior matter / exterior vacancy focusing,NGC4051,79.95580747237,192.5200817249,-112.56427425253,-1.4078311233543401
Interior matter / exterior vacancy focusing,NGC4068,146.9145231429,161.4177446789,-14.503221535999984,-0.09871877351358294
Interior matter / exterior vacancy focusing,NGC4085,91.88965454237,170.1208793712,-78.23122482883001,-0.8513605282165673
Interior matter / exterior vacancy focusing,NGC4088,430.6106425553,500.8451810981,-70.23453854280001,-0.1631045115978069
Interior matter / exterior vacancy focusing,NGC4100,81.42553115145,69.08330752581,12.342223625640003,0.15157682671647166
Interior matter / exterior vacancy focusing,NGC4157,154.4899135147,162.3653401099,-7.875426595199997,-0.05097696293584005
Interior matter / exterior vacancy focusing,NGC4183,84.82657827535,87.483643767,-2.657065491650002,-0.031323501969218605
Interior matter / exterior vacancy focusing,NGC5005,9.776308467486,16.37741698855,-6.601108521063999,-0.6752148362562346
Interior matter / exterior vacancy focusing,NGC5033,304.986287347,276.5128575227,28.473429824299956,0.09335970502799734
Interior matter / exterior vacancy focusing,NGC5371,3242.984417357,4556.666822371,-1313.6824050140003,-0.40508440249757305
Interior matter / exterior vacancy focusing,NGC5585,628.9688989496,817.9974084414,-189.02850949180004,-0.3005371327699736
Interior matter / exterior vacancy focusing,NGC5907,637.5882451346,671.0641246344,-33.47587949979993,-0.052503915740687634
Interior matter / exterior vacancy focusing,NGC5985,5299.843164381,3720.69057237,1579.1525920109998,0.29796213643152936
Interior matter / exterior vacancy focusing,NGC6015,1483.276700906,1393.295808853,89.98089205300016,0.060663591626591955
Interior matter / exterior vacancy focusing,NGC6195,610.9739104494,1161.04540251,-550.0714920606,-0.9003191178097876
Interior matter / exterior vacancy focusing,NGC6503,87.03081318832,88.15028121286,-1.119468024539998,-0.012862892848279586
Interior matter / exterior vacancy focusing,NGC6674,368.0823844552,351.8059758669,16.2764085883,0.044219471715254095
Interior matter / exterior vacancy focusing,NGC6789,24.45806872057,20.74299639937,3.715072321200001,0.15189557129976944
Interior matter / exterior vacancy focusing,NGC6946,1487.42706367,2154.367002226,-666.9399385559998,-0.4483849694857823
Interior matter / exterior vacancy focusing,NGC7331,1289.867903435,1623.117278611,-333.24937517600006,-0.258359305079641
Interior matter / exterior vacancy focusing,NGC7814,490.8688445382,449.6495903352,41.21925420299999,0.08397203175886682
Interior matter / exterior vacancy focusing,PGC51017,788.5606182798,792.9847028011,-4.42408452129996,-0.005610329020679283
Interior matter / exterior vacancy focusing,UGC00128,2133.067436399,2102.157773581,30.909662818000015,0.014490710556334338
Interior matter / exterior vacancy focusing,UGC00191,267.0224082104,292.695367014,-25.67295880360001,-0.09614533467682246
Interior matter / exterior vacancy focusing,UGC00731,196.2677599225,194.9965783677,1.2711815547999947,0.0064767721163269225
Interior matter / exterior vacancy focusing,UGC00891,237.2702856945,240.8641032028,-3.5938175083000203,-0.015146513174967388
Interior matter / exterior vacancy focusing,UGC01230,40.58187367985,39.8384730791,0.7434006007500003,0.018318538138841992
Interior matter / exterior vacancy focusing,UGC02259,364.933717209,341.8315618395,23.102155369499997,0.06330507234624537
Interior matter / exterior vacancy focusing,UGC02487,4447.528998383,4279.987050048,167.5419483349997,0.037670793916332726
Interior matter / exterior vacancy focusing,UGC02916,3249.543879214,4276.166956894,-1026.6230776799998,-0.3159283628225139
Interior matter / exterior vacancy focusing,UGC02953,23132.52625482,4878.586504439,18253.939750381,0.7891027356589523
Interior matter / exterior vacancy focusing,UGC03205,590.3765469671,448.0696662357,142.30688073139999,0.24104426482126218
Interior matter / exterior vacancy focusing,UGC03580,4114.298538961,5656.782565672,-1542.4840267109994,-0.3749081434184231
Interior matter / exterior vacancy focusing,UGC04278,80.04730531521,75.74839752503,4.298907790179996,0.05370459096969938
Interior matter / exterior vacancy focusing,UGC04305,1506.83226941,1547.417857052,-40.585587642000064,-0.026934376483648936
Interior matter / exterior vacancy focusing,UGC04325,234.7980581799,196.5355202681,38.262537911800024,0.16295934561129818
Interior matter / exterior vacancy focusing,UGC04483,90.00298054112,90.95200803298,-0.9490274918600079,-0.010544400709334533
Interior matter / exterior vacancy focusing,UGC04499,85.31245066937,89.94753615217,-4.635085482800008,-0.05433070374174772
Interior matter / exterior vacancy focusing,UGC05414,66.74932050347,81.15073817306,-14.401417669590003,-0.21575377188807993
Interior matter / exterior vacancy focusing,UGC05716,450.0853735623,444.8283910434,5.256982518899974,0.01167996746326686
Interior matter / exterior vacancy focusing,UGC05750,35.31594192556,39.38490662779,-4.068964702230005,-0.11521608883621712
Interior matter / exterior vacancy focusing,UGC05764,2196.976555054,2175.898880148,21.077674906000084,0.009593946215544394
Interior matter / exterior vacancy focusing,UGC05829,31.4606814596,32.00392921687,-0.5432477572699987,-0.017267513990998774
Interior matter / exterior vacancy focusing,UGC05986,451.082658405,402.6463548183,48.436303586700035,0.10737788891722809
Interior matter / exterior vacancy focusing,UGC05999,28.99620930442,29.6161859939,-0.6199766894800014,-0.021381301361536802
Interior matter / exterior vacancy focusing,UGC06399,6.910238138281,5.124329763311,1.78590837497,0.25844382483383777
Interior matter / exterior vacancy focusing,UGC06614,119.2125978281,141.3902016236,-22.177603795500005,-0.18603406183194884
Interior matter / exterior vacancy focusing,UGC06628,114.3254198365,122.211266805,-7.88584696849999,-0.06897719667050217
Interior matter / exterior vacancy focusing,UGC06667,239.9616925205,232.7738082566,7.187884263900003,0.029954298906630438
Interior matter / exterior vacancy focusing,UGC06786,7642.790595172,4704.685400436,2938.105194736,0.3844283260347366
Interior matter / exterior vacancy focusing,UGC06787,14206.01571357,9176.732180713,5029.283532857,0.3540249169267694
Interior matter / exterior vacancy focusing,UGC06818,66.93798109042,71.6099914213,-4.672010330879999,-0.06979610461464375
Interior matter / exterior vacancy focusing,UGC06917,15.82164406569,10.83106519584,4.990578869849999,0.31542732532280326
Interior matter / exterior vacancy focusing,UGC06923,13.23083275909,17.28279217424,-4.051959415150002,-0.30625127601028573
Interior matter / exterior vacancy focusing,UGC06973,818.7728513374,842.4503624465,-23.67751110910001,-0.028918290427466773
Interior matter / exterior vacancy focusing,UGC06983,61.52635147393,57.32126594777,4.205085526159998,0.0683460895278632
Interior matter / exterior vacancy focusing,UGC07089,120.1736610902,133.6327971923,-13.45913610209999,-0.11199738761389508
Interior matter / exterior vacancy focusing,UGC07125,1852.34323972,1867.474563108,-15.131323388000055,-0.00816874705699107
Interior matter / exterior vacancy focusing,UGC07151,42.38746007632,53.21826756626,-10.830807489940007,-0.255519143407951
Interior matter / exterior vacancy focusing,UGC07232,6.462908973989,7.25057563122,-0.787666657231,-0.12187494213535872
Interior matter / exterior vacancy focusing,UGC07261,4.643228773483,4.46951423963,0.1737145338530004,0.03741244343700361
Interior matter / exterior vacancy focusing,UGC07323,57.12254637242,99.39743982022,-42.274893447800004,-0.7400736860045027
Interior matter / exterior vacancy focusing,UGC07399,764.0510156882,744.8219603088,19.229055379399938,0.025167240124770784
Interior matter / exterior vacancy focusing,UGC07524,164.0372340702,174.7706723024,-10.733438232200001,-0.06543293839986725
