model,galaxy,rar_chi_square,candidate_chi_square,absolute_gain,fractional_gain
Acceleration-only adjustment,NGC4157,154.4899135147,200.4752886646,-45.985375149899994,-0.2976594012108396
Acceleration-only adjustment,NGC4183,84.82657827535,80.57366707268,4.252911202670006,0.050136540800513135
Acceleration-only adjustment,NGC5005,9.776308467486,10.34102755403,-0.5647190865439988,-0.057764041347727405
Acceleration-only adjustment,NGC5033,304.986287347,239.071020779,65.91526656799996,0.21612534498314828
Acceleration-only adjustment,NGC5371,3242.984417357,3811.774341845,-568.789924488,-0.17539089039211544
Acceleration-only adjustment,NGC5585,628.9688989496,732.1578221177,-103.18892316810002,-0.1640604540867269
Acceleration-only adjustment,NGC5907,637.5882451346,811.74644546,-174.1582003254,-0.2731515231881883
Acceleration-only adjustment,NGC5985,5299.843164381,5022.768686278,277.0744781029998,0.052279750458495124
Acceleration-only adjustment,NGC6015,1483.276700906,1354.663256662,128.613444244,0.08670900322606134
Acceleration-only adjustment,NGC6195,610.9739104494,685.5687472797,-74.59483683029998,-0.12209168927594956
Acceleration-only adjustment,NGC6503,87.03081318832,156.6697515961,-69.63893840778002,-0.8001641700979296
Acceleration-only adjustment,NGC6674,368.0823844552,451.5149003776,-83.4325159224,-0.22666804890945477
Acceleration-only adjustment,NGC6789,24.45806872057,23.89648291289,0.5615858076800002,0.02296116729804136
Acceleration-only adjustment,NGC6946,1487.42706367,1799.439767585,-312.012703915,-0.2097667250622401
Acceleration-only adjustment,NGC7331,1289.867903435,1738.807779789,-448.93987635400003,-0.34805104860617486
Acceleration-only adjustment,NGC7814,490.8688445382,356.9049484382,133.9638961,0.27291179220394535
Acceleration-only adjustment,PGC51017,788.5606182798,724.9418826914,63.6187355884,0.08067703878895277
Acceleration-only adjustment,UGC00128,2133.067436399,2214.371426186,-81.30398978699986,-0.038115995959441186
Acceleration-only adjustment,UGC00191,267.0224082104,222.1814488531,44.840959357299994,0.16792957436728537
Acceleration-only adjustment,UGC00731,196.2677599225,254.3935607796,-58.12580085709999,-0.29615562372573084
Acceleration-only adjustment,UGC00891,237.2702856945,150.9731555839,86.2971301106,0.36370812239722605
Acceleration-only adjustment,UGC01230,40.58187367985,25.7721552372,14.809718442649999,0.3649343191860416
Acceleration-only adjustment,UGC02259,364.933717209,351.1616643486,13.772052860399981,0.03773850485980892
Acceleration-only adjustment,UGC02487,4447.528998383,4129.103143578,318.4258548050002,0.07159612785453927
Acceleration-only adjustment,UGC02916,3249.543879214,3549.734321556,-300.1904423420001,-0.09237925490472534
Acceleration-only adjustment,UGC02953,23132.52625482,20504.18333037,2628.3429244500003,0.11362109332534948
Acceleration-only adjustment,UGC03205,590.3765469671,464.6537064061,125.722840561,0.21295365001686994
Acceleration-only adjustment,UGC03580,4114.298538961,4599.552176411,-485.2536374499996,-0.11794322479392624
Acceleration-only adjustment,UGC04278,80.04730531521,95.61936660536,-15.572061290150003,-0.1945357339491991
Acceleration-only adjustment,UGC04305,1506.83226941,1474.166823933,32.66544547700005,0.02167822267954893
Acceleration-only adjustment,UGC04325,234.7980581799,224.8609056036,9.937152576300008,0.042322124183353585
Acceleration-only adjustment,UGC04483,90.00298054112,79.7443516299,10.25862891122,0.1139809909576617
Acceleration-only adjustment,UGC04499,85.31245066937,77.28511493467,8.027335734699989,0.09409336704920222
Acceleration-only adjustment,UGC05414,66.74932050347,73.58484712749,-6.835526624019991,-0.10240593570783454
Acceleration-only adjustment,UGC05716,450.0853735623,515.2417083903,-65.15633482800001,-0.14476439061395358
Acceleration-only adjustment,UGC05750,35.31594192556,25.70510214725,9.610839778309998,0.2721388487547073
Acceleration-only adjustment,UGC05764,2196.976555054,2393.796627563,-196.82007250900006,-0.089586787831772
Acceleration-only adjustment,UGC05829,31.4606814596,30.11629324702,1.3443882125800002,0.0427323296956039
Acceleration-only adjustment,UGC05986,451.082658405,397.3972770595,53.68538134549999,0.11901450952543406
Acceleration-only adjustment,UGC05999,28.99620930442,25.81129056466,3.1849187397600005,0.10983914160374444
Acceleration-only adjustment,UGC06399,6.910238138281,6.363961607847,0.5462765304339996,0.07905321343525971
Acceleration-only adjustment,UGC06614,119.2125978281,141.2720807104,-22.05948288229999,-0.18504321929221706
Acceleration-only adjustment,UGC06628,114.3254198365,109.0828433201,5.242576516400007,0.04585661285038413
Acceleration-only adjustment,UGC06667,239.9616925205,339.9672213433,-100.00552882280002,-0.4167562237637431
Acceleration-only adjustment,UGC06786,7642.790595172,7393.582248981,249.2083461910006,0.032606983416296545
Acceleration-only adjustment,UGC06787,14206.01571357,12916.58139543,1289.43431814,0.09076678106925468
Acceleration-only adjustment,UGC06818,66.93798109042,66.41420404569,0.5237770447299965,0.007824810910004549
Acceleration-only adjustment,UGC06917,15.82164406569,12.47310616629,3.3485378994,0.2116428536438553
