atlas_id,display_name,ra_deg,dec_deg,surveys,prior_exposure,has_local_hi_cube,has_local_stellar_image,has_local_co_image,sparc_radial_rows,wallaby_profile_status,spatial_3d_baryon_reconstruction,validated_full_cube_gravity_prediction,hi_integrated_status,manga_source_quality_selection,manga_maps_local_status,manga_plateifu,manga_mangaid,manga_nsa_iauname,manga_nsa_absmag_g,manga_nsa_absmag_r,manga_nsa_absmag_i,manga_nsa_elpetro_mass,manga_nsa_sersic_mass,manga_nsa_sersic_th50,manga_nsa_sersic_ba,manga_DAPQUAL,manga_drp3qual,manga_SNR_MED_r,manga_hi_LOGMHI,manga_hi_LOGHILIM200KMS,manga_hi_SNR,manga_hi_FHI,manga_hi_EFHI,manga_hi_conflag,manga_hi_conf_prob,probes_photometry_catalog,probes_rotation_survey,probes_profile_local_status,hubble_type,distance_mpc,distance_error_mpc,distance_method,inclination_deg,inclination_error_deg,luminosity_1e9_lsun,reff_kpc,effective_sb_lsun_pc2,rdisk_kpc,central_sb_lsun_pc2,hi_mass_1e9_msun,hi_radius_kpc,quality,motion_references,wallaby_profile_radii,wallaby_prior_role,wallaby_release,wallaby_stellar_mass_map,wallaby_has_failed_release_record,position_source
MANGA:1-1009,1-1009,149.647481331,0.7427726376,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11866-12705,1-1009,J095835.38+004434.0,-20.534718,-21.112265,-21.421818,27637369000.0,32886032000.0,3.280262,0.5804231,1,4096,20.64896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10166,1-10166,199.2955574,0.913561334,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12514-9101,1-10166,J131710.92+005448.8,-21.76448,-22.376247,-22.652502,89476250000.0,115561325000.0,8.861301,0.5646629,0,4096,9.703882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10177,1-10177,199.460009291,0.34998996525,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12514-3704,1-10177,J131750.39+002059.9,-19.154339,-19.874075,-20.201487,12109810000.0,13708191000.0,2.614461,0.25510597,0,4096,29.51907,-999.0,10.012907,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10263,1-10263,200.400259414,0.573031983277,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12514-1902,1-10263,J132136.07+003422.8,-17.245127,-17.615297,-17.761469,648464640.0,822289340.0,3.4047902,0.9363255,1,4096,9.024163,-999.0,9.281822,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-1033,1-1033,149.707718089,0.836657711419,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,10843-12704,1-1033,J095849.83+005012.2,-16.63833,-17.110893,-17.35398,647471360.0,707686850.0,13.371683,0.15,0,4096,4.634863,9.15,-999.0,10.1,1.8,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-1037,1-1037,149.657311739,0.870762819465,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,10843-12703,1-1037,J095837.75+005214.6,-18.5495,-19.05175,-19.240568,3082350000.0,2548499700.0,5.5501704,0.20248374,1,4096,9.210755,-999.0,9.763192,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10375,1-10375,202.924176092,-0.466036685729,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12510-1902,1-10375,J133141.80-002757.7,-18.028297,-18.507523,-18.666067,1660985300.0,1709212900.0,1.8164616,0.82318467,0,4096,17.093424,-999.0,9.283894,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-1038,1-1038,150.101545948,0.704575815478,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11866-6102,1-1038,J100024.36+004216.5,-20.280285,-20.981499,-21.326675,31517096000.0,36549333000.0,7.6819997,0.64500403,1,4096,16.489288,-999.0,9.630413,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10425,1-10425,201.442019476,-0.914642891419,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11024-12701,1-10425,J132545.11-005452.3,-21.450808,-22.289402,-22.698063,119718220000.0,114320650000.0,8.768553,0.5113501,0,0,2.1545675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10550,1-10550,200.6611155,1.17568528896,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12514-6104,1-10550,J132238.67+011032.3,-21.310461,-22.071259,-22.407755,93973260000.0,92143590000.0,1.4828296,0.8306042,0,4096,9.966124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-106204,1-106204,336.514250063,1.20468296253,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12068-6104,1-106204,J222603.42+011216.7,-21.554115,-22.202093,-22.507217,83457090000.0,99382624000.0,6.2911263,0.8245137,0,4096,17.172173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-106251,1-106251,340.021758057,-0.80773151136,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12069-3704,1-106251,J224005.22-004827.7,-21.092134,-21.89326,-22.296186,85286740000.0,115716900000.0,7.6469183,0.6432727,0,4096,22.275045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-106338,1-106338,339.669419147,0.100983055439,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12069-6104,1-106338,J223840.65+000603.5,-21.170162,-21.988136,-22.359138,89883165000.0,130272485000.0,11.025289,0.7680359,0,4096,9.153348,-999.0,10.227413,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-106408,1-106408,340.714913429,0.865580009823,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12070-6101,1-106408,J224251.57+005156.0,-20.747177,-21.387573,-21.711807,39921850000.0,51826020000.0,7.2949953,0.6075793,0,4098,4.446111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-106411,1-106411,340.544726747,0.690932310738,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12070-1901,1-106411,J224210.73+004127.4,-20.6012,-21.311419,-21.702967,40877630000.0,40141857000.0,1.2279027,0.7109516,0,4162,29.752207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-106520,1-106520,342.929836046,0.415276453685,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12070-9102,1-106520,J225143.16+002455.0,-19.98609,-20.748314,-21.154114,29570310000.0,38619590000.0,14.322314,0.5443966,1,4098,7.6886263,-999.0,9.623815,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-106630,1-106630,346.67224439,-0.851836934787,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12071-12705,1-106630,J230641.33-005106.6,-21.35836,-22.044271,-22.36047,81168550000.0,148505120000.0,21.059086,0.6964236,0,4096,8.1456175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-106663,1-106663,347.324231618,0.0644395785777,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12071-9101,1-106663,J230917.79+000351.6,-17.361652,-18.091932,-18.491697,2498164700.0,2602887200.0,9.871697,0.19677646,0,4096,10.914493,9.6,-999.0,22.4,3.71,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-106664,1-106664,347.261970695,0.266957418144,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12071-3702,1-106664,J230902.86+001601.3,-19.087002,-19.64947,-19.881481,6889658000.0,10135824000.0,7.714057,0.24335434,0,4096,12.122255,-999.0,9.886065,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-106670,1-106670,347.345531209,1.00060002603,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12071-9102,1-106670,J230922.92+010002.0,-17.305662,-17.6666,-17.812376,733524600.0,338939100.0,9.254363,0.60022324,0,4096,3.7444828,-999.0,9.021332,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-106961,1-106961,353.444468017,-0.66622363895,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8654-12701,1-106961,J233346.67-003958.3,-20.8427,-21.5061,-21.8275,47239500000.0,55986700000.0,6.47325,0.637277,0,4096,14.789083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-107040,1-107040,355.280240908,0.0952352023068,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8654-6104,1-107040,J234107.25+000542.8,-21.4056,-22.1694,-22.5673,109169000000.0,161274000000.0,10.8555,0.707745,0,4096,8.4445305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-107452,1-107452,6.04524880291,-1.02032384366,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12769-9101,1-107452,J002410.85-010113.1,-21.167799,-21.890411,-22.272715,84241150000.0,119912870000.0,15.36422,0.6046518,0,4098,3.2634857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-107505,1-107505,4.92822666882,0.102630339224,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12769-6103,1-107505,J001942.76+000609.4,-21.136322,-21.895588,-22.27589,84816700000.0,85823470000.0,2.3914866,0.47634146,0,4098,5.3376756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-107573,1-107573,6.91753,0.5161,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8656-9101,1-107573,J002740.20+003057.9,-21.0656,-21.5938,-21.8378,42173200000.0,44324100000.0,10.4361,0.762216,1,64,5.287203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10760,1-10760,203.911524323,-0.920043478671,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12510-3701,1-10760,J133538.77-005512.1,-21.386633,-21.833557,-21.982435,35091620000.0,47538418000.0,3.232837,0.91526985,0,4096,26.056976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-107659,1-107659,9.11575087486,0.577002475521,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8657-3701,1-107659,J003627.76+003437.1,-18.7258,-19.2086,-19.4472,4321020000.0,2469300000.0,2.82485,0.626836,0,0,16.163347,-999.0,9.851326,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-107761,1-107761,10.1981233273,0.621880632666,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8657-3704,1-107761,J004047.54+003718.6,-18.5034,-19.0364,-19.2751,3979760000.0,3444440000.0,2.9889,0.627529,0,0,12.547975,-999.0,9.852107,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-107835,1-107835,14.1637312846,-1.0770352909,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12073-12704,1-107835,J005639.29-010437.3,-18.004765,-18.668587,-19.017015,4347819500.0,4928258000.0,8.154067,0.47961143,0,64,2.5797465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-107841,1-107841,14.3422951156,-0.428793112279,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12696-9102,1-107841,J005722.14-002543.6,-18.982927,-19.768377,-20.130877,11530695000.0,12690529000.0,4.7124147,0.26933512,0,4096,14.819879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-107844,1-107844,14.3651067206,-0.471576861665,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12696-3702,1-107844,J005727.62-002817.7,-20.674118,-21.524595,-21.947165,60914586000.0,79733875000.0,4.4741416,0.6846892,0,4096,25.41895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10786,1-10786,204.088635593,-0.460524329759,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12510-12703,1-10786,J133621.27-002738.3,-17.09314,-17.49619,-17.743944,636158500.0,526556740.0,9.754356,0.45372024,0,4096,4.864404,9.325246,-999.0,13.660563,3.0939853,0.105105616,1.0,0.8388664491142879,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-107935,1-107935,14.0174249395,0.261008421553,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12696-9101,1-107935,J005604.17+001539.6,-19.40604,-19.939293,-20.138838,8064554000.0,10266406000.0,4.599273,0.8637384,0,4096,10.125733,-999.0,10.246685,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10794,1-10794,203.589586354,-0.741650440178,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12510-12704,1-10794,J133421.52-004430.0,-17.618307,-18.090168,-18.46234,1443398300.0,1689998100.0,10.212405,0.63526165,1,4160,3.4295352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10797,1-10797,203.732821921,-0.174215238092,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12510-6103,1-10797,J133455.87-001027.1,-20.88464,-21.59236,-21.872671,54438175000.0,81729390000.0,6.639263,0.81696075,0,4096,12.588551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10808,1-10808,203.752677252,-0.447620213353,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11024-3703,1-10808,J133500.64-002651.3,-17.21266,-17.58712,-17.745531,486762750.0,462114560.0,5.197318,0.5935078,0,16384,5.3154225,-999.0,8.792011,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-108080,1-108080,17.6509664632,-0.468369701747,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12074-6102,1-108080,J011036.22-002806.1,-21.1806,-21.94635,-22.32303,82376040000.0,89929340000.0,3.9353473,0.7249225,0,4096,4.069142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-1081,1-1081,149.994877082,1.05497529729,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11866-3701,1-1081,J095958.76+010317.9,-19.10948,-19.643661,-19.907507,6910804000.0,8186705000.0,3.03279,0.4583072,0,4096,15.703566,-999.0,10.178291,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-108124,1-108124,16.8275058782,0.934323126945,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12074-12701,1-108124,J010718.61+005603.1,-16.168562,-17.053043,-17.522648,700306000.0,3075145500.0,84.139145,0.91865784,16,4160,0.6463151,-999.0,9.183598,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-108127,1-108127,16.5298940868,0.77605780053,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12772-12704,1-108127,J010607.17+004633.6,-17.456802,-17.807356,-17.997177,808322370.0,1319709700.0,18.834257,0.900663,17,4162,0.57271653,9.4,-999.0,18.0,2.04,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-108250,1-108250,18.7598365173,0.307445048109,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12075-12702,1-108250,J011502.35+001826.7,-18.931568,-19.648836,-19.95478,10060633000.0,10444763000.0,2.5879588,0.15465955,0,4098,17.451855,-999.0,10.435064,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-108257,1-108257,18.8231951281,0.165288338297,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12075-1901,1-108257,J011517.56+000954.9,-18.873154,-19.651081,-20.0191,10562890000.0,11324376000.0,1.2134615,0.79263186,0,28674,15.3787565,-999.0,10.136868,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10850,1-10850,202.579541401,-0.870677025388,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12510-6102,1-10850,J133019.07-005214.4,-17.80036,-18.472708,-18.82115,2724151000.0,2397755400.0,3.024267,0.24479751,1,4160,11.886653,9.499079,-999.0,1.8127947,0.52780735,0.1019998,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10856,1-10856,202.632185668,-0.734217754,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11024-6104,1-10856,J133031.72-004403.1,-20.559351,-21.182014,-21.446991,32307468000.0,34274226000.0,5.461417,0.59365785,0,16640,6.877699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-10862,1-10862,202.452445206,-0.294176769541,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12510-12701,1-10862,J132948.58-001738.9,-18.62379,-19.067183,-19.299685,3800171800.0,4260922000.0,15.64353,0.35448197,0,4096,5.036948,9.707192,-999.0,7.1826797,2.638866,0.14085269,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-108696,1-108696,30.6580468389,-1.09908513268,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12081-1902,1-108696,J020237.92-010556.7,-18.744488,-19.465836,-19.801018,8888381000.0,9399045000.0,2.5942519,0.60219115,0,4162,19.284952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-108698,1-108698,30.8234544247,-1.00135903301,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12081-6101,1-108698,J020317.62-010004.7,-21.576916,-22.283115,-22.600613,102104605000.0,173021090000.0,9.0198965,0.65326256,1,4160,8.980772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-108741,1-108741,29.7486076233,0.908496429957,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12079-12704,1-108741,J015859.65+005430.4,-18.333187,-18.870884,-18.884293,1727603800.0,2550612700.0,8.896845,0.8676846,0,4096,1.5322663,-999.0,9.812419,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-108765,1-108765,30.8167961786,0.298830588268,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,12079-9102,1-108765,J020316.02+001755.8,-20.734926,-21.508833,-21.897163,55300653000.0,81069400000.0,12.42826,0.5803131,1,4096,12.033947,-999.0,10.224084,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-108881,1-108881,33.2316,-0.46726,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,10223-12704,1-108881,J021255.55-002801.4,-16.7988,-17.2192,-17.4931,563522000.0,471791000.0,9.23384,0.930613,16,4160,0.9512084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-108949,1-108949,35.418845091,0.255233152292,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,10224-3704,1-108949,J022140.52+001518.9,-19.4049,-20.1498,-20.5148,16700500000.0,27161000000.0,9.17562,0.623231,0,4096,26.152939,-999.0,9.59723,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-109056,1-109056,39.4465871047,0.405085157798,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8077-6103,1-109056,J023747.17+002418.2,-19.5785,-20.1668,-20.4361,12225200000.0,15865200000.0,3.73501,0.462839,0,0,14.717925,-999.0,9.659558,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-109073,1-109073,42.1567757009,-0.554292603774,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8078-12704,1-109073,J024837.58-003315.4,-19.0391,-19.5615,-19.7818,5632910000.0,7934000000.0,8.36109,0.215738,0,4160,13.614342,9.702026,-999.0,3.90429,0.624,0.07412953,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-109081,1-109081,41.694639931,-0.728826852116,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8077-12705,1-109081,J024646.71-004343.7,-20.5391,-21.2013,-21.5617,39264100000.0,72865600000.0,28.0541,0.592151,0,0,6.225172,9.471557,-999.0,2.5026221,0.36589825,0.08096591,1.0,0.31130683053329056,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-109112,1-109112,41.3609282489,0.91013274057,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8078-1901,1-109112,J024526.61+005436.4,-18.9064,-19.5833,-19.9047,9558660000.0,13437200000.0,3.52232,0.574513,0,4096,74.83522,-999.0,9.117724,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
