atlas_id,display_name,ra_deg,dec_deg,surveys,prior_exposure,has_local_hi_cube,has_local_stellar_image,has_local_co_image,sparc_radial_rows,wallaby_profile_status,spatial_3d_baryon_reconstruction,validated_full_cube_gravity_prediction,hi_integrated_status,manga_source_quality_selection,manga_maps_local_status,manga_plateifu,manga_mangaid,manga_nsa_iauname,manga_nsa_absmag_g,manga_nsa_absmag_r,manga_nsa_absmag_i,manga_nsa_elpetro_mass,manga_nsa_sersic_mass,manga_nsa_sersic_th50,manga_nsa_sersic_ba,manga_DAPQUAL,manga_drp3qual,manga_SNR_MED_r,manga_hi_LOGMHI,manga_hi_LOGHILIM200KMS,manga_hi_SNR,manga_hi_FHI,manga_hi_EFHI,manga_hi_conflag,manga_hi_conf_prob,probes_photometry_catalog,probes_rotation_survey,probes_profile_local_status,hubble_type,distance_mpc,distance_error_mpc,distance_method,inclination_deg,inclination_error_deg,luminosity_1e9_lsun,reff_kpc,effective_sb_lsun_pc2,rdisk_kpc,central_sb_lsun_pc2,hi_mass_1e9_msun,hi_radius_kpc,quality,motion_references,wallaby_profile_radii,wallaby_prior_role,wallaby_release,wallaby_stellar_mass_map,wallaby_has_failed_release_record,position_source
MANGA:1-123185,1-123185,127.474767382,43.9702809035,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8240-3703,1-123185,J082953.94+435813.0,-21.2933,-22.1288,-22.5503,106022000000.0,147563000000.0,5.67772,0.713334,0,4096,11.75276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-123194,1-123194,127.024478063,44.766756573,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11745-12701,1-123194,J082805.57+444602.2,-23.09009,-23.958431,-24.259697,384502370000.0,886604600000.0,37.886894,0.8545203,0,0,2.3359158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-123195,1-123195,127.796397595,44.6931705365,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11745-12703,1-123195,J083111.13+444135.4,-19.374714,-19.87269,-20.016016,5868747300.0,8756237000.0,8.718372,0.60866207,0,0,3.4145253,9.87763,-999.0,4.492232,0.96368045,0.08999597,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-123217,1-123217,128.473791951,44.8821564751,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11745-6101,1-123217,J083353.70+445255.8,-19.968304,-20.574587,-20.89594,20565946000.0,28331422000.0,6.542462,0.5034633,0,0,11.866573,9.8460045,-999.0,2.5091858,0.79740864,0.14282142,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-123252,1-123252,128.166254541,44.3476870645,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11745-12704,1-123252,J083239.90+442051.6,-19.052454,-19.582104,-19.801643,5771303000.0,6918923300.0,13.724639,0.16445632,1,0,3.0990336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-123255,1-123255,128.316183998,44.049277626,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11745-3702,1-123255,J083315.88+440257.3,-21.959663,-22.71537,-23.075737,174231440000.0,258862370000.0,8.592042,0.80647665,0,0,6.3473916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-123263,1-123263,129.171011759,45.0969721629,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11745-3703,1-123263,J083641.03+450549.1,-18.06361,-18.56105,-18.747334,2162965200.0,2598324500.0,2.9584372,0.78478855,0,0,7.5902257,9.358848,-999.0,3.1562533,0.3697685,0.07403047,1.0,0.9133384571360715,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-123264,1-123264,129.146485344,45.0210510403,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11745-6103,1-123264,J083635.15+450115.8,-17.759686,-18.430857,-18.85772,3032873200.0,3384378600.0,4.054226,0.31025773,0,0,7.04237,-999.0,9.250808,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-123273,1-123273,128.520167245,44.3272172592,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11745-3704,1-123273,J083404.83+441938.0,-18.67083,-19.468334,-19.872795,8595499000.0,10547504000.0,3.2986403,0.19717702,0,0,17.33504,-999.0,9.357277,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-123312,1-123312,129.285155639,45.1649616715,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11745-6104,1-123312,J083708.43+450953.7,-20.435999,-21.058449,-21.350693,27710646000.0,35719406000.0,7.627324,0.4896981,0,0,15.308554,9.9056635,-999.0,2.0543013,1.2746782,0.1720061,1.0,0.09825157482936042,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-123328,1-123328,129.550307731,44.8071695466,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11745-1901,1-123328,J083812.06+444825.8,-21.415915,-22.141165,-22.490639,106125754000.0,139072650000.0,11.9606085,0.7668432,0,0,5.1454873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-1243,1-1243,150.717006204,0.0687372189012,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11836-1902,1-1243,J100252.08+000407.4,-18.70826,-19.295462,-19.625998,6432249300.0,7157697000.0,3.6471524,0.49346212,0,4096,16.939869,-999.0,9.71826,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-124604,1-124604,141.34417921,50.5536812778,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8439-6103,1-124604,J092522.60+503313.2,-19.1033,-19.7957,-20.1658,10577300000.0,11132100000.0,7.99778,0.208636,0,0,27.94613,9.608049,-999.0,4.67691,1.4760001,0.13402677,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-1258,1-1258,150.541431096,-0.189241255394,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11836-3701,1-1258,J100209.94-001121.2,-18.97133,-19.423025,-19.614399,4267076600.0,5167920600.0,3.358926,0.47028235,1,4096,13.651216,-999.0,10.071291,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-1278,1-1278,150.517055658,0.687529144448,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11836-3702,1-1278,J100204.08+004115.1,-19.11517,-19.83049,-20.146584,10886570000.0,13978868000.0,4.214453,0.6255418,0,4096,15.233871,-999.0,9.976388,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-130947,1-130947,225.350725794,54.9592567058,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8589-12701,1-130947,J150124.35+545732.3,-18.6659,-19.047,-19.2453,1801710000.0,1520980000.0,6.32937,0.68341,0,0,3.7966132,-999.0,9.361438,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-131060,1-131060,224.546901998,57.0009641092,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8589-6103,1-131060,J145811.25+570003.4,-18.1325,-18.7418,-18.9944,3266280000.0,3114020000.0,1.65034,0.730777,0,0,33.45404,-999.0,8.986444,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-131087,1-131087,224.567548246,56.0703287351,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8589-9101,1-131087,J145816.21+560413.2,-20.4791,-21.188,-21.4939,35854000000.0,36253000000.0,5.31198,0.441788,0,0,15.797807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-131242,1-131242,225.677220289,54.6385949393,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8589-3701,1-131242,J150242.52+543819.0,-18.9685,-19.796,-20.2276,12595700000.0,12856500000.0,5.36283,0.258664,0,0,23.771107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-131263,1-131263,225.33606669,54.6158478754,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8589-6101,1-131263,J150120.64+543657.0,-17.9288,-18.6381,-18.9648,3923290000.0,3939140000.0,1.65267,0.724912,0,0,15.031509,-999.0,9.34053,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-131278,1-131278,225.167636906,55.4887226458,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8589-1901,1-131278,J150040.24+552919.4,-17.7077,-18.4219,-18.7758,3273920000.0,3672860000.0,2.45631,0.55101,0,0,18.987858,-999.0,8.962792,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-131279,1-131279,225.83392,55.69196,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8589-12702,1-131279,J150320.31+554123.8,-20.5873,-21.2129,-21.5652,35953900000.0,35665400000.0,7.17971,0.551056,0,0,4.261249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-131286,1-131286,226.513800409,55.5739311769,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8589-6104,1-131286,J150603.30+553426.1,-19.9344,-20.6525,-21.0168,25631000000.0,40005300000.0,13.1882,0.902583,0,0,11.576104,9.223396,-999.0,2.6025295,0.47596437,0.10655617,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-131338,1-131338,228.050174379,55.5437900019,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8589-9102,1-131338,J151212.01+553237.7,-18.9752,-19.6176,-19.8929,7508910000.0,10926600000.0,8.77227,0.210081,0,0,6.03928,10.116828,-999.0,5.134245,1.4935443,0.13187107,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-131378,1-131378,228.754042953,55.4320093443,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8589-3704,1-131378,J151500.96+552555.2,-17.0751,-17.7447,-18.1366,1743940000.0,1984950000.0,4.08675,0.61564,0,0,25.41787,9.763944,-999.0,29.166225,10.548184,0.15107697,1.0,0.9999,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-131877,1-131877,237.662853085,50.4602451957,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8546-12705,1-131877,J155039.07+502736.8,-20.2054,-20.611,-20.7774,11621600000.0,14247200000.0,9.3945,0.584403,0,0,10.110118,9.913635,-999.0,6.8895774,1.8260589,0.098306105,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-131989,1-131989,236.298150462,51.1015698857,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8546-12702,1-131989,J154511.54+510605.5,-16.2057,-16.5471,-16.6835,199848000.0,232149000.0,7.60858,0.281368,0,0,6.1451273,9.393685,-999.0,17.250395,3.7107875,0.102733195,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-132011,1-132011,237.166113327,51.1750589639,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8546-3701,1-132011,J154839.86+511030.1,-21.891,-22.6553,-23.0015,164600000000.0,255687000000.0,9.4121,0.745825,0,0,5.0119615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-1332,1-1332,151.163872913,0.281512703001,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11836-3704,1-1332,J100439.32+001653.4,-17.535952,-18.178162,-18.514008,2748813800.0,3827634400.0,8.438081,0.90250933,0,4096,5.701966,-999.0,9.294044,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-1335,1-1335,151.079045513,0.120422851479,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,11836-12702,1-1335,J100418.96+000713.3,-17.786394,-18.294746,-18.561522,2143575200.0,2517675800.0,9.589963,0.30483484,0,4096,6.1417775,9.67,-999.0,10.5,2.05,0.11,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133652,1-133652,54.5266330298,0.824510054102,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8156-6103,1-133652,J033806.31+004932.7,-21.5906,-22.2969,-22.6073,116711000000.0,163262000000.0,6.57104,0.979077,0,0,5.1089363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133922,1-133922,239.195689664,47.9955208307,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8486-6104,1-133922,J155646.95+475943.8,-17.847,-18.5466,-18.8829,3553620000.0,3783350000.0,6.60477,0.255834,0,0,19.045702,-999.0,8.582992,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133926,1-133926,239.746674933,48.5298872769,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8564-12705,1-133926,J155859.19+483147.5,-19.2283,-19.9425,-20.3305,13451000000.0,16124000000.0,15.9288,0.27925,0,0,10.728672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133936,1-133936,239.858362172,48.7321213897,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8564-1902,1-133936,J155926.00+484355.6,-16.3215,-16.9602,-17.2937,803659000.0,796739000.0,2.63246,0.482253,0,0,13.280522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133937,1-133937,239.958689735,48.6779238389,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8564-6103,1-133937,J155950.08+484040.5,-17.185,-17.805,-18.2265,2022830000.0,1510360000.0,8.30076,0.369231,1,0,2.7111776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133941,1-133941,239.030589848,48.0308761201,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8486-9102,1-133941,J155607.34+480151.2,-17.9875,-18.4815,-18.7447,2530680000.0,2444730000.0,8.35157,0.658843,1,0,6.449681,8.883202,-999.0,3.6618164,0.4917021,0.09039201,1.0,0.6888876171283782,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133944,1-133944,238.912821361,47.661926928,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8564-6101,1-133944,J155539.09+473943.0,-16.7391,-17.4787,-17.8236,1336290000.0,1315520000.0,6.7646,0.649608,0,0,3.1891723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133945,1-133945,238.881357667,47.677310104,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8486-3703,1-133945,J155531.51+474038.4,-16.4455,-17.0957,-17.4316,905551000.0,912401000.0,4.82566,0.649928,0,0,4.665795,-999.0,8.522655,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133946,1-133946,238.880966501,47.8555868126,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8487-3703,1-133946,J155531.42+475120.1,-16.7326,-17.2102,-17.4057,637027000.0,635904000.0,5.6851,0.983714,0,0,4.3319216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133948,1-133948,238.891298957,48.0223923799,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8486-6103,1-133948,J155533.91+480120.6,-17.6152,-18.3257,-18.7199,2765720000.0,3356180000.0,6.71593,0.554661,0,0,6.8725767,9.036849,-999.0,2.2523932,0.6771819,0.13096981,1.0,0.9882446671805966,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133949,1-133949,238.823197485,47.9608570178,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8487-3702,1-133949,J155517.56+475739.0,-18.7528,-19.3933,-19.7016,7481710000.0,8850100000.0,6.07357,0.267053,0,0,28.872831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133950,1-133950,239.041287581,47.8674661431,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8564-6104,1-133950,J155609.90+475202.7,-17.6555,-17.9386,-18.0433,590351000.0,407350000.0,7.41111,0.713761,0,2,2.556082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133953,1-133953,239.563253191,48.1872779193,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8487-1901,1-133953,J155815.17+481114.2,-16.9643,-17.632,-17.9422,1529700000.0,1564500000.0,1.83991,0.907636,0,64,19.31005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133956,1-133956,239.439273068,48.3672089636,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8564-9101,1-133956,J155745.38+482201.8,-17.8491,-18.3502,-18.5441,1752110000.0,1799300000.0,7.94879,0.414461,0,0,7.173582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133958,1-133958,239.544886094,48.3041919446,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8564-1901,1-133958,J155810.76+481815.1,-17.2142,-17.5603,-17.703,634966000.0,440406000.0,3.24217,0.705593,0,0,11.798343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133972,1-133972,238.465889238,47.8813908326,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8564-6102,1-133972,J155351.79+475252.8,-17.1847,-17.7658,-18.0105,1309980000.0,1211070000.0,5.59637,0.579882,0,0,4.9581404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133976,1-133976,238.718472619,47.8808922742,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8486-9101,1-133976,J155452.42+475251.0,-17.5223,-18.0891,-18.3727,1729650000.0,1964380000.0,7.94289,0.523238,0,0,6.0594325,-999.0,8.606338,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133979,1-133979,238.531675097,48.1491524034,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8564-12702,1-133979,J155407.62+480857.3,-17.8604,-18.5242,-18.8779,3271940000.0,3580340000.0,9.94905,0.238649,0,0,10.304049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133983,1-133983,239.205508197,48.2432349289,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8564-3703,1-133983,J155649.32+481435.8,-16.7468,-17.4021,-17.7515,1177800000.0,1184920000.0,4.45796,0.848126,0,0,4.168103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-133987,1-133987,239.334163047,48.2072621316,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8486-1902,1-133987,J155720.19+481226.1,-18.3504,-19.1319,-19.507,6640020000.0,8618510000.0,3.42143,0.817966,0,0,28.783258,-999.0,8.7369795,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-134004,1-134004,238.448582292,47.4049584412,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_upper_limit,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8486-1901,1-134004,J155347.65+472417.8,-17.3946,-17.9783,-18.2511,1684330000.0,1727330000.0,2.80083,0.549616,0,0,25.393387,-999.0,8.733883,-999.0,-999.0,-999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-134010,1-134010,237.941572866,48.3516725829,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8564-3702,1-134010,J155145.98+482106.1,-18.1436,-18.7144,-18.9561,2746910000.0,3125070000.0,2.7139,0.529485,0,0,13.506682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-134020,1-134020,238.046893627,48.0439162921,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,published_detection,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8486-6102,1-134020,J155211.29+480237.4,-17.5044,-18.1175,-18.407,2057180000.0,2080950000.0,6.87375,0.379217,0,0,9.088592,9.076566,-999.0,5.2434225,0.7589335,0.13598876,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-134108,1-134108,238.073925811,50.154158496,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8546-9102,1-134108,J155217.76+500915.1,-18.5696,-19.0958,-19.2583,3478920000.0,3584440000.0,4.13976,0.860982,0,0,8.305799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-134157,1-134157,238.970632466,49.9874005792,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8563-6101,1-134157,J155552.94+495914.6,-18.8187,-19.5134,-19.8581,7652110000.0,8648080000.0,4.36956,0.232535,0,0,14.511132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGA:1-134195,1-134195,240.429062144,48.8279268869,MaNGA_local_master,previously_processed_population_catalog,False,False,False,0,not_in_local_wallaby_extract,not_demonstrated,False,unknown_or_unavailable,inherited_custom_10071_row_selection,not_audited_by_this_ingestion,8564-12704,1-134195,J160142.96+484940.5,-20.9032,-21.5943,-21.935,56373100000.0,76528300000.0,13.472,0.707652,0,0,5.8130097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
