sohn_objID,RAJ2000,DEJ2000,z,rmag,member_Mm,simard_matched,match_sep_arcsec,objID_agrees,simard_objID,simard_z,simard_Sp,simard_Scale,simard_gg2d,simard_rg2d,simard_Rhlr,simard_Rchl_r,simard_Rhlg,simard_Rchl_g,simard_e,simard_e_e,simard_phi,simard_e_phi,simard_ng,simard_e_ng
1237662267537228072,227.928118,+05.358060,0.07886,17.73,Y,1,0.007,0,587736546312323350,0.0792,-1,1.496,18.44,17.52,7.80,6.54,7.80,6.54,0.33,0.03,90.43,3.55,4.36,0.30
1237662267537228073,227.926007,+05.355480,0.16971,20.20,N,0,4.670,,,,,,,,,,,,,,,,,
1237662267537228077,227.921940,+05.302564,0.08418,16.18,Y,1,0.042,0,587736546312323142,0.0845,3,1.587,16.95,16.06,3.61,3.20,3.61,3.20,0.27,0.01,131.85,1.34,6.35,0.05
1237662267537228093,227.928697,+05.340295,0.08170,17.46,Y,1,0.021,0,587736546312323361,0.0905,-1,1.688,18.02,17.56,2.71,2.65,2.71,2.65,0.07,0.02,44.11,5.99,1.14,0.05
1237662267537228099,227.932453,+05.345572,0.04007,17.41,N,1,0.026,0,587736546312323365,0.0401,2,0.793,17.77,17.44,2.83,2.06,2.83,2.06,0.53,0.01,30.37,0.78,0.98,0.04
1237662267537228103,227.939000,+05.397657,0.07935,17.75,Y,1,0.011,0,587736546312323369,0.0835,-1,1.570,18.58,17.71,4.44,4.34,4.44,4.34,0.06,0.04,186.80,14.27,4.49,0.35
1237662267537228116,227.938489,+05.315743,0.09649,20.18,N,0,75.918,,,,,,,,,,,,,,,,,
1237662267537228162,227.966537,+05.312562,0.22058,17.22,N,1,0.013,0,587736546312323420,0.2208,2,3.562,18.33,16.87,20.36,18.87,20.36,18.87,0.16,0.04,71.02,5.87,5.87,0.40
1237662267537228163,227.965384,+05.312140,0.22058,20.59,N,0,4.411,,,,,,,,,,,,,,,,,
1237662267537228184,228.004932,+05.386532,0.07738,18.27,Y,0,63.710,,,,,,,,,,,,,,,,,
1237662267537228228,227.955208,+05.316862,0.51289,21.63,N,0,43.472,,,,,,,,,,,,,,,,,
1237662267537228232,227.986308,+05.300043,0.22018,19.00,N,0,83.975,,,,,,,,,,,,,,,,,
1237662267537228236,228.011764,+05.355707,0.27681,19.22,N,0,286.581,,,,,,,,,,,,,,,,,
1237662267537228237,228.013754,+05.354461,0.32342,20.10,N,0,293.134,,,,,,,,,,,,,,,,,
1237662267537228265,227.874921,+05.376786,0.07908,19.17,Y,0,45.275,,,,,,,,,,,,,,,,,
1237662267537228269,227.884011,+05.326993,0.27072,18.98,N,0,97.888,,,,,,,,,,,,,,,,,
1237662267537228275,227.900266,+05.342866,0.16938,19.51,N,0,63.557,,,,,,,,,,,,,,,,,
1237662267537228276,227.901958,+05.344484,0.10920,20.49,N,0,59.946,,,,,,,,,,,,,,,,,
1237662267537228284,227.908943,+05.338463,0.10905,19.19,N,0,29.748,,,,,,,,,,,,,,,,,
1237662267537228287,227.915973,+05.330926,0.04026,18.87,N,0,24.532,,,,,,,,,,,,,,,,,
1237662267537228298,227.944400,+05.307703,0.08455,19.64,Y,0,81.266,,,,,,,,,,,,,,,,,
1237662267537228318,227.980493,+05.379021,0.26317,20.05,N,0,148.967,,,,,,,,,,,,,,,,,
1237662267537228335,227.983492,+05.344112,0.08336,20.51,Y,0,182.992,,,,,,,,,,,,,,,,,
1237662267537228339,227.991354,+05.424570,0.39772,20.64,N,0,202.790,,,,,,,,,,,,,,,,,
1237662267537228340,227.992508,+05.427722,0.07967,19.44,Y,0,196.170,,,,,,,,,,,,,,,,,
1237662267537228352,228.005454,+05.374789,0.27000,19.75,N,0,63.997,,,,,,,,,,,,,,,,,
1237662267537228356,228.008366,+05.422512,0.07868,19.17,Y,0,147.414,,,,,,,,,,,,,,,,,
1237662267537228358,228.010468,+05.347693,0.62480,20.50,N,0,279.711,,,,,,,,,,,,,,,,,
1237662267537228411,227.874720,+05.365149,0.39806,20.08,N,0,43.225,,,,,,,,,,,,,,,,,
1237662267537228433,227.878899,+05.344777,0.22150,19.55,N,0,83.907,,,,,,,,,,,,,,,,,
1237662267537228434,227.878155,+05.331146,0.08046,19.38,Y,0,74.014,,,,,,,,,,,,,,,,,
1237662267537228472,227.887659,+05.336536,0.45643,19.58,N,0,105.960,,,,,,,,,,,,,,,,,
1237662267537228474,227.887990,+05.338865,0.45239,20.53,N,0,104.794,,,,,,,,,,,,,,,,,
1237662267537228492,227.894516,+05.312317,0.32322,20.54,N,0,104.411,,,,,,,,,,,,,,,,,
1237662267537228544,227.916514,+05.342821,0.39731,20.85,N,0,18.849,,,,,,,,,,,,,,,,,
1237662267537228546,227.921750,+05.383517,0.22180,20.21,N,0,28.388,,,,,,,,,,,,,,,,,
1237662267537228555,227.919824,+05.341270,0.17049,20.33,N,0,16.130,,,,,,,,,,,,,,,,,
1237662267537228586,227.927716,+05.349089,0.56275,20.41,N,0,21.204,,,,,,,,,,,,,,,,,
1237662267537228589,227.928206,+05.351469,0.08526,20.15,Y,0,20.717,,,,,,,,,,,,,,,,,
1237662267537228602,227.926443,+05.312864,0.07990,19.41,Y,0,40.407,,,,,,,,,,,,,,,,,
1237662267537228616,227.932130,+05.350806,0.40999,20.64,N,0,18.887,,,,,,,,,,,,,,,,,
1237662267537228629,227.933977,+05.332237,0.22057,19.60,N,0,34.646,,,,,,,,,,,,,,,,,
1237662267537228638,227.935294,+05.313412,0.22147,19.99,N,0,61.736,,,,,,,,,,,,,,,,,
1237662267537228683,227.945434,+05.320593,0.09540,19.04,N,0,80.993,,,,,,,,,,,,,,,,,
1237662267537228698,227.950902,+05.336601,0.08311,20.56,Y,0,73.568,,,,,,,,,,,,,,,,,
1237662267537228725,227.958966,+05.383680,0.16915,20.06,N,0,87.486,,,,,,,,,,,,,,,,,
1237662267537228758,227.966673,+05.377758,0.31748,20.88,N,0,122.355,,,,,,,,,,,,,,,,,
1237662267537228783,227.965853,+05.321981,0.22292,20.28,N,0,34.005,,,,,,,,,,,,,,,,,
1237662267537228802,227.970904,+05.361082,0.26939,19.23,N,0,148.679,,,,,,,,,,,,,,,,,
1237662267537228806,227.966579,+05.304533,0.09541,19.91,N,0,28.898,,,,,,,,,,,,,,,,,
1237662267537228829,227.985671,+05.423676,0.08105,19.76,Y,0,223.318,,,,,,,,,,,,,,,,,
1237662267537228834,227.976157,+05.314565,0.21827,20.28,N,0,35.220,,,,,,,,,,,,,,,,,
1237662267537228843,227.981612,+05.349202,0.32232,18.90,N,0,176.661,,,,,,,,,,,,,,,,,
1237662267537228887,227.987866,+05.307929,0.22066,20.10,N,0,78.241,,,,,,,,,,,,,,,,,
1237662267537228898,227.994581,+05.365985,0.33514,20.05,N,0,113.012,,,,,,,,,,,,,,,,,
1237662267537228928,228.000236,+05.342502,0.22093,20.44,N,0,243.185,,,,,,,,,,,,,,,,,
1237662267537228930,228.006264,+05.404643,0.32260,19.34,N,0,100.509,,,,,,,,,,,,,,,,,
1237662267537228931,228.005537,+05.394110,0.71972,21.43,N,0,74.346,,,,,,,,,,,,,,,,,
1237662267537228951,228.005651,+05.338745,0.07709,18.35,Y,0,168.935,,,,,,,,,,,,,,,,,
1237662267537228981,228.016810,+05.391949,3.02211,20.36,N,0,41.868,,,,,,,,,,,,,,,,,
1237662267537228982,228.020283,+05.418142,0.07670,18.49,Y,0,118.731,,,,,,,,,,,,,,,,,
1237662267537229135,227.956425,+05.355812,0.63969,20.78,N,0,93.476,,,,,,,,,,,,,,,,,
1237662267537229154,227.972888,+05.405184,0.51475,20.86,N,0,124.438,,,,,,,,,,,,,,,,,
1237662267537293335,228.054436,+05.467194,0.08409,20.38,Y,0,67.576,,,,,,,,,,,,,,,,,
1237662267537293340,228.046094,+05.438808,0.09502,16.50,N,1,0.023,0,587736546312388641,0.0952,2,1.765,17.54,16.47,6.74,6.21,6.74,6.21,0.16,0.02,68.86,2.51,3.63,0.09
1237662267537293341,228.045512,+05.435594,0.09445,19.59,N,0,11.768,,,,,,,,,,,,,,,,,
1237662267537293473,228.021981,+05.381519,0.07734,16.95,Y,1,0.005,0,587736546312388802,0.0776,2,1.469,17.94,17.00,3.79,2.37,3.79,2.37,0.75,0.01,110.36,0.42,2.47,0.09
1237662267537293483,228.021124,+05.301741,0.07691,18.11,Y,0,22.816,,,,,,,,,,,,,,,,,
1237662267537293488,228.021810,+05.295436,0.09346,17.66,N,1,0.014,0,587736546312388814,0.0804,-1,1.517,18.52,17.79,3.13,2.31,3.13,2.31,0.52,0.01,8.32,0.87,0.77,0.04
1237662267537293501,228.047475,+05.428540,0.09596,18.20,N,0,37.299,,,,,,,,,,,,,,,,,
1237662267537293510,228.046853,+05.423760,0.51177,20.88,N,0,54.247,,,,,,,,,,,,,,,,,
1237662267537293526,228.060760,+05.449506,0.07554,16.83,Y,1,0.014,0,587736546312388855,0.0755,2,1.433,17.74,16.85,5.30,4.35,5.30,4.35,0.36,0.02,50.58,1.41,2.85,0.13
1237662267537293543,228.062939,+05.364463,0.09693,19.15,N,0,159.131,,,,,,,,,,,,,,,,,
1237662267537293552,228.078531,+05.461568,0.13733,17.64,N,1,0.008,0,587736546312388879,0.1374,2,2.429,18.52,17.75,4.06,3.85,4.06,3.85,0.12,0.03,163.64,4.71,1.35,0.09
1237662267537293570,228.076786,+05.377398,0.08075,17.96,Y,0,151.259,,,,,,,,,,,,,,,,,
1237662267537293623,228.122201,+05.400241,0.07935,18.80,Y,0,31.465,,,,,,,,,,,,,,,,,
1237662267537293624,228.133540,+05.436129,0.09443,19.42,N,0,127.699,,,,,,,,,,,,,,,,,
1237662267537293655,228.167558,+05.425578,0.04032,17.26,N,1,0.010,0,587736546312388972,0.0403,2,0.798,18.09,17.27,3.03,1.93,3.03,1.93,0.73,0.01,20.30,0.55,3.23,0.23
1237662267537293661,228.174468,+05.469299,0.20206,17.85,N,1,0.008,0,587736546312388976,0.1917,-1,3.191,19.13,18.00,4.37,4.01,4.37,4.01,0.20,0.04,123.06,4.41,2.01,0.12
1237662267537293688,228.047019,+05.479736,0.29623,18.63,N,0,119.437,,,,,,,,,,,,,,,,,
1237662267537293696,228.058605,+05.492574,0.22918,19.22,N,0,80.078,,,,,,,,,,,,,,,,,
1237662267537293698,228.060172,+05.408652,0.14727,18.93,N,0,119.711,,,,,,,,,,,,,,,,,
1237662267537293701,228.063197,+05.390440,0.20128,18.07,N,0,151.175,,,,,,,,,,,,,,,,,
1237662267537293756,228.023770,+05.385293,0.32051,19.67,N,0,15.022,,,,,,,,,,,,,,,,,
1237662267537293758,228.018237,+05.305520,0.20185,19.12,N,0,38.482,,,,,,,,,,,,,,,,,
1237662267537293771,228.074358,+05.459546,0.13856,18.97,N,0,16.632,,,,,,,,,,,,,,,,,
1237662267537293782,228.095655,+05.345083,0.39555,19.67,N,0,255.542,,,,,,,,,,,,,,,,,
1237662267537293786,228.114972,+05.395270,0.04077,17.74,N,1,0.029,0,587736546312389138,0.0408,2,0.807,18.12,17.73,4.58,3.17,4.58,3.17,0.60,0.02,153.37,1.16,1.02,0.06
1237662267537293792,228.125720,+05.474333,0.07896,18.91,Y,0,175.240,,,,,,,,,,,,,,,,,
1237662267537293793,228.126423,+05.473440,0.07864,20.55,Y,0,172.824,,,,,,,,,,,,,,,,,
1237662267537293796,228.122541,+05.372969,0.55321,21.02,N,0,84.734,,,,,,,,,,,,,,,,,
1237662267537293802,228.145406,+05.461134,0.38996,19.68,N,0,108.225,,,,,,,,,,,,,,,,,
1237662267537293851,228.020822,+05.330319,0.08052,19.83,Y,0,204.805,,,,,,,,,,,,,,,,,
1237662267537293870,228.025437,+05.343138,0.53837,21.62,N,0,333.378,,,,,,,,,,,,,,,,,
1237662267537293876,228.033918,+05.425404,0.39298,20.75,N,0,65.079,,,,,,,,,,,,,,,,,
1237662267537293889,228.036423,+05.424705,0.39198,20.70,N,0,61.491,,,,,,,,,,,,,,,,,
1237662267537293893,228.041088,+05.475100,0.29555,20.01,N,0,116.002,,,,,,,,,,,,,,,,,
1237662267537293926,228.031567,+05.314960,0.22199,19.52,N,0,78.494,,,,,,,,,,,,,,,,,
1237662267537293949,228.041402,+05.381771,0.46004,20.42,N,0,69.617,,,,,,,,,,,,,,,,,
1237662267537293978,228.053354,+05.441724,0.22135,19.60,N,0,28.034,,,,,,,,,,,,,,,,,
1237662267537293983,228.058749,+05.486320,0.32335,20.29,N,0,93.610,,,,,,,,,,,,,,,,,
1237662267537293994,228.057736,+05.439732,0.22151,20.77,N,0,36.831,,,,,,,,,,,,,,,,,
1237662267537293996,228.055493,+05.408324,0.14730,20.02,N,0,114.797,,,,,,,,,,,,,,,,,
1237662267537294023,228.061852,+05.424760,0.32346,20.58,N,0,75.798,,,,,,,,,,,,,,,,,
1237662267537294040,228.071020,+05.487348,0.22960,20.46,N,0,96.624,,,,,,,,,,,,,,,,,
1237662267537294064,228.074804,+05.455346,0.29719,19.43,N,0,26.083,,,,,,,,,,,,,,,,,
1237662267537294074,228.070478,+05.372995,0.20234,20.25,N,0,176.514,,,,,,,,,,,,,,,,,
1237662267537294086,228.084727,+05.480560,0.32410,20.48,N,0,71.880,,,,,,,,,,,,,,,,,
1237662267537294123,228.092615,+05.482968,0.32284,20.35,N,0,92.096,,,,,,,,,,,,,,,,,
1237662267537294152,228.092124,+05.383292,0.22116,19.68,N,0,92.575,,,,,,,,,,,,,,,,,
1237662267537294177,228.097339,+05.406884,0.14745,19.46,N,0,75.799,,,,,,,,,,,,,,,,,
1237662267537294212,228.110182,+05.425840,0.32127,20.73,N,0,196.554,,,,,,,,,,,,,,,,,
1237662267537294232,228.112286,+05.384305,0.17009,19.68,N,0,40.638,,,,,,,,,,,,,,,,,
1237662267537294257,228.127539,+05.436346,0.38986,20.43,N,0,148.572,,,,,,,,,,,,,,,,,
1237662267537294287,228.142687,+05.468508,0.32304,20.37,N,0,113.934,,,,,,,,,,,,,,,,,
1237662267537294298,228.145363,+05.470130,0.32342,20.32,N,0,104.351,,,,,,,,,,,,,,,,,
1237662267537294347,228.151785,+05.430928,0.39170,19.84,N,0,59.723,,,,,,,,,,,,,,,,,
1237662267537294360,228.152547,+05.402559,0.22054,19.56,N,0,98.811,,,,,,,,,,,,,,,,,
1237662267537294498,228.030229,+05.341515,0.56034,20.64,N,0,350.744,,,,,,,,,,,,,,,,,
1237662267537294643,228.151251,+05.453816,0.53917,20.99,N,0,100.155,,,,,,,,,,,,,,,,,
1237662268073771085,227.228228,+05.928021,0.22774,18.44,N,0,255.481,,,,,,,,,,,,,,,,,
1237662268073771086,227.225741,+05.925483,0.22580,19.46,N,0,245.710,,,,,,,,,,,,,,,,,
1237662268073771138,227.260206,+05.894920,0.38809,20.73,N,0,181.275,,,,,,,,,,,,,,,,,
1237662268073771169,227.275715,+05.955759,0.09834,18.67,N,0,78.112,,,,,,,,,,,,,,,,,
1237662268073771294,227.210700,+05.822010,0.24444,19.72,N,0,257.061,,,,,,,,,,,,,,,,,
1237662268073771305,227.219204,+05.824701,0.29168,18.49,N,0,285.071,,,,,,,,,,,,,,,,,
1237662268073771352,227.265460,+05.974913,0.07678,16.07,Y,1,0.011,0,587736546848866645,0.0769,2,1.457,16.51,15.67,19.99,16.79,19.99,16.79,0.32,0.01,33.94,1.05,6.32,0.08
1237662268073771361,227.262139,+05.938678,0.07576,19.07,Y,0,188.284,,,,,,,,,,,,,,,,,
1237662268073771380,227.298045,+05.960260,0.09609,18.16,N,0,128.038,,,,,,,,,,,,,,,,,
1237662268073771397,227.305775,+05.979573,0.22547,20.47,N,0,124.192,,,,,,,,,,,,,,,,,
1237662268073771404,227.307649,+05.912481,0.07842,16.76,Y,1,0.005,0,587736546848866708,0.0784,2,1.483,17.52,16.61,3.83,3.78,3.83,3.78,0.06,0.02,55.49,2.25,5.68,0.09
1237662268073771461,227.293452,+05.859745,0.27468,18.26,N,0,248.862,,,,,,,,,,,,,,,,,
1237662268073771462,227.296005,+05.858730,0.36375,20.25,N,0,239.279,,,,,,,,,,,,,,,,,
1237662268073771463,227.295455,+05.859793,0.27332,19.49,N,0,243.107,,,,,,,,,,,,,,,,,
1237662268073771464,227.309421,+05.974476,0.07835,18.44,Y,0,104.250,,,,,,,,,,,,,,,,,
1237662268073771467,227.298104,+05.772568,0.32309,18.38,N,0,119.522,,,,,,,,,,,,,,,,,
1237662268073771524,227.216937,+05.814283,0.17164,20.00,N,0,285.874,,,,,,,,,,,,,,,,,
1237662268073771535,227.250162,+05.869183,0.32194,19.16,N,0,421.074,,,,,,,,,,,,,,,,,
1237662268073771538,227.246419,+05.802179,0.32240,19.82,N,0,301.613,,,,,,,,,,,,,,,,,
1237662268073771540,227.251277,+05.797269,0.75816,21.00,N,0,283.605,,,,,,,,,,,,,,,,,
1237662268073771549,227.278045,+05.962522,0.09851,19.02,N,0,63.398,,,,,,,,,,,,,,,,,
1237662268073771555,227.311853,+05.979757,0.09583,19.26,N,0,106.161,,,,,,,,,,,,,,,,,
1237662268073771557,227.313292,+05.957766,0.28888,20.46,N,0,83.136,,,,,,,,,,,,,,,,,
1237662268073771563,227.307363,+05.871057,0.36367,18.83,N,0,218.151,,,,,,,,,,,,,,,,,
1237662268073771849,227.231206,+05.899600,0.36246,19.43,N,0,274.254,,,,,,,,,,,,,,,,,
1237662268073771877,227.226102,+05.788861,0.22371,20.51,N,0,374.872,,,,,,,,,,,,,,,,,
1237662268073771880,227.231061,+05.838457,0.17175,19.73,N,0,323.584,,,,,,,,,,,,,,,,,
1237662268073771888,227.245637,+05.987012,0.75450,21.75,N,0,83.279,,,,,,,,,,,,,,,,,
1237662268073771892,227.230238,+05.807115,0.17109,20.54,N,0,339.189,,,,,,,,,,,,,,,,,
1237662268073771913,227.250231,+05.932885,0.21636,19.82,N,0,218.330,,,,,,,,,,,,,,,,,
1237662268073771935,227.249547,+05.866881,0.31946,20.01,N,0,417.144,,,,,,,,,,,,,,,,,
1237662268073771952,227.265160,+05.949708,0.07900,18.71,Y,0,90.734,,,,,,,,,,,,,,,,,
1237662268073771953,227.253810,+05.819521,0.33708,20.42,N,0,286.414,,,,,,,,,,,,,,,,,
1237662268073771968,227.254267,+05.780745,0.32248,20.00,N,0,278.976,,,,,,,,,,,,,,,,,
1237662268073771979,227.272713,+05.939743,0.07787,20.35,Y,0,159.004,,,,,,,,,,,,,,,,,
1237662268073771986,227.271225,+05.900914,0.28997,19.28,N,0,136.920,,,,,,,,,,,,,,,,,
1237662268073771990,227.264927,+05.822441,0.36830,20.05,N,0,306.642,,,,,,,,,,,,,,,,,
1237662268073771999,227.279749,+05.977581,0.33827,20.55,N,0,52.056,,,,,,,,,,,,,,,,,
1237662268073772015,227.270484,+05.830390,0.17162,18.86,N,0,288.931,,,,,,,,,,,,,,,,,
1237662268073772018,227.280021,+05.906043,0.18014,19.27,N,0,101.614,,,,,,,,,,,,,,,,,
1237662268073772030,227.276252,+05.839940,0.27487,20.57,N,0,275.214,,,,,,,,,,,,,,,,,
1237662268073772034,227.274808,+05.821498,0.36069,19.90,N,0,271.192,,,,,,,,,,,,,,,,,
1237662268073772048,227.283519,+05.877732,0.20360,20.39,N,0,301.076,,,,,,,,,,,,,,,,,
1237662268073772050,227.282715,+05.861647,0.22659,20.40,N,0,311.228,,,,,,,,,,,,,,,,,
1237662268073772076,227.297987,+05.949890,0.27457,20.59,N,0,143.595,,,,,,,,,,,,,,,,,
1237662268073772083,227.296826,+05.906921,0.07801,18.77,Y,0,43.621,,,,,,,,,,,,,,,,,
1237662268073772120,227.307615,+05.923617,0.33413,20.21,N,0,40.093,,,,,,,,,,,,,,,,,
1237662268073772124,227.297907,+05.795059,0.36043,20.24,N,0,116.766,,,,,,,,,,,,,,,,,
1237662268073772127,227.299522,+05.804808,0.07745,20.11,Y,0,114.467,,,,,,,,,,,,,,,,,
1237662268073772130,227.299007,+05.790553,0.76049,21.57,N,0,114.897,,,,,,,,,,,,,,,,,
1237662268073772133,227.298992,+05.783294,0.52594,20.52,N,0,122.791,,,,,,,,,,,,,,,,,
1237662268073772135,227.305561,+05.850920,0.27458,20.16,N,0,195.128,,,,,,,,,,,,,,,,,
1237662268073772477,227.258320,+05.808599,0.25666,22.48,N,0,261.821,,,,,,,,,,,,,,,,,
1237662268073836550,227.316003,+05.864101,0.32169,19.45,N,0,193.710,,,,,,,,,,,,,,,,,
1237662268073836560,227.347177,+05.902727,0.32258,20.19,N,0,50.413,,,,,,,,,,,,,,,,,
1237662268073836702,227.324152,+05.975545,0.09586,18.18,N,0,62.914,,,,,,,,,,,,,,,,,
1237662268073836706,227.318541,+05.814487,0.07246,18.24,Y,0,76.569,,,,,,,,,,,,,,,,,
1237662268073836707,227.320073,+05.816034,0.50107,20.75,N,0,78.508,,,,,,,,,,,,,,,,,
1237662268073836709,227.324812,+05.839441,0.08226,19.04,Y,0,114.999,,,,,,,,,,,,,,,,,
1237662268073836716,227.331081,+05.879334,0.32118,19.31,N,0,130.655,,,,,,,,,,,,,,,,,
1237662268073836719,227.333145,+05.903916,0.07805,16.50,Y,1,0.023,0,587736546848932070,0.0780,2,1.476,17.07,16.16,8.04,6.12,8.04,6.12,0.52,0.01,104.79,0.63,7.99,0.04
1237662268073836720,227.335685,+05.901472,0.07790,19.62,Y,0,12.652,,,,,,,,,,,,,,,,,
1237662268073836737,227.330458,+05.796832,0.07888,17.82,Y,1,0.010,0,587736546848932077,0.0763,-1,1.447,18.25,17.79,1.95,1.52,1.95,1.52,0.49,0.02,55.02,1.42,2.78,0.17
1237662268073836738,227.329067,+05.796698,0.07947,18.54,Y,0,5.012,,,,,,,,,,,,,,,,,
1237662268073836760,227.352239,+05.945304,0.07723,18.03,Y,0,55.255,,,,,,,,,,,,,,,,,
1237662268073836768,227.349181,+05.885078,0.07611,18.86,Y,0,67.893,,,,,,,,,,,,,,,,,
1237662268073836777,227.366442,+05.951308,0.05284,17.94,N,1,0.010,0,587736546848932106,0.0621,-1,1.196,18.63,17.95,2.43,1.51,2.43,1.51,0.77,0.01,3.10,0.46,0.53,0.04
1237662268073836977,227.328133,+05.964501,0.28857,18.56,N,0,28.927,,,,,,,,,,,,,,,,,
1237662268073836981,227.333960,+05.878305,0.25136,19.03,N,0,120.527,,,,,,,,,,,,,,,,,
1237662268073836983,227.336793,+05.784744,0.22686,18.59,N,0,49.067,,,,,,,,,,,,,,,,,
1237662268073836986,227.353501,+05.911553,0.27458,18.86,N,0,77.883,,,,,,,,,,,,,,,,,
1237662268073837058,227.320729,+05.867134,0.11821,20.02,N,0,174.351,,,,,,,,,,,,,,,,,
1237662268073837062,227.335987,+05.962598,0.09552,17.63,N,1,0.116,0,587736546848932062,0.0955,2,1.771,18.14,17.61,8.08,7.07,8.08,7.07,0.25,0.03,104.73,4.03,1.34,0.10
1237662268073837077,227.357523,+05.957107,0.09378,18.56,N,0,38.143,,,,,,,,,,,,,,,,,
1237662268073837175,227.312891,+05.889703,0.32138,20.35,N,0,84.118,,,,,,,,,,,,,,,,,
1237662268073837182,227.320853,+05.955767,0.63570,20.81,N,0,59.565,,,,,,,,,,,,,,,,,
