side_pixels,side_arcsec,tiles_per_core,model,mean_q_over_n,minimum_core_q,maximum_core_q,mean_logpdf_per_channel,east_trace_second_moment,predicted_trace,trace_ratio_east_to_prediction,descriptive_q_pass
1,1.5,576,independent_pixels,1.012204576281344,0.9616237032098633,1.0660683077326307,-0.36831371896270765,5.593173319235723,5.560080858685861,1.0059517948373298,True
1,1.5,576,empirical_aperture,1.012204576281344,0.9616237032098633,1.0660683077326307,-0.36831371896270765,5.593173319235723,5.560080858685861,1.0059517948373298,True
2,3.0,144,independent_pixels,3.341728033034291,3.1457649976209106,3.555216269730402,-0.8399282667792357,4.6157388519309785,1.3900202146714653,3.3206271413987456,False
2,3.0,144,empirical_aperture,1.0197505343032058,0.9600769608375421,1.0843106207583706,-0.2738916860265516,4.6157388519309785,4.582033534093401,1.0073559736276017,True
4,6.0,36,independent_pixels,8.173095296508944,7.482355575798333,8.899375876295126,-2.5624647179566176,2.8259095012491424,0.3475050536678663,8.131995409626624,False
4,6.0,36,empirical_aperture,1.0553071878854157,0.9650292280697044,1.1434647201350228,-0.03548050585579858,2.8259095012491424,2.7841746658065953,1.0149900205454445,True
8,12.0,9,independent_pixels,14.836626111565492,12.967795047015912,17.31012362043787,-5.201082944924947,1.2790683889144279,0.08687626341696658,14.722875255068015,False
8,12.0,9,empirical_aperture,1.1628011456270266,1.0157670936012446,1.3801311568037433,0.3271287933779952,1.2790683889144279,1.2758336748406691,1.0025353728605437,True
12,18.0,4,independent_pixels,18.56443945887784,14.921319477912656,25.065171718690742,-6.659524510472953,0.7193002450389998,0.03861167262976293,18.62908794281405,False
12,18.0,4,empirical_aperture,1.4049645755208913,1.0480200558470048,1.9251142614214327,0.5456397088338468,0.7193002450389998,0.7118375847884473,1.0104836558367039,False
24,36.0,1,independent_pixels,24.34651045193059,14.087661699195317,39.91226705242058,-8.857412826439388,0.24623176515724113,0.009652918157440732,25.508531320908276,False
24,36.0,1,empirical_aperture,4.224276716537166,1.6141208277993477,7.7584220317375685,0.010008365930265805,0.24623176515724113,0.23882985368879517,1.0309924046517691,False
