side_pixels,model,core,q_over_n,logpdf_per_channel,trace_second_moment
1,independent_pixels,0,0.9922967513252007,-0.35835980648463606,5.49712504431389
1,independent_pixels,1,1.0342252214859677,-0.37932404156501953,5.830283809378911
1,independent_pixels,2,1.033883567493959,-0.37915321456901513,5.668269311254751
1,independent_pixels,3,0.9972352631163827,-0.36082906238022694,5.541699850221973
1,independent_pixels,4,1.0244656876362797,-0.3744442746401754,5.654778842911471
1,independent_pixels,5,1.031102757990782,-0.37776280981742677,5.541069292989666
1,independent_pixels,6,0.9896008790011541,-0.3570118703226126,5.357459796203809
1,independent_pixels,7,1.019738467675793,-0.37208066465993206,5.607519233238239
1,independent_pixels,8,1.0088015832349366,-0.366612222439504,5.586566506081259
1,independent_pixels,9,1.0660683077326307,-0.3952455846883509,5.961158417332346
1,independent_pixels,10,1.0095358029885728,-0.366979332316322,5.470164229222855
1,independent_pixels,11,0.9616237032098633,-0.3430232824269672,5.3747232763457236
1,independent_pixels,12,0.9885725771435615,-0.3564977193938163,5.389602201410308
1,independent_pixels,13,1.0341542505520414,-0.37928855609805634,5.708356059078199
1,independent_pixels,14,0.9845749164661096,-0.35449888905509036,5.455242669899631
1,independent_pixels,15,1.047882014803243,-0.38615243822365714,5.774405719642606
1,independent_pixels,16,1.0164920398736907,-0.37045745075888104,5.7693054188671855
1,independent_pixels,17,1.019282449097211,-0.37185265537064105,5.6166431013525315
1,independent_pixels,18,1.0131140584787943,-0.3687684600614327,5.522997804986493
1,independent_pixels,19,1.0241250646642546,-0.37427396315416284,5.612635584559495
1,independent_pixels,20,0.9902658121293927,-0.3573443368867319,5.518638851772112
1,independent_pixels,21,0.9719069960904034,-0.3481649288672375,5.302981988790598
1,independent_pixels,22,1.0135122986338085,-0.36896758013893993,5.572937692607001
1,independent_pixels,23,0.9824918090376122,-0.3534573353408418,5.477063399518751
1,independent_pixels,24,1.0324734728979568,-0.37844816727101394,5.811039298301724
1,independent_pixels,25,0.9993196437603994,-0.36187125270223536,5.512063286871651
1,independent_pixels,26,1.0427781630762918,-0.38360051236018156,5.880948932211341
1,empirical_aperture,0,0.9922967513252007,-0.35835980648463606,5.49712504431389
1,empirical_aperture,1,1.0342252214859677,-0.37932404156501953,5.830283809378911
1,empirical_aperture,2,1.033883567493959,-0.37915321456901513,5.668269311254751
1,empirical_aperture,3,0.9972352631163827,-0.36082906238022694,5.541699850221973
1,empirical_aperture,4,1.0244656876362797,-0.3744442746401754,5.654778842911471
1,empirical_aperture,5,1.031102757990782,-0.37776280981742677,5.541069292989666
1,empirical_aperture,6,0.9896008790011541,-0.3570118703226126,5.357459796203809
1,empirical_aperture,7,1.019738467675793,-0.37208066465993206,5.607519233238239
1,empirical_aperture,8,1.0088015832349366,-0.366612222439504,5.586566506081259
1,empirical_aperture,9,1.0660683077326307,-0.3952455846883509,5.961158417332346
1,empirical_aperture,10,1.0095358029885728,-0.366979332316322,5.470164229222855
1,empirical_aperture,11,0.9616237032098633,-0.3430232824269672,5.3747232763457236
1,empirical_aperture,12,0.9885725771435615,-0.3564977193938163,5.389602201410308
1,empirical_aperture,13,1.0341542505520414,-0.37928855609805634,5.708356059078199
1,empirical_aperture,14,0.9845749164661096,-0.35449888905509036,5.455242669899631
1,empirical_aperture,15,1.047882014803243,-0.38615243822365714,5.774405719642606
1,empirical_aperture,16,1.0164920398736907,-0.37045745075888104,5.7693054188671855
1,empirical_aperture,17,1.019282449097211,-0.37185265537064105,5.6166431013525315
1,empirical_aperture,18,1.0131140584787943,-0.3687684600614327,5.522997804986493
1,empirical_aperture,19,1.0241250646642546,-0.37427396315416284,5.612635584559495
1,empirical_aperture,20,0.9902658121293927,-0.3573443368867319,5.518638851772112
1,empirical_aperture,21,0.9719069960904034,-0.3481649288672375,5.302981988790598
1,empirical_aperture,22,1.0135122986338085,-0.36896758013893993,5.572937692607001
1,empirical_aperture,23,0.9824918090376122,-0.3534573353408418,5.477063399518751
1,empirical_aperture,24,1.0324734728979568,-0.37844816727101394,5.811039298301724
1,empirical_aperture,25,0.9993196437603994,-0.36187125270223536,5.512063286871651
1,empirical_aperture,26,1.0427781630762918,-0.38360051236018156,5.880948932211341
2,independent_pixels,0,3.258671184545553,-0.7983998425348668,4.4938166313966414
2,independent_pixels,1,3.424021869457438,-0.8810751849908091,4.829906135109207
2,independent_pixels,2,3.439338587330112,-0.8887335439271467,4.724205371802221
2,independent_pixels,3,3.29245653271604,-0.8152925166201105,4.5853604179084915
2,independent_pixels,4,3.4033835146849505,-0.8707560076045657,4.693011524370068
2,independent_pixels,5,3.398938325343447,-0.8685334129338139,4.543247548365681
2,independent_pixels,6,3.268855570013738,-0.8034920352689593,4.4149868081762715
2,independent_pixels,7,3.373777471376949,-0.855952985950565,4.629967451562321
2,independent_pixels,8,3.3236125548013136,-0.830870527662747,4.59465987801918
2,independent_pixels,9,3.555216269730402,-0.9466723851272916,4.969000506337519
2,independent_pixels,10,3.3189557271352905,-0.8285421138297353,4.468036702056302
2,independent_pixels,11,3.1457649976209106,-0.7419467490725461,4.40433220271935
2,independent_pixels,12,3.252881176897596,-0.7955048387108883,4.432871686444723
2,independent_pixels,13,3.416860601160344,-0.8774945508422625,4.730259410032313
2,independent_pixels,14,3.239223880809886,-0.7886761906670335,4.5101151368167605
2,independent_pixels,15,3.4793962360126547,-0.9087623682684176,4.80354212309399
2,independent_pixels,16,3.358314248011774,-0.8482213742679776,4.793092025249958
2,independent_pixels,17,3.3715731303536427,-0.8548508154389116,4.627965180465441
2,independent_pixels,18,3.3798000451623844,-0.8589642728432824,4.589057474252588
2,independent_pixels,19,3.374765830143945,-0.856447165334063,4.619648378222539
2,independent_pixels,20,3.2780472340772864,-0.8080878673007331,4.570091094815601
2,independent_pixels,21,3.201381484702182,-0.7697549926131813,4.356895900363156
2,independent_pixels,22,3.344998764779694,-0.8415636326519372,4.5895575246523475
2,independent_pixels,23,3.2104857456986298,-0.7743071231114049,4.494847853913213
2,independent_pixels,24,3.3939286238972803,-0.8660285622107304,4.7636848541362395
2,independent_pixels,25,3.301893565248092,-0.8200110328861362,4.561883651412968
2,independent_pixels,26,3.4201137202143164,-0.8791211103692486,4.830905530441323
2,empirical_aperture,0,0.9940390687523523,-0.2610359532511248,4.4938166313966414
2,empirical_aperture,1,1.0434479292067507,-0.28574038347832403,4.829906135109207
2,empirical_aperture,2,1.051148708631347,-0.28959077319062226,4.724205371802221
2,empirical_aperture,3,1.0043477104786265,-0.266190274114262,4.5853604179084915
2,empirical_aperture,4,1.0381762093334874,-0.2831045235416925,4.693011524370068
2,empirical_aperture,5,1.0384108710395035,-0.28322185439470043,4.543247548365681
2,empirical_aperture,6,0.9985517485360335,-0.26329229314296565,4.4149868081762715
2,empirical_aperture,7,1.0300064787038845,-0.27901965822689095,4.629967451562321
2,empirical_aperture,8,1.014903768071198,-0.2714683029105479,4.59465987801918
2,empirical_aperture,9,1.0843106207583706,-0.306171729254134,4.969000506337519
2,empirical_aperture,10,1.012624911721014,-0.27032887473545586,4.468036702056302
2,empirical_aperture,11,0.9600769608375421,-0.2440548992937198,4.40433220271935
2,empirical_aperture,12,0.991549977411969,-0.25979140758093333,4.432871686444723
2,empirical_aperture,13,1.0432644232631025,-0.2856486305065,4.730259410032313
2,empirical_aperture,14,0.9872211699750569,-0.2576270038624773,4.5101151368167605
2,empirical_aperture,15,1.0612780098475116,-0.2946554237987046,4.80354212309399
2,empirical_aperture,16,1.0254470015105577,-0.2767399196302275,4.793092025249958
2,empirical_aperture,17,1.0297905754225714,-0.27891170658623443,4.627965180465441
2,empirical_aperture,18,1.0312076819362987,-0.27962025984309813,4.589057474252588
2,empirical_aperture,19,1.0294462225218888,-0.2787395301358931,4.619648378222539
2,empirical_aperture,20,1.000282420169478,-0.26415762895968775,4.570091094815601
2,empirical_aperture,21,0.9779842910254258,-0.25300856438766167,4.356895900363156
2,empirical_aperture,22,1.019595192795092,-0.2738140152724946,4.5895575246523475
