recno	Cluster	BCG	RAJ2000	DEJ2000	z	Scale	Sel	HST	n1	e_n1	re1	E_re1	e_re1	SBe1	e_SBe1	n2	e_n2	re2	E_re2	e_re2	SBe2	e_SBe2	f2	e_f2	re	e_re	SBe	e_SBe	Mtot	e_Mtot	Type	CCat	Simbad	NED	LEDA
     114	A2029	IC 1101                 	15 10 56.1	+05 44 42	 0.077900	 1.484	check	check	 5.55	  0.26	 2.61e+02	 1.75e+01	 1.66e+01	26.08	 0.14	     	     	       	         	         	     	     	     	     	 3.29e+02	 8.21e+01	26.53	 0.73	-25.85	 0.12	     	  1	Simbad	NED	LEDA
