recno	Name	mue	re	n	mu0	r0	MAGS	MAGexp	MAGtot	S/e	alpha	elli	ello	PAi	PAo	MAGM	Simbad	NED	_RA	_DE
     196	A2029	26.30	439.41	 5.78	     	     	-27.40	      	-27.40	     	 1.05	 0.26	 0.52	 20.5	  26.6	-23.58	Simbad	NED	227.745	+05.762
