recno	Cl	ID	xpos	ypos	RAJ2000	DEJ2000	zspec	FlF814W	FlF160W	ClF814W	ClF160W	FRad	S/G	BandTot	FF225W	e_FF225W	w_FF225W	f_FF225W	FF275W	e_FF275W	w_FF275W	f_FF275W	FF336W	e_FF336W	w_FF336W	f_FF336W	FF390W	e_FF390W	w_FF390W	f_FF390W	FF435W	e_FF435W	w_FF435W	f_FF435W	FF475W	e_FF475W	w_FF475W	f_FF475W	FF555W	e_FF555W	w_FF555W	f_FF555W	FF606W	e_FF606W	w_FF606W	f_FF606W	FF625W	e_FF625W	w_FF625W	f_FF625W	FF775W	e_FF775W	w_FF775W	f_FF775W	FF814W	e_FF814W	w_FF814W	f_FF814W	FF850LP	e_FF850LP	w_FF850LP	f_FF850LP	FF105W	e_FF105W	w_FF105W	f_FF105W	FF110W	e_FF110W	w_FF110W	f_FF110W	FF125W	e_FF125W	w_FF125W	f_FF125W	FF140W	e_FF140W	w_FF140W	f_FF140W	FF160W	e_FF160W	w_FF160W	f_FF160W	FKs	e_FKs	w_FKs	f_FKs	UseKs	Fch1	e_Fch1	w_Fch1	f_Fch1	Usech1	Fch2	e_Fch2	w_Fch2	f_Fch2	Usech2	Fch3	e_Fch3	w_Fch3	f_Fch3	Usech3	Fch4	e_Fch4	w_Fch4	f_Fch4	Usech4	r_zspec	theta	Rad	Aimg	Bimg	Use	zpF225W	zpF275W	zpF336W	zpF390W	zpF435W	zpF475W	zpF555W	zpF606W	zpF625W	zpF775W	zpF814W	zpF850LP	zpF105W	zpF110W	zpF125W	zpF140W	zpF160W	zpKs	zpch1	zpch2	zpch3	zpch4	mwF225W	mwF275W	mwF336W	mwF390W	mwF435W	mwF475W	mwF555W	mwF606W	mwF625W	mwF775W	mwF814W	mwF850LP	mwF105W	mwF110W	mwF125W	mwF140W	mwF160W	mwKs	mwch1	mwch2	mwch3	mwch4
   37582	A1063-clu	20002	2334.2340	2701.4980	342.1835350	-44.5300580	 0.3530	 3	 3	 0.0300	 0.0300	 17.0100	0	bcg  	-8.01347e-01	 7.20921e-01	 6.3490e-01	  4	 1.36976e-01	 1.13372e-01	 7.9110e-01	 4	 6.23679e-01	 7.08804e-02	 7.7820e-01	  4	 2.45180e+00	 1.74333e-01	 5.4290e-01	  4	 1.71207e+01	 3.16449e-01	 7.1670e-01	  0	 3.39932e+01	 1.08859e+00	 6.3920e-01	  0	            	            	           	  	 1.04551e+02	 3.11278e-01	 8.5340e-01	  0	 1.39316e+02	 1.27835e+00	 8.8130e-01	  0	 2.32860e+02	 1.39069e+00	 8.4810e-01	  0	 2.57774e+02	 2.52930e-01	 9.3890e-01	  0	 3.23120e+02	 1.92123e+00	 9.3150e-01	  0	 4.07258e+02	 6.20691e-01	 7.86700e-01	  0	 4.62078e+02	 1.14651e+00	 8.4860e-01	  0	 5.22483e+02	 1.27820e+00	 7.09900e-01	  0	 6.01559e+02	 9.24757e-01	 6.80600e-01	  0	 6.71153e+02	 1.41412e+00	 4.29600e-01	  0	 9.22099e+02	 4.70294e+01	 1.0000e+00	  0	2	 4.76145e+02	 4.67702e+01	 9.5060e-01	  0	2	 3.90061e+02	 2.43040e+01	 6.8110e-01	  0	2	 2.35953e+02	 1.49436e+02	 8.78200e-01	  0	2	 1.42217e+02	 1.02946e+02	 8.18800e-01	  0	2	karman   	 85.0000	 45.3338	14.2490	11.7740	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	 1.0072	 0.9970	 1.0824	 1.0637	 1.0520	 1.0452	 1.0414	 1.0375	       	 1.0280	 1.0252	 1.0186	 1.0177	 1.0139	 1.0111	 1.0102	 1.0083	 1.0074	 1.0055	 1.0037	 1.0018	 1.0018	 1.0018	 1.0009
   37583	A1063-clu	20003	2360.6780	2677.7200	342.1829170	-44.5304550	 0.3480	 3	 3	 0.0300	 0.0300	  7.6380	0	bcg  	 1.13521e+00	 7.40956e-01	 6.0120e-01	  4	 2.98866e-01	 1.10074e-01	 8.4050e-01	 4	 8.43184e-01	 6.92768e-02	 8.1740e-01	  4	 3.37431e+00	 1.73351e-01	 5.5160e-01	  4	 9.75937e+00	 1.67789e-01	 7.3770e-01	  0	 1.70375e+01	 3.73712e-01	 7.1390e-01	  0	            	            	           	  	 5.88315e+01	 5.33102e-01	 8.4280e-01	  0	 7.66174e+01	 1.60627e+00	 9.1970e-01	  0	 1.28768e+02	 2.07574e+00	 9.3170e-01	  0	 1.44765e+02	 2.26416e-01	 9.5030e-01	  0	 1.79520e+02	 1.67516e+00	 8.5950e-01	  0	 2.27654e+02	 1.20671e+00	 7.28000e-01	  0	 2.58206e+02	 1.29616e+00	 8.2840e-01	  0	 2.93235e+02	 1.54747e+00	 7.60300e-01	  0	 3.37736e+02	 9.35681e-01	 6.78100e-01	  0	 3.75743e+02	 2.35926e+00	 4.54000e-01	  0	 5.40633e+02	 2.75706e+01	 1.0000e+00	  0	2	 2.38199e+02	 1.64103e+01	 1.0000e+00	  0	2	 1.92406e+02	 1.12623e+01	 7.4150e-01	  0	2	 1.08211e+02	 5.81036e+01	 5.35200e-01	  0	2	 6.12037e+01	 3.62178e+01	 7.33700e-01	  0	2	karman   	  4.1000	 20.3583	 6.6680	 5.0740	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	 1.0072	 0.9970	 1.0824	 1.0637	 1.0520	 1.0452	 1.0414	 1.0375	       	 1.0280	 1.0252	 1.0186	 1.0177	 1.0139	 1.0111	 1.0102	 1.0083	 1.0074	 1.0055	 1.0037	 1.0018	 1.0018	 1.0018	 1.0009
   37584	A1063-clu	20004	2368.8700	2621.4820	342.1827260	-44.5313920	       	 3	 3	 0.0300	 0.0300	  7.8430	0	bcg  	-4.03676e-01	 8.19731e-01	 4.9090e-01	  4	 3.24181e-01	 1.10623e-01	 8.3230e-01	 4	 4.81660e-01	 6.81930e-02	 8.3970e-01	  4	 2.42935e+00	 1.62114e-01	 6.2890e-01	  4	 6.00885e+00	 1.05879e-01	 7.3110e-01	  0	 1.11301e+01	 2.95205e-01	 8.7620e-01	  0	            	            	           	  	 3.66723e+01	 2.12355e-01	 8.2050e-01	  0	 4.91069e+01	 6.22379e-01	 8.4410e-01	  0	 8.33780e+01	 6.50515e-01	 9.0440e-01	  0	 9.13619e+01	 1.80106e-01	 9.5490e-01	  0	 1.12894e+02	 9.71877e-01	 7.9050e-01	  0	 1.42695e+02	 1.94846e-01	 8.67900e-01	  0	 1.62192e+02	 4.32387e-01	 7.8300e-01	  0	 1.83299e+02	 2.12639e-01	 8.58700e-01	  0	 2.10595e+02	 1.89420e-01	 7.70700e-01	  0	 2.34921e+02	 2.49814e-01	 5.35600e-01	  0	 3.27846e+02	 1.67269e+01	 1.0000e+00	  0	2	 1.33492e+02	 9.39293e+00	 9.7060e-01	  0	2	 1.12164e+02	 6.84451e+00	 6.9680e-01	  0	2	 6.38817e+01	 3.94613e+01	 9.34100e-01	  0	2	 3.60749e+01	 3.19483e+01	 7.52900e-01	  0	2	none     	 45.4000	 19.5049	 5.8830	 5.2790	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	 1.0072	 0.9970	 1.0824	 1.0637	 1.0520	 1.0452	 1.0414	 1.0375	       	 1.0280	 1.0252	 1.0186	 1.0177	 1.0139	 1.0111	 1.0102	 1.0083	 1.0074	 1.0055	 1.0037	 1.0018	 1.0018	 1.0018	 1.0009
   37585	A1063-clu	20005	2302.7270	2821.6920	342.1842720	-44.5280550	 0.3330	 3	 3	 0.0300	 0.0300	 90.0540	0	bcg  	 3.05049e+00	 8.28046e-01	 4.8180e-01	  4	 3.81147e+00	 9.45476e-02	 8.8150e-01	 0	 4.86719e+00	 1.23215e-01	 8.9120e-01	  0	 9.40634e+00	 1.85933e-01	 6.5030e-01	  0	 6.38398e+01	 5.68401e+00	 4.7050e-01	  0	            	            	           	-99	            	            	           	  	 3.23709e+02	 5.39190e+00	 5.2800e-01	  0	            	            	           	-99	            	            	           	-99	 6.76258e+02	 5.74176e+00	 5.4390e-01	  0	            	            	           	-99	 1.04066e+03	 6.74897e+00	 7.17800e-01	  0	 1.12713e+03	 7.11489e+00	 7.8460e-01	  0	 1.31063e+03	 7.00530e+00	 6.84600e-01	  0	 1.46690e+03	 7.22836e+00	 6.26400e-01	  0	 1.60757e+03	 1.14372e+01	 4.16500e-01	  0	 1.37941e+03	 7.13253e+01	 1.0000e+00	  0	2	 1.24985e+03	 1.46203e+03	 9.8110e-01	  0	2	 1.03346e+03	 6.10797e+02	 6.9930e-01	  0	2	 6.40166e+02	 2.44498e+03	 7.05300e-01	  0	2	 3.77304e+02	 1.22441e+03	 7.85600e-01	  0	2	karman   	 36.8000	252.7781	52.6720	37.7340	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	 1.0072	 0.9970	 1.0824	 1.0637	 1.0520	 1.0452	 1.0414	 1.0375	       	 1.0280	 1.0252	 1.0186	 1.0177	 1.0139	 1.0111	 1.0102	 1.0083	 1.0074	 1.0055	 1.0037	 1.0018	 1.0018	 1.0018	 1.0009
   37586	A1063-clu	20006	2694.2570	3872.6650	342.1751210	-44.5105390	       	 0	 0	 0.0300	 0.0300	 10.7370	0	bcg  	 1.62539e+00	 6.60190e-01	 7.5770e-01	  4	 4.45315e-01	 1.11072e-01	 8.2650e-01	 4	 1.13267e+00	 6.87515e-02	 8.3340e-01	  4	 3.20083e+00	 1.65132e-01	 6.0840e-01	  4	 1.47574e+01	 3.45666e-01	 9.3720e-01	  0	 2.92490e+01	 1.41886e+00	 9.1120e-01	  0	            	            	           	  	 7.36390e+01	 4.18553e-01	 9.6600e-01	  0	 1.03583e+02	 1.62444e+00	 9.7510e-01	  0	 1.61817e+02	 2.13652e+00	 9.1080e-01	  0	 1.66686e+02	 7.69915e-01	 1.0000e+00	  0	 2.14619e+02	 2.76570e+00	 8.5080e-01	  0	 2.47597e+02	 2.06019e+00	 5.70200e-01	  0	            	            	 0.0000e+00	 -1	 3.07913e+02	 3.99435e+00	 4.48000e-01	  0	 3.48155e+02	 3.37407e+00	 5.03800e-01	  0	 3.81491e+02	 3.90019e+00	 3.36500e-01	  0	 5.36342e+02	 2.74098e+01	 7.5790e-01	  0	2	 2.22505e+02	 5.60488e+01	 9.6440e-01	  0	2	 1.79105e+02	 2.78341e+01	 7.8550e-01	  0	2	 1.09244e+02	 1.64063e+02	 8.29300e-01	  0	2	 6.19893e+01	 1.19359e+02	 8.43000e-01	  0	2	none     	-53.8000	 47.4536	14.1640	 9.8870	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	 1.0072	 0.9970	 1.0824	 1.0637	 1.0520	 1.0452	 1.0414	 1.0375	       	 1.0280	 1.0252	 1.0186	 1.0177	 1.0139	 1.0111	 1.0102	 1.0083	 1.0074	 1.0055	 1.0037	 1.0018	 1.0018	 1.0018	 1.0009
   37587	A1063-clu	20007	1499.8150	3607.4670	342.2030380	-44.5149570	       	 0	 0	 0.0300	 0.0300	  9.4720	0	bcg  	 5.42383e-01	 6.56295e-01	 7.6600e-01	  4	 6.16956e-01	 1.01619e-01	 9.9010e-01	 4	 1.07940e+00	 6.55150e-02	 9.1850e-01	  4	 3.67880e+00	 1.58232e-01	 6.6550e-01	  4	 1.29979e+01	 2.80091e-01	 1.0000e+00	  0	 2.50961e+01	 1.04732e+00	 8.3610e-01	  0	            	            	           	  	 7.37710e+01	 7.63701e-01	 1.0000e+00	  0	 1.01023e+02	 1.39526e+00	 6.6710e-01	  0	 1.62033e+02	 1.08577e+00	 7.5460e-01	  0	 1.75700e+02	 1.35404e+00	 1.0000e+00	  0	 2.21690e+02	 4.94107e+00	 8.1210e-01	  0	 2.78285e+02	 1.68989e+00	 6.55400e-01	  0	            	            	 0.0000e+00	 -1	 3.57308e+02	 3.37765e+00	 5.66100e-01	  0	 4.10335e+02	 3.03007e+00	 4.96700e-01	  0	 4.58797e+02	 4.16585e+00	 3.44000e-01	  0	 6.72686e+02	 3.45377e+01	 8.9650e-01	  0	2	 2.78780e+02	 3.44024e+01	 8.8250e-01	  0	2	 2.21194e+02	 1.57217e+01	 8.6890e-01	  0	2	 1.30780e+02	 1.48114e+02	 5.67700e-01	  0	2	 1.01227e+02	 8.19881e+01	 7.64500e-01	  0	2	none     	-31.2000	 38.3586	13.1510	 8.0850	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	 1.0072	 0.9970	 1.0824	 1.0637	 1.0520	 1.0452	 1.0414	 1.0375	       	 1.0280	 1.0252	 1.0186	 1.0177	 1.0139	 1.0111	 1.0102	 1.0083	 1.0074	 1.0055	 1.0037	 1.0018	 1.0018	 1.0018	 1.0009
   37588	A1063-clu	20008	1821.5480	2944.4720	342.1955210	-44.5260080	 0.3455	 0	 0	 0.0300	 0.0300	  7.8420	0	bcg  	 9.68769e-01	 7.30045e-01	 6.1920e-01	  4	 6.40794e-01	 1.07896e-01	 8.7780e-01	 4	 1.26957e+00	 6.63664e-02	 8.9720e-01	  4	 3.99946e+00	 1.41465e-01	 8.3930e-01	  4	 1.26801e+01	 2.23360e-01	 8.4810e-01	  0	 2.36637e+01	 1.07093e+00	 7.7010e-01	  0	            	            	           	  	 7.80858e+01	 5.77620e-01	 9.0970e-01	  0	 1.01956e+02	 1.67216e+00	 8.3400e-01	  0	 1.71938e+02	 2.61914e+00	 7.2290e-01	  0	 1.90638e+02	 5.56755e-01	 9.8460e-01	  0	 2.33764e+02	 2.27263e+00	 8.5190e-01	  0	 2.95475e+02	 1.53823e+00	 5.91500e-01	  0	 3.34953e+02	 1.97233e+00	 8.0620e-01	  0	 3.78208e+02	 2.55422e+00	 6.41500e-01	  0	 4.30979e+02	 2.79272e+00	 5.62900e-01	  0	 4.79552e+02	 4.01234e+00	 3.57400e-01	  0	 6.87808e+02	 3.50977e+01	 1.0000e+00	  0	2	 2.81420e+02	 3.55810e+01	 9.5330e-01	  0	2	 2.24961e+02	 2.28682e+01	 7.3920e-01	  0	2	 1.13944e+02	 1.20414e+02	 6.62700e-01	  0	2	 7.23338e+01	 7.14284e+01	 8.32300e-01	  0	2	karman   	 85.0000	 35.3713	10.6090	 9.6270	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	 1.0072	 0.9970	 1.0824	 1.0637	 1.0520	 1.0452	 1.0414	 1.0375	       	 1.0280	 1.0252	 1.0186	 1.0177	 1.0139	 1.0111	 1.0102	 1.0083	 1.0074	 1.0055	 1.0037	 1.0018	 1.0018	 1.0018	 1.0009
   37589	A1063-clu	20009	1544.5700	2088.6210	342.2020000	-44.5402720	       	 0	 0	 0.0300	 0.0300	 12.1440	0	bcg  	 6.66918e-01	 6.32763e-01	 8.2420e-01	  4	 6.55749e-01	 1.07403e-01	 8.8600e-01	 4	 9.99663e-01	 6.41605e-02	 9.5710e-01	  4	 3.02707e+00	 1.57056e-01	 6.7310e-01	  4	 1.49616e+01	 3.68756e-01	 8.8420e-01	  0	 2.74524e+01	 1.34561e+00	 7.1780e-01	  0	            	            	           	  	 7.80036e+01	 4.52426e-01	 9.1970e-01	  0	 1.07757e+02	 1.71039e+00	 7.2390e-01	  0	 1.71696e+02	 2.20611e+00	 8.0360e-01	  0	 1.83932e+02	 5.56031e-01	 9.7590e-01	  0	 2.35512e+02	 2.66883e+00	 7.9020e-01	  0	 2.82451e+02	 1.02484e+00	 7.41600e-01	  0	 3.22648e+02	 2.19108e+00	 8.1890e-01	  0	 3.58889e+02	 1.14409e+00	 7.92400e-01	  0	 4.06825e+02	 1.43834e+00	 6.93100e-01	  0	 4.49161e+02	 2.33595e+00	 4.15100e-01	  0	 6.26764e+02	 3.19872e+01	 9.8170e-01	  0	2	 2.67412e+02	 5.61905e+01	 9.4410e-01	  0	2	 2.14118e+02	 2.73627e+01	 6.8640e-01	  0	2	 1.43836e+02	 2.06294e+02	 5.61200e-01	  0	2	 8.37903e+01	 1.12806e+02	 7.91900e-01	  0	2	none     	 32.8000	 48.8907	13.9620	11.6710	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	 1.0072	 0.9970	 1.0824	 1.0637	 1.0520	 1.0452	 1.0414	 1.0375	       	 1.0280	 1.0252	 1.0186	 1.0177	 1.0139	 1.0111	 1.0102	 1.0083	 1.0074	 1.0055	 1.0037	 1.0018	 1.0018	 1.0018	 1.0009
   37590	A1063-clu	20010	2102.8500	2080.9130	342.1889460	-44.5404010	 0.3476	 0	 0	 0.0300	 0.0300	 10.1770	0	bcg  	 6.27514e-02	 7.47863e-01	 5.8970e-01	  4	 1.13706e-01	 1.13268e-01	 7.9230e-01	 4	 5.24130e-01	 6.89233e-02	 8.2230e-01	  4	 1.56395e+00	 1.56630e-01	 6.7080e-01	  4	 6.09621e+00	 2.24084e-01	 8.5310e-01	  0	 1.26733e+01	 8.98037e-01	 4.8550e-01	  0	            	            	           	  	 2.94780e+01	 4.16644e-01	 9.1580e-01	  0	 4.15181e+01	 1.15647e+00	 4.9820e-01	  0	 6.56297e+01	 1.44402e+00	 4.7080e-01	  0	 6.84088e+01	 3.62689e-01	 9.9350e-01	  0	 8.86734e+01	 1.76332e+00	 4.7870e-01	  0	 1.02742e+02	 5.21691e-01	 8.85600e-01	  0	 1.18621e+02	 7.38933e-01	 8.1730e-01	  0	 1.29402e+02	 5.36823e-01	 8.45100e-01	  0	 1.45686e+02	 5.26640e-01	 8.36000e-01	  0	 1.59347e+02	 6.94370e-01	 7.10300e-01	  0	 2.23609e+02	 1.14567e+01	 8.1610e-01	  0	2	 8.87067e+01	 3.05331e+01	 9.3920e-01	  0	2	 7.00189e+01	 1.56722e+01	 6.8120e-01	  0	2	 4.12869e+01	 1.32412e+02	 5.10000e-01	  0	2	 3.09404e+01	 7.02616e+01	 7.96100e-01	  0	2	karman   	-19.3000	 35.4127	11.5160	 6.1440	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	 1.0072	 0.9970	 1.0824	 1.0637	 1.0520	 1.0452	 1.0414	 1.0375	       	 1.0280	 1.0252	 1.0186	 1.0177	 1.0139	 1.0111	 1.0102	 1.0083	 1.0074	 1.0055	 1.0037	 1.0018	 1.0018	 1.0018	 1.0009
   37591	A1063-clu	20011	2078.8170	2027.5410	342.1895080	-44.5412910	       	 0	 0	 0.0300	 0.0300	  4.6020	0	bcg  	-6.09264e-01	 7.27044e-01	 6.2420e-01	  4	 2.13428e-01	 1.02692e-01	 9.6520e-01	 4	 5.70051e-01	 6.48285e-02	 9.3100e-01	  4	 1.33049e+00	 1.51784e-01	 7.1370e-01	  4	 3.84346e+00	 9.32529e-02	 8.5610e-01	  0	 6.81245e+00	 3.52946e-01	 6.4340e-01	  0	            	            	           	  	 2.20017e+01	 1.71557e-01	 9.1060e-01	  0	 2.86431e+01	 3.79610e-01	 6.3570e-01	  0	 4.77682e+01	 6.38624e-01	 7.1360e-01	  0	 5.36042e+01	 2.56740e-01	 1.0000e+00	  0	 6.47780e+01	 5.56870e-01	 6.8450e-01	  0	 8.25859e+01	 6.89568e-01	 8.08400e-01	  0	 9.37613e+01	 1.06555e+00	 8.2200e-01	  0	 1.04562e+02	 9.30982e-01	 8.14200e-01	  0	 1.18327e+02	 1.25323e+00	 7.73700e-01	  0	 1.29664e+02	 1.51139e+00	 5.56700e-01	  0	 1.85213e+02	 9.46724e+00	 8.5070e-01	  0	2	 4.67301e+01	 1.09880e+01	 9.4030e-01	  0	2	 3.68788e+01	 5.88340e+00	 6.9020e-01	  0	2	 2.36014e+01	 4.15313e+01	 7.07400e-01	  0	2	 1.34147e+01	 2.75919e+01	 8.88000e-01	  0	2	none     	-32.5000	 18.4877	 5.8980	 4.5470	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	 1.0072	 0.9970	 1.0824	 1.0637	 1.0520	 1.0452	 1.0414	 1.0375	       	 1.0280	 1.0252	 1.0186	 1.0177	 1.0139	 1.0111	 1.0102	 1.0083	 1.0074	 1.0055	 1.0037	 1.0018	 1.0018	 1.0018	 1.0009
   37592	A1063-clu	20012	2612.0100	2287.9760	342.1770400	-44.5369500	 0.3368	 2	 2	 0.0300	 0.0300	  9.1100	0	bcg  	 7.42600e+00	 8.49746e-01	 4.5850e-01	  4	 8.48629e+00	 1.95996e-01	 8.7570e-01	 0	 1.16777e+01	 1.60282e-01	 8.9680e-01	  0	 1.84970e+01	 6.18139e-01	 8.8730e-01	  0	 3.58054e+01	 4.04494e-01	 8.7800e-01	  0	 5.93326e+01	 1.44495e+00	 8.8180e-01	  0	            	            	           	  	 1.32146e+02	 5.04821e-01	 9.3780e-01	  0	 1.65325e+02	 1.96339e+00	 8.5960e-01	  0	 2.36961e+02	 2.54302e+00	 9.2960e-01	  0	 2.49743e+02	 6.70621e-01	 1.0000e+00	  0	 3.06566e+02	 2.03169e+00	 9.8940e-01	  0	 3.50342e+02	 1.43150e+00	 3.72400e-01	  0	 3.86177e+02	 1.30170e+00	 7.7430e-01	  0	 4.28650e+02	 2.17221e+00	 3.58900e-01	  0	 4.78236e+02	 2.29919e+00	 3.65500e-01	  0	 5.21260e+02	 3.21151e+00	 1.49800e-01	  0	 6.97062e+02	 3.55903e+01	 9.3840e-01	  0	2	 3.38636e+02	 5.30451e+01	 9.7780e-01	  0	2	 2.93886e+02	 2.68040e+01	 6.9290e-01	  0	2	 2.13284e+02	 1.51306e+02	 8.92600e-01	  0	2	 2.64353e+02	 1.01159e+02	 8.53600e-01	  0	2	karman   	 39.9000	 46.4373	11.8050	11.3600	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	 1.0072	 0.9970	 1.0824	 1.0637	 1.0520	 1.0452	 1.0414	 1.0375	       	 1.0280	 1.0252	 1.0186	 1.0177	 1.0139	 1.0111	 1.0102	 1.0083	 1.0074	 1.0055	 1.0037	 1.0018	 1.0018	 1.0018	 1.0009
   37593	A1063-clu	20013	3260.1630	2706.4000	342.1618880	-44.5299750	       	 0	 0	 0.0300	 0.0300	 12.4270	0	bcg  	 4.37069e-02	 7.44609e-01	 5.9480e-01	  4	 1.85954e-01	 1.05998e-01	 9.0550e-01	 4	 5.69466e-01	 6.51487e-02	 9.2180e-01	  4	 1.65365e+00	 1.51757e-01	 7.1550e-01	  4	 7.28921e+00	 3.58374e-01	 7.6050e-01	  0	 1.40783e+01	 1.90347e+00	 3.6870e-01	  0	            	            	           	  	 3.77588e+01	 4.64876e-01	 8.8510e-01	  0	 5.31734e+01	 1.63534e+00	 4.7800e-01	  0	 8.18123e+01	 2.19851e+00	 3.1500e-01	  0	 8.58041e+01	 8.36811e-01	 9.1540e-01	  0	 1.15174e+02	 2.60776e+00	 4.0010e-01	  0	 1.28137e+02	 1.19374e+00	 8.11300e-01	  0	 1.44175e+02	 1.81600e+00	 6.2520e-01	  0	 1.58550e+02	 1.67576e+00	 7.73000e-01	  0	 1.77185e+02	 1.50283e+00	 7.54300e-01	  0	 1.93631e+02	 1.97838e+00	 6.62400e-01	  0	 2.68972e+02	 1.38676e+01	 8.9800e-01	  0	2	 1.01685e+02	 3.62172e+01	 9.3400e-01	  0	2	 8.03720e+01	 1.83213e+01	 6.7060e-01	  0	2	 5.26667e+01	 1.47165e+02	 6.01200e-01	  0	2	 3.12190e+01	 7.76281e+01	 9.30400e-01	  0	2	none     	-32.0000	 39.5072	14.8050	 6.9670	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	 1.0072	 0.9970	 1.0824	 1.0637	 1.0520	 1.0452	 1.0414	 1.0375	       	 1.0280	 1.0252	 1.0186	 1.0177	 1.0139	 1.0111	 1.0102	 1.0083	 1.0074	 1.0055	 1.0037	 1.0018	 1.0018	 1.0018	 1.0009
   37594	A1063-clu	20014	2137.3820	2947.2380	342.1881370	-44.5259630	 0.3494	 0	 0	 0.0300	 0.0300	  4.5760	0	bcg  	 7.37071e-01	 6.59822e-01	 7.5800e-01	  4	 2.70893e-01	 1.07430e-01	 8.8230e-01	 4	 6.91497e-01	 6.92196e-02	 8.1710e-01	  4	 2.44785e+00	 1.94010e-01	 4.3730e-01	  4	 6.31232e+00	 1.33344e-01	 9.3140e-01	  0	 1.11694e+01	 9.02885e-01	 4.2290e-01	  0	            	            	           	  	 3.90039e+01	 8.34167e-01	 9.5060e-01	  0	 5.18903e+01	 1.24263e+00	 8.4600e-01	  0	 8.73125e+01	 2.29523e+00	 5.7160e-01	  0	 9.98147e+01	 1.22595e+00	 1.0000e+00	  0	 1.23236e+02	 2.38603e+00	 8.2460e-01	  0	 1.57546e+02	 2.42085e+00	 5.87000e-01	  0	 1.81865e+02	 2.78200e+00	 8.4120e-01	  0	 2.02873e+02	 3.53250e+00	 6.41600e-01	  0	 2.34875e+02	 3.98181e+00	 5.87500e-01	  0	 2.62627e+02	 4.42457e+00	 3.91800e-01	  0	 3.85497e+02	 1.99242e+01	 8.4440e-01	  0	2	 1.05048e+02	 2.07230e+01	 9.6650e-01	  0	2	 8.48178e+01	 1.23264e+01	 7.4420e-01	  0	2	 4.66905e+01	 4.96471e+01	 7.53600e-01	  0	2	 2.81190e+01	 3.38546e+01	 9.95700e-01	  0	2	karman   	-61.5000	 20.1700	 7.2750	 4.5650	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	 1.0072	 0.9970	 1.0824	 1.0637	 1.0520	 1.0452	 1.0414	 1.0375	       	 1.0280	 1.0252	 1.0186	 1.0177	 1.0139	 1.0111	 1.0102	 1.0083	 1.0074	 1.0055	 1.0037	 1.0018	 1.0018	 1.0018	 1.0009
