plateifu,pa_stellar_deg,pa_gas_deg,misalign_deg,grad_stellar,grad_gas,n_spx_stellar,n_spx_gas,ha_channel_label,mangaid,objra,objdec,z,incl_deg,pa_disk_deg,logMstar_nsa,Rd_kpc,dl_TType,dl_P_LTG,SNR_MED_r,t14_grp_sigma_v,xray_name,hi_detected,logMHI_use
10216-9102,139.42102959149375,123.18164345161007,16.239386139883678,14.177740521342946,16.557941838300593,483,483,Ha-6564,1-297970,116.446792381,18.312577531,0.0520187,50.91533107416221,-10.773099899291992,10.64195544876717,2.752692087042372,2.420717477798462,0.6426188349723816,8.000899,447.8,,False,
10217-1901,23.421232403449057,260.9250306859441,122.49620171750499,8.410618503205322,12.691029156273121,317,317,Ha-6564,1-458692,119.06828621,15.2400782037,0.0291682,28.59841794184752,69.37079620361328,10.35589308483288,2.214819318640654,-0.3991754651069641,0.2368142455816269,15.118192,,,False,
10217-6104,308.3673093057059,26.56712722683269,78.1998179211268,2.6805449011619866,31.99810623652631,299,298,Ha-6564,1-458738,119.503945958,14.9502274395,0.109197,33.52840090321816,5.871200084686279,11.23903478100844,6.161896602872571,-1.279017686843872,0.0085979173891246,6.654501,,,False,
10218-3703,351.535630805631,349.0735751876607,2.462055617970293,16.140019931128123,15.37606535233359,442,442,Ha-6564,1-383171,119.87865241,17.4914220335,0.0287568,61.52178393550897,-68.39219665527344,10.505659310815057,1.794860252488938,2.7643184661865234,0.7907311618328094,19.2938,,,False,
10219-12701,227.00792259348037,226.77521782519543,0.2327047682849468,3.042671879960773,3.172001213932466,2516,2515,Ha-6564,1-384262,124.804460255,20.757476218,0.016806,54.3627131872626,68.76290130615234,9.889748632809235,2.8630274267441647,5.289000511169434,0.998322993516922,4.359174,318.2,,True,9.628677
10219-12702,78.35045070864723,79.00444310676407,0.6539923981168414,3.826898318997368,3.819096005321787,2039,2039,Ha-6564,1-556820,125.505931857,21.3428752484,0.021666,16.709397240156232,27.1338005065918,10.240192028420369,3.250968683387238,4.509082794189453,0.9975255131721495,8.971895,136.4,,False,
10219-1901,281.506228476284,108.70249260846063,172.80373586782335,0.8878054217636345,15.443692769409978,249,234,Ha-6564,1-384189,125.14376637,21.1054663161,0.0168638,43.73105017154809,54.22330093383789,9.412117543437954,0.7975716385853946,0.2401858419179916,0.0878316164016723,9.255141,318.2,,False,
10220-3701,207.4600728487264,196.18011804865608,11.279954800070328,11.385485707386279,4.021116190536269,133,133,Ha-6564,1-201961,120.430507904,31.7266384397,0.0387427,66.97351897690363,-78.85379791259766,9.768894709572072,1.4537486190553974,1.9464828968048096,0.4552440643310547,12.198635,,,False,
10220-6104,31.39349351266545,33.314227652851606,1.9207341401861555,12.138538954680797,16.90560175453747,385,385,Ha-6564,1-202008,121.718144251,32.2503291927,0.0396988,74.72068036135504,-72.95999908447266,10.401885632888591,2.671755965409999,1.5333963632583618,0.9091125428676604,12.485688,,,False,
10221-3701,320.62735638592346,318.0886174879105,2.53873889801298,14.749944667996406,17.22002148687035,127,127,Ha-6564,1-298596,123.70918848,24.002949613,0.0399299,72.8713642393712,-14.741499900817873,10.11588005801866,1.5054792442037903,1.3184163570404053,0.5940936505794525,21.173632,,,False,
10221-6103,327.3092434195932,324.5700013643023,2.7392420552909016,10.545393162306633,10.33890710440645,810,810,Ha-6564,1-230090,123.357514813,25.1269822349,0.0340715,23.786996687270065,24.425800323486328,10.59683039191061,0.1648186944365703,3.6002297401428223,0.9955376088619232,14.183145,,,True,9.69
10221-6104,74.40072032370749,139.76477555865435,65.36405523494686,7.697889257679157,12.755537141765352,678,678,Ha-6564,1-298693,124.698297548,24.5374298193,0.024877,51.5778564978844,74.5875015258789,10.407647530513565,1.32461794252731,2.577026844024658,0.8903172612190247,17.012077,,,False,
10221-9101,48.418755730507726,49.80703101753979,1.3882752870320658,5.917041008779356,5.713283270535795,1520,1520,Ha-6564,1-229796,121.792855792,24.3892414957,0.0361246,25.32997646928844,78.05220031738281,10.694750208129564,2.1692119004830728,3.738394737243652,0.9989374577999116,10.303912,,,True,9.23
10226-6102,99.0752128281562,97.0510943812964,2.024118446859802,10.963829504560458,13.928714513267943,225,225,Ha-6564,1-548401,37.8695385427,-0.210313896642,0.0600712,20.41219460955484,-11.945500373840332,10.61222793271115,2.071030390340057,2.304105758666992,0.5113035440444946,20.008875,,,False,
10492-12701,79.49933369473136,78.41433071227864,1.0850029824527212,5.263308001541577,4.997050222770217,2708,2708,Ha-6564,1-380045,123.338037496,57.852238539,0.0266673,51.36547202954789,-89.47760009765625,10.944744459108446,5.075202740754799,2.4115242958068848,0.9925352334976196,6.013628,324.0,,True,10.287425
10492-1902,252.75207436673827,246.83767800882674,5.914396357911528,5.03918994102779,8.470389554765706,203,203,Ha-6564,1-380333,123.686548781,58.2798468272,0.0275005,24.77791256102589,-68.11530303955078,10.376245393299405,2.356530029958724,1.1274698972702026,0.7986097037792206,26.295723,324.0,,False,
10492-3703,53.63414784911274,63.248435673328416,9.614287824215673,9.809471742718472,8.013432392050321,236,235,Ha-6564,1-380384,124.182169128,58.4360546793,0.0272101,70.19249939903378,-77.13369750976562,9.597186823949976,1.389547963342192,1.478175401687622,0.4037373960018158,7.0908856,324.0,,False,
10492-3704,347.93630337040315,345.3827564426566,2.553546927746538,15.94861376391267,17.758951373904384,201,201,Ha-6564,1-380299,124.067191853,57.1671902076,0.0442672,76.25610120685205,-29.77120018005371,10.355428061656117,1.5952688968044433,2.303424596786499,0.8486127555370331,16.52039,,,False,
10492-9102,25.582309892563458,27.840766135096757,2.258456242533299,6.724697761654574,7.140015578205483,1132,1132,Ha-6564,1-380300,124.062110011,57.7093321492,0.02639,61.11614901994895,-40.4452018737793,10.558576337629274,1.7724184222641293,4.124048233032227,0.9993879795074464,11.725537,324.0,,True,9.633256
10493-3704,98.67294392664607,119.94372447030607,21.270780543659995,10.980735126229803,6.3758676692883895,161,161,Ha-6564,1-46056,126.015363581,51.9043309231,0.0314512,66.32154096820884,39.491798400878906,10.04138140463557,1.7385025612644365,-0.6824420094490051,0.0455996487289667,18.556023,,,False,
10493-6101,244.72324195292754,90.63725410744264,154.0859878454849,5.250898004082429,13.926602051416875,271,270,Ha-6564,1-351913,121.839452201,51.9156860618,0.0831795,57.20704405430097,73.96610260009766,11.118011515787073,5.431901953161637,-2.2991607189178467,0.0079050215426832,12.738053,302.0,,False,
10494-12705,328.65256916534736,327.15665781214057,1.4959113532067931,1.516517830899916,1.8452172994388125,2701,2699,Ha-6564,1-352635,126.132757726,54.853889824,0.0249386,16.394591904177677,10.31820011138916,10.60354866242328,3.049520192187811,4.734223365783691,0.9997130334377288,6.139061,,,True,10.033904
10494-3701,18.691692886027603,20.75810269271262,2.066409806685016,10.65464920043181,10.869531854669628,565,565,Ha-6564,1-352409,126.179179705,54.2242363566,0.0317928,27.604474153434676,-1.3808000087738037,10.44654667679001,1.7281844844971272,2.586835622787476,0.773432046175003,20.228117,229.4,,True,10.157849
10494-9101,180.80508108825154,180.41604157230614,0.38903951594539876,4.253341235722945,4.6624851272932615,1368,1368,Ha-6564,1-379814,124.017452682,55.3945436861,0.0308494,26.87034144496858,-33.95159912109375,10.384912716387989,3.067172619390234,3.623206377029419,0.9891974925994872,8.075825,320.1,,False,
10495-9101,250.4981750712746,257.056593079712,6.5584180084374,1.3619221873378657,1.538156394521095,1442,1442,Ha-6564,1-45641,123.106993469,47.5425831348,0.053925,20.90419321231117,-34.017601013183594,10.66820899799816,3.5140399835745737,5.102698802947998,0.9993175864219666,5.6224256,,,False,
10497-12702,215.93356467734517,57.98612872639064,157.94743595095454,17.71640017838982,8.176057066326313,1769,1964,Ha-6564,1-383052,121.603963221,17.4176863151,0.104144,41.99985804249106,0.225500002503395,11.36506754575567,10.857387533805984,-0.0708344131708145,0.1030812449753284,2.2441387,606.2,,False,
10497-9102,313.0455061876346,313.67433118500804,0.6288249973734423,4.408522993830853,4.808283703731388,1800,1800,Ha-6564,1-584805,122.516968896,17.2685486855,0.0440739,17.079746791924457,20.34149932861328,11.019087452437825,2.8098620918793484,1.0884084701538086,0.6831281185150146,8.308801,106.6,,True,10.15
10498-3702,111.61821163037241,89.97696142710194,21.641250203270474,6.075337446166515,25.075710464623857,763,734,Ha-6564,1-299570,130.15087223,27.8765302312,0.0965892,35.98084654266214,6.2846999168396,11.300668671926644,7.737949220029392,-1.4567030668258667,0.0070738857612013,2.6246946,,,False,
10498-6104,27.963517557972654,26.728025152211075,1.2354924057615797,15.593315981953108,20.276147408744077,235,235,Ha-6564,1-385828,131.347630209,27.8227390348,0.0506935,47.10904891214044,86.09500122070312,10.576794850340372,1.6485309913925186,0.8040921092033386,0.2903291583061218,14.43429,,,False,
10500-12702,218.99538982022798,238.75282820790613,19.75743838767815,1.166521795432861,1.669188676610048,1116,1116,Ha-6564,1-300363,137.18220229,30.8913341778,0.063268,27.30513076249929,52.9723014831543,10.584748791955825,5.295844432297648,4.493297100067139,0.9999738335609436,6.2636485,111.8,,False,
10501-12701,198.48450425814724,199.7200192525346,1.2355149943873585,3.6914727053731493,3.7954873818424795,1073,1073,Ha-6564,1-231133,131.831279784,31.1817694003,0.0519816,23.322261951804656,0.8155999779701233,10.654078269643952,2.3669734063524133,4.096694946289063,0.9993751347064972,7.9548264,122.6,,True,10.05
10502-12701,101.58698559741212,117.23867411079809,15.651688513385963,16.9558247573227,20.988882702988025,274,274,Ha-6564,1-230783,130.689313997,29.3999745195,0.0276261,65.41909424227273,17.47879981994629,10.265985321437894,1.6175212734386195,-0.4516560137271881,0.0983234457671642,20.970837,,,False,
10504-3701,338.0048146171697,288.66089283420445,49.34392178296525,2.363206928538493,3.905257600430617,363,341,Ha-6564,1-300675,139.685412592,33.731179621,0.0232659,60.61525309589874,-40.89229965209961,9.433142594702216,1.5056815279822189,1.801882266998291,0.6230766475200653,4.4741635,331.2,J0919.8+3345,False,
10504-3702,329.5078839537953,268.17874202685783,61.32914192693744,8.661643419282816,17.319985729951288,380,342,Ha-6564,1-300925,140.538152909,33.9008709164,0.02358,54.74320590873061,-70.06590270996094,10.11277047023604,0.987443261356921,-0.0344556123018264,0.1242567114531993,14.427229,331.2,J0919.8+3345,False,
10504-3704,131.38022477104226,134.27581891899237,2.8955941479501064,15.772325546241868,21.111428826062227,334,326,Ha-6564,1-300695,139.895143044,33.8880918144,0.0214411,59.843139176290094,-15.171299934387209,10.253047085711406,1.2341694628715687,-0.0392784476280212,0.0788752250373363,21.839159,331.2,J0919.8+3345,False,
10504-6101,300.9983524725167,180.65296845789533,120.34538401462135,5.061851190337632,59.828122919493914,176,170,Ha-6564,1-300696,139.842334457,33.6034325119,0.0219408,72.73003587784937,-42.51459884643555,9.29671174169988,0.9860016004851052,3.971004247665405,0.8671338558197021,9.40551,331.2,J0919.8+3345,False,
10504-6104,283.73339230180534,281.3842146393553,2.3491776624500176,8.634657260331377,9.856656549514941,990,990,Ha-6564,1-232100,141.58094013,35.0977875591,0.0761477,37.76124273133684,10.50059986114502,10.954879204698289,3.9410309071774297,2.015484094619751,0.9184606969356536,6.7324286,,,False,
10504-9101,23.51626764994004,26.321714304221974,2.8054466542819334,6.118569531669989,11.12516155197047,951,945,Ha-6564,1-300699,139.863835136,33.790894966,0.0193122,62.93610086783755,-88.4374008178711,10.08249740552859,1.27957560361308,1.01967191696167,0.5079419761896133,9.520961,331.2,J0919.8+3345,False,
10505-3702,53.158591253796,319.7140891696221,93.44450208417385,6.419569367801857,30.63776938018528,324,293,Ha-6564,1-231866,139.744263485,34.1337528421,0.0223324,58.81790412478906,65.12539672851562,9.553315711582464,1.139082426147886,0.7295092940330505,0.1875255405902862,7.5382085,331.2,J0919.8+3345,False,
10505-3704,289.5825317212337,221.6255795713791,67.9569521498546,2.5542498505298448,46.89512461336937,165,160,Ha-6564,1-300680,139.760590695,33.6952085624,0.0234932,53.474372100370736,-69.02870178222656,9.267176519269936,0.8131854137420181,2.7492926120758057,0.8238410651683807,7.1958227,331.2,J0919.8+3345,False,
10505-9102,246.7245322601164,234.8587865277616,11.86574573235481,1.6676127814226205,14.503058827854284,347,332,Ha-6564,1-300676,139.773678218,33.9300709859,0.0210079,25.52545473639566,51.71049880981445,9.505105660295284,0.9430844929048956,0.2942350208759308,0.0990371666848659,6.93798,331.2,J0919.8+3345,False,
10506-3703,97.69167871462692,92.172428836697,5.519249877929923,3.1916939447847534,3.5707900521831433,534,534,Ha-6564,1-232070,140.097594825,35.2415446686,0.0254289,21.87273107987756,-68.2614974975586,9.536736184548104,1.3462431708622526,6.2018914222717285,0.9997564554214478,8.519475,105.2,,False,
10506-3704,173.2851288009282,30.299963925842906,142.98516487508527,1.9219105324174783,5.916887846568817,537,499,Ha-6564,1-231847,139.730380859,34.0346570561,0.0222798,50.26339454612611,88.44770050048828,9.297603312388116,1.3566427107737988,0.5155954957008362,0.2379234805703163,2.4003608,331.2,J0919.8+3345,False,
10506-6101,77.61048571861225,78.89540650235728,1.2849207837450223,7.0716929826207044,9.640521552141694,1019,1016,Ha-6564,1-300672,139.646760758,33.8680022735,0.0240251,41.64524948660711,52.859901428222656,10.314516412611717,1.487807699013674,1.8138681650161743,0.5979496836662292,8.843934,331.2,J0919.8+3345,False,
10506-6102,192.95276221776615,186.3523098784291,6.600452339337039,4.571491892074905,5.1567183115155375,969,964,Ha-6564,1-231892,139.170274836,34.4476237339,0.0236186,47.63202675765236,89.28119659423828,9.665504412753368,1.91219409586949,5.577643871307373,0.9989028871059418,4.317783,152.4,J0919.8+3345,False,
10506-6104,252.31752846945614,250.1589486155126,2.158579853943536,5.274928761415902,6.114982494355246,375,375,Ha-6564,1-232171,139.752061147,35.060122038,0.0386752,36.46063466009959,60.95840072631836,9.840827866912637,1.762618102280194,3.702726840972901,0.9007802605628968,7.8931375,,,False,
10507-12701,244.3376090261513,145.8343846931542,98.50322433299712,1.6450387796255928,4.741766531385181,1831,1788,Ha-6564,1-174759,175.576863407,49.3336595363,0.0738724,35.09922280280448,-73.81670379638672,11.322729681128298,8.339281995019006,-0.0382008701562881,0.4293250888586044,4.737258,,,False,
10507-1901,8.952478106491458,277.26559650295707,91.6868816035344,7.30919067919489,3.312182676840203,74,74,Ha-6564,1-175153,176.811177026,49.1852575817,0.0255278,63.44671941595901,87.58290100097656,9.7598943740255,0.767514649069411,-0.0905030518770217,0.0204351851716637,40.697067,,,False,
10507-3701,156.593890438335,159.34774024761384,2.7538498092788473,12.646280175530693,14.55966994100804,404,404,Ha-6564,1-280132,174.714344313,48.087648304,0.0266396,70.19249939903378,-59.125301361083984,10.237538608973296,1.8661423169824336,1.7133769989013672,0.818621426820755,14.654433,,,False,
10507-6102,88.35300029777676,86.50519430582878,1.847805991947979,6.599175766188357,7.647605873449053,603,603,Ha-6564,1-280245,176.891257481,47.6969124951,0.0259626,56.00428854141033,8.663100242614746,9.888508441085069,1.836027522048917,5.412100791931152,0.998817652463913,12.576233,,,False,
10508-12702,68.48320462108563,69.48378790872012,1.000583287634484,5.614049349712991,6.312767121362835,1337,1337,Ha-6564,1-150962,182.880864787,51.8634562239,0.029423,70.18524449670055,21.107799530029297,10.49800093653024,3.993873549205976,5.145210266113281,0.9961251616477966,10.435124,,,True,9.71983
10508-12703,244.84952486847135,244.09890337107961,0.7506214973917338,3.4252152038545813,3.9816964265266717,1957,1957,Ha-6564,1-175889,184.652029473,51.4147324232,0.0471993,29.48901824826096,51.44499969482422,10.94204046562832,3.42521720925848,4.72027587890625,0.995899498462677,7.9337134,126.4,,False,
10508-12705,74.14502757132352,71.75453515266851,2.3904924186550147,7.141292388925548,7.821599417151033,549,549,Ha-6564,1-150899,184.871439931,51.7759257611,0.0571786,23.36761264437643,-2.353899955749512,10.734208550420725,2.7451298485035878,2.781427383422852,0.9764037728309632,7.846003,,,False,
10509-3703,163.93010130270585,145.39337587062482,18.536725432081028,1.1541435131254623,0.8835708035304849,547,547,Ha-6564,1-278183,167.73444531,46.9441243017,0.0196452,34.14482141467289,-20.72450065612793,9.602823766244803,1.2132734635147489,6.479671478271484,0.9982229471206664,11.987236,,,True,9.07506
10509-6101,305.30249642924593,301.8237272624322,3.47876916681372,3.070575944154661,5.831107000569245,330,330,Ha-6564,1-277489,165.616654867,46.9392146212,0.0528333,16.916112221474396,-77.73739624023438,10.306341421372114,2.208179668457635,5.438192367553711,0.9916578233242036,13.721179,,,False,
10509-9102,103.84002409162424,153.4008974545153,49.56087336289106,1.8110034082924442,26.513958861854274,417,379,Ha-6564,1-278209,168.514656333,47.4482027361,0.112624,34.19844109094148,50.857200622558594,11.288195824304175,6.856861193258194,-2.3971078395843506,0.0086069025564938,5.27355,326.6,,False,
10510-3703,179.81098489135533,117.75150082073911,62.05948407061622,14.614065210841163,53.26491803532458,165,150,Ha-6564,1-241570,179.944205135,56.1997866856,0.0643386,33.75662676738341,-84.2677001953125,10.87915090483526,2.9969261512588368,-2.953244686126709,0.0018175572622567,17.702477,614.6,J1200.3+5613,False,
10511-3703,59.523503976929426,58.66921164082876,0.8542923361006629,9.039400061837371,9.55475825490574,525,525,Ha-6564,1-214312,132.797752143,4.88058987648,0.0774261,23.831529266825942,18.823299407958984,10.891664868134264,3.988713053002616,2.5568127632141118,0.9840022027492524,7.1952615,98.9,,False,
10512-12704,198.92360444596375,197.14496223402824,1.7786422119355052,13.179053543943002,13.150476509346054,838,838,Ha-6564,1-77024,136.272058301,3.85157518708,0.0706762,68.76167335065844,70.10089874267578,10.958364928620078,4.4937157506002325,3.5346362590789795,0.980001986026764,7.624964,,,False,
10512-6102,327.8063282577799,334.4024382970747,6.596110039294786,6.301108627236211,10.051373780321939,736,736,Ha-6564,1-77060,136.375519471,3.47303038424,0.0281608,63.16633424940697,-54.525299072265625,10.202033244410853,2.649661747440113,1.3534942865371704,0.4780708700418472,7.520813,,,True,9.73
10512-6104,243.9346562223966,244.34330929725266,0.40865307485606195,7.996627554262257,8.250817560640623,596,596,Ha-6564,1-76920,136.76973698,3.14613747011,0.0238919,52.20409432611834,39.48189926147461,9.83068946389402,1.818233372634631,4.597947120666504,0.9981788992881776,9.553879,,,False,
10513-12702,192.2131936040678,189.3838666234827,2.8293269805851082,2.928702562085001,3.645871090667755,2045,2045,Ha-6564,1-605833,140.95013456,2.11272155396,0.0240399,28.3212701686075,34.25149917602539,10.016287854119406,2.168315706427392,5.59022331237793,0.9999635219573976,5.46104,44.4,,True,9.95
10513-1902,102.32551370425865,63.38319720279798,38.942316501460674,8.34760423694793,5.809301575065651,153,153,Ha-6564,1-54240,140.372732157,-0.268860484044,0.0256775,44.33450707211633,-27.98270034790039,10.234899842018434,1.1062381971786843,-0.9574015140533448,0.072198137640953,30.774794,,,False,
10513-6101,351.08621162249915,25.106284728800773,34.02007310630165,0.983818791381289,16.494508740311858,739,720,Ha-6564,1-54313,141.440478727,-0.113960101805,0.0249112,28.485330071340695,-45.20700073242188,10.053672574047155,1.7380528320595618,0.5275890231132507,0.1727728694677353,6.1295853,,,False,
10513-9101,59.27770316687163,35.159988779618914,24.117714387252718,5.764612662742236,3.980341472969657,621,621,Ha-6564,1-54492,141.686353761,1.15429681512,0.0169378,73.13986703795783,32.74879837036133,9.986001693793694,1.7015937984132408,2.468916893005371,0.9897465109825134,13.403799,,,True,9.43
10514-12701,264.7427475740869,273.02145996675915,8.278712392672276,2.451017974624253,3.629265429116171,2278,2277,Ha-6564,1-54655,143.501509872,2.47729699669,0.0163151,47.09238338332423,-10.142600059509276,9.488418324562089,2.296032765938816,5.0332207679748535,0.9961316883563996,4.056051,,,True,9.34
10515-12701,231.53449048881538,231.67031775158648,0.1358272627711017,1.4232120274359856,1.702939850543932,713,713,Ha-6564,1-78358,147.630692086,4.2105830266,0.0693779,21.17099548535738,58.26060104370117,10.789992020851034,4.289999569382229,3.592861652374268,0.9981189966201782,8.74991,,,False,
10515-6104,355.6044505580597,293.65988527596664,61.94456528209304,6.1867850387524586,2.264942776472455,598,589,Ha-6564,1-606491,149.297875445,5.20136465374,0.0215624,60.81866877994237,-83.7583999633789,10.180190265819448,1.803864521704694,0.8065937161445618,0.1921242699027061,14.362679,,,False,
10517-1901,108.08756920550864,106.69486137935093,1.392707826157718,3.645986630576401,7.643936061532376,152,152,Ha-6564,1-182337,150.482585714,6.30027090934,0.0236498,75.21382839946678,-15.896400451660156,9.343356336245009,1.0412242038172157,3.0773513317108154,0.8207852244377136,11.287965,,,False,
10517-3702,19.948432264737498,5.829270120683007,14.119162144054492,5.000092245747251,12.555782281004577,237,237,Ha-6564,1-78665,150.101312477,4.40163275046,0.0433043,36.84473911501945,84.33309936523438,9.729934672037349,1.572546931758478,2.601813554763794,0.7503692209720612,10.830813,,,False,
10517-6102,4.873500668748441,358.10231138973654,6.771189279011878,17.280727205691093,21.295408404030486,355,355,Ha-6564,1-586066,151.17068946,4.81820297683,0.0298407,63.11598470033744,83.80249786376953,10.500698435173828,1.3818461245307834,2.9930715560913086,0.9786671102046968,26.060118,,,False,
10517-9102,218.076541271566,39.221909560227104,178.85463171133887,5.651230125117123,10.251492372874031,983,983,Ha-6564,1-78858,151.50901051,4.52213467075,0.0230007,53.06576218597792,52.86000061035156,10.187726136243672,1.6228464466785535,0.1280981004238128,0.109025165438652,9.414556,,,False,
10518-6104,53.19819492946773,64.44519271694027,11.246997787472537,11.658748590855382,10.505514297434482,281,281,Ha-6564,1-79084,154.180712461,5.15450020525,0.0457131,62.345323972377,46.547000885009766,10.27217846524963,2.456963561818376,1.7454692125320437,0.8063358664512634,9.432857,,,False,
10518-9101,151.0234223958533,151.2704796647542,0.24705726890090318,10.989684103952113,12.824721726161892,709,709,Ha-6564,1-78873,152.066817164,4.9153789579,0.0419769,78.72022085025002,-57.67449951171875,10.814274782465905,5.512237922930633,2.487349033355713,0.909060388803482,13.971504,,,True,10.34
10519-12705,184.18517331221435,184.12905160198872,0.056121710225625066,5.312906478869217,5.571001935696589,2679,2677,Ha-6564,1-79331,155.712556543,4.76579400096,0.0639105,29.4768122730527,-82.58180236816406,11.33447426722349,6.713337183700132,4.945788860321045,0.9995969533920288,6.089742,66.6,,False,
10520-1901,354.8277075012008,31.130197842698994,36.302490341498185,12.728038373827328,5.039017213564376,135,134,Ha-6564,1-183465,157.560367758,5.74815424575,0.0260983,47.25055938277273,-81.04109954833984,9.944699161118114,1.0048838680660028,-1.4155534505844116,0.0097285164520144,22.755922,,,False,
10520-1902,76.16948714478914,210.6287510659942,134.45926392120506,2.428754565271469,24.548908324133553,230,228,Ha-6564,1-79648,157.208174735,4.96056352815,0.0229437,24.038295153864983,-20.425600051879883,10.19960071606775,1.0410093847003576,-0.4475522339344024,0.150300495326519,23.4373,,,False,
10839-12702,265.4131645177815,264.8336626260854,0.5795018916961112,6.481491433552915,6.778384637138491,997,993,Ha-6564,1-52826,132.506703434,0.225763019316,0.05132873,26.590282239136982,4.369800090789795,10.636436270026106,2.726154132622689,1.5132887363433838,0.6180973947048187,5.9778204,163.9,,False,
10841-1902,31.02852168642627,214.6547674803092,176.37375420611707,5.180718450399022,7.743716610250205,162,162,Ha-6564,1-77738,143.588103543,3.1094669236,0.027885396,49.040483406502,64.31829833984375,9.568870592350144,0.8667618658598323,-1.0654230117797852,0.0177461537532508,13.021551,,,False,
10841-3701,332.0351343101481,292.3953975366996,39.63973677344853,14.968931133535802,12.42140827227166,181,181,Ha-6564,1-54602,142.421556777,2.20557617386,0.02432739,29.342268522641792,-60.07519912719727,10.180298713223335,3.170780235113423,3.3176848888397217,0.9683366119861604,27.427692,287.8,,False,
10841-6101,75.34213585894099,75.13517797505284,0.20695788388815117,11.16648313481737,21.962568910867667,219,218,Ha-6564,1-54586,141.921452471,1.89959942368,0.05048299,67.47541952009618,12.472200393676758,10.493690195004596,2.603426179964903,-0.6904269456863403,0.0959797650575637,13.035254,,,False,
10842-12704,359.9840614725776,357.65336434912183,2.3306971234557636,7.370800208637544,7.503735006108631,1495,1495,Ha-6564,1-605818,140.57332378,4.70834336026,0.02798166,64.5233503377491,88.00420379638672,10.610348059306626,2.7735421143541683,4.275015830993652,0.9994842708110808,11.562581,,,True,9.9
10842-12705,188.69480490875935,186.53372543921185,2.161079469547502,10.461296376649363,11.04078530221429,935,935,Ha-6564,1-77595,141.292491111,4.46504814413,0.06476798,58.27319799791177,-68.44080352783203,10.733325835510538,6.594762326871426,3.580330371856689,0.9998797178268432,7.1544876,,,False,
