plateifu,r_lo_Re,r_hi_Re,r_med_Re,r_med_arcsec,sigma_los_kms,e_sigma_los_kms,sigma_scatter_kms,n_bins,n_bins_reliable,frac_reliable,median_sigmacorr_kms,above_50kms,above_70kms,Reff_arcsec,mangaid,objra,objdec,z,incl_deg,ba_disk,pa_disk_deg,Rd_kpc,kpc_per_arcsec,logMstar_nsa,Sigma_b_Msun_pc2,dl_TType,SNR_MED_r,STELLAR_SIGMA_1RE,nsa_elpetro_th50_r,struct_source,r_med_kpc
12510-3701,0.0,0.25,0.15653863549232483,0.5224496722221375,93.37414147098224,0.8861991003224499,2.4696498038067793,9,9,1.0,25.9445743560791,True,True,3.3375127,1-10760,203.911524323,-0.920043478671,0.07180949,16.998119824817678,0.9581000208854676,-33.99250030517578,2.651105400610964,1.3683144307753032,10.855007337797057,1621.71106748544,2.7463998794555664,26.056976,82.430534,3.3375127,pymorph_Sersic,0.7148754258553778
12510-3701,0.25,0.5,0.43331630527973175,1.4461986422538757,87.7806103916175,0.5799971546551281,4.446907757893135,28,28,1.0,24.75778102874756,True,True,3.3375127,1-10760,203.911524323,-0.920043478671,0.07180949,16.998119824817678,0.9581000208854676,-33.99250030517578,2.651105400610964,1.3683144307753032,10.855007337797057,1621.71106748544,2.7463998794555664,26.056976,82.430534,3.3375127,pymorph_Sersic,1.9788544719636283
12510-3701,0.5,0.75,0.6407696604728699,2.1385769844055176,80.90626976725957,0.640981937662969,5.475144758314837,33,33,1.0,23.867305755615234,True,True,3.3375127,1-10760,203.911524323,-0.920043478671,0.07180949,16.998119824817678,0.9581000208854676,-33.99250030517578,2.651105400610964,1.3683144307753032,10.855007337797057,1621.71106748544,2.7463998794555664,26.056976,82.430534,3.3375127,pymorph_Sersic,2.9262457490860005
12510-3701,0.75,1.0,0.8847430348396301,2.95284104347229,74.50216763125123,0.575151344114364,6.269552023693745,67,67,1.0,22.64469337463379,True,True,3.3375127,1-10760,203.911524323,-0.920043478671,0.07180949,16.998119824817678,0.9581000208854676,-33.99250030517578,2.651105400610964,1.3683144307753032,10.855007337797057,1621.71106748544,2.7463998794555664,26.056976,82.430534,3.3375127,pymorph_Sersic,4.040415011568739
12510-3701,1.0,1.25,1.1263545155525208,3.7592225074768066,74.29056396715622,0.734153217495137,9.115199641751369,72,72,1.0,22.917160987854004,True,True,3.3375127,1-10760,203.911524323,-0.920043478671,0.07180949,16.998119824817678,0.9581000208854676,-33.99250030517578,2.651105400610964,1.3683144307753032,10.855007337797057,1621.71106748544,2.7463998794555664,26.056976,82.430534,3.3375127,pymorph_Sersic,5.143798405475835
12510-3701,1.25,1.5,1.3836969137191772,4.618106365203857,76.57103033226305,0.8623651644767152,14.066796798124885,89,89,1.0,21.548805236816406,True,True,3.3375127,1-10760,203.911524323,-0.920043478671,0.07180949,16.998119824817678,0.9581000208854676,-33.99250030517578,2.651105400610964,1.3683144307753032,10.855007337797057,1621.71106748544,2.7463998794555664,26.056976,82.430534,3.3375127,pymorph_Sersic,6.319021582363721
12510-3701,1.5,2.0,1.7026413679122925,5.682587146759033,81.80357034902218,0.9431571021414338,17.40637234956963,171,171,1.0,21.904294967651367,True,True,3.3375127,1-10760,203.911524323,-0.920043478671,0.07180949,16.998119824817678,0.9581000208854676,-33.99250030517578,2.651105400610964,1.3683144307753032,10.855007337797057,1621.71106748544,2.7463998794555664,26.056976,82.430534,3.3375127,pymorph_Sersic,7.775565997048641
12510-3701,2.0,2.5,2.115027666091919,7.058931827545166,86.82335255187924,3.081292435750367,23.855119262297745,43,43,1.0,21.55010986328125,True,True,3.3375127,1-10760,203.911524323,-0.920043478671,0.07180949,16.998119824817678,0.9581000208854676,-33.99250030517578,2.651105400610964,1.3683144307753032,10.855007337797057,1621.71106748544,2.7463998794555664,26.056976,82.430534,3.3375127,pymorph_Sersic,9.658838285489136
9192-12702,0.0,0.25,0.17648063600063324,2.0635175704956055,152.96065051316043,0.4730550604847457,6.618830569761982,95,95,1.0,28.237882614135742,True,True,11.6926,1-109223,45.2148475708,0.807398968541,0.0435162,29.901296936149688,0.8726000189781189,-82.48919677734375,4.461298947056539,0.8573096021661044,11.155754201683,1361.7394220444403,1.713989496231079,5.22782,152.15028,11.6926,pymorph_SerExp_disk,1.7690734274243538
9192-12702,0.25,0.5,0.31469959020614624,3.6796562671661377,149.44483636360619,0.8241166396791424,11.228135356636667,119,119,1.0,28.185928344726562,True,True,11.6926,1-109223,45.2148475708,0.807398968541,0.0435162,29.901296936149688,0.8726000189781189,-82.48919677734375,4.461298947056539,0.8573096021661044,11.155754201683,1361.7394220444403,1.713989496231079,5.22782,152.15028,11.6926,pymorph_SerExp_disk,3.1546046505122143
9192-12702,0.5,0.75,0.5670384168624878,6.630153656005859,125.19673507112681,2.622231067007006,13.777739731837574,15,15,1.0,28.20900535583496,True,True,11.6926,1-109223,45.2148475708,0.807398968541,0.0435162,29.901296936149688,0.8726000189781189,-82.48919677734375,4.461298947056539,0.8573096021661044,11.155754201683,1361.7394220444403,1.713989496231079,5.22782,152.15028,11.6926,pymorph_SerExp_disk,5.684094393130526
9192-12702,0.75,1.0,0.838529646396637,9.804591178894043,111.72091719275981,3.52279584872101,22.096223565779702,7,7,1.0,27.541837692260742,True,True,11.6926,1-109223,45.2148475708,0.807398968541,0.0435162,29.901296936149688,0.8726000189781189,-82.48919677734375,4.461298947056539,0.8573096021661044,11.155754201683,1361.7394220444403,1.713989496231079,5.22782,152.15028,11.6926,pymorph_SerExp_disk,8.405570162978949
12084-9102,0.0,0.25,0.15937849879264832,0.7734816670417786,88.34963750290132,0.9411365965053636,5.065239283853965,17,17,1.0,18.4368896484375,True,True,4.8531117,1-117056,345.015282876,13.0742523564,0.06214074,29.4768122730527,0.8761000037193298,9.632699966430664,3.592470465263216,1.19756753856453,10.787653700306969,756.2883652012821,3.52776312828064,10.864466,80.22593,4.8531117,pymorph_Sersic,0.9262965361240121
12084-9102,0.25,0.5,0.3985806703567505,1.9343565106391907,88.00531347068078,0.7024017735244958,6.39691795175326,48,48,1.0,16.737814903259277,True,True,4.8531117,1-117056,345.015282876,13.0742523564,0.06214074,29.4768122730527,0.8761000037193298,9.632699966430664,3.592470465263216,1.19756753856453,10.787653700306969,756.2883652012821,3.52776312828064,10.864466,80.22593,4.8531117,pymorph_Sersic,2.3165225651524484
