plateifu,mangaid,objra,objdec,z,nsa_z,nsa_zdist,nsa_elpetro_mass,nsa_sersic_mass,nsa_elpetro_th50_r,nsa_sersic_th50,nsa_sersic_n,nsa_sersic_ba,nsa_sersic_phi,nsa_elpetro_ba,nsa_elpetro_phi,nsa_iauname,mngtarg1,mngtarg2,mngtarg3,drp3qual,srvymode,ifudesignsize,bluesn2,redsn2,ebvgal,nsa_nsaid,nsa_absmag_g,nsa_absmag_r,nsa_absmag_i,DAPQUAL,DAPDONE,RCOV90,BIN_RMAX,STELLAR_SIGMA_1RE,STELLAR_VEL_LO,STELLAR_VEL_HI,STELLAR_VEL_LO_CLIP,STELLAR_VEL_HI_CLIP,HA_GSIGMA_1RE,HA_GVEL_LO,HA_GVEL_HI,HA_GVEL_LO_CLIP,HA_GVEL_HI_CLIP,SFR_TOT,SB_1RE,SNR_MED_r,HA_GFLUX_TOT,pym_g_M_S,pym_g_M_SE_DISK,pym_r_FLAG_FIT,pym_r_FLAG_FAILED_S,pym_r_FLAG_FAILED_SE,pym_r_M_S,pym_r_A_HL_S,pym_r_N_S,pym_r_BA_S,pym_r_PA_S,pym_r_M_SE_DISK,pym_r_A_HL_SE_DISK,pym_r_N_SE_DISK,pym_r_BA_SE_DISK,pym_r_PA_SE_DISK,pym_r_M_SE_BULGE,pym_r_A_HL_SE_BULGE,pym_r_BT_SE,pym_r_DUPL_N,pym_r_DUPL_ID,pym_i_M_S,pym_i_M_SE_DISK,dl_TType,dl_P_LTG,dl_P_S0,dl_P_edge,dl_P_bar,dl_VisualClass,dl_VisualFlag,vm_Type,vm_TType,vm_Unsure,vm_Bars,vm_EdgeOn,vm_Tidal,hi_LOGMHI,hi_LOGHILIM200KMS,hi_SNR,hi_FHI,hi_EFHI,hi_WP50,hi_WF50,hi_VHI,hi_SESSION,hi_conflag,hi_conf_prob,gema_grp_MG,gema_grp_GroupSize,gema_grp_nneigh,gema_grp_Q_nn,gema_grp_dnn,gema_grp_Q_group,gema_lss_mh,gema_lss_den1,gema_lss_t1,gema_lss_t2,gema_lss_t3,gema_overdensity,gema_local_density,t14_GroupID,t14_sep_arcsec,t14_Ngal,t14_Rank,t14_grp_RA,t14_grp_DE,t14_grp_Dc_Mpc,t14_grp_Rmax_Mpc,t14_grp_sigma_v,t14_grp_Rvir_Mpc,t14_grp_MNFW_rank_only,t14_grp_Lr_1e10Lsun,t14_grp_zcmb,t14_Rproj_kpc,t14_PA_to_host_deg,t17_GroupID,t17_sep_arcsec,t17_Ngal,t17_Rank,t17_grp_RA,t17_grp_DE,t17_grp_Dc_Mpc,t17_grp_Rmax_Mpc,t17_grp_R200_Mpc,t17_grp_M200_rank_only,t17_Rproj_kpc,t17_PA_to_host_deg,t14_mcxc_name,t14_mcxc_sep_arcmin,t14_mcxc_L500_1e44,t14_mcxc_M500_rank_only,t14_mcxc_R500_rank_only,t17_mcxc_name,t17_mcxc_sep_arcmin,t17_mcxc_L500_1e44,t17_mcxc_M500_rank_only,t17_mcxc_R500_rank_only,xray_name,xray_oname,xray_Rproj_Mpc,xray_dz,xray_L500_1e44,xray_M500_rank_only,xray_R500_rank_only,xray_R_over_R500_rank_only,DL_Mpc,DA_Mpc,kpc_per_arcsec,struct_source,Rhl_disk_arcsec,Rhl_disk_kpc,Rd_kpc,nser_disk,ba_disk,pa_disk_deg,incl_deg,logMstar_nsa_h1_raw,logMstar_nsa,nsa_h_rescale_dex,gi_rest,logMstar_taylor,hi_detected,logMHI_use,logMHI_limit,Mgas_Msun,Mb_Msun,logMb,f_gas,Sigma_b_Msun_pc2,gbar_2p2Rd_ms2,log_gbar_2p2Rd,gbar_1Rd_ms2,log_gbar_1Rd,gbar_4Rd_ms2,log_gbar_4Rd,vamp_stel_kms,vamp_stel_deproj_kms,vamp_ha_kms,vamp_ha_deproj_kms,t14_theta_sky_deg,t14_psi_norm_host_deg,t17_theta_sky_deg,t17_psi_norm_host_deg,Phi_proxy_sigma2,log_Phi_proxy,R_over_Rvir_t14,R_over_R200_t17,gext_proxy_ms2,log_gext_proxy
11866-12705,1-1009,149.647481331,0.7427726376,0.064824656,0.064824656,0.064216554,27637369000.0,32886032000.0,3.4470954,3.280262,1.6113278,0.5804231,152.7995,0.69619894,153.02187,J095835.38+004434.0,2080,0,67108928,4096,MaNGA dither,127,23.7539,38.6562,0.0260933,1069,-20.534718,-21.112265,-21.421818,1,True,10.899703,4.5361376,125.83347,-130.20947,151.97858,-130.20947,151.97858,96.28457,-233.91527,151.54828,-156.62358,146.56378,1.9066201,0.6635899,20.64896,7138.452,16.246898651123047,16.574298858642578,0.0,0.0,0.0,15.585399627685547,3.3571295738220215,1.2870999574661255,0.6136999726295471,64.29440307617188,15.83599853515625,2.455477237701416,1.0,0.604200005531311,58.5625,17.266300201416016,1.5517656803131104,0.21125899255275726,0.0,0.0,15.128000259399414,15.583898544311523,1.5118041038513184,0.2058384269475937,0.783625990152359,0.03290040232241154,0.06895340234041214,3.0,0.0,SABab,2.0,0.0,0.5,0.0,0.0,,,,,,,,,,,,1.0,1.0,-999.0,-999.0,-999.0,-999.0,12.3375,5.68858,2.01078,0.943709,0.232704,,,,0.15112152613292787,1.0,1.0,,,,,,,,,,,,0.0,0.1531635179158042,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,291.2570872585726,256.87409234988985,1.24536074293821,pymorph_SerExp_disk,2.455477237701416,3.0579549570116993,1.8223807848699043,1.0,0.604200005531311,58.5625,54.41606706765684,10.441496697053546,10.751300617025032,0.3098039199714864,0.8870999999999967,10.649501119971482,False,,,,56402793877.55093,10.751300617025032,,2702.977891763269,4.0015841188922685e-10,-9.397768049196925,7.603983827864903e-10,-9.118958815462104,1.6412013455925874e-10,-9.784838135634448,141.09402,173.4910556520936,151.59369,186.40158002734242,,,,,,,,,,
12514-9101,1-10166,199.2955574,0.913561334,0.08058354,0.08058354,0.08008132,89476250000.0,115561325000.0,7.782813,8.861301,1.5755625,0.5646629,105.08145,0.6604359,106.59286,J131710.92+005448.8,1040,0,0,4096,MaNGA dither,91,19.6902,43.952,0.0317636,10844,-21.76448,-22.376247,-22.652502,0,True,11.916785,1.8651658,128.60783,-200.54907,221.30759,-200.54907,221.30759,70.24682,-213.80562,242.63136,-213.80562,242.63136,2.1102908,0.25274435,9.703882,5001.8096,15.38479995727539,15.462099075317383,1.0,0.0,0.0,14.802099227905273,8.168726921081543,1.0785000324249268,0.49549999833106995,10.882499694824219,14.923299789428711,5.704459190368652,1.0,0.4325000047683716,13.953499794006348,17.088699340820312,3.7425167560577393,0.11979100108146667,0.0,0.0,14.296098709106445,14.486200332641602,3.9593820571899414,0.9896107017993927,0.9150532186031342,0.00033566681668162346,0.10560110211372375,3.0,0.0,Sb,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,7.0,-0.461823,0.1008915,-0.2576711,13.6386,46.1202,5.10486,2.83258,1.32884,,,5519.0,0.06281588328190325,26.0,1.0,199.1791,0.84874,341.88000000000005,2.226714285714286,306.0,0.6165714285714285,80.6,34.8,0.08119,729.2012863706788,240.89728314431184,2364.0,0.06163120954170191,4.0,1.0,199.243632116,1.001133063,504.0414914285715,0.8804700000000001,1.1158571428571429,55.081,557.0375051244298,329.33829754802645,,,,,,,,,,,,,,,,,,,366.0614491952845,313.49982229102596,1.5198900287209764,pymorph_Sersic,8.168726921081543,12.41556659469644,7.399026576100382,1.0785000324249268,0.49549999833106995,10.882499694824219,62.439066362615236,10.951707774279816,11.261511694251302,0.3098039199714864,0.8880219999999994,11.142420119971487,False,,,,182604591836.73447,11.261511694251302,,530.8632376282701,8.176394493833422e-11,-10.087438162908743,1.2922684457173474e-10,-9.888647260037745,3.454770985108597e-11,-10.461580736480842,210.92833,237.92864711883308,228.21849,257.4320711357821,50.01478344948764,47.21414322772498,41.54420214679776,53.989217309125195,93636.0,4.97144285296316,1.1826712244195439,0.49920145127013293,4.161451923058682e-12,-11.38075511837356
12514-3704,1-10177,199.460009291,0.34998996525,0.048428684,0.048428684,0.047919556,12109810000.0,13708191000.0,2.4108002,2.614461,2.3994477,0.25510597,139.90964,0.4886463,140.53879,J131750.39+002059.9,2336,0,0,4096,MaNGA dither,37,22.5311,44.1782,0.0280321,10855,-19.154339,-19.874075,-20.201487,0,True,7.445947,3.4473345,109.317116,-119.045876,150.59262,-119.045876,150.59262,85.60076,-289.90247,862.29486,-262.93567,467.0549,0.016349487,0.7317332,29.51907,112.27416,16.858699798583984,17.21489906311035,0.0,0.0,0.0,16.029800415039062,2.7040069103240967,2.3873000144958496,0.28060001134872437,50.20869827270508,16.312198638916016,1.9152541160583496,1.0,0.2689000070095062,50.0359001159668,18.03447150296865,0.2519009265347476,0.16990905372942627,0.0,0.0,15.635398864746094,15.91939926147461,1.522836446762085,0.5308611690998077,0.9642424285411835,0.997674971818924,0.07300244830548763,3.0,0.0,Sab,2.0,0.0,0.0,1.0,0.0,-999.0,10.012907,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,ALFALFA,0.0,0.0,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0.0,2.51039,0.935395,0.568838,-0.168615,,,,0.1586590000857661,1.0,1.0,,,,,,,,,,,,0.0,0.138390230298126,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,215.05950468464133,195.6504506598121,0.9485401519512315,pymorph_SerExp_disk,1.9152541160583496,1.8166954302712086,1.0826552027837955,1.0,0.2689000070095062,50.0359001159668,79.429310716005,10.083137329220767,10.392941249192253,0.3098039199714864,1.047148,10.273402319971487,False,,10.012907,,24713897959.183712,10.392941249192253,,3355.683915814399,5.241280613130365e-10,-9.280562587965477,1.0972598288027978e-09,-8.959690520234002,2.1110635837239414e-10,-9.675498685856443,134.81924,137.14671684741083,364.9953,371.29645198910447,,,,,,,,,,
12514-1902,1-10263,200.400259414,0.573031983277,0.020132923,0.020132923,0.019920371,648464640.0,822289340.0,3.4806821,3.4047902,1.0853043,0.9363255,165.31693,0.9490655,161.04942,J132136.07+003422.8,1168,0,0,4096,MaNGA dither,19,22.5311,44.1782,0.0255919,10948,-17.245127,-17.615297,-17.761469,1,True,4.455558,1.5659497,44.518852,-30.179153,12.396916,-18.59696,9.814147,15.14293,-17.428999,17.399025,-17.428999,17.399025,0.044682696,0.28712037,9.024163,1851.0594,16.76369857788086,16.88319969177246,1.0,0.0,0.0,16.393199920654297,3.25789213180542,0.983299970626831,0.9581999778747559,75.15129852294922,16.79129981994629,1.681653618812561,1.0,0.9287999868392944,68.56269836425781,17.780099868774414,4.266702175140381,0.28685298562049866,0.0,0.0,16.188098907470703,16.294198989868164,4.628213405609131,0.987395852804184,0.9041997194290161,0.0004502404190134257,0.08929456025362015,3.0,0.0,Scd,6.0,1.0,0.0,0.0,0.0,-999.0,9.281822,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,ALFALFA,0.0,0.0,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0.0,0.738301,0.905299,0.0888876,-0.806722,,,,0.11825376721487797,1.0,1.0,,,,,,,,,,,,55641.0,0.12233696848012897,2.0,2.0,200.373296925,0.458011936,127.63769,0.25923714285714283,0.937657142857143,30.799,173.48366761817593,193.19242202645302,,,,,,,,,,,,,,,,,,,87.56006185070653,84.13806732035114,0.4079128613902139,pymorph_Sersic,3.25789213180542,1.3289361015854126,0.7919762226373139,0.983299970626831,0.9581999778747559,75.15129852294922,16.977662978100938,8.811886299507897,9.121690219479383,0.3098039199714864,0.5163420000000016,8.925830919971489,False,,9.281822,,1323397224.489793,9.121690219479383,,335.8041546600508,5.1720802017401005e-11,-10.286334749278282,8.17440504915578e-11,-10.087543846407284,2.185358427495457e-11,-10.660477322850381,14.205553,48.6493437752321,17.414013,59.63726278339479,,,61.958876496496224,75.0651088557571,,,,0.18501823287940022,,
10843-12704,1-1033,149.707718089,0.836657711419,0.012681201,0.012681201,0.013660919,647471360.0,707686850.0,12.24891,13.371683,0.7921688,0.15,82.84564,0.19665423,82.83363,J095849.83+005012.2,1168,0,0,4096,MaNGA dither,127,21.4033,50.3105,0.0248523,1095,-16.63833,-17.110893,-17.35398,0,True,14.873415,4.0996695,48.292065,-115.50201,54.70566,-93.679565,54.95079,23.201008,-390.76147,124.65527,-104.73523,108.113304,0.009314113,0.12377673,4.634863,983.5839,16.56639862060547,16.445899963378906,1.0,0.0,0.0,16.03380012512207,14.02746868133545,0.7372999787330627,0.1306000053882599,-7.190000057220459,15.96969985961914,9.207277297973633,1.0,0.12759999930858612,-7.208799839019775,20.740999221801758,1.0870991945266724,0.012194200418889523,2.0,1.0,15.752199172973633,15.710498809814453,6.001996040344238,0.998505711555481,0.6505070328712463,0.9992053210735321,0.46615467965602875,3.0,0.0,Scd,6.0,0.0,0.0,1.0,0.0,9.15,-999.0,10.1,1.8,0.1,-999.0,223.0,3800.0,ALFALFA,0.0,0.0,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0.0,0.261443,-0.0997088,-0.149248,-0.284865,,,,0.3338357341042304,1.0,1.0,,,,,,,,,,,,0.0,0.3202667488615455,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,54.84177504468973,53.47687331704193,0.2592631980706342,pymorph_Sersic,14.02746868133545,3.6368063911586903,2.1673458826929024,0.7372999787330627,0.1306000053882599,-7.190000057220459,89.63010853675563,8.811220562762477,9.121024482733963,0.3098039199714864,0.7156500000000001,8.902350919971486,True,9.15,,1878673400.0,3200043530.4489784,9.505155886102783,0.5870774538296405,108.42253758509217,1.6699318703604752e-11,-10.77730124677461,2.6393054593832804e-11,-10.578510343903611,7.0559611295426295e-12,-11.151443820346708,74.31518,74.31672658582012,106.42427,106.42648842580437,,,,,,,,,,
10843-12703,1-1037,149.657311739,0.870762819465,0.039029263,0.039029263,0.038422957,3082350000.0,2548499700.0,5.105556,5.5501704,1.6806521,0.20248374,160.29886,0.31615317,159.57993,J095837.75+005214.6,2080,0,0,4096,MaNGA dither,127,21.4033,50.3105,0.0262525,1099,-18.5495,-19.05175,-19.240568,1,True,12.336629,6.6071596,56.981262,-81.1253,72.103264,-79.62789,72.111855,36.48115,-375.98288,2897.0522,-97.40806,171.2588,0.13896792,0.3100426,9.210755,1489.5299,16.92650032043457,17.195798873901367,1.0,0.0,0.0,16.429698944091797,5.555800914764404,1.6919000148773193,0.19709999859333038,71.6624984741211,16.68429946899414,4.321706295013428,1.0,0.1858000010251999,71.06439971923828,18.184398651123047,1.9744560718536377,0.20074500143527985,0.0,0.0,16.127300262451172,16.411998748779297,5.607612133026123,0.991805225610733,0.9647514522075653,0.9973165690898895,0.46935319900512695,3.0,0.0,Sc,5.0,0.0,0.0,1.0,0.0,-999.0,9.763192,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,ALFALFA,0.0,0.0,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0.0,0.223752,-0.0375533,-0.255698,-0.329383,,,,0.09238053697329547,1.0,1.0,,,,,,,,,,,,0.0,0.09104955859111645,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,172.1389352826428,159.44964410158462,0.7730336890849465,pymorph_Sersic,5.555800914764404,4.294821276961848,2.559488246103604,1.6919000148773193,0.19709999859333038,71.6624984741211,89.63010853675563,9.488881951202124,9.79868587117361,0.3098039199714864,0.6910680000000013,9.639778719971488,False,,9.763192,,6290510204.081642,9.79868587117361,,152.82687186139847,2.3538506813544344e-11,-10.628221090481805,3.720230186714599e-11,-10.429430187610807,9.945722461599065e-12,-11.002363664053902,75.86987,75.87145411380659,134.33344,134.33623445898087,,,,,,,,,,
12510-1902,1-10375,202.924176092,-0.466036685729,0.038751837,0.038751837,0.03825486,1660985300.0,1709212900.0,2.056577,1.8164616,1.1360786,0.82318467,153.57764,0.8497437,150.93611,J133141.80-002757.7,2336,0,0,4096,MaNGA dither,19,25.0503,57.6147,0.0285126,11064,-18.028297,-18.507523,-18.666067,0,True,4.7370844,2.5028648,56.547844,-43.66202,49.96833,-43.20409,38.35104,30.114553,-54.123753,60.325638,-54.123753,60.325638,0.09177653,0.43402803,17.093424,998.24866,17.468198776245117,18.703899383544922,1.0,0.0,0.0,16.999099731445312,1.8034632205963135,1.0979000329971313,0.8188999891281128,64.02839660644531,17.308698654174805,0.9837431907653809,1.0,0.8167999982833862,57.02119827270508,18.142099380493164,3.554931640625,0.31700098514556885,0.0,0.0,16.719900131225586,17.164400100708008,2.1196448802948,0.42093490064144135,0.8672184646129608,0.030950148589909077,0.014283725526183844,2.0,1.0,S0a,0.0,0.0,0.0,0.0,0.0,-999.0,9.283894,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,AGBT20B_033_123,0.0,0.0,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0.0,0.24838,-0.136914,-0.246126,-0.282366,,,,0.05271017434749272,1.0,1.0,,,,,,,,,,,,0.0,0.06608033624500248,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,170.88064001586255,158.36866373611653,0.7677929483830493,pymorph_Sersic,1.8034632205963135,1.3846863434420333,0.8252004430524633,1.0979000329971313,0.8188999891281128,64.02839660644531,35.85749202864505,9.220365788889001,9.530169708860488,0.3098039199714864,0.6377700000000033,9.372669719971489,False,,9.283894,,3389765918.367342,9.530169708860488,,792.2658484424096,1.220253666424125e-10,-9.9135498787705,1.928594944972483e-10,-9.714758975899501,5.155936353626161e-11,-10.287692452342599,40.777565,69.61346589698013,57.224693,97.69119944142385,,,,,,,,,,
11866-6102,1-1038,150.101545948,0.704575815478,0.033372667,0.033372667,0.03276285,31517096000.0,36549333000.0,6.3171196,7.6819997,2.5901756,0.64500403,11.980835,0.7276412,9.108673,J100024.36+004216.5,1040,0,0,4096,MaNGA dither,61,21.6765,38.0274,0.0246953,1100,-20.280285,-20.981499,-21.326675,1,True,9.413517,2.03251,128.00056,-183.74048,163.15172,-183.74048,163.15172,89.983475,-168.08185,183.70737,-168.08185,183.70737,0.26656651,0.654919,16.489288,3940.4873,14.787199020385742,15.444999694824219,2.0,0.0,0.0,13.986900329589844,7.941185474395752,2.748500108718872,0.6481999754905701,-77.54620361328125,14.607099533081055,5.8697099685668945,1.0,0.5924000144004822,86.49349975585938,15.169599533081055,3.275315999984741,0.3733009994029999,0.0,0.0,13.544300079345703,14.239999771118164,1.227988362312317,0.4089997559785843,0.8303706645965576,0.0017714620335027575,0.818464070558548,3.0,0.0,SBab,2.0,0.0,0.75,0.0,0.0,-999.0,9.630413,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,ALFALFA,0.0,0.0,1.0,3.0,2.0,-2.5364757,0.1528498,-2.5002861,12.4031,5.18966,0.363138,0.272226,0.0444615,,,2703.0,0.1064527703422391,10.0,1.0,150.05489,0.76805,144.06714285714287,0.851857142857143,137.5,0.466,10.3,5.76,0.03387,188.72191285960585,323.6852486358958,25839.0,0.09515864433665065,2.0,1.0,150.115626588,0.731728773,215.9950442857143,0.11183714285714286,0.12997571428571428,0.083147,73.27629288672438,27.40785778580236,,,,,,,,,,,,,,,,,,,146.5798813464577,137.2651931467696,0.6654804357769682,pymorph_SerExp_disk,5.8697099685668945,3.9061771477663116,2.3278767269167533,1.0,0.5924000144004822,86.49349975585938,55.311364891110976,10.498546194563804,10.80835011453529,0.3098039199714864,1.0463900000000024,10.722946919971488,False,,9.630413,,64320604081.632576,10.80835011453529,,1889.0797354106749,2.7456254655986576e-10,-9.561358705743652,6.088321495403648e-10,-9.215502422598643,1.091225344657635e-10,-9.962085555703421,173.4461,210.93905887676726,175.8946,213.91684046230412,57.191748880036414,46.28294568232285,59.085641970057004,45.13457564760344,18906.25,4.276605396332563,0.4049826456214718,0.563769110940583,3.246627935921691e-12,-11.488567478739144
11024-12701,1-10425,201.442019476,-0.914642891419,0.10713833,0.10713833,0.10662472,119718220000.0,114320650000.0,11.156683,8.768553,6.0,0.5113501,110.36813,0.40909335,101.670685,J132545.11-005452.3,4096,0,0,0,MaNGA dither,127,21.7118,49.0639,0.0286237,11120,-21.450808,-22.289402,-22.698063,0,True,9.384583,1.8305647,170.9914,-374.3124,143.94446,-374.3124,143.94446,97.47586,-395.16534,287.06097,-393.3003,285.85553,0.7709244,0.08648497,2.1545675,997.23193,17.299699783325195,20.473499298095703,1.0,0.0,0.0,16.31279945373535,3.241457939147949,6.170599937438965,0.7675999999046326,54.18170166015625,18.645599365234375,6.601161479949951,1.0,0.09650000184774399,32.090999603271484,16.465999603271484,2.593601942062378,0.8815810084342957,0.0,0.0,15.979700088500977,18.718299865722656,-1.4168792963027954,0.042880333960056305,0.6809705197811127,0.1568521186709404,0.007043577264994383,2.0,0.0,E,-5.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,2.0,2.0,1.0,1.6293964,0.0322292,1.6293964,0.0,2.72852,2.32667,1.71028,-1.5308,,,45024.0,0.1544206280105408,3.0,1.0,201.41989,-0.88901,450.7742857142857,0.4621428571428572,124.1,0.07971428571428572,4.86,5.05,0.10766,238.91362372493364,319.1985232634468,42558.0,0.16695014834203997,3.0,1.0,201.419889082,-0.889008826,662.8235114285715,0.6794385714285714,0.5571571428571429,7.0415,238.92412568800785,319.1986456045926,,,,,,,,,,,,,,,,,,,495.5120827310965,404.2504161365397,1.9598613233721756,pymorph_Sersic,3.241457939147949,6.352808046273744,3.7859404328210635,6.170599937438965,0.7675999999046326,54.18170166015625,40.85489850793349,11.078160251018767,11.387964170990253,0.3098039199714864,1.2472550000000027,11.41210761997149,False,,,,244322897959.184,11.387964170990253,,2712.91851461743,4.178456979661732e-10,-9.378984064860143,6.603996554565309e-10,-9.180193161989145,1.7655229266086768e-10,-9.753126638432242,259.12842,396.1326157779639,339.5779,519.1166887392199,85.01682160329058,49.33213333943951,85.01694394443639,49.33212417465425,15400.81,4.18754356299746,2.997124311961533,0.42882717874312315,2.089065717999022e-12,-11.680047897733713
12514-6104,1-10550,200.6611155,1.17568528896,0.11091898,0.11091898,0.11042955,93973260000.0,92143590000.0,3.3472295,1.4828296,6.0,0.8306042,119.8374,0.89291716,122.53623,J132238.67+011032.3,2080,0,0,4096,MaNGA dither,61,22.5311,44.1782,0.0247973,11252,-21.310461,-22.071259,-22.407755,0,True,8.674891,2.4285288,238.9612,-74.140335,56.776337,-25.0536,29.170551,454.18207,-174.35588,513.68713,-90.14472,273.39432,0.0555931,0.27936703,9.966124,66.75889,16.375900268554688,19.55729866027832,1.0,0.0,0.0,15.420099258422852,7.582686901092529,6.9552998542785645,0.8773999810218811,25.305400848388672,17.644899368286133,3.5808298587799072,1.0,0.8774999976158142,8.587599754333496,15.851999282836914,4.094362735748291,0.8390700221061707,0.0,0.0,14.945969291346746,17.464399337768555,-1.470291018486023,0.017925226595252752,0.2911096513271332,0.025611145421862602,0.015321499202400446,1.0,0.0,E,-5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,1.0,-999.0,-999.0,-999.0,-999.0,13.032,14.8673,1.99963,1.03082,0.4838,,,25259.0,0.17118942136386206,4.0,1.0,200.74351,1.19777,470.36571428571426,0.6292857142857143,171.5,0.6285714285714287,13.8,7.77,0.11246,620.2859168081599,74.99142282365155,11588.0,0.1725030346746074,3.0,1.0,200.719958844,1.213081102,691.52629,0.7564628571428572,0.8312,23.495,507.0022738326144,57.55719287736269,,,,,,,,,,,,,,,,,,,514.283215472118,416.7135066046872,2.0202840910508133,pymorph_Sersic,7.582686901092529,15.31918171369663,9.12942891161897,6.9552998542785645,0.8773999810218811,25.305400848388672,29.317749936322087,10.973004293104717,11.282808213076203,0.3098039199714864,1.0972940000000015,11.191011719971488,False,,,,191782163265.30588,11.282808213076203,,366.21921067194836,5.6405351236072895e-11,-10.248679692079538,8.91479192044302e-11,-10.04988878920854,2.3832946294630433e-11,-10.622822265651637,27.112076,55.370024205565656,181.76952,371.22139125048784,49.686021975262875,68.07668877489553,32.25179202897401,74.85286469221411,29412.25,4.468528248757579,0.9868185040129814,0.6099642370459749,1.5366882928190014e-12,-11.81341421736524
