plateifu,mangaid,objra,objdec,z,nsa_z,nsa_zdist,nsa_elpetro_mass,nsa_sersic_mass,nsa_elpetro_th50_r,nsa_sersic_th50,nsa_sersic_n,nsa_sersic_ba,nsa_sersic_phi,nsa_elpetro_ba,nsa_elpetro_phi,nsa_iauname,mngtarg1,mngtarg2,mngtarg3,drp3qual,srvymode,ifudesignsize,bluesn2,redsn2,ebvgal,nsa_nsaid,nsa_absmag_g,nsa_absmag_r,nsa_absmag_i,DAPQUAL,DAPDONE,RCOV90,BIN_RMAX,STELLAR_SIGMA_1RE,STELLAR_VEL_LO,STELLAR_VEL_HI,STELLAR_VEL_LO_CLIP,STELLAR_VEL_HI_CLIP,HA_GSIGMA_1RE,HA_GVEL_LO,HA_GVEL_HI,HA_GVEL_LO_CLIP,HA_GVEL_HI_CLIP,SFR_TOT,SB_1RE,SNR_MED_r,HA_GFLUX_TOT,pym_g_M_S,pym_g_M_SE_DISK,pym_r_FLAG_FIT,pym_r_FLAG_FAILED_S,pym_r_FLAG_FAILED_SE,pym_r_M_S,pym_r_A_HL_S,pym_r_N_S,pym_r_BA_S,pym_r_PA_S,pym_r_M_SE_DISK,pym_r_A_HL_SE_DISK,pym_r_N_SE_DISK,pym_r_BA_SE_DISK,pym_r_PA_SE_DISK,pym_r_M_SE_BULGE,pym_r_A_HL_SE_BULGE,pym_r_BT_SE,pym_r_DUPL_N,pym_r_DUPL_ID,pym_i_M_S,pym_i_M_SE_DISK,dl_TType,dl_P_LTG,dl_P_S0,dl_P_edge,dl_P_bar,dl_VisualClass,dl_VisualFlag,vm_Type,vm_TType,vm_Unsure,vm_Bars,vm_EdgeOn,vm_Tidal,hi_LOGMHI,hi_LOGHILIM200KMS,hi_SNR,hi_FHI,hi_EFHI,hi_WP50,hi_WF50,hi_VHI,hi_SESSION,hi_conflag,hi_conf_prob,gema_grp_MG,gema_grp_GroupSize,gema_grp_nneigh,gema_grp_Q_nn,gema_grp_dnn,gema_grp_Q_group,gema_lss_mh,gema_lss_den1,gema_lss_t1,gema_lss_t2,gema_lss_t3,gema_overdensity,gema_local_density,t14_GroupID,t14_sep_arcsec,t14_Ngal,t14_Rank,t14_grp_RA,t14_grp_DE,t14_grp_Dc_Mpc,t14_grp_Rmax_Mpc,t14_grp_sigma_v,t14_grp_Rvir_Mpc,t14_grp_MNFW_rank_only,t14_grp_Lr_1e10Lsun,t14_grp_zcmb,t14_Rproj_kpc,t14_PA_to_host_deg,t17_GroupID,t17_sep_arcsec,t17_Ngal,t17_Rank,t17_grp_RA,t17_grp_DE,t17_grp_Dc_Mpc,t17_grp_Rmax_Mpc,t17_grp_R200_Mpc,t17_grp_M200_rank_only,t17_Rproj_kpc,t17_PA_to_host_deg,t14_mcxc_name,t14_mcxc_sep_arcmin,t14_mcxc_L500_1e44,t14_mcxc_M500_rank_only,t14_mcxc_R500_rank_only,t17_mcxc_name,t17_mcxc_sep_arcmin,t17_mcxc_L500_1e44,t17_mcxc_M500_rank_only,t17_mcxc_R500_rank_only,xray_name,xray_oname,xray_Rproj_Mpc,xray_dz,xray_L500_1e44,xray_M500_rank_only,xray_R500_rank_only,xray_R_over_R500_rank_only,DL_Mpc,DA_Mpc,kpc_per_arcsec,struct_source,Rhl_disk_arcsec,Rhl_disk_kpc,Rd_kpc,nser_disk,ba_disk,pa_disk_deg,incl_deg,logMstar_nsa_h1_raw,logMstar_nsa,nsa_h_rescale_dex,gi_rest,logMstar_taylor,hi_detected,logMHI_use,logMHI_limit,Mgas_Msun,Mb_Msun,logMb,f_gas,Sigma_b_Msun_pc2,gbar_2p2Rd_ms2,log_gbar_2p2Rd,gbar_1Rd_ms2,log_gbar_1Rd,gbar_4Rd_ms2,log_gbar_4Rd,vamp_stel_kms,vamp_stel_deproj_kms,vamp_ha_kms,vamp_ha_deproj_kms,t14_theta_sky_deg,t14_psi_norm_host_deg,t17_theta_sky_deg,t17_psi_norm_host_deg,Phi_proxy_sigma2,log_Phi_proxy,R_over_Rvir_t14,R_over_R200_t17,gext_proxy_ms2,log_gext_proxy
10844-3701,1-181550,145.021695659,4.62302920354,0.116640456,0.116640456,0.11610295,108766910000.0,158104080000.0,3.0706499,6.619334,6.0,0.77575463,123.0343,0.89148295,119.5566,J094005.20+043722.9,2048,0,0,4096,MaNGA dither,37,22.843,58.5322,0.0430037,191988,-21.505512,-22.139122,-22.47251,0,True,6.7456036,2.2576847,199.94392,-82.71222,63.47637,-82.71222,63.47637,306.26276,-392.0046,515.71875,-310.32446,314.15216,0.016771046,0.33529362,12.328396,18.075624,16.804399490356445,17.738800048828125,0.0,0.0,0.0,15.862998962402344,3.8176379203796387,3.1547000408172607,0.8233000040054321,41.067100524902344,16.92140007019043,4.718616962432861,1.0,0.7569000124931335,2.452699899673462,16.476699829101562,2.0019383430480957,0.60098797082901,0.0,0.0,15.298799514770508,16.60759925842285,-1.8296276330947876,0.020501160994172096,0.4626244455575943,0.03333890903741121,0.059672679752111435,1.0,0.0,Edc,-5.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,1.0,1.0,-999.0,-999.0,-999.0,-999.0,13.1653,27.1611,3.53225,2.00277,1.6109,,,,0.07757218897940721,1.0,1.0,,,,,,,,,,,,0.0,0.07969964191550466,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,542.8500949524347,435.36468852524087,2.110707572690286,pymorph_SerExp_disk,4.718616962432861,9.959620555231876,5.935411534703144,1.0,0.7569000124931335,2.452699899673462,41.836479777122,11.036496790672924,11.34630071064441,0.3098039199714864,0.9669980000000002,11.125706519971486,False,,,,221973285714.286,11.34630071064441,,1002.8111856714098,1.464245578667078e-10,-9.834386078663082,4.121874913126869e-10,-9.384905191926784,5.465358848993386e-11,-10.262381317516434,73.0943,109.58550986390527,312.2383,468.1185114858197,,,,,,,,,,
10844-12704,1-181573,144.984886675,4.97059706983,0.11677745,0.11677745,0.116245255,93440200000.0,127109290000.0,5.486335,7.1384263,3.9162223,0.7915619,22.473785,0.83198404,19.37201,J093956.37+045814.2,2080,0,0,4096,MaNGA dither,127,24.1233,54.4875,0.0454814,192011,-21.257124,-22.003317,-22.38921,0,True,10.006513,2.351883,216.34222,-79.73188,90.29814,-79.73188,90.29814,264.56363,-351.8972,754.74603,-316.75943,704.8994,0.13904752,0.09144705,4.45498,149.4854,17.149599075317383,17.564800262451172,2.0,0.0,0.0,15.889699935913086,8.266103744506836,4.024899959564209,0.7285000085830688,-65.1427993774414,16.795299530029297,4.377384185791016,1.0,0.7483000159263611,-67.34819793701172,16.93389047359703,3.5173633878140627,0.4681315151396859,0.0,0.0,15.449600219726562,16.482898712158203,-1.5175594091415405,0.020453176461160183,0.2777862250804901,0.10818475484848022,0.05876109376549721,1.0,0.0,S0a,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,1.0,2.0,1.0,-1.3837698,0.4463188,-1.3837698,13.3833,30.4487,4.14207,2.6623,1.96484,,,28309.0,0.12094163582014153,2.0,1.0,145.01008,4.97562,493.4585714285715,0.19714285714285718,88.6,0.394,2.45,5.79,0.11812,194.69181465053285,78.68187879353195,12896.0,0.10130913345080625,2.0,1.0,145.01008325,4.975618412,725.3759142857143,0.2898085714285714,0.3763428571428572,2.1934,194.71359380901498,78.686785910586,,,,,,,,,,,,,,,,,,,543.5364402149365,435.8081960414414,2.112857757805575,pymorph_SerExp_disk,4.377384185791016,9.248790135843988,5.511793883101304,1.0,0.7483000159263611,-67.34819793701172,42.61272412216606,10.970533759335998,11.280337679307484,0.3098039199714864,1.1320859999999975,11.207948119971483,False,,,,190694285714.28577,11.280337679307484,,999.014689095017,1.3566320342729125e-10,-9.867537932115681,2.979677996139571e-10,-9.525830666143788,5.428902273430211e-11,-10.26528797608092,85.015015,125.56878027483022,510.8294,754.5046695327486,33.96992326945634,67.77152101501946,33.965016152402306,67.7744975710655,7849.959999999999,3.8948674437741015,0.4941416615495758,0.5173835243938296,1.306679884649021e-12,-11.88383079448408
10844-9101,1-181589,144.609457956,5.20638455722,0.022492912,0.022492912,0.02196556,1873174100.0,1954537900.0,8.209603,8.220241,0.67920744,0.88689977,95.42209,0.90005517,92.26896,J093826.23+051222.8,1168,0,0,4096,MaNGA dither,91,22.843,58.5322,0.0552951,192028,-18.2444,-18.67789,-18.801497,0,True,11.4668255,1.4596109,46.38554,-37.620934,42.643337,-37.620934,42.643337,20.075577,-43.10617,53.321575,-43.114754,52.610455,0.09402003,0.11540374,4.891672,3109.4546,16.13789939880371,17.164899826049805,1.0,0.0,0.0,15.63279914855957,8.104219436645508,0.6665999889373779,0.8921999931335449,37.491600036621094,16.458499908447266,4.721943378448486,1.0,0.6651999950408936,-0.8360999822616577,16.35700035095215,9.7838134765625,0.5233539938926697,0.0,0.0,15.375499725341797,16.17449951171875,6.748216152191162,0.9996316432952881,0.9891134202480316,5.069133976576268e-06,0.22870294749736786,3.0,0.0,SBcd,6.0,0.0,1.0,0.0,0.0,9.34,-999.0,7.1,0.92,0.07,-999.0,147.0,6742.0,ALFALFA,0.0,0.0,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0.0,0.58032,0.171722,0.0367588,-0.466186,,,15842.0,0.5099987319358502,2.0,1.0,144.52698,5.2213,100.96000000000001,0.14342857142857143,35.9,0.2862857142857143,0.292,0.306,0.02369,136.56952279907875,280.2960977491704,86621.0,0.5066663509500472,2.0,1.0,144.526982421,5.22130107,148.80752857142858,0.21146714285714285,0.19274285714285716,0.26836,136.56595467344872,280.29711590003154,,,,,,,,,,,,,,,,,,,97.99742596758259,93.73333217642079,0.4544320181511348,pymorph_Sersic,8.104219436645508,3.682816794134471,2.194765669925191,0.6665999889373779,0.8921999931335449,37.491600036621094,27.44866452003591,9.27257814424946,9.582382064220946,0.3098039199714864,0.5570970000000024,9.370370619971489,True,9.34,,2909724200.0,6732528445.714289,9.82817819703203,0.43218891438212,222.4446739633118,3.426109171736959e-11,-10.4651988025125,5.4149206934151973e-11,-10.2664078996415,1.4476334975346698e-11,-10.839341376084597,40.132133,87.0632654528999,47.862602,103.83386283783152,62.80449771254934,65.79539774855724,62.805515863410434,65.79516258562074,1288.81,3.1101888971566383,0.47703925129418717,0.7085396403158472,3.0583315152778484e-13,-12.514515439966118
10844-9102,1-181692,145.831379014,5.89553882207,0.091540724,0.091540724,0.09101953,111044880000.0,260340330000.0,9.2915535,22.701017,6.0,0.95233,156.46552,0.9391513,157.26848,J094319.52+055343.8,1040,0,0,4096,MaNGA dither,91,24.1233,54.4875,0.0387214,192138,-21.696661,-22.558502,-22.873055,0,True,11.28136,1.2583369,250.33047,-3.309651,397.6151,-3.5841525,54.694786,380.53995,-387.66095,694.0675,-272.55713,390.78674,0.023513915,0.09220896,3.325349,42.546528,15.465799331665039,17.916500091552734,2.0,1.0,0.0,,,,,,15.797800064086914,7.113387584686279,1.0,0.7289999723434448,-78.24109649658203,16.466798782348633,2.3946516513824463,0.3506529927253723,0.0,0.0,,15.69849967956543,-1.6895638704299927,0.2614605128765106,0.4796123802661896,0.31391312181949615,0.3699173480272293,1.0,0.0,Edc,-5.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,1.0,4.0,3.0,0.0503603,0.1655204,0.126948,13.3982,25.6948,1.951,1.16302,0.0873407,,,33367.0,0.09605918673605679,8.0,5.0,145.83554,5.88052,389.04285714285714,0.5547142857142857,313.7,0.17157142857142857,31.2,9.05,0.09261,95.61062979423966,164.59212431469612,18704.0,0.09596467528621876,32.0,18.0,145.836975646,5.813817247,553.79147,2.255392857142857,2.7735714285714286,852.8,502.70887780264866,176.10235155765432,,,,,,,,,,,,,,,,,,,418.9641249930391,351.6389302637852,1.704793642026051,pymorph_SerExp_disk,7.113387584686279,12.126857927640216,7.2269713513946465,1.0,0.7289999723434448,-78.24109649658203,44.31710334567895,11.045498539120345,11.355302459091831,0.3098039199714864,1.176394000000002,11.432501719971487,False,,,,226622204081.63245,11.355302459091831,,690.5735250050669,1.0486292058084186e-10,-9.979378050737495,2.4842897835675814e-10,-9.604797746633944,4.101240769322832e-11,-10.387084734072928,29.13947,41.70951034684132,331.67194,474.74694813952607,62.83322081127813,51.570073401834996,74.34344805423635,47.7236284697179,98407.68999999999,4.99302903739549,0.5572642868939864,0.18124965977947674,3.335587312419058e-11,-10.47682768675911
10844-6104,1-181700,145.847277242,6.30103139194,0.06144884,0.06144884,0.06093373,74265550000.0,110494970000.0,4.7769012,8.998633,6.0,0.7856183,134.74515,0.85949016,128.62146,J094323.34+061803.7,1040,0,0,4096,MaNGA dither,61,24.1233,54.4875,0.0422678,192146,-21.010183,-21.777395,-22.146355,0,True,9.428413,2.2198908,225.83653,-8.509383,43.116055,-6.565228,42.784176,472.3888,-236.94333,428.89575,-219.86942,358.3935,0.021082418,0.46701473,13.20324,88.26441,15.259899139404297,17.141498565673828,1.0,0.0,0.0,14.471799850463867,8.603495597839355,5.323800086975098,0.8356000185012817,70.23040008544922,15.713199615478516,17.89290428161621,1.0,0.633899986743927,57.88159942626953,14.923898696899414,4.191580772399902,0.674140989780426,0.0,0.0,14.002599716186523,15.47599983215332,-2.9570441246032715,0.0029575710650533438,0.07917612046003342,0.026879466138780117,0.034927111119031906,1.0,0.0,E,-5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,7.0,-0.9612473,0.2118536,-0.9340462,13.4741,28.9989,2.39404,1.84368,1.09669,,,6081.0,0.040396028515657774,9.0,1.0,145.83066,6.22071,267.8457142857143,0.6707142857142857,226.6,0.40142857142857147,21.7,9.68,0.06337,349.8798616736273,191.62179431668,16943.0,0.047693521152403766,8.0,1.0,145.844050001,6.206996982,393.35048,0.8079000000000001,0.8096714285714286,20.668,401.4508520844878,181.95409470425182,,,,,,,,,,,,,,,,,,,275.4315981724552,244.46440247574444,1.1851968686450882,pymorph_Sersic,8.603495597839355,10.196836041961005,6.076779524410611,5.323800086975098,0.8356000185012817,70.23040008544922,34.10187503345476,10.870787401721651,11.180591321693138,0.3098039199714864,1.1361719999999984,11.113666319971484,False,,,,151562346938.77573,11.180591321693138,,653.2275515099776,1.0061058624531209e-10,-9.997356320412917,1.5901371442877128e-10,-9.79856541754192,4.2510978942762314e-11,-10.371498893985017,24.674702,44.00961998702387,289.13147,515.692804252428,58.60860576876924,61.40593819774561,68.27630538119742,58.61089251981427,51347.56,4.710519811054757,0.8715868440268296,0.495819461967185,4.7560927975536874e-12,-11.322749680320728
10844-6103,1-181720,146.091076075,6.07547623633,0.061824728,0.061824728,0.0613054,37801374000.0,50564813000.0,3.8827796,6.8806887,6.0,0.58029336,34.704376,0.7348735,33.887726,J094421.85+060431.7,2048,0,0,4096,MaNGA dither,61,22.843,58.5322,0.0371096,192167,-20.307184,-21.036787,-21.384562,0,True,9.702157,2.413977,189.38788,-44.163063,33.418224,-43.70146,32.729984,188.35703,-433.7467,286.37155,-426.56622,263.4748,0.02357318,0.44041982,12.744648,97.44409,16.0762996673584,18.195098876953125,1.0,0.0,0.0,15.146699905395508,9.286001205444336,8.0,0.5586000084877014,-26.10569953918457,16.788599014282227,3.4808003902435303,1.0,0.7350999712944031,-14.837200164794922,15.79119873046875,4.0410614013671875,0.7147650122642517,0.0,0.0,14.857500076293945,17.4330997467041,-1.9715266227722168,0.026537686586380005,0.41423334181308746,0.6464548707008362,0.074908796697855,1.0,0.0,Sa,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,1.0,2.0,1.0,1.276412,0.0181156,1.276412,12.3139,17.4094,2.32837,1.63483,0.960614,,,16198.0,0.025622651377084422,2.0,1.0,146.11293,6.05474,268.07428571428574,0.13214285714285715,191.5,0.264,7.66,1.9,0.06342,128.8884418365838,133.65619279714377,52136.0,0.019800623564028636,2.0,1.0,146.112927524,6.054735456,394.6757642857143,0.1946142857142857,0.5596428571428571,6.8264,128.89426070368663,133.6657053684556,,,,,,,,,,,,,,,,,,,277.1902279168529,245.85115075495145,1.1919200140252348,pymorph_Sersic,9.286001205444336,11.06817068703156,6.596049277134423,8.0,0.5586000084877014,-26.10569953918457,57.83739476466354,10.577507585810062,10.887311505781549,0.3098039199714864,1.0773779999999995,10.767793319971485,False,,,,77145661224.48979,10.887311505781549,,282.2044478861826,4.3465335895939744e-11,-10.361856959839805,6.869639436207567e-11,-10.163066056968807,1.8365403164505276e-11,-10.735999533411904,38.21572,45.14339097526015,345.0205,407.5651385859702,20.238107663671656,72.97209956097092,20.228595092359832,72.98000166940831,36672.25,4.564337556609283,0.4882137948355447,0.23031520738374128,9.220894178239074e-12,-11.035226962043403
10515-1901,1-181880,147.325419485,5.56595651099,0.0241833,0.0241833,0.0236524,1111310000.0,1118560000.0,3.43556,3.38698,1.13665,0.722012,17.5771,0.81185,14.9341,J094918.08+053357.4,1168,0,0,4096,MaNGA dither,19,19.3872,47.9615,0.0247998,192334,-18.0586,-18.3746,-18.4941,0,True,4.444955,1.9697167,73.30657,-34.002098,55.790543,-34.07561,43.91583,28.79348,-43.335148,52.04183,-43.335148,52.04183,0.11320329,0.52379626,13.68628,3230.6033,16.360300064086914,16.66790008544922,1.0,0.0,0.0,16.017499923706055,3.3525755405426025,0.954200029373169,0.7289999723434448,-67.07279968261719,16.13239860534668,2.3035717010498047,1.0,0.7893000245094299,-60.26559829711914,18.022998809814453,2.2274208068847656,0.14914700388908386,0.0,0.0,15.822500228881836,15.832599639892578,5.240324974060059,0.9935522675514221,0.9879674315452576,0.00024404743453487754,0.4405208081007004,3.0,1.0,SABd,7.0,1.0,0.5,0.0,0.0,9.26,-999.0,4.7,0.66,0.08,-999.0,153.0,7256.0,ALFALFA,0.0,0.0,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0.0,0.424899,0.0847769,0.0108133,-0.521764,,,22811.0,0.17775041414530168,2.0,1.0,147.4098,5.54313,108.04714285714286,0.16014285714285717,20.1,0.31971428571428573,0.102,0.314,0.02536,152.76742328215295,105.20130084801548,0.0,0.1729203689155721,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,105.49558070252515,100.57241687681568,0.48758883644131834,pymorph_Sersic,3.3525755405426025,1.6346784068947915,0.974182602440281,0.954200029373169,0.7289999723434448,-67.07279968261719,44.31710334567895,9.045835222316152,9.355639142287638,0.3098039199714864,0.4355000000000011,9.162293919971487,False,,,,2267979591.8367352,9.355639142287638,,380.3457213879621,5.85811267701168e-11,-10.232242279200376,9.258670395207089e-11,-10.033451376329378,2.4752276470148904e-11,-10.606384852772475,38.99572,55.81750219486852,47.688488,68.26011393414389,7.725899469367341,84.61086256115438,,,404.01000000000005,2.6063921148409777,0.47782482706660884,,8.570591901063883e-14,-13.066989183854028
10515-3702,1-181975,147.512787176,6.17520520052,0.0616125,0.0616125,0.0610902,31923200000.0,41610500000.0,2.30373,3.19571,5.34295,0.99121,8.00208,0.967419,126.107,J095003.06+061030.7,2080,0,0,4096,MaNGA dither,37,25.0984,58.7846,0.0257382,192438,-20.1429,-20.8546,-21.2014,0,True,6.398703,3.2871974,154.72916,-12.680606,60.476143,-11.260752,46.79984,191.91283,-145.48134,233.10402,-145.17076,212.66078,0.028915942,0.7414769,25.932537,120.39037,16.26529884338379,17.854999542236328,0.0,0.0,0.0,15.504499435424805,2.657595634460449,3.9265999794006348,0.9941999912261963,64.34559631347656,16.683198928833008,5.571561813354492,1.0,0.8747000098228455,-74.48719787597656,15.921798706054688,1.5243624448776245,0.668470025062561,0.0,0.0,14.767398834228516,17.50589942932129,-1.865372657775879,0.012006846722215414,0.18912575393915176,0.015054138842970133,0.0527039784938097,1.0,0.0,E,-5.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,1.0,1.0,-999.0,-999.0,-999.0,-999.0,12.2846,18.4717,2.46525,2.04635,0.77077,,,15934.0,0.030954584745123453,5.0,2.0,147.3954,6.23457,263.41,0.5665714285714286,109.3,0.4375714285714286,4.38,5.92,0.0623,560.0249174499697,296.96868462466585,0.0,0.015439740435897078,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,276.19719010858927,245.06833995414755,1.1881248401657345,pymorph_SerExp_disk,5.571561813354492,6.619710988965316,3.945000589371464,1.0,0.8747000098228455,-74.48719787597656,29.647257735092424,10.504106418790393,10.813910338761879,0.3098039199714864,1.0584999999999987,10.681313919971485,False,,,,65149387755.1021,10.813910338761879,,666.2486247040611,1.0229389069460492e-10,-9.990150302913936,3.291246702752895e-10,-9.482639562971919,3.658958103577404e-11,-10.43664256331725,29.030296,58.687508986836264,178.91577,361.6952727274219,11.455882500642396,84.3618325022285,,,11946.49,4.077240323899406,1.2798479993959477,,6.913252637015554e-13,-12.160317572025859
10515-6103,1-181988,147.79742386,6.08197351691,0.0613264,0.0613264,0.0608019,32408700000.0,40565900000.0,3.79922,5.53298,4.80291,0.66678,3.34222,0.791979,3.27832,J095111.37+060455.1,2080,0,0,4096,MaNGA dither,61,25.0984,58.7846,0.0286592,192451,-20.1461,-20.8744,-21.2143,0,True,9.405886,2.4790344,165.41806,-39.41297,82.054085,-39.41297,82.054085,381.68353,-414.01785,101.2745,-394.62305,91.18733,0.010160833,0.3753993,12.476351,42.717197,16.222299575805664,17.872699737548828,1.0,0.0,0.0,15.340599060058594,6.404468059539795,5.101900100708008,0.682200014591217,-80.12419891357422,16.986799240112305,3.8718106746673584,1.0,0.7189000248908997,-67.91919708251953,15.803499221801758,4.131943225860596,0.748354971408844,0.0,0.0,14.945098876953125,16.875499725341797,-2.055846691131592,0.01002264954149723,0.4038642346858978,0.033081645146012306,0.0633678026497364,1.0,0.0,S0,-2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,1.0,-999.0,-999.0,-999.0,-999.0,12.2997,15.7171,2.26678,1.95586,0.784375,,,,0.05483044741181832,1.0,1.0,,,,,,,,,,,,0.0,0.06920553520731806,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8589397381944,244.01242018597307,1.1830055966680846,pymorph_Sersic,6.404468059539795,7.576521558117565,4.515209510201172,5.101900100708008,0.682200014591217,-80.12419891357422,48.26595474528285,10.510661610663503,10.820465530634989,0.3098039199714864,1.068200000000001,10.693263919971487,False,,,,66140204081.63256,10.820465530634989,,516.3329595588795,7.95259808605951e-11,-10.099490965669615,1.25689771644918e-10,-9.900700062798617,3.360210315765654e-11,-10.473633539241714,60.73353,81.3857508910527,242.90518,325.5042351295303,,,,,,,,,,
10518-12701,1-182089,151.664931445,5.979090741,0.077612,0.077612,0.0770758,53583500000.0,71471400000.0,5.11472,5.94407,6.0,0.507522,112.229,0.597503,109.033,J100639.57+055844.6,2080,0,0,0,MaNGA dither,127,24.5649,52.1169,0.0217759,192557,-20.8047,-21.5034,-21.8267,0,True,10.078741,2.9509912,216.30328,-383.7824,172.9886,-272.2155,173.44727,374.76425,-718.2118,555.03625,-513.46893,366.23697,0.10633295,0.29389986,8.957133,272.8166,16.661271475737678,17.349599838256836,1.0,0.0,0.0,15.60770034790039,4.559424877166748,5.618100166320801,0.6223999857902527,28.476499557495117,17.67490005493164,5.115884304046631,1.0,0.3905999958515167,12.704000473022461,15.896799087524414,3.031221628189087,0.8372200131416321,0.0,0.0,15.259899139404297,16.392000198364258,-1.7503092288970947,0.07302075624465942,0.7064537405967712,0.12825695797801018,0.16785725206136703,2.0,0.0,S0,-2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,1.0,9.0,8.0,-1.533553,0.1374547,-1.2516085,13.5293,36.1843,2.71856,2.05666,0.862533,,,20186.0,0.08596895886668258,10.0,2.0,151.67477,5.97912,329.6,0.5584285714285715,192.2,0.328,13.4,9.85,0.07822,51.744213481530174,89.8281634508358,37739.0,0.0765890169244601,7.0,1.0,151.639977646,5.966740849,484.05021142857146,0.48131428571428575,0.6940428571428572,13.21,146.59218942757408,243.54582229898855,,,,,,,,,,,,,,,,,,,351.8398565218229,302.98435035847973,1.468909582158759,pymorph_Sersic,4.559424877166748,6.697382891203259,3.9912889697278064,5.618100166320801,0.6223999857902527,28.476499557495117,53.01939372954827,10.729031077712698,11.038834997684184,0.3098039199714864,1.0219999999999985,10.905883919971485,False,,,,109354081632.65285,11.038834997684184,,1092.5184642432491,1.6827049458838142e-10,-9.773992028770618,2.659493138030665e-10,-9.57520112589962,7.109931190236144e-11,-10.148134602342717,222.83139,278.94399641555356,439.85297,550.615171622131,61.351663893340685,45.489148194868605,35.069322741493444,62.67825841508947,36940.84,4.567506766665053,0.15775674841929932,0.21121489533232168,2.3136327939241048e-11,-10.63570556855943
10518-6101,1-182093,151.559595312,5.78980506263,0.12399,0.12399,0.123451,100818000000.0,138060000000.0,3.69232,5.27883,3.86726,0.957223,76.0858,0.952257,93.3028,J100614.30+054723.2,2048,0,0,0,MaNGA dither,61,24.5649,52.1169,0.0206479,192562,-21.4228,-22.1666,-22.5004,0,True,7.6129203,2.0417697,221.19028,-86.297615,124.69755,-86.297615,124.69755,523.20435,-852.82587,487.73563,-588.06934,435.6142,0.059079245,0.18867965,7.933344,55.812675,16.90019989013672,18.247299194335938,1.0,0.0,0.0,15.911998748779297,4.447595119476318,3.3526999950408936,0.973800003528595,-20.20199966430664,17.277198791503906,4.0591583251953125,1.0,0.7868000268936157,-6.768599987030029,16.445999145507812,2.719609260559082,0.6825600266456604,0.0,0.0,15.421499252319336,17.2864990234375,-2.5424258708953857,0.002989394939504564,0.2681986764073372,0.02158775832504034,0.019041438587009907,1.0,0.0,E,-5.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,2.0,13.0,12.0,-1.1078479,0.2789741,-0.9536076,-99.0,-0.0,0.0,0.0,0.0,,,18801.0,0.026346591950837304,10.0,3.0,151.48264,5.78417,519.8714285714286,0.8602857142857143,326.0,0.3684285714285715,54.9,27.3,0.12462,614.9540483150611,265.79448803283685,2710.0,0.022396956640383252,11.0,3.0,151.487554154,5.786561556,766.6736642857143,1.2084685714285714,1.6380000000000001,182.16,574.7182099992501,267.41255534800166,,,,,,,,,,,,,,,,,,,579.8257007467373,458.95760095783913,2.225089239935715,pymorph_Sersic,4.447595119476318,9.896296043937356,5.897673446923335,3.3526999950408936,0.973800003528595,-20.20199966430664,13.420469402971092,11.003538077772047,11.313341997743533,0.3098039199714864,1.0776000000000003,11.214283919971486,False,,,,205751020408.1634,11.313341997743533,,941.4574256277289,1.450039627055769e-10,-9.83862012909158,2.2917686475342622e-10,-9.63982922622058,6.12685069756374e-11,-10.212762702663678,105.49758,454.54400164273153,511.84177,2205.307471696198,74.00351230285652,77.10833221493044,72.38544498769173,77.2196908602893,106276.0,5.026435200135878,1.6691269244689517,0.3508658180703602,5.600695868393295e-12,-11.25175800995306
