plateifu,mangaid,objra,objdec,z,nsa_z,nsa_zdist,nsa_elpetro_mass,nsa_sersic_mass,nsa_elpetro_th50_r,nsa_sersic_th50,nsa_sersic_n,nsa_sersic_ba,nsa_sersic_phi,nsa_elpetro_ba,nsa_elpetro_phi,nsa_iauname,mngtarg1,mngtarg2,mngtarg3,drp3qual,srvymode,ifudesignsize,bluesn2,redsn2,ebvgal,nsa_nsaid,nsa_absmag_g,nsa_absmag_r,nsa_absmag_i,DAPQUAL,DAPDONE,RCOV90,BIN_RMAX,STELLAR_SIGMA_1RE,STELLAR_VEL_LO,STELLAR_VEL_HI,STELLAR_VEL_LO_CLIP,STELLAR_VEL_HI_CLIP,HA_GSIGMA_1RE,HA_GVEL_LO,HA_GVEL_HI,HA_GVEL_LO_CLIP,HA_GVEL_HI_CLIP,SFR_TOT,SB_1RE,SNR_MED_r,HA_GFLUX_TOT,pym_g_M_S,pym_g_M_SE_DISK,pym_r_FLAG_FIT,pym_r_FLAG_FAILED_S,pym_r_FLAG_FAILED_SE,pym_r_M_S,pym_r_A_HL_S,pym_r_N_S,pym_r_BA_S,pym_r_PA_S,pym_r_M_SE_DISK,pym_r_A_HL_SE_DISK,pym_r_N_SE_DISK,pym_r_BA_SE_DISK,pym_r_PA_SE_DISK,pym_r_M_SE_BULGE,pym_r_A_HL_SE_BULGE,pym_r_BT_SE,pym_r_DUPL_N,pym_r_DUPL_ID,pym_i_M_S,pym_i_M_SE_DISK,dl_TType,dl_P_LTG,dl_P_S0,dl_P_edge,dl_P_bar,dl_VisualClass,dl_VisualFlag,vm_Type,vm_TType,vm_Unsure,vm_Bars,vm_EdgeOn,vm_Tidal,hi_LOGMHI,hi_LOGHILIM200KMS,hi_SNR,hi_FHI,hi_EFHI,hi_WP50,hi_WF50,hi_VHI,hi_SESSION,hi_conflag,hi_conf_prob,gema_grp_MG,gema_grp_GroupSize,gema_grp_nneigh,gema_grp_Q_nn,gema_grp_dnn,gema_grp_Q_group,gema_lss_mh,gema_lss_den1,gema_lss_t1,gema_lss_t2,gema_lss_t3,gema_overdensity,gema_local_density,t14_GroupID,t14_sep_arcsec,t14_Ngal,t14_Rank,t14_grp_RA,t14_grp_DE,t14_grp_Dc_Mpc,t14_grp_Rmax_Mpc,t14_grp_sigma_v,t14_grp_Rvir_Mpc,t14_grp_MNFW_rank_only,t14_grp_Lr_1e10Lsun,t14_grp_zcmb,t14_Rproj_kpc,t14_PA_to_host_deg,t17_GroupID,t17_sep_arcsec,t17_Ngal,t17_Rank,t17_grp_RA,t17_grp_DE,t17_grp_Dc_Mpc,t17_grp_Rmax_Mpc,t17_grp_R200_Mpc,t17_grp_M200_rank_only,t17_Rproj_kpc,t17_PA_to_host_deg,t14_mcxc_name,t14_mcxc_sep_arcmin,t14_mcxc_L500_1e44,t14_mcxc_M500_rank_only,t14_mcxc_R500_rank_only,t17_mcxc_name,t17_mcxc_sep_arcmin,t17_mcxc_L500_1e44,t17_mcxc_M500_rank_only,t17_mcxc_R500_rank_only,xray_name,xray_oname,xray_Rproj_Mpc,xray_dz,xray_L500_1e44,xray_M500_rank_only,xray_R500_rank_only,xray_R_over_R500_rank_only,DL_Mpc,DA_Mpc,kpc_per_arcsec,struct_source,Rhl_disk_arcsec,Rhl_disk_kpc,Rd_kpc,nser_disk,ba_disk,pa_disk_deg,incl_deg,logMstar_nsa_h1_raw,logMstar_nsa,nsa_h_rescale_dex,gi_rest,logMstar_taylor,hi_detected,logMHI_use,logMHI_limit,Mgas_Msun,Mb_Msun,logMb,f_gas,Sigma_b_Msun_pc2,gbar_2p2Rd_ms2,log_gbar_2p2Rd,gbar_1Rd_ms2,log_gbar_1Rd,gbar_4Rd_ms2,log_gbar_4Rd,vamp_stel_kms,vamp_stel_deproj_kms,vamp_ha_kms,vamp_ha_deproj_kms,t14_theta_sky_deg,t14_psi_norm_host_deg,t17_theta_sky_deg,t17_psi_norm_host_deg,Phi_proxy_sigma2,log_Phi_proxy,R_over_Rvir_t14,R_over_R200_t17,gext_proxy_ms2,log_gext_proxy
9186-12702,1-178022,258.794060757,29.2632047573,0.0448847,0.0448847,0.0453319,21374400000.0,30780200000.0,8.98662,10.5828,1.91369,0.949813,93.2519,0.952984,89.1056,J171510.56+291547.5,4224,0,0,0,MaNGA dither,127,23.9756,55.8425,0.0551936,188134,-20.5658,-21.0919,-21.3205,0,True,13.584045,1.5438789,55.747963,-37.695885,43.100227,-37.695885,43.100227,21.626179,-38.051342,49.868782,-38.051342,49.868782,0.4370411,0.14169209,5.295987,3511.8403,15.185199737548828,15.79170036315918,1.0,0.0,0.0,14.657299041748049,11.603394508361816,2.1126999855041504,0.966099977493286,-65.48719787597656,15.38949966430664,5.646366119384766,1.0,0.8903999924659729,-66.29740142822266,14.804100036621094,56.5341911315918,0.6316199898719788,0.0,0.0,14.14259910583496,15.309000015258787,2.952646017074585,0.9799390435218812,0.6007339358329773,0.0011468646698631,0.2564913779497146,3.0,0.0,Sc,5.0,0.0,0.0,0.0,0.0,10.242708,-999.0,13.643801,2.0499923,0.08846902,101.27782,103.1229,13456.629,AGBT19A_127_25,1.0,0.6492749279338363,1.0,2.0,1.0,-1.8541963,0.323996,-1.8541963,0.0,5.97203,1.46405,0.912011,-1.23085,,,2648.0,0.1291412800763247,9.0,2.0,258.78549,29.16752,190.8457142857143,0.7251428571428573,163.9,0.4215714285714285,11.4,7.09,0.04498,305.0329854976029,184.4722925076321,20624.0,0.1369824982056484,5.0,2.0,258.755520052,29.190304029,281.90245571428574,0.4407828571428571,0.542557142857143,6.11,255.16353055131412,204.7766200575108,,,,,,,,,,,,,,,,,,,198.8109423362219,182.09731570270824,0.8828326994599528,pymorph_Sersic,11.603394508361816,10.243856096715854,6.104801011153668,2.1126999855041504,0.966099977493286,-65.48719787597656,15.27735713224184,10.32989393250681,10.639697852478296,0.3098039199714864,0.7546999999999997,10.516293919971485,True,10.242708,,23257332000.0,66878556201.79586,10.825286888827472,0.3477546919796615,285.6038092174898,4.3988908019638254e-11,-10.356656818812674,6.952389324929679e-11,-10.157865915941674,1.858662803115396e-11,-10.730799392384773,40.398056,153.31805154101514,43.96006,166.83651208653887,69.95949038360862,75.66815449289966,89.73618206651273,74.72280876808257,26863.210000000003,4.429157907140998,0.7235618090420943,0.4702979841120616,2.854043292202538e-12,-11.544539443477127
7962-9101,1-178482,259.168654353,27.9765101547,0.10547,0.10547,0.105905,71514200000.0,95767900000.0,4.57501,7.08567,5.76449,0.897968,83.502,0.928523,96.0951,J171640.47+275835.4,32,0,0,0,MaNGA dither,91,21.5871,43.555,0.0631182,188637,-21.4143,-22.1183,-22.4092,0,True,8.1804285,2.3716512,176.21233,-112.89386,97.474014,-112.89386,97.474014,75.20251,-201.35208,151.76756,-174.86832,121.38424,1.0911094,0.19394699,5.067253,1459.6471,16.797300338745117,17.307498931884766,2.0,0.0,0.0,15.74049949645996,5.673016548156738,3.848900079727173,0.8931000232696533,-65.48760223388672,16.47130012512207,11.233368873596191,1.0,0.8848000168800354,-55.73320007324219,16.68125366250455,1.9082718963628704,0.4518064947848585,0.0,0.0,15.25779914855957,15.956499099731444,1.0348889827728271,0.5712890923023224,0.3947229981422424,0.0003626023099059,0.2695231139659881,3.0,0.0,SABab,2.0,0.0,0.25,0.0,1.0,,,,,,,,,,,,1.0,1.0,-999.0,-999.0,-999.0,-999.0,13.015,13.9432,3.10303,1.91258,-0.434335,,,19072.0,0.0856220233057419,6.0,1.0,259.09822,28.01457,448.88428571428574,0.5158571428571429,326.0,0.136,31.4,15.0,0.1072,507.40061745792633,301.48187717810345,9436.0,0.087692070815567,6.0,1.0,259.098218603,28.014571254,660.0568785714286,0.7585128571428571,1.0397571428571428,45.742,507.4124921470418,301.4822121820135,,,,,,,,,,,,,,,,,,,487.2555085933215,398.7152392441778,1.933026028524392,pymorph_SerExp_disk,11.233368873596191,21.714394420677166,12.940640298377334,1.0,0.8848000168800354,-55.73320007324219,28.397095321316662,10.854392284728892,11.164196204700378,0.3098039199714864,0.9948999999999976,11.119913919971484,False,,,,145947346938.77545,11.164196204700378,,138.7090524970517,2.192558085646039e-11,-10.65904889240142,6.241444508614671e-11,-10.20471488635614,8.184896689885958e-12,-11.08698679790086,105.18394,221.16998723647023,148.12628,311.46474217618595,2.784922748654352,88.6759511248519,2.7845877447443046,88.67611030023465,106276.0,5.026435200135878,3.730886893072988,0.4880105855803268,6.787872302767712e-12,-11.16826633646706
9191-12701,1-179062,313.293270721,0.23243908467,0.0526507,0.0526507,0.0532052,95885100000.0,157138000000.0,9.17784,21.2348,5.07379,0.804293,122.462,0.897238,120.946,J205310.38+001356.8,1040,0,0,0,MaNGA dither,127,20.0136,64.5574,0.0983811,189287,-21.3847,-22.1142,-22.4612,0,True,13.502577,1.5261362,142.8158,-80.992294,98.509254,-80.992294,98.509254,110.00148,-80.68284,441.82416,-75.56938,153.80983,0.37626088,0.18528229,8.134192,2172.8123,,15.511798858642578,2.0,1.0,0.0,,,,,,14.904600143432615,7.771143436431885,1.0,0.9678999781608582,-33.5974006652832,15.161699295043944,5.154335975646973,0.4410760104656219,0.0,0.0,,14.496000289916992,0.6930066347122192,0.6400764584541321,0.4398548603057861,4.907326911052223e-05,0.993339478969574,3.0,0.0,SBab,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,1.0,2.0,1.0,-2.6566999,0.3905254,-2.6566999,-99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.51997181633905,211.6465853739629,1.026091601494146,pymorph_SerExp_disk,7.771143436431885,7.973905014129115,4.752029209850486,1.0,0.9678999781608582,-33.5974006652832,14.863577368477788,10.98175112551757,11.291555045489057,0.3098039199714864,1.076500000000003,11.19783391997149,False,,,,195683877551.0207,11.291555045489057,,1379.1673718112577,1.9396345589330102e-10,-9.712280086558886,4.3723075282770656e-10,-9.35928929934431,7.693604580082066e-11,-10.113870138421898,89.75078,349.8804408086876,114.689606,447.1008564891381,,,,,,,,,,
9191-1902,1-179198,313.638732758,-0.119217409243,0.0236506,0.0236506,0.0242021,3229610000.0,3968660000.0,3.23904,3.2651,1.52224,0.941484,90.4304,0.950603,97.8798,J205433.29-000709.1,1168,0,0,2,MaNGA dither,19,16.9599,45.647,0.101929,189435,-18.8195,-19.2235,-19.3817,0,True,4.2355003,1.7292515,58.082283,-46.769444,26.845547,-46.769444,26.845547,25.573036,-41.07987,36.823143,-41.07987,36.823143,0.143914,0.6583706,20.53243,4297.546,15.878000259399414,16.162099838256836,1.0,0.0,0.0,15.354700088500977,3.226806163787842,1.5480999946594238,0.9431999921798706,0.0706999972462654,15.702798843383787,2.044152021408081,1.0,0.868399977684021,7.146599769592285,16.773300170898438,3.2627627849578857,0.271708995103836,0.0,0.0,15.074899673461914,15.54749870300293,3.706181764602661,0.9989596009254456,0.92385733127594,3.572389459804981e-06,0.0395341794937849,3.0,0.0,Sc,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,1.0,-999.0,-999.0,-999.0,-999.0,-99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.13065542724075,98.42020996075816,0.4771546428664858,pymorph_Sersic,3.226806163787842,1.539685542681563,0.9175718371165452,1.5480999946594238,0.9431999921798706,0.0706999972462654,19.82060231733811,9.509150081131663,9.818954001103153,0.3098039199714864,0.5621999999999971,9.606023919971484,False,,,,6591040816.326515,9.818954001103153,,1245.930972366562,1.9189920152820872e-10,-9.716926832313066,3.032941757889582e-10,-9.518135929442067,8.108314661250363e-11,-10.091069405885165,36.807495,108.55227555343288,38.951508,114.87537441274434,,,,,,,,,,
7964-6101,1-179386,316.590372742,-0.771234643933,0.0486859,0.0486859,0.0492436,35152100000.0,45744500000.0,5.47478,6.24729,2.17106,0.981622,97.8867,0.982276,95.3416,J210621.68-004616.3,64,0,0,0,MaNGA dither,61,22.1308,57.5727,0.07827,189646,-20.6773,-21.2495,-21.5478,0,True,8.800608,1.8617108,89.45239,-30.44959,35.776142,-30.44959,35.776142,25.065174,-31.943087,30.471882,-31.943087,30.471882,0.69518656,0.32865986,13.364136,4721.8735,15.47760009765625,16.09119987487793,2.0,0.0,0.0,14.75510025024414,6.507389068603516,2.323499917984009,0.9757000207901,9.602100372314451,15.046098709106444,6.389051914215088,1.0,0.9611999988555908,-17.554000854492188,17.09790404408278,1.0454757343330032,0.1312692615861562,0.0,0.0,14.319000244140623,14.697099685668944,1.9142593145370483,0.9060898721218108,0.8171803057193756,0.0002173278990085,0.0879751853644847,3.0,0.0,SABc,5.0,0.0,0.25,0.0,0.0,10.058522,-999.0,3.447329,1.1272202,0.14193311,213.24736,254.5555,14689.274,AGBT17A_012_205,0.0,0.0,1.0,1.0,-999.0,-999.0,-999.0,-999.0,-99.0,-0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.2418793636353,196.62962438984,0.9532873201562372,pymorph_SerExp_disk,6.389051914215088,6.090602177641179,3.629679486079368,1.0,0.9611999988555908,-17.554000854492188,16.35218037678151,10.54595127505056,10.855755195022043,0.3098039199714864,0.8704999999999998,10.688273919971486,False,,,,71738979591.83662,10.855755195022043,,866.6400850818691,1.345694168720401e-10,-9.871053629509404,2.6359188918008566e-10,-9.579067957274257,5.4883330942239386e-11,-10.26055953859258,33.112865,117.6130654616315,31.207485,110.8453753530957,,,,,,,,,,
7968-3701,1-180204,322.213310988,-1.07011823351,0.0515439,0.0515439,0.0521227,49689900000.0,54674300000.0,8.34373,8.4109,0.739772,0.965445,5.98074,0.966136,11.6378,J212851.19-010412.4,1552,0,0,0,MaNGA dither,37,21.4794,48.5977,0.0545932,190549,-21.2224,-21.7778,-22.0473,0,True,6.519112,1.0067866,65.84531,133.08171,221.4702,133.08171,221.4702,147.48898,128.10416,230.5507,128.10416,230.5507,0.6038756,0.23496495,14.00955,3644.3887,15.115900039672852,15.605098724365234,1.0,0.0,0.0,14.461799621582031,8.35171890258789,0.7537999749183655,0.9696000218391418,-85.5282974243164,15.723699569702148,9.997495651245115,0.1402000039815902,0.7365999817848206,-82.92250061035156,14.917299270629885,8.15778636932373,0.6775909662246704,0.0,0.0,,,5.372079372406006,0.9985117316246032,0.9730051755905152,4.253588940628106e-06,0.40711210668087,3.0,0.0,SBbc,4.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,1.0,1.0,-999.0,-999.0,-999.0,-999.0,-99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.4075870211348,207.46887888276189,1.0058375088682028,pymorph_Sersic,8.35171890258789,8.400472135746485,5.006240843710659,0.7537999749183655,0.9696000218391418,-85.5282974243164,14.462193006160604,10.69626812273684,11.006072042708327,0.3098039199714864,0.8248999999999995,10.856153919971486,False,,,,101407959183.67342,11.006072042708327,,643.9745378757348,9.918543030367259e-11,-10.003552118203004,1.5676127412027559e-10,-9.804761215332004,4.190880797362127e-11,-10.3776946917751,44.194244,176.96022972691645,51.223274,205.1054951037844,,,,,,,,,,
7965-6103,1-191503,317.994894517,-0.219426083736,0.0600969,0.0600969,0.0606693,60597600000.0,76493800000.0,6.03832,7.21564,2.56157,0.606729,127.489,0.713176,121.31,J211158.77-001309.9,1040,0,0,2,MaNGA dither,61,10.5396,22.5078,0.0830296,202547,-21.2813,-21.9131,-22.1728,0,True,9.275836,2.0210512,115.206024,-237.07994,-1.8918095,-237.07994,-1.8918095,87.76527,-260.46964,19.827814,-260.46964,19.827814,1.1081581,0.40629736,8.786502,4859.8545,15.470998764038086,16.107500076293945,2.0,0.0,0.0,14.620800018310549,8.17993450164795,2.989500045776367,0.6105999946594238,39.32229995727539,15.413299560546877,4.354851722717285,1.0,0.9379000067710876,10.016599655151367,15.57939910888672,4.862483978271484,0.4618279933929443,0.0,0.0,14.11750030517578,15.003198623657228,2.861785411834717,0.9600866436958312,0.6735800206661224,1.0161717227674671e-05,0.9982334077358246,3.0,0.0,SABab,2.0,0.0,0.5,0.0,0.0,,,,,,,,,,,,1.0,6.0,5.0,2.8874824,0.0060968,2.8876176,-99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.1136654132385,239.4664204849723,1.1609659681744342,pymorph_SerExp_disk,4.354851722717285,5.055834646520576,3.0130123042434898,1.0,0.9379000067710876,10.016599655151367,20.735793857806023,10.782455424044226,11.092259344015712,0.3098039199714864,0.8914999999999971,10.952973919971484,False,,,,123668571428.5714,11.092259344015712,,2168.091791821808,2.787182948736737e-10,-9.55483452356544,5.620218230033341e-10,-9.250246820683753,1.1437586049141235e-10,-9.941665625557048,117.59406,332.13110717606804,140.14873,395.8342019651168,,,,,,,,,,
11955-9102,1-195251,197.010464453,53.935876658,0.03288055,0.03288055,0.033220578,30394139000.0,38827910000.0,7.7745314,10.007486,2.6322885,0.72916937,157.45572,0.7692107,162.8099,J130802.50+535609.1,1040,0,0,4096,MaNGA dither,91,28.5385,43.1043,0.0202482,206578,-20.54785,-21.101938,-21.427485,0,True,11.7753525,2.0760834,88.43795,-32.614525,61.330635,-32.614525,61.330635,47.04559,-36.905594,69.35932,-36.89565,69.361565,0.5617795,0.51861155,13.816097,8561.091,14.57859992980957,14.905399322509766,2.0,0.0,0.0,13.896299362182615,9.749520301818848,2.4063000679016118,0.6837000250816345,62.14400100708008,14.500398635864258,9.748966217041016,0.5127999782562256,0.9713000059127808,-77.8019027709961,15.244499206542969,2.3855831623077397,0.3350700736045837,0.0,0.0,13.48149871826172,14.050699234008787,4.60338306427002,0.9997866749763488,0.9733752012252808,7.457026329760197e-09,0.9981992840766908,3.0,0.0,SABbc,4.0,0.0,0.5,0.0,0.0,,,,,,,,,,,,1.0,2.0,1.0,-0.6348457,0.0289276,-0.6348457,12.4115,7.31016,1.40932,0.935877,0.322502,,,,0.0388934713504384,1.0,1.0,,,,,,,,,,,,0.0,0.0346601816510667,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,144.36594558143918,135.32080137522863,0.6560537584541696,pymorph_SerExp_disk,9.748966217041016,6.395845927732486,3.8115887531182873,0.5127999782562256,0.9713000059127808,-77.8019027709961,14.04964446616524,10.482789845274494,10.79259376524598,0.3098039199714864,0.8796350000000004,10.646542419971489,False,,,,62028855102.04089,10.79259376524598,,679.5193422785354,1.0508939714232832e-10,-9.978441099336813,2.5563387627733713e-10,-9.59238159454554,4.087123489802944e-11,-10.38858224016221,46.97258,193.4918894949046,53.12861,218.8501226442108,,,,,,,,,,
11954-9101,1-195717,197.848863604,53.1993191856,0.029950138,0.029950138,0.030281665,7366387000.0,9616091000.0,7.5318084,9.9643755,2.625336,0.86116815,65.88373,0.9143388,68.6649,J131123.72+531157.5,4288,0,0,4096,MaNGA dither,91,25.8039,51.56,0.0213068,207060,-19.684395,-20.097435,-20.275608,0,True,11.442101,1.7343633,61.847824,-44.64492,72.959656,-44.64492,72.959656,27.40836,-52.957527,86.963264,-52.957527,86.963264,0.45914128,0.28235215,7.349256,8469.814,14.939800262451172,15.351598739624023,2.0,0.0,0.0,14.571699142456056,10.88002109527588,2.89490008354187,0.8618000149726868,-34.49589920043945,14.945798873901367,4.95122766494751,1.0,0.8773000240325928,-28.78820037841797,17.392099380493164,0.7200071811676025,0.0950801968574523,0.0,0.0,14.308599472045898,14.71780014038086,3.686035394668579,0.9769401550292968,0.7208734154701233,0.0004445388331077,0.3176881223917007,3.0,0.0,SABbc,4.0,0.0,0.5,0.0,0.0,,,,,,,,,,,,1.0,1.0,-999.0,-999.0,-999.0,-999.0,11.9706,26.2258,3.41737,3.15082,2.49963,,,6096.0,0.0083066930134711,4.0,1.0,197.80912,53.28225,127.89,0.2157142857142857,135.7,0.1607142857142857,3.52,1.57,0.03005,186.2552164473112,344.0129377664514,75899.0,0.0141953360484874,4.0,1.0,197.809115717,53.282252399,188.4668642857143,0.3178985714285715,0.5147285714285715,5.1425,186.2617200650764,344.01174290442225,,,,,,,,,,,,,,,,,,,131.21477008729778,123.6944812399536,0.5996877678287634,pymorph_SerExp_disk,4.95122766494751,2.9691906664043928,1.769481922767815,1.0,0.8773000240325928,-28.78820037841797,29.33000787140101,9.867254531183232,10.177058451154718,0.3098039199714864,0.5912129999999998,9.983896219971484,False,,,,15033442857.142843,10.177058451154718,,764.1635571582523,1.1852361705412574e-10,-9.926195103372564,2.20816654413148e-10,-9.655968174389567,4.8785425921343916e-11,-10.311709899047877,58.802288,120.04408344761288,69.960396,142.82321097925885,12.801138144869348,83.76926616056514,12.79994328284022,83.76984029583471,18414.49,4.265159695319474,1.1589213467832695,0.3618639617150605,3.204060479807403e-12,-11.494299294772969
11758-6103,1-196017,201.305215035,53.8535273971,0.025251439,0.025251439,0.025606653,3653497900.0,2937079000.0,10.119588,10.214513,0.8358033,0.7059117,152.76031,0.73970306,152.64685,J132513.27+535112.5,1168,0,0,0,MaNGA dither,61,25.7144,43.2937,0.014352,207375,-19.059462,-19.469822,-19.583715,0,True,9.577929,1.3724178,53.53668,-20.604956,45.904747,-20.638813,43.695404,22.894466,-17.96519,64.9537,-17.9724,64.14542,0.16189247,0.16970763,5.9303174,4230.744,15.487098693847656,15.93739891052246,2.0,0.0,0.0,15.053998947143556,10.325026512145996,0.8395000100135803,0.6934999823570251,49.84299850463867,15.577598571777344,10.429847717285156,0.2000000029802322,0.8968999981880188,-43.74169921875,16.23149871826172,4.977046966552734,0.3538258373737335,0.0,0.0,14.845699310302734,15.465200424194336,7.844533443450928,0.9999991655349731,0.9948193430900574,4.293716146519521e-10,0.9934132993221284,3.0,0.0,SBcd,6.0,0.0,1.0,0.0,0.0,9.470996,-999.0,6.968787,1.0810088,0.105945565,78.31528,81.723724,7586.8745,AGBT20B_033_153,0.0,0.0,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0.0,1.01423,0.730787,0.391716,-0.560558,,,,0.2887222358859925,1.0,1.0,,,,,,,,,,,,0.0,0.2800149259432459,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.24312027707528,104.8795274234483,0.508470297631905,pymorph_SerExp_disk,10.429847717285156,5.303267773063428,3.160469471432317,0.2000000029802322,0.8968999981880188,-43.74169921875,26.830497825675,9.562708862052476,9.872512782023962,0.3098039199714864,0.5242530000000016,9.660267019971489,True,9.470996,,3934119400.0,11390237587.265306,10.05653278305734,0.345393973906083,181.4887525121192,2.683685159535848e-11,-10.57126843540934,6.0260327546513e-11,-10.21996851203776,1.0629170110846784e-11,-10.97350064237694,32.167107,71.26824440428305,41.058907,90.96858542949414,,,,,,,,,,
9870-6102,1-198885,231.515491617,44.5336226308,0.0218231,0.0218231,0.0222202,1417180000.0,2190010000.0,5.42003,5.58921,1.20221,0.864805,141.881,0.880031,137.01,J152603.72+443201.0,1168,0,0,0,MaNGA dither,61,23.006,45.7295,0.0185335,210368,-18.2225,-18.5529,-18.677,0,True,9.161477,1.954775,54.600544,-60.598347,46.518246,-60.3498,46.533783,21.417349,-54.467434,65.88674,-54.467434,65.88674,0.13417968,0.24558976,7.424688,4718.9497,15.98900032043457,15.968198776245115,1.0,0.0,1.0,15.61709976196289,5.503568172454834,1.176699995994568,0.8722000122070312,14.024999618530272,,,,,,,,,0.0,0.0,15.432600021362305,15.657699584960938,7.226628303527832,0.999970018863678,0.9656505584716796,5.825325160913053e-06,0.0325411930680274,3.0,0.0,SABc,5.0,0.0,0.5,0.0,0.0,,,,,,,,,,,,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0.0,0.364053,0.26014,-0.22196,-0.637093,0.1397996017476114,0.0568285008929048,,0.1245221364906933,1.0,1.0,,,,,,,,,,,,0.0,0.1127419174583964,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,95.03142143572109,91.0155907917108,0.441256036100885,pymorph_Sersic,5.503568172454834,2.428482676188412,1.4472483171563837,1.176699995994568,0.8722000122070312,14.024999618530272,29.949468292552048,9.151425014709032,9.461228934680518,0.3098039199714864,0.4544999999999994,9.248753919971486,False,,,,2892204081.632655,9.461228934680518,,219.7672429387209,3.3848711828626696e-11,-10.470457854493294,5.349744591861784e-11,-10.271666951622295,1.430209215040158e-11,-10.844600428065393,53.44179,107.04714700912854,60.177086,120.53834973420554,,,,,,,,,,
8937-3703,1-201479,118.496192035,29.5793914158,0.102483,0.102483,0.102488,112114000000.0,147578000000.0,4.6531,5.52296,3.4508,0.686957,103.715,0.7604,105.594,J075358.47+293449.4,4096,0,0,0,MaNGA dither,37,25.3479,52.5396,0.0423571,213116,-21.7163,-22.3955,-22.697,0,True,7.176405,1.9957219,102.06738,-74.4659,72.015594,-74.4659,72.015594,75.59602,-85.88398,87.014824,-85.88398,87.014824,0.09371074,0.3203559,11.892182,387.69388,16.315698623657227,16.589599609375,2.0,0.0,0.0,15.3760986328125,4.612053394317627,3.551500082015991,0.770799994468689,55.7843017578125,15.904199600219728,4.919669628143311,1.0,0.9036999940872192,75.90399932861328,16.918399810791016,1.047182321548462,0.2820909917354584,0.0,0.0,14.910400390625,15.557998657226562,1.4609498977661133,0.8710644245147705,0.9206457734107972,0.0003220005091861,0.1200512014329433,2.0,0.0,SB0,-2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,1.0,2.0,1.0,1.9158378,0.018754,1.9158378,13.2767,23.4595,2.41663,1.52005,1.10258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.5139182418823,388.75035849196286,1.884714923331403,pymorph_SerExp_disk,4.919669628143311,9.27217476602195,5.525729896318206,1.0,0.9036999940872192,75.90399932861328,25.912327866943727,11.04965984759149,11.359463767562977,0.3098039199714864,0.9806999999999988,11.225093919971483,False,,,,228804081632.65305,11.359463767562977,,1192.626883075741,1.8531721303554038e-10,-9.73208423972502,4.320062546576963e-10,-9.364509965352545,7.284441418825671e-11,-10.13760374492659,73.240746,167.6007515862007,86.4494,197.8268328298747,,,,,,,,,,
