tier,match_cost,cl_CATID,cl_RA_OBJ,cl_DEC_OBJ,cl_z_spec,cl_logMstar,cl_logRd,cl_logSigma_b,cl_log_gbar_2p2Rd,cl_incl_deg,cl_morph_type,cl_Re_kpc,cl_SIGMA_RE_MGE,cl_LAMBDAR_RE,cl_VSIGMA_RE,cl_gas_star_misalign_deg,cl_cluster,cl_R_on_rtwo,cl_R_proj_Mpc_from_cat,cl_v_pec_kms,cl_host_sigma_200,cl_host_e_sigma_200,cl_host_N_mem_R200,cl_gext_over_a0,cl_host_M_200_caustic,cl_host_M_200_virial,cl_host_R_200,fi_CATID,fi_RA_OBJ,fi_DEC_OBJ,fi_z_spec,fi_logMstar,fi_logRd,fi_logSigma_b,fi_log_gbar_2p2Rd,fi_incl_deg,fi_morph_type,fi_Re_kpc,fi_SIGMA_RE_MGE,fi_LAMBDAR_RE,fi_VSIGMA_RE,fi_gas_star_misalign_deg,fi_SurfaceDensity,d_logMstar,d_logRd,d_logSigma_b,d_log_gbar_2p2Rd,d_incl_deg,d_z_spec
S2_diskbearing,1.44930991572421,9011900137,13.9389,-1.32459,0.0458864,10.4337,-0.07006761197966559,3.775655355601216,-9.036765458721419,35.07961806489261,1.0,1.427987298398546,181.617,0.220875,0.244121,52.0,Abell 119,0.224221,0.457412,485.067,840.0,36.0,372.0,0.41659996287663786,8.6,9.7,2.04,623043,136.475,0.669164,0.05331,10.49,-0.016125668451342806,3.7240714685445706,-9.088349345778065,42.54357604862462,1.0,1.6168371822149945,166.063,0.184124,0.207139,167.5,0.472,-0.05630000000000024,-0.05394194352832278,0.051583887056645406,0.05158388705664585,-7.463957983732016,-0.007423600000000002
S2_diskbearing,1.6074588579522648,9011900144,13.9404,-1.16331,0.0427665,9.97203,0.11701192774306299,2.939826276155759,-9.872594538166876,50.652802076395396,2.5,2.1968676021496805,70.1563,0.541005,0.724833,149.5,Abell 119,0.241009,0.491658,-410.932,840.0,36.0,372.0,0.38758206358755204,8.6,9.7,2.04,298862,222.148,1.35415,0.04906,10.02,0.17797324179249221,2.8658736480569003,-9.946547166265736,59.57545241413839,2.5,2.52793089873087,86.8972,0.511249,0.66184,5.5,0.09,-0.0479699999999994,-0.06096131404942923,0.07395262809885894,0.07395262809886027,-8.922650337742994,-0.0062935000000000005
S2_diskbearing,1.1512829348660398,9011900150,14.1601,-1.12599,0.0452826,10.2839,0.009611631829227224,3.46649686798343,-9.345923946339207,59.28982233777839,2.0,1.715550822265271,108.244,0.26123,0.305123,32.0,Abell 119,0.245091,0.499987,311.869,840.0,36.0,372.0,0.38112555370305357,8.6,9.7,2.04,601102,138.58,0.384874,0.0528,10.35,0.05584671334949418,3.4401267049428963,-9.37229410937974,60.24927635692496,1.5,1.9082649340226097,114.614,0.43581,0.516805,8.5,0.77,-0.06610000000000049,-0.04623508152026696,0.026370163040533523,0.02637016304053219,-0.9594540191465697,-0.0075174000000000005
S2_diskbearing,1.0411495398038355,9011900152,13.9094,-1.27946,0.0441972,9.70341,0.17170020162482433,2.561829728392236,-10.250591085930399,27.238087307564598,3.0,2.4916793795855,51.0758,0.222186,0.237972,135.0,Abell 119,0.245394,0.500604,0.298822,840.0,36.0,372.0,0.38065581221749856,8.6,9.7,2.04,487175,223.34,-1.59495,0.04228,9.73,0.19126165636126025,2.549296818919365,-10.263123995403271,36.80667917913808,3.0,2.6064752947138228,60.9646,0.352326,0.400036,0.5,0.484,-0.026590000000000558,-0.019561454736435918,0.012532909472871001,0.012532909472872333,-9.568591871573481,0.0019172000000000008
S2_diskbearing,0.6487740666327391,9044200015,6.42979,-33.0273,0.0485091,10.8303,0.23893107055754131,3.5542579905268017,-9.258162823795834,52.1487748914849,1.0,2.9088613890185746,186.951,0.348882,0.37025,69.0,EDCC 442,0.113067,0.159424,-376.82,583.0,39.0,123.0,0.5757734259532001,2.8,3.6,1.41,601013,138.286,0.237915,0.05294,10.87,0.2500413985918678,3.5717373344581484,-9.240683479864487,51.124355168270704,1.0,2.984237305269288,196.258,0.415966,0.481355,7.0,4.539,-0.039699999999999847,-0.011110328034326489,-0.017479343931346758,-0.017479343931347202,1.0244197232141943,-0.0044309000000000015
S2_diskbearing,1.423204344715374,9091700063,355.439,-29.349,0.0512506,10.5385,0.2769851058896967,3.1863499198624923,-9.626070894460144,52.31782365918724,1.5,3.175243695375017,111.055,0.636557,0.731658,0.5,APMCC 0917,0.356092,0.423749,92.0339,492.0,47.0,86.0,0.1542729300285587,1.8,2.1,1.19,422286,130.149,2.47704,0.04969,10.47,0.2094484876524134,3.252923156337059,-9.559497657985577,45.71756434845082,2.0,2.717943623107492,,,,,5.187,0.06850000000000023,0.06753661823728332,-0.06657323647456659,-0.06657323647456614,6.600259310736419,0.0015606000000000023
S2_diskbearing,1.0120743368749217,9091700076,355.27,-29.322,0.0499554,10.21,0.03670879267742678,3.3384025462870324,-9.474018268035604,45.49839109921226,1.5,1.8259998989730644,98.5935,0.347326,0.39632,19.0,APMCC 0917,0.422945,0.503305,-277.193,492.0,47.0,86.0,0.12988744365081162,1.8,2.1,1.19,618142,214.46,0.327929,0.05019,10.2,0.060028813475698224,3.2817625046904877,-9.530658309632148,38.45587482924893,1.0,1.92672960243097,129.276,0.0716398,0.0816091,23.5,38.673,0.010000000000001563,-0.023320020798271446,0.05664004159654468,0.05664004159654468,7.042516269963336,-0.00023460000000000147
S2_diskbearing,0.71786280551053,9091700089,355.4,-29.389,0.046669,10.2712,0.3404246801393203,2.7921707713632444,-10.020250042959391,42.61747588511682,3.0,3.674655555292126,,,,,APMCC 0917,0.459071,0.546294,-1216.08,492.0,47.0,86.0,0.11966633319544374,1.8,2.1,1.19,463119,211.549,-1.22789,0.05344,10.28,0.3516514319599088,2.7785172677220666,-10.03390354660057,41.638316342796536,2.5,3.770885872146914,95.2785,0.441138,0.533636,4.5,2.344,-0.00879999999999903,-0.011226751820588465,0.013653503641177789,0.013653503641178233,0.9791595423202821,-0.006770999999999999
S2_diskbearing,1.2922382871853535,9044200028,6.39228,-32.9773,0.0479484,10.7624,0.4147510884996003,3.1347179546426838,-9.677702859679952,60.32456809632809,1.5,4.360567815207976,137.663,0.474371,0.460924,115.0,EDCC 442,0.174004,0.245346,-537.182,583.0,39.0,123.0,0.3741332756970278,2.8,3.6,1.41,209701,134.525,0.146226,0.05315,10.79,0.469554883254389,3.0527103651331062,-9.75971044918953,58.05812741760766,2.0,4.947056150369305,168.398,0.641205,0.869093,0.5,0.497,-0.027599999999999625,-0.05480379475478869,0.08200758950957754,0.08200758950957798,2.2664406787204356,-0.005201600000000001
S2_diskbearing,1.2046223911854907,9044200042,6.32546,-33.1197,0.0547024,10.6156,0.3304977296968231,3.156424672248239,-9.655996142074397,33.37703610387723,2.0,3.5916142516722678,140.267,0.446178,0.491647,8.0,EDCC 442,0.215228,0.303471,1388.81,583.0,39.0,123.0,0.3024740507632129,2.8,3.6,1.41,600977,138.151,0.309503,0.05446,10.62,0.3627424022323413,3.0963353271772016,-9.716085487145435,42.449355741772365,2.0,3.868426580492011,134.854,0.337619,0.361241,4.0,6.011,-0.004399999999998627,-0.03224467253551816,0.06008934507103758,0.060089345071038025,-9.072319637895134,0.00024239999999999678
S2_diskbearing,1.3280757693192704,9044200057,6.26252,-33.0601,0.0534398,10.2761,0.10772927742953761,3.2624615767828096,-9.549959237539827,45.73568853072603,1.0,2.1504098165695784,104.364,0.275368,0.29246,86.0,EDCC 442,0.248729,0.350708,1029.71,583.0,39.0,123.0,0.26173370056902884,2.8,3.6,1.41,535387,177.659,-0.890732,0.05141,10.37,0.11688902792451858,3.338042075792847,-9.474378738529788,44.878535543790186,2.0,2.196246004496479,84.675,0.261702,0.275215,2.5,0.057,-0.09389999999999965,-0.009159750494980967,-0.07558049901003727,-0.07558049901003905,0.8571529869358443,0.002029800000000005
S2_diskbearing,0.7419186903243665,9044200075,6.48816,-32.9656,0.0524039,10.133,0.3195009251907857,2.6958182812603124,-10.116602533062323,70.10320409968048,2.5,3.501812443938203,78.6884,0.604122,0.87035,0.5,EDCC 442,0.30149,0.425101,734.754,583.0,39.0,123.0,0.21593010286770198,2.8,3.6,1.41,346752,135.01,2.04585,0.05647,10.12,0.32992895831284913,2.661962215016186,-10.15045859930645,74.48236203912444,2.0,3.5869135925533846,137.707,0.495372,0.674745,1.5,1.08,0.0129999999999999,-0.010428033122063418,0.03385606624412629,0.03385606624412674,-4.379157939443957,-0.004066099999999996
S2_diskbearing,1.8354906809582126,9044200104,6.56485,-33.0379,0.047997,10.6466,-0.013635129467349565,3.8756903905765836,-8.936730423746052,59.10593675305779,1.5,1.6261358597102027,87.8212,,,9.0,EDCC 442,0.384746,0.542492,-523.267,583.0,39.0,123.0,0.1692045277334283,2.8,3.6,1.41,319060,213.467,1.89498,0.05396,10.55,-0.016910800352314945,3.7856417323465155,-9.02677908197612,49.577254305111424,1.0,1.6139168511140811,133.036,0.366448,0.424243,34.5,29.3,0.09659999999999869,0.00327567088496538,0.09004865823006813,0.09004865823006725,9.528682447946366,-0.005963000000000003
S2_diskbearing,0.8960185072049458,9044200107,6.3732,-33.2028,0.0489915,10.0886,-0.07476685370145242,3.4399538390447892,-9.372466975277847,48.225618506698474,1.0,1.4126191935070045,,,,,EDCC 442,0.389006,0.548498,-238.928,583.0,39.0,123.0,0.16735175453540937,2.8,3.6,1.41,543552,211.961,-0.950379,0.05194,10.1,-0.04607332162565188,3.3939667748931885,-9.418454039429447,53.83910404504383,1.5,1.509102139667936,113.325,0.325245,0.371495,26.5,79.523,-0.011400000000000077,-0.02869353207580054,0.0459870641516007,0.04598706415159981,-5.613485538345358,-0.0029484999999999997
S2_diskbearing,1.2993189595946117,9044200121,6.41536,-32.8795,0.0471452,9.90837,0.12046009508050043,2.869269941480884,-9.943150872841752,35.183307395629036,3.0,2.214379496603947,50.2361,0.407253,0.48093,11.5,EDCC 442,0.421993,0.595011,-767.045,583.0,39.0,123.0,0.15426958940114216,2.8,3.6,1.41,509726,222.637,-1.48526,0.04342,9.9,0.16151502855519478,2.778790074531496,-10.033630739791139,30.808466142921425,3.0,2.433923842610239,,,,,1.522,0.008369999999999322,-0.041054933474694355,0.09047986694938803,0.09047986694938714,4.374841252707611,0.003725199999999998
S2_diskbearing,0.9421475118152086,9044200130,6.52021,-32.9061,0.0508581,10.3061,0.09142935970083775,3.3250614122402102,-9.487359402082426,47.35019398122391,1.0,2.0711965603588687,111.704,0.36027,0.443,36.0,EDCC 442,0.454868,0.641363,294.067,583.0,39.0,123.0,0.14312035876588297,2.8,3.6,1.41,64087,218.092,-0.226708,0.05543,10.37,0.10259890953036813,3.366622312581148,-9.445798501741487,46.43793053287546,2.5,2.1251562470292327,100.484,0.53111,0.683838,18.5,0.563,-0.06389999999999851,-0.011169549829530376,-0.041560900340937845,-0.04156090034093829,0.9122634483484475,-0.004571899999999997
S2_diskbearing,0.7841153524467546,9044200140,6.28528,-33.229,0.0503024,10.2777,-0.1377503071471008,3.755020745936086,-9.05740006838655,35.83246745382566,1.0,1.2219168377909844,129.806,0.211003,0.236565,71.5,EDCC 442,0.495622,0.698827,135.512,583.0,39.0,123.0,0.13135168311923123,2.8,3.6,1.41,618144,214.465,0.233364,0.0533,10.23,-0.14322689632623953,3.7182739242943645,-9.094146890028272,38.985323580422815,1.0,1.2066048319888576,105.657,0.265231,0.292066,109.0,24.62,0.047699999999998965,0.0054765891791387356,0.03674682164172127,0.036746821641722605,-3.1528561265971575,-0.002997600000000003
S2_diskbearing,1.196735562260924,9044200147,6.13297,-33.0879,0.0483346,10.3379,0.3107493255088624,2.9182214806241595,-9.894199333698475,20.369153325763794,3.0,3.4319526078184897,75.655,0.481165,0.557017,2.0,EDCC 442,0.526681,0.74262,-426.71,583.0,39.0,123.0,0.12360575080009022,2.8,3.6,1.41,595060,223.374,-0.208437,0.04442,10.29,0.2661470701250084,2.9595259913918674,-9.852894822930768,28.14171204212701,2.0,3.0969844632194534,77.5521,0.352873,0.380149,1.5,3.476,0.047900000000000276,0.04460225538385404,-0.041304510767707914,-0.04130451076770747,-7.772558716363218,0.003914599999999997
S2_diskbearing,0.9084040971378445,9044200155,6.20805,-33.2189,0.0491039,10.7325,-0.004946715080724196,3.944213561803333,-8.868207252519303,50.471314258470045,1.0,1.65899562759935,281.791,0.395352,0.456223,116.5,EDCC 442,0.559678,0.789146,-206.792,583.0,39.0,123.0,0.11631827654092271,2.8,3.6,1.41,210228,137.126,0.205694,0.05143,10.68,-0.013292249574841236,3.908404630791567,-8.904016183531068,44.96420393462389,1.5,1.6274202173828434,168.52,0.360284,0.427249,1.5,0.535,0.05250000000000021,0.00834553449411704,0.03580893101176619,0.035808931011764855,5.507110323846156,-0.0023260999999999976
S2_diskbearing,0.5637157623524833,9044200170,6.66097,-33.1045,0.050575,10.6662,0.17145857491495106,3.525102981811983,-9.287317832510652,51.06201103312388,1.0,2.4902934793154263,192.45,0.360535,0.406246,44.5,EDCC 442,0.601939,0.848734,213.299,583.0,39.0,123.0,0.10815179156150571,2.8,3.6,1.41,492883,218.727,-1.27168,0.05612,10.66,0.17097099447610073,3.519878142689684,-9.292542671632953,51.56143635059462,1.5,2.4874992070086095,153.131,0.410049,0.50685,12.0,1.456,0.006199999999999761,0.0004875804388503324,0.005224839122298874,0.005224839122300651,-0.49942531747073815,-0.005545000000000001
S2_diskbearing,1.7609635166468522,9044200176,6.16494,-32.8736,0.0472064,10.0471,-0.1502830889371939,3.549486309516273,-9.262934504806363,30.161203295382233,1.0,1.1871589405648078,95.247,0.311451,0.350025,173.0,EDCC 442,0.622952,0.878362,-749.52,583.0,39.0,123.0,0.1045037270045414,2.8,3.6,1.41,301199,132.684,1.29938,0.04221,10.13,-0.07449970636805535,3.4808195443779963,-9.33160126994464,39.693913884058226,1.5,1.4134884045105482,85.1627,0.27118,0.294841,112.5,0.664,-0.08290000000000042,-0.07578338256913854,0.06866676513827663,0.06866676513827663,-9.532710588675993,0.004996400000000005
S2_diskbearing,1.0692632685869907,9044200179,6.61559,-32.8891,0.0475448,10.4403,-0.04717531386269344,3.7364707593672724,-9.075950054955364,23.50945793438922,1.5,1.5052777513835576,133.433,0.198858,0.228131,64.0,EDCC 442,0.62775,0.885128,-652.67,583.0,39.0,123.0,0.10370489088489235,2.8,3.6,1.41,493838,222.604,-1.19465,0.04321,10.4,-0.04794110689292157,3.6977023454277287,-9.114718468894907,31.097954750895443,1.0,1.502625828441655,166.993,0.303555,0.33684,75.5,1.759,0.040300000000000225,0.0007657930302281263,0.03876841393954367,0.03876841393954322,-7.588496816506222,0.0043348
S2_diskbearing,0.9155964018341131,9044200195,6.58545,-32.8468,0.054944,10.2999,0.1266636504481267,3.248392830745631,-9.564027983577006,45.08182652485441,1.5,2.246237156597942,,,,,EDCC 442,0.655624,0.924429,1457.47,583.0,39.0,123.0,0.09929600073035678,2.8,3.6,1.41,77710,214.396,0.15909,0.05436,10.38,0.1629101694536822,3.2559997927345212,-9.556421021588115,42.767398009995475,1.5,2.4417552262802835,118.385,0.324334,0.381134,69.5,9.321,-0.08010000000000161,-0.036246519005555505,-0.007606961988890326,-0.007606961988891214,2.314428514858932,0.0005840000000000012
S2_diskbearing,0.8947931588550552,9044200204,6.04631,-33.0714,0.0500159,10.4694,0.12934431470087285,3.4125315022401397,-9.399889312082497,58.05480355522786,1.5,2.260144838220328,124.493,0.291837,0.328895,45.0,EDCC 442,0.700013,0.987018,53.709,583.0,39.0,123.0,0.09299942114446037,2.8,3.6,1.41,272439,179.478,1.277,0.04892,10.49,0.10832031503238955,3.475179501577106,-9.33724131274553,54.37925614588723,1.0,2.1533383324760553,135.507,0.484183,0.602661,177.0,0.702,-0.02059999999999995,0.021023999668483298,-0.06264799933696619,-0.06264799933696708,3.6755474093406306,0.0010959000000000038
S2_diskbearing,1.0870768411316938,9044200205,6.71568,-33.0157,0.0493191,10.2964,0.025933094243200498,3.446353943155484,-9.36606687116715,44.52026494976274,1.0,1.7812507111282125,114.137,0.350097,0.41405,3.5,EDCC 442,0.703037,0.991282,-145.29,583.0,39.0,123.0,0.09259938408965662,2.8,3.6,1.41,49784,222.573,-0.650141,0.04278,10.24,-0.002299701124105258,3.446419533890096,-9.36600128043254,38.550909242663536,1.0,1.6691380417529909,92.0795,0.275361,0.312538,143.5,2.323,0.056400000000000006,0.028232795367305757,-6.559073461165355e-05,-6.559073461076537e-05,5.969355707099204,0.006539099999999999
S2_diskbearing,0.31380110043958376,9044200215,6.06132,-32.9227,0.0480421,10.1464,-0.15522103813444224,3.658662207910769,-9.153758606411866,41.74787009996421,1.0,1.173737332931651,90.2009,,,141.0,EDCC 442,0.734338,1.03542,-510.379,583.0,39.0,123.0,0.08865204714914042,2.8,3.6,1.41,460767,213.796,-1.63523,0.04773,10.15,-0.1558440020080729,3.6635081356580312,-9.148912678664605,38.70204891386241,1.5,1.1720548989774489,115.368,0.210582,0.254872,70.0,1.126,-0.0036000000000004917,0.000622963873630672,-0.004845927747262113,-0.004845927747261669,3.045821186101797,0.0003120999999999957
S2_diskbearing,1.3000621584701144,9044200217,6.68995,-32.9043,0.048223,10.759,0.12743382508414144,3.7059524814736022,-9.106468332849033,43.07743610252089,1.5,2.2502241512384833,168.157,0.258964,0.286013,19.0,EDCC 442,0.736249,1.03811,-458.639,583.0,39.0,123.0,0.08842232774866149,2.8,3.6,1.41,600915,138.0,0.339003,0.05416,10.8,0.1718261392316383,3.6581678531786093,-9.154252961144026,51.09425565855629,1.0,2.4924020266674063,167.335,0.329957,0.370352,146.5,6.702,-0.04100000000000037,-0.044392314147496864,0.04778462829499297,0.04778462829499297,-8.0168195560354,-0.005936999999999998
S2_diskbearing,1.2407522529843036,9044200248,5.99101,-33.1201,0.0482134,10.1262,0.2950360402217026,2.7379480511984804,-10.074472763124156,73.73908088192297,3.0,3.310000022397204,80.4731,0.53817,0.695913,4.5,EDCC 442,0.832718,1.17413,-461.376,583.0,39.0,123.0,0.07817882403069762,2.8,3.6,1.41,620034,222.943,0.289828,0.04269,10.22,0.3465789509809388,2.728662229680008,-10.083758584642627,76.50350806577687,2.5,3.7270988175796296,,0.606959,0.873771,1.5,1.877,-0.09379999999999988,-0.05154291075923623,0.00928582151847257,0.009285821518471238,-2.764427183853897,0.005523399999999998
S2_diskbearing,1.1417362726291067,9044200249,6.45925,-32.7181,0.0516411,10.04,0.17781088280573418,2.886198366030416,-9.92622244829222,58.39313528775291,2.5,2.526986020067058,71.0359,0.578831,0.797997,39.0,EDCC 442,0.833661,1.17546,517.388,583.0,39.0,123.0,0.07809036688544313,2.8,3.6,1.41,319393,214.324,1.92001,0.05532,10.06,0.15146051080936462,2.958899110023156,-9.85352170429948,63.8276366479855,3.0,2.378222410813069,75.8489,0.601002,0.85876,5.5,38.598,-0.02000000000000135,0.026350371996369554,-0.07270074399274007,-0.07270074399274051,-5.434501360232588,-0.003678899999999999
S2_diskbearing,0.5402451952152727,9044200269,5.9601,-33.0475,0.0514591,10.1276,0.10633610271205596,3.1167479262177724,-9.695672888104864,52.622131295236734,1.5,2.1435225624732435,87.7634,0.44255,0.551413,0.0,EDCC 442,0.877182,1.23683,465.487,583.0,39.0,123.0,0.07421561787728546,2.8,3.6,1.41,3895823,129.662,-0.853331,0.05095,10.12,0.11618810200880841,3.0894439276242673,-9.722976886698369,56.69774555514006,2.5,2.1927042506439562,94.5901,,,2.5,0.444,0.007600000000000051,-0.009851999296752456,0.027303998593505074,0.02730399859350463,-4.075614259903325,0.0005090999999999984
S2_diskbearing,1.2014084769122488,9044200305,6.79547,-32.8636,0.0479082,10.81,0.20790503573996894,3.5960100601619476,-9.216410754160687,51.04952078152292,2.5,2.7083013875128676,161.946,0.439345,0.488808,14.5,EDCC 442,0.978431,1.37959,-548.674,583.0,39.0,123.0,0.06653578429762683,2.8,3.6,1.41,323558,132.263,1.53844,0.04259,10.9,0.23326832702123748,3.6352834775994105,-9.177137336723225,53.568029470389256,1.5,2.8711790967653634,166.983,0.451266,0.495203,1.0,1.702,-0.08999999999999986,-0.025363291281268546,-0.03927341743746293,-0.039273417437462044,-2.5185086888663335,0.005318199999999995
S2_diskbearing,1.0212222741051724,9044200316,6.05292,-33.339,0.0517528,10.7592,0.20247525765184252,3.5560696163382,-9.256351197984436,61.47155497248313,1.5,2.674651570951451,170.852,0.502976,0.633354,1.0,EDCC 442,0.997522,1.40651,549.222,583.0,39.0,123.0,0.06526231783575161,2.8,3.6,1.41,106810,217.302,0.850437,0.05436,10.74,0.22670462436424985,3.4884108829133855,-9.32400993140925,56.80116042436777,1.5,2.828111845608971,171.093,0.560636,0.736943,2.5,1.853,0.019199999999999662,-0.02422936671240733,0.06765873342481443,0.06765873342481399,4.670394548115361,-0.002607199999999997
S2_diskbearing,1.0639406850081157,9091700014,355.452,-29.247,0.0514055,10.2039,-0.19710124611837065,3.799922623878627,-9.012498190444008,38.686385915645765,1.5,1.065836798490556,112.628,0.248769,0.282552,83.5,APMCC 0917,0.146218,0.174,136.169,492.0,47.0,86.0,0.37570689555558473,1.8,2.1,1.19,205168,140.726,-0.34796,0.05626,10.26,-0.15255870858563028,3.7669375488131456,-9.04548326550949,43.440600529335356,1.0,1.1809547244387435,110.341,0.341615,0.397939,43.0,31.453,-0.05609999999999893,-0.04454253753274037,0.03298507506548143,0.03298507506548276,-4.754214613689591,-0.004854499999999998
S2_diskbearing,1.0116353800162483,9091700022,355.473,-29.2593,0.0527793,10.5323,0.09453479562214828,3.545050540397588,-9.267370273925048,61.84908007528016,1.5,2.0860597911139735,127.897,0.486312,0.595727,114.0,APMCC 0917,0.20778,0.247259,527.214,492.0,47.0,86.0,0.2643907798165961,1.8,2.1,1.19,618906,217.359,0.397564,0.0565,10.57,0.14114396502109727,3.489532201599691,-9.322888612722945,64.68422573920415,1.5,2.3223941107270925,132.32,0.524857,0.661314,4.5,27.146,-0.037700000000000955,-0.04660916939894899,0.05551833879789703,0.05551833879789747,-2.8351456639239885,-0.0037207000000000004
S2_diskbearing,0.8525686372907094,9091700038,355.413,-29.1495,0.0508673,10.6279,0.011579447414882435,3.8065612368121204,-9.005859577510515,46.0849215623112,1.0,1.7233417280471908,147.339,0.292511,0.329972,3.5,APMCC 0917,0.264472,0.314722,-17.1924,492.0,47.0,86.0,0.2077166509702904,1.8,2.1,1.19,220499,181.858,1.54559,0.04786,10.69,0.052765147716534795,3.7862898362088147,-9.026130978113821,47.561777945821355,1.0,1.8947726365178061,134.584,0.24375,0.269838,76.5,0.222,-0.062099999999999156,-0.04118570030165236,0.02027140060330579,0.020271400603306233,-1.4768563835101531,0.0030072999999999975
S2_diskbearing,0.991015993044905,9091700135,355.611,-29.1701,0.0501372,10.2339,0.24874365701065157,2.938232817620582,-9.874187996702053,48.46428144370733,2.0,2.975333235491272,92.1854,0.499679,0.574349,32.0,APMCC 0917,0.594605,0.707579,-225.33,492.0,47.0,86.0,0.09238968345113653,1.8,2.1,1.19,592999,215.062,-0.0793763,0.05278,10.26,0.2620011356474151,2.937817860347055,-9.87460295397558,57.555743560815216,2.5,3.0675601841162625,97.1044,0.540047,0.705408,2.5,2.168,-0.026099999999999568,-0.013257478636763548,0.00041495727352725,0.00041495727352725,-9.091462117107888,-0.0026428000000000007
S2_diskbearing,0.4307131539596356,9091700137,355.175,-29.2753,0.0514409,10.6976,0.20775272048835855,3.4839146906651677,-9.32850612365747,52.52394443389394,3.0,2.7073517017709965,,,,,APMCC 0917,0.59695,0.710371,146.228,492.0,47.0,86.0,0.09202656052495348,1.8,2.1,1.19,386892,134.429,2.3616,0.0538,10.7,0.22038712296364424,3.461045885714596,-9.35137492860804,54.46764197237998,1.5,2.787270250569201,142.599,0.45926,0.576905,2.0,0.274,-0.0023999999999997357,-0.012634402475285689,0.022868804950571864,0.022868804950570976,-1.9436975384860418,-0.002359100000000003
S2_diskbearing,0.8577641214255193,9091700202,355.577,-29.0276,0.0507324,10.0693,0.39501577288807604,2.481088585865733,-10.331332228456903,38.982728750166665,3.0,4.166848681285711,74.056,0.483394,0.616408,10.0,APMCC 0917,0.785456,0.934693,-55.647,492.0,47.0,86.0,0.06994061133085594,1.8,2.1,1.19,543860,213.155,-1.01222,0.05373,10.01,0.3609170312866896,2.4899860690685056,-10.32243474525413,43.063743797075915,3.0,3.852201426953092,43.9114,0.267524,0.318741,0.0,0.466,0.05930000000000035,0.03409874160138643,-0.008897483202772616,-0.00889748320277306,-4.0810150469092505,-0.002997600000000003
S2_diskbearing,1.3662354795715823,9091700231,355.722,-29.2854,0.0544805,10.4798,0.05891255494230704,3.56379502175727,-9.248625792565365,62.50315270100934,1.5,1.9217837262363944,140.115,0.493058,0.642689,5.0,APMCC 0917,0.863057,1.02704,1010.8,492.0,47.0,86.0,0.06365185370255466,1.8,2.1,1.19,143227,174.829,-1.33839,0.04647,10.49,0.1043843675678189,3.4830513965062475,-9.329369417816388,59.933417619816524,1.5,2.1339111076673247,142.979,0.195618,0.225008,177.0,0.425,-0.010200000000001097,-0.04547181262551186,0.08074362525102252,0.08074362525102252,2.5697350811928175,0.008010500000000004
S2_diskbearing,0.804280417489893,9091700242,355.507,-28.95,0.0534172,10.1189,-0.14785614782818132,3.6164324272982475,-9.195988387024387,48.896385580042164,1.0,1.1938116388855706,93.5622,0.246687,0.285538,29.0,APMCC 0917,0.908128,1.08067,708.648,492.0,47.0,86.0,0.06049302731330724,1.8,2.1,1.19,517465,132.534,2.61653,0.0583,10.1,-0.17115275863167712,3.6441256489052387,-9.168295165417398,44.33920572998772,1.0,1.1314599810275692,89.3088,0.0921477,0.10897,118.5,19.048,0.01890000000000036,0.023296610803495793,-0.02769322160699117,-0.027693221606989837,4.557179850054446,-0.0048828
S2_diskbearing,1.2157140312776609,9239900002,329.391,-7.78957,0.0607473,10.3626,0.5077100855776657,2.548999960486554,-10.263420853836081,27.71486824589572,3.0,5.4013465449381455,46.9746,,,3.0,Abell 2399,0.0467907,0.0776725,788.529,690.0,32.0,254.0,1.655385346277063,4.7,6.1,1.66,3631902,137.893,-0.865129,0.05471,10.36,0.5198260131022189,2.5221681054374465,-10.29025270888519,37.68543778703192,2.0,5.554154669279689,74.6055,,,3.0,0.157,0.002600000000001046,-0.01211592752455315,0.026831855049107567,0.026831855049108455,-9.970569541136204,0.0060372999999999954
S2_diskbearing,1.0504645515035014,9239900003,329.378,-7.79091,0.0584079,10.6987,0.2366997610627697,3.4271206095163462,-9.38530020480629,41.096932194126374,1.0,2.893954625833577,216.109,0.252977,0.264392,0.0,Abell 2399,0.0169653,0.0281624,126.5,690.0,32.0,254.0,4.565588100044924,4.7,6.1,1.66,373105,139.357,1.28833,0.05555,10.79,0.27279540342010533,3.4462293248016733,-9.366191489520963,41.81793374680682,1.5,3.1447589363248727,171.9,0.261073,0.260627,17.5,0.273,-0.0912999999999986,-0.036095642357335644,-0.019108715285327094,-0.019108715285327094,-0.7210015526804483,0.0028578999999999966
S2_diskbearing,0.9467990562647968,9239900009,329.365,-7.80358,0.061498,10.7315,0.20667423495264423,3.519971661736597,-9.29244915258604,62.37244075148236,1.0,2.7006368634635134,220.538,0.50439,0.615403,25.0,Abell 2399,0.0262789,0.043623,1000.68,690.0,32.0,254.0,2.9474799603123394,4.7,6.1,1.66,382659,137.829,2.01901,0.05545,10.76,0.2417288063562086,3.4783625189294676,-9.334058295393168,59.6073286517875,1.0,2.927660834295545,177.475,0.481458,0.578276,3.5,1.767,-0.028499999999999304,-0.03505457140356438,0.04160914280712946,0.04160914280712902,2.7651120996948606,0.006047999999999998
