case,published_radius_kpc,model_distance_radius_kpc,published_projected_rotation_amplitude_kms,published_formal_error_projected_kms,inside_predeclared_force_range,newton_projected_force_speed_kms,mond_projected_force_speed_kms
nominal,0.32,0.4391757575757576,40.196000136274435,7.308363661140807,False,,
nominal,0.64,0.8783515151515152,58.466909289126455,7.308363661140807,False,,
nominal,0.96,1.3175272727272729,116.93381857825291,7.308363661140807,False,,
nominal,1.28,1.7567030303030304,135.20472773110492,7.308363661140807,False,,
nominal,1.6,2.195878787878788,143.42663684988833,7.308363661140807,True,115.01746206240803,128.56845199747943
nominal,1.92,2.6350545454545458,172.66009149445156,7.308363661140807,True,122.6748238756768,138.42434861354528
nominal,2.24,3.0742303030303035,178.14136424030715,5.481272745855605,True,131.5494319531249,149.47657328192122
nominal,2.56,3.513406060606061,183.62263698616277,5.481272745855605,True,139.1058847944518,159.2026237599867
nominal,2.88,3.952581818181818,195.4987279355166,3.6541818305704035,True,143.1495458643484,165.40471411748712
nominal,3.2,4.391757575757576,196.41227339315918,3.6541818305704035,True,144.44145230598912,168.8049014886311
nominal,3.52,4.830933333333334,196.41227339315918,3.6541818305704035,True,144.94341081722234,171.42729113599086
nominal,3.84,5.2701090909090915,197.3258188508018,2.7406363729278027,True,145.31193099251374,173.90111691075538
nominal,4.8,6.587636363636364,195.4987279355166,1.8270909152852017,True,144.56207920776978,179.26479800347747
nominal,5.76,7.905163636363636,191.84454610494618,1.8270909152852017,True,139.29001174329335,179.54880447826514
nominal,6.72,9.22269090909091,187.27681881673317,1.8270909152852017,True,132.75772473094267,178.07668297758477
nominal,7.68,10.540218181818183,185.44972790144797,0.9135454576426009,True,127.56535709893822,177.58665871378588
nominal,8.64,11.857745454545457,183.62263698616277,0.9135454576426009,True,122.45973266121884,176.77553531986655
nominal,9.6,13.175272727272729,183.62263698616277,0.9135454576426009,True,117.82810119012083,176.15991779908506
nominal,10.56,14.492800000000003,181.79554607087758,0.9135454576426009,True,114.82681842464729,177.1578082962233
nominal,11.52,15.810327272727273,179.96845515559238,0.9135454576426009,False,,
nominal,12.48,17.127854545454547,179.05490969794977,1.8270909152852017,False,,
nominal,13.44,18.44538181818182,176.31427332502196,2.7406363729278027,False,,
nominal,14.4,19.762909090909094,173.57363695209418,2.7406363729278027,False,,
nominal,15.36,21.080436363636366,171.74654603680895,4.567727288213004,False,,
nominal,16.32,22.397963636363638,170.83300057916637,4.567727288213004,False,,
nominal,17.28,23.715490909090914,171.74654603680895,2.7406363729278027,False,,
nominal,18.24,25.033018181818182,169.91945512152375,2.7406363729278027,False,,
nominal,19.2,26.350545454545458,169.00590966388117,2.7406363729278027,False,,
nominal,20.16,27.66807272727273,169.00590966388117,2.7406363729278027,False,,
nominal,21.12,28.985600000000005,165.35172783331075,2.7406363729278027,False,,
nominal,22.08,30.303127272727274,162.61109146038297,2.7406363729278027,False,,
nominal,23.04,31.620654545454546,161.69754600274035,2.7406363729278027,False,,
nominal,24.0,32.93818181818182,166.26527329095336,3.6541818305704035,False,,
nominal,24.96,34.25570909090909,164.43818237566816,7.308363661140807,False,,
uncovered_zero,0.32,0.4391757575757576,40.196000136274435,7.308363661140807,False,,
uncovered_zero,0.64,0.8783515151515152,58.466909289126455,7.308363661140807,False,,
