source_identity_ids,names,surveys,prior_exposures,object_group_id,source_identities,group_holdout_key
MANGA:1-43361,1-43361,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43361,1,0c23499047f1f7f7c2877a725ddd8a68c1585c253f9ec688d050600d0967e470
MANGA:1-43374,1-43374,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43374,1,c92e0f260e5ada08fbc0fea7e0c608711fdc2057026561c9590f8897493580c8
MANGA:1-43381,1-43381,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43381,1,43729594098c944566ddeed3a2886c76f0f7c8490e3164fcf5516d0fbc6f9ea2
MANGA:1-43497,1-43497,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43497,1,89bd7898411ac1e9a92cc39aa8cea5bcdaed361977b84d51c2014f807407c251
MANGA:1-43505,1-43505,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43505,1,d478313766fe5e7d26d9554119699c80629b13dad9ec2ccc2fcd4ae686f16a8d
MANGA:1-43506,1-43506,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43506,1,aed4ea12b922b3fd647ae68efccc32533de418bb9c2f1200a36f4b0ee6531663
MANGA:1-43512,1-43512,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43512,1,88c6971a56d7a480a8dc71a2eaa39282b90545c244b73eae2aad4f8d5bebdc19
MANGA:1-43528,1-43528,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43528,1,d157295c3b46b3e36ecd007cc5070fae3ffb724fe8aa473019ce2a5565c06648
MANGA:1-43541,1-43541,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43541,1,6f693f3cbe55cb4a944da2f82d4dd9d6eaabb0695a8c660e6c75a992cc6b9a88
MANGA:1-43584,1-43584,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43584,1,6e6f52160f5af8e6fa97fe69c5f10c770400a97453c2d5f9423a4a77d51e07e4
MANGA:1-43589,1-43589,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43589,1,d4fae864b226e0c006c8a0c61a78f8bfcc1c05fd4b0b80dbbedf1b7d09194289
MANGA:1-43629,1-43629,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43629,1,23304c6d3550aa36dff5235b201aae0484a94d346ce5adb554adca4ffdb305ac
MANGA:1-43632,1-43632,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43632,1,e99861d337a0ec23e63bb1f571a1312c33c8b0d4a98bc9e4bfccf00d3bc4e288
MANGA:1-43651,1-43651,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43651,1,aa333dd4ebff982fa4512e2c724cae984db591264239c0c8b4d0c94a43ce0798
MANGA:1-43654,1-43654,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43654,1,4f9dc8c1d67e6091b77a9f2cf483fb8d51f66427a3abab3804b6ca5fadcd077b
MANGA:1-436574,1-436574,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-436574,1,6df904532d5d55f6f6113fd9c10fc16d27325b4b0af61a93cd76a03a2f912090
MANGA:1-43663,1-43663,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43663,1,0cfea946e5eea7ed9735ff40d959eda46dc9d71f98f059bedd61f48801332877
MANGA:1-436646,1-436646,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-436646,1,18b3c523d12f2bd1c3fa8be38e9804d83137e7cd8046834d213a4c5b7d6cd96e
MANGA:1-43672,1-43672,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43672,1,f0a4ccd89642c8e5869df550eb26bd2ea29a2cda463fb7c78a1db233e83aec7c
MANGA:1-43679,1-43679,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43679,1,946afc5e0ede624112874a9b19fed00c705c11bf9f748f27c24e51410811f889
MANGA:1-43680,1-43680,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43680,1,58a07eba24a7d77c8d805178705ed6469517a031f2e05bbcde58fcb7072130d9
MANGA:1-43687,1-43687,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43687,1,d6b85a630a3a8e1de2292fa977f721b7bb605ab238ced0732d3edf023f05e4f3
MANGA:1-43702,1-43702,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43702,1,eed438d62239049f8851ef8d9791c944902bba5fdeb76d461ffccd64ae28cd64
MANGA:1-43717,1-43717,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43717,1,8f5d25b81bfa5cff7461602c12baf2581644640808d412ff4bf6854226e526ee
MANGA:1-43718,1-43718,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43718,1,18cfcac71228a754bbcb63fdc23b24e0f7d4b44003e3cc9e645c1c665442e187
MANGA:1-43721,1-43721,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43721,1,a7869df39f132a27353b2c663b12aa752e4469eb6edaa313cbc79d195d0f4e0a
MANGA:1-43723,1-43723,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43723,1,b8482c1c072c4575eecd908117f3302f82eea34c6f60a8f71473cf104ad2f701
MANGA:1-43724,1-43724,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43724,1,02cd88fdbb4f90f49cfb656cb849ef290041a26ac3a529fb4ee605a8f7457dd7
MANGA:1-43733,1-43733,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43733,1,2ebba060ed0e0581176b8bac7c08b51c02748e102b2de15bcb52795dfab8a775
MANGA:1-43741,1-43741,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43741,1,f7bff0d3307e64d8e515d225f80fd861389406b81615c09337ffa5abcdf90fb5
MANGA:1-43773,1-43773,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43773,1,4898ab845912e82e2ed7ebfe50f061217beae90b4212ebfc5c6846b88ffe6a34
MANGA:1-43783,1-43783,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43783,1,40ce931f6102442d01772ee12c9a992fbd92456de81eb928208bc6baf89d1ee3
MANGA:1-43823,1-43823,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43823,1,71ca237b13a5e6201f217c16e2612b17038aa073bcfb118d8860df87a7496b20
MANGA:1-43829,1-43829,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43829,1,8a5b0007878f5d3d40fa967d811183a03da8930db59864abea0595c8e1b3c230
MANGA:1-43849,1-43849,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43849,1,b161c86bff8fec71bd54dcdd6d4f49c87b2350a6b6c70817834609a9dab8482a
MANGA:1-43856,1-43856,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43856,1,6f70be59a89fe2fa121be4974c9c3fee35d55eaf2ac4249c3236c698dc207976
MANGA:1-43857,1-43857,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43857,1,8b98ee277e9f6e09bafacdd9eb734749b3d5aba7a84bed30d9d188fded726998
MANGA:1-43864,1-43864,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43864,1,0889c88887aa5e5bda39306c1fd238fc8df2a4c56913dc8f0ef6e215b21b8bf3
MANGA:1-43865,1-43865,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43865,1,1c63fead89cabaebde9afe8c013a16466d3cf41e1bb0b419d2a1645358105ee0
MANGA:1-43868,1-43868,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43868,1,caefacc7f4ecb24760453ebcba633e8f1a1abe0bdbcebbc4e113583b9b65b318
MANGA:1-43896,1-43896,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43896,1,360c6804d9aa2ed61bb2668036b3dea0624651c1187663f705af2d32f433be64
MANGA:1-43933,1-43933,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43933,1,79df83c5520f7e790a59af924086e9d44bf2a251b2be3a6ba2a10abb68b0b8d5
MANGA:1-43956,1-43956,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43956,1,9dfa97a72f7e1c42f9be6860aa292d4e8d7e7928ed54b855fb5fe5d7a123aa59
MANGA:1-43957,1-43957,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-43957,1,b3c48a12412f7b857dbaeb6b10a29a4317eed80840ebf3c6e2601c60be0e5043
MANGA:1-439699,1-439699,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-439699,1,21861331a53b014084e90847b3d14ba83aea5aaa1ac08aec97516bc600cfce96
MANGA:1-439736,1-439736,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-439736,1,99fb1661e58a18b1523ef719bf8e36bebd01dc0723056df7fc5ece94951b79fe
MANGA:1-439740,1-439740,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-439740,1,a58a28cbc1ee18e6a9bf16203f8e8cb5fe039e23aa7a7fc08a31884e7f885703
MANGA:1-439760,1-439760,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-439760,1,c7c7545c1149069374f91259a67ce73a72d81cf9e1e0dd7355ed555d4e8b39f4
MANGA:1-44009,1-44009,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44009,1,371097fad106cbf2f03394b87e923129a7f5e0b1ecc188abc8916c0f552a9b3c
MANGA:1-44013,1-44013,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44013,1,125c03dafc167e313325a748f1e29be3cb3a2a4cdd41ad987adb85cadca18911
MANGA:1-44015,1-44015,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44015,1,6fe83558644febcad9e132cd307ad0816119527497364fc2214fb9a7f72db3f1
MANGA:1-440254,1-440254,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-440254,1,27cb7e2d87720d13074ae3016424bd18153012f7fbc6a050c13b3b0a38e6d229
MANGA:1-440292,1-440292,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-440292,1,a3002e7aa237b90906edf21ea797261cfb43f198de0e33ba52a57e640bbe4ce1
MANGA:1-440301,1-440301,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-440301,1,4d21d7bb8ad3a32f323d85973e23cdf1cec5c46edeea4e5e89d0eb807d32230e
MANGA:1-440356,1-440356,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-440356,1,cdac6795a90a1393782b8ae9c6e6e05740758e122171217d0a2defc575b1f3b0
MANGA:1-44044,1-44044,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44044,1,817aaf0bee25cd0d3233edc3e437396ad6b8b25385cef337dd018a3b8de7d17b
MANGA:1-44047,1-44047,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44047,1,1e74106642802d3dc451bc323f5068176b784b0fde9c8028c246b91903824a2f
MANGA:1-44063,1-44063,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44063,1,81ddbf7fea352edf4dd786adbe9c26be01b373496b8a03c263e4e5f74f21a3b2
MANGA:1-44083,1-44083,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44083,1,715fa4cda0e4c9e957d83b59bb407ea4035bc510b09dcac48126928573963325
MANGA:1-44091,1-44091,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44091,1,57b0380732dbbf4d9a135bde673717c35831b505bafb3712618b2eebae5f026d
MANGA:1-44100,1-44100,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44100,1,28cb16a40f7b6615d219b629d40f022fea5585b107995642a9de85ca83fd0e69
MANGA:1-44113,1-44113,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44113,1,adaa733ccb09f33b7cce6f1a21f6f38c17c3d2ce6808fda3783337ad4c7de366
MANGA:1-44117,1-44117,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44117,1,aae38b8623081f4db1f6fe976d8555a8dc80a91a036ea032fbc93c8834429d3d
MANGA:1-44141,1-44141,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44141,1,bcf4a34237ab054446e5cb64611e520e0c66cfd98fc6a414a1272fbacc00fa5c
MANGA:1-441573,1-441573,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-441573,1,b6064681b391be8de06d9110b1eb54770fd80fa2fee5cbacab08d40c918f3a75
MANGA:1-44163,1-44163,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44163,1,f01d83faecdf8c81c4b5d49b248a713d8d712a1c2fed91db3e6ea37eee7afb8e
MANGA:1-44172,1-44172,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44172,1,aad5b1b11bec4f3633790f0b2a87ba02021b802845cf45f1cb145fa2def5c3f9
MANGA:1-44180,1-44180,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44180,1,0bf45081ea7e630eff3e814e35341a6b6903ff188cb5c44df777a4d6b4303b3e
MANGA:1-44183,1-44183,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44183,1,b28eb1b69e2b460802b69ebe162b9dd1c3e960592396d495d9c1597e367f9b9d
MANGA:1-442076,1-442076,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-442076,1,b427564fdbff34c8070dc6080dbccadd2d8e022becf42decfbc49fbd6c973f00
MANGA:1-44210,1-44210,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44210,1,d73ddedf0ff35cbbba537f4151742900e227eedd7632cca3b92ad59533f5569c
MANGA:1-44216,1-44216,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44216,1,3c72db1ab9276c7353af814680cb4fd92dc9e21c9b6b16c74e64be1491c76cd4
MANGA:1-44219,1-44219,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44219,1,4f8fab250786ec1425d7e7fdf22410c9c395ed9ee5c1ab9ed562165a4a27d546
MANGA:1-442322,1-442322,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-442322,1,5fb6286b88b62cbfa9908ae1e91503374b3341a97d719c5e9a05a82560d0d613
MANGA:1-442338,1-442338,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-442338,1,d1684e9e2e2b39dd2056e7f6c3f66c6ead2f54442b171e7e010d6a3a68db67ca
MANGA:1-442354,1-442354,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-442354,1,90216429d49051af5ec86dc52bf9a2da187a1b8f40530fb4996d53b07e14814f
MANGA:1-442358,1-442358,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-442358,1,860dd6d51f50f5fa8d2d5a482ae8ce00d5849f2c614206fe3f6f82c39393c017
MANGA:1-442359,1-442359,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-442359,1,e4e6a651bbe0a264ade0ef91c87d19e9b6ffd6bb1009cab09221a70d912e0666
MANGA:1-442983,1-442983,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-442983,1,7d4e7100fe8275bdff037937c835799dc46edfc1cc43f751baf2f9afde474071
MANGA:1-44303,1-44303,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44303,1,61704b416081197d66203d94cd0f452f9f98a7af6cc6966a276b5d2efc2e87b2
MANGA:1-44312,1-44312,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44312,1,d3a86c5baa14c03705aca710c7fa0628140ae4c136bb89cadd02459599f5fa39
MANGA:1-443132,1-443132,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-443132,1,3eac91ac24c1a6fa16429f943743e87ec877a9d03f082d12bbfbc2ba7e195a4e
MANGA:1-443149,1-443149,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-443149,1,3b86a73c5776b11a075f3c5a4bc3853cd7454faa9b44899e0f32b826680ae574
MANGA:1-44361,1-44361,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44361,1,8ed86ea3b666d27e95f74fc65f00d8e08e4a0a650cb76345bca35826f519da92
MANGA:1-44379,1-44379,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44379,1,9f6b158398d8c73a651f903f65ec5ae9f76a4c824f8d6b16351d74ebc6a04066
MANGA:1-44418,1-44418,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44418,1,5bd30fdaa4895378e9d8f8cc0afa4ec245f03fb669a2017e4d5f1b922f5d5953
MANGA:1-44436,1-44436,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44436,1,4c25a5d993a4eb25b20d288bc310f00e7c7f3253a7109964f70792cfb98cebbe
MANGA:1-44447,1-44447,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44447,1,94e7152a526a4b487fd00b79a585f4b278a7037c4553cacb1a6eb37aa579c435
MANGA:1-44463,1-44463,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44463,1,e9ff4b96f2ab1a74a0d21333490642441663a7486455886022d16ab8781cd466
MANGA:1-444671,1-444671,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-444671,1,c2c35a6a0166ad47fed7c23a0e319b872d4b43c62f81eff2e49b59df819851da
MANGA:1-44479,1-44479,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44479,1,2182c2c35917d806ce3c8065340e04d4fa8eaac0af91316bc7091087a94067ed
MANGA:1-44483,1-44483,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44483,1,516954ac89e3b09671ff6cb388f3681d352a8efe6a7f4fe77df5dd7b499afb4a
MANGA:1-44487,1-44487,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44487,1,4ca2ccdc9e3fc61cee288becbd2ffdd4e26637efafdb534148679ddcc77bdd40
MANGA:1-444980,1-444980,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-444980,1,a55b38f43f85a420e075a09d64e5ef431831bcd3013420b2430522794b5694a9
MANGA:1-445027,1-445027,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-445027,1,ffc42a0fc0d7eb62dabafe930db291fd0f0d38d3928dcd8c8fe9229641bda10e
MANGA:1-445042,1-445042,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-445042,1,e3e49f2b3aa16029cb6a15e7c0724edd491a8b0faa6d0d50f9bc97f0681cab85
MANGA:1-44526,1-44526,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44526,1,c0785e327d7053c886e8a7dcc8d71ba1cbb48656be61902f528c5982a225bdd0
MANGA:1-445333,1-445333,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-445333,1,71d7af6eab247ccd839e4af9a0987f3897b0f1b1f2443a2b046ba94d42c7d9f2
MANGA:1-445337,1-445337,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-445337,1,dae7e3413d9d97ef20555ff2e8275afa0fde0623826ba45783acfbc2d0c5f44b
MANGA:1-445487,1-445487,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-445487,1,47a79532d6dc5f68453145bfd70dcbc7424e8a5d6086f09021c6fe3b9a431371
MANGA:1-44549,1-44549,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44549,1,f947d3894570d6bcbd6e68cff66e00d6b6ea2249e6502e17f17e5b8f2cde0972
MANGA:1-445537,1-445537,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-445537,1,cebb6da096adfbb8c700b68450f4c898b1a95f6492825bd491a170bfa5efb179
MANGA:1-445626,1-445626,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-445626,1,f681907ab6404b3607a6b67e9d6f27dd0671a765738f697a57a508dfa03466ed
MANGA:1-44565,1-44565,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44565,1,bceef44bceb1530fe6a05bd85371c76050eb99a08593f004132fdb53d78d9cc1
MANGA:1-445669,1-445669,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-445669,1,6ff2f7d50eacd2636da6d8a523b6fc8ea7b7f037aaf34ead5e97b68d515fe1f1
MANGA:1-44581,1-44581,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44581,1,94b8a3d635d665ea362720aa9c5bc778cd35f092d56ef67141a0251b37e6db3d
MANGA:1-44590,1-44590,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44590,1,2f9aa6c1da778e2e7073334e8a031642beb4db90a3852ef7443af6e977cc4fe0
MANGA:1-445940,1-445940,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-445940,1,3feaba6816769570cead93d0ca09b8d33092036ca9ce85f0719d0f15a3f24a28
MANGA:1-446131,1-446131,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-446131,1,4f3bf80b0887e6c03f02dc5b66281781f5392c57a5487ecd82f1dd054452b057
MANGA:1-44618,1-44618,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44618,1,996af467c47129c775029879814cede4e7d18e5ee07830b54f1a26430833c58d
MANGA:1-446229,1-446229,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-446229,1,d096a499f8586b1b4547efa5c02e0bcda1cbf72e8672e1523d62cdf37bd58681
MANGA:1-446231,1-446231,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-446231,1,0274f7a97752bd8e9075978a612d5f4f27e2e7d96de814a57823754c838e61e0
MANGA:1-446242,1-446242,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-446242,1,ab1f81f75d2c11b6405802120477ad57fc136040921edadd8032743da0a68e02
MANGA:1-44625,1-44625,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44625,1,d6c7ba6ce230364eefc05adae55a6f21968b77dc0b0a916ab7950fb22cdde199
MANGA:1-446257,1-446257,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-446257,1,d6c58f9e2a79199168867e9e41794a262f7fca3c8630264f6e3a0c7a08f48081
MANGA:1-446290,1-446290,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-446290,1,2aa126f52455bb7b9d00ec901018de993b9cb40892ac3517584da398030d1deb
MANGA:1-44633,1-44633,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44633,1,a483654f2957eefdd062096da3f33a53baeaec78d9ead5ef5bcabb2bb960b4d8
MANGA:1-44634,1-44634,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44634,1,56fabb7c838ba85aa8ba48527d54eaa5cda63ff903d34686290e14cdda4cdbae
MANGA:1-44637,1-44637,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44637,1,4214a30f74426164d1b619578f10bdc1e4c1ad8eee63f5c85782a9df72f0f430
MANGA:1-44660,1-44660,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44660,1,27286d73c897e112234a5ec0b0adb6f71ac4b5bdf5e00bf8562554dcee6c44a6
MANGA:1-446650,1-446650,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-446650,1,bd42dbab68d6f611e7face4763652912807a89a5fa08050bed3fa11263532e30
MANGA:1-446659,1-446659,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-446659,1,d6ab5647ac022c32559d1d184ee9ea1a986af708327cfde490c07ff99e55263c
MANGA:1-446660,1-446660,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-446660,1,76165610088cc096afb5357409630a899830af28a403aba9cc9826a51713a7b7
MANGA:1-44667,1-44667,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44667,1,8b98babe9a5ff02e83e29203b61482cb94ec4df20307240b8f9fd1078043c2c2
MANGA:1-446671,1-446671,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-446671,1,2dcda4f068b4911cd98739435c38bd09a6df022e790e8ec4fb5f094d2ea06283
MANGA:1-446684,1-446684,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-446684,1,cd988551d83de73dac2780a20abb38e4cb633f154e1e740e7185bff31bd98bce
MANGA:1-446700,1-446700,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-446700,1,702fe57de075fcbc33587ee3f4ebc643a989973becc31bfe39f4557f86860a8a
MANGA:1-446720,1-446720,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-446720,1,b18053e22ae92b3deddb57fbadb3eaa98ab5b7404662115ebb0fdc81ab3cf074
MANGA:1-44690,1-44690,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44690,1,ed9870b0c1afd18b82238de0b20ee62ac68ebb53bfa4a275751f7fdcbfab31e2
MANGA:1-44693,1-44693,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44693,1,e3c76b5d85fcf7ee61f244a96d5a920291e6f496b576ac72568494fc65944557
MANGA:1-44700,1-44700,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44700,1,25df6042350a5e5e204e98a9128fd09470aa182c449f70d6c9f7734c3e0e0a23
MANGA:1-44707,1-44707,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44707,1,fbb7d4823f0550d2965905a9124f5d04889eb7ebbac6f92a2f1e95cbd99bf13b
MANGA:1-44722,1-44722,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44722,1,f2d69f99170a6e54e6549169b6fa7e21025ca0280a0a2c4a2407fafe85fec614
MANGA:1-44726,1-44726,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44726,1,80a13a91ad75cb6c2ab436749dd29ed248c2cedd6a2a73489bf0258dd870a6f5
MANGA:1-44745,1-44745,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44745,1,46ca2b0ed7a179ea1dddc66697fbc982cf3c7a64be16f0f2fbc7317164eb05b0
MANGA:1-44763,1-44763,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44763,1,21bea1e1b3ff483991c8eb000fa9a5462cb6a7f5915f04579882feb6f3beb2ce
MANGA:1-44767,1-44767,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44767,1,5cf69bb575ef282f0999361eb14c798d8460a08528d70f360a465067be2a2a8d
MANGA:1-44789,1-44789,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44789,1,4141b1d3a6ce33f15cf5520db2d79c0ddeab1dfe08210981fd92dd82cf95fff4
MANGA:1-44801,1-44801,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44801,1,2d272beff6d358f131a6f13511b218d5f8d75a4cd0b236b9d0b9633ba1df89da
MANGA:1-44818,1-44818,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44818,1,4bbf6b2c9fd61303ad77d2b3191215a19b5c1a5947dcc06fd7781cd92c92f003
MANGA:1-44865,1-44865,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44865,1,ccf444b7a9f3544e865bfd8dc0d20b7a978c7b6387011e90bc915a72232b84a3
MANGA:1-44880,1-44880,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44880,1,b546dcc7f4b1e116400966dc219975160d33aec5c622416769bbac1cce8e8f6f
MANGA:1-44905,1-44905,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44905,1,a6c0d1a8ed449d85097c341a4e33555b3cbe4e15f73b31a53c91e64a1d0bdeca
MANGA:1-44915,1-44915,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44915,1,39325f0a1aac65297240dce96049a2ddb302ca50da7746a68290a3cbcee27d71
MANGA:1-44971,1-44971,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44971,1,c56a55810419083b8507a829905c81a1ce1170bb23636028fe9a3dd35f14e0af
MANGA:1-44974,1-44974,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44974,1,74b148c531ac0505a3c56931dcbccadfbcb256d8157e96d79c75d0f0e9e795e3
MANGA:1-44990,1-44990,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44990,1,0b5db407d371df387fe9e654759bfcb96074cd502410cd4ff338243e7f366dd0
MANGA:1-44999,1-44999,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-44999,1,967a11150688701de05d5f35d50ad3b07001506f251598b6a74ccd8ad67e9c2f
MANGA:1-45016,1-45016,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-45016,1,bc4f46255460d8820e22effd931613f12288e4d836cf376c44ad51f1aac02db8
MANGA:1-45020,1-45020,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-45020,1,922e046847f3ad05aa20923d607a4eea74801414881d36c5921df891d8363ae0
MANGA:1-45036,1-45036,MaNGA_local_master,previously_processed_population_catalog,MANGA:1-45036,1,7d8df188848cb8ad1697d9ac1f1decc2a85a00b8c9a49e5d13c9563d6c3e4afc
