name,in_void_SDSS,kappa_2phase
PGC1807987,0.0,1.9932557371978522e-05
PGC1808155,0.0,-2.4484899807411515e-05
PGC1808175,0.0,4.2929711107428396e-05
PGC1808334,0.0,1.6826620220996622e-05
PGC1808618,0.0,8.889083733823428e-05
PGC1809102,0.0,2.7489132261633422e-05
PGC1809169,0.0,0.00021182780180894217
PGC1809335,1.0,-3.0248442076227576e-05
PGC1809480,0.0,-1.2755165822623803e-05
PGC1809591,0.0,8.660123481902675e-06
PGC1809612,0.0,2.0327118381280297e-05
PGC1809622,1.0,-4.1124827513923956e-05
PGC1809727,0.0,0.00017720383033496609
PGC1809791,0.0,-2.9221786141818388e-05
PGC1809800,0.0,3.0411345181701548e-05
PGC1809848,1.0,-0.00013442544909630756
PGC1810039,0.0,4.254594675701736e-05
PGC1810057,0.0,9.10873010955674e-05
PGC1810183,0.0,0.0001533381459095168
PGC1810221,0.0,8.473091841080553e-05
PGC1810357,0.0,0.00013653288644707484
PGC1810375,0.0,-2.816167197558525e-05
PGC1810785,0.0,4.003543776845005e-05
PGC1810857,0.0,6.528864860440776e-05
PGC1810952,0.0,5.930651926964444e-05
PGC1811007,0.0,5.9584053322059385e-05
PGC1811033,1.0,-0.00012359819797904447
PGC1811178,0.0,0.00012547006869024783
PGC1811192,0.0,4.666747419294183e-05
PGC1811357,1.0,-1.0821796985647743e-06
PGC1811422,0.0,0.00017509515430759435
PGC1811497,0.0,9.52486004948205e-05
PGC1812041,0.0,6.339696028639996e-05
PGC1812052,1.0,-6.246675795856594e-05
PGC1812177,0.0,0.00011129180401147634
PGC1812203,0.0,0.00018188662254421597
PGC1812332,1.0,1.048775092333105e-06
PGC1812521,0.0,-9.216818792796287e-05
PGC1813031,0.0,9.690199701253593e-05
PGC1813183,0.0,5.458094977313631e-06
PGC1813245,0.0,-5.68693422373677e-05
PGC1813341,1.0,0.00011713374000041567
PGC1813588,1.0,5.477800439349756e-05
PGC1813631,1.0,9.690809594471725e-05
PGC1813693,0.0,-6.34536815509871e-08
PGC1813728,0.0,2.4954707594740548e-05
PGC1814049,1.0,-2.9317636467383385e-05
PGC1814066,0.0,2.6412380192325512e-05
PGC1814090,0.0,-2.0508544858739118e-05
PGC1814154,0.0,-6.92108548770209e-05
PGC1814227,0.0,0.0001056073437429295
PGC1814436,0.0,0.00030661303471104465
PGC1814490,0.0,8.864231617416593e-06
PGC1814509,1.0,-3.409345137660713e-05
PGC1814527,0.0,-0.00012767108662425623
PGC1814632,0.0,1.9262736889974308e-06
PGC1814689,1.0,0.00010055233615159928
PGC1814954,1.0,-0.00015209946056613137
PGC1814983,0.0,6.373535881350366e-05
PGC1815155,0.0,4.65842591857854e-05
PGC1815698,0.0,2.13231525795783e-05
PGC1815991,0.0,1.8255916518647605e-06
PGC1816033,0.0,5.62397599840824e-05
PGC1816120,0.0,3.880601251038221e-06
PGC1816138,0.0,5.436681050330416e-05
PGC1816207,0.0,6.971290449188483e-05
PGC1816801,0.0,0.00015283597578875303
PGC1816825,0.0,2.624954883810185e-05
PGC1816985,0.0,0.00013000282015924563
PGC1817433,0.0,0.0001601384378898796
PGC1817564,1.0,1.9866221737520366e-05
PGC1817643,0.0,2.256675267139061e-05
PGC1817837,1.0,6.814266987186615e-05
PGC1817862,0.0,4.3922821443053305e-05
PGC1817963,0.0,-5.381544993639166e-05
PGC1817968,1.0,2.5156738517530175e-05
PGC1818050,0.0,1.346521949065773e-05
PGC1818149,0.0,1.5067996675430658e-05
PGC1818152,1.0,1.2336038858540368e-05
PGC1818449,0.0,0.00020449690030512258
PGC1818971,0.0,0.00010092158648074006
PGC1819045,0.0,5.362149457806184e-05
PGC1819065,1.0,-2.856920420087763e-06
PGC1819069,0.0,5.5953210561232944e-05
PGC1819090,0.0,9.09243561302013e-05
PGC1819243,0.0,0.00014362568591375118
PGC1819253,0.0,6.244795431603289e-05
PGC1819280,0.0,6.096338031373465e-05
PGC1819649,0.0,0.000136097415608468
PGC1819820,0.0,-4.731567554649189e-05
PGC1819988,0.0,6.392226285903746e-08
PGC1820101,0.0,-3.4070120470798637e-06
PGC1820117,1.0,-3.660145535701597e-05
PGC1820402,0.0,-1.8415679222281123e-05
PGC1820723,0.0,4.113850552403412e-05
PGC1820852,0.0,0.00017586026512730137
PGC1821019,0.0,-4.028841731864472e-05
PGC1821040,0.0,7.496509936525742e-05
PGC1821130,0.0,-5.6212409537157696e-05
PGC1821178,1.0,7.018011147322584e-06
PGC1821276,0.0,3.800875342493644e-05
PGC1821676,0.0,5.371597022864154e-07
PGC1821987,0.0,-6.388766582893522e-05
PGC1822099,0.0,-3.6247102116125044e-06
PGC1822565,0.0,7.147130203049612e-05
PGC1822599,0.0,-3.0546256517485024e-05
PGC1822655,1.0,1.4408859444852181e-05
PGC1823041,0.0,6.276795168211845e-06
PGC1823109,0.0,8.365033518325237e-05
PGC1823544,0.0,-6.128034592108352e-05
PGC1823853,0.0,-0.00011476605157704113
PGC1824010,1.0,-0.00017898133143235204
PGC1824123,0.0,-3.786228485587829e-05
PGC1824142,1.0,0.00012918595596878428
PGC1824160,0.0,7.168114788239999e-05
PGC1824168,0.0,0.00027424423085537267
PGC1824196,1.0,7.664817662865096e-05
PGC1824266,0.0,4.676130342703339e-07
PGC1824359,0.0,0.0002032887978373603
PGC1824703,1.0,-4.7106215085783384e-05
PGC1825106,0.0,6.797204401381724e-05
PGC1825124,0.0,-3.215101192314091e-05
PGC1825499,0.0,0.0001938552229348755
PGC1825762,1.0,-3.161496070283471e-05
PGC1825868,0.0,-8.122216403908775e-05
PGC1825879,0.0,-4.2570125745100355e-05
PGC1825913,1.0,3.710786421420367e-06
PGC1825919,1.0,-2.7637500831348202e-05
PGC1826310,0.0,-1.986066763002208e-05
PGC1826462,1.0,-4.5616865288872575e-05
PGC1826511,0.0,0.00011420940060958204
PGC1826599,0.0,0.00028685630721343925
PGC1826690,0.0,0.00011239589925580187
PGC1826720,0.0,-4.30353373869061e-06
PGC1826770,0.0,1.8381403379701592e-05
PGC1826976,1.0,-5.9488104254434143e-05
PGC1826986,0.0,0.00015915230576415664
PGC1826987,0.0,2.7302261022649144e-05
PGC1827064,0.0,3.7548052027766095e-05
PGC1827175,1.0,3.096526144132047e-05
PGC1827252,0.0,0.0002503337613431487
PGC1827343,0.0,0.00013229088509460473
PGC1827406,0.0,-1.6815696194545496e-06
PGC1827553,0.0,-1.368186700535122e-05
PGC1827645,1.0,-3.350810663950066e-05
PGC1827691,1.0,-3.197293061760699e-05
PGC1828175,0.0,2.134517825993167e-05
PGC1828253,0.0,-3.1079689980890267e-06
PGC1828285,0.0,7.942801465432624e-05
PGC1828290,0.0,-0.0001343050462531637
PGC1828398,0.0,-4.0968460921600696e-05
PGC1828400,1.0,3.15205402517628e-07
PGC1828481,0.0,0.00012574326470550702
PGC1828864,0.0,7.743812042575276e-06
PGC1829129,1.0,3.5814822449656187e-06
PGC1829169,0.0,9.503093120611625e-05
PGC1829201,1.0,-6.625543713628403e-05
PGC1829290,0.0,3.84005556211896e-05
PGC1829502,0.0,-6.270357498717406e-05
PGC1829586,0.0,4.855330917959744e-05
PGC1829631,1.0,-1.7006749669416613e-06
PGC1829639,0.0,4.7835926238238025e-06
PGC1829752,0.0,8.178861476616206e-06
PGC1829808,1.0,7.645640125128636e-05
PGC1829859,0.0,1.0219963679660666e-05
PGC1830334,1.0,0.00014381313327592641
PGC1830732,0.0,-0.00012243820285379615
PGC1830772,1.0,-7.709569508850343e-07
PGC1830789,0.0,-4.355837908872338e-05
PGC1830837,1.0,-0.0001425667979184397
PGC1830858,0.0,-6.280771160740878e-05
PGC1831486,0.0,-0.00014173323409952935
PGC1831508,0.0,0.00014819133980611813
PGC1831799,1.0,2.645046251128586e-06
PGC1832077,0.0,0.00010279856273552639
PGC1832115,1.0,8.31482918919178e-05
PGC1832125,0.0,4.903593352603515e-06
PGC1832290,0.0,0.00011459995402188683
PGC1832300,0.0,4.942524497725915e-06
PGC1832324,1.0,0.00010298252454668746
PGC1832344,1.0,8.819911282437292e-06
PGC1832367,0.0,-2.8302457226781097e-06
PGC1832444,0.0,-6.569872354312646e-05
PGC1832516,0.0,-6.084613400615657e-05
PGC1832909,0.0,9.326058508679898e-05
PGC1832918,0.0,7.09196207101289e-05
PGC1833163,0.0,5.719435226931769e-05
PGC1833171,0.0,3.549157572588782e-05
PGC1833692,0.0,5.0388149868208385e-05
PGC1833722,0.0,1.3358423418327582e-05
PGC1833743,0.0,1.958071123293481e-05
PGC1833846,0.0,-1.7637815670600843e-05
PGC1834038,0.0,4.938208879696546e-05
PGC1834083,1.0,0.00021526101166513672
PGC1834191,1.0,-7.007070862683498e-06
PGC1834254,0.0,-2.1416240464432494e-05
PGC1834325,0.0,8.466446289753534e-05
PGC1834380,0.0,-0.0001192527848004883
PGC1834439,0.0,-1.1039509042250748e-05
PGC1834470,0.0,-5.281227600667499e-05
PGC1834796,0.0,0.0001095966903647729
PGC1834820,0.0,8.931728393393927e-06
PGC1834954,0.0,-7.896464677997227e-05
PGC1834995,0.0,-0.0002244346261312107
PGC1835089,0.0,3.854236475878303e-05
PGC1835176,0.0,-4.877572771037041e-05
PGC1835188,0.0,4.615700629892138e-05
PGC1835254,0.0,-3.5588634378354377e-06
PGC1835274,0.0,2.7509469090399788e-05
PGC1835313,0.0,2.162259145756679e-05
PGC1835336,0.0,8.840829189992849e-05
PGC1835378,0.0,-0.0001087843306441269
PGC1835409,0.0,2.6971312093781106e-05
PGC1835413,0.0,6.562830399405198e-05
PGC1835491,0.0,-9.6612668571585e-06
PGC1835500,0.0,5.638714691886878e-06
PGC1835539,1.0,8.696116377686401e-07
PGC1835764,0.0,0.00010751575353371095
PGC1835801,0.0,9.355394668361047e-05
PGC1835895,0.0,1.4634999591637057e-05
PGC1835939,0.0,-0.00015674996467239389
PGC1836213,0.0,4.572093327016712e-05
PGC1836292,0.0,2.9785999719831034e-05
PGC1836659,1.0,1.1950180546362655e-05
PGC1836746,1.0,-0.00012954073821292762
PGC1836807,0.0,-4.5697488016567654e-05
PGC1836861,0.0,-0.00014965599604144046
PGC1836996,0.0,-2.3870457511251655e-05
PGC1837109,1.0,-4.597140407635924e-05
PGC1837391,0.0,-1.0774852242034446e-05
PGC1837566,0.0,-3.6606568421617764e-06
PGC1837655,0.0,7.598053847015064e-05
PGC1837697,1.0,7.78748844174946e-05
PGC1837776,0.0,8.469173489479829e-05
PGC1837952,0.0,0.00014846537215619374
PGC1837976,0.0,6.719299883800167e-06
PGC1838201,0.0,8.071815908736604e-05
PGC1838248,0.0,-1.2225545715978739e-05
PGC1838273,0.0,-8.098820416094355e-06
PGC1838393,0.0,3.654129831727113e-05
PGC1838408,0.0,-2.9322217566425587e-05
PGC1838449,0.0,-1.0996741266146639e-05
PGC1838462,1.0,-6.033166740627282e-05
PGC1838512,0.0,0.00013685885828044287
PGC1838572,0.0,0.00015178127739560372
PGC1838627,0.0,0.0001319611105544011
PGC1838642,0.0,-5.042463305226627e-07
PGC1838759,0.0,-1.0083031245444103e-05
PGC1838821,0.0,-0.0001306707771448577
PGC1838947,0.0,-5.666215967149497e-06
PGC1839055,0.0,6.550608623031693e-05
PGC1839062,1.0,-0.00014891693070710247
PGC1839266,0.0,0.0001561549892642968
PGC1839310,0.0,0.0001273898913589233
PGC1839341,1.0,2.4483577474785387e-05
PGC1839381,1.0,-0.00013460122396831694
PGC1839385,1.0,0.0002474386577502899
PGC1839486,0.0,1.2371812060306298e-05
PGC1839749,0.0,0.00018545328884878295
PGC1839838,1.0,-0.0001514553128218912
PGC1839955,0.0,9.846023735865518e-05
PGC1840001,0.0,1.2841215908287605e-05
PGC1840004,0.0,-0.00019406006325521524
PGC1840179,0.0,4.571920035102167e-05
PGC1840215,0.0,-0.0001459069704324045
PGC1840235,0.0,0.00014487112953996597
PGC1840298,0.0,7.275179191279754e-05
PGC1840385,0.0,-1.05175329952233e-06
PGC1840515,0.0,0.00013158469156014435
PGC1840840,0.0,6.0892416029509486e-05
PGC1841009,1.0,4.53991132253717e-05
PGC1841021,0.0,-9.134131673016809e-05
PGC1841050,1.0,1.9600718222908288e-07
PGC1841051,0.0,3.157509109190501e-05
PGC1841056,0.0,3.415138249968528e-05
PGC1841387,0.0,3.2893053296010195e-05
PGC1841427,0.0,1.8002867995142072e-05
PGC1841447,0.0,-9.095632825317443e-05
PGC1841472,0.0,4.007928880008804e-05
PGC1841896,0.0,4.101055650023856e-05
PGC1842044,0.0,-0.00014593215818842334
PGC1842151,0.0,-0.0001417674334559417
PGC1842262,1.0,1.3662731224287486e-05
PGC1842349,0.0,0.00010208620361429475
PGC1842367,0.0,-8.286077186440945e-05
PGC1842514,0.0,6.863327813629701e-05
PGC1842538,0.0,4.311961803608936e-05
PGC1842605,0.0,-4.0435905647061056e-05
PGC1842765,0.0,3.324502471652998e-05
PGC1842790,0.0,-1.8603520858538608e-06
PGC1842977,1.0,2.6462756381266267e-06
PGC1843002,1.0,-3.713635309357188e-05
PGC1843260,0.0,5.309592968084648e-05
PGC1843374,0.0,2.844203023610992e-05
PGC1843454,1.0,-9.697310844427775e-05
PGC1843570,0.0,9.805147795787959e-05
PGC1843817,0.0,1.6917238978996024e-05
PGC1843956,0.0,-5.0122076994506466e-05
PGC1843967,0.0,-2.880663614096025e-05
PGC1844244,1.0,8.298307623983153e-05
PGC1844339,0.0,6.82344836756617e-05
PGC1844484,1.0,-9.263440167646784e-05
PGC1844489,1.0,-0.0001299516638800547
PGC1844562,0.0,-2.952774287733085e-05
PGC1844587,0.0,2.5137315338936183e-05
PGC1844771,1.0,4.368168352501671e-06
PGC1844895,0.0,-5.983744234450439e-05
PGC1845049,0.0,0.0001024661496221894
PGC1845056,0.0,1.84845613279611e-06
PGC1845156,0.0,7.969539275351764e-05
PGC1845175,1.0,-8.732522747863869e-05
PGC1845239,0.0,7.432584898863378e-05
PGC1845278,0.0,-5.508169201296753e-06
PGC1845336,1.0,4.497839997910985e-05
PGC1845466,0.0,5.915772388028055e-06
PGC1845517,1.0,-0.00012514155907216592
PGC1845617,0.0,1.4896404415374502e-06
PGC1845687,1.0,3.558429126640082e-05
PGC1845801,0.0,2.040161851348563e-05
PGC1846046,0.0,-0.00012770494783509784
PGC1846142,1.0,-0.0001268995561662913
PGC1846845,0.0,-3.1625241605846863e-06
PGC1846983,1.0,-0.00017545406704494492
PGC1846998,0.0,-2.5411979783413018e-06
PGC1847118,0.0,0.00018729763324903633
PGC1847176,0.0,0.00017406005030790562
PGC1847300,0.0,3.284787118122915e-05
PGC1847625,0.0,1.9332801862382348e-05
PGC1847865,0.0,6.667311612469031e-05
PGC1847923,0.0,-5.837594179949408e-06
PGC1848034,1.0,5.3746596466406875e-05
PGC1848154,0.0,-0.00015287352753433535
PGC1848318,0.0,8.347351006638894e-06
PGC1848364,0.0,8.584898322757912e-05
PGC1848424,1.0,-1.4923091051478487e-05
PGC1848617,0.0,4.304462986658724e-05
PGC1848625,0.0,4.960314736751067e-06
PGC1848712,0.0,7.896053863022822e-06
PGC1848881,0.0,-6.021201740321609e-06
PGC1849207,0.0,-5.488942717464522e-05
PGC1849398,0.0,9.192526339388134e-05
PGC1849408,0.0,-5.932056473925254e-06
PGC1849659,0.0,-0.0001097422419326012
PGC1849730,1.0,4.100068058277031e-05
PGC1849751,0.0,3.661085794011704e-05
PGC1849818,0.0,6.712620640799782e-05
PGC1849871,0.0,2.2704033887843454e-05
PGC1849882,0.0,-4.6354526983636244e-05
PGC1849973,0.0,1.8867259697331176e-05
PGC1850032,0.0,8.237898865248921e-05
PGC1850175,1.0,5.925065544411677e-06
PGC1850266,0.0,1.1805554327028264e-05
PGC1850269,0.0,-5.539520150302293e-05
PGC1850358,1.0,-1.3447851642813876e-05
PGC1850469,0.0,-8.098079823035956e-05
PGC1850590,0.0,-3.632938678780843e-05
PGC1850720,0.0,3.502887769224187e-05
PGC1850742,0.0,2.2207818889186216e-05
PGC1851240,1.0,-6.725266505573826e-05
PGC1851395,0.0,-1.3218205898724349e-06
PGC1851485,0.0,5.9318410123397845e-05
PGC1851707,0.0,-3.7707455906279696e-06
PGC1851987,0.0,4.393508370930108e-05
PGC1852258,1.0,-1.7889271226226907e-05
PGC1852293,1.0,5.7749611391888735e-05
PGC1852444,1.0,-0.0001733737281111939
PGC1852519,0.0,-3.1647260891146002e-06
PGC1852671,0.0,6.687723492669027e-05
PGC1852730,0.0,0.00026209882123980294
PGC1852752,1.0,7.562595016914921e-05
PGC1853024,0.0,9.172797652919163e-05
PGC1853115,1.0,4.479177391611341e-05
PGC1853132,0.0,-1.0539100490422553e-05
PGC1853172,1.0,3.869256703972439e-05
PGC1853288,0.0,3.301682728934723e-05
PGC1853291,0.0,-0.00013778925917310348
PGC1853402,0.0,-4.3800588090647334e-05
PGC1853508,0.0,-0.00012951685585070623
PGC1853554,0.0,4.980777480913324e-05
PGC1853623,0.0,3.6556901508845704e-05
PGC1853644,0.0,-3.3474904224545593e-06
PGC1854130,1.0,2.8772086949007895e-05
PGC1854242,0.0,-6.627287987412845e-05
PGC1854566,0.0,2.5048763035110256e-06
PGC1854757,0.0,-0.0001270365829295784
PGC1855122,0.0,-0.00015865646564289267
PGC1855189,0.0,-4.852688284252106e-05
PGC1855213,0.0,5.636585866318155e-05
PGC1855672,0.0,-1.3005297532492122e-05
PGC1855918,0.0,2.4497296612208817e-05
PGC1856118,0.0,-7.455121662780345e-05
PGC1856187,1.0,5.721642782127674e-06
PGC1856203,0.0,-9.71053652128411e-06
PGC1856221,0.0,4.948523595230731e-06
PGC1856230,1.0,2.3113671983698802e-05
PGC1856412,1.0,1.0992021004926892e-06
PGC1856601,0.0,1.5048148844734744e-06
PGC1856762,0.0,9.704752434261727e-05
PGC1856833,0.0,0.0002492215017929388
PGC1856890,0.0,-4.995578338026801e-05
PGC1856943,0.0,1.352187092043555e-05
PGC1856998,1.0,5.783619628048268e-05
PGC1857117,0.0,3.9020230977873664e-05
PGC1857197,0.0,-7.945805229216666e-05
PGC1857555,0.0,7.699739614432925e-05
PGC1857742,0.0,-1.4214071018329731e-05
PGC1857918,0.0,-1.6189588855325734e-05
PGC1858309,0.0,9.795230910135897e-05
PGC1858530,1.0,5.053711193413031e-06
PGC1858699,0.0,8.00257317526756e-05
PGC1858785,1.0,0.00013126097006588495
PGC1858865,0.0,-4.52104318075724e-05
PGC1859145,0.0,-3.3797555921695866e-05
PGC1859243,1.0,3.6553307997223272e-06
PGC1859270,0.0,8.295193191324494e-05
PGC1859544,1.0,-8.164441363031178e-05
PGC1859816,0.0,-5.9312809908113994e-05
PGC1859836,0.0,5.053455926227512e-05
PGC1859968,0.0,-5.960082574700208e-05
PGC1859981,0.0,3.32299883676425e-05
PGC1860176,1.0,-0.00016542892170464773
PGC1860192,1.0,-6.171210991126734e-05
PGC1860313,0.0,5.412328540131891e-05
PGC1860443,0.0,5.68275448161544e-05
PGC1860497,0.0,-2.2474629465805358e-06
PGC1860545,0.0,-0.00013417733650759224
PGC1860636,0.0,3.529887621543802e-05
PGC1860744,1.0,-7.619893290325802e-06
PGC1861092,0.0,7.616308809287208e-05
PGC1861314,0.0,2.7987163496241907e-05
PGC1861345,1.0,9.5472025852921e-05
PGC1861406,0.0,-0.00011513926051084273
PGC1861497,1.0,2.676643325156619e-05
PGC1861979,0.0,7.199294285205134e-05
PGC1862008,0.0,-9.635882451162046e-06
PGC1862014,1.0,6.26160904641381e-05
PGC1862040,0.0,0.00011158012667979335
PGC1862192,0.0,4.2775437033118234e-05
PGC1862297,0.0,-8.795574252580561e-06
PGC1862354,1.0,7.294332404638963e-05
PGC1862443,0.0,3.285937267497288e-05
PGC1862444,0.0,0.00015411092575341753
PGC1862629,0.0,4.1297256931575836e-05
PGC1862749,0.0,3.4204233282792814e-06
PGC1862852,0.0,1.3716884770450908e-05
PGC1862914,0.0,3.29982847347932e-05
PGC1863054,0.0,6.656029064711929e-05
PGC1863103,0.0,8.646159936710916e-05
PGC1863228,0.0,5.4965976464860385e-05
PGC1863351,1.0,2.45824059794122e-06
PGC1863389,0.0,-0.00014709802110219954
PGC1863783,0.0,4.284919179142087e-05
PGC1863832,0.0,-3.217819477445384e-06
PGC1863909,1.0,-9.726414795982887e-06
PGC1864112,0.0,1.4245554326863926e-05
PGC1864139,0.0,4.283343698052587e-05
PGC1864140,0.0,-4.1284162424817716e-05
PGC1864254,0.0,9.120405894076366e-05
PGC1864487,0.0,5.0694789733190626e-05
PGC1864489,0.0,-7.593072084229505e-05
PGC1864523,1.0,9.830460625339087e-05
PGC1864612,1.0,0.00014326835615913061
PGC1864640,1.0,1.738754028969216e-05
PGC1865114,0.0,0.00011934895230409228
PGC1865254,0.0,2.761740349182964e-05
PGC1865432,0.0,-4.1195697367617525e-05
PGC1865728,0.0,0.00016473935950523798
PGC1865850,1.0,-0.00030718072631026036
PGC1865876,0.0,3.6696664599593114e-05
PGC1865945,0.0,-5.0517301397089216e-05
PGC1866007,1.0,4.427612391719254e-05
PGC1866082,0.0,-6.144408703492311e-05
PGC1866224,0.0,-4.934396917869834e-05
PGC1866344,0.0,1.6815401241024585e-05
PGC1866445,0.0,-2.9821339418154408e-05
PGC1866480,1.0,6.588632331276693e-05
PGC1866493,0.0,-0.00013239403259696043
PGC1866678,1.0,1.3791649389918679e-05
PGC1866706,0.0,2.198393105310816e-05
PGC1866753,0.0,3.5740218728680696e-05
PGC1866778,0.0,0.00017963220579874587
PGC1867142,1.0,1.185384428614905e-05
PGC1867304,0.0,-2.272155823148315e-05
PGC1867307,1.0,-4.7342482756890055e-05
PGC1867380,0.0,0.00023917711487441698
PGC1867533,0.0,5.1969731353020005e-05
PGC1867629,1.0,4.449887138447432e-05
PGC1867812,0.0,-7.280002821936218e-05
PGC1867820,0.0,5.2549198931499374e-05
PGC1867823,1.0,-3.218450886601786e-05
PGC1867944,1.0,5.628400736749279e-06
PGC1868000,0.0,1.0345679118979466e-06
PGC1868042,0.0,6.41655373365929e-05
PGC1868098,1.0,5.805505951741953e-05
PGC1868107,0.0,3.733205885231194e-06
PGC1868114,0.0,9.850835501632939e-05
PGC1868453,1.0,-2.9840098330622506e-05
PGC1868455,0.0,-4.877015240998176e-05
PGC1868476,0.0,0.00017253915339697813
PGC1868529,0.0,2.3081627384519954e-05
PGC1868561,0.0,1.6436249361356403e-05
PGC1868819,1.0,3.860548218267464e-06
PGC1869003,0.0,-8.768280586293658e-05
PGC1869192,1.0,3.1699318516618465e-06
PGC1869210,0.0,0.00015656798398748338
PGC1869320,0.0,6.997076002473258e-05
PGC1869659,0.0,4.7948434761986173e-05
PGC1869667,0.0,8.111995513982151e-06
PGC1870326,0.0,3.3797017383204166e-06
PGC1870333,0.0,8.012137370989304e-05
PGC1870378,0.0,0.00038292264166421927
PGC1870427,0.0,2.23951389386576e-06
PGC1870457,1.0,-0.00012164839903859352
PGC1870463,0.0,3.1909682884498266e-05
PGC1870588,0.0,4.828333410618119e-05
PGC1870696,0.0,-1.7757362755274285e-05
PGC1870985,1.0,7.662927065075562e-05
PGC1871000,1.0,3.606777610682214e-05
PGC1871149,0.0,9.174403456793195e-05
PGC1871208,0.0,-1.5313032240876632e-05
PGC1871509,0.0,0.00013342375388935247
PGC1871552,1.0,4.750796695296452e-05
PGC1871616,0.0,0.00037250616037000296
PGC1871670,0.0,7.599939140905865e-05
PGC1871726,0.0,0.00011315995179032852
PGC1871854,0.0,0.00022840870229883512
PGC1871940,0.0,4.0490373629210626e-05
PGC1871942,0.0,5.7015199997943705e-05
PGC1872063,0.0,-0.00011792761514480785
PGC1872322,0.0,2.2294851361925176e-05
PGC1872382,0.0,2.2112702451291012e-06
PGC1872488,0.0,3.980865818116865e-05
PGC1872633,0.0,8.526508141773105e-05
PGC1872826,0.0,-0.00011243244254401144
PGC1872971,0.0,8.547374302988937e-05
PGC1872976,1.0,4.022343891179284e-05
PGC1873031,1.0,-8.907035174616721e-05
PGC1873037,0.0,-3.316241894774263e-05
PGC1873159,0.0,7.530515671364763e-05
PGC1873176,1.0,-3.4254399005414254e-05
PGC1873277,0.0,7.400319776985909e-05
PGC1873471,0.0,-5.288921331726793e-05
PGC1873533,0.0,-1.3367898394041654e-05
PGC1873638,1.0,-0.00011766388571903634
PGC1873811,0.0,4.326206015494913e-05
PGC1873962,1.0,-4.755720606957145e-05
PGC1874302,0.0,5.783904471484488e-05
PGC1874976,0.0,8.70918550092612e-05
PGC1875355,1.0,0.00015375622898226794
PGC1875447,0.0,9.41513812398123e-05
PGC1875459,0.0,0.00023487376351483355
PGC1875518,0.0,7.927362956933354e-05
PGC1875825,1.0,-0.00012580174393683334
PGC1875847,1.0,-2.085256884990908e-05
PGC1875880,1.0,6.813955653615737e-06
PGC1875928,0.0,8.744208358750581e-07
PGC1875941,0.0,1.5265616578112238e-06
PGC1876095,0.0,4.07707366834527e-05
PGC1876132,1.0,2.8816116662595765e-05
PGC1876280,0.0,3.793054826677562e-05
PGC1876618,0.0,8.97841595792271e-05
PGC1876812,0.0,-8.599321135110467e-05
PGC1876928,1.0,3.4408825306285985e-05
PGC1877162,0.0,4.878031746068569e-05
PGC1877211,0.0,0.0002842231342123403
PGC1877242,0.0,0.00013538573950282488
PGC1877335,1.0,6.186260258860153e-05
PGC1877495,0.0,-9.07252799207446e-05
PGC1877676,1.0,-4.8923344271317545e-06
PGC1877713,0.0,6.938121471807158e-05
PGC1877931,0.0,7.717572117449076e-05
PGC1877967,0.0,-3.3803483952548053e-06
PGC1878301,1.0,3.1444146961833754e-05
PGC1878302,0.0,0.000172866807714309
PGC1878378,0.0,8.821445447917095e-05
PGC1878411,0.0,-2.8596437812597264e-05
PGC1878565,0.0,-4.170447060530094e-05
PGC1878644,0.0,5.6652942627875074e-05
PGC1878746,1.0,-3.78326869377935e-05
PGC1879022,0.0,7.812109722912019e-05
PGC1879525,0.0,0.00024035804170842136
PGC1879593,1.0,8.71607729166783e-06
PGC1879881,0.0,3.641616768000803e-05
PGC1880009,0.0,-8.152292583195943e-06
PGC1880431,0.0,1.4554242165722557e-05
PGC1880473,0.0,0.0002460882630004908
PGC1880891,0.0,-0.00015762451759749715
PGC1881109,0.0,4.971247092993645e-05
PGC1881292,1.0,-2.9539302604202248e-05
PGC1881627,1.0,9.024522925110187e-05
PGC1881642,1.0,2.5277689838986805e-05
PGC1881648,0.0,-1.8610278572904461e-06
PGC1881655,1.0,-8.083508269588e-05
PGC1881947,0.0,5.75183675120005e-05
PGC1882067,0.0,-3.191290778810329e-05
PGC1882117,0.0,-0.00014479731389493828
PGC1882284,1.0,7.559445201179144e-05
PGC1882364,0.0,-0.00017710131511953215
PGC1882551,0.0,3.281978805752257e-05
PGC1882935,0.0,-4.308533909273006e-06
PGC1882941,0.0,7.42059068673534e-06
PGC1882968,0.0,3.3550267076729184e-05
PGC1883135,1.0,-0.00010129108716237567
PGC1883250,1.0,-0.00021566915827398933
PGC1883260,0.0,0.00020403496702926205
PGC1883377,0.0,8.941185873362368e-05
PGC1883422,0.0,3.5622974296700595e-05
PGC1883862,1.0,-0.00010679017806890646
PGC1884127,0.0,-5.801969611083814e-06
PGC1884387,0.0,-2.195544270105061e-05
PGC1884452,0.0,4.439082432061032e-05
PGC1884474,1.0,2.8575373759127438e-05
PGC1884564,1.0,0.00014497982458867384
PGC1884635,0.0,7.422642000041043e-05
PGC1885198,0.0,0.00010401451069700261
PGC1885347,0.0,8.981807347397018e-06
PGC1885352,1.0,3.496647464677787e-05
PGC1885372,0.0,-1.91075307677539e-05
PGC1885773,0.0,-0.00016574174540956785
PGC1886030,0.0,-0.00021599356610382627
PGC1886130,0.0,-5.697514366503606e-05
PGC1886139,0.0,-3.4161449197484575e-05
PGC1886178,0.0,0.00011244843125738163
