name,in_void_SDSS,kappa_2phase
PGC1176913,0.0,9.002334393885178e-05
PGC1176941,0.0,0.00011061082737382485
PGC1176949,1.0,3.933299872115749e-05
PGC1177050,0.0,7.54439165817498e-05
PGC1177146,0.0,7.526494780411176e-05
PGC1177200,0.0,5.090834234622567e-05
PGC1177290,0.0,0.0002547623073518528
PGC1177304,0.0,2.871901463480362e-05
PGC1177376,0.0,0.0001437339629487004
PGC1177548,0.0,-1.2285688168148444e-05
PGC1177637,0.0,5.201112774667897e-05
PGC1177985,0.0,2.9357264274690192e-05
PGC1178007,0.0,5.180469193350388e-05
PGC1178034,1.0,2.065613890912884e-06
PGC1178070,0.0,2.946214996350397e-05
PGC1178092,0.0,8.135148203592971e-05
PGC1178147,0.0,0.00016007541850298322
PGC1178346,0.0,-2.2293759355303566e-05
PGC1178394,0.0,1.9222128928059103e-05
PGC1178411,1.0,-1.5085154106952831e-05
PGC1178515,0.0,0.00011648496778226529
PGC1178573,1.0,6.030757016027905e-05
PGC1178723,1.0,0.00011358419398685284
PGC1178787,1.0,5.5755836598859616e-05
PGC1178791,0.0,-1.5491019298801856e-05
PGC1178846,0.0,0.0002653611743278118
PGC1178856,0.0,8.82732064208967e-05
PGC1178913,0.0,9.572511980878905e-05
PGC1179039,0.0,0.0001027459466467595
PGC1179055,0.0,-5.816135840014987e-06
PGC1179125,0.0,3.593505151215253e-05
PGC1179309,0.0,2.2569406684617003e-05
PGC1179715,1.0,0.00013948654999421968
PGC1179805,1.0,4.092196870869506e-06
PGC1179928,0.0,0.00015064363821495937
PGC1179972,1.0,1.2681465876122167e-05
PGC1179992,1.0,0.00024583174321936286
PGC1180028,0.0,1.458636247098325e-05
PGC1180089,1.0,5.722476324002583e-05
PGC1180177,1.0,-3.2538388117338404e-05
PGC1180390,0.0,1.1926115498983787e-05
PGC1180435,0.0,5.328416503831306e-05
PGC1180463,0.0,0.00013431239343614403
PGC1180511,0.0,-6.196058873484436e-05
PGC1180583,1.0,7.911065790654125e-05
PGC1180634,0.0,0.00014407477142171175
PGC1180658,0.0,0.00015023573435703672
PGC1180700,0.0,0.00015532608232330698
PGC1180785,0.0,-6.24202202266692e-05
PGC1180968,0.0,0.00014804889831292054
PGC1181412,0.0,-4.2721851525806545e-05
PGC1181641,1.0,0.00013674226310867268
PGC1181709,0.0,8.965841682603675e-05
PGC1181997,0.0,0.00011981623895758528
PGC1182111,0.0,-2.745369209659602e-05
PGC1182158,0.0,2.6204685473621633e-05
PGC1182168,0.0,3.3356150665724976e-05
PGC1182319,1.0,6.71704035586827e-05
PGC1182388,0.0,0.0002070049308593899
PGC1182426,0.0,0.00013372186816290073
PGC1182478,0.0,6.314312590992848e-05
PGC1182545,1.0,-3.1753463169955974e-05
PGC1182571,0.0,-2.048789662729644e-05
PGC1182747,0.0,9.952674972855891e-05
PGC1182752,0.0,1.0080917451402333e-05
PGC1182799,0.0,0.0002007282493389832
PGC1182985,0.0,3.240956395605613e-05
PGC1183092,0.0,0.00015598587422012238
PGC1183606,0.0,6.667768678063418e-05
PGC1183624,0.0,0.00012893224539713182
PGC1183752,0.0,0.00015736965933263862
PGC1183881,0.0,0.00011025448269680889
PGC1183916,1.0,-9.464789725322674e-06
PGC1183954,0.0,4.860863054853468e-05
PGC1183975,0.0,-4.4369968231596964e-05
PGC1183990,1.0,9.902256408265892e-05
PGC1184021,0.0,0.0002869222010173329
PGC1184224,0.0,9.696809907891357e-05
PGC1184276,1.0,2.968707532676873e-05
PGC1184640,0.0,-2.874156006273663e-05
PGC1184673,0.0,-8.701905226980459e-05
PGC1184677,0.0,0.0002466074982722779
PGC1184705,0.0,-7.457136326304554e-05
PGC1184747,0.0,0.00012358128681394761
PGC1184831,1.0,-2.2664422017934865e-05
PGC1184951,0.0,3.792225669670908e-05
PGC1185173,0.0,0.00020235459071568033
PGC1185180,1.0,6.310965971299618e-05
PGC1185276,0.0,7.884588345229096e-05
PGC1185427,0.0,2.2146879874029123e-05
PGC1185446,0.0,5.1924858490321474e-05
PGC1185485,0.0,4.5068025720752584e-05
PGC1185574,0.0,0.00010471379615719063
PGC1185725,0.0,2.06484007932028e-05
PGC1185806,0.0,5.422132300676042e-05
PGC1185884,1.0,3.0182336073291864e-06
PGC1186031,0.0,1.0643785011515047e-05
PGC1186034,0.0,-9.149432812769388e-05
PGC1186093,1.0,9.412299135997757e-06
PGC1186282,0.0,2.5411149112845072e-05
PGC1186307,0.0,9.680434352238322e-05
PGC1186357,0.0,5.829750431617881e-05
PGC1186799,0.0,1.2924362921980871e-05
PGC1186992,0.0,9.954154520671414e-05
PGC1187025,0.0,0.00017533236194759074
PGC1187155,1.0,-7.615013334914754e-05
PGC1187159,0.0,-8.46686817091041e-05
PGC1187249,0.0,0.0002127150052464542
PGC1187385,0.0,9.260350286145102e-06
PGC1187389,1.0,4.674940930606514e-06
PGC1187434,0.0,-2.1980681423751877e-05
PGC1187509,0.0,-1.4123360350349058e-05
PGC1187689,0.0,0.0001412212863934991
PGC1187841,0.0,6.208921793374987e-05
PGC1188165,0.0,5.614119838759926e-05
PGC1188290,0.0,-8.667163274408163e-05
PGC1188338,0.0,6.656405994769642e-05
PGC1188343,0.0,-2.355474139255865e-05
PGC1188541,0.0,5.8586766659886825e-05
PGC1188547,0.0,-2.4384461244229004e-05
PGC1188567,0.0,0.00016099187060152742
PGC1188842,1.0,1.0341455105450199e-05
PGC1188859,0.0,6.152116083471949e-06
PGC1188881,0.0,4.837974622168876e-05
PGC1188899,0.0,3.0441675868043944e-05
PGC1189082,0.0,1.4046017389200449e-05
PGC1189207,1.0,-0.00010073968718102896
PGC1189219,0.0,0.000165614074471248
PGC1189560,0.0,2.882689634580799e-05
PGC1189580,0.0,-8.657475359263562e-05
PGC1189595,0.0,1.938233945221798e-05
PGC1189616,0.0,-7.627023919232312e-05
PGC1189854,1.0,7.598255192152113e-05
PGC1190058,0.0,0.00042119200320144543
PGC1190067,1.0,-2.0390734026322668e-05
PGC1190273,0.0,0.00010615705954368096
PGC1190307,0.0,-9.356287570641493e-05
PGC1190493,0.0,-7.328594538073866e-05
PGC1190500,0.0,4.560219056453809e-05
PGC1190770,0.0,4.6286995380772466e-05
PGC1190800,0.0,0.00013653285128541927
PGC1190824,0.0,1.6305551677175555e-05
PGC1190854,0.0,0.00012560088945168864
PGC1191011,0.0,-9.307008323407686e-05
PGC1191047,0.0,0.000161857760265273
PGC1191106,0.0,-8.952944979891668e-06
PGC1191239,1.0,-8.977739107348957e-06
PGC1191568,0.0,0.00011174726286065112
PGC1191640,1.0,-6.405226370684696e-05
PGC1191670,0.0,4.5620064993587335e-05
PGC1191749,0.0,-9.297102748960434e-05
PGC1191915,0.0,-7.226106598781213e-05
PGC1192130,0.0,3.9616683957011234e-05
PGC1192176,0.0,7.498576752789754e-05
PGC1192208,0.0,-9.432972175555776e-05
PGC1192226,0.0,0.00017912717303714444
PGC1192397,0.0,5.350755725898404e-05
PGC1192450,0.0,0.00013364761543928173
PGC1192763,1.0,8.984958092709765e-05
PGC1192796,1.0,5.324378789038361e-05
PGC1193105,1.0,5.49462123095751e-05
PGC1193187,0.0,2.7954661213133353e-05
PGC1193271,0.0,9.964068000455684e-05
PGC1193319,1.0,0.00022785272240552417
PGC1193352,0.0,-1.5568241188400087e-05
PGC1194050,0.0,-5.3225414074603605e-05
PGC1194053,0.0,0.00015633873104014116
PGC1194158,0.0,4.892725562793415e-05
PGC1194196,1.0,0.00033089956196896193
PGC1194363,1.0,3.865882991036192e-05
PGC1194406,0.0,0.00023323850362328677
PGC1194410,1.0,4.895293520695812e-05
PGC1194427,1.0,8.97234375569022e-06
PGC1194984,1.0,2.002383589326187e-05
PGC1195016,0.0,3.461030270432407e-05
PGC1195086,0.0,3.242382755503301e-05
PGC1195142,0.0,7.353344923604921e-05
PGC1195188,0.0,4.338001334014068e-05
PGC1195190,0.0,0.00013434224829268453
PGC1195250,0.0,0.0001210003058333756
PGC1195311,0.0,6.189879294299124e-05
PGC1195349,0.0,-4.060341243030531e-05
PGC1195572,0.0,7.687737948562848e-06
PGC1195582,0.0,7.175557200689833e-05
PGC1195601,0.0,9.676518129296137e-05
PGC1195741,0.0,0.0001152888516384476
PGC1195805,1.0,4.7566048730177233e-05
PGC1196556,0.0,-1.6371530723232163e-05
PGC1196581,0.0,0.00013480426764268284
PGC1196651,0.0,4.19193450354064e-06
PGC1196758,0.0,0.0002893648917001312
PGC1197012,0.0,6.774961131624242e-05
PGC1197025,0.0,0.0002722010579007872
PGC1197102,0.0,0.00015303439204636138
PGC1197195,0.0,-0.0001102393636719442
PGC1197512,0.0,0.00013803569423172498
PGC1197624,1.0,-0.0001001698794525121
PGC1197703,1.0,-5.778026460557078e-05
PGC1197839,0.0,3.53601153613499e-05
PGC1198100,0.0,3.993341573478554e-05
PGC1198145,1.0,4.575918295521544e-05
PGC1198153,0.0,0.00014498038814957407
PGC1198181,0.0,2.5966382902048313e-05
PGC1198413,0.0,-2.904877137673844e-05
PGC1198444,0.0,4.8508002362793985e-05
PGC1198491,1.0,4.893676750995413e-05
PGC1198693,0.0,8.67389772882445e-05
PGC1198753,0.0,0.0002674978230033804
PGC1198775,0.0,4.743603308075867e-05
PGC1198827,0.0,-0.00010063779923933451
PGC1198868,0.0,-6.820656215776919e-05
PGC1198948,1.0,0.00020886916749232528
PGC1198973,0.0,7.896613869561469e-05
PGC1199148,0.0,2.6272499819427046e-05
PGC1199158,0.0,1.0582985644615828e-05
PGC1199265,0.0,6.998184866085815e-05
PGC1199311,0.0,0.00010545726134893211
PGC1199513,0.0,-1.7559362251585495e-05
PGC1199575,1.0,-4.303268134786095e-05
PGC1199604,0.0,0.00010675281642774623
PGC1200007,1.0,-6.002116951496732e-06
PGC1200319,0.0,3.0086199307827295e-05
PGC1200562,0.0,-1.096594608973228e-05
PGC1200732,0.0,1.1637218439864367e-05
PGC1201044,1.0,5.0425486900987776e-05
PGC1201401,1.0,-3.689550550237797e-05
PGC1201493,0.0,-4.078718506554254e-05
PGC1201558,0.0,9.119551306470095e-05
PGC1201788,1.0,3.570093549297875e-05
PGC1201840,0.0,6.348377556304047e-05
PGC1201926,0.0,0.00016098971031160345
PGC1202236,1.0,2.0060673918875875e-05
PGC1202486,0.0,-0.000133943610374964
PGC1202626,0.0,0.00010350784439539509
PGC1202654,0.0,8.151746391620525e-05
PGC1202730,1.0,-3.3275074501867345e-05
PGC1202840,0.0,0.00013735951399217834
PGC1202881,1.0,5.3350768297940156e-05
PGC1203126,0.0,0.00015596607584177
PGC1203193,0.0,-2.9918739312322348e-05
PGC1203316,0.0,0.00017858458510501354
PGC1203502,0.0,0.00019704266646889998
PGC1203537,0.0,-3.915271848419585e-05
PGC1203665,0.0,8.654004533787528e-05
PGC1203850,0.0,1.4686870473814645e-05
PGC1204153,1.0,5.398305302597678e-06
PGC1204441,0.0,0.0001323167261607679
PGC1204516,1.0,-2.7649657096724738e-05
PGC1204680,0.0,0.00010867758231983283
PGC1205109,0.0,0.00010980549541122558
PGC1205152,0.0,2.2251727124809003e-05
PGC1205161,0.0,4.8420417958098646e-05
PGC1205232,1.0,8.233116298105017e-05
PGC1205257,0.0,3.722404449315631e-05
PGC1205289,1.0,4.04235164489633e-05
PGC1205678,0.0,3.5626671881415576e-05
PGC1205688,1.0,0.000133771800620538
PGC1205871,0.0,4.342981567065619e-05
PGC1205933,0.0,-0.00011879771356020823
PGC1206058,0.0,6.832803710314075e-05
PGC1206156,0.0,8.630918068843455e-05
PGC1206324,1.0,2.136663189971256e-05
PGC1206326,0.0,0.00029710967209673297
PGC1206341,0.0,0.00028882169006385125
PGC1206348,1.0,9.477653342457079e-05
PGC1206601,1.0,3.886817502389206e-05
PGC1206664,0.0,6.912280535920265e-05
PGC1206792,1.0,5.141319223941638e-05
PGC1206858,0.0,5.511909500521624e-05
PGC1206972,0.0,-3.7006788043194276e-05
PGC1207199,0.0,6.799459873494941e-05
PGC1207263,0.0,3.334120864163187e-05
PGC1207338,0.0,-2.8766643252651413e-05
PGC1207530,0.0,0.00028846383175560176
PGC1207913,0.0,-4.7180313398536695e-05
PGC1207969,0.0,6.493216627041189e-05
PGC1207979,0.0,1.1901167705772524e-05
PGC1208150,0.0,8.098979227084956e-05
PGC1208316,0.0,8.43841425884485e-05
PGC1208332,1.0,5.253817399955568e-05
PGC1208668,1.0,9.964731690648901e-06
PGC1208780,0.0,0.0002367624685997032
PGC1208811,1.0,0.00012674293891186023
PGC1208851,0.0,-3.1374701039681704e-05
PGC1208882,0.0,7.757970798443907e-05
PGC1208896,0.0,-2.0236762181722904e-05
PGC1208964,0.0,3.2414551463560145e-05
PGC1209140,0.0,7.611590911713013e-05
PGC1209241,0.0,1.2171928243335331e-05
PGC1209320,0.0,8.772497687127636e-05
PGC1209424,0.0,5.584715226447379e-05
PGC1209460,0.0,6.069327239807287e-05
PGC1209548,0.0,0.0002393566159654011
PGC1209579,0.0,7.690999338094084e-05
PGC1209696,0.0,0.00018042510041071008
PGC1209805,1.0,4.7220393052911126e-05
PGC1210038,0.0,3.7400321853969734e-06
PGC1210126,0.0,-4.0539002464240474e-05
PGC1210230,0.0,1.7267918407141453e-05
PGC1210277,0.0,2.7245085776403654e-05
PGC1210372,0.0,9.730869044650377e-05
PGC1210946,0.0,0.000410032156860447
PGC1210964,0.0,-3.849772355058422e-05
PGC1211307,0.0,-7.891670569128221e-05
PGC1211520,1.0,2.07109298793056e-05
PGC1211729,1.0,4.814675305850285e-05
PGC1211756,0.0,0.00010036557361528969
PGC1211864,0.0,4.569853583284289e-05
PGC1211870,0.0,-5.5506821679201886e-05
PGC1212114,0.0,-1.2444605471325605e-05
PGC1212261,0.0,-4.207881194822272e-05
PGC1212401,1.0,5.247748104616412e-05
PGC1212407,0.0,7.412345300040227e-06
PGC1212513,1.0,0.00011348911643345015
PGC1212539,0.0,5.4928521001682145e-05
PGC1212621,1.0,5.194689064037397e-05
PGC1212646,1.0,-4.1563160670131254e-05
PGC1212686,0.0,3.7021567098607863e-05
PGC1212750,0.0,-0.0001153354774403876
PGC1212848,0.0,0.0003974363135174777
PGC1212882,0.0,5.718382090405702e-05
PGC1212927,0.0,2.9279626284856914e-05
PGC1213478,0.0,8.253638313252183e-05
PGC1213530,0.0,4.3791371544942986e-05
PGC1213748,0.0,6.652766947297715e-05
PGC1214323,0.0,2.9210686793076535e-05
PGC1214509,0.0,3.146606082362467e-05
PGC1214593,0.0,5.534173722397345e-05
PGC1214690,0.0,5.891193303956388e-05
PGC1214810,1.0,-5.698470811523461e-05
PGC1215024,0.0,7.866899481910023e-05
PGC1215126,0.0,0.00010221820544785137
PGC1215133,0.0,-0.00012353585824897696
PGC1215172,1.0,8.772535800515775e-06
PGC1215256,0.0,0.00011940500246154627
PGC1215703,0.0,6.06685148958948e-05
PGC1215732,1.0,-6.650516454834872e-06
PGC1215782,0.0,0.00023826837549551286
PGC1215861,1.0,4.779783421854205e-05
PGC1216196,0.0,0.00022477643063212874
PGC1216305,0.0,6.383049874014347e-05
PGC1216499,0.0,4.439758401755666e-05
PGC1216552,0.0,3.136196080827228e-05
PGC1216593,0.0,6.410512968152501e-05
PGC1216600,1.0,-7.504774777526853e-06
PGC1216704,0.0,4.351609260485476e-05
PGC1216880,1.0,6.251462178632393e-05
PGC1216893,0.0,9.019924316010632e-05
PGC1217481,0.0,0.00020205431189379919
PGC1218089,0.0,-3.3063829931368304e-05
PGC1218117,0.0,-8.420579339596439e-05
PGC1218701,0.0,-5.128023450251018e-06
PGC1218995,1.0,-8.155302350016694e-05
PGC1219195,0.0,2.470134441128226e-06
PGC1219532,1.0,0.00011767358313051372
PGC1219664,0.0,1.4670442596489117e-05
PGC1219868,0.0,3.559887341372426e-05
PGC1220003,1.0,4.4178124690024036e-05
PGC1220107,0.0,2.399738310234215e-05
PGC1220163,0.0,5.0246568895234773e-05
PGC1220513,0.0,0.0001959177890966916
PGC1220543,0.0,7.699271869917684e-05
PGC1220552,0.0,5.3552579873620636e-05
PGC1220587,0.0,2.7568853782366655e-05
PGC1220599,0.0,0.0001458933061172732
PGC1220642,0.0,9.701540928938497e-05
PGC1221040,0.0,0.00011074759282075101
PGC1221465,1.0,9.304756307040505e-05
PGC1221895,0.0,-5.864811662669339e-05
PGC1221965,0.0,0.00012159645678958027
PGC1222079,1.0,0.00016009886397308067
PGC1222295,1.0,3.11500959841334e-05
PGC1222504,0.0,5.3374696626751063e-05
PGC1222513,0.0,7.319769630560936e-05
PGC1222531,0.0,5.124033740017669e-05
PGC1222585,1.0,4.135279658454286e-05
PGC1222642,0.0,2.1412045858286638e-05
PGC1222752,0.0,8.233565951132145e-05
PGC1223229,0.0,0.00020023116183128713
PGC1223388,1.0,4.606245348760347e-05
PGC1223469,0.0,-0.00012081673141129082
PGC1223524,0.0,-2.9628021640417516e-06
PGC1223638,1.0,-5.742603382188912e-05
PGC1223670,0.0,-2.0538371550180622e-05
PGC1223762,0.0,3.976674451375608e-05
PGC1223788,0.0,9.170286230095008e-05
PGC1223906,0.0,0.00013533231088930692
PGC1224166,0.0,9.448905933010769e-05
PGC1224184,0.0,4.927381900677043e-05
PGC1224260,0.0,4.6596180017102495e-05
PGC1224261,0.0,-2.686416883149835e-05
PGC1224313,0.0,2.6553718573834232e-05
PGC1224445,1.0,3.841906185983328e-06
PGC1224623,0.0,8.452766152839426e-05
PGC1224680,0.0,0.00021657765218626452
PGC1225201,1.0,-8.923891336508674e-05
PGC1225232,0.0,0.00015929474235304805
PGC1225283,0.0,4.492352362545464e-05
PGC1225304,1.0,-4.271364778928773e-05
PGC1225419,1.0,1.0942987879369548e-06
PGC1225437,0.0,-8.919143254801814e-05
PGC1225489,0.0,5.6447869754386524e-05
PGC1225628,0.0,-0.00015027284339907545
PGC1225809,0.0,2.965347332539688e-05
PGC1225874,1.0,0.00023804770130314866
PGC1226105,1.0,0.00012667919116742747
PGC1226225,0.0,0.00014052856099765052
PGC1226263,0.0,0.00024057741480522872
PGC1226308,0.0,1.1121468647907506e-06
PGC1226418,0.0,-3.1394555333065426e-06
PGC1226534,0.0,6.409372659979167e-05
PGC1226818,0.0,-0.00011694285504450546
PGC1226850,0.0,2.8184891729393688e-05
PGC1227137,0.0,-5.008707814109578e-05
PGC1227144,0.0,3.238615025818877e-05
PGC1227145,1.0,-5.6429524967313365e-05
PGC1227275,0.0,-0.0001335299611680965
PGC1227811,0.0,2.253271900485351e-05
PGC1227842,0.0,1.677308769613863e-05
PGC1227944,0.0,-9.433867914981955e-06
PGC1228044,0.0,2.8174095472789967e-05
PGC1228167,0.0,5.2724507295277934e-05
PGC1228186,0.0,1.932036489396067e-05
PGC1228345,0.0,0.0002575888243931816
PGC1228388,0.0,0.00031911122617289076
PGC1228591,0.0,2.5182559982460335e-05
PGC1228808,0.0,9.434886526630298e-05
PGC1229177,0.0,5.345615080935545e-05
PGC1229325,0.0,6.688524254917274e-05
PGC1229908,1.0,5.194076747629175e-05
PGC1229967,0.0,9.102197416296202e-05
PGC1229975,0.0,-0.00011794291875168307
PGC1230006,1.0,1.0575908971195079e-05
PGC1230010,0.0,-6.091451326349966e-06
PGC1230119,0.0,-0.00011331313239715919
PGC1230226,0.0,0.00030524844554261673
PGC1230495,0.0,3.4832756171800267e-05
PGC1230631,0.0,0.0001715661374748788
PGC1230696,0.0,2.4216883689304434e-05
PGC1230824,0.0,1.79297514717561e-05
PGC1230953,0.0,-3.644896095093159e-05
PGC1230980,0.0,0.00031184549431124395
PGC1231006,0.0,0.00013377955262210828
PGC1231157,0.0,8.88073693844186e-05
PGC1231203,0.0,3.395474750870996e-05
PGC1231204,1.0,-6.246856779137819e-05
PGC1231273,0.0,9.522403079543354e-05
PGC1231421,0.0,-8.126045067030699e-05
PGC1231529,1.0,-7.175442765214834e-06
PGC1231615,0.0,6.352847040854726e-05
PGC1231701,0.0,7.52447907140523e-05
PGC1231985,0.0,2.5856579365314463e-05
PGC1232334,1.0,0.0001845251370926776
PGC1232945,0.0,-6.14185109147027e-05
PGC1233048,0.0,1.6007038322315943e-05
PGC1233288,0.0,1.3377943029641652e-05
PGC1233471,1.0,1.4274880002971007e-05
PGC1233578,0.0,0.00015967061817324902
PGC1233658,0.0,0.0001291349852438222
PGC1233700,0.0,0.00010721538213363517
PGC1233709,0.0,3.666135984488468e-05
PGC1233712,0.0,-7.849804591221402e-05
PGC1233778,1.0,8.142095072330949e-05
PGC1233842,0.0,-2.1139884350876182e-05
PGC1233903,1.0,-3.163694710771288e-05
PGC1233991,0.0,2.519188197947542e-05
PGC1234125,0.0,6.226813193725799e-05
PGC1234287,0.0,-0.0001573156251892531
PGC1234458,1.0,2.5247597247544515e-05
PGC1234477,0.0,-1.1124300781450328e-05
PGC1234807,0.0,-3.7046314617226412e-06
PGC1234859,0.0,-3.534404668785983e-05
PGC1234864,0.0,-0.0001252056980823892
PGC1234941,0.0,5.968309727650322e-05
PGC1235042,0.0,0.0002632427150871353
PGC1235114,0.0,-7.456032263538006e-05
PGC1235150,0.0,-8.769783509265966e-06
PGC1235314,0.0,0.00018114847841905137
PGC1235374,1.0,3.5041522427210086e-05
PGC1235413,0.0,7.025150301411723e-06
PGC1235659,0.0,0.00021559380979539568
PGC1235740,0.0,0.00013450951269732852
PGC1236296,0.0,3.252281371457199e-05
PGC1236297,0.0,-2.945854212883542e-05
PGC1236447,0.0,0.00024843461479105516
PGC1236523,0.0,-0.0001314397622770442
PGC1236589,0.0,-3.0150037812437285e-05
PGC1236594,0.0,6.339696184348755e-05
PGC1236745,0.0,7.901454917994046e-07
PGC1237206,0.0,0.0002550244047374493
PGC1237309,0.0,5.555793537520516e-05
PGC1237353,0.0,2.671684425253799e-05
PGC1237354,0.0,-2.5699514862651657e-05
PGC1237386,1.0,0.00019678652449099286
PGC1237403,0.0,5.496179731468755e-05
PGC1237689,0.0,1.209571557406958e-05
PGC1237697,0.0,8.973901530073029e-05
PGC1237800,0.0,5.2219350724798266e-05
PGC1238004,0.0,1.8019795666323526e-05
PGC1238091,0.0,-5.1261128117398935e-05
PGC1238418,0.0,0.00010960457638634564
PGC1238481,1.0,1.1281837094529423e-05
PGC1238698,0.0,-3.772416702248832e-05
PGC1238995,0.0,2.3036178373847195e-05
PGC1239155,0.0,-1.9444902723572027e-05
PGC1239175,0.0,-2.3766838252483955e-05
PGC1239263,1.0,1.5180917872165703e-05
PGC1239768,1.0,2.192938097464085e-05
PGC1239864,1.0,-0.00012817783903896148
PGC1239963,0.0,7.370994583937375e-05
PGC1240001,1.0,2.1596948566353206e-05
PGC1240002,0.0,0.00014089092761944365
PGC1240711,0.0,-5.450596968695876e-05
PGC1240825,0.0,-6.7705499380200775e-06
PGC1240982,0.0,1.6252310316078636e-05
PGC1241150,1.0,-4.41168409103741e-06
PGC1241174,0.0,0.00013429168325182722
PGC1241287,0.0,2.2004623201904952e-05
PGC1241302,0.0,0.0001360848026219888
PGC1241892,1.0,2.1521145683075883e-05
PGC1241924,0.0,0.00013297587347754232
PGC1242065,0.0,1.9466771668878688e-05
PGC1242182,0.0,2.1788994671084344e-05
PGC1242454,0.0,0.00020860481864953242
PGC1242529,0.0,-1.7259624307618113e-05
PGC1242799,0.0,6.141235460028009e-05
PGC1242849,0.0,-6.00402115119151e-05
PGC1242899,0.0,-1.0522029687522843e-05
PGC1242915,1.0,-1.078284841844345e-05
PGC1242991,1.0,4.73453179043902e-06
PGC1243103,0.0,5.102166997354586e-05
PGC1243146,0.0,7.807288312652374e-05
PGC1243235,0.0,6.868843226176434e-05
PGC1243291,0.0,1.2031973411589136e-05
PGC1243404,0.0,1.7725133387991394e-05
PGC1243492,0.0,-3.2300446388698617e-06
PGC1243533,0.0,-1.5633114621721895e-05
PGC1243734,1.0,-1.8148979371586982e-05
PGC1243912,0.0,-1.0701508028521964e-05
PGC1243996,1.0,-3.190847980507544e-06
PGC1244020,0.0,-2.313368987259034e-05
PGC1244097,0.0,3.836416952491243e-05
PGC1244247,0.0,3.362781255835867e-05
PGC1244262,0.0,0.00012172509543092746
PGC1244278,0.0,7.915271120232101e-05
PGC1244324,0.0,3.0885465938104234e-05
PGC1244634,0.0,1.551453748257795e-05
PGC1245021,0.0,1.7321443544713154e-05
PGC1245278,0.0,2.172543399620554e-05
PGC1245466,0.0,0.00023417641579597285
PGC1245630,1.0,6.60149676951738e-05
PGC1245711,0.0,1.972985303684284e-05
PGC1245726,1.0,7.148068758327303e-05
PGC1245817,1.0,3.155905158814666e-05
PGC1245899,0.0,4.486906611592607e-05
PGC1245961,0.0,2.559817088012005e-05
PGC1246180,0.0,1.5761418597760767e-05
PGC1246545,0.0,6.766540500338842e-05
PGC1246548,0.0,-1.0051539433519794e-05
PGC1246564,0.0,-2.480771860079761e-06
PGC1246742,0.0,-1.200749827731999e-05
PGC1246957,0.0,1.4641513827009992e-05
PGC1246976,0.0,7.356994115615011e-05
PGC1247002,1.0,0.00014013120385721674
PGC1247073,0.0,9.916687755037752e-05
PGC1247147,1.0,5.552732764639646e-06
PGC1247169,0.0,4.289169563404661e-06
PGC1247508,0.0,2.5847772532795244e-05
PGC1247698,0.0,5.106689357421359e-05
PGC1247813,0.0,-9.021578207152208e-07
PGC1247961,0.0,6.499288285909474e-05
PGC1248138,0.0,1.75512913781535e-05
PGC1248151,1.0,4.3284873405169126e-05
PGC1248321,0.0,0.00013805071933513518
PGC1248409,1.0,-1.6903229823079503e-05
PGC1248520,0.0,3.0422838170588658e-05
PGC1248577,0.0,-5.070393492788512e-05
PGC1248581,1.0,-4.647210158798619e-06
PGC1248646,0.0,8.838583365727607e-06
PGC1249039,0.0,2.89986838084274e-05
PGC1249080,0.0,-0.00013870458618344897
PGC1249109,1.0,6.941200035756336e-05
PGC1249184,0.0,1.113156951476585e-05
PGC1249197,0.0,-7.821595134340756e-06
PGC1249264,0.0,-2.5120930338127432e-05
PGC1249281,0.0,1.6186659201500908e-05
PGC1249411,0.0,2.1253711770644067e-05
PGC1249453,0.0,1.710336245455339e-05
PGC1249526,1.0,-7.932202222163554e-06
PGC1249558,0.0,0.00011357555686370693
PGC1249725,1.0,5.017529723814979e-05
PGC1249872,0.0,2.6265074185491802e-05
PGC1249917,1.0,9.748275273346375e-06
PGC1250255,0.0,-0.00012979730218370147
PGC1250347,0.0,-1.1013460351496668e-05
PGC1250397,0.0,1.44836180880288e-05
PGC1250705,1.0,-8.843422124632168e-06
PGC1250734,0.0,0.00019061714819641496
PGC1250798,0.0,-2.4044642083091996e-05
PGC1250892,0.0,-1.3682385443121409e-05
PGC1251042,0.0,2.306729787156039e-05
PGC1251119,0.0,-3.467334174274396e-05
PGC1251141,0.0,1.3855729281948687e-05
PGC1251249,0.0,0.0001247860562186217
PGC1251257,0.0,1.527593998973672e-05
PGC1251346,1.0,-9.352822483163792e-05
PGC1251348,1.0,2.1773078856674506e-05
PGC1251423,0.0,3.357482717311736e-05
PGC1251646,0.0,3.695043227309563e-06
PGC1251663,0.0,-3.3611826932709646e-05
PGC1251683,0.0,-3.3466552114458706e-05
PGC1251886,0.0,0.00011234410204359278
PGC1251904,0.0,-3.147936841649831e-05
PGC1252378,0.0,9.490653147591246e-05
PGC1252379,0.0,0.000257041290225801
PGC1252553,0.0,3.720163788207832e-05
PGC1252608,0.0,-1.3815422639300118e-05
PGC1252647,0.0,-3.507687198844847e-05
PGC1252668,0.0,-9.989111169613567e-05
PGC1252692,1.0,2.0560601843190227e-05
PGC1252812,0.0,9.942228429719578e-06
PGC1252859,0.0,4.137084458345522e-05
PGC1252888,0.0,0.0001928009875791118
PGC1253085,0.0,-3.400529546226989e-05
PGC1253278,0.0,-2.91019152267178e-05
PGC1253339,0.0,0.00011741467654566785
PGC1253359,0.0,-2.034822141900864e-05
PGC1253412,0.0,-7.70056076140368e-06
