side,fold,model,core,q,logpdf
2,1,full_0.3,training_r19_c12,0.9609587221864926,-0.2585886557371864
2,1,full_0.6,training_r02_c13,0.9811429273494493,-0.2880066355013914
2,1,full_0.6,training_r03_c14,0.9298168707296374,-0.2623436071914853
2,1,full_0.6,training_r06_c17,0.9684226936719634,-0.2816465186626483
2,1,full_0.6,training_r07_c18,0.9473411402350383,-0.2711057419441858
2,1,full_0.6,training_r08_c19,1.0490011768034246,-0.3219357602283789
2,1,full_0.6,training_r11_c19,0.9953109449305209,-0.29509064429192705
2,1,full_0.6,training_r13_c18,0.9595070263646528,-0.27718868500899296
2,1,full_0.6,training_r15_c17,0.9261631954160269,-0.2605167695346801
2,1,full_0.6,training_r17_c16,0.922600454003821,-0.2587353988285771
2,1,full_0.6,training_r18_c14,0.9124767662802479,-0.25367355496679056
2,1,full_0.6,training_r19_c12,0.9310239546885667,-0.26294714917094997
2,1,full_1.0,training_r02_c13,1.0460234023640342,-0.33244239297658035
2,1,full_1.0,training_r03_c14,0.9691747356618524,-0.2940180596254894
2,1,full_1.0,training_r06_c17,1.0004078625633606,-0.3096346230762435
2,1,full_1.0,training_r07_c18,0.9873876454304952,-0.30312451450981076
2,1,full_1.0,training_r08_c19,1.0784301767305373,-0.348645780159832
2,1,full_1.0,training_r11_c19,1.037591947159034,-0.3282266653740803
2,1,full_1.0,training_r13_c18,1.0016004240291558,-0.3102309038091411
2,1,full_1.0,training_r15_c17,0.954985770860676,-0.28692357722490125
2,1,full_1.0,training_r17_c16,0.9447285821056542,-0.28179498284739035
2,1,full_1.0,training_r18_c14,0.9391133896573691,-0.27898738662324785
2,1,full_1.0,training_r19_c12,0.9609596747864609,-0.2899105291877938
2,1,bartlett_1_0.1,training_r02_c13,1.0092617946672688,-0.30745898204072897
2,1,bartlett_1_0.1,training_r03_c14,0.9426030356568724,-0.2741296025355307
2,1,bartlett_1_0.1,training_r06_c17,0.9739956711763014,-0.28982592029524534
2,1,bartlett_1_0.1,training_r07_c18,0.960497809349191,-0.2830769893816901
2,1,bartlett_1_0.1,training_r08_c19,1.0578886501014981,-0.33177240975784367
2,1,bartlett_1_0.1,training_r11_c19,1.0071040319953568,-0.306380100704773
2,1,bartlett_1_0.1,training_r13_c18,0.9665107868288458,-0.2860834781215175
2,1,bartlett_1_0.1,training_r15_c17,0.930183570536768,-0.26791986997547856
2,1,bartlett_1_0.1,training_r17_c16,0.9221613983867772,-0.26390878390048317
2,1,bartlett_1_0.1,training_r18_c14,0.9171991271314623,-0.26142764827282566
2,1,bartlett_1_0.1,training_r19_c12,0.938141991752438,-0.2718990805833136
2,1,bartlett_1_0.3,training_r02_c13,1.012697967763217,-0.31181938183904023
2,1,bartlett_1_0.3,training_r03_c14,0.9438429248900778,-0.2773918604024705
2,1,bartlett_1_0.3,training_r06_c17,0.975205975067969,-0.29307338549141615
2,1,bartlett_1_0.3,training_r07_c18,0.9620503992108315,-0.2864955975628474
2,1,bartlett_1_0.3,training_r08_c19,1.0574941148902173,-0.33421745540254044
2,1,bartlett_1_0.3,training_r11_c19,1.0090454654150018,-0.30999313066493256
2,1,bartlett_1_0.3,training_r13_c18,0.969648856322341,-0.29029482611860213
2,1,bartlett_1_0.3,training_r15_c17,0.9314360820753449,-0.27118843899510425
2,1,bartlett_1_0.3,training_r17_c16,0.922807476431933,-0.2668741361733982
2,1,bartlett_1_0.3,training_r18_c14,0.9177533803463425,-0.2643470881306029
2,1,bartlett_1_0.3,training_r19_c12,0.9387910088418222,-0.27486590237834274
2,1,bartlett_3_0.1,training_r02_c13,1.0059576877658418,-0.29718360155244833
2,1,bartlett_3_0.1,training_r03_c14,0.9388961064117387,-0.26365281087539677
2,1,bartlett_3_0.1,training_r06_c17,0.9777255916139034,-0.2830675534764791
2,1,bartlett_3_0.1,training_r07_c18,0.9628777552326582,-0.27564363528585656
2,1,bartlett_3_0.1,training_r08_c19,1.0644943736195647,-0.32645194447930975
2,1,bartlett_3_0.1,training_r11_c19,1.0074185521159364,-0.2979140337274958
2,1,bartlett_3_0.1,training_r13_c18,0.9631226551215335,-0.27576608523029417
2,1,bartlett_3_0.1,training_r15_c17,0.9371762221895388,-0.26279286876429675
2,1,bartlett_3_0.1,training_r17_c16,0.9249973581086239,-0.2567034367238394
2,1,bartlett_3_0.1,training_r18_c14,0.9217935331942619,-0.25510152426665844
2,1,bartlett_3_0.1,training_r19_c12,0.9419165740280526,-0.26516304468355373
2,1,bartlett_3_0.3,training_r02_c13,1.0033526202022356,-0.30185029498815236
2,1,bartlett_3_0.3,training_r03_c14,0.9346347212630935,-0.26749134551858134
2,1,bartlett_3_0.3,training_r06_c17,0.9718025190208854,-0.2860752443974772
2,1,bartlett_3_0.3,training_r07_c18,0.9577919460042728,-0.27906995788917094
2,1,bartlett_3_0.3,training_r08_c19,1.0559683194440614,-0.3281581446090652
2,1,bartlett_3_0.3,training_r11_c19,1.0027628660214256,-0.30155541789774737
2,1,bartlett_3_0.3,training_r13_c18,0.9605677340439656,-0.2804578519090174
2,1,bartlett_3_0.3,training_r15_c17,0.9311053985005451,-0.26572668413730705
2,1,bartlett_3_0.3,training_r17_c16,0.9191098550190336,-0.2597289123965513
2,1,bartlett_3_0.3,training_r18_c14,0.9154609931008001,-0.2579044814374346
2,1,bartlett_3_0.3,training_r19_c12,0.9357162482855281,-0.2680321090297986
2,1,bartlett_7_0.1,training_r02_c13,1.0050239704125974,-0.28909297903299014
2,1,bartlett_7_0.1,training_r03_c14,0.9476844821765837,-0.2604232349149833
2,1,bartlett_7_0.1,training_r06_c17,0.9830685755469255,-0.27811528160015425
2,1,bartlett_7_0.1,training_r07_c18,0.965810011210319,-0.26948599943185086
2,1,bartlett_7_0.1,training_r08_c19,1.0741198618268415,-0.3236409247401121
2,1,bartlett_7_0.1,training_r11_c19,1.0134736944372507,-0.2933178410453167
2,1,bartlett_7_0.1,training_r13_c18,0.9652604333541122,-0.26921121050374747
2,1,bartlett_7_0.1,training_r15_c17,0.9435413819861826,-0.25835168481978277
2,1,bartlett_7_0.1,training_r17_c16,0.9335247287132709,-0.2533433581833268
2,1,bartlett_7_0.1,training_r18_c14,0.9303879467443763,-0.2517749671988796
2,1,bartlett_7_0.1,training_r19_c12,0.9485072158705072,-0.26083460176194506
2,1,bartlett_7_0.3,training_r02_c13,0.9962388865176501,-0.29345629416559943
2,1,bartlett_7_0.3,training_r03_c14,0.9361070580100366,-0.2633903799117927
2,1,bartlett_7_0.3,training_r06_c17,0.9703976209396227,-0.2805356613765858
2,1,bartlett_7_0.3,training_r07_c18,0.9544254269850831,-0.272549564399316
2,1,bartlett_7_0.3,training_r08_c19,1.057844126994623,-0.32425891440408594
2,1,bartlett_7_0.3,training_r11_c19,1.0016070149398735,-0.2961403583767111
2,1,bartlett_7_0.3,training_r13_c18,0.9566123717188658,-0.2736430367662073
2,1,bartlett_7_0.3,training_r15_c17,0.9309927157015535,-0.2608332087575511
2,1,bartlett_7_0.3,training_r17_c16,0.9208779217875941,-0.2557758118005714
2,1,bartlett_7_0.3,training_r18_c14,0.9171540641975201,-0.25391388300553447
2,1,bartlett_7_0.3,training_r19_c12,0.9357153196589498,-0.2631945107362494
2,1,pixelcorr_mixture_0.0,training_r02_c13,1.032689697675672,-0.279258946093179
2,1,pixelcorr_mixture_0.0,training_r03_c14,0.9903427947968486,-0.2580854946537673
2,1,pixelcorr_mixture_0.0,training_r06_c17,1.0334109624119796,-0.27961957846133284
2,1,pixelcorr_mixture_0.0,training_r07_c18,1.0053384951686684,-0.2655833448396771
2,1,pixelcorr_mixture_0.0,training_r08_c19,1.1243646517534605,-0.32509642313207315
2,1,pixelcorr_mixture_0.0,training_r11_c19,1.0564580013890374,-0.29114309794986176
2,1,pixelcorr_mixture_0.0,training_r13_c18,1.0135475340261881,-0.26968786426843694
2,1,pixelcorr_mixture_0.0,training_r15_c17,0.9878050950698425,-0.25681664479026417
2,1,pixelcorr_mixture_0.0,training_r17_c16,0.9845002809298442,-0.25516423772026514
2,1,pixelcorr_mixture_0.0,training_r18_c14,0.9737628913461672,-0.2497955429284266
2,1,pixelcorr_mixture_0.0,training_r19_c12,0.9901167930823102,-0.2579724937964981
2,1,pixelcorr_mixture_0.25,training_r02_c13,1.034778427184524,-0.2798117740503335
2,1,pixelcorr_mixture_0.25,training_r03_c14,0.9921515835737341,-0.2584983522449385
2,1,pixelcorr_mixture_0.25,training_r06_c17,1.035762919262972,-0.2803040200895575
2,1,pixelcorr_mixture_0.25,training_r07_c18,1.0076566572493904,-0.2662508890827666
2,1,pixelcorr_mixture_0.25,training_r08_c19,1.1263393492569054,-0.3255922350865242
2,1,pixelcorr_mixture_0.25,training_r11_c19,1.058455255456285,-0.2916501881862139
2,1,pixelcorr_mixture_0.25,training_r13_c18,1.0156793399402975,-0.2702622304282202
2,1,pixelcorr_mixture_0.25,training_r15_c17,0.989839864801747,-0.25734249285894495
2,1,pixelcorr_mixture_0.25,training_r17_c16,0.9866319705419082,-0.25573854572902566
2,1,pixelcorr_mixture_0.25,training_r18_c14,0.9756255043592331,-0.2502353126376879
2,1,pixelcorr_mixture_0.25,training_r19_c12,0.9919029667898052,-0.25837404385297397
2,1,pixelcorr_mixture_0.5,training_r02_c13,1.036992701096597,-0.28039812631230376
2,1,pixelcorr_mixture_0.5,training_r03_c14,0.9940858969083288,-0.25894472421816983
2,1,pixelcorr_mixture_0.5,training_r06_c17,1.0382424845666711,-0.2810230180473409
2,1,pixelcorr_mixture_0.5,training_r07_c18,1.0101062227275097,-0.2669548871277602
2,1,pixelcorr_mixture_0.5,training_r08_c19,1.1284608663567695,-0.3261322089423901
2,1,pixelcorr_mixture_0.5,training_r11_c19,1.060578823619242,-0.2921911875736263
2,1,pixelcorr_mixture_0.5,training_r13_c18,1.0179334526122918,-0.2708685020701512
2,1,pixelcorr_mixture_0.5,training_r15_c17,0.9919903964145759,-0.25789697397129324
2,1,pixelcorr_mixture_0.5,training_r17_c16,0.988887658798923,-0.2563456051634669
2,1,pixelcorr_mixture_0.5,training_r18_c14,0.9776078543594758,-0.2507057029437433
2,1,pixelcorr_mixture_0.5,training_r19_c12,0.9938081580694694,-0.2588058547987401
2,1,pixelcorr_mixture_0.75,training_r02_c13,1.03933473093745,-0.2810188674534135
2,1,pixelcorr_mixture_0.75,training_r03_c14,0.9961479222083653,-0.259425463088871
2,1,pixelcorr_mixture_0.75,training_r06_c17,1.0408522134316471,-0.281777608700512
2,1,pixelcorr_mixture_0.75,training_r07_c18,1.0126897421562917,-0.2676963730628342
2,1,pixelcorr_mixture_0.75,training_r08_c19,1.1307318019745907,-0.32671740297198376
2,1,pixelcorr_mixture_0.75,training_r11_c19,1.0628309262173017,-0.2927669650933393
2,1,pixelcorr_mixture_0.75,training_r13_c18,1.0203122261392987,-0.27150761505433774
2,1,pixelcorr_mixture_0.75,training_r15_c17,0.9942588429996897,-0.2584809234845333
2,1,pixelcorr_mixture_0.75,training_r17_c16,0.9912697362146006,-0.25698637009198877
2,1,pixelcorr_mixture_0.75,training_r18_c14,0.9797120166572026,-0.2512075103132898
2,1,pixelcorr_mixture_0.75,training_r19_c12,0.9958343071761553,-0.25926865557276607
2,1,pixelcorr_mixture_1.0,training_r02_c13,1.0418069351738093,-0.2816749423619205
2,1,pixelcorr_mixture_1.0,training_r03_c14,0.9983400597889085,-0.2599415046694701
2,1,pixelcorr_mixture_1.0,training_r06_c17,1.0435948842128568,-0.2825689168814443
2,1,pixelcorr_mixture_1.0,training_r07_c18,1.0154099910649508,-0.2684764703074912
2,1,pixelcorr_mixture_1.0,training_r08_c19,1.1331550135260628,-0.32734898153804726
2,1,pixelcorr_mixture_1.0,training_r11_c19,1.0652139944504946,-0.2933784720002631
2,1,pixelcorr_mixture_1.0,training_r13_c18,1.0228182214442385,-0.2721805854971351
2,1,pixelcorr_mixture_1.0,training_r15_c17,0.9966475516830299,-0.25909525061653077
2,1,pixelcorr_mixture_1.0,training_r17_c16,0.9937808109506621,-0.2576618802503468
2,1,pixelcorr_mixture_1.0,training_r18_c14,0.981940266570704,-0.2517416080603678
2,1,pixelcorr_mixture_1.0,training_r19_c12,0.9979835468108259,-0.25976324818042873
2,2,full_0.1,training_r02_c12,1.0551638554445877,-0.28922847245657035
2,2,full_0.1,training_r08_c18,0.9820569655331168,-0.25267502750083487
2,2,full_0.1,training_r09_c19,1.0220678290101455,-0.2726804592393492
2,2,full_0.1,training_r12_c19,1.0214142282669894,-0.27235365886777124
2,2,full_0.1,training_r14_c18,0.9596755353866122,-0.24148431242758267
2,2,full_0.1,training_r16_c17,1.033318826722312,-0.2783059580954324
2,2,full_0.1,training_r17_c15,1.0585626163505115,-0.2909278529095323
2,2,full_0.1,training_r18_c13,1.0258191791775209,-0.27455613432303694
2,2,full_0.3,training_r02_c12,1.0216276163815277,-0.2887114380034831
2,2,full_0.3,training_r08_c18,0.9472311886615481,-0.2515132241434933
2,2,full_0.3,training_r09_c19,0.9899413430250119,-0.27286830132522527
2,2,full_0.3,training_r12_c19,0.9849092058754381,-0.27035223275043835
2,2,full_0.3,training_r14_c18,0.9276082262641994,-0.2417017429448189
2,2,full_0.3,training_r16_c17,0.9991644083695355,-0.277479833997487
2,2,full_0.3,training_r17_c15,1.0238412349642898,-0.2898182472948642
2,2,full_0.3,training_r18_c13,0.9893251529808913,-0.272560206303165
2,2,full_0.6,training_r02_c12,0.9966822161349914,-0.2943466266715753
2,2,full_0.6,training_r08_c18,0.9203570410743954,-0.2561840391412773
2,2,full_0.6,training_r09_c19,0.9676677434208111,-0.2798393903144851
2,2,full_0.6,training_r12_c19,0.9587439350300924,-0.2753774861191258
2,2,full_0.6,training_r14_c18,0.904362808395324,-0.2481869228017416
2,2,full_0.6,training_r16_c17,0.9765951375329406,-0.2843030873705498
2,2,full_0.6,training_r17_c15,0.9985577595082076,-0.2952843983581834
2,2,full_0.6,training_r18_c13,0.9601695279451905,-0.2760902825766748
2,2,full_1.0,training_r02_c12,1.0313004413168863,-0.32278078219040934
2,2,full_1.0,training_r08_c18,0.9587709486825207,-0.28651603587322666
2,2,full_1.0,training_r09_c19,1.0168154673263263,-0.3155382951951295
2,2,full_1.0,training_r12_c19,1.0096527460600182,-0.31195693456197526
2,2,full_1.0,training_r14_c18,0.9477109759577279,-0.28098604951083017
2,2,full_1.0,training_r16_c17,1.0377347759351467,-0.32599794949953964
2,2,full_1.0,training_r17_c15,1.0450167169801967,-0.3296389200220645
2,2,full_1.0,training_r18_c13,0.9918793789401539,-0.3030702510020432
2,2,bartlett_1_0.1,training_r02_c12,1.0060401568937645,-0.30368550535668654
2,2,bartlett_1_0.1,training_r08_c18,0.9351327605351185,-0.26823180717736356
2,2,bartlett_1_0.1,training_r09_c19,0.9840649145873609,-0.29269788420348475
2,2,bartlett_1_0.1,training_r12_c19,0.9875004360806365,-0.2944156449501226
2,2,bartlett_1_0.1,training_r14_c18,0.9176087558192801,-0.2594698048194445
2,2,bartlett_1_0.1,training_r16_c17,1.003078089534248,-0.30220447167692827
2,2,bartlett_1_0.1,training_r17_c15,1.0147455344858496,-0.30803819415272915
2,2,bartlett_1_0.1,training_r18_c13,0.9706647054725944,-0.28599777964610157
2,2,bartlett_1_0.3,training_r02_c12,1.0069379316760376,-0.30672095956947026
2,2,bartlett_1_0.3,training_r08_c18,0.935984578335245,-0.2712442828990739
2,2,bartlett_1_0.3,training_r09_c19,0.9866870182494423,-0.29659550285617264
2,2,bartlett_1_0.3,training_r12_c19,0.9876042305742297,-0.2970541090185663
2,2,bartlett_1_0.3,training_r14_c18,0.9200713877734588,-0.26328768761818083
2,2,bartlett_1_0.3,training_r16_c17,1.0060259319255904,-0.30626495969424655
2,2,bartlett_1_0.3,training_r17_c15,1.0168104193983685,-0.3116572034306356
2,2,bartlett_1_0.3,training_r18_c13,0.9709206511798003,-0.28871231932135155
2,2,bartlett_3_0.1,training_r02_c12,1.0065230114409602,-0.2955458333691251
2,2,bartlett_3_0.1,training_r08_c18,0.938083747706449,-0.26132620150186947
2,2,bartlett_3_0.1,training_r09_c19,0.9828308487895764,-0.2836997520434332
2,2,bartlett_3_0.1,training_r12_c19,0.9884305822545473,-0.2864996187759186
2,2,bartlett_3_0.1,training_r14_c18,0.9172245507915138,-0.25089660304440187
2,2,bartlett_3_0.1,training_r16_c17,0.9995057649681284,-0.2920372101327091
2,2,bartlett_3_0.1,training_r17_c15,1.0145342339879915,-0.2995514446426407
2,2,bartlett_3_0.1,training_r18_c13,0.9753350331624191,-0.2799518442298545
2,2,bartlett_3_0.3,training_r02_c12,1.0011101375925768,-0.29866883341122435
2,2,bartlett_3_0.3,training_r08_c18,0.9324494080301652,-0.2643384686300184
2,2,bartlett_3_0.3,training_r09_c19,0.9792214946996455,-0.2877245119647586
2,2,bartlett_3_0.3,training_r12_c19,0.9819119278951005,-0.28906972856248614
2,2,bartlett_3_0.3,training_r14_c18,0.913931708806656,-0.2550796190182638
2,2,bartlett_3_0.3,training_r16_c17,0.9965302345087828,-0.29637888186932726
2,2,bartlett_3_0.3,training_r17_c15,1.0102507310004194,-0.3032391301151455
2,2,bartlett_3_0.3,training_r18_c13,0.968614881313111,-0.2824212052714913
2,2,bartlett_7_0.1,training_r02_c12,1.0112721665212914,-0.29069333357963184
2,2,bartlett_7_0.1,training_r08_c18,0.9443644237224986,-0.25723946218023547
2,2,bartlett_7_0.1,training_r09_c19,0.9824147937763164,-0.2762646472071442
2,2,bartlett_7_0.1,training_r12_c19,0.9904364111193409,-0.2802754558786566
2,2,bartlett_7_0.1,training_r14_c18,0.9193112056963338,-0.24471285316715305
2,2,bartlett_7_0.1,training_r16_c17,0.9994284217777453,-0.2847714612078587
2,2,bartlett_7_0.1,training_r17_c15,1.015775096749147,-0.2929447986935595
2,2,bartlett_7_0.1,training_r18_c13,0.9819246310582939,-0.27601956584813303
2,2,bartlett_7_0.3,training_r02_c12,0.9995632573860108,-0.29333088173877236
2,2,bartlett_7_0.3,training_r08_c18,0.9323439861125716,-0.2597212461020527
2,2,bartlett_7_0.3,training_r09_c19,0.9728440054464512,-0.2799712557689925
2,2,bartlett_7_0.3,training_r12_c19,0.9774248174453394,-0.28226166176843664
2,2,bartlett_7_0.3,training_r14_c18,0.9101875023696495,-0.24864300423059163
2,2,bartlett_7_0.3,training_r16_c17,0.9902162903558247,-0.28865739822367925
2,2,bartlett_7_0.3,training_r17_c15,1.0055766914697855,-0.2963375987806597
2,2,bartlett_7_0.3,training_r18_c13,0.9685847128894594,-0.27784160949049663
2,2,pixelcorr_mixture_0.0,training_r02_c12,1.0504335950893269,-0.28847431240504606
2,2,pixelcorr_mixture_0.0,training_r08_c18,0.9757046815020823,-0.2511098556114238
2,2,pixelcorr_mixture_0.0,training_r09_c19,1.0167904135715287,-0.27165272164614696
2,2,pixelcorr_mixture_0.0,training_r12_c19,1.0145452026700037,-0.2705301161953845
2,2,pixelcorr_mixture_0.0,training_r14_c18,0.9528544270009375,-0.23968472836085142
2,2,pixelcorr_mixture_0.0,training_r16_c17,1.0256117759212175,-0.2760634028209914
2,2,pixelcorr_mixture_0.0,training_r17_c15,1.0509777460166934,-0.2887463878687293
2,2,pixelcorr_mixture_0.0,training_r18_c13,1.0190829152255556,-0.27279897247316043
2,2,pixelcorr_mixture_0.25,training_r02_c12,1.051455554715741,-0.28862072032132985
2,2,pixelcorr_mixture_0.25,training_r08_c18,0.9771426319673611,-0.25146425894713975
2,2,pixelcorr_mixture_0.25,training_r09_c19,1.0179567735213222,-0.2718713297241204
2,2,pixelcorr_mixture_0.25,training_r12_c19,1.0160997347038618,-0.2709428103153902
2,2,pixelcorr_mixture_0.25,training_r14_c18,0.9544018185408651,-0.24009385223389185
2,2,pixelcorr_mixture_0.25,training_r16_c17,1.0273743193682547,-0.2765801026475867
2,2,pixelcorr_mixture_0.25,training_r17_c15,1.0527155642677364,-0.2892507250973275
2,2,pixelcorr_mixture_0.25,training_r18_c13,1.020604955569691,-0.2731954207483048
2,2,pixelcorr_mixture_0.5,training_r02_c12,1.0525839028016215,-0.28879496581154823
2,2,pixelcorr_mixture_0.5,training_r08_c18,0.9786799551358395,-0.2518429919786572
2,2,pixelcorr_mixture_0.5,training_r09_c19,1.0192242992099314,-0.27211516401570324
2,2,pixelcorr_mixture_0.5,training_r12_c19,1.017761883842024,-0.2713839563317495
2,2,pixelcorr_mixture_0.5,training_r14_c18,0.9560535073684824,-0.24052976809497875
2,2,pixelcorr_mixture_0.5,training_r16_c17,1.0292453129146932,-0.27712567086808404
2,2,pixelcorr_mixture_0.5,training_r17_c15,1.0545581296465887,-0.2897820792340319
2,2,pixelcorr_mixture_0.5,training_r18_c13,1.0222341357973492,-0.2736200823094122
2,2,pixelcorr_mixture_0.75,training_r02_c12,1.0538196283052677,-0.2889974118106518
2,2,pixelcorr_mixture_0.75,training_r08_c18,0.9803176809540896,-0.25224643813506276
2,2,pixelcorr_mixture_0.75,training_r09_c19,1.0205942026241122,-0.27238469897007406
2,2,pixelcorr_mixture_0.75,training_r12_c19,1.0195329140466884,-0.27185405468136215
2,2,pixelcorr_mixture_0.75,training_r14_c18,0.9578108972914534,-0.24099304630374466
2,2,pixelcorr_mixture_0.75,training_r16_c17,1.0312262638069405,-0.2777007295614882
2,2,pixelcorr_mixture_0.75,training_r17_c15,1.0565066866023354,-0.29034094095918567
2,2,pixelcorr_mixture_0.75,training_r18_c13,1.0239717362991358,-0.27407346580758585
2,2,pixelcorr_mixture_1.0,training_r02_c12,1.0551638554445877,-0.28922847245657035
2,2,pixelcorr_mixture_1.0,training_r08_c18,0.9820569655331168,-0.25267502750083487
2,2,pixelcorr_mixture_1.0,training_r09_c19,1.0220678290101455,-0.2726804592393492
2,2,pixelcorr_mixture_1.0,training_r12_c19,1.0214142282669894,-0.27235365886777124
2,2,pixelcorr_mixture_1.0,training_r14_c18,0.9596755353866122,-0.24148431242758267
2,2,pixelcorr_mixture_1.0,training_r16_c17,1.033318826722312,-0.2783059580954324
2,2,pixelcorr_mixture_1.0,training_r17_c15,1.0585626163505115,-0.2909278529095323
2,2,pixelcorr_mixture_1.0,training_r18_c13,1.0258191791775209,-0.27455613432303694
4,0,full_0.1,training_r02_c14,1.0934045294153332,-0.04646799694440497
4,0,full_0.1,training_r03_c15,1.0591370201565689,-0.029334242315022747
4,0,full_0.1,training_r04_c16,1.1174513514915279,-0.0584914079825022
4,0,full_0.1,training_r05_c17,1.0988050461283665,-0.04916825530092163
4,0,full_0.1,training_r06_c18,1.0576787070511453,-0.028605085762311022
4,0,full_0.1,training_r09_c18,1.0291233979476464,-0.014327431210561488
4,0,full_0.1,training_r10_c19,1.1045850651059612,-0.05205826478971885
4,0,full_0.1,training_r12_c18,1.0800849277296958,-0.039808196101586306
4,0,full_0.1,training_r16_c16,1.0570398355748118,-0.028285650024144193
4,0,full_0.1,training_r18_c12,1.0340568043320577,-0.016794134402767214
4,0,full_0.3,training_r02_c14,1.0443061860846148,-0.04156485561937062
4,0,full_0.3,training_r03_c15,1.0139592473663153,-0.02639138626022089
4,0,full_0.3,training_r04_c16,1.0661407057629633,-0.05248211545854488
4,0,full_0.3,training_r05_c17,1.051142431253758,-0.044982978203942384
4,0,full_0.3,training_r06_c18,1.0034446931566365,-0.02113410915538145
4,0,full_0.3,training_r09_c18,0.9856124349828237,-0.012217980068475213
4,0,full_0.3,training_r10_c19,1.0497651736507216,-0.04429434940242413
4,0,full_0.3,training_r12_c18,1.0226760221795712,-0.030749773666848883
4,0,full_0.3,training_r16_c16,1.005839866656788,-0.022331695905457277
4,0,full_0.3,training_r18_c12,0.9857255557260839,-0.012274540440105234
4,0,full_0.6,training_r02_c14,1.0062390106995704,-0.04338013136400424
4,0,full_0.6,training_r03_c15,0.9890464172041401,-0.03478383461628904
4,0,full_0.6,training_r04_c16,1.0243763703312705,-0.052448811179854206
4,0,full_0.6,training_r05_c17,1.0219125452776257,-0.051216898653031834
4,0,full_0.6,training_r06_c18,0.9615339819478321,-0.021027616988135055
4,0,full_0.6,training_r09_c18,0.9622375528375567,-0.021379402432997324
4,0,full_0.6,training_r10_c19,1.0068494583436443,-0.04368535518604114
4,0,full_0.6,training_r12_c18,0.9777072537037903,-0.02911425286611403
4,0,full_0.6,training_r16_c16,0.9691836336664992,-0.02485244284746853
4,0,full_0.6,training_r18_c12,0.9509676615220857,-0.015744456775261876
4,0,full_1.0,training_r02_c14,1.0296470413825298,-0.06705618407627134
4,0,full_1.0,training_r03_c15,1.0796066006638398,-0.09203596371692647
4,0,full_1.0,training_r04_c16,1.0403287390587819,-0.0723970329143974
4,0,full_1.0,training_r05_c17,1.0877605473908059,-0.09611293708040938
4,0,full_1.0,training_r06_c18,0.9868188070992086,-0.04564206693461087
4,0,full_1.0,training_r09_c18,1.053111811631585,-0.07878856920079896
4,0,full_1.0,training_r10_c19,1.0395266382092412,-0.07199598248962716
4,0,full_1.0,training_r12_c18,1.009036993541343,-0.056751160155677965
4,0,full_1.0,training_r16_c16,1.0203549558344003,-0.062410141302206644
4,0,full_1.0,training_r18_c12,0.9917319279461922,-0.04809862735810265
4,0,bartlett_1_0.1,training_r02_c14,0.9978723393137526,-0.0449980374258573
4,0,bartlett_1_0.1,training_r03_c15,1.0367805860288035,-0.06445216078338281
4,0,bartlett_1_0.1,training_r04_c16,1.019065568521171,-0.055594652029566344
4,0,bartlett_1_0.1,training_r05_c17,1.0475068464504542,-0.06981529099420801
4,0,bartlett_1_0.1,training_r06_c18,0.9615714304489263,-0.026847582993444134
4,0,bartlett_1_0.1,training_r09_c18,1.0110124058844001,-0.05156807071118107
4,0,bartlett_1_0.1,training_r10_c19,1.0159002198426506,-0.05401197769030628
4,0,bartlett_1_0.1,training_r12_c18,0.9929009917038077,-0.04251236362088481
4,0,bartlett_1_0.1,training_r16_c16,0.9947578310951319,-0.04344078331654698
4,0,bartlett_1_0.1,training_r18_c12,0.9644820313764643,-0.028302883457213174
4,0,bartlett_1_0.3,training_r02_c14,1.0007695201181206,-0.04891498351403286
4,0,bartlett_1_0.3,training_r03_c15,1.0414064473156832,-0.06923344711281418
4,0,bartlett_1_0.3,training_r04_c16,1.0194702228618446,-0.05826533488589484
4,0,bartlett_1_0.3,training_r05_c17,1.0516929706470046,-0.07437670877847492
4,0,bartlett_1_0.3,training_r06_c18,0.9629885326949841,-0.030024489802464558
4,0,bartlett_1_0.3,training_r09_c18,1.0156550064260699,-0.056357726668007514
4,0,bartlett_1_0.3,training_r10_c19,1.0168462032963554,-0.056953325103150244
4,0,bartlett_1_0.3,training_r12_c18,0.9920319342841973,-0.04454619059707128
4,0,bartlett_1_0.3,training_r16_c16,0.9960210122489139,-0.04654072957942944
4,0,bartlett_1_0.3,training_r18_c12,0.9662139071913028,-0.03163717705062389
4,0,bartlett_3_0.1,training_r02_c14,1.0024981806603392,-0.03914222948960563
4,0,bartlett_3_0.1,training_r03_c15,1.027735381820789,-0.05176083006983053
4,0,bartlett_3_0.1,training_r04_c16,1.0253692770396512,-0.05057777767926176
4,0,bartlett_3_0.1,training_r05_c17,1.042926194637,-0.059356236477936
4,0,bartlett_3_0.1,training_r06_c18,0.9609718877760527,-0.018379083047462393
4,0,bartlett_3_0.1,training_r09_c18,0.9992978772403168,-0.03754207777959436
4,0,bartlett_3_0.1,training_r10_c19,1.0184289431486497,-0.047107610733760893
4,0,bartlett_3_0.1,training_r12_c18,1.0044404662540334,-0.040113372286452745
4,0,bartlett_3_0.1,training_r16_c16,0.9937730656878857,-0.03477967200337891
4,0,bartlett_3_0.1,training_r18_c12,0.9645991714350053,-0.020192724876938798
4,0,bartlett_3_0.3,training_r02_c14,0.9985598953484979,-0.042810163858014
4,0,bartlett_3_0.3,training_r03_c15,1.0272922773069908,-0.057176354837260454
