side,fold,model,core,q,logpdf
1,0,pixelcorr_mixture_0.5,training_r05_c17,1.024904694243781,-0.37131400167510986
1,0,pixelcorr_mixture_0.5,training_r06_c18,1.0020434061106371,-0.359883357608538
1,0,pixelcorr_mixture_0.5,training_r09_c18,0.9864730709542338,-0.35209819003033616
1,0,pixelcorr_mixture_0.5,training_r10_c19,1.0449627968737027,-0.38134305299007076
1,0,pixelcorr_mixture_0.5,training_r12_c18,1.0351454529528457,-0.3764343810296423
1,0,pixelcorr_mixture_0.5,training_r16_c16,1.024444292615719,-0.37108380086107895
1,0,pixelcorr_mixture_0.5,training_r18_c12,1.0008031002420894,-0.35926320467426404
1,0,pixelcorr_mixture_0.75,training_r02_c14,1.0501364614461028,-0.3839298852762707
1,0,pixelcorr_mixture_0.75,training_r03_c15,0.9965537421274868,-0.3571385256169627
1,0,pixelcorr_mixture_0.75,training_r04_c16,1.0277762679697156,-0.3727497885380771
1,0,pixelcorr_mixture_0.75,training_r05_c17,1.024904694243781,-0.37131400167510986
1,0,pixelcorr_mixture_0.75,training_r06_c18,1.0020434061106371,-0.359883357608538
1,0,pixelcorr_mixture_0.75,training_r09_c18,0.9864730709542338,-0.35209819003033616
1,0,pixelcorr_mixture_0.75,training_r10_c19,1.0449627968737027,-0.38134305299007076
1,0,pixelcorr_mixture_0.75,training_r12_c18,1.0351454529528457,-0.3764343810296423
1,0,pixelcorr_mixture_0.75,training_r16_c16,1.024444292615719,-0.37108380086107895
1,0,pixelcorr_mixture_0.75,training_r18_c12,1.0008031002420894,-0.35926320467426404
1,0,pixelcorr_mixture_1.0,training_r02_c14,1.0501364614461028,-0.3839298852762707
1,0,pixelcorr_mixture_1.0,training_r03_c15,0.9965537421274868,-0.3571385256169627
1,0,pixelcorr_mixture_1.0,training_r04_c16,1.0277762679697156,-0.3727497885380771
1,0,pixelcorr_mixture_1.0,training_r05_c17,1.024904694243781,-0.37131400167510986
1,0,pixelcorr_mixture_1.0,training_r06_c18,1.0020434061106371,-0.359883357608538
