side,model,selected,q,trace_ratio,logpdf,descriptive_q_pass,covariance_condition
1,full_0.1,False,1.012204576281344,1.0059517948373298,-0.36831371896270765,True,7.7185334826679375
1,full_0.3,True,0.9830587152162148,1.0059517948373298,-0.3685700261165654,True,5.70219881816842
1,full_0.6,False,0.9621383550585693,1.0059517948373298,-0.374923417703474,True,3.6329462104719092
1,full_1.0,False,1.0084935778993291,1.0059517948373298,-0.4086646220309547,True,2.0777888108272276
1,bartlett_1_0.1,False,0.9798654180736343,1.0059517948373298,-0.3879856744587783,True,2.311731740105568
1,bartlett_1_0.3,False,0.9817095684539013,1.0059517948373298,-0.3914536478359026,True,2.2217334618535443
1,bartlett_3_0.1,False,0.9799391970057904,1.0059517948373298,-0.3797764658782757,True,2.6426937502706345
1,bartlett_3_0.3,False,0.9755781728872499,1.0059517948373298,-0.38332763747324244,True,2.414000605099078
1,bartlett_7_0.1,False,0.9821477737446963,1.0059517948373298,-0.3738340526786909,True,3.11162377805689
1,bartlett_7_0.3,False,0.9718595871217731,1.0059517948373298,-0.37700143329287844,True,2.6525618826474266
1,pixelcorr_mixture_0.0,False,1.012204576281344,1.0059517948373298,-0.36831371896270765,True,7.718533482667939
1,pixelcorr_mixture_0.25,False,1.012204576281344,1.0059517948373298,-0.36831371896270765,True,7.718533482667939
1,pixelcorr_mixture_0.5,False,1.012204576281344,1.0059517948373298,-0.36831371896270765,True,7.71853348266794
1,pixelcorr_mixture_0.75,False,1.012204576281344,1.0059517948373298,-0.36831371896270765,True,7.718533482667939
1,pixelcorr_mixture_1.0,False,1.012204576281344,1.0059517948373298,-0.36831371896270765,True,7.7185334826679375
2,full_0.1,False,1.0197505343032058,1.0073559736276017,-0.2738916860265516,True,7.853858503894318
2,full_0.3,False,0.9882646943557659,1.0073559736276017,-0.2734717819787085,True,5.78478031207354
2,full_0.6,False,0.9652969692368536,1.0073559736276017,-0.27923870448578714,True,3.6582123660810297
2,full_1.0,False,1.010453729607509,1.0073559736276017,-0.31254783376844714,True,2.156814219979957
2,bartlett_1_0.1,False,0.9819712536341327,1.0073559736276017,-0.29194903280950646,True,2.392111066880134
2,bartlett_1_0.3,False,0.9837790595816561,1.0073559736276017,-0.2953958804813479,True,2.301522197975607
2,bartlett_3_0.1,False,0.982176676697823,1.0073559736276017,-0.28379768781035364,True,2.708833074075702
2,bartlett_3_0.3,False,0.9777283655075322,1.0073559736276017,-0.28730554023166915,True,2.490410266084788
2,bartlett_7_0.1,False,0.9845719736014082,1.0073559736276017,-0.27789108272468027,True,3.1389183924034296
2,bartlett_7_0.3,False,0.9740977432427542,1.0073559736276017,-0.28099097367465475,True,2.7150427410174065
2,pixelcorr_mixture_0.0,True,1.0147083081716357,1.0073559736276017,-0.2724687207912561,True,7.7424071331052335
2,pixelcorr_mixture_0.25,False,1.0158530753391544,1.0073559736276017,-0.2727941545526633,True,7.7661436450208665
2,pixelcorr_mixture_0.5,False,1.0170745369120464,1.0073559736276017,-0.27313959063286236,True,7.7926634745247885
2,pixelcorr_mixture_0.75,False,1.01837342165703,1.0073559736276017,-0.2735053257914197,True,7.821911836037627
2,pixelcorr_mixture_1.0,False,1.0197505343032058,1.0073559736276017,-0.2738916860265516,True,7.853858503894318
4,full_0.1,False,1.0553071878854157,1.0149900205454445,-0.03548050585579858,True,8.848160392535354
4,full_0.3,False,1.0119978049131817,1.0149900205454447,-0.03167600032596552,True,6.292009641792632
4,full_0.6,False,0.9792263872899681,1.0149900205454445,-0.034806712753419074,True,3.807199733259101
4,full_1.0,False,1.0208736956439284,1.0149900205454445,-0.06733543824569727,True,2.4050686380094564
4,bartlett_1_0.1,False,0.9926615124091254,1.0149900205454445,-0.04691010168026365,True,2.663012631310104
4,bartlett_1_0.3,False,0.9943723738334255,1.0149900205454447,-0.050293184335262274,True,2.563563629181793
4,bartlett_3_0.1,False,0.9929504556449827,1.0149900205454445,-0.0387803537056115,True,2.963574826083639
4,bartlett_3_0.3,False,0.988239355125924,1.0149900205454447,-0.042152731593990876,True,2.752150765526791
4,bartlett_7_0.1,False,0.9955925206879477,1.0149900205454445,-0.032788819088986745,True,3.3264095049316773
4,bartlett_7_0.3,False,0.9844727628822726,1.0149900205454447,-0.035655558006978456,True,2.948573700507768
4,pixelcorr_mixture_0.0,True,1.0246195088175334,1.0149900205454445,-0.027001942573245324,True,7.837360979990571
4,pixelcorr_mixture_0.25,False,1.0296748278989456,1.0149900205454445,-0.02841324711454257,True,7.944867761030622
4,pixelcorr_mixture_0.5,False,1.0363937503771343,1.0149900205454445,-0.030265060549629814,True,8.12966347905214
4,pixelcorr_mixture_0.75,False,1.0448861106967053,1.0149900205454445,-0.032600497665065946,True,8.42472512433054
4,pixelcorr_mixture_1.0,False,1.0553071878854157,1.0149900205454445,-0.03548050585579858,True,8.848160392535354
8,full_0.1,False,1.1628011456270266,1.0025353728605437,0.3271287933779952,True,12.598230259574033
8,full_0.3,False,1.0682408271584516,1.002535372860544,0.346771445414884,True,7.845101153313582
