side,model,core,q_over_n,logpdf_per_channel,trace_second_moment
1,full_0.1,validation_r18_c06,0.9824918090376122,-0.3534573353408418,5.477063399518751
1,full_0.1,validation_r18_c07,1.0324734728979568,-0.37844816727101394,5.811039298301724
1,full_0.1,validation_r18_c08,0.9993196437603994,-0.36187125270223536,5.512063286871651
1,full_0.1,validation_r19_c08,1.0427781630762918,-0.38360051236018156,5.880948932211341
1,full_0.3,validation_r02_c07,0.9646602992142536,-0.3593708181155848,5.49712504431389
1,full_0.3,validation_r02_c08,1.0063136409865425,-0.3801974890017293,5.830283809378911
1,full_0.3,validation_r03_c05,1.004404533075604,-0.37924293504626,5.668269311254751
1,full_0.3,validation_r03_c06,0.9707105816964824,-0.3623959593566992,5.541699850221973
1,full_0.3,validation_r04_c04,0.9944918425179873,-0.3742865897674517,5.654778842911471
1,full_0.3,validation_r04_c05,0.9994348803007024,-0.3767581086588091,5.541069292989666
1,full_0.3,validation_r05_c03,0.9589054713761607,-0.3564934041965383,5.357459796203809
1,full_0.3,validation_r05_c04,0.9878204532150685,-0.3709508951159923,5.607519233238239
1,full_0.3,validation_r06_c03,0.9810006652385694,-0.3675410011277427,5.586566506081259
1,full_0.3,validation_r07_c02,1.037612702624915,-0.39584701982091547,5.961158417332346
1,full_0.3,validation_r08_c02,0.977466493870995,-0.36577391544395543,5.470164229222855
1,full_0.3,validation_r09_c02,0.9339929400171743,-0.34403713851704504,5.3747232763457236
1,full_0.3,validation_r10_c01,0.959593691494607,-0.3568375142557616,5.389602201410308
1,full_0.3,validation_r10_c02,1.0052803331677949,-0.3796808350923555,5.708356059078199
1,full_0.3,validation_r11_c02,0.9566283108726795,-0.3553548239447977,5.455242669899631
1,full_0.3,validation_r12_c02,1.018567934154301,-0.3863246355856085,5.774405719642606
1,full_0.3,validation_r13_c02,0.9898899920943679,-0.37198566455564197,5.7693054188671855
1,full_0.3,validation_r14_c02,0.9888358427465944,-0.3714585898817551,5.6166431013525315
1,full_0.3,validation_r14_c03,0.9826368700925411,-0.3683591035547285,5.522997804986493
1,full_0.3,validation_r15_c03,0.9943019973997519,-0.37419166720833397,5.612635584559495
1,full_0.3,validation_r16_c04,0.9629006913424557,-0.3584910141796859,5.518638851772112
1,full_0.3,validation_r17_c05,0.9414701761287115,-0.3477757565728138,5.302981988790598
1,full_0.3,validation_r17_c06,0.9854301975021468,-0.3697557672595315,5.572937692607001
1,full_0.3,validation_r18_c06,0.954196639124716,-0.354138988070816,5.477063399518751
1,full_0.3,validation_r18_c07,1.003948956742016,-0.37901514687946586,5.811039298301724
1,full_0.3,validation_r18_c08,0.9682023742259573,-0.3611418556214367,5.512063286871651
1,full_0.3,validation_r19_c08,1.0138867996147067,-0.3839840683158114,5.880948932211341
1,full_0.6,validation_r02_c07,0.9449097037261095,-0.36630909203724393,5.49712504431389
1,full_0.6,validation_r02_c08,0.9889266467240267,-0.38831756353620267,5.830283809378911
1,full_0.6,validation_r03_c05,0.9824327171611651,-0.38507059875477173,5.668269311254751
1,full_0.6,validation_r03_c06,0.9526896193163256,-0.37019904983235213,5.541699850221973
1,full_0.6,validation_r04_c04,0.9728821576798142,-0.3802953190140963,5.654778842911471
1,full_0.6,validation_r04_c05,0.9737877149990277,-0.38074809767370316,5.541069292989666
1,full_0.6,validation_r05_c03,0.9352633660797852,-0.3614859232140819,5.357459796203809
1,full_0.6,validation_r05_c04,0.9642456680752696,-0.3759770742118241,5.607519233238239
1,full_0.6,validation_r06_c03,0.9613496059296222,-0.37452904313900043,5.586566506081259
1,full_0.6,validation_r07_c02,1.0170927601181061,-0.40240062023324236,5.961158417332346
1,full_0.6,validation_r08_c02,0.9517974099647785,-0.3697529451565784,5.470164229222855
1,full_0.6,validation_r09_c02,0.9151552131915395,-0.351431846769959,5.3747232763457236
1,full_0.6,validation_r10_c01,0.937254357486214,-0.3624814189172963,5.389602201410308
1,full_0.6,validation_r10_c02,0.9845108776446284,-0.38610967899650345,5.708356059078199
1,full_0.6,validation_r11_c02,0.9367339948426222,-0.3622212375955005,5.455242669899631
1,full_0.6,validation_r12_c02,0.9984909385646465,-0.3930997094565126,5.774405719642606
1,full_0.6,validation_r13_c02,0.9749884796271644,-0.3813484799877716,5.7693054188671855
1,full_0.6,validation_r14_c02,0.9659811306451596,-0.37684480549676913,5.6166431013525315
1,full_0.6,validation_r14_c03,0.9589315183746436,-0.37331999936151117,5.522997804986493
1,full_0.6,validation_r15_c03,0.9717900485946916,-0.3797492644715351,5.612635584559495
1,full_0.6,validation_r16_c04,0.9439547270695842,-0.36583160370898143,5.518638851772112
1,full_0.6,validation_r17_c05,0.9183989934141347,-0.3530537368812566,5.302981988790598
1,full_0.6,validation_r17_c06,0.9650837549940211,-0.3763961176711999,5.572937692607001
1,full_0.6,validation_r18_c06,0.9349436174035058,-0.3613260488759422,5.477063399518751
1,full_0.6,validation_r18_c07,0.9857427065582898,-0.3867255934533342,5.811039298301724
1,full_0.6,validation_r18_c08,0.9456005681863596,-0.36665452426736916,5.512063286871651
1,full_0.6,validation_r19_c08,0.9947972902101332,-0.391252885279256,5.880948932211341
1,full_1.0,validation_r02_c07,0.9881686570706091,-0.39850216161659463,5.49712504431389
1,full_1.0,validation_r02_c08,1.0493053042927558,-0.429070485227668,5.830283809378911
1,full_1.0,validation_r03_c05,1.0235354496424625,-0.41618555790252126,5.668269311254751
1,full_1.0,validation_r03_c06,1.0002088170583345,-0.40452224161045747,5.541699850221973
1,full_1.0,validation_r04_c04,1.0195104706904767,-0.41417306842652846,5.654778842911471
1,full_1.0,validation_r04_c05,1.0003925789818158,-0.4046141225721981,5.541069292989666
1,full_1.0,validation_r05_c03,0.9727743832549033,-0.39080502470874184,5.357459796203809
1,full_1.0,validation_r05_c04,1.0123208716112475,-0.4105782688869139,5.607519233238239
1,full_1.0,validation_r06_c03,1.0108232339002365,-0.4098294500314084,5.586566506081259
1,full_1.0,validation_r07_c02,1.0611723440626137,-0.435004005112597,5.961158417332346
1,full_1.0,validation_r08_c02,0.9854574101959523,-0.3971465381792663,5.470164229222855
1,full_1.0,validation_r09_c02,0.9663239662085853,-0.38757981618558285,5.3747232763457236
1,full_1.0,validation_r10_c01,0.9698932608422294,-0.38936446350240483,5.389602201410308
1,full_1.0,validation_r10_c02,1.0303298956448816,-0.419582780903731,5.708356059078199
1,full_1.0,validation_r11_c02,0.9818304924827627,-0.3953330793226714,5.455242669899631
1,full_1.0,validation_r12_c02,1.0476354033890283,-0.4282355347758041,5.774405719642606
1,full_1.0,validation_r13_c02,1.0430124453742706,-0.4259240557684255,5.7693054188671855
1,full_1.0,validation_r14_c02,1.009818175281463,-0.40932692072202165,5.6166431013525315
1,full_1.0,validation_r14_c03,0.996708263970277,-0.4027719650664286,5.522997804986493
1,full_1.0,validation_r15_c03,1.0108772294161124,-0.4098564477893462,5.612635584559495
1,full_1.0,validation_r16_c04,0.995358094589896,-0.4020968803762381,5.518638851772112
1,full_1.0,validation_r17_c05,0.9604764879534728,-0.3846560770580264,5.302981988790598
1,full_1.0,validation_r17_c06,1.0062532217952307,-0.4075444439789054,5.572937692607001
1,full_1.0,validation_r18_c06,0.9856445586861294,-0.39724011242435475,5.477063399518751
1,full_1.0,validation_r18_c07,1.0503712589347938,-0.42960346254868703,5.811039298301724
1,full_1.0,validation_r18_c08,0.996477657655958,-0.4026566619092691,5.512063286871651
1,full_1.0,validation_r19_c08,1.0546466702953887,-0.43174116822898445,5.880948932211341
1,bartlett_1_0.1,validation_r02_c07,0.9573680199494762,-0.3767369753966993,5.49712504431389
1,bartlett_1_0.1,validation_r02_c08,1.0159806379129488,-0.4060432843784355,5.830283809378911
1,bartlett_1_0.1,validation_r03_c05,0.9917287819140784,-0.39391735637900055,5.668269311254751
1,bartlett_1_0.1,validation_r03_c06,0.9664793571952478,-0.3812926440195851,5.541699850221973
1,bartlett_1_0.1,validation_r04_c04,0.9951660057615364,-0.39563596830272935,5.654778842911471
1,bartlett_1_0.1,validation_r04_c05,0.9753284305682342,-0.3857171807060783,5.541069292989666
1,bartlett_1_0.1,validation_r05_c03,0.951370179784955,-0.3737380553144387,5.357459796203809
1,bartlett_1_0.1,validation_r05_c04,0.9868355857380581,-0.39147075829099026,5.607519233238239
1,bartlett_1_0.1,validation_r06_c03,0.9801106231886979,-0.3881082770163103,5.586566506081259
1,bartlett_1_0.1,validation_r07_c02,1.0300368973795895,-0.41307141411175585,5.961158417332346
1,bartlett_1_0.1,validation_r08_c02,0.9620864053051305,-0.3790961680745265,5.470164229222855
1,bartlett_1_0.1,validation_r09_c02,0.9362835517582768,-0.36619474130109975,5.3747232763457236
1,bartlett_1_0.1,validation_r10_c01,0.9451902255146578,-0.37064807817929024,5.389602201410308
1,bartlett_1_0.1,validation_r10_c02,0.9979995549431171,-0.3970527428935198,5.708356059078199
1,bartlett_1_0.1,validation_r11_c02,0.9545183357582249,-0.37531213330107366,5.455242669899631
1,bartlett_1_0.1,validation_r12_c02,1.016030407334718,-0.4060681690893201,5.774405719642606
1,bartlett_1_0.1,validation_r13_c02,1.0061363851443401,-0.4011211579941314,5.7693054188671855
1,bartlett_1_0.1,validation_r14_c02,0.9826028655175104,-0.38935439818071654,5.6166431013525315
1,bartlett_1_0.1,validation_r14_c03,0.9722526491764666,-0.3841792900101946,5.522997804986493
1,bartlett_1_0.1,validation_r15_c03,0.983922482729412,-0.39001420678666726,5.612635584559495
1,bartlett_1_0.1,validation_r16_c04,0.9640819820743018,-0.38009395645911226,5.518638851772112
1,bartlett_1_0.1,validation_r17_c05,0.9369597100533893,-0.36653282044865587,5.302981988790598
1,bartlett_1_0.1,validation_r17_c06,0.977131994973135,-0.3866189629085287,5.572937692607001
1,bartlett_1_0.1,validation_r18_c06,0.9588411286481084,-0.37747352974601533,5.477063399518751
1,bartlett_1_0.1,validation_r18_c07,1.0165959335513826,-0.4063509321976526,5.811039298301724
1,bartlett_1_0.1,validation_r18_c08,0.971076479400012,-0.3835912051219672,5.512063286871651
1,bartlett_1_0.1,validation_r19_c08,1.0242516767131182,-0.41017880377852023,5.880948932211341
1,bartlett_1_0.3,validation_r02_c07,0.9598895285998084,-0.38054362790885604,5.49712504431389
1,bartlett_1_0.3,validation_r02_c08,1.0185347030686096,-0.4098662151432566,5.830283809378911
1,bartlett_1_0.3,validation_r03_c05,0.9942721355347134,-0.3977349313763086,5.668269311254751
1,bartlett_1_0.3,validation_r03_c06,0.9695797579954908,-0.3853887426066973,5.541699850221973
1,bartlett_1_0.3,validation_r04_c04,0.9959758767377871,-0.3985868019778455,5.654778842911471
1,bartlett_1_0.3,validation_r04_c05,0.9764926645609787,-0.3888451958894413,5.541069292989666
1,bartlett_1_0.3,validation_r05_c03,0.951898819680145,-0.37654827344902453,5.357459796203809
1,bartlett_1_0.3,validation_r05_c04,0.9877731784057476,-0.39448545281182573,5.607519233238239
1,bartlett_1_0.3,validation_r06_c03,0.9825940063711481,-0.391895866794526,5.586566506081259
1,bartlett_1_0.3,validation_r07_c02,1.0323618849919842,-0.4167798061049441,5.961158417332346
1,bartlett_1_0.3,validation_r08_c02,0.9627787600289182,-0.381988243623411,5.470164229222855
1,bartlett_1_0.3,validation_r09_c02,0.9385706270726576,-0.3698841771452807,5.3747232763457236
1,bartlett_1_0.3,validation_r10_c01,0.9462636096187687,-0.3737306684183362,5.389602201410308
1,bartlett_1_0.3,validation_r10_c02,1.000743706010452,-0.4009707166141779,5.708356059078199
1,bartlett_1_0.3,validation_r11_c02,0.9561940160845774,-0.37869587165124063,5.455242669899631
1,bartlett_1_0.3,validation_r12_c02,1.0183303298574227,-0.4097640285376632,5.774405719642606
1,bartlett_1_0.3,validation_r13_c02,1.0095341073209352,-0.40536591726941945,5.7693054188671855
1,bartlett_1_0.3,validation_r14_c02,0.9841219967349999,-0.3926598619764518,5.6166431013525315
1,bartlett_1_0.3,validation_r14_c03,0.9733187871947273,-0.38725825720631557,5.522997804986493
1,bartlett_1_0.3,validation_r15_c03,0.9853670998052673,-0.39328241351158544,5.612635584559495
1,bartlett_1_0.3,validation_r16_c04,0.9666456471385002,-0.383921687178202,5.518638851772112
1,bartlett_1_0.3,validation_r17_c05,0.9379045574013444,-0.3695511423096241,5.302981988790598
1,bartlett_1_0.3,validation_r17_c06,0.9791048466081901,-0.39015128691304685,5.572937692607001
1,bartlett_1_0.3,validation_r18_c06,0.9602243949699274,-0.38071106109391567,5.477063399518751
1,bartlett_1_0.3,validation_r18_c07,1.0193425724642202,-0.410270149841062,5.811039298301724
1,bartlett_1_0.3,validation_r18_c08,0.9721135813582512,-0.3866556542880775,5.512063286871651
1,bartlett_1_0.3,validation_r19_c08,1.0262271526397637,-0.4137124399288337,5.880948932211341
1,bartlett_3_0.1,validation_r02_c07,0.957935026075146,-0.36877438041295346,5.49712504431389
1,bartlett_3_0.1,validation_r02_c08,1.010918314522895,-0.3952660246368281,5.830283809378911
1,bartlett_3_0.1,validation_r03_c05,0.9907138064040838,-0.3851637705774225,5.668269311254751
1,bartlett_3_0.1,validation_r03_c06,0.9654779317485672,-0.3725458332496641,5.541699850221973
1,bartlett_3_0.1,validation_r04_c04,0.9958992041900002,-0.3877564694703806,5.654778842911471
1,bartlett_3_0.1,validation_r04_c05,0.9808151434853384,-0.3802144391180497,5.541069292989666
1,bartlett_3_0.1,validation_r05_c03,0.9562292160331187,-0.3679214753919399,5.357459796203809
1,bartlett_3_0.1,validation_r05_c04,0.986772445724773,-0.3831930902377669,5.607519233238239
1,bartlett_3_0.1,validation_r06_c03,0.9795617969062663,-0.3795877658285136,5.586566506081259
1,bartlett_3_0.1,validation_r07_c02,1.0292937778948554,-0.4044537563228082,5.961158417332346
1,bartlett_3_0.1,validation_r08_c02,0.9635417884384532,-0.37157776159460704,5.470164229222855
1,bartlett_3_0.1,validation_r09_c02,0.9342488576231954,-0.3569312961869783,5.3747232763457236
1,bartlett_3_0.1,validation_r10_c01,0.9475128494646045,-0.36356329210768273,5.389602201410308
1,bartlett_3_0.1,validation_r10_c02,0.9987694874644856,-0.3891916111076232,5.708356059078199
1,bartlett_3_0.1,validation_r11_c02,0.9544932883540259,-0.36705351155239346,5.455242669899631
1,bartlett_3_0.1,validation_r12_c02,1.0139620881758886,-0.3967879114633249,5.774405719642606
1,bartlett_3_0.1,validation_r13_c02,0.9981955476604418,-0.3889046412056014,5.7693054188671855
1,bartlett_3_0.1,validation_r14_c02,0.9850846642242397,-0.38234919948750035,5.6166431013525315
1,bartlett_3_0.1,validation_r14_c03,0.9757696649314496,-0.3776916998411053,5.522997804986493
1,bartlett_3_0.1,validation_r15_c03,0.9872263282218479,-0.3834200314863043,5.612635584559495
1,bartlett_3_0.1,validation_r16_c04,0.9637781639064,-0.37169594932858063,5.518638851772112
1,bartlett_3_0.1,validation_r17_c05,0.9411049209895036,-0.3603593278701323,5.302981988790598
1,bartlett_3_0.1,validation_r17_c06,0.9772983269365115,-0.37845603084363627,5.572937692607001
1,bartlett_3_0.1,validation_r18_c06,0.9569703231770346,-0.3682920289638978,5.477063399518751
1,bartlett_3_0.1,validation_r18_c07,1.0136574880270697,-0.3966356113889153,5.811039298301724
1,bartlett_3_0.1,validation_r18_c08,0.9701857283299824,-0.3748997315403717,5.512063286871651
1,bartlett_3_0.1,validation_r19_c08,1.0229421402461614,-0.40127793749846125,5.880948932211341
1,bartlett_3_0.3,validation_r02_c07,0.9543173601322308,-0.37269723109573283,5.49712504431389
1,bartlett_3_0.3,validation_r02_c08,1.007822768854968,-0.39944993545710145,5.830283809378911
1,bartlett_3_0.3,validation_r03_c05,0.9873638812325406,-0.3892204916458877,5.668269311254751
1,bartlett_3_0.3,validation_r03_c06,0.9627143753382028,-0.37689573869871884,5.541699850221973
1,bartlett_3_0.3,validation_r04_c04,0.9902978216386693,-0.3906874618489521,5.654778842911471
1,bartlett_3_0.3,validation_r04_c05,0.974881533658802,-0.38297931785901845,5.541069292989666
1,bartlett_3_0.3,validation_r05_c03,0.9499800019891067,-0.37052855202417084,5.357459796203809
1,bartlett_3_0.3,validation_r05_c04,0.9812267069912212,-0.3861519045252281,5.607519233238239
1,bartlett_3_0.3,validation_r06_c03,0.9762047182209725,-0.38364091014010376,5.586566506081259
1,bartlett_3_0.3,validation_r07_c02,1.0255427664283123,-0.40830993424377365,5.961158417332346
1,bartlett_3_0.3,validation_r08_c02,0.9578922188113639,-0.37448466043529943,5.470164229222855
1,bartlett_3_0.3,validation_r09_c02,0.9309216795804347,-0.36099939081983473,5.3747232763457236
1,bartlett_3_0.3,validation_r10_c01,0.9421130716099374,-0.36659508683458614,5.389602201410308
1,bartlett_3_0.3,validation_r10_c02,0.995188778567235,-0.393132940313235,5.708356059078199
1,bartlett_3_0.3,validation_r11_c02,0.9503836615613027,-0.37073038181026885,5.455242669899631
1,bartlett_3_0.3,validation_r12_c02,1.0100952731741792,-0.40058618761670706,5.774405719642606
1,bartlett_3_0.3,validation_r13_c02,0.9965061782854688,-0.39379164017235185,5.7693054188671855
1,bartlett_3_0.3,validation_r14_c02,0.9800149169820864,-0.3855460095206607,5.6166431013525315
1,bartlett_3_0.3,validation_r14_c03,0.9700864061882541,-0.38058175412374445,5.522997804986493
1,bartlett_3_0.3,validation_r15_c03,0.9818557794421464,-0.38646644075069064,5.612635584559495
1,bartlett_3_0.3,validation_r16_c04,0.9602687274247993,-0.37567291474201714,5.518638851772112
1,bartlett_3_0.3,validation_r17_c05,0.9353029937519215,-0.3631900479055782,5.302981988790598
1,bartlett_3_0.3,validation_r17_c06,0.9729662482967603,-0.3820216751779976,5.572937692607001
1,bartlett_3_0.3,validation_r18_c06,0.9525529507355744,-0.37181502639740466,5.477063399518751
1,bartlett_3_0.3,validation_r18_c07,1.0102597351724125,-0.40066841861582364,5.811039298301724
1,bartlett_3_0.3,validation_r18_c08,0.9651103027575164,-0.37809370240837564,5.512063286871651
1,bartlett_3_0.3,validation_r19_c08,1.01873981112933,-0.4049084565942825,5.880948932211341
1,bartlett_7_0.1,validation_r02_c07,0.9593963805539044,-0.362458356083295,5.49712504431389
1,bartlett_7_0.1,validation_r02_c08,1.0110653167980796,-0.38829282420538275,5.830283809378911
1,bartlett_7_0.1,validation_r03_c05,0.99520918457917,-0.3803647580959278,5.668269311254751
1,bartlett_7_0.1,validation_r03_c06,0.9657644225658286,-0.3656423770892572,5.541699850221973
1,bartlett_7_0.1,validation_r04_c04,0.9986650449474437,-0.38209268828006465,5.654778842911471
1,bartlett_7_0.1,validation_r04_c05,0.988332293812603,-0.3769263127126444,5.541069292989666
1,bartlett_7_0.1,validation_r05_c03,0.9604458237473775,-0.36298307768003174,5.357459796203809
1,bartlett_7_0.1,validation_r05_c04,0.9877702329187837,-0.3766452822657348,5.607519233238239
1,bartlett_7_0.1,validation_r06_c03,0.9842602330185317,-0.37489028231560884,5.586566506081259
1,bartlett_7_0.1,validation_r07_c02,1.031177288108984,-0.39834880986083493,5.961158417332346
1,bartlett_7_0.1,validation_r08_c02,0.9674883037838484,-0.366504317698267,5.470164229222855
1,bartlett_7_0.1,validation_r09_c02,0.9323562223506492,-0.34893827698166746,5.3747232763457236
1,bartlett_7_0.1,validation_r10_c01,0.9519386270531168,-0.35872947933290134,5.389602201410308
1,bartlett_7_0.1,validation_r10_c02,0.9993446893644734,-0.3824325104885795,5.708356059078199
1,bartlett_7_0.1,validation_r11_c02,0.9591208226688541,-0.36232057714076993,5.455242669899631
1,bartlett_7_0.1,validation_r12_c02,1.014374706481348,-0.3899475190470168,5.774405719642606
1,bartlett_7_0.1,validation_r13_c02,0.9932019055695209,-0.3793611185911032,5.7693054188671855
1,bartlett_7_0.1,validation_r14_c02,0.9901679809900378,-0.37784415630136176,5.6166431013525315
1,bartlett_7_0.1,validation_r14_c03,0.9799321708175788,-0.37272625121513225,5.522997804986493
1,bartlett_7_0.1,validation_r15_c03,0.9917533860749321,-0.37863685884380904,5.612635584559495
1,bartlett_7_0.1,validation_r16_c04,0.9630216087640391,-0.3642709701883624,5.518638851772112
1,bartlett_7_0.1,validation_r17_c05,0.9459399289569771,-0.3557301302848314,5.302981988790598
1,bartlett_7_0.1,validation_r17_c06,0.9806897804842905,-0.3731050560484881,5.572937692607001
1,bartlett_7_0.1,validation_r18_c06,0.9588828136186837,-0.3622015726156847,5.477063399518751
1,bartlett_7_0.1,validation_r18_c07,1.0127110562630146,-0.3891156939378502,5.811039298301724
1,bartlett_7_0.1,validation_r18_c08,0.9703035602515148,-0.36791194593210025,5.512063286871651
1,bartlett_7_0.1,validation_r19_c08,1.0246761065632115,-0.3950982190879486,5.880948932211341
1,bartlett_7_0.3,validation_r02_c07,0.9502077098886088,-0.36617549467629634,5.49712504431389
1,bartlett_7_0.3,validation_r02_c08,1.0019756082200306,-0.3920594438420072,5.830283809378911
1,bartlett_7_0.3,validation_r03_c05,0.9854793304749869,-0.38381130496948535,5.668269311254751
1,bartlett_7_0.3,validation_r03_c06,0.9575259914804685,-0.36983463547222617,5.541699850221973
1,bartlett_7_0.3,validation_r04_c04,0.9868536904848353,-0.38449848497440947,5.654778842911471
1,bartlett_7_0.3,validation_r04_c05,0.976012262939201,-0.37907777120159236,5.541069292989666
1,bartlett_7_0.3,validation_r05_c03,0.9482396316440648,-0.3651914555540242,5.357459796203809
1,bartlett_7_0.3,validation_r05_c04,0.9762732068896549,-0.37920824317681945,5.607519233238239
1,bartlett_7_0.3,validation_r06_c03,0.9746626011426953,-0.3784029403033395,5.586566506081259
1,bartlett_7_0.3,validation_r07_c02,1.021582086060796,-0.40186268276238984,5.961158417332346
1,bartlett_7_0.3,validation_r08_c02,0.9558832519277535,-0.3690132656958687,5.470164229222855
1,bartlett_7_0.3,validation_r09_c02,0.9237783418116815,-0.35296081063783274,5.3747232763457236
1,bartlett_7_0.3,validation_r10_c01,0.940608174205202,-0.36137572683459285,5.389602201410308
1,bartlett_7_0.3,validation_r10_c02,0.9901112372252255,-0.38612725834460465,5.708356059078199
1,bartlett_7_0.3,validation_r11_c02,0.9490425917535351,-0.36559293560875944,5.455242669899631
1,bartlett_7_0.3,validation_r12_c02,1.0045276464012927,-0.39333546293263827,5.774405719642606
1,bartlett_7_0.3,validation_r13_c02,0.9860936488424531,-0.3841184641532184,5.7693054188671855
1,bartlett_7_0.3,validation_r14_c02,0.9788494544740037,-0.3804963669689937,5.6166431013525315
1,bartlett_7_0.3,validation_r14_c03,0.9682797763666036,-0.3752115279152938,5.522997804986493
1,bartlett_7_0.3,validation_r15_c03,0.9801865922114049,-0.38116493583769445,5.612635584559495
1,bartlett_7_0.3,validation_r16_c04,0.9540990797638431,-0.36812117961391333,5.518638851772112
1,bartlett_7_0.3,validation_r17_c05,0.9339953387701815,-0.3580693091170826,5.302981988790598
1,bartlett_7_0.3,validation_r17_c06,0.9703332211830622,-0.3762382503235229,5.572937692607001
1,bartlett_7_0.3,validation_r18_c06,0.9486326883583407,-0.36538798391116223,5.477063399518751
1,bartlett_7_0.3,validation_r18_c07,1.0033210644493629,-0.3927321719566733,5.811039298301724
1,bartlett_7_0.3,validation_r18_c08,0.9595487527327153,-0.37084601609834966,5.512063286871651
1,bartlett_7_0.3,validation_r19_c08,1.0141058725858707,-0.39812457602492723,5.880948932211341
1,pixelcorr_mixture_0.0,validation_r02_c07,0.9922967513252007,-0.35835980648463606,5.49712504431389
1,pixelcorr_mixture_0.0,validation_r02_c08,1.034225221485968,-0.37932404156501953,5.830283809378911
1,pixelcorr_mixture_0.0,validation_r03_c05,1.033883567493959,-0.37915321456901513,5.668269311254751
1,pixelcorr_mixture_0.0,validation_r03_c06,0.9972352631163827,-0.36082906238022694,5.541699850221973
1,pixelcorr_mixture_0.0,validation_r04_c04,1.0244656876362797,-0.3744442746401754,5.654778842911471
1,pixelcorr_mixture_0.0,validation_r04_c05,1.031102757990782,-0.37776280981742677,5.541069292989666
1,pixelcorr_mixture_0.0,validation_r05_c03,0.9896008790011541,-0.3570118703226126,5.357459796203809
1,pixelcorr_mixture_0.0,validation_r05_c04,1.019738467675793,-0.37208066465993206,5.607519233238239
1,pixelcorr_mixture_0.0,validation_r06_c03,1.0088015832349366,-0.366612222439504,5.586566506081259
1,pixelcorr_mixture_0.0,validation_r07_c02,1.0660683077326307,-0.3952455846883509,5.961158417332346
1,pixelcorr_mixture_0.0,validation_r08_c02,1.0095358029885728,-0.366979332316322,5.470164229222855
1,pixelcorr_mixture_0.0,validation_r09_c02,0.9616237032098633,-0.3430232824269672,5.3747232763457236
1,pixelcorr_mixture_0.0,validation_r10_c01,0.9885725771435615,-0.3564977193938163,5.389602201410308
1,pixelcorr_mixture_0.0,validation_r10_c02,1.0341542505520414,-0.37928855609805634,5.708356059078199
1,pixelcorr_mixture_0.0,validation_r11_c02,0.9845749164661096,-0.35449888905509036,5.455242669899631
1,pixelcorr_mixture_0.0,validation_r12_c02,1.047882014803243,-0.38615243822365714,5.774405719642606
1,pixelcorr_mixture_0.0,validation_r13_c02,1.0164920398736907,-0.37045745075888104,5.7693054188671855
1,pixelcorr_mixture_0.0,validation_r14_c02,1.019282449097211,-0.37185265537064105,5.6166431013525315
1,pixelcorr_mixture_0.0,validation_r14_c03,1.0131140584787943,-0.3687684600614327,5.522997804986493
1,pixelcorr_mixture_0.0,validation_r15_c03,1.0241250646642546,-0.3742739631541627,5.612635584559495
1,pixelcorr_mixture_0.0,validation_r16_c04,0.9902658121293927,-0.3573443368867319,5.518638851772112
1,pixelcorr_mixture_0.0,validation_r17_c05,0.9719069960904034,-0.3481649288672375,5.302981988790598
1,pixelcorr_mixture_0.0,validation_r17_c06,1.0135122986338085,-0.36896758013893993,5.572937692607001
1,pixelcorr_mixture_0.0,validation_r18_c06,0.9824918090376122,-0.3534573353408418,5.477063399518751
