gass_id	response_log10_velocity	response_upper_log10_velocity	response_lower_log10_velocity	mass_quartile	mass_stratum	molecular_ratio_stratum	survey_stratum	log_mstar	log_matomic	log_mmol	log_mbar	log_r50	structure_proxy	inclination	log_hi_snr	stellar_fraction	atomic_fraction	molecular_fraction	phase_entropy	atomic_molecular_boundary	stellar_gas_boundary	molecular_to_atomic	gas_to_stars	molecular_atomic_ratio_squared	phase_entropy_squared	phase_entropy_x_structure	molecular_atomic_x_structure	gas_stars_x_structure	phase_boundary_x_structure
3189	2.343427511308059	2.3577039630668217	2.3286657549100127	q2	low_mass	low_molecular_ratio	gass_high	10.046	9.873538908370218	9.086422	10.2969118304716	0.656711341769704	-0.12271727661434192	61.890377	1.2201080880400552	0.5611618903446087	0.37724811455682244	0.061589995098568794	0.7861164279097568	0.09293883810599605	0.9850368926778961	-0.7871169083702171	-0.10678383391112035	0.6195530274422887	0.6179790382295958	-0.09647006713488	0.09659284337229355	0.013104221284010903	-0.01140520110406906
3465	2.220577009016233	2.2284591578935533	2.212549156004266	q2	low_mass	low_molecular_ratio	gass_high	10.188	9.553538908370218	8.637632	10.28843505123132	0.25442722154066827	0.04592449478572991	55.225365	1.2988530764097066	0.7935329208049318	0.1841212256140123	0.02234585358105585	0.527951959506306	0.016457383794941077	0.6553536976149024	-0.9159069083702174	-0.5847141347312368	0.8388854648002898	0.2787332715465482	0.024245927011463237	-0.04206256203766205	-0.026852701231607257	0.0007557970362775274
3509	2.3973531975801823	2.4128469149369534	2.381286217997469	q4	high_mass	high_molecular_ratio	gass_high	10.805	9.603538908370219	9.276464	10.84341968216646	0.404696909410773	0.07778704105601952	55.803696	0.9590413923210935	0.9153355245416857	0.0575597933674434	0.027104682090870944	0.31230219825711814	0.006240559601763101	0.30998560821473137	-0.32707490837021747	-1.0338790957995312	0.10697799568538616	0.09753266303622832	0.024293063917711598	-0.02544218932578793	-0.08042239567191847	0.00048543466595488317
3962	2.4081603764477144	2.4259699348662718	2.3895891369012623	q4	high_mass	high_molecular_ratio	gass_high	10.904	9.873538908370218	9.899996	10.980388705882623	0.6467075280415756	0.05337398244133932	57.139874	1.0086001717619175	0.8387089821504825	0.07818981804505823	0.08310119980445929	0.5038430079778974	0.025990670768146804	0.5411049016423366	0.026457091629781986	-0.7160011115207715	0.00069997769750668	0.2538577766882156	0.02689210786100388	0.0014121203440968892	-0.038215830754289096	0.0013872256052176986
4030	2.033390988743316	2.0472895982598747	2.019032838696449	q4	high_mass	high_molecular_ratio	gass_high	11.331	9.743538908370217	9.572013	11.349398073987839	0.9031442704095385	-0.10962197852419418	34.714489	0.9777236052888477	0.9585216485346322	0.024782255741370315	0.016696095723997537	0.18256817361978775	0.0016550676564580254	0.1590315913003331	-0.17152590837021686	-1.3637804387513124	0.02942113724222803	0.03333113801886496	-0.020013484407749728	0.018803009443702813	0.1495003099685125	-0.00018143179109233006
4038	2.332248070420681	2.36131206145253	2.301098654480885	q4	high_mass	low_molecular_ratio	gass_high	10.716	10.073538908370217	9.297986	10.818428706463598	0.6898768892634919	-0.006733382658968428	77.12175	1.1986570869544226	0.7898985080493632	0.1799327435224023	0.03016874842823441	0.5466287622711279	0.021713382693317518	0.663835420123013	-0.7755529083702172	-0.5751421571531613	0.6014823136815025	0.29880300374206525	-0.0036806606287697876	0.005222094504332551	0.0038726522274167906	-0.00014620451449472936
4048	2.3296545076618775	2.339843701863813	2.319220504740513	q3	high_mass	low_molecular_ratio	gass_high	10.554	9.863538908370218	9.23223	10.651474393823694	0.4864163091458924	-0.04948536307991832	52.06987	1.1643528557844371	0.7989610473415234	0.16295380829230405	0.038085144366172524	0.5456211746514248	0.024824477255320006	0.6424891686898375	-0.6313089083702185	-0.5992453931058593	0.3985509377875969	0.2977024662280006	-0.02700026193171728	0.031240550546287146	0.029653875851811833	-0.0012284482702486846
5035	2.384832624695765	2.440731582167608	2.320660889119924	q3	high_mass	high_molecular_ratio	gass_high	10.773	9.703538908370218	9.086932	10.816685445203522	0.42829681398287955	0.09288252372501296	48.616943	1.0170333392987803	0.9043042143455723	0.07706433996831613	0.018631445686111487	0.3301396472253328	0.005743280257822851	0.3461524090496378	-0.6166069083702187	-0.9754217424880545	0.3802040794498793	0.10899218667006719	0.030664203615974384	-0.05727200579570373	-0.0905996331385402	0.0005334503648066294
5442	2.345799069162921	2.3484311649886656	2.3431509238732326	q4	high_mass	low_molecular_ratio	gass_high	11.103	10.603538908370219	9.58463	11.23234615015726	0.9377234562208605	-0.17193529928452356	47.896652	1.670245853074124	0.7424271577276716	0.23506759184880716	0.0225052504235212	0.5887907119951543	0.021161020084045905	0.7649162927843305	-1.0189089083702176	-0.45975377948195734	1.0381753635561886	0.34667450253176074	-0.10123390728283457	0.17518640810430056	0.07904790367242118	-0.0036383263213162465
6749	2.3564165532805976	2.361346168999568	2.351430339129864	q4	high_mass	high_molecular_ratio	gass_high	11.119	9.963538908370218	9.365332	11.155446505996814	0.7385982433410367	-0.005040224639523458	74.555786	1.1553360374650619	0.919503727235542	0.06428244728848607	0.016213825475971992	0.29165759905196764	0.004169057526015529	0.2960664913419521	-0.5982069083702172	-1.0577777223968572	0.3578515052218534	0.08506415508475831	-0.001470019817045981	0.00301509719910072	0.005331437339563644	-2.101298646621418e-05
