galaxy,source_id,calibration,x_pixel,y_pixel,finite_7x7,original_clipped_distance_arcsec,replayed_clipped_distance_arcsec,unique_match_within_1p5arcsec,peak_index
DDO154,3961646875706625152,True,931.7028331192586,184.37514251440382,False,12.0,12.0,False,76
DDO154,3961646983081694592,False,892.9268166664561,236.52827152103464,True,0.5794827314222772,0.5794827314399901,True,99
DDO154,3961647842074728064,True,887.089979585235,370.1253648937748,True,0.16372262967318532,0.16372262971426788,True,221
DDO154,3961653197898499328,False,816.4406841455765,925.8069964296412,False,12.0,12.0,False,504
DDO154,3961650144177200256,True,761.4140775165217,707.075799557795,False,12.0,12.0,False,379
DDO154,3961646742563099904,False,699.0782701909548,194.38435378814677,True,0.310547105668069,0.3105471056652046,True,72
DDO154,3961648529269495680,True,696.3545287640702,368.7546664180909,True,0.4387274279087974,0.43872742793943864,True,219
DDO154,3961634888453362048,False,658.5061510937439,16.297044572533196,True,0.42817633238210084,0.42817633240146125,True,3
DDO154,3961648151312372864,True,649.4615396760926,164.4701187000835,True,0.3923177567436407,0.3923177567436717,True,50
DDO154,3961649010305833856,False,490.5363815647743,500.06794774667173,False,12.0,12.0,False,287
DDO154,3961673508799292160,True,476.49990857456714,836.0403661642454,True,0.5476083219163633,0.5476083219354624,True,611
DDO154,3961673543159031168,False,424.39260899147683,915.0945579539859,False,12.0,12.0,False,646
DDO154,3961673440079815296,True,403.0853857149028,782.9761904771295,True,0.20818333760044358,0.2081833375889896,True,569
DDO154,3961648941586357760,False,338.2805799737674,562.6212437009935,True,0.45666121079890193,0.4566612108566685,True,358
DDO154,3961636915677927552,True,318.80259957821676,340.0638894238401,False,12.0,12.0,False,191
DDO154,3961635472568940800,False,268.5141807794315,93.30201278250331,False,12.0,12.0,False,114
DDO154,3961672340568187008,True,243.4557739115914,611.9472785252069,True,0.5377373339480238,0.5377373339390444,True,395
DDO154,3961636812598738560,False,208.59048887857233,302.3520320895102,False,12.0,12.0,False,244
DDO154,3961672959043479296,True,94.92277067402554,832.7063469523396,False,12.0,12.0,False,610
DDO154,3961660452098737792,False,53.348600097422064,525.3606837751256,False,12.0,12.0,False,385
IC2574,1072997660786434816,True,2122.650335998106,666.7310307267713,True,0.34780469372059464,0.34780469370250594,True,782
IC2574,1073011271538735744,False,2119.5597340198347,971.127559468901,False,12.0,12.0,False,1383
IC2574,1072997630722601856,True,2029.4789836977889,684.7041857307424,True,0.3127721672403953,0.31277216721498924,True,831
IC2574,1072999142551089664,False,1915.6873726694353,769.3837912737607,True,0.3141540107738349,0.31415401075234206,True,1082
IC2574,1073013161324347520,True,1882.156047197035,1570.1801829251565,False,12.0,12.0,False,3055
IC2574,1073012955165916544,False,1875.2096140578951,1511.2308662813703,False,12.0,12.0,False,2890
IC2574,1073012955165916032,True,1860.6962629007894,1471.8075183555698,False,12.0,12.0,False,2890
IC2574,1072999726666641664,False,1747.060726897319,1029.037708802817,True,0.0908186844975417,0.09081868448485882,True,1984
IC2574,1072998902032920064,True,1728.840884637986,875.8013261081132,True,0.2129545645218083,0.21295456447449898,True,1395
IC2574,1072995191181174912,False,1719.6967775709895,545.2049861538039,True,0.2708717672419736,0.2708717672672583,True,518
IC2574,1073011890014024704,True,1679.849230337855,1299.0017705149426,False,0.4339419548670533,0.4339419548801763,False,2859
IC2574,1072998936392658176,False,1659.6395229479826,954.6364702842312,True,0.3142774999881716,0.3142774999545512,True,1708
IC2574,1072999795386117504,True,1580.8738814928008,1089.9937746644407,True,0.466617352163845,0.4666173521518778,True,2186
IC2574,1073036697745127424,False,1570.0599252824732,1746.4068548658463,False,12.0,12.0,False,3559
IC2574,1072995564842463872,True,1572.2265951299205,639.0585269601711,True,0.14487772224940634,0.14487772231625126,True,711
IC2574,1072999829745855616,False,1564.7172109908122,1102.694217344875,True,0.32868574189896227,0.3286857418657548,True,2215
IC2574,1072998592795273088,True,1552.3326597278788,798.0150870670943,True,0.34815635750007035,0.34815635748199786,True,1160
IC2574,1072243056508315904,False,1547.3622652539268,53.73330017157389,False,12.0,12.0,False,1
IC2574,1072995255604809088,True,1538.0556000019792,481.76893412087827,True,0.21347939338420252,0.21347939334887267,True,404
IC2574,1072993778136046336,False,1529.3058139063655,225.68017977345357,True,0.34104291713529034,0.34104291706202944,True,97
IC2574,1072243090868054400,True,1527.4775316560315,88.03893011162211,True,0.6213403137381663,0.6213403137050979,True,18
IC2574,1073035598233498240,False,1487.9675659057455,1563.467377268903,False,12.0,12.0,False,3395
IC2574,1073023675404283648,True,1486.2518482599771,1346.4289427669032,True,0.42857512426734923,0.42857512425486644,True,2979
IC2574,1072999073831611008,False,1481.6430831914124,1049.2578395449864,True,0.45553011215548056,0.4555301120949536,True,2059
IC2574,1073035804391928576,True,1470.973342326669,1603.8210070569644,False,12.0,12.0,False,3467
IC2574,1072242811694721792,False,1429.059276252502,30.634362595639118,False,12.0,12.0,False,5
