concept_id,driver_id,kernel_id,driver_program_sha256,driver_output_sha256,kernel_input_sha256,pipeline_program_sha256,response_sha256,response_rms,status
D08_BAL::K05_HYSTERETIC,D08_BAL,K05_HYSTERETIC,76f4e67da83fae78330413cd0f5aef4249158634aa51bfb0289380e33dd342f5,dcda9b7b032f1cbd2da05f0fcf07f3ecf0ffe3eab8d89da1977d462b541f6a68,dcda9b7b032f1cbd2da05f0fcf07f3ecf0ffe3eab8d89da1977d462b541f6a68,e101bc949a9c956da00d79c9f4d72774a0345e0b29b29aa14a77a23b5efeb1ed,0b3f22cf0f8fcfcf0a5b7f1c23d5e20698067fdf056145dc94210e7dddf91d3e,0.7384104188792217,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D08_BAL::K06_STOCHASTIC_OU,D08_BAL,K06_STOCHASTIC_OU,76f4e67da83fae78330413cd0f5aef4249158634aa51bfb0289380e33dd342f5,dcda9b7b032f1cbd2da05f0fcf07f3ecf0ffe3eab8d89da1977d462b541f6a68,dcda9b7b032f1cbd2da05f0fcf07f3ecf0ffe3eab8d89da1977d462b541f6a68,4b707aa168d372331ded17f9ef9841c3fba05b593a54a8f44508ffa3a62154b6,49e1b7aa2360fe58e5c518a8810e01a4fade0b378aac7feb5b552fc4b1c1b15c,0.6105299922778125,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D09_FLAT::K01_RETARDED,D09_FLAT,K01_RETARDED,a05c70d56349cadd94b62d0338e750d504eaea8c950a3fb85ab32c444531bf50,4bee8cba9faa54f9797dd498dacc9756ce6144c14341e440a79829a3cbe1529b,4bee8cba9faa54f9797dd498dacc9756ce6144c14341e440a79829a3cbe1529b,71d12ef81cb05974f6e642961238fee1bbd9be8f3784e9805ae5481b5c491b47,204cf523cd268d6cf775006f9b77c31727d3b0cb62c495b5357b7966a786f7cc,0.5309737148317787,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D09_FLAT::K02_EXPONENTIAL,D09_FLAT,K02_EXPONENTIAL,a05c70d56349cadd94b62d0338e750d504eaea8c950a3fb85ab32c444531bf50,4bee8cba9faa54f9797dd498dacc9756ce6144c14341e440a79829a3cbe1529b,4bee8cba9faa54f9797dd498dacc9756ce6144c14341e440a79829a3cbe1529b,9624fad1b9059528346af6b0187f9d115527b62c65e484c3c00c21524ec0cf83,f1e211082415d17cef9160aa99086877d518ebbd019d8d00bcaa7e3f601b7fdc,0.5176096218285487,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D09_FLAT::K03_BIEXPONENTIAL,D09_FLAT,K03_BIEXPONENTIAL,a05c70d56349cadd94b62d0338e750d504eaea8c950a3fb85ab32c444531bf50,4bee8cba9faa54f9797dd498dacc9756ce6144c14341e440a79829a3cbe1529b,4bee8cba9faa54f9797dd498dacc9756ce6144c14341e440a79829a3cbe1529b,5f7812cc65b57ede9b61e45a41787c675a52336b1a9816863303265932e019dd,d56a7e67eac0593ead2cc193461ff1002ec870149ec62fd460b15500a924572a,0.4777124533511602,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D09_FLAT::K04_DAMPED_RESONANCE,D09_FLAT,K04_DAMPED_RESONANCE,a05c70d56349cadd94b62d0338e750d504eaea8c950a3fb85ab32c444531bf50,4bee8cba9faa54f9797dd498dacc9756ce6144c14341e440a79829a3cbe1529b,4bee8cba9faa54f9797dd498dacc9756ce6144c14341e440a79829a3cbe1529b,28d5aa12f84bad0b9022b15024422a2a1cfe59d8b52762bae9d3be227dee8cfc,90ebe05aa35db14deb784c07eec4f6e372f65ef3723ed8177ffb78cba938028f,0.5359726657926827,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D09_FLAT::K05_HYSTERETIC,D09_FLAT,K05_HYSTERETIC,a05c70d56349cadd94b62d0338e750d504eaea8c950a3fb85ab32c444531bf50,4bee8cba9faa54f9797dd498dacc9756ce6144c14341e440a79829a3cbe1529b,4bee8cba9faa54f9797dd498dacc9756ce6144c14341e440a79829a3cbe1529b,07821fced74402ee24e3c54ec2fbb81263be9c89f8d73f85d340ba26b7d1646f,5eaed2c28f59e825752bd81fbe1eeb117ed45881e3f2f79f654081cb81ca9ccb,0.6672901854750661,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D09_FLAT::K06_STOCHASTIC_OU,D09_FLAT,K06_STOCHASTIC_OU,a05c70d56349cadd94b62d0338e750d504eaea8c950a3fb85ab32c444531bf50,4bee8cba9faa54f9797dd498dacc9756ce6144c14341e440a79829a3cbe1529b,4bee8cba9faa54f9797dd498dacc9756ce6144c14341e440a79829a3cbe1529b,6699d4c3459a77a9a9d07b782cc71890f9a1bf4bee5b3042c63e8b55220c5367,f1e211082415d17cef9160aa99086877d518ebbd019d8d00bcaa7e3f601b7fdc,0.5176096218285487,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D10_MULT::K01_RETARDED,D10_MULT,K01_RETARDED,697a803ff0d6f5effaedfbd7ef2a3bbb1f1ae4dd1c0e45b94851717a878ae4e4,ba30697ff231a31ff82ce6c47315bc07923f9463ffa912e9adebbe11eaffc1f8,ba30697ff231a31ff82ce6c47315bc07923f9463ffa912e9adebbe11eaffc1f8,ea87fcc205516578b2c9f0b0927c98e8fb2856466fa8cfcfca60c2826798dfc6,cf9ef3f16138fbebbe4a1f322c95b5633780aa914aeaa149ab347b97c56c07ff,0.5430473940199986,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D10_MULT::K02_EXPONENTIAL,D10_MULT,K02_EXPONENTIAL,697a803ff0d6f5effaedfbd7ef2a3bbb1f1ae4dd1c0e45b94851717a878ae4e4,ba30697ff231a31ff82ce6c47315bc07923f9463ffa912e9adebbe11eaffc1f8,ba30697ff231a31ff82ce6c47315bc07923f9463ffa912e9adebbe11eaffc1f8,db14cdab629710515ddf8e9b332362353273e5ee3f26ba33860ab5a602f78f0c,9b50e267b86082863b9da8f8f5e28d55ae8179ec17894346d55f618eac82ea3b,0.5225122777281366,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D10_MULT::K03_BIEXPONENTIAL,D10_MULT,K03_BIEXPONENTIAL,697a803ff0d6f5effaedfbd7ef2a3bbb1f1ae4dd1c0e45b94851717a878ae4e4,ba30697ff231a31ff82ce6c47315bc07923f9463ffa912e9adebbe11eaffc1f8,ba30697ff231a31ff82ce6c47315bc07923f9463ffa912e9adebbe11eaffc1f8,4c9de3d11bc985304df3173e07b9a0a36d746bcbdadf1571eabe767bf2294ab6,3ee264e14aa52ee28c2f63756c3ab34553d4885ff08abb3788182bbcd0ac05fd,0.46259289532426406,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D10_MULT::K04_DAMPED_RESONANCE,D10_MULT,K04_DAMPED_RESONANCE,697a803ff0d6f5effaedfbd7ef2a3bbb1f1ae4dd1c0e45b94851717a878ae4e4,ba30697ff231a31ff82ce6c47315bc07923f9463ffa912e9adebbe11eaffc1f8,ba30697ff231a31ff82ce6c47315bc07923f9463ffa912e9adebbe11eaffc1f8,3317b0a2c56debec7009d07d689d250bd913bbb68c7c7ffd1f69f1fa53bbf445,87b610cee059605bc0edf187cce5eee0279671600a0951ec8f44e4dbb04464d5,0.5385508276792105,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D10_MULT::K05_HYSTERETIC,D10_MULT,K05_HYSTERETIC,697a803ff0d6f5effaedfbd7ef2a3bbb1f1ae4dd1c0e45b94851717a878ae4e4,ba30697ff231a31ff82ce6c47315bc07923f9463ffa912e9adebbe11eaffc1f8,ba30697ff231a31ff82ce6c47315bc07923f9463ffa912e9adebbe11eaffc1f8,d097ffa201b33336da528825e42ef6d73a991aead1628f3aeb5f335eb7a750b8,b4a7f715e5891de00b974604a46f4fb313a3d5f0b2aa927105b8039ea23ff744,0.6553078996508495,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D10_MULT::K06_STOCHASTIC_OU,D10_MULT,K06_STOCHASTIC_OU,697a803ff0d6f5effaedfbd7ef2a3bbb1f1ae4dd1c0e45b94851717a878ae4e4,ba30697ff231a31ff82ce6c47315bc07923f9463ffa912e9adebbe11eaffc1f8,ba30697ff231a31ff82ce6c47315bc07923f9463ffa912e9adebbe11eaffc1f8,552cceffa05da7770b4431f09e71e714ad47cdf25cc00125eddeef4172ce8618,9b50e267b86082863b9da8f8f5e28d55ae8179ec17894346d55f618eac82ea3b,0.5225122777281366,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D11_EDGE::K01_RETARDED,D11_EDGE,K01_RETARDED,a80fbece065b777575df04a8c170ec08e371a3a84766634fdd43d91c2935f96e,8028aea45c40e6cae468769b449b19eae2370c18838ac9f84dee54ae9e06bdd3,8028aea45c40e6cae468769b449b19eae2370c18838ac9f84dee54ae9e06bdd3,33456b37e97225f8b262cc3f12c936935415cc3420536b82f471fce0cde0ff46,afa02c8b5beec1952131637ca718993bb5de2321e478c6244e65705f9a98a314,0.6414719366333812,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D11_EDGE::K02_EXPONENTIAL,D11_EDGE,K02_EXPONENTIAL,a80fbece065b777575df04a8c170ec08e371a3a84766634fdd43d91c2935f96e,8028aea45c40e6cae468769b449b19eae2370c18838ac9f84dee54ae9e06bdd3,8028aea45c40e6cae468769b449b19eae2370c18838ac9f84dee54ae9e06bdd3,a4188058dbaf58c8952363947458d11fdcac4070dbaafaf576220cd9792327ba,dfe1c8baf2c68662b3a15fa7b3958cc5f60f9ed4ec0845619a3aa6ebf731c57a,0.626442054839021,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D11_EDGE::K03_BIEXPONENTIAL,D11_EDGE,K03_BIEXPONENTIAL,a80fbece065b777575df04a8c170ec08e371a3a84766634fdd43d91c2935f96e,8028aea45c40e6cae468769b449b19eae2370c18838ac9f84dee54ae9e06bdd3,8028aea45c40e6cae468769b449b19eae2370c18838ac9f84dee54ae9e06bdd3,5e4135b706fcafa1bd12e74d48336b00e17de377571e9ce404db68aebdf14f5d,b5f42c8f286d341b2c64dca088035d6a8a5a4b251ff3d262e2fcdfa93c6b23ce,0.5886540189316043,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D11_EDGE::K04_DAMPED_RESONANCE,D11_EDGE,K04_DAMPED_RESONANCE,a80fbece065b777575df04a8c170ec08e371a3a84766634fdd43d91c2935f96e,8028aea45c40e6cae468769b449b19eae2370c18838ac9f84dee54ae9e06bdd3,8028aea45c40e6cae468769b449b19eae2370c18838ac9f84dee54ae9e06bdd3,4bd6d4aa1339cd42944fc0bc65467768e2decb6fd50102821c5c824845d51884,af7ebdb25f9d075609f9fe1920b7034cc3202df96e2b645175f2e8a1463a5dd2,0.6495715721202471,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D11_EDGE::K05_HYSTERETIC,D11_EDGE,K05_HYSTERETIC,a80fbece065b777575df04a8c170ec08e371a3a84766634fdd43d91c2935f96e,8028aea45c40e6cae468769b449b19eae2370c18838ac9f84dee54ae9e06bdd3,8028aea45c40e6cae468769b449b19eae2370c18838ac9f84dee54ae9e06bdd3,ab5f169b7740e0173c0331f7d24644962ba89804d6a0b5d7163d1b2a7373e1e3,098ab33e5f5e98470272bc1ba9d03cbaa52332c4e84dda412ec84939053a34fd,0.7820088015717928,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D11_EDGE::K06_STOCHASTIC_OU,D11_EDGE,K06_STOCHASTIC_OU,a80fbece065b777575df04a8c170ec08e371a3a84766634fdd43d91c2935f96e,8028aea45c40e6cae468769b449b19eae2370c18838ac9f84dee54ae9e06bdd3,8028aea45c40e6cae468769b449b19eae2370c18838ac9f84dee54ae9e06bdd3,a12975760915608bd9d630928f669476814392d2f6aab10ec742f89bf51a685c,dfe1c8baf2c68662b3a15fa7b3958cc5f60f9ed4ec0845619a3aa6ebf731c57a,0.626442054839021,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D12_ENV::K01_RETARDED,D12_ENV,K01_RETARDED,64c4ddd841c15e902e8da7e2a29d77dc7448d26fef6f5e5579449e42f2d7207c,a8c44c63feac86e116322f1d478147ce3f54525e103f055ad63b68f8179bb16d,a8c44c63feac86e116322f1d478147ce3f54525e103f055ad63b68f8179bb16d,64796850822494fe28b3140d13cfc2f43691a1a58bc26a467fb35c4a52a5a1d7,f3431e59b2885dca4333b5d87cf40e900d2cb227da959a7a65f0114c28f46e6d,0.545754512502324,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D12_ENV::K02_EXPONENTIAL,D12_ENV,K02_EXPONENTIAL,64c4ddd841c15e902e8da7e2a29d77dc7448d26fef6f5e5579449e42f2d7207c,a8c44c63feac86e116322f1d478147ce3f54525e103f055ad63b68f8179bb16d,a8c44c63feac86e116322f1d478147ce3f54525e103f055ad63b68f8179bb16d,6c83ff954100cdab523124d50f1a79365a152eb7fe53fa6b6c7f8c9267aa9f98,02e45ea943b92698915ca32726a4edced219e7de5c8a066b849a21858d17949f,0.5343716197159741,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D12_ENV::K03_BIEXPONENTIAL,D12_ENV,K03_BIEXPONENTIAL,64c4ddd841c15e902e8da7e2a29d77dc7448d26fef6f5e5579449e42f2d7207c,a8c44c63feac86e116322f1d478147ce3f54525e103f055ad63b68f8179bb16d,a8c44c63feac86e116322f1d478147ce3f54525e103f055ad63b68f8179bb16d,d246b46c999856b85d644e0784819401d3c2862dfad9ecf67ce69e0fb6d65c97,f73395332082e56dd35a57231a4b2535058aa6def0e38ecca4121d0ec4cea135,0.49044112555618213,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D12_ENV::K04_DAMPED_RESONANCE,D12_ENV,K04_DAMPED_RESONANCE,64c4ddd841c15e902e8da7e2a29d77dc7448d26fef6f5e5579449e42f2d7207c,a8c44c63feac86e116322f1d478147ce3f54525e103f055ad63b68f8179bb16d,a8c44c63feac86e116322f1d478147ce3f54525e103f055ad63b68f8179bb16d,1ecce885930d50e2e039b5d62c8eeaf7a814a964cb1772311e15c9ecd5b25f46,086ee1b7329dacab0d867fd7435737c47c702d009c119080ee6f791dfd06a2a4,0.540477182944023,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D12_ENV::K05_HYSTERETIC,D12_ENV,K05_HYSTERETIC,64c4ddd841c15e902e8da7e2a29d77dc7448d26fef6f5e5579449e42f2d7207c,a8c44c63feac86e116322f1d478147ce3f54525e103f055ad63b68f8179bb16d,a8c44c63feac86e116322f1d478147ce3f54525e103f055ad63b68f8179bb16d,85439e185bbdb5dd18638cebe9f7d56185da5fa089bbbe220fb101957480594c,137d1fc0c0533904b22961ae7d4c5877928fce8f4957a45dc5d105aa3d7b49ac,0.669398637728897,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D12_ENV::K06_STOCHASTIC_OU,D12_ENV,K06_STOCHASTIC_OU,64c4ddd841c15e902e8da7e2a29d77dc7448d26fef6f5e5579449e42f2d7207c,a8c44c63feac86e116322f1d478147ce3f54525e103f055ad63b68f8179bb16d,a8c44c63feac86e116322f1d478147ce3f54525e103f055ad63b68f8179bb16d,0224b694256ce770f339d8915a6b67fd7743d6c53488e9c0564cccc8996ad3ef,02e45ea943b92698915ca32726a4edced219e7de5c8a066b849a21858d17949f,0.5343716197159741,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D13_GASF::K01_RETARDED,D13_GASF,K01_RETARDED,c0ffb4dd84c7cbca1ea16688b203b21ba16faa1da9fda225449bb0620483d304,85a0dd9f65acf6166c6542640a05a2d6a0785227289569b2bd887861609b64e2,85a0dd9f65acf6166c6542640a05a2d6a0785227289569b2bd887861609b64e2,edb4b8b27e68f30ed53feac95dc4efe2cf26c766973ea270badfd09a3cd52b87,ae0624c006b93274821bb8a58bf672b8314e3dbcc76f2e6b15ebcf4b25ee78fd,0.4202675191532669,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D13_GASF::K02_EXPONENTIAL,D13_GASF,K02_EXPONENTIAL,c0ffb4dd84c7cbca1ea16688b203b21ba16faa1da9fda225449bb0620483d304,85a0dd9f65acf6166c6542640a05a2d6a0785227289569b2bd887861609b64e2,85a0dd9f65acf6166c6542640a05a2d6a0785227289569b2bd887861609b64e2,ea1ded6e3a7157f3aaf6c002a335871f48a4a039977d32b92fa4d6c7a963da2e,83108f8f22571749712a2fd83f697cde58e4de095c274d821cec468c7716f657,0.4206960739513752,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D13_GASF::K03_BIEXPONENTIAL,D13_GASF,K03_BIEXPONENTIAL,c0ffb4dd84c7cbca1ea16688b203b21ba16faa1da9fda225449bb0620483d304,85a0dd9f65acf6166c6542640a05a2d6a0785227289569b2bd887861609b64e2,85a0dd9f65acf6166c6542640a05a2d6a0785227289569b2bd887861609b64e2,ba502a9776f5233ac71ecc543be85a66eb6f6a775bc7e3d0d92c1c74b8d4ffeb,418073b3958105cd85b0ccaa34e189b95757c5b83e1c77bf7e05bfdbbd7d69fb,0.4273570940281679,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D13_GASF::K04_DAMPED_RESONANCE,D13_GASF,K04_DAMPED_RESONANCE,c0ffb4dd84c7cbca1ea16688b203b21ba16faa1da9fda225449bb0620483d304,85a0dd9f65acf6166c6542640a05a2d6a0785227289569b2bd887861609b64e2,85a0dd9f65acf6166c6542640a05a2d6a0785227289569b2bd887861609b64e2,26791870d20672b5c50c6bf5b9111b7daa2628842790f0863648fa85810b72fc,b7708067b7b1ffb01ebde1c9c52393bd607e17315647c23623d0091eb2ceb181,0.4152986775203484,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D13_GASF::K05_HYSTERETIC,D13_GASF,K05_HYSTERETIC,c0ffb4dd84c7cbca1ea16688b203b21ba16faa1da9fda225449bb0620483d304,85a0dd9f65acf6166c6542640a05a2d6a0785227289569b2bd887861609b64e2,85a0dd9f65acf6166c6542640a05a2d6a0785227289569b2bd887861609b64e2,fbc2a7add07da80cff69081d087a1621e36305fffbac83d9130e4dd639989d1f,0b64c6ad8cd6958ab235238d9c67128fa4d7559df12c714262e5f71b06161433,0.5497570775727234,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D13_GASF::K06_STOCHASTIC_OU,D13_GASF,K06_STOCHASTIC_OU,c0ffb4dd84c7cbca1ea16688b203b21ba16faa1da9fda225449bb0620483d304,85a0dd9f65acf6166c6542640a05a2d6a0785227289569b2bd887861609b64e2,85a0dd9f65acf6166c6542640a05a2d6a0785227289569b2bd887861609b64e2,9b9187a21041237a4e62f3ab4c405560d4f1ab28afc1c1be2799f484f43e277e,83108f8f22571749712a2fd83f697cde58e4de095c274d821cec468c7716f657,0.4206960739513752,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D14_ION::K01_RETARDED,D14_ION,K01_RETARDED,fe1062c98de9cc927d7ee9c88f40e4ae445ed2076083dfbb4d418830541eb71b,b10f062460dbdb7a890cadd6afe2bf07b2c0d872e3a021258d8d06ef7a2d54d9,b10f062460dbdb7a890cadd6afe2bf07b2c0d872e3a021258d8d06ef7a2d54d9,74df1dc56e8be62189c4c6eeb2fc5b9a8a3aef13dba0f821ccf5a726cd828100,15f040ff442adf9201f64c7a0caf10d295a5660e4bc063160be1a9de80388392,0.535618833451284,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D14_ION::K02_EXPONENTIAL,D14_ION,K02_EXPONENTIAL,fe1062c98de9cc927d7ee9c88f40e4ae445ed2076083dfbb4d418830541eb71b,b10f062460dbdb7a890cadd6afe2bf07b2c0d872e3a021258d8d06ef7a2d54d9,b10f062460dbdb7a890cadd6afe2bf07b2c0d872e3a021258d8d06ef7a2d54d9,f2774c74a019ac73e72e91065a5fc00785d1463f1f45a9e7677a0e184a3f9779,c6060b2c95eef0b420e09c5f8bf0c588f61ddb40ac91eae07a825e88666813d7,0.4905700923935846,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D14_ION::K03_BIEXPONENTIAL,D14_ION,K03_BIEXPONENTIAL,fe1062c98de9cc927d7ee9c88f40e4ae445ed2076083dfbb4d418830541eb71b,b10f062460dbdb7a890cadd6afe2bf07b2c0d872e3a021258d8d06ef7a2d54d9,b10f062460dbdb7a890cadd6afe2bf07b2c0d872e3a021258d8d06ef7a2d54d9,8e8fc66083e3303d8b8c9f5a302f4301ac7e80694dbaf995643dd0fce280dd7a,c8ae8f447865c51149ba9f95fc3775f01658ac870fa1915afb24fbb54b5b61ed,0.41529998469631146,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D14_ION::K04_DAMPED_RESONANCE,D14_ION,K04_DAMPED_RESONANCE,fe1062c98de9cc927d7ee9c88f40e4ae445ed2076083dfbb4d418830541eb71b,b10f062460dbdb7a890cadd6afe2bf07b2c0d872e3a021258d8d06ef7a2d54d9,b10f062460dbdb7a890cadd6afe2bf07b2c0d872e3a021258d8d06ef7a2d54d9,d44bc518fa5c8ce131c7b3daa029c3adae9d537cb5db82516b7d009163387cec,467e95528582405b050129d2da152132b6e267e52cb297bf9efa9fdcaf37bc50,0.5552999944690271,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D14_ION::K05_HYSTERETIC,D14_ION,K05_HYSTERETIC,fe1062c98de9cc927d7ee9c88f40e4ae445ed2076083dfbb4d418830541eb71b,b10f062460dbdb7a890cadd6afe2bf07b2c0d872e3a021258d8d06ef7a2d54d9,b10f062460dbdb7a890cadd6afe2bf07b2c0d872e3a021258d8d06ef7a2d54d9,3ecda16366805c74d62a9e3fe9f3bf114d63e8b3f7020c6525e150eda791b0d5,1c3d703a593fd9e489b858b32f2722c9f908bf3b6a210882915733828c742e1b,0.6687210036890804,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D14_ION::K06_STOCHASTIC_OU,D14_ION,K06_STOCHASTIC_OU,fe1062c98de9cc927d7ee9c88f40e4ae445ed2076083dfbb4d418830541eb71b,b10f062460dbdb7a890cadd6afe2bf07b2c0d872e3a021258d8d06ef7a2d54d9,b10f062460dbdb7a890cadd6afe2bf07b2c0d872e3a021258d8d06ef7a2d54d9,202b41af6d6cef2d2431a2ffebc360dca144320f8b6014d1bdb98fc84fffa11c,c6060b2c95eef0b420e09c5f8bf0c588f61ddb40ac91eae07a825e88666813d7,0.4905700923935846,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D15_COOL::K01_RETARDED,D15_COOL,K01_RETARDED,be42bcccce860d2fe8627de1b18f749ff9a2c6b88328c7ce1cfd94ad40a73935,12656f697da5f92a2157b5d281af4ccf4d9fbfcb9a29f3bff80ba40375800805,12656f697da5f92a2157b5d281af4ccf4d9fbfcb9a29f3bff80ba40375800805,712fc7ea016cbaa4d2c9805b664bcef9c653238bfc29322c2c7ecf1d18fd4a67,dcfa8410f48572a42e5f4e455c816138b33a3bf92045ce6b422325de02df9470,0.7818578338855711,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D15_COOL::K02_EXPONENTIAL,D15_COOL,K02_EXPONENTIAL,be42bcccce860d2fe8627de1b18f749ff9a2c6b88328c7ce1cfd94ad40a73935,12656f697da5f92a2157b5d281af4ccf4d9fbfcb9a29f3bff80ba40375800805,12656f697da5f92a2157b5d281af4ccf4d9fbfcb9a29f3bff80ba40375800805,76487ac605dcb1846b18d12baea9c9aa1aa08264a6a6056fadfc43afdd5e32a4,007f79a9cbe116fb5df77f8d93af7f7644ada96fe1b40dc43ad2a9db1a55040f,0.7888609415695911,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D15_COOL::K03_BIEXPONENTIAL,D15_COOL,K03_BIEXPONENTIAL,be42bcccce860d2fe8627de1b18f749ff9a2c6b88328c7ce1cfd94ad40a73935,12656f697da5f92a2157b5d281af4ccf4d9fbfcb9a29f3bff80ba40375800805,12656f697da5f92a2157b5d281af4ccf4d9fbfcb9a29f3bff80ba40375800805,adc02c9f6a091dee5cca48bfcec664b822b360974c29450c30885af25d3a8569,b3864e35e35d89811bb0c241d0ebe86c4f372cff343049645a0be8b07037d7dc,0.7985028189086747,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D15_COOL::K04_DAMPED_RESONANCE,D15_COOL,K04_DAMPED_RESONANCE,be42bcccce860d2fe8627de1b18f749ff9a2c6b88328c7ce1cfd94ad40a73935,12656f697da5f92a2157b5d281af4ccf4d9fbfcb9a29f3bff80ba40375800805,12656f697da5f92a2157b5d281af4ccf4d9fbfcb9a29f3bff80ba40375800805,540c10fa006c1d86b246c18759a3dd2cd399d49370ba3ec81152f855325ae68a,967fddc11a994b0d8bc99b7a6041274f8b24afc1b36ac46456f16f47b48b4c61,0.7692720161641197,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D15_COOL::K05_HYSTERETIC,D15_COOL,K05_HYSTERETIC,be42bcccce860d2fe8627de1b18f749ff9a2c6b88328c7ce1cfd94ad40a73935,12656f697da5f92a2157b5d281af4ccf4d9fbfcb9a29f3bff80ba40375800805,12656f697da5f92a2157b5d281af4ccf4d9fbfcb9a29f3bff80ba40375800805,f2c5835100d2457c3f5e7753ba848da3692d2ad5b077041d829f16a410fdb8bb,3c3f98425e58cb7046500925230ad5fb6a9721e793779cc81c12e862d406dd80,0.9144969673171599,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D15_COOL::K06_STOCHASTIC_OU,D15_COOL,K06_STOCHASTIC_OU,be42bcccce860d2fe8627de1b18f749ff9a2c6b88328c7ce1cfd94ad40a73935,12656f697da5f92a2157b5d281af4ccf4d9fbfcb9a29f3bff80ba40375800805,12656f697da5f92a2157b5d281af4ccf4d9fbfcb9a29f3bff80ba40375800805,db0660db33fbf19bf6c448cdfa2ef06014230372ae4f9a062e4167708843c408,007f79a9cbe116fb5df77f8d93af7f7644ada96fe1b40dc43ad2a9db1a55040f,0.7888609415695911,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D16_NTH::K01_RETARDED,D16_NTH,K01_RETARDED,dba85e31218eed8621b5c0b0b58683b5c0c50a8da3cb420c0e26259fa2a1aa5d,17156c844532f497c1baaf6ded47ec0e600e3b9b96d41956dea39a8522ec79a8,17156c844532f497c1baaf6ded47ec0e600e3b9b96d41956dea39a8522ec79a8,471002ddf716143da19a580b80b595589981225e3d990199fb2d66bc49607e72,7f56112fe7a23c2297b6910bd420173f768f6d3f08f6fa996f10d387bdea2794,0.3160913796089985,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D16_NTH::K02_EXPONENTIAL,D16_NTH,K02_EXPONENTIAL,dba85e31218eed8621b5c0b0b58683b5c0c50a8da3cb420c0e26259fa2a1aa5d,17156c844532f497c1baaf6ded47ec0e600e3b9b96d41956dea39a8522ec79a8,17156c844532f497c1baaf6ded47ec0e600e3b9b96d41956dea39a8522ec79a8,58c40d99cd75977b97b928f237261473ea40fbf9e8cd03dc41b61e1ace5d2f75,08c88ea6f481a2c83ef8059e13f51f460269df978f5cf4ec6cbe5d9a02f18afa,0.30948933820039315,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
