model_id,region,block_a,block_b,kind,axis,lag_native_pixels,local_channel_means_removed,product,normalized_product,pearson
channel_constant__diagonal,training,training_r02_c12,training_r02_c12,within_core,y,1,False,0.8311740903919372,0.8206728101117814,0.8206769117828121
channel_constant__diagonal,training,training_r02_c12,training_r02_c12,within_core,x,1,False,0.8287647378876843,0.8196511916127621,0.8196512030553538
channel_constant__diagonal,training,training_r02_c12,training_r02_c12,within_core,y,2,False,0.47974716317415134,0.47434859578916755,0.47436479088328715
channel_constant__diagonal,training,training_r02_c12,training_r02_c12,within_core,x,2,False,0.47669812424775915,0.47298615864898014,0.47295777291854274
channel_constant__diagonal,training,training_r02_c12,training_r02_c12,within_core,y,4,False,0.1306213196104922,0.12939446348398329,0.12940563188670762
channel_constant__diagonal,training,training_r02_c12,training_r02_c12,within_core,x,4,False,0.13461755310327464,0.13464388207821232,0.13436953906005988
channel_constant__diagonal,training,training_r02_c12,training_r02_c12,within_core,y,8,False,-0.004134731573757206,-0.004097354698030932,-0.0038702413624599292
channel_constant__diagonal,training,training_r02_c12,training_r02_c12,within_core,x,8,False,-0.04514977119875157,-0.04493598044832732,-0.04542242673077196
channel_constant__diagonal,training,training_r02_c12,training_r02_c12,within_core,y,12,False,0.009225697901900021,0.00911373899368214,0.009685934199848803
channel_constant__diagonal,training,training_r02_c12,training_r02_c12,within_core,x,12,False,-0.01579703662608087,-0.01560837375484958,-0.014639574068843567
channel_constant__diagonal,training,training_r02_c13,training_r02_c13,within_core,y,1,False,0.8494066254354581,0.8142157066077832,0.8137822172294756
channel_constant__diagonal,training,training_r02_c13,training_r02_c13,within_core,x,1,False,0.8576115776161977,0.8224868155009263,0.8220836427110737
channel_constant__diagonal,training,training_r02_c13,training_r02_c13,within_core,y,2,False,0.4806344866061978,0.4585449775202353,0.45718716763184625
channel_constant__diagonal,training,training_r02_c13,training_r02_c13,within_core,x,2,False,0.5074423652177922,0.486006145218922,0.48454373740614204
channel_constant__diagonal,training,training_r02_c13,training_r02_c13,within_core,y,4,False,0.12486679277537734,0.11856327928257387,0.11601235222686837
channel_constant__diagonal,training,training_r02_c13,training_r02_c13,within_core,x,4,False,0.18533257373955814,0.17652014600585025,0.17357214417834044
