axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	minimum_item34_role_separation_arcsec	minimum_item35_role_separation_arcsec	mass_bin	size_bin	sample_cell	role	outer_fold	source_map_read	velocity_response_read
4.752530000000e-01	1.599500000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.786833572388e+01	1.424706000000e+00	0.000000000000e+00	6.021000000000e-01	8.031347000000e+00	3.165953000000e+00	4.248142000000e+00	8.446366000000e-01	8.498129875473e-01	7.104195729218e-01	-1.132647391464e+01	9.578013099793e+00	-7.173801526181e-01	7.878387124699e+00	1-234431	-3.514287068576e+00	8324-9102	1.992399444580e+02	2.682010000000e-02	2.046800000000e+00	1.784593000000e-02	4.439442000000e-02	5.133571000000e+00	4.486985763290e+02	3.784539999998e+09	7.076409999999e+00	1.680880233467e+00	1.053408780849e-11	2.549679122509e+06	6.406485527849e+00	7.363844827448e+00	2.088314251611e+03	2.159205772244e+03	1	1	m1-r1	reserved_confirmation		False	False
3.047280000000e-01	1.444684000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.795618438721e+01	1.303671000000e+00	0.000000000000e+00	4.886000000000e-01	2.339975000000e+01	3.848729000000e+00	5.427987000000e+00	3.402915000000e+00	8.485505705928e-01	9.738231381474e-01	-1.073204977145e+01	8.915182897647e+00	-5.574557970759e-01	7.218081756461e+00	1-235136	-3.184765592934e+00	8325-3702	2.098320465088e+02	1.533380000000e-02	8.160990000000e-01	1.524520000000e-02	2.228770000000e-02	9.415061000000e+00	3.186618315728e+03	8.225890000005e+08	7.055870000001e+00	1.350096340871e+00	2.302987421470e-12	5.590396051573e+05	5.747442576566e+00	7.697153553953e+00	4.579588947427e+03	1.116689381345e+04	0	1	m0-r1	exploration	4	False	False
5.967500000000e-01	1.964535000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.825308609009e+01	1.747693000000e+00	0.000000000000e+00	8.088000000000e-01	3.582914000000e+00	2.423306000000e+00	4.141416000000e-01	-2.527426000000e+00	6.747693140154e-01	1.025755495960e+00	-1.176375952419e+01	1.057320590348e+01	-4.768621016799e-01	9.223667275447e+00	1-235186	-4.274448980716e+00	8325-9101	2.108426971436e+02	6.627950000000e-02	2.038220000000e+00	6.448317000000e-02	1.932840000000e-01	1.061098000000e+01	2.075544685845e+03	3.742880000022e+10	4.729000000000e+00	2.265998472076e+00	2.332797734729e-10	8.449078636007e+07	7.926809352131e+00	7.128813935903e+00	3.946654438640e+03	1.283539446548e+04	1	0	m1-r0	exploration	2	False	False
5.251890000000e-01	1.404455000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.589785385132e+01	1.234485000000e+00	0.000000000000e+00	4.210000000000e-01	3.426268000000e+01	4.428324000000e+00	6.149065000000e+00	4.436440000000e+00	6.757416908042e-01	1.116418445969e+00	-1.037887514631e+01	9.580191413317e+00	-4.706308669893e-01	8.228708031709e+00	1-286110	-3.776483170452e+00	8327-9102	2.052944335938e+02	4.116930000000e-02	7.644700000000e-01	1.589704000000e-01	3.633775000000e-01	1.307430000000e+01	1.142519732600e+03	3.803569999998e+09	4.739600000000e+00	1.769005038600e+00	2.360031725604e-11	8.528599716556e+06	6.930877731602e+00	7.623862615801e+00	9.241063191991e+03	1.025705735084e+04	1	0	m1-r0	exploration	1	False	False
5.959750000000e-01	1.700296000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.866561126709e+01	1.507262000000e+00	0.000000000000e+00	8.026000000000e-01	1.834413000000e+01	3.217307000000e+00	3.329974000000e+00	4.568572000000e-01	6.000761701525e-01	1.209034612261e+00	-1.089686535735e+01	9.580440256051e+00	-1.571220302396e-01	8.380287915746e+00	1-402436	-3.890105872797e+00	8330-3704	2.045438842773e+02	2.013370000000e-02	1.854560000000e+00	4.825862000000e-02	7.950239000000e-02	1.618209000000e+01	2.195649145150e+03	3.805749999998e+09	3.981770000000e+00	1.806962220293e+00	3.345782653634e-11	1.439206581228e+07	7.158123136291e+00	7.737236475411e+00	3.929790171337e+03	2.433098702491e+03	1	0	m1-r0	reserved_confirmation		False	False
4.280760000000e-01	1.306689000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.346723175049e+01	1.187703000000e+00	0.000000000000e+00	3.569000000000e-01	4.588259000000e+01	4.307124000000e+00	6.514966000000e+00	4.320097000000e+00	8.199957615021e-01	7.846914515327e-01	-1.007537945115e+01	9.136317786282e+00	-7.257975685380e-01	7.496326263278e+00	1-250607	-3.338165250888e+00	8331-12703	2.048786773682e+02	3.741460000000e-02	9.492390000000e-01	1.150637000000e-01	2.263363000000e-01	6.091040000000e+00	1.643738954196e+03	1.368729999999e+09	6.606870000000e+00	1.474941189734e+00	4.370549795951e-12	1.133031261010e+06	6.054241892473e+00	7.629418323272e+00	1.934570592252e+03	1.203430653940e+04	0	1	m0-r1	exploration	1	False	False
5.264550000000e-01	1.441505000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.990517425537e+01	1.310500000000e+00	0.000000000000e+00	5.523000000000e-01	2.774053000000e+01	3.535261000000e+00	4.282874000000e+00	2.109318000000e+00	4.643539023755e-01	1.144361833945e+00	-1.073218650074e+01	9.336149412662e+00	-2.522303379830e-01	8.407441607911e+00	1-252046	-3.971543852768e+00	8335-3704	2.175480651855e+02	2.570180000000e-02	1.676320000000e+00	4.017565000000e-02	5.787570000000e-02	1.394318000000e+01	3.440924952053e+03	2.168449999999e+09	2.913090000000e+00	1.752677932487e+00	3.561651458660e-11	2.094108098007e+07	7.320999096233e+00	8.062965298771e+00	2.183919237069e+03	2.529886914681e+03	0	0	m0-r0	reserved_confirmation		False	False
8.430750000000e-01	1.581983000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.841802978516e+01	1.443547000000e+00	0.000000000000e+00	5.929000000000e-01	1.276730000000e+01	2.989519000000e+00	2.890250000000e+00	4.983379000000e-02	7.341434932337e-01	7.076049182668e-01	-1.104499756668e+01	9.180971266296e+00	-8.380976950872e-01	7.712684279829e+00	1-313033	-3.489270393298e+00	8336-6102	2.102177886963e+02	1.866980000000e-02	7.173120000000e-01	1.367646000000e-02	1.579643000000e-02	5.100408000000e+00	5.704130653325e+02	1.516949999999e+09	5.421800000000e+00	1.540194063875e+00	7.192735485157e-12	2.272229413013e+06	6.356452177292e+00	7.735869985667e+00	1.406282743127e+04	1.200809946975e+04	0	1	m0-r1	exploration	0	False	False
7.029370000000e-01	1.411502000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.251516532898e+01	1.294438000000e+00	0.000000000000e+00	4.759000000000e-01	3.346229000000e+01	4.006599000000e+00	5.370704000000e+00	3.434064000000e+00	4.822660036889e-01	1.207316809784e+00	-1.041451401804e+01	8.986467173637e+00	-3.024605700821e-01	8.021935166259e+00	1-492617	-3.769834581285e+00	8338-6104	1.737660980225e+02	2.244550000000e-02	1.243670000000e+00	3.732099000000e-02	8.356291000000e-02	1.611821000000e+01	2.578969021070e+03	9.693200000001e+08	3.035750000000e+00	1.568880762318e+00	1.466037150253e-11	8.271429134317e+06	6.917580553268e+00	8.210938266314e+00	2.296889536185e+03	1.944245230311e+04	0	0	m0-r0	exploration	0	False	False
5.590650000000e-01	1.280227000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.519901275635e+01	1.181805000000e+00	0.000000000000e+00	3.363000000000e-01	6.572351000000e+01	4.016515000000e+00	5.832134000000e+00	4.393054000000e+00	1.031210461637e+00	8.346517784254e-01	-9.667798004191e+00	9.332927018800e+00	-5.798187411483e-01	7.270506095525e+00	1-575796	-3.119647816944e+00	8341-12705	1.914932708740e+02	2.512900000000e-02	2.358840000000e+00	4.625184000000e-01	6.464341000000e-01	6.833635000000e+00	3.776983578479e+03	2.152420000002e+09	1.074509999999e+01	1.467638455925e+00	2.598459217370e-12	4.141970720847e+05	5.617207024587e+00	7.214291656810e+00	1.072175600539e+04	1.245977532465e+03	0	1	m0-r1	exploration	4	False	False
4.939340000000e-01	1.472030000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.504568099976e+01	1.300642000000e+00	0.000000000000e+00	6.841000000000e-01	4.127323000000e+01	4.024527000000e+00	5.373139000000e+00	3.530317000000e+00	6.592190590944e-01	1.375492971282e+00	-1.053323550416e+01	9.731463857347e+00	-1.828692083831e-01	8.413025739158e+00	1-259068	-3.876903340032e+00	8341-6102	1.903527679443e+02	2.469790000000e-02	1.595580000000e+00	1.578441000000e-01	2.755740000000e-01	2.374067000000e+01	1.384402106483e+03	5.388449999998e+09	4.562670000000e+00	1.852902576470e+00	3.607742633754e-11	1.354309954865e+07	7.131718070761e+00	7.573010341351e+00	7.792952854172e+03	1.703532511055e+03	1	0	m1-r0	exploration	3	False	False
4.396430000000e-01	1.483320000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.031886291504e+01	1.298072000000e+00	0.000000000000e+00	4.888000000000e-01	2.486929000000e+01	3.829745000000e+00	4.771541000000e+00	2.617890000000e+00	6.750291333802e-01	9.165205878993e-01	-1.063154407814e+01	9.294829823100e+00	-7.521958224251e-01	7.944771556340e+00	1-156154	-3.634871211480e+00	8439-9101	1.427138977051e+02	3.796140000000e-02	1.098790000000e+00	4.605595000000e-02	1.170085000000e-01	8.251266000000e+00	2.160951239020e+03	1.971649999998e+09	4.731830000000e+00	1.626680522204e+00	1.227386566776e-11	4.442769826544e+06	6.647653813657e+00	7.767612247045e+00	2.114852339940e+03	5.405662401380e+03	0	0	m0-r0	reserved_confirmation		False	False
3.848370000000e-01	1.585171000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.135643005371e+01	1.376252000000e+00	0.000000000000e+00	5.599000000000e-01	1.788465000000e+01	3.613899000000e+00	4.422314000000e+00	2.541533000000e+00	8.964319631552e-01	8.226995032145e-01	-1.091301480207e+01	9.422410898614e+00	-8.263773246617e-01	7.629546972303e+00	1-217017	-3.366557504574e+00	8440-9102	1.360192565918e+02	2.491820000000e-02	8.812190000000e-01	3.231440000000e-02	5.437509000000e-02	6.648130000000e+00	5.328747791511e+02	2.644910000001e+09	7.878289999999e+00	1.579769645073e+00	5.939594299564e-12	1.291297766497e+06	6.111026399846e+00	7.371717464626e+00	4.050992880770e+03	8.331443322901e+02	0	1	m0-r1	exploration	1	False	False
8.232180000000e-01	1.354172000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.783295440674e+01	1.218196000000e+00	0.000000000000e+00	4.270000000000e-01	4.136205000000e+01	3.771137000000e+00	5.384729000000e+00	3.310343000000e+00	4.345353726511e-01	1.070959809317e+00	-1.035389455324e+01	9.355346142559e+00	-3.924881469049e-01	8.486275397257e+00	1-252574	-4.025870012303e+00	8441-3701	2.245757293701e+02	3.951530000000e-02	1.203280000000e+00	1.003348000000e-01	1.848908000000e-01	1.177497000000e+01	2.507209701550e+03	2.266449999999e+09	2.719790000000e+00	1.777185562298e+00	4.270563724657e-11	2.689375321247e+07	7.429651415303e+00	8.098094728410e+00	5.883911535955e+03	6.570508424908e+03	0	0	m0-r0	reserved_confirmation		False	False
3.206960000000e-01	1.376709000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.228775405884e+01	1.252869000000e+00	0.000000000000e+00	3.944000000000e-01	3.282718000000e+01	4.384323000000e+00	6.030855000000e+00	4.219637000000e+00	7.935892500020e-01	8.897416020762e-01	-1.046811735781e+01	9.041846483127e+00	-5.450695086100e-01	7.454667983123e+00	1-487164	-3.330539366561e+00	8448-6102	1.651878509521e+02	2.290260000000e-02	9.912340000000e-01	3.747392000000e-02	6.077681000000e-02	7.757854000000e+00	3.648213604157e+03	1.101150000000e+09	6.217119999999e+00	1.440908793906e+00	3.970797982861e-12	1.093931489169e+06	6.038990123819e+00	7.716263742099e+00	5.113620934969e+03	4.794910480833e+04	0	1	m0-r1	exploration	3	False	False
7.726660000000e-01	1.432544000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.156418418884e+01	1.295988000000e+00	0.000000000000e+00	4.326000000000e-01	3.875677000000e+01	4.061747000000e+00	5.357928000000e+00	3.512386000000e+00	8.817543060149e-01	9.118154261286e-01	-1.023596497493e+01	9.321341547089e+00	-5.568861850552e-01	7.557832935059e+00	1-488620	-3.338039314522e+00	8449-9102	1.696849365234e+02	2.121860000000e-02	1.020540000000e+00	1.217241000000e-01	2.341642000000e-01	8.162354000000e+00	4.159869558264e+03	2.095760000002e+09	7.616480000001e+00	1.536573797881e+00	5.035501672198e-12	1.132374340529e+06	6.053990019742e+00	7.444268626099e+00	3.440924478624e+03	3.304625254069e+04	0	1	m0-r1	exploration	1	False	False
4.534330000000e-01	1.474096000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.655020904541e+01	1.314957000000e+00	0.000000000000e+00	5.092000000000e-01	1.857789000000e+01	3.952230000000e+00	5.238339000000e+00	3.462847000000e+00	8.324309881763e-01	8.916467144270e-01	-1.070365068501e+01	9.315569434641e+00	-6.018239729916e-01	7.650707458288e+00	1-167610	-3.409138235056e+00	8452-6101	1.548363647461e+02	2.436200000000e-02	8.477640000000e-01	4.091841000000e-02	7.036602000000e-02	7.791960000000e+00	2.353421301101e+03	2.068090000001e+09	6.798779999999e+00	1.558349400576e+00	6.236160265381e-12	1.571042236044e+06	6.196187860810e+00	7.521139659081e+00	3.816064199091e+02	9.002958394970e+02	0	1	m0-r1	exploration	3	False	False
5.985320000000e-01	1.729365000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.751623535156e+01	1.573200000000e+00	0.000000000000e+00	6.488000000000e-01	1.471779000000e+01	2.446053000000e+00	1.247038000000e+00	-1.687814000000e+00	5.171668560106e-01	1.287824787221e+00	-1.096904001501e+01	9.671903768101e+00	-8.032529351136e-02	8.637570056080e+00	1-147815	-4.060201600035e+00	8453-1901	1.533655395508e+02	2.533960000000e-02	1.910480000000e+00	5.045030000000e-02	5.966956000000e-02	1.940103000000e+01	1.914853185918e+03	4.697899999996e+09	3.289780000000e+00	1.894148633389e+00	6.050341183431e-11	3.150029280909e+07	7.498314590767e+00	7.815868690599e+00	5.151535710274e+03	8.784955748464e+02	1	0	m1-r0	reserved_confirmation		False	False
7.109240000000e-01	1.389431000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.497199249268e+01	1.240910000000e+00	0.000000000000e+00	1.689000000000e-01	6.096841000000e+01	4.002619000000e+00	5.498964000000e+00	4.132362000000e+00	1.917024635592e-01	1.315174038725e+00	-1.036634596774e+01	9.139677627749e+00	-2.288868277251e-01	8.756272700631e+00	1-217367	-4.282285118536e+00	8458-1901	1.462599945068e+02	3.492970000000e-02	1.747890000000e+00	5.933783000000e-02	1.473584000000e-01	2.066208000000e+01	1.033780798483e+03	1.379360000000e+09	1.554900000000e+00	1.790767759439e+00	7.952112401484e-11	8.759546607916e+07	7.942481627769e+00	8.570178349452e+00	2.076061634639e+03	4.272697054582e+03	0	0	m0-r0	exploration	1	False	False
4.150250000000e-01	1.508902000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.444055938721e+01	1.337977000000e+00	0.000000000000e+00	5.699000000000e-01	2.042411000000e+01	3.779974000000e+00	5.282520000000e+00	3.366569000000e+00	9.345913601242e-01	9.502310886050e-01	-1.066843621124e+01	9.553639122438e+00	-6.477391229316e-01	7.684456402190e+00	1-167113	-3.374932521033e+00	8459-12703	1.488416137695e+02	2.645940000000e-02	1.030950000000e+00	7.677201000000e-02	1.388038000000e-01	8.917253000000e+00	1.659336894088e+03	3.577989999996e+09	8.601840000000e+00	1.626304058501e+00	6.740098007736e-12	1.342073907004e+06	6.127776432763e+00	7.248864257260e+00	4.802441213413e+03	3.054354511500e+03	1	1	m1-r1	exploration	3	False	False
8.093130000000e-01	1.750999000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.403045272827e+01	1.536777000000e+00	0.000000000000e+00	6.845000000000e-01	7.002843000000e+00	2.957011000000e+00	2.137275000000e+00	-1.439010000000e+00	5.565280340522e-01	1.086575856242e+00	-1.138489608463e+01	1.001902900719e+01	-4.774270622471e-01	8.905972939083e+00	1-167080	-4.174722452515e+00	8459-6101	1.477122955322e+02	4.638050000000e-02	1.608690000000e+00	4.306584000000e-02	1.534424000000e-01	1.220607000000e+01	2.805012931385e+02	1.044790000006e+10	3.601870000000e+00	2.048030663913e+00	1.122490692387e-10	5.337726236284e+07	7.727356295731e+00	7.583264303992e+00	2.642475638636e+03	2.438601400928e+02	1	0	m1-r0	exploration	3	False	False
5.726550000000e-01	1.443769000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.384760665894e+01	1.308152000000e+00	0.000000000000e+00	4.941000000000e-01	1.780414000000e+01	3.803853000000e+00	5.289058000000e+00	3.340551000000e+00	2.727139636326e-01	1.391585708177e+00	-1.108296065292e+01	8.781875237744e+00	-7.828715558013e-02	8.236447310479e+00	1-217412	-3.981866673423e+00	8461-1901	1.441045074463e+02	1.487760000000e-02	1.371440000000e+00	4.999362000000e-03	1.116567000000e-02	2.463688000000e+01	3.188008474015e+03	6.051670000000e+08	1.873760000000e+00	1.571360814400e+00	2.402465279475e-11	2.196062710137e+07	7.341644737544e+00	8.627562294345e+00	3.126306917487e+03	9.366998133941e+03	0	0	m0-r0	reserved_confirmation		False	False
4.227930000000e-01	2.170406000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.378331756592e+01	1.943054000000e+00	0.000000000000e+00	7.282000000000e-01	9.314978000000e-01	2.261621000000e+00	-1.599798000000e+00	-5.459682000000e+00	8.404385915304e-01	8.344427675698e-01	-1.224379962042e+01	1.122225332357e+01	-6.197782629652e-01	9.541376140511e+00	1-282600	-4.350468774490e+00	8464-9101	1.866756744385e+02	1.115400000000e-01	8.261590000000e-01	9.515984000000e-02	1.920761000000e-01	6.830347000000e+00	4.512141705270e+02	1.668219999995e+11	6.925300000001e+00	2.507687543364e+00	4.848260536637e-10	1.199082154760e+08	8.078848939676e+00	6.555786309585e+00	2.822335877673e+03	3.882575419466e+03	1	1	m1-r1	exploration	1	False	False
3.286320000000e-01	1.524500000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.791648864746e+01	1.352397000000e+00	0.000000000000e+00	5.469000000000e-01	1.692573000000e+01	3.716079000000e+00	4.956575000000e+00	3.237237000000e+00	9.304538671208e-01	7.234921216870e-01	-1.076448354759e+01	9.192511699504e+00	-8.155382666704e-01	7.331603965262e+00	1-284515	-3.200575049071e+00	8465-12702	1.964049224854e+02	2.403200000000e-02	8.382420000000e-01	2.679342000000e-02	4.526912000000e-02	5.290444000000e+00	2.666304174972e+03	1.557800000002e+09	8.520280000000e+00	1.447809093536e+00	2.990981829977e-12	6.012588596614e+05	5.779061488839e+00	7.435634208232e+00	5.092155670594e+03	1.543867395652e+03	0	1	m0-r1	exploration	2	False	False
4.034980000000e-01	1.821602000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.735154724121e+01	1.607289000000e+00	0.000000000000e+00	8.731000000000e-01	1.164630000000e+01	3.040006000000e+00	2.240703000000e+00	-6.801162000000e-01	6.732237149397e-01	1.277264162652e+00	-1.121241832411e+01	1.004116758333e+01	-1.646633483294e-01	8.694720153448e+00	1-285031	-4.010748219254e+00	8465-3703	1.987013702393e+02	3.034050000000e-02	1.840850000000e+00	6.741387000000e-02	1.350903000000e-01	1.893495000000e+01	7.628517358405e+02	1.099430000007e+10	4.712200000000e+00	2.000752111539e+00	6.901285003651e-11	2.508463748971e+07	7.399407829208e+00	7.397151494591e+00	2.360840067576e+03	1.364247562351e+03	1	0	m1-r0	exploration	1	False	False
3.344050000000e-01	1.696002000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.373283004761e+01	1.419113000000e+00	0.000000000000e+00	8.160000000000e-01	1.448050000000e+01	3.109787000000e+00	4.342570000000e+00	1.375816000000e+00	6.846389329832e-01	9.765571710466e-01	-1.101350938653e+01	9.729864282850e+00	-6.488413064851e-01	8.360586416884e+00	1-91417	-3.837973741950e+00	8481-3701	2.381056213379e+02	4.367360000000e-02	1.283780000000e+00	5.204211000000e-02	1.247525000000e-01	9.474519000000e+00	1.540115477386e+03	5.368639999996e+09	4.837700000000e+00	1.839392852277e+00	3.197394520438e-11	1.132032445842e+07	7.053858874598e+00	7.535680317766e+00	4.260802381476e+03	2.249531950033e+03	1	0	m1-r0	exploration	2	False	False
6.532390000000e-01	2.088446000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.612554931641e+01	1.859418000000e+00	0.000000000000e+00	7.381000000000e-01	4.308375000000e-01	2.134535000000e+00	-1.332877000000e+00	-4.733724000000e+00	3.933645851850e-01	1.166636702429e+00	-1.265778146338e+01	9.885565878316e+00	-3.035686429558e-01	9.098836707946e+00	1-91747	-4.352736061380e+00	8481-3703	2.389451293945e+02	4.201000000000e-02	2.381450000000e+00	1.689602000000e-03	7.480736000000e+00	1.467698000000e+01	5.160281975787e+03	7.683620000006e+09	2.473800000000e+00	2.062880823909e+00	1.750034125265e-10	1.211667651478e+08	8.083383513459e+00	7.894741041730e+00	5.297680637437e+03	9.027111542398e+03	1	0	m1-r0	exploration	3	False	False
4.886640000000e-01	1.661078000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.770298767090e+01	1.446442000000e+00	0.000000000000e+00	9.878000000000e-01	1.247050000000e+01	3.315510000000e+00	3.563518000000e+00	8.566905000000e-01	6.763588453088e-01	8.806180586087e-01	-1.106193683097e+01	9.587842243507e+00	-6.097046241311e-01	8.235124552890e+00	1-93503	-3.779382853790e+00	8483-3704	2.473917999268e+02	3.286250000000e-02	1.443420000000e+00	3.356645000000e-02	5.144115000000e-02	7.596579000000e+00	8.048080406574e+02	3.871169999998e+09	4.746340000000e+00	1.772521876443e+00	2.395159074373e-11	8.643250466306e+06	6.936677098278e+00	7.619111468949e+00	7.600163969425e+03	5.465270545524e+03	1	0	m1-r0	exploration	3	False	False
6.114060000000e-01	1.597325000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.810033798218e+01	1.437457000000e+00	0.000000000000e+00	7.489000000000e-01	1.609937000000e+01	3.473424000000e+00	3.903521000000e+00	1.018789000000e+00	7.291737023612e-01	1.360291915381e+00	-1.102928992890e+01	1.005413790482e+01	3.009957043939e-02	8.595790500095e+00	1-93557	-3.933308398867e+00	8483-6101	2.464569091797e+02	1.979530000000e-02	1.365560000000e+00	1.058883000000e-01	1.651323000000e-01	2.292408000000e+01	9.771703680482e+02	1.132760000006e+10	5.360110000000e+00	1.979262278573e+00	5.495412655683e-11	1.756014866872e+07	7.244528188434e+00	7.306741352714e+00	5.749498703387e+03	5.413618435109e+03	1	1	m1-r1	reserved_confirmation		False	False
4.464820000000e-01	1.934351000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.588005065918e+01	1.699175000000e+00	0.000000000000e+00	8.397000000000e-01	3.643314000000e+00	2.638582000000e+00	6.979865000000e-01	-2.838618000000e+00	6.947245038572e-01	1.289779304808e+00	-1.169385944248e+01	1.027856384139e+01	-2.666826066599e-02	8.889114833672e+00	1-94027	-4.097195164908e+00	8484-3702	2.477308654785e+02	3.268580000000e-02	2.484300000000e+00	3.843301000000e-02	7.337811000000e-02	1.948854000000e+01	1.952922909240e+03	1.899170000015e+10	4.951360000001e+00	2.108699846110e+00	1.079753556344e-10	3.735095586485e+07	7.572301720516e+00	7.246202182185e+00	5.653365525663e+03	5.705307613159e+03	1	0	m1-r0	exploration	4	False	False
3.479870000000e-01	1.617671000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.612772750854e+01	1.432484000000e+00	0.000000000000e+00	7.105000000000e-01	1.488783000000e+01	3.637331000000e+00	4.292299000000e+00	2.346071000000e+00	9.331768943005e-01	9.042546674334e-01	-1.088887471989e+01	9.472733052351e+00	-5.842352871535e-01	7.606379263750e+00	1-134599	-3.336601184725e+00	8549-12704	2.429786376953e+02	1.965800000000e-02	7.994700000000e-01	3.835821000000e-02	6.446324000000e-02	8.021483000000e+00	3.181601125988e+03	2.969839999998e+09	8.573870000000e+00	1.586558256369e+00	5.631045975492e-12	1.124899594299e+06	6.051113760147e+00	7.291438991039e+00	4.159789089810e+03	6.744626866892e+03	0	1	m0-r1	exploration	1	False	False
5.122430000000e-01	1.444175000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.286669158936e+01	1.279190000000e+00	0.000000000000e+00	5.297000000000e-01	3.564620000000e+01	3.979190000000e+00	5.383376000000e+00	3.317064000000e+00	5.273063147287e-01	1.161966616364e+00	-1.050747001786e+01	9.465393262493e+00	-3.944122695217e-01	8.410780633035e+00	1-321961	-3.941737159153e+00	8552-6102	2.271277465820e+02	4.030470000000e-02	1.156410000000e+00	9.076601000000e-02	2.230601000000e-01	1.452000000000e+01	2.356137142282e+02	2.920070000002e+09	3.367490000000e+00	1.785823651226e+00	3.589140359535e-11	1.825516274335e+07	7.261385709004e+00	7.903914755326e+00	3.491149473792e+03	1.270612232956e+04	0	0	m0-r0	exploration	1	False	False
6.113820000000e-01	1.568982000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.248925781250e+01	1.350161000000e+00	0.000000000000e+00	6.374000000000e-01	1.836977000000e+01	4.072617000000e+00	5.042080000000e+00	2.670011000000e+00	5.485257664230e-01	1.068080059178e+00	-1.089065753501e+01	1.001650267484e+01	-3.390166716031e-01	8.919451141998e+00	1-91113	-4.185462687788e+00	8561-6102	2.395685272217e+02	4.856730000000e-02	1.470190000000e+00	1.336119000000e-01	3.254452000000e-01	1.169715000000e+01	1.053773996655e+03	1.038729999990e+10	3.536110000000e+00	2.050768631552e+00	1.157873065476e-10	5.608371404137e+07	7.748836766269e+00	7.596530871611e+00	6.275078907027e+03	5.427277299373e+03	1	0	m1-r0	exploration	2	False	False
3.281950000000e-01	1.432682000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.119237136841e+01	1.279694000000e+00	0.000000000000e+00	5.134000000000e-01	2.528042000000e+01	3.960723000000e+00	5.624519000000e+00	3.731060000000e+00	9.526975366677e-01	9.413805282780e-01	-1.063091491963e+01	8.948162978889e+00	-5.792961922641e-01	7.042767905554e+00	1-92953	-3.045035184443e+00	8562-12702	2.428091430664e+02	1.298300000000e-02	9.441960000000e-01	2.076099000000e-02	4.017007000000e-02	8.737366000000e+00	2.262418036162e+03	8.874890000001e+08	8.968040000000e+00	1.314512898455e+00	1.538075714900e-12	2.937526272940e+05	5.467981759583e+00	7.524443064220e+00	2.804284156918e+03	5.278305325648e+03	0	1	m0-r1	reserved_confirmation		False	False
