axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	half_light_radius_kpc	halpha_ew	hbeta	hdelta_a	hgamma_a	internal_acceleration_m_s2	log_baryonic_speed_km_s	log_half_light_radius	log_mean_stellar_density	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_bin	mass_size_crossing_proxy	mean_stellar_density_msun_kpc3	minimum_item34_role_separation_arcsec	minimum_item35_role_separation_arcsec	minimum_predecessor_separation_arcsec	outer_fold	phase_space_proxy	plateifu	ra	redshift	role	sample_cell	sersic_index	sfr_1re	sfr_tot	size_bin	snr_med_g	source_map_read	stellar_mass_msun	velocity_response_read	annulus	annulus_index	source_pixels	weighted_radius_re	flux_m1	flux_m2	flux_m3	source_nonaxisymmetry	flux_asymmetry	centroid_offset_re	radial_concentration	radius_kpc	enclosed_stellar_mass_msun	enclosed_stellar_mass_fraction	log_baryonic_speed_km_s	log_acceleration	omega_Gyr_inverse	log_omega_Gyr_inverse	mode_frequency_ratio	age_gyr_proxy	vertical_to_orbital_frequency	radial_source_slope	localization_coordinate
5.774120000000e-01	1.518881000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	6.467687988281e+01	1.327558000000e+00	0.000000000000e+00	6.428000000000e-01	6.846770000001e+00	3.472669000000e+01	3.783541000000e+00	4.924168000000e+00	3.117511000000e+00	3.178276377928e-11	1.765420080455e+00	8.354857390827e-01	6.900407502229e+00	9.451433333839e-01	-1.055093502492e+01	1.002895332878e+01	-3.571073320770e-01	8.357981850617e+00	1-22662	1	-3.761248055767e+00	7.950739094873e+06	6.379282808545e+03	3.426254995763e+03	4.503561317765e+03	1	7.159865585652e+00	7992-6104	2.552794952393e+02	2.713120000000e-02	exploration	m1-r1	1.892410000000e+00	3.006203000000e-01	3.528707000000e-01	1	8.813397000000e+00	False	1.068939999995e+10	False	mid_outer	2	190	9.446200388083e-01	9.246430632410e-02	1.844814009489e-01	9.467665435809e-02	2.270389925112e-01	9.670446868473e-02	2.905222003886e-02	3.071531403051e-01	6.467596143112e+00	5.105316836253e+09	4.776055565585e-01	1.765420080455e+00	-1.076925327769e+01	9.213626626920e+00	9.644306089202e-01	2.005953215582e+00	2.137790000000e+00	2.249874282910e+00	8.164720111474e-01	2.926542190088e-01
5.774120000000e-01	1.518881000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	6.467687988281e+01	1.327558000000e+00	0.000000000000e+00	6.428000000000e-01	6.846770000001e+00	3.472669000000e+01	3.783541000000e+00	4.924168000000e+00	3.117511000000e+00	3.178276377928e-11	1.748038282591e+00	8.354857390827e-01	6.900407502229e+00	9.451433333839e-01	-1.055093502492e+01	1.002895332878e+01	-3.571073320770e-01	8.357981850617e+00	1-22662	1	-3.761248055767e+00	7.950739094873e+06	6.379282808545e+03	3.426254995763e+03	4.503561317765e+03	1	7.159865585652e+00	7992-6104	2.552794952393e+02	2.713120000000e-02	exploration	m1-r1	1.892410000000e+00	3.006203000000e-01	3.528707000000e-01	1	8.813397000000e+00	False	1.068939999995e+10	False	outer	3	353	1.288218785585e+00	3.673389386292e-02	1.146558883281e-01	6.700845331688e-02	1.377878242174e-01	9.670446868473e-02	2.905222003886e-02	3.071531403051e-01	8.820137734577e+00	6.426752535891e+09	6.012266858683e-01	1.748038282591e+00	-1.093874934713e+01	6.491070668599e+00	8.123163373418e-01	2.138620897662e+00	2.137790000000e+00	3.193541198145e+00	7.419805725520e-01	2.681274674806e-01
7.452270000000e-01	1.646487000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	8.793805837631e-01	1.479788000000e+00	0.000000000000e+00	7.552000000000e-01	3.613660000000e+00	1.184276000000e+01	3.089941000000e+00	2.716526000000e+00	-1.724119000000e-01	3.837677590137e-10	2.167222161632e+00	5.579472884933e-01	8.259822778848e+00	1.120740707742e+00	-1.111408953283e+01	1.055575325363e+01	-4.057485906365e-01	9.439858676644e+00	1-109284	1	-4.440955694075e+00	1.818958450620e+08	1.760728169992e+03	5.760845102117e+03	1.152506836294e+03	0	7.312773299111e+00	8080-6103	4.743560028076e+01	6.861010000000e-02	exploration	m1-r0	2.040620000000e+00	2.764800000000e-01	6.599246000000e-01	0	1.320507000000e+01	False	3.595449999998e+10	False	inner	0	22	3.452934628147e-01	4.047833858997e-02	6.592340909788e-02	6.120409976981e-03	7.760058750020e-02	1.592517420693e-01	4.145967397165e-02	2.115398049115e-01	1.247773174835e+00	6.266421640333e+09	1.742875478824e-01	2.167222161632e+00	-9.251041866703e+00	1.204591900553e+02	2.080839938731e+00	1.694656329686e+00	2.898940000000e+00	8.231075021463e-01	1.085160964134e+00	7.472054159409e-02
7.452270000000e-01	1.646487000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	8.793805837631e-01	1.479788000000e+00	0.000000000000e+00	7.552000000000e-01	3.613660000000e+00	1.184276000000e+01	3.089941000000e+00	2.716526000000e+00	-1.724119000000e-01	3.837677590137e-10	2.178475632465e+00	5.579472884933e-01	8.259822778848e+00	1.120740707742e+00	-1.111408953283e+01	1.055575325363e+01	-4.057485906365e-01	9.439858676644e+00	1-109284	1	-4.440955694075e+00	1.818958450620e+08	1.760728169992e+03	5.760845102117e+03	1.152506836294e+03	0	7.312773299111e+00	8080-6103	4.743560028076e+01	6.861010000000e-02	exploration	m1-r0	2.040620000000e+00	2.764800000000e-01	6.599246000000e-01	0	1.320507000000e+01	False	3.595449999998e+10	False	mid_inner	1	50	6.345639939350e-01	4.427408542392e-02	6.069448135082e-02	5.490252795791e-03	7.532700433663e-02	1.592517420693e-01	4.145967397165e-02	2.115398049115e-01	2.293098522323e+00	1.212868242469e+10	3.373341980751e-01	2.178475632465e+00	-9.492821994762e+00	6.726766301060e+01	1.827806339839e+00	1.648884237774e+00	2.898940000000e+00	1.473975140497e+00	9.598647161105e-01	6.705725629202e-02
7.452270000000e-01	1.646487000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	8.793805837631e-01	1.479788000000e+00	0.000000000000e+00	7.552000000000e-01	3.613660000000e+00	1.184276000000e+01	3.089941000000e+00	2.716526000000e+00	-1.724119000000e-01	3.837677590137e-10	2.167819410843e+00	5.579472884933e-01	8.259822778848e+00	1.120740707742e+00	-1.111408953283e+01	1.055575325363e+01	-4.057485906365e-01	9.439858676644e+00	1-109284	1	-4.440955694075e+00	1.818958450620e+08	1.760728169992e+03	5.760845102117e+03	1.152506836294e+03	0	7.312773299111e+00	8080-6103	4.743560028076e+01	6.861010000000e-02	exploration	m1-r0	2.040620000000e+00	2.764800000000e-01	6.599246000000e-01	0	1.320507000000e+01	False	3.595449999998e+10	False	mid_outer	2	72	9.470110016981e-01	4.952588774617e-02	5.866641377801e-02	3.060475817150e-03	7.683702346425e-02	1.592517420693e-01	4.145967397165e-02	2.115398049115e-01	3.422175776397e+00	1.723378933503e+10	4.793221803957e-01	2.167819410843e+00	-9.688014036385e+00	4.398154889769e+01	1.643270519838e+00	1.582343802650e+00	2.898940000000e+00	2.254374061896e+00	7.867540069940e-01	9.362787031054e-02
7.452270000000e-01	1.646487000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	8.793805837631e-01	1.479788000000e+00	0.000000000000e+00	7.552000000000e-01	3.613660000000e+00	1.184276000000e+01	3.089941000000e+00	2.716526000000e+00	-1.724119000000e-01	3.837677590137e-10	2.148498521061e+00	5.579472884933e-01	8.259822778848e+00	1.120740707742e+00	-1.111408953283e+01	1.055575325363e+01	-4.057485906365e-01	9.439858676644e+00	1-109284	1	-4.440955694075e+00	1.818958450620e+08	1.760728169992e+03	5.760845102117e+03	1.152506836294e+03	0	7.312773299111e+00	8080-6103	4.743560028076e+01	6.861010000000e-02	exploration	m1-r0	2.040620000000e+00	2.764800000000e-01	6.599246000000e-01	0	1.320507000000e+01	False	3.595449999998e+10	False	outer	3	126	1.295211486673e+00	5.630057924018e-02	3.111570181520e-02	6.427651100553e-03	6.464717179353e-02	1.592517420693e-01	4.145967397165e-02	2.115398049115e-01	4.680453940931e+00	2.156376862369e+10	5.997515922542e-01	2.148498521061e+00	-9.862641478926e+00	3.075841605057e+01	1.487963967078e+00	1.468554577863e+00	2.898940000000e+00	3.223536051855e+00	7.158393118915e-01	9.938913390763e-02
7.936990000000e-01	1.339391000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	9.559590220451e-01	1.226339000000e+00	0.000000000000e+00	3.887000000000e-01	5.740340000000e+00	5.178360000000e+01	4.235876000000e+00	5.675658000000e+00	4.220279000000e+00	2.096698443308e-11	1.591488969019e+00	7.589376163964e-01	6.796299937587e+00	1.063117471830e+00	-1.023046064454e+01	9.695201396079e+00	-3.998648266015e-01	8.177326163286e+00	1-38155	1	-3.709194273445e+00	6.256046060581e+06	1.502239203631e+03	1.877399334274e+03	8.451502829582e+01	2	7.441563736032e+00	8082-6103	4.978217315674e+01	2.388310000000e-02	exploration	m1-r1	1.373550000000e+00	2.915686000000e-01	4.525110000000e-01	1	1.156425000000e+01	False	4.956799999999e+09	False	inner	0	72	3.593863089036e-01	3.518680876649e-02	1.008365436412e-01	1.352787746151e-02	1.076527914793e-01	1.139996681672e-01	2.578237560664e-02	2.922323996728e-01	2.062999604452e+00	7.309989077710e+08	1.474739565387e-01	1.591488969019e+00	-1.062087175189e+01	1.935277494327e+01	1.286743246158e+00	1.855173833582e+00	1.631695000000e+00	9.501492546202e-01	1.301272003021e+00	2.915463238215e-01
7.936990000000e-01	1.339391000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	9.559590220451e-01	1.226339000000e+00	0.000000000000e+00	3.887000000000e-01	5.740340000000e+00	5.178360000000e+01	4.235876000000e+00	5.675658000000e+00	4.220279000000e+00	2.096698443308e-11	1.630717244840e+00	7.589376163964e-01	6.796299937587e+00	1.063117471830e+00	-1.023046064454e+01	9.695201396079e+00	-3.998648266015e-01	8.177326163286e+00	1-38155	1	-3.709194273445e+00	6.256046060581e+06	1.502239203631e+03	1.877399334274e+03	8.451502829582e+01	2	7.441563736032e+00	8082-6103	4.978217315674e+01	2.388310000000e-02	exploration	m1-r1	1.373550000000e+00	2.915686000000e-01	4.525110000000e-01	1	1.156425000000e+01	False	4.956799999999e+09	False	mid_inner	1	126	6.546048121726e-01	5.292811871386e-02	9.232069774572e-02	3.120089286029e-02	1.108963150791e-01	1.139996681672e-01	2.578237560664e-02	2.922323996728e-01	3.757654187507e+00	1.595111128610e+09	3.218026001877e-01	1.630717244840e+00	-1.080283286553e+01	1.162930756655e+01	1.065553856691e+00	1.876864484859e+00	1.631695000000e+00	1.581179668863e+00	1.149461236822e+00	2.700721183316e-01
7.936990000000e-01	1.339391000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	9.559590220451e-01	1.226339000000e+00	0.000000000000e+00	3.887000000000e-01	5.740340000000e+00	5.178360000000e+01	4.235876000000e+00	5.675658000000e+00	4.220279000000e+00	2.096698443308e-11	1.635204529362e+00	7.589376163964e-01	6.796299937587e+00	1.063117471830e+00	-1.023046064454e+01	9.695201396079e+00	-3.998648266015e-01	8.177326163286e+00	1-38155	1	-3.709194273445e+00	6.256046060581e+06	1.502239203631e+03	1.877399334274e+03	8.451502829582e+01	2	7.441563736032e+00	8082-6103	4.978217315674e+01	2.388310000000e-02	exploration	m1-r1	1.373550000000e+00	2.915686000000e-01	4.525110000000e-01	1	1.156425000000e+01	False	4.956799999999e+09	False	mid_outer	2	188	9.471074818286e-01	7.206638918242e-02	1.163475214736e-01	4.864096171857e-02	1.452454934232e-01	1.139996681672e-01	2.578237560664e-02	2.922323996728e-01	5.436718962241e+00	2.356055886380e+09	4.753179241407e-01	1.635204529362e+00	-1.095427837030e+01	8.121216109010e+00	9.096210674046e-01	1.901181413277e+00	1.631695000000e+00	2.264195957891e+00	9.444031921328e-01	2.697321253260e-01
7.936990000000e-01	1.339391000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	9.559590220451e-01	1.226339000000e+00	0.000000000000e+00	3.887000000000e-01	5.740340000000e+00	5.178360000000e+01	4.235876000000e+00	5.675658000000e+00	4.220279000000e+00	2.096698443308e-11	1.624990603197e+00	7.589376163964e-01	6.796299937587e+00	1.063117471830e+00	-1.023046064454e+01	9.695201396079e+00	-3.998648266015e-01	8.177326163286e+00	1-38155	1	-3.709194273445e+00	6.256046060581e+06	1.502239203631e+03	1.877399334274e+03	8.451502829582e+01	2	7.441563736032e+00	8082-6103	4.978217315674e+01	2.388310000000e-02	exploration	m1-r1	1.373550000000e+00	2.915686000000e-01	4.525110000000e-01	1	1.156425000000e+01	False	4.956799999999e+09	False	outer	3	344	1.295463145586e+00	2.784769963523e-02	7.679047932329e-02	6.412479672961e-03	8.193529145142e-02	1.139996681672e-01	2.578237560664e-02	2.922323996728e-01	7.436398913133e+00	3.074563948299e+09	6.202719392149e-01	1.624990603197e+00	-1.111073201755e+01	5.799377059791e+00	7.633813463173e-01	1.806978002414e+00	1.631695000000e+00	3.170689627110e+00	8.498236871696e-01	2.585949702818e-01
7.599970000000e-01	1.828334000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.297604179382e+01	1.700934000000e+00	0.000000000000e+00	7.176000000000e-01	3.317880000000e+00	1.507725000000e-01	2.182453000000e+00	4.728968000000e-01	-2.386554000000e+00	1.203498650312e-11	1.410282405806e+00	5.208606745514e-01	6.793286514243e+00	7.867054355893e-01	-1.314191465450e+01	8.977957147200e+00	-6.194063856108e-01	7.936235798097e+00	1-42708	0	-3.707687561773e+00	6.212787712179e+06	2.980043497920e+03	4.647530681833e+04	5.421409665417e+02	3	8.157301273239e+00	8097-1902	2.747435569763e+01	1.564880000000e-02	exploration	m0-r0	2.254610000000e+00	6.855553000000e-05	1.896506000000e-04	0	6.119352000000e+00	False	9.505109999999e+08	False	inner	0	22	3.709274593289e-01	7.616354793468e-03	7.626468022508e-02	2.043821660980e-04	7.664432191783e-02	9.992648712891e-02	6.563770186750e-03	2.830013148413e-01	1.230692798758e+00	1.893015266069e+08	1.991576390036e-01	1.410282405806e+00	-1.075893539300e+01	2.137401787553e+01	1.329886168264e+00	1.911851865929e+00	4.004670000000e+00	8.573185054934e-01	1.013419263528e+00	2.683258915957e-01
7.599970000000e-01	1.828334000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.297604179382e+01	1.700934000000e+00	0.000000000000e+00	7.176000000000e-01	3.317880000000e+00	1.507725000000e-01	2.182453000000e+00	4.728968000000e-01	-2.386554000000e+00	1.203498650312e-11	1.411903891520e+00	5.208606745514e-01	6.793286514243e+00	7.867054355893e-01	-1.314191465450e+01	8.977957147200e+00	-6.194063856108e-01	7.936235798097e+00	1-42708	0	-3.707687561773e+00	6.212787712179e+06	2.980043497920e+03	4.647530681833e+04	5.421409665417e+02	3	8.157301273239e+00	8097-1902	2.747435569763e+01	1.564880000000e-02	exploration	m0-r0	2.254610000000e+00	6.855553000000e-05	1.896506000000e-04	0	6.119352000000e+00	False	9.505109999999e+08	False	mid_inner	1	38	6.470746192141e-01	4.882048709499e-03	8.724054858706e-02	4.065367817734e-03	8.747156642513e-02	9.992648712891e-02	6.563770186750e-03	2.830013148413e-01	2.146915937598e+00	3.327074060424e+08	3.500300428322e-01	1.411903891520e+00	-1.099735780217e+01	1.229822044191e+01	1.089842273377e+00	1.991509531460e+00	4.004670000000e+00	1.489999398530e+00	9.049771283905e-01	2.848973306109e-01
7.599970000000e-01	1.828334000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.297604179382e+01	1.700934000000e+00	0.000000000000e+00	7.176000000000e-01	3.317880000000e+00	1.507725000000e-01	2.182453000000e+00	4.728968000000e-01	-2.386554000000e+00	1.203498650312e-11	1.398980612017e+00	5.208606745514e-01	6.793286514243e+00	7.867054355893e-01	-1.314191465450e+01	8.977957147200e+00	-6.194063856108e-01	7.936235798097e+00	1-42708	0	-3.707687561773e+00	6.212787712179e+06	2.980043497920e+03	4.647530681833e+04	5.421409665417e+02	3	8.157301273239e+00	8097-1902	2.747435569763e+01	1.564880000000e-02	exploration	m0-r0	2.254610000000e+00	6.855553000000e-05	1.896506000000e-04	0	6.119352000000e+00	False	9.505109999999e+08	False	mid_outer	2	58	9.276648974331e-01	2.855276727400e-02	4.985940880850e-02	1.202212737947e-02	5.870053417529e-02	9.992648712891e-02	6.563770186750e-03	2.830013148413e-01	3.077880809895e+00	4.494202812965e+08	4.728196531093e-01	1.398980612017e+00	-1.117964111907e+01	8.326878657095e+00	9.204822359759e-01	1.817208301920e+00	4.004670000000e+00	2.200625446346e+00	7.592699846951e-01	2.952449892652e-01
7.599970000000e-01	1.828334000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.297604179382e+01	1.700934000000e+00	0.000000000000e+00	7.176000000000e-01	3.317880000000e+00	1.507725000000e-01	2.182453000000e+00	4.728968000000e-01	-2.386554000000e+00	1.203498650312e-11	1.377507022417e+00	5.208606745514e-01	6.793286514243e+00	7.867054355893e-01	-1.314191465450e+01	8.977957147200e+00	-6.194063856108e-01	7.936235798097e+00	1-42708	0	-3.707687561773e+00	6.212787712179e+06	2.980043497920e+03	4.647530681833e+04	5.421409665417e+02	3	8.157301273239e+00	8097-1902	2.747435569763e+01	1.564880000000e-02	exploration	m0-r0	2.254610000000e+00	6.855553000000e-05	1.896506000000e-04	0	6.119352000000e+00	False	9.505109999999e+08	False	outer	3	114	1.278842432498e+00	9.102453234126e-03	1.773359989830e-02	1.766691938261e-02	2.663560137681e-02	9.992648712891e-02	6.563770186750e-03	2.830013148413e-01	4.243045729935e+00	5.612177555707e+08	5.904379387201e-01	1.377507022417e+00	-1.136201421284e+01	5.748873227416e+00	7.595827318081e-01	2.192447058353e+00	4.004670000000e+00	3.187466541104e+00	6.919713287768e-01	2.925138145336e-01
8.294580000000e-01	1.346903000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.812908554077e+01	1.203444000000e+00	0.000000000000e+00	3.835000000000e-01	5.731230000000e+00	4.620537000000e+01	4.471025000000e+00	6.545370000000e+00	4.994972000000e+00	2.307252014893e-11	1.591813824077e+00	7.582478374800e-01	6.838548777675e+00	9.752302399086e-01	-1.016560963415e+01	9.735380899417e+00	-5.377387515119e-01	8.218885224457e+00	1-548075	1	-3.730318693488e+00	6.895230324265e+06	3.318095325074e+03	2.202227608878e+03	2.360523527018e+03	1	7.422508652737e+00	8134-6103	1.147675933838e+02	3.634730000000e-02	exploration	m1-r1	1.173240000000e+00	3.713396000000e-01	6.866471000000e-01	1	9.445615000000e+00	False	5.437270000003e+09	False	inner	0	71	3.576119121666e-01	6.240310736545e-02	8.514148466754e-02	1.447853324956e-02	1.065497449331e-01	1.181404742007e-01	9.791709701611e-02	2.487535185644e-01	2.049556119367e+00	7.273226422715e+08	1.337661440891e-01	1.591813824077e+00	-1.061738271140e+01	1.949429041212e+01	1.289907431588e+00	1.704211518990e+00	1.517220000000e+00	9.902664525136e-01	1.399858221000e+00	2.995185311517e-01
8.294580000000e-01	1.346903000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.812908554077e+01	1.203444000000e+00	0.000000000000e+00	3.835000000000e-01	5.731230000000e+00	4.620537000000e+01	4.471025000000e+00	6.545370000000e+00	4.994972000000e+00	2.307252014893e-11	1.643204955149e+00	7.582478374800e-01	6.838548777675e+00	9.752302399086e-01	-1.016560963415e+01	9.735380899417e+00	-5.377387515119e-01	8.218885224457e+00	1-548075	1	-3.730318693488e+00	6.895230324265e+06	3.318095325074e+03	2.202227608878e+03	2.360523527018e+03	1	7.422508652737e+00	8134-6103	1.147675933838e+02	3.634730000000e-02	exploration	m1-r1	1.173240000000e+00	3.713396000000e-01	6.866471000000e-01	1	9.445615000000e+00	False	5.437270000003e+09	False	mid_inner	1	133	6.463365887709e-01	5.899592144295e-02	6.391920099236e-02	3.824608591851e-02	9.502076662757e-02	1.181404742007e-01	9.791709701611e-02	2.487535185644e-01	3.704303647662e+00	1.665544094372e+09	3.063199168647e-01	1.643204955149e+00	-1.077164721420e+01	1.214092559906e+01	1.084251797714e+00	1.871247952678e+00	1.517220000000e+00	1.590038720950e+00	1.242162162112e+00	2.712525309963e-01
8.294580000000e-01	1.346903000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.812908554077e+01	1.203444000000e+00	0.000000000000e+00	3.835000000000e-01	5.731230000000e+00	4.620537000000e+01	4.471025000000e+00	6.545370000000e+00	4.994972000000e+00	2.307252014893e-11	1.654817008929e+00	7.582478374800e-01	6.838548777675e+00	9.752302399086e-01	-1.016560963415e+01	9.735380899417e+00	-5.377387515119e-01	8.218885224457e+00	1-548075	1	-3.730318693488e+00	6.895230324265e+06	3.318095325074e+03	2.202227608878e+03	2.360523527018e+03	1	7.422508652737e+00	8134-6103	1.147675933838e+02	3.634730000000e-02	exploration	m1-r1	1.173240000000e+00	3.713396000000e-01	6.866471000000e-01	1	9.445615000000e+00	False	5.437270000003e+09	False	mid_outer	2	195	9.434167343252e-01	7.935868166316e-02	5.495623223181e-02	5.093991646415e-02	1.091460622552e-01	1.181404742007e-01	9.791709701611e-02	2.487535185644e-01	5.406938290267e+00	2.564632113976e+09	4.716764321020e-01	1.654817008929e+00	-1.091266794034e+01	8.543169397106e+00	9.316190177991e-01	1.846596360570e+00	1.517220000000e+00	2.259646381028e+00	1.015319544170e+00	2.428762565560e-01
8.294580000000e-01	1.346903000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.812908554077e+01	1.203444000000e+00	0.000000000000e+00	3.835000000000e-01	5.731230000000e+00	4.620537000000e+01	4.471025000000e+00	6.545370000000e+00	4.994972000000e+00	2.307252014893e-11	1.648827621790e+00	7.582478374800e-01	6.838548777675e+00	9.752302399086e-01	-1.016560963415e+01	9.735380899417e+00	-5.377387515119e-01	8.218885224457e+00	1-548075	1	-3.730318693488e+00	6.895230324265e+06	3.318095325074e+03	2.202227608878e+03	2.360523527018e+03	1	7.422508652737e+00	8134-6103	1.147675933838e+02	3.634730000000e-02	exploration	m1-r1	1.173240000000e+00	3.713396000000e-01	6.866471000000e-01	1	9.445615000000e+00	False	5.437270000003e+09	False	outer	3	360	1.288247015735e+00	2.269010280107e-01	1.378916846226e-01	8.149800771644e-02	2.777410996992e-01	1.181404742007e-01	9.791709701611e-02	2.487535185644e-01	7.383239943989e+00	3.406762604757e+09	6.265575564125e-01	1.648827621790e+00	-1.105994228420e+01	6.170694716961e+00	7.903340610767e-01	1.674196630886e+00	1.517220000000e+00	3.128422762127e+00	9.114621837700e-01	3.212970123426e-01
3.553210000000e-01	1.839853000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.446279144287e+01	1.609608000000e+00	0.000000000000e+00	8.259000000000e-01	5.316970000000e+00	7.555772000000e+00	2.510089000000e+00	1.115660000000e+00	-1.668049000000e+00	1.144186051610e-10	1.979531754441e+00	7.256642098964e-01	7.566534020458e+00	1.244705512321e+00	-1.137671693641e+01	1.036561525945e+01	-4.136929394219e-01	8.914286839657e+00	1-339042	1	-4.094311314880e+00	3.685819135859e+07	2.500261086506e+03	3.395890495522e+03	1.005270008248e+03	0	7.156266914096e+00	8138-12705	1.169131164551e+02	5.312920000000e-02	exploration	m1-r1	1.870950000000e+00	9.747614000000e-02	3.199309000000e-01	1	1.756732000000e+01	False	2.320680000002e+10	False	inner	0	26	3.551590698471e-01	6.339424919862e-02	3.865800707728e-02	9.418689809738e-03	7.484640312250e-02	1.244929768449e-01	4.488131123476e-02	2.322910199169e-01	1.888370119605e+00	3.995676082260e+09	1.721769516804e-01	1.979531754441e+00	-9.806374156148e+00	5.166519304784e+01	1.713198056477e+00	1.515788092913e+00	3.548040000000e+00	8.638812800152e-01	1.125071486592e+00	1.321277883415e-01
3.553210000000e-01	1.839853000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.446279144287e+01	1.609608000000e+00	0.000000000000e+00	8.259000000000e-01	5.316970000000e+00	7.555772000000e+00	2.510089000000e+00	1.115660000000e+00	-1.668049000000e+00	1.144186051610e-10	1.995809046421e+00	7.256642098964e-01	7.566534020458e+00	1.244705512321e+00	-1.137671693641e+01	1.036561525945e+01	-4.136929394219e-01	8.914286839657e+00	1-339042	1	-4.094311314880e+00	3.685819135859e+07	2.500261086506e+03	3.395890495522e+03	1.005270008248e+03	0	7.156266914096e+00	8138-12705	1.169131164551e+02	5.312920000000e-02	exploration	m1-r1	1.870950000000e+00	9.747614000000e-02	3.199309000000e-01	1	1.756732000000e+01	False	2.320680000002e+10	False	mid_inner	1	48	6.467117101458e-01	8.525833412694e-02	2.202932150004e-01	3.495514618936e-02	2.387884971233e-01	1.244929768449e-01	4.488131123476e-02	2.322910199169e-01	3.438546761494e+00	7.842105361946e+09	3.379227365230e-01	1.995809046421e+00	-1.003410738716e+01	2.945693344393e+01	1.469187533488e+00	1.852269606943e+00	3.548040000000e+00	1.515181245440e+00	9.947544874350e-01	1.797307298378e-01
3.553210000000e-01	1.839853000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.446279144287e+01	1.609608000000e+00	0.000000000000e+00	8.259000000000e-01	5.316970000000e+00	7.555772000000e+00	2.510089000000e+00	1.115660000000e+00	-1.668049000000e+00	1.144186051610e-10	1.988397263854e+00	7.256642098964e-01	7.566534020458e+00	1.244705512321e+00	-1.137671693641e+01	1.036561525945e+01	-4.136929394219e-01	8.914286839657e+00	1-339042	1	-4.094311314880e+00	3.685819135859e+07	2.500261086506e+03	3.395890495522e+03	1.005270008248e+03	0	7.156266914096e+00	8138-12705	1.169131164551e+02	5.312920000000e-02	exploration	m1-r1	1.870950000000e+00	9.747614000000e-02	3.199309000000e-01	1	1.756732000000e+01	False	2.320680000002e+10	False	mid_outer	2	75	9.497754414764e-01	7.749404409778e-02	5.543688488313e-03	3.599895761880e-02	8.562700685137e-02	1.244929768449e-01	4.488131123476e-02	2.322910199169e-01	5.049927529066e+00	1.113061903911e+10	4.796274815617e-01	1.988397263854e+00	-1.021584116317e+01	1.971812157737e+01	1.294865540045e+00	1.651409272153e+00	3.548040000000e+00	2.263531692270e+00	8.181152975157e-01	1.449620122169e-01
3.553210000000e-01	1.839853000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.446279144287e+01	1.609608000000e+00	0.000000000000e+00	8.259000000000e-01	5.316970000000e+00	7.555772000000e+00	2.510089000000e+00	1.115660000000e+00	-1.668049000000e+00	1.144186051610e-10	1.970974930537e+00	7.256642098964e-01	7.566534020458e+00	1.244705512321e+00	-1.137671693641e+01	1.036561525945e+01	-4.136929394219e-01	8.914286839657e+00	1-339042	1	-4.094311314880e+00	3.685819135859e+07	2.500261086506e+03	3.395890495522e+03	1.005270008248e+03	0	7.156266914096e+00	8138-12705	1.169131164551e+02	5.312920000000e-02	exploration	m1-r1	1.870950000000e+00	9.747614000000e-02	3.199309000000e-01	1	1.756732000000e+01	False	2.320680000002e+10	False	outer	3	131	1.297192214657e+00	2.507034561339e-02	2.697081761442e-02	2.351404784571e-02	4.369047582775e-02	1.244929768449e-01	4.488131123476e-02	2.322910199169e-01	6.897132089562e+00	1.403001223602e+10	6.045647067245e-01	1.970974930537e+00	-1.038606922755e+01	1.386946819456e+01	1.142059808975e+00	1.979401847397e+00	3.548040000000e+00	3.218046465539e+00	7.426223066201e-01	1.395113484418e-01
