radius_kpc,angle_deg,newton_inward,newton_tangential,mond_inward,mond_tangential,algebraic_inward
2.0,0.0,6950.755283947794,333.8419105180292,8752.339004962072,394.28484003187623,9622.406414732512
2.0,5.0,6602.2780173352185,23.223338019805965,8335.135148661297,2.46780164702659,9246.252046874648
2.0,10.0,6407.8267171453235,-364.43718921835466,8101.814846952998,-480.43668428059414,9030.899235310475
2.0,14.999999999999998,6414.17791499136,-803.060141039474,8111.1954582093895,-1019.9106570347251,9025.330480645
2.0,20.0,6662.790118038694,-1161.2088822003464,8424.012463459445,-1440.7103864022479,9281.428645819911
2.0,25.0,6921.6399132223805,-1492.2538173208595,8742.82220086216,-1825.526044543974,9546.144304027577
2.0,29.999999999999996,7152.5422317034645,-1808.220762026975,9021.226067665226,-2189.8263707331907,9778.401821241083
2.0,35.0,7469.288497548332,-1875.2015888348888,9389.908248472802,-2253.9911144142034,10119.97863088382
2.0,40.0,7721.05869965885,-1903.2292671994269,9685.673946904057,-2270.5107730861887,10392.177551371862
2.0,45.0,8003.873340712622,-1994.5149115959152,10019.644573149713,-2353.269395663349,10693.192861769066
2.0,50.0,8208.284020938605,-1989.8522113339304,10253.196392763926,-2321.265365372679,10914.587759853184
2.0,54.99999999999999,8273.927575869657,-1690.2405690664855,10312.415870573423,-1947.893134764754,11002.190670326834
2.0,59.99999999999999,8310.270806405832,-1355.4483649107933,10337.873637074874,-1536.3807508388486,11056.9619307866
2.0,65.0,8277.720021196848,-1032.9616798400766,10284.23270904302,-1136.4008493991832,11034.156588005628
2.0,70.0,8203.55891275668,-708.1981421824944,10181.989980897733,-738.3105326424484,10963.869415133828
2.0,74.99999999999999,8106.0079079433535,-393.7697558527045,10052.337803584292,-356.2501905076301,10865.237177412931
2.0,80.0,7927.127714676022,-224.32377488525663,9824.135628714012,-158.95882717335712,10675.55053526017
2.0,85.0,7801.667682661674,-103.45206176888519,9658.393170285048,-25.200974463295097,10541.773723056263
2.0,90.0,7761.987030361226,0.6728573319846668,9593.614210548665,84.91895056610461,10499.399501351376
2.0,95.0,7763.670248308772,133.8939171492425,9596.281460169674,228.88670551985672,10500.88260602018
2.0,100.0,7847.4111203530565,262.01342903840214,9694.86697243866,367.83610033627315,10589.797292468507
2.0,105.00000000000001,7968.771612038522,388.9725326831476,9836.189082297964,507.6616759457215,10718.412311929365
2.0,109.99999999999999,7869.692038213939,550.8630085181992,9712.515421038965,696.2045383343238,10609.565805397988
2.0,115.0,7850.847342571351,625.6556547368677,9683.532477943598,779.231663943895,10587.802916644638
2.0,119.99999999999999,7932.77587866598,614.4385712265034,9774.782614696476,757.7842235534531,10675.941017328269
2.0,125.00000000000001,7948.029119149365,677.5707860286425,9790.779447493878,809.6630444682564,10690.89587559846
2.0,130.0,8030.324327013814,754.2444786347182,9889.880243146657,879.3824486438562,10777.264003477188
2.0,135.0,8102.4542368963375,758.686667575987,9979.470188271276,876.8108487644713,10854.43576695039
2.0,140.0,8186.8968656672405,772.994674293428,10085.614621133915,893.6701436701778,10944.480536976967
2.0,145.0,8255.712593089464,975.9569450541617,10170.797982524216,1136.1188236400849,11012.416399575784
2.0,149.99999999999997,8389.011186699565,1239.3560894298093,10331.987260355872,1451.838267810208,11146.00043220628
2.0,155.0,8316.99270639097,1332.6587691480827,10248.57110657437,1578.7903898755822,11065.121611843486
2.0,160.0,8257.38563142067,1538.6289912241964,10176.945395750376,1838.5333293630947,10991.949959639338
2.0,165.00000000000003,8198.225221892402,1835.9102526958825,10102.470478125142,2205.425908105299,10912.740671785394
2.0,170.0,7964.355351295241,1980.3064891253105,9830.931276900097,2404.286882281218,10651.273451636327
2.0,175.0,7782.032852440066,2123.2609088203967,9616.264146999056,2604.262154206677,10443.822792604726
2.0,180.0,7675.453115316064,2268.9214395477966,9483.143017354043,2806.796809681275,10317.158032356494
2.0,185.0,7082.123479776319,1648.3162725850007,8749.58500108575,2014.6356107989268,9711.981176147401
2.0,190.0,6717.979322385319,907.928072441202,8292.178091167283,1075.4515086691845,9353.497228211578
2.0,194.99999999999997,6613.22722623633,48.10617853937174,8150.950600597175,-9.524456707778882,9258.133598034348
2.0,200.0,6795.405349389875,-912.5072413695088,8394.678820819003,-1215.0233721663271,9437.790543681387
2.0,204.99999999999997,7175.589649899438,-1723.333951895706,8881.631285443878,-2224.126870003007,9809.3299034724
2.0,210.00000000000003,7693.340981051666,-2327.369595192053,9536.228445562794,-2964.4025532682804,10332.309245740618
2.0,214.99999999999997,8134.903527279854,-1998.7241533128176,10079.866843276513,-2529.0027785450225,10834.740522547618
2.0,219.99999999999997,8427.125619071368,-1584.4327987461256,10442.19666307238,-1985.6416443321186,11172.072435352233
2.0,225.0,8711.627717194895,-1468.2215502969634,10783.124121350404,-1793.2598193507656,11481.966465957676
2.0,230.0,8973.153562392019,-1490.3875337474196,11086.127826516155,-1778.5290428026483,11760.24476102721
2.0,235.00000000000003,9158.000925155895,-1280.9091388843763,11291.547155381028,-1512.4297436550214,11964.845410370664
2.0,239.99999999999997,9282.257478300653,-1023.3677090682986,11425.91039422448,-1194.7671541932768,12104.609069129905
2.0,244.99999999999997,9280.64003274539,-815.9153886864324,11408.8354771786,-933.5597026433647,12107.91704282184
2.0,250.00000000000003,9259.50550292387,-581.3978095286852,11368.193637465603,-647.583890126411,12089.876165783859
2.0,255.00000000000003,9237.992733095132,-329.3892737034432,11326.71460728427,-347.18583253109273,12070.168385257368
2.0,260.0,9216.92006739102,-192.01022696039468,11299.343642582518,-184.69750081182178,12048.825143203387
2.0,265.0,9305.999056601137,-28.532494478024205,11399.968993489558,5.704268509823805,12143.568121030328
2.0,270.0,9502.883396448044,180.22351851325774,11624.231336651821,247.13731581230755,12351.262287139894
2.0,275.0,9319.814469953657,346.8791651159341,11407.569638170673,440.53968183353913,12156.599066219924
2.0,280.0,9226.423389531386,454.6546569700133,11293.632968180142,564.4503205136405,12056.600679339794
2.0,285.0,9181.60719913481,486.5765205322771,11234.393758526421,597.105698693565,12008.728719251056
2.0,290.0,8927.87291203239,493.55603057275175,10926.138565756304,585.1373415688781,11739.551425997211
2.0,294.99999999999994,8750.798612124841,413.01755467593694,10713.36877326622,470.5106926068006,11552.492076590011
2.0,299.99999999999994,8655.755447439784,251.5177957853207,10603.284320133338,262.67000753161574,11453.019663393057
2.0,305.0,8603.011637476537,375.39939051068814,10553.541204282355,393.1757570917871,11395.729673098089
2.0,310.0,8558.55454017776,547.9838293173648,10515.361441054747,588.8252626070371,11345.9725528082
2.0,315.0,8466.912619241295,636.0946307345744,10424.072787922203,700.9973052344949,11246.689880307671
2.0,320.0,8398.573394791089,784.2736490747111,10357.817537824905,891.9833045054565,11170.487850556732
2.0,325.0,8353.39632516387,1072.0234245861998,10310.835989013825,1247.7276609952742,11113.863706931335
2.0,330.00000000000006,8297.022905334003,1353.5810467951114,10248.974941985709,1592.16488818556,11042.829498515686
2.0,335.0,8030.6074021850045,1366.181000214196,9953.434958889617,1619.8124229989398,10756.025021224143
2.0,340.0,7844.774026376078,1400.1007141329842,9754.213571697375,1672.9133410091054,10554.20293340102
2.0,345.0,7731.53168319029,1461.4993470958095,9640.715580883885,1760.0528454229125,10428.873976226407
2.0,350.0,7349.44360087231,1141.9215540964328,9201.138728855778,1371.5204160694338,10030.391593736496
2.0,355.0,7075.431124571294,749.6425338008687,8888.965128055748,895.7698259694436,9748.078641935379
2.5,0.0,7467.456325787607,1016.7821904336961,9610.066297639038,1192.7808925384452,10163.231222579612
2.5,5.0,7199.2784386767835,322.7259395705468,9284.38902341347,345.3440203500582,9891.557924311488
2.5,10.0,7065.608494128795,-398.7110234191721,9119.329589759143,-535.1709604254395,9745.837129036592
2.5,14.999999999999998,7440.679889440569,-1049.2161207534182,9561.28666738355,-1309.23689807741,10133.02094387932
2.5,20.0,7965.099339374821,-1554.5958898138665,10184.859671113094,-1901.413342059439,10676.410969158065
2.5,25.0,8238.113378169093,-1851.4617198419446,10508.024785420597,-2240.719958900864,10954.877921405936
2.5,29.999999999999996,8230.623831429179,-1943.4262339199954,10482.621352108861,-2330.1880273397514,10941.483869096199
