radius_kpc,newton_inward_mean,mond_inward_mean,newton_force_speed_kms,mond_force_speed_kms,newton_radial_azimuth_cv,mond_radial_azimuth_cv,newton_tangential_fraction,mond_tangential_fraction,full_minus_algebraic_fraction
2.0,7777.024709840979,9675.847717968136,124.71587477014286,139.11037141757717,0.005423140976791889,0.004781699228683424,0.035450115930621647,0.03559430724051823,-0.08663984945602858
2.5,7276.695390610224,9253.841754821378,134.8767529136343,152.10063900935276,0.012559396106356827,0.012297210937574007,0.02623571928144781,0.02669634400107271,-0.0780905171764922
3.0,7243.281329022009,9356.881550710283,147.41046091463804,167.5429636007757,0.012196938424039709,0.01155162338734905,0.026397236835458884,0.026617989006803303,-0.06236353599982771
3.5,7086.182990934373,9295.307976630067,157.48536588607305,180.37066812041596,0.004692891886475326,0.00452734466835707,0.02525990344197177,0.02517438878244643,-0.05114941150480005
4.0,6548.969601628741,8779.937827654378,161.85140841684068,187.4026448869319,0.0023367439225230884,0.0022332248859569014,0.024363683634068156,0.024022188350374524,-0.046428546335493905
4.5,5968.809866718754,8206.650688817324,163.88912227550185,192.1716110659375,0.005973422320132648,0.005097767846618539,0.022644664381750734,0.022152034674599454,-0.04212674862419083
5.0,5419.932792874208,7653.658326027585,164.61975569284215,195.6228300330458,0.005507190127077362,0.0046978453307842125,0.019547662741421026,0.019069740535053108,-0.03810794367778032
5.5,4956.867301791416,7188.213767534586,165.11441536053957,198.8345435819446,0.004581341602547044,0.0038287903523211275,0.016410251066781085,0.016097532815318456,-0.03330522731534181
6.0,4535.62887683536,6755.877195788624,164.96597607086184,201.33371097442114,0.003963194769525156,0.003233749217704732,0.014298743005714414,0.014106018209185422,-0.028938333091633454
6.5,4136.888733784984,6335.497948115636,163.98102563895128,202.93037392847734,0.0016768570967990388,0.001313656910956026,0.013292823576003502,0.013011317912771233,-0.025190726978584068
7.0,3769.7267709747152,5939.61432478725,162.4441054542239,203.90512566757792,0.004874472102787764,0.00409370267769528,0.012627096806959531,0.012275870874141559,-0.021846323256244398
7.5,3421.5012177761446,5551.911808364116,160.19132040569826,204.05719434200518,0.004958385398327232,0.00396318108026759,0.011573104943787594,0.01123500665121903,-0.019431272045802726
8.0,3095.621916110296,5178.810048365325,157.36891474774288,203.5447871769813,0.00533396484627475,0.004222382600052404,0.010067740800688674,0.00982675494518972,-0.017683140449686933
8.5,2799.334474690094,4831.196116608632,154.2541507865049,202.64542183620475,0.003851944290503625,0.002903118733739499,0.008512873811413276,0.008390419300465569,-0.016359692037793326
9.0,2549.464164660621,4535.132195452023,151.47665655785246,202.03017041785665,0.0027941301214805554,0.0020310428144709233,0.007625168298481172,0.007570953227713278,-0.014549831183661066
9.5,2346.899731154592,4295.187052444611,149.31693623286216,202.00068563800423,0.002217009307328611,0.001538549898090891,0.007192184478364643,0.007176367280079127,-0.011896498016499096
10.0,2166.7311819351353,4077.7102727774304,147.19820589718935,201.93341161822207,0.002342582708260752,0.0016249116147167922,0.006742542111273629,0.006745787520569188,-0.00937455156908572
10.5,2000.4869324619447,3872.1851730729218,144.93140719268,201.6381519387283,0.0021682293938034693,0.0015787360385120625,0.00619665254935985,0.006219789335362463,-0.0071466451700038305
11.0,1852.1604487422458,3685.8926368412117,142.73669793071682,201.35744089865,0.0020588809361104616,0.001453233293815558,0.005489911510187212,0.005627125388356845,-0.00485793678359562
11.5,1719.2752975370947,3516.0406674847263,140.6117559867474,201.08323569127873,0.0024486206747201403,0.0016000038827973131,0.005084062907193037,0.005348697212366547,-0.0025953218540263547
12.0,1598.2553751488294,3358.266053960533,138.48849952897154,200.74658813421064,0.0020430447579409504,0.0011754811082062917,0.0045690499021889715,0.004949031572236835,-0.0004297786182454154
12.5,1489.0052246823996,3213.495669028298,136.4278758484863,200.42129593147962,0.0016404183295607151,0.000770099020273056,0.004190212382780296,0.004692616479244026,0.0017783382105443209
13.0,1390.9986862635617,3082.1167621093628,134.4729821243892,200.16872359942178,0.0015499876655672138,0.0006759140201814482,0.004052243151078293,0.004686665463116024,0.004202661364971126
13.5,1305.307909283315,2966.742529275516,132.7465885637923,200.12751970985767,0.0009577652525486819,0.0008345379659556118,0.003751627019079964,0.00454640786176659,0.007006583894066881
14.0,1233.791030237103,2871.927735262155,131.42706883788986,200.51680302076974,0.0008179389075147202,0.0014576600789420195,0.0035978952309208153,0.0044968440511097005,0.01058218329447335
14.5,1173.8409499436862,2793.9649518508054,130.4633809702303,201.27715171334447,0.0008156790832372134,0.0020363177462773426,0.003605088490777322,0.0045304194730094284,0.014739618082142848
15.0,1117.3481250051489,2719.1178025716454,129.461275581068,201.95733965017138,0.0009775919035542443,0.002313529019800507,0.003727147628130644,0.004665027725215028,0.018785248768848288
