radius_kpc,newton_inward_mean,mond_inward_mean,newton_force_speed_kms,mond_force_speed_kms,newton_radial_azimuth_cv,mond_radial_azimuth_cv,newton_tangential_fraction,mond_tangential_fraction,full_minus_algebraic_fraction
2.0,7304.3248630518165,9169.953788855742,120.866247257469,135.42491490752906,0.10376648548422199,0.09611322838915358,0.16234398344656248,0.15766384659171626,-0.08774193941836032
2.5,6937.736070282247,8889.507404673624,131.69791257155754,149.07638482229189,0.08291847135167217,0.08101861955063847,0.17759519565956305,0.16859926656597404,-0.07741118075845105
3.0,6961.1600975776955,9040.441757846662,144.51117705123394,164.6855344999675,0.16003983674284022,0.1514253135961051,0.14564146936528882,0.13623241061305094,-0.06279180152906279
3.5,6859.433231138774,9042.59671506938,154.94520421421797,177.9019069676962,0.17646099781842325,0.1634073776867657,0.09389652996882408,0.0888664946377582,-0.05140669761576464
4.0,6433.263168748437,8663.409833882326,160.41525075563655,186.154879967003,0.13140748476290368,0.12218341478040731,0.07072052832173746,0.06911776934647353,-0.04476122002549811
4.5,5813.013841648037,8038.978349613469,161.73608838912904,190.198324317699,0.08616028270394385,0.08124741592066406,0.07086711719646106,0.0699237096625121,-0.04164882458131605
5.0,5278.05684264219,7502.291552116211,162.45086707435865,193.6787488615647,0.06573076104959369,0.062416927104789466,0.07596209565894729,0.07415907579363343,-0.03711347384611396
5.5,4842.590600242557,7066.529866122408,163.2000254330068,197.14439952398658,0.06613221000475208,0.061852639762294326,0.07590852500767088,0.0737982816058769,-0.031961571280386104
6.0,4444.705626225237,6662.3833550999025,163.30411433075233,199.93574000313055,0.057843686455149534,0.05262150366065018,0.07835461965978924,0.07548886967217153,-0.02686059374777571
6.5,4085.854236604652,6290.488618898706,162.96641536810657,202.20824914637282,0.049985794817351326,0.04358013360773388,0.07841076708869485,0.07474545819059959,-0.022199202254464565
7.0,3730.4718375923385,5907.116626020474,161.596110297081,203.34654258713942,0.05267257556216703,0.043968973224155744,0.07602533025691041,0.07193000042067017,-0.018737382097102056
7.5,3379.1486231252097,5513.904874268454,159.19677972069368,203.3575338093315,0.06268454499900587,0.05146331154423758,0.07392651660745679,0.069340637178363,-0.016327234070519087
8.0,3055.9666368934227,5142.66461187117,156.357708780691,202.8332243370631,0.07362564708631489,0.05990947708595914,0.07171648176797224,0.06675308834627917,-0.014439281915427237
8.5,2769.81583250726,4807.418826763589,153.43869973481824,202.1461353266258,0.08253001803126782,0.0664755758065569,0.06916747941805905,0.06384978867922873,-0.01268219201570315
9.0,2528.933861553329,4522.522581728319,150.86551877079123,201.74910962766322,0.08636463924059272,0.06904205042019693,0.06494916581000515,0.05966495432907524,-0.010551727631342387
9.5,2318.7862429743723,4269.725027625787,148.41990873281298,201.40106196950646,0.09098500855774676,0.07225150579388719,0.06156507819698001,0.056134583679435246,-0.008398752675798265
10.0,2128.027308228475,4035.065551999118,145.87759623151442,200.87472593631878,0.09535016034110778,0.07538701229658853,0.05687341095235638,0.0517614395194231,-0.006486209715123693
10.5,1954.8698605685236,3817.5928726723005,143.26944383213575,200.2117008645078,0.09660937841062107,0.0762514940646247,0.05177174033229033,0.047054609626492,-0.004719488650489431
11.0,1798.4240787979752,3616.4761354448256,140.65086159273156,199.4523439067415,0.09670838457783137,0.07620553066600559,0.0465255935348595,0.042113336448127786,-0.003198264579848332
11.5,1660.0235234880222,3435.2845759534175,138.16754510416786,198.76059122337182,0.0968279967006282,0.07600898799755273,0.04149956068287709,0.03754792071929963,-0.0016618727763138877
12.0,1537.0158330121292,3271.5477042631765,135.80938846834394,198.13776129541316,0.09577501993638496,0.07502286367502958,0.036866264032924125,0.03334902201589764,-5.199849210243479e-05
12.5,1428.2283460878598,3125.1431549120584,133.61457377882942,197.6468806644839,0.09073908165271,0.0709793085449516,0.033133506319540026,0.03003205857862441,0.0018319837824664414
13.0,1332.6500998760323,2995.4042476223894,131.62238144931285,197.332853876619,0.08312314260925048,0.06489795529788872,0.030107498980897103,0.027199038233203507,0.004035120517921513
13.5,1248.9912265816267,2881.192708856995,129.8513825835211,197.220946072088,0.07514063016271616,0.05850415284178921,0.02662652815138437,0.024089691517493662,0.006608918861842757
14.0,1177.1665356364088,2783.8484073369223,128.37574342105958,197.41802780576273,0.06522934473215596,0.05073808775808918,0.024051784920897563,0.021831211742981,0.00983865157874888
14.5,1116.9419108783454,2703.5950791903497,127.26216133531604,197.99527430789874,0.05487359669370621,0.042885070819050734,0.02271708940334569,0.02070624313323828,0.013725877322784219
15.0,1064.2239404716117,2633.684329446417,126.34618754467496,198.7593141004875,0.04984193334394206,0.039052695711646664,0.020306388923881324,0.018827095655880897,0.01790289038590448
