radius_kpc,angle_deg,newton_inward,newton_tangential,mond_inward,mond_tangential,algebraic_inward
2.0,0.0,6939.703820097107,324.2893058963746,8738.680629897244,380.13379345049907,9610.559387134386
2.0,5.0,6595.329372319047,16.41118031621761,8326.733858170812,-7.130688559279747,9238.690587695824
2.0,10.0,6403.888836931126,-367.6576074032257,8097.256948380947,-484.4436915676099,9026.536139054437
2.0,14.999999999999998,6411.360068735323,-801.8906283628407,8108.053146887676,-1017.4637163785023,9022.286941178232
2.0,20.0,6657.129384028415,-1154.9665547436762,8416.947130926968,-1431.6334917257063,9275.550175547547
2.0,25.0,6913.58321252665,-1481.5888323981226,8732.502861939014,-1810.7745982030106,9537.974372362309
2.0,29.999999999999996,7143.09643400809,-1793.5697442765727,9009.052237885218,-2170.079910970278,9769.062980400784
2.0,35.0,7456.259747975473,-1858.607735474031,9373.96066871133,-2232.225002769561,10106.872375049927
2.0,40.0,7705.36768030733,-1885.5489414482618,9666.802988597632,-2247.707160952453,10376.256990317344
2.0,45.0,7984.571671316275,-1976.461524231126,9996.430280510496,-2330.5249451830905,10673.419145463786
2.0,50.0,8186.696243093683,-1972.4825556118121,10227.43109233343,-2299.916604710112,10892.316962311112
2.0,54.99999999999999,8251.779584203385,-1675.8546145630062,10286.458038896977,-1930.5033119409,10979.099597426828
2.0,59.99999999999999,8288.086392151776,-1344.2314491183693,10312.279194015822,-1523.061537999908,11033.635364791633
2.0,65.0,8255.166464552043,-1025.0821430278097,10258.440907712808,-1127.4171487331664,11010.265020983095
2.0,70.0,8181.594082805411,-703.4033212110924,10157.124471213305,-733.2584658502315,10940.482327370824
2.0,74.99999999999999,8085.303261285452,-391.6389412089111,10029.183811797895,-354.54372272324235,10843.117707996804
2.0,80.0,7908.017203389445,-222.48250910613,9803.143331608884,-157.4793782182444,10655.0915074378
2.0,85.0,7783.7167522261125,-101.14332457377293,9639.047703229124,-22.916189786110408,10522.527799595113
2.0,90.0,7744.4327006073,3.6972319043193043,9574.99423106997,88.38068758122186,10480.562817797812
2.0,95.0,7744.796267796501,136.1186054001854,9576.020008127707,231.4971610275701,10480.618180039002
2.0,100.0,7826.775675927413,263.2358429804101,9672.465886983306,369.33932811894397,10567.65824251831
2.0,105.00000000000001,7946.493595564432,389.06847883078285,9811.825264894253,507.87352417166153,10694.546238051094
2.0,109.99999999999999,7848.263227744162,549.5727269212173,9689.263998734341,694.670982622486,10586.599083845369
