seed,family,galaxies,radii,equal_galaxy_logspeed_rmse,equal_galaxy_speed_rmse_kms,mse_gain_vs_fixed_mond_percent
9062301,newton_fixed,102,2212,0.28011244129474133,52.703022564400634,-589.5929045437935
9062301,mond_fixed,102,2212,0.10666845542291734,20.123280540777778,0.0
9062301,newton_ml,102,2212,0.25846287477614777,47.56177842588555,-487.11655719470986
9062301,mond_adjusted,102,2212,0.1014448543799849,21.407440540152674,9.554277327356003
9062301,absorption_proxy,102,2212,0.25846287477614777,47.56177842588555,-487.11655719470986
9062301,surface_relay,102,2212,0.11337969514484487,27.676582724682575,-12.979216050734555
9062301,clock_potential,102,2212,0.15294706238680708,27.73914676436751,-105.59391995441344
9062301,kernel_point,102,2212,0.12364587865430948,27.188590600144792,-34.36534675339704
9062301,finite_p2,102,2212,0.14112860046213566,26.963753552250513,-75.048364143726
9062301,finite_p3,102,2212,0.11976117666223603,29.134200545545355,-26.05500550309831
9062301,finite_mixture,102,2212,0.11976117666223603,29.134200545545355,-26.05500550309831
9062301,training_selected,102,2212,0.1014448543799849,21.407440540152674,9.554277327356003
9062302,newton_fixed,102,2212,0.28011244129474133,52.703022564400634,-589.5929045437935
9062302,mond_fixed,102,2212,0.10666845542291734,20.123280540777778,0.0
9062302,newton_ml,102,2212,0.25846287477614777,47.56177842588555,-487.11655719470986
9062302,mond_adjusted,102,2212,0.1014448543799849,21.407440540152674,9.554277327356003
9062302,absorption_proxy,102,2212,0.25846287477614777,47.56177842588555,-487.11655719470986
9062302,surface_relay,102,2212,0.11337969514484487,27.676582724682575,-12.979216050734555
9062302,clock_potential,102,2212,0.15294706238680708,27.73914676436751,-105.59391995441344
9062302,kernel_point,102,2212,0.12364587865430948,27.188590600144792,-34.36534675339704
9062302,finite_p2,102,2212,0.1386148023337623,31.128331270137515,-68.86794059063021
9062302,finite_p3,102,2212,0.11976117666223603,29.134200545545355,-26.05500550309831
9062302,finite_mixture,102,2212,0.11976117666223603,29.134200545545355,-26.05500550309831
9062302,training_selected,102,2212,0.1014448543799849,21.407440540152674,9.554277327356003
9062303,newton_fixed,102,2212,0.28011244129474133,52.703022564400634,-589.5929045437935
9062303,mond_fixed,102,2212,0.10666845542291734,20.123280540777778,0.0
9062303,newton_ml,102,2212,0.25846287477614777,47.56177842588555,-487.11655719470986
9062303,mond_adjusted,102,2212,0.1014448543799849,21.407440540152674,9.554277327356003
9062303,absorption_proxy,102,2212,0.25846287477614777,47.56177842588555,-487.11655719470986
9062303,surface_relay,102,2212,0.11337969514484487,27.676582724682575,-12.979216050734555
9062303,clock_potential,102,2212,0.15294706238680708,27.73914676436751,-105.59391995441344
9062303,kernel_point,102,2212,0.12364587865430948,27.188590600144792,-34.36534675339704
9062303,finite_p2,102,2212,0.13542166888124538,27.15835999302658,-61.1774610144106
9062303,finite_p3,102,2212,0.11976117666223603,29.134200545545355,-26.05500550309831
9062303,finite_mixture,102,2212,0.11976117666223603,29.134200545545355,-26.05500550309831
9062303,training_selected,102,2212,0.1014448543799849,21.407440540152674,9.554277327356003
