seed,galaxy,radial_index,candidate_index,log10_predicted_speed,log10_predicted_over_observed
9062301,CamB,0,11,0.9084882265497435,0.6096351501400368
9062301,CamB,1,11,1.2173402529372128,0.5324948912928004
9062301,CamB,2,11,1.306094791300723,0.47422501702022135
9062301,CamB,3,11,1.3699363706043453,0.4220127507726189
9062301,CamB,4,11,1.4128080949568873,0.3753815970162637
9062301,CamB,5,11,1.4394694718732253,0.32887976157397625
9062301,CamB,6,11,1.4529693337046385,0.28565199895646254
9062301,CamB,7,11,1.4733610817039549,0.248051799978092
9062301,CamB,8,11,1.4699137814839485,0.16671772406345964
9062301,D564-8,0,11,1.1550340177217293,0.22357614703272433
9062301,D564-8,1,11,1.30683046161706,0.12785351432389058
9062301,D564-8,2,11,1.3706372051170779,0.07397201485554672
9062301,D564-8,3,11,1.4034199081310377,0.0629757932909194
9062301,D564-8,4,11,1.4221253603959811,0.04191411868437522
9062301,D564-8,5,11,1.4338427804557126,0.03590277178367485
9062301,D631-7,0,11,1.3017167207978486,0.37692072499993645
9062301,D631-7,1,11,1.48180314666115,0.23138314435225604
9062301,D631-7,2,11,1.5819566957362536,0.16698334776543566
9062301,D631-7,3,11,1.6262061433369293,0.13624766391209464
9062301,D631-7,4,11,1.6475555831861761,0.10722610839530233
9062301,D631-7,5,11,1.6637606145307564,0.07492888893654914
9062301,D631-7,6,11,1.6725728929276351,0.04418396287732351
9062301,D631-7,7,11,1.679442106468972,0.02047726380453696
9062301,D631-7,8,11,1.6844911116552277,-0.003928710347482989
9062301,D631-7,9,11,1.6864880154639794,-0.027841744281253522
9062301,D631-7,10,11,1.6880468917134186,-0.05073366677095059
9062301,D631-7,11,11,1.687934546646597,-0.06488188454167454
9062301,D631-7,12,11,1.6873649746671007,-0.07904787244529876
9062301,D631-7,13,11,1.6862294344759508,-0.0809264316062297
9062301,D631-7,14,11,1.6848011846831874,-0.07637462847254395
9062301,D631-7,15,11,1.6829457549435225,-0.07520886702386753
9062301,DDO064,0,11,0.5779688294313262,-0.22068181601394277
9062301,DDO064,1,11,1.0187493005854436,-0.12426549966865164
9062301,DDO064,2,11,1.2027137286969973,0.009589130342535723
9062301,DDO064,3,11,1.3320693796073007,0.06725155659776427
9062301,DDO064,4,11,1.3735214247145022,0.02133890660313975
9062301,DDO064,5,11,1.426630909393376,0.0033850354565680973
9062301,DDO064,6,11,1.4871482920379697,-0.06062641334985286
9062301,DDO064,7,11,1.5470413635374736,-0.06041365967719492
9062301,DDO064,8,11,1.5868988096438146,-0.05852345970527728
9062301,DDO064,9,11,1.615463350318752,-0.050117640699200994
9062301,DDO064,10,11,1.6345056305348287,-0.032012350020052205
9062301,DDO064,11,11,1.6450579177565146,-0.02052307326143854
9062301,DDO064,12,11,1.6516526779838365,-0.014865302571044348
9062301,DDO064,13,11,1.6794468201165487,0.008273977401465515
9062301,DDO161,0,11,1.3377557198523728,0.13363573719644806
9062301,DDO161,1,11,1.3910015305446393,0.17089344250458405
9062301,DDO161,2,11,1.428884279521932,0.15937133530401582
9062301,DDO161,3,11,1.4700444019409578,0.1690144062769765
9062301,DDO161,4,11,1.494692319600331,0.16427854625114025
