seed,family,galaxy,fold,candidate_index,radii,mse_logspeed,mse_speed_kms
9062301,newton_fixed,CamB,2,0,9,0.021185323967411004,11.26009748057199
9062301,newton_fixed,D564-8,1,0,6,0.12329864795104173,135.7939082372972
9062301,newton_fixed,D631-7,4,0,16,0.10883057875352765,693.2739603178544
9062301,newton_fixed,DDO064,0,0,14,0.16264423197591027,321.85368922435106
9062301,newton_fixed,DDO161,0,0,31,0.051234667843107096,543.9636868961281
9062301,newton_fixed,DDO168,0,0,10,0.06255452381927336,441.79307357171655
9062301,newton_fixed,DDO170,2,0,8,0.09411691646085571,747.1486816567913
9062301,newton_fixed,ESO079-G014,4,0,15,0.050039399856756886,3107.6816316178943
9062301,newton_fixed,ESO116-G012,4,0,15,0.08419435041467487,2188.9692786104883
9062301,newton_fixed,F565-V2,2,0,7,0.18724600891250748,1688.216629783114
9062301,newton_fixed,F568-3,0,0,18,0.1053766643168856,1985.9095825520935
9062301,newton_fixed,F568-V1,2,0,15,0.2120684713831893,4292.867478578097
9062301,newton_fixed,F571-V1,1,0,7,0.11225727825411302,1583.6364076432576
9062301,newton_fixed,F583-1,2,0,25,0.20580109521268247,1434.98519134745
9062301,newton_fixed,F583-4,3,0,12,0.10526258843577747,798.4035783139911
9062301,newton_fixed,KK98-251,4,0,15,0.041109522133150195,85.42044564944769
9062301,newton_fixed,NGC0024,3,0,29,0.10418832636575467,2226.074360099069
9062301,newton_fixed,NGC0055,3,0,21,0.04382205122437279,906.3013460927594
9062301,newton_fixed,NGC0247,2,0,26,0.09772972783696922,1965.9242657689542
9062301,newton_fixed,NGC0289,1,0,28,0.06175320775461595,5192.3428021622
9062301,newton_fixed,NGC0300,4,0,25,0.12103315628297816,2160.2936962846197
9062301,newton_fixed,NGC0801,0,0,13,0.01658589843355772,2911.1865442630683
9062301,newton_fixed,NGC1003,3,0,36,0.12946431518564758,3255.2961484524967
9062301,newton_fixed,NGC1090,1,0,24,0.03359897142849445,2909.985210515902
9062301,newton_fixed,NGC2403,1,0,73,0.061400511915650456,2570.5962698315907
9062301,newton_fixed,NGC2683,2,0,11,0.04656225038894164,4095.308686458214
9062301,newton_fixed,NGC2841,3,0,50,0.07319333072076784,17033.250295070036
9062301,newton_fixed,NGC2915,4,0,30,0.2517007774742901,2847.2842500854426
9062301,newton_fixed,NGC2955,2,0,24,0.006775399999506663,1819.0170018031988
9062301,newton_fixed,NGC2976,4,0,27,0.013796881083942237,203.3487535947317
9062301,newton_fixed,NGC2998,3,0,13,0.0559924356599443,5154.1311946955575
9062301,newton_fixed,NGC3109,3,0,25,0.18806560364948535,1029.0910647422418
9062301,newton_fixed,NGC3198,3,0,43,0.05411938360327491,3147.231234809854
9062301,newton_fixed,NGC3521,0,0,41,0.007653661712029064,1239.6167264717867
9062301,newton_fixed,NGC3741,4,0,21,0.21300100414571738,670.9900214437206
9062301,newton_fixed,NGC3769,4,0,12,0.06745013312542338,2535.783383055386
9062301,newton_fixed,NGC3877,0,0,13,0.017539548576378333,1145.210295271568
9062301,newton_fixed,NGC3893,1,0,10,0.031340155617227076,3413.3797501233616
9062301,newton_fixed,NGC3917,0,0,17,0.05382060620196593,2597.771492488774
9062301,newton_fixed,NGC3949,4,0,7,0.007482385943983005,813.2350557929523
9062301,newton_fixed,NGC3972,4,0,10,0.04721587482664154,1976.6555824883442
9062301,newton_fixed,NGC3992,3,0,9,0.057249211039053866,11079.758269263308
9062301,newton_fixed,NGC4051,3,0,7,0.0059576818246072335,556.9776732562641
9062301,newton_fixed,NGC4068,4,0,6,0.0199803101554043,88.89994632073383
9062301,newton_fixed,NGC4088,2,0,12,0.005678362812218587,644.9715102866962
9062301,newton_fixed,NGC4100,0,0,24,0.04471953680099968,4406.008200952966
9062301,newton_fixed,NGC5005,0,0,18,0.003395025200290211,1032.8359908487482
9062301,newton_fixed,NGC5033,1,0,22,0.05281712261391662,6690.60586922638
9062301,newton_fixed,NGC5371,2,0,19,0.011030379273301413,2052.7193316323355
9062301,newton_fixed,NGC5585,3,0,24,0.05180951174994467,1003.6821937946311
9062301,newton_fixed,NGC5985,1,0,33,0.08008784966510056,18631.21354611321
9062301,newton_fixed,NGC6015,1,0,44,0.06687887908092398,4306.592467501244
9062301,newton_fixed,NGC6195,2,0,23,0.0041004429729612,1054.033128829798
9062301,newton_fixed,NGC6503,1,0,31,0.09615139716217472,3230.108509787587
9062301,newton_fixed,NGC6674,4,0,15,0.08581903204722129,14208.067741401099
9062301,newton_fixed,NGC6946,4,0,58,0.017600415997075704,1776.6137603333734
9062301,newton_fixed,NGC7331,3,0,36,0.01740151955750265,3522.939076331272
9062301,newton_fixed,UGC00128,1,0,22,0.1699570632717956,5549.159617799195
9062301,newton_fixed,UGC00191,2,0,9,0.0948733215929037,1019.1849507347847
9062301,newton_fixed,UGC00731,0,0,12,0.2339313296777831,1457.2243004948814
9062301,newton_fixed,UGC00891,1,0,5,0.1044471796503508,806.5635825902589
9062301,newton_fixed,UGC02259,2,0,8,0.1645827658732606,2314.0070954611497
9062301,newton_fixed,UGC02487,2,0,17,0.0867296735328349,28179.36451644828
9062301,newton_fixed,UGC02916,0,0,43,0.010389415215008373,1677.0964554960894
9062301,newton_fixed,UGC02953,3,0,115,0.036396018760361706,7466.249070934645
9062301,newton_fixed,UGC03205,2,0,48,0.0322874147201845,5178.940853517506
9062301,newton_fixed,UGC03580,3,0,47,0.033995551486591204,1296.8649588430187
9062301,newton_fixed,UGC04325,3,0,8,0.14008978450723814,2131.009533163413
9062301,newton_fixed,UGC04483,0,0,8,0.0544092612967054,70.26892149591477
9062301,newton_fixed,UGC04499,2,0,9,0.06418667184983039,826.0331157789723
9062301,newton_fixed,UGC05414,3,0,6,0.04693128705435871,379.3546211427526
9062301,newton_fixed,UGC05716,3,0,12,0.15153956286721568,1489.6294033756885
9062301,newton_fixed,UGC05750,0,0,11,0.07403726048595216,756.80398105539
9062301,newton_fixed,UGC05764,1,0,10,0.22185987398954055,877.7504273914992
9062301,newton_fixed,UGC05829,1,0,11,0.13762639266851487,612.7763769455173
9062301,newton_fixed,UGC06399,0,0,9,0.10511333929791268,1498.2616875441195
9062301,newton_fixed,UGC06614,4,0,13,0.03698059317893746,4296.547532853196
9062301,newton_fixed,UGC06786,1,0,45,0.05004237373295675,6729.121739621244
9062301,newton_fixed,UGC06787,4,0,71,0.03987828818286315,6472.488871313041
9062301,newton_fixed,UGC06818,0,0,8,0.061024614629633225,732.8081774814389
9062301,newton_fixed,UGC06917,2,0,11,0.07942683617168957,2156.6663903721715
9062301,newton_fixed,UGC06923,4,0,6,0.03469716943657189,672.5954374257236
9062301,newton_fixed,UGC06983,3,0,17,0.10702061959421748,2974.7541878483926
9062301,newton_fixed,UGC07089,3,0,12,0.04521256282065289,648.4091180440126
9062301,newton_fixed,UGC07261,4,0,7,0.0877656410428133,1092.3587201550351
