thin_light_fraction,thin_height_kpc,thick_height_kpc,source_image_relative_rms,optimizer_converged,iterations,recovered_light_integral_lsun,finite_field_projection_flux_fraction,observed_height_inferred,noise_calibrated_likelihood
0.25,0.1,0.4,0.03629670715300975,True,1000,69574359339.85387,0.9999998485382542,False,False
0.5,0.1,0.4,0.017979130264339983,True,700,69605468395.24849,0.9999999052166334,False,False
0.75,0.1,0.4,0.007860251257140745,True,700,69690871970.09021,0.9999999493837335,False,False
